,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Frabe's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La recita di Bolzano,"Márai, Sándor",8845915298,9788845915291,8845915298,264        pp,3.52,"1,686",1940,"Apr 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Márai mette in scena la recita di Giacomo Casanova, l'avventuriero, l'amante che non sa amare l'unica vera donna della sua vita; ma anch'ella recita lMárai mette in scena la recita di Giacomo Casanova, l'avventuriero, l'amante che non sa amare l'unica vera donna della sua vita; ma anch'ella recita la sua parte, lo smaschera mettendolo a nudo, e lo lascia infine al suo destino di fatuo giramondo....more",Notes are private!,0,2,1,not set,"Aug 21, 2008","Jan 02, 2021",,Paperback,view (with text),/book/show/9697164-la-recita-di-bolzano
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le città invisibili,"Calvino, Italo",8804425547,9788804425540,8804425547,166        pp,4.12,"83,834","Nov 03, 1972","Nov 19, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un po' troppo cerebrale (come direbbe forse anche Samuele Bersani), ma pur sempre notevole, e con un finale davvero grande: ""L'inferno dei viventi nonUn po' troppo cerebrale (come direbbe forse anche Samuele Bersani), ma pur sempre notevole, e con un finale davvero grande: ""L'inferno dei viventi non è qualcosa che sarà; se ce n'è uno, è quello che è già qui, l'inferno che abitiamo tutti i giorni, che formiamo stando insieme. Due modi ci sono per non soffrirne. Il primo riesce facile a molti: accettare l'inferno e diventarne parte fino al punto di non vederlo più. Il secondo è rischioso ed esige attenzione e apprendimento continui: cercare e saper riconoscere chi e cosa, in mezzo all'inferno, non è inferno, e farlo durare, e dargli spazio.""...more",Notes are private!,0,1,1,not set,"Aug 17, 2008","Jan 02, 2021",,Paperback,view (with text),/book/show/1879904.Le_citt_invisibili
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Professore di desiderio,"Roth, Philip",,,,242        pp,3.68,"3,732",1977,Jul 1978,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Il professor David Kepesh soffre ""la tirannia dei sensi, la loro fredda indifferenza e (il loro) assoluto disprezzo per il benessere dello spirito""; sIl professor David Kepesh soffre ""la tirannia dei sensi, la loro fredda indifferenza e (il loro) assoluto disprezzo per il benessere dello spirito""; sperimenta ""desideri soddisfatti, piaceri negati e il dolore derivante da entrambi"".Nell'introduzione al 'Corso sul desiderio erotico nella letteratura' dice ai suoi studenti: ""Spero che, leggendo questi libri, apprendiate qualcosa di utile sulla vita in uno dei suoi aspetti più enigmatici e sconvolgenti. Spero di apprendere qualcosa anch'io"".Questo è Kepesh-Roth per me: un uomo che si apre, che si autoanalizza - spietatamente, mettendo a nudo tutte le sue debolezze - per tentare di vivere meglio e per trasmettere ""qualcosa di utile sulla vita"" agli altri. Grazie Roth....more",Notes are private!,0,3,1,not set,"Aug 29, 2008","Jan 02, 2021",,Paperback,view (with text),/book/show/15834336-professore-di-desiderio
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Che tu sia per me il coltello,"Grossman, David",8804473673,9788804473671,8804473673,330        pp,3.53,"4,798",1988,"Jul 11, 2000",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Riconoscendo in Grossman un grande scrittore, sono rammaricato dopo questa lettura faticosa e spesso fastidiosa per forma e contenuti. Dunque: lui intRiconoscendo in Grossman un grande scrittore, sono rammaricato dopo questa lettura faticosa e spesso fastidiosa per forma e contenuti. Dunque: lui intreccia con lei un rapporto epistolare mirando alla propria vivisezione, con fiumi di parole che vorrebbero rivelare tutto; lei collabora all'intervento, anche se alla lunga preferirebbe passare dalle troppe parole ai fatti; la sostanziale follia di lui si dispiega nel finale, e lei lo soccorre sotto una pioggia forse purificatrice e salvifica... (C'è dell'altro, e del buono, naturalmente, ma ben volentieri chiudo e passo oltre.)...more",Notes are private!,0,0,1,not set,"Sep 09, 2008","Jan 02, 2021",,Paperback,view (with text),/book/show/3983580-che-tu-sia-per-me-il-coltello
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Villaggi,"Updike, John",8882468755,9788882468750,8882468755,308        pp,3.28,"1,251",2004,"Oct 11, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""I villaggi sono intessuti di segreti"": Updike ci svela quelli di Owen Mackenzie, perlopiù condivisi con le sue molte donne, segreti di sesso extracon""I villaggi sono intessuti di segreti"": Updike ci svela quelli di Owen Mackenzie, perlopiù condivisi con le sue molte donne, segreti di sesso extraconiugale soprattutto, di soddisfazioni che la moglie freddina non sa dare. Ma Updike ci racconta magistralmente anche una vita intera che scorre, ormai all'epilogo e ripercorsa dal vecchio protagonista in un lungo flashback, con l'America e le sue trasformazioni sullo sfondo. ""La vita è un brivido che vola via, è tutto un equilibrio sopra la follia"", dice Vasco. Più freddo e perentorio, Updike chiude il romanzo con questa amara considerazione: ""È una cosa folle essere vivi. I villaggi esistono per moderare questa follia - per nasconderla ai bambini, imbottigliarla a nostro uso e consumo, ammorbidire in abitudini i suoi imperativi, proteggerci dal buio fuori e dal buio dentro""....more",Notes are private!,0,0,1,not set,"Sep 21, 2008","Jan 02, 2021",,Paperback,view (with text),/book/show/25100566-villaggi
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il robot di Natale e altri racconti,"Vassalli, Sebastiano",8882125831,9788882125837,8882125831,40        pp,3.17,6,Oct 2006,Oct 2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 25, 2006","Jan 02, 2021",,Paperback,view,/book/show/10772060-il-robot-di-natale-e-altri-racconti
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zona disagio,"Franzen, Jonathan",8806184202,9788806184209,8806184202,209        pp,3.41,"6,381",2006,"Nov 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 21, 2006","Jan 02, 2021",,Hardcover,view,/book/show/9649413-zona-disagio
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Croce senza amore,"Böll, Heinrich",8804582014,9788804582014,8804582014,362        pp,3.50,68,2002,2010,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 14, 2006","Jan 02, 2021",,Hardcover,view,/book/show/9697238-croce-senza-amore
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inganno,"Roth, Philip",8806182935,9788806182939,8806182935,151        pp,3.35,"2,935",1993,"Sep 04, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Nov 26, 2006","Jan 02, 2021",,Paperback,view,/book/show/9679757-inganno
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'inventore di sogni,"McEwan, Ian*",8806164120,9788806164126,8806164120,124        pp,3.67,"7,838",1994,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 19, 2006","Jan 02, 2021",,Paperback,view,/book/show/3859723-l-inventore-di-sogni
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sorelle Materassi,"Palazzeschi, Aldo",8804331208,9788804331209,8804331208,305        pp,3.73,506,1934,1990,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 05, 2006","Jan 02, 2021",,Paperback,view,/book/show/3420645-sorelle-materassi
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tempi duri,"Vargas Llosa, Mario",8858434803,9788858434802,,328        pp,4.03,"6,681","Oct 08, 2019","Oct 13, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tema: la pesante ingerenza degli USA negli stati del centroamerica e sudamerica, con focus sul colpo di stato in Guatemala del 1954; interessante la rTema: la pesante ingerenza degli USA negli stati del centroamerica e sudamerica, con focus sul colpo di stato in Guatemala del 1954; interessante la rievocazione storica, contorto e stancante l'intreccio complessivo del romanzo....more",Notes are private!,0,4,1,"Dec 31, 2020","Jan 02, 2021","Dec 31, 2020",,ebook,view (with text),/book/show/55658499-tempi-duri
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il mantello,"Serrano, Marcela",8807034077,9788807034077,8807034077,168        pp,3.81,428,2019,Sep 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dopo la perdita nel 2017 dell'amata sorella Margarita, Marcela Serrano scrive questi “appunti sull'elaborazione di un lutto” accumulando ricordi, riflDopo la perdita nel 2017 dell'amata sorella Margarita, Marcela Serrano scrive questi “appunti sull'elaborazione di un lutto” accumulando ricordi, riflessioni e tanto struggimento; li mette sulla carta soprattutto per sé, consapevole che la scrittura, come ogni atto creativo, può aiutare a sopravvivere, cauterizzando le ferite, coprendole con un “mantello” protettivo; ma questi appunti sono preziosi anche per il lettore, che ne viene toccato e finisce ammirato....more",Notes are private!,0,1,1,"Dec 27, 2020","Jan 17, 2021","Dec 27, 2020",,Paperback,view (with text),/book/show/55307854-il-mantello
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La tentazione di essere felici,"Marone, Lorenzo",8830440183,9788830440180,8830440183,268        pp,4.08,"5,887",Jan 2015,"Jan 08, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Semplice, fresco... lettura piacevole.",Notes are private!,0,1,1,"Dec 13, 2020","Dec 18, 2020","Dec 13, 2020",,Hardcover,view (with text),/book/show/24272408-la-tentazione-di-essere-felici
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eichmann: dove inizia la notte,"Massini, Stefano",8860446597,9788860446596,8860446597,114        pp,4.12,224,unknown,"Jan 16, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Io non ho ucciso un solo essere umano. Io ho diretto treni, costruzioni di baracche, piani edilizi, permessi, delibere. Io mi occupavo di questo. Non""Io non ho ucciso un solo essere umano. Io ho diretto treni, costruzioni di baracche, piani edilizi, permessi, delibere. Io mi occupavo di questo. Non ero un boia, non portavo neppure la pistola. Ero un uomo di numeri, di date, di liste.""La banalità del male....more",Notes are private!,0,0,1,"Dec 19, 2020","Dec 20, 2020","Dec 12, 2020",,Paperback,view (with text),/book/show/50523227-eichmann
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'opera al nero,"Yourcenar, Marguerite",880781062X,9788807810626,880781062X,299        pp,4.04,"5,270","May 08, 1968","Mar 01, 1986",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Zenone, personaggio immaginario del '500 europeo, è medico, alchimista, artificiere, astrologo: figura interessante, la sua, ma tutt'intorno c'è una rZenone, personaggio immaginario del '500 europeo, è medico, alchimista, artificiere, astrologo: figura interessante, la sua, ma tutt'intorno c'è una ridda di altri personaggi con storie ingarbugliate parecchio... sicché il filo d'Arianna si perde spesso, inevitabilmente....more",Notes are private!,0,2,1,"Dec 07, 2020","Dec 13, 2020","Dec 07, 2020",,Paperback,view (with text),/book/show/7852773-l-opera-al-nero
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Racconti: Primo amore, ultimi riti; Fra le lenzuola","McEwan, Ian*",8806189700,9788806189709,8806189700,308        pp,3.49,280,1975,"Jun 26, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 28, 2006","Dec 04, 2020",,Paperback,view,/book/show/9929470-racconti
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La scoperta dell'alba,"Veltroni, Walter",8817013099,9788817013093,8817013099,150        pp,3.26,147,"Sep 09, 2006","Sep 16, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 12, 2006","Dec 04, 2020",,Hardcover,view,/book/show/2190896.La_scoperta_dell_alba
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'orgia di Praga,"Roth, Philip",8806158228,9788806158224,8806158228,82        pp,3.45,"2,548",1985,Sep 2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Oct 06, 2006","Dec 04, 2020",,Paperback,view,/book/show/15836012-l-orgia-di-praga
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quel che resta del giorno,"Ishiguro, Kazuo*",8806134817,9788806134815,8806134817,294        pp,4.14,"303,601","May 01, 1989",1994,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Oct 2006,"Dec 04, 2020",,Paperback,view,/book/show/79056.Quel_che_resta_del_giorno
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mia madre, la mia bambina","Ben Jelloun, Tahar",8806179756,9788806179755,8806179756,184        pp,3.36,"2,407",2006,"Jan 01, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 15, 2006","Dec 04, 2020",,Hardcover,view,/book/show/10289583-mia-madre-la-mia-bambina
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'invenzione della solitudine,"Auster, Paul",8806174894,9788806174897,8806174894,186        pp,3.76,"14,822",1982,"Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 11, 2006","Dec 04, 2020",,Paperback,view,/book/show/3853798-l-invenzione-della-solitudine
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le braci,"Márai, Sándor",8845913732,9788845913730,8845913732,181        pp,3.99,"33,644",1942,"Aug 06, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Sep 05, 2006","Dec 04, 2020",,Paperback,view,/book/show/3996061-le-braci
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il ritorno a casa di Enrico Metz,"Piersanti, Claudio",8807720175,9788807720178,8807720175,204        pp,3.56,16,2006,"Feb 28, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Sep 2006,"Dec 04, 2020",,Paperback,view,/book/show/10243939-il-ritorno-a-casa-di-enrico-metz
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il giocatore,"Dostoevsky, Fyodor",8879837958,9788879837958,8879837958,157        pp,3.91,"91,371","Mar 10, 1866",Jan 2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 18, 2006","Dec 04, 2020",,Paperback,view,/book/show/9654524-il-giocatore
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Senza Patricio,"Veltroni, Walter",881700877X,9788817008778,881700877X,126        pp,3.35,74,2004,2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 08, 2006","Dec 04, 2020",,Paperback,view,/book/show/10288539-senza-patricio
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alla larga dai comunisti,"Carletti, Luigi",8860731739,9788860731739,8860731739,378        pp,3.44,9,2007,2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 29, 2006","Dec 04, 2020",,Paperback,view,/book/show/20320996-alla-larga-dai-comunisti
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'intagliatore di noccioli di pesca,"Orengo, Nico",8806168169,9788806168162,8806168169,376        pp,3.33,30,2004,"Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 12, 2006","Dec 04, 2020",,Hardcover,view,/book/show/10218588-l-intagliatore-di-noccioli-di-pesca
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tre racconti,"Landolfi, Tommaso",8845913953,9788845913952,8845913953,139        pp,4.02,66,1964,"Sep 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 06, 2006","Dec 04, 2020",,Paperback,view,/book/show/7095440-tre-racconti
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piccoli suicidi tra amici,"Paasilinna, Arto",,,,259        pp,3.52,"8,903",1990,"Apr 01, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 30, 2006","Dec 04, 2020",,Paperback,view,/book/show/9667032-piccoli-suicidi-tra-amici
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bagaglio leggero,"Tamburini, Alessandro",8860680026,9788860680020,8860680026,157        pp,3.00,1,"Jan 01, 2006","Jan 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 08, 2006","Dec 04, 2020",,Paperback,view,/book/show/12858284-bagaglio-leggero
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sogni di Bunker Hill,"Fante, John",8806168061,9788806168063,8806168061,158        pp,4.08,"5,312",1982,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"May 24, 2006","Dec 04, 2020",,Paperback,view,/book/show/9576773-sogni-di-bunker-hill
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La fine è il mio inizio,"Terzani, Tiziano",8830422479,9788830422476,8830422479,466        pp,4.46,"3,373",2006,"Mar 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 18, 2006","Dec 04, 2020",,Hardcover,view,/book/show/5217896-la-fine-il-mio-inizio
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La stanza del Vescovo,"Chiara, Piero",8804485787,9788804485780,8804485787,168        pp,3.29,684,1976,2000,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 07, 2006","Dec 04, 2020",,Paperback,view,/book/show/8721218-la-stanza-del-vescovo
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La casa delle belle addormentate,"Kawabata, Yasunari",880449610X,9788804496106,880449610X,224        pp,3.53,"6,296","Nov 30, 1961",2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 31, 2006","Dec 04, 2020",,Paperback,view,/book/show/4475699-la-casa-delle-belle-addormentate
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Addio alle armi,"Hemingway, Ernest",8804567104,9788804567103,8804567104,320        pp,3.82,"321,764",Sep 1929,"Feb 20, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 23, 2006","Dec 04, 2020",,Paperback,view,/book/show/8043430-addio-alle-armi
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trilogia della città di K.,"Kristóf, Ágota",8806173987,9788806173982,8806173987,384        pp,4.41,"29,015",1991,"May 03, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 13, 2006","Dec 04, 2020",,Paperback,view,/book/show/3949125-trilogia-della-citt-di-k
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'assistente,"Walser, Robert",8806118102,9788806118105,8806118102,229        pp,4.00,"1,476",1908,1990,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Mar 2006,"Dec 04, 2020",,Paperback,view,/book/show/21538273-l-assistente
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suite francese,"Némirovsky, Irène",884592016X,9788845920165,884592016X,415        pp,3.85,"74,157",Sep 2004,"Oct 26, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 27, 2006","Dec 04, 2020",,Paperback,view,/book/show/61461.Suite_francese
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Margherita Dolcevita,"Benni, Stefano",880701677X,9788807016776,880701677X,207        pp,3.73,"4,531",Apr 2005,"Apr 28, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 11, 2006","Dec 04, 2020",,Paperback,view,/book/show/2102088.Margherita_Dolcevita
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caos calmo,"Veronesi, Sandro",8845234894,9788845234897,8845234894,456        pp,3.68,"4,748","Sep 21, 2005",2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 03, 2006","Dec 04, 2020",,Paperback,view,/book/show/2805158-caos-calmo
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'incanto del Lotto 49,"Pynchon, Thomas",880617858X,9788806178581,880617858X,174        pp,3.69,"86,790",1966,"Nov 08, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 20, 2006","Dec 04, 2020",,Paperback,view,/book/show/3564302-l-incanto-del-lotto-49
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mandami a dire,"Roveredo, Pino",884523391X,9788845233913,884523391X,171        pp,3.75,96,"Apr 20, 2005","Apr 20, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 12, 2006","Dec 04, 2020",,Paperback,view,/book/show/6757145-mandami-a-dire
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Questa storia,"Baricco, Alessandro",8860440076,9788860440075,8860440076,283        pp,3.82,"3,103",2005,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 06, 2006","Dec 04, 2020",,Paperback,view,/book/show/2905892-questa-storia
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il tuo posto è vuoto e altri racconti,"Tyler, Anne*",8882468089,9788882468088,8882468089,142        pp,3.71,31,2004,2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 27, 2005","Dec 04, 2020",,Paperback,view,/book/show/9669329-il-tuo-posto-vuoto-e-altri-racconti
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'uomo che scambiò sua moglie per un cappello,"Sacks, Oliver",,,8845916251,304        pp,4.06,"221,594",1985,"Jun 23, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 24, 2005","Dec 04, 2020",,Paperback,view,/book/show/9737502-l-uomo-che-scambi-sua-moglie-per-un-cappello
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ma come hai ridotto questo paese?,"Moore, Michael",8804526858,9788804526858,8804526858,264        pp,3.41,"15,367",2003,"Nov 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 15, 2005","Dec 04, 2020",,Paperback,view,/book/show/9658660-ma-come-hai-ridotto-questo-paese
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chiedi alla polvere,"Fante, John",8806168053,9788806168056,8806168053,234        pp,4.11,"35,253",1939,"Apr 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 11, 2005","Dec 04, 2020",,Paperback,view,/book/show/3413090-chiedi-alla-polvere
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sabato,"McEwan, Ian*",8806184865,9788806184865,8806184865,292        pp,3.64,"70,192",2005,"Oct 31, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 11, 2005","Dec 04, 2020",,Paperback,view,/book/show/6563503-sabato
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La donna giusta,"Márai, Sándor",8845918726,9788845918728,8845918726,444        pp,4.02,"6,390",1941,"Jun 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 15, 2005","Dec 04, 2020",,Paperback,view,/book/show/9696906-la-donna-giusta
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cosa Bianca Nostra,"Roth, Philip",,,,211        pp,3.39,"1,561",1971,Jan 1972,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 10, 2005","Dec 04, 2020",,Hardcover,view,/book/show/11089225-cosa-bianca-nostra
