,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,NILTON's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Shadow in Moscow,"Reay, Katherine*",1400243033,9781400243037,1400243033,384        pp,4.36,"2,491","Jun 13, 2023","Jun 13, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really wanted to love this book but unfortunately it did not deliver what I was expecting.I do praise the concept and the writing, but the executionI really wanted to love this book but unfortunately it did not deliver what I was expecting.I do praise the concept and the writing, but the execution did not work for me. In the beginning I thought that I was reading a romance.For a spy novel, this one was not that thrilling, in my opinion.The development was very slow.I liked the timeline and the dual POV, but the storyline failed to captivate me.The author’s notes were very interesting.e-book (Kobo): 349 pages, 108k words ...more",Notes are private!,0,8,1,"Feb 21, 2024","Feb 24, 2024","Feb 21, 2024",,Paperback,view (with text),/book/show/63340978-a-shadow-in-moscow
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afterlives,"Gurnah, Abdulrazak",,9781526615893,1526615894,275        pp,3.78,"10,847","Sep 17, 2020","Sep 02, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Here comes the outlier. Nobel or not, I don’t t care.This one did not work for me. The storytelling was extremely dull and I was bored to tears.I thouHere comes the outlier. Nobel or not, I don’t t care.This one did not work for me. The storytelling was extremely dull and I was bored to tears.I thought that I was reading a historical textbook during the first 100 pages. Then there is a switch and the storytelling becomes alive to later die again.At least I learned something about the Germany colonies that invaded parts of East Africa.But it was a chore to read it.Never mind me, after all the author won the Nobel prize for literature.e-book (Kobo): 381 pages (default), 103k words (divided into 4 parts and totalling 15 chapters)Audiobook narrated by Damien Lynch: 10 hours (normal speed) - I was very surprised that our public library in Toronto (Canada) had copies, as I did not find it for purchase from Kobo or Audible, but I’m glad I got it for free as the audio was not very good....more",Notes are private!,6,10,1,"Feb 20, 2024","Feb 21, 2024","Feb 20, 2024",,Paperback,view (with text),/book/show/59088639-afterlives
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go as a River,"Read, Shelley*",0385688776,9780385688772,0385688776,320        pp,4.31,"64,772","Mar 07, 2023","Jan 01, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A generous 3 stars.I feel bad for giving this book a rating below 3 stars, specially for a debut, but I must be honest.The development of the storylinA generous 3 stars.I feel bad for giving this book a rating below 3 stars, specially for a debut, but I must be honest.The development of the storyline was very slow and far from gripping.Nothing in this book worked for me.I did not feel connected, and nothing touched my heart.There were lots of beautiful descriptions of the setting, but the characters lacked depth.I wished there were multiple POVs.I just didn’t care for this work at all, specially after everyone telling me that I was going to love it.Not even the audiobook helped.Oh well… don’t mind me, as there are plenty of 5 stars.ebook (Kobo): 272 pages (default), 84k words audiobook narrated by Cynthia Farrell: 10 hours (normal speed - but the narration is way too slow and I couldn’t stand it)...more",Notes are private!,6,13,1,"Feb 19, 2024","Feb 20, 2024","Feb 19, 2024",,Paperback,view (with text),/book/show/61888081-go-as-a-river
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Year of Wonders,"Brooks, Geraldine*",0142001430,9780142001431,,304        pp,4.01,"162,226",2001,"Apr 28, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2024",,Paperback,view,/book/show/4965.Year_of_Wonders
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Resurrection Walk        (The Lincoln Lawyer, #7; Harry Bosch Universe, #38)","Connelly, Michael*",0316563781,9780316563789,B0BSTZZT12,400        pp,4.58,"42,727","Oct 31, 2023","Nov 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just a brief note.This was better than I expected and a fast read.After a slow start I was captivated by the storyline, the narrative and its structurJust a brief note.This was better than I expected and a fast read.After a slow start I was captivated by the storyline, the narrative and its structure.I also enjoyed the writing and the development of the storyline, especially the courtroom scenes, which I thought were riveting.There are some flaws, and a few things were a bit hard to believe, regardless, I was completely entertained. I practically read it in one sitting (at least the first 80%, then I had to take a break at diner time).This was my 4th book by this author I’m looking forward to reading his older books.Hardcover (Little, Brown And Company): 416 pagesEbook (Kobo): 312 pages (default), 97k words - book is divided into 50 chapters.Audiobook narrated by Peter Giles, Titus Welliver, Christine Lakin: 10.5 hours (normal speed). I tried the audiobook at normal speed and I couldn’t stand it. They all sounded very tired, especially Bosch (but at least he has a reason to sound tired)....more",Notes are private!,2,8,1,"Feb 19, 2024","Feb 19, 2024","Feb 18, 2024",,Kindle Edition,view (with text),/book/show/85766771-resurrection-walk
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fried Green Tomatoes at the Whistle Stop Cafe        (Whistle Stop #1),"Flagg, Fannie",0375508414,9780375508417,0375508414,416        pp,4.28,"306,598",1987,"May 07, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"TW: spousal abuse, rape, racism I was a big fan of the 1991 movie adaptation, which I watched several times, and I was afraid to read the book and feeTW: spousal abuse, rape, racism I was a big fan of the 1991 movie adaptation, which I watched several times, and I was afraid to read the book and feel disappointed. Silly me. The author also wrote the screenplay and received a nomination for an Oscar for the best writing/screenplay.As I read the book the whole movie played along in my head, as if I was watching it instead of reading.I simply loved the interaction/dynamic between Ninny (an octogenarian character) and Evelyn.The timeline changes back and forth between 1980s and 1920sNinny, while in a nursing home, tell stories from her life and people that she knew in the past. Her accounts are funny and also heartbreaking.Evelyn is going through some middle age crisis and takes comfort in Ninny.This relationship is quite heartwarming and funny.But the book has plenty of unforgettable characters, hilarious dialogues and heartbreaking moments.The accounts related to people of color may be described as stereotyped, but I don’t think that it was the author’s intention to ignore the racism of the time. Perhaps the accounts were not very realistic and those characters were too passive, but, in my opinion, the author had no obligation to tell us how unfair society treated them back then (and still do), after all this is a work of fiction.I was highly entertained, from beginning to end, hence my ratings.Ebook (Kobo): 361 pages (127 chapters), 98k words audiobook marvellously narrated by Lorna Raver: 11 hours and 27 minutes (normal speed) - there is an abridged version narrated by the author....more",Notes are private!,19,29,1,"Feb 24, 2024","Feb 26, 2024","Feb 18, 2024",,Hardcover,view (with text),/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Polished Hoe,"Clarke, Austin",0060557621,9780060557621,0060557621,480        pp,3.22,"1,856",2002,"May 25, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, as I said during my progress, I had a hardcover edition sitting on my shelves, since this book won the 2002 Giller Prize.To be honest, I don’t tWell, as I said during my progress, I had a hardcover edition sitting on my shelves, since this book won the 2002 Giller Prize.To be honest, I don’t think that I would have enjoyed it as much as I did now, 22 years later.The majority of my friends absolutely hated this book, so I was expecting to be bored. But I was surprisingly blown away by the storytelling.I was completely hooked and fascinated from the beginning to the end.Although its development is a slow one, I didn’t feel a moment of boredom.How delightful!And the audiobook narrated by Robin Miles is fantastic!I did read and listened to the audiobook simultaneously. What a a double joy!The storytelling is superb!The descriptions are beautifully detailed. Even the passion and lust were captured perfectly.But there are also heartbreaking and shocking accounts.This is not a book of action or a thriller, and I know it will not please everyone, but I loved everything about it.The main character introduces interesting characters through out her accounts of her life and what she knows about other generations.It’s practically a monologue (there are plenty of dialogues through her accounts).The conclusion, although gory, was perfect, especially after so many years of abuse.In this book, the power of memory is the real focus. I think that what really drawn me to this is that I could feel a lot of heart within the pages. It’s a work of love.PS. this author was born in Barbados and used to live in Toronto, where he passed away on June 26, 2016.Hardcover (2002 edition) by Thomas Allen Publishesers: 462 pages (there are no author’s notes, acknowledgments, introduction or foreword).Ebook (Kobo -original edition): 538 pages (default), 156k wordsEbook (Kobo -20th a edition - with a new foreword by Rinaldo Walcott): 592 pages (default), 161k words (I may go to the bookstore just to read the foreword)Audiobook narrated by Robin Miles: 18.8 hours (normal speed) - highly recommended ...more",Notes are private!,11,20,1,"Feb 18, 2024","Feb 19, 2024","Feb 18, 2024",,Paperback,view (with text),/book/show/138963.The_Polished_Hoe
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tuesdays with Morrie,"Albom, Mitch*",,,0751529818,210        pp,4.17,"1,027,156","Aug 18, 1997",2000,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Too short and way too sappy.I rarely read non-fiction and I didn’t feel like writing a .,Notes are private!,6,13,1,"Feb 15, 2024","Feb 16, 2024","Feb 15, 2024",,Paperback,view (with text),/book/show/6900.Tuesdays_with_Morrie
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Phoenix Crown,"Quinn, Kate*",0063304732,9780063304734,0063304732,384        pp,3.88,"8,456","Feb 13, 2024","Feb 13, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars ⭐️⭐️⭐️✨ (slow but very entertaining)Just a brief note…I really enjoyed this historical drama set in 1906, just before, during and after the 3.5 stars ⭐️⭐️⭐️✨ (slow but very entertaining)Just a brief note…I really enjoyed this historical drama set in 1906, just before, during and after the big earthquake in San Francisco.I loved all of the female characters and how well the authors told a story about their friendship and upbringing.The development was slow, but the storyline was compelling and the authors painted a vivid picture of the City.It’s unbelievable how racism was treated as normal and acceptable.I have read and enjoyed the books by Kate Quinn but I have never read any work by Janie Chang. There was something missing for me, and I think it was within the writing.I do recommend reading the author’s notes at the end.Ebook (Kobo): 356 pages (default), 210k words Paperback: 384 pages ...more",Notes are private!,6,23,1,"Feb 14, 2024","Feb 15, 2024","Feb 13, 2024",,Paperback,view (with text),/book/show/64417401-the-phoenix-crown
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wolves of Winter,"Johnson, Tyrell*",1501155679,9781501155673,1501155679,312        pp,3.75,"6,642","Jan 02, 2018","Jan 02, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“The Wolves of Winter”, by Tyrell Johnson (YA - dystopian/post apocalyptic - released in 2018)The book started very well, but after a while I lost int“The Wolves of Winter”, by Tyrell Johnson (YA - dystopian/post apocalyptic - released in 2018)The book started very well, but after a while I lost interest and I didn’t care for the main character. I really wished there were multiple POVs.The writing is very simple and easy to follow. The timeline structure is not bad.But the main character, a 23 year woman who sounded like she was 12, wasn’t very believable. Her attitude and choices were very immature and selfish, never mind the circumstances.There were lots of cliches and I didn’t find the storyline that remarkable or original. But I have to admit that the whole thing was very atmospheric, hence my ratings.There are plenty of flaws that may be ignored by some readers. As an example, I didn’t think that the fat phobia was necessary.Anyways… the main reason I finished it was because I had purchased a copy, which has been sitting on my shelf since 2018.Ebook (Kobo): 284 pages, 77k words Hardcover (Scribner): 312 pages , 46 chapters....more",Notes are private!,4,17,1,"Feb 13, 2024","Feb 14, 2024","Feb 13, 2024",,Hardcover,view (with text),/book/show/32920273-the-wolves-of-winter
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silence in Her Eyes,"Correa, Armando Lucas*",1982197501,9781982197506,1982197501,258        pp,3.20,"1,391","Jan 16, 2024","Jan 16, 2024",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Goodness… what a disappointment!Great premises.I have never heard of akinetopsia before. It’s a neuropsychological disorder known as motion blindness.Goodness… what a disappointment!Great premises.I have never heard of akinetopsia before. It’s a neuropsychological disorder known as motion blindness.For such topic I was expecting a groundbreaking work.Unfortunately the writing was very weak and the development of the story wasn’t very thrilling.The main character was 28 years old but I thought she was 18.The twists at the end could have been shocking, but the storytelling ruined them, making everything feel very cheap.Yes, this one was not for me....more",Notes are private!,7,27,1,"Feb 11, 2024","Feb 11, 2024","Feb 11, 2024",,Hardcover,view (with text),/book/show/176443444-the-silence-in-her-eyes
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Teacher,"McFadden, Freida*",,,B0CGWBB9XG,402        pp,3.99,"217,722","Feb 06, 2024","Feb 06, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"very engaging but…TW: sexual predator Another book by the queen of popcorn thriller. This is her latest release.Although her books are not always a wivery engaging but…TW: sexual predator Another book by the queen of popcorn thriller. This is her latest release.Although her books are not always a winner (imo), they are certainly very entertaining and always a fast read.This one is not bad, but I would not label it as a thriller (except for the last 20%).As for the characters, they are a bunch of idiots who deserves each other.I think this work is addressed to teenagers and I’m sure it will be a hit amongst them.The writing, although engaging, is very repetitive. As for the storyline, there is nothing remarkable or unique, but I did like the twists towards the end.ebook (Kindle): 402 pages (81 chapters!!!)Audiobook narrated by Leslie Howard, Danny Montooth: 9.6 hours (normal speed)...more",Notes are private!,6,26,1,"Feb 06, 2024","Feb 08, 2024","Feb 06, 2024",,Kindle Edition,view (with text),/book/show/198218463-the-teacher
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,By Any Other Name,"Picoult, Jodi*",0593497228,9780593497227,B0CPDW1Z8N,528        pp,4.29,52,"Aug 20, 2024","Aug 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Kindle Edition,view,/book/show/203337138-by-any-other-name
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Doctor Sleep        (The Shining, #2)","King, Stephen*",1476727651,9781476727653,1476727651,531        pp,4.13,"261,732","Sep 24, 2013","Sep 24, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Generous 3 stars ⭐️⭐️⭐️ (thanks to the writing and storytelling skills)I had a copy of this book sitting around since its release. I have not read a sGenerous 3 stars ⭐️⭐️⭐️ (thanks to the writing and storytelling skills)I had a copy of this book sitting around since its release. I have not read a single  until recently, after starting to read this book.But first I decided to re-read The Shining, which I did about two weeks before, and rated it again with 5 brilliant stars.Upon the opening I did feel engaged and I was surprisingly pleased with the level of creepiness. I really thought I had a winner in my hands.How wrong I was.This read was frustrating and disappointing.I really don’t believe in all the raving that it has received. Perhaps I should have read it under influence (I haven’t had a single drop of alcohol since January 1st, 2024). Anyways… this one did not work for me and I doubt very much that I will watch the movie adaptation.I found the perfect  published by James Kidd on “The Independent”, on October 6, 2013.I wished I could share the link, but this summarize my disappointment: “…Doctor Sleep’s soupy, supernatural atmosphere reads like horror inspired by fantasy and salvation drawn from therapy. In this, the story doesn’t escape its own contrivances”.Ebook (Kobo): 553 pages, 168k wordsAudiobook narrated by Will Patton: 18.6 hours (normal speed)Hardcover (Scribner): 531 pages...more",Notes are private!,2,23,1,"Feb 02, 2024","Feb 04, 2024","Feb 02, 2024",,Hardcover,view (with text),/book/show/16130549-doctor-sleep
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Familiars,"Halls, Stacey",,,,420        pp,3.88,"46,116","Feb 07, 2019","Feb 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4 brilliant stars ⭐️ ⭐️ ⭐️ ⭐️ TW: death of infant, miscarriagesThis is a work of fiction set in 1612, Lancashire, England.The story is based on the tr4 brilliant stars ⭐️ ⭐️ ⭐️ ⭐️ TW: death of infant, miscarriagesThis is a work of fiction set in 1612, Lancashire, England.The story is based on the true stories of the Pendle witch trials of 1612, where ten women were put to death after being accused of witchcraft.As in any historical fiction, one shouldn’t worry about accuracies.Also, to label this book as being sexist, misogynistic or ignoring pedophilia is absurd, given the time, after all it was normal to marry girls of 12 years old, and women were simply treated as chattels or an instrument for reproduction.The main protagonist is a girl of 17 years of age and on her 4th pregnancy after going through 3 miscarriages.Yes, this book is not flawless (the language felt too modern, the friendship between a wealthy and a peasant was a bit unbelievable, the teenager was oblivious to some facts of real life…), but the level of entertainment was fascinating.I thought that the writing and storytelling was well done and very atmospheric.I just wished that the story was centred around the trials, instead of a friendship.But I really enjoyed this work, hence my ratings.e-book (Kobo): 320 pages (default), 99k words Audiobook narrated by Billie Fulford-Brown: 9.7 hours (normal speed)...more",Notes are private!,4,15,1,"Feb 06, 2024","Feb 07, 2024","Jan 28, 2024",,Hardcover,view (with text),/book/show/39835415-the-familiars
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heaven & Earth Grocery Store,"McBride, James*",0593422945,9780593422946,0593422945,380        pp,4.08,"128,925","Aug 08, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very interesting concept.What I really enjoyed here was the storytelling.The narrative is excellent and adding the audiobook only increased my pleasurVery interesting concept.What I really enjoyed here was the storytelling.The narrative is excellent and adding the audiobook only increased my pleasure.I did love the atmosphere of a small multicultural community.All characters felt real, believable and so human, but I do think that there were too many characters.The writing was good but it was repetitive at some points, especially when it came to anecdotes, and at other times I had the impression that the author had lost his focus.Regardless, it was very interesting and I see it as a collection of short stories, hence my ratings.I do recommend the audiobook.This was my first book by this author and I do own copies of “Deacon King Dong” and “The Color of Water”.Ebook (Kobo): 358 pages (default), 111k wordsAudiobook narrated by Dominic Hoffman: 12.4 hours (normal speed)...more",Notes are private!,16,48,1,"Jan 31, 2024","Feb 02, 2024","Jan 28, 2024",,Hardcover,view (with text),/book/show/65678550-the-heaven-earth-grocery-store
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taken From Her Home        (Detective April Fisher #2),"Grayson, C.J.*",1835263364,9781835263365,B0CQRFGGB3,397        pp,4.48,366,"Jan 23, 2024","Jan 23, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gruesome, diabolical & intriguing!TW.: cruelty to humans, gory, bullying, mention of suicide.I’ve been following this author’s progress since his firsGruesome, diabolical & intriguing!TW.: cruelty to humans, gory, bullying, mention of suicide.I’ve been following this author’s progress since his first publication in 2019 and I’m so glad to see his improvement throughout his works.This is the second book in a new series, and I thought it was far better than the first, especially the writing and narrative.The concept is great (and diabolical), and the development of the storyline is well paced, well structured and very intriguing. A real page turner.But there are gruesome and gory details that may not please everyone. I wasn’t shocked by those details. What I found disturbing was the level of cruelty. Regardless, the story did grab my attention and I needed to see the outcome. I was curious to find out why leave a clue behind, for the police to find.The investigation team did not impress me that much, but they were likeable.I thought that the boy’s back story was excellent (and heartbreaking), although too short.The conclusion had a surprising twist. I’m looking forward to reading his next instalment....more",Notes are private!,2,12,1,"Jan 23, 2024","Jan 26, 2024","Jan 23, 2024",,Kindle Edition,view (with text),/book/show/204219971-taken-from-her-home
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thunderhead        (Arc of a Scythe, #2)","Shusterman, Neal*",1442472456,9781442472457,1442472456,504        pp,4.40,"177,854","Jan 09, 2018","Jan 09, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the second book in a trilogy.Just like the first one, I was impressed by the author’s creativity, originality and storytelling skills.The narrThis is the second book in a trilogy.Just like the first one, I was impressed by the author’s creativity, originality and storytelling skills.The narrative is so good that I was easily transported into that world.There are some thought provoking ideas.This is an unforgettable sentence to have in its opening page: “This world is a flower I hold in my palm. I would end my own existence rather than crush it.""Isn’t that promising?Well, I was not disappointed. Highly entertaining.I won’t say anything else for now, and I may revisit this  later on, after reading the next book.Ebook (Kobo): 444 pages (default), 120k wordsAudiobook narrated by Greg Tremblay: 13.03 hours (normal speed)Hardcover (Simon and Schuster Books for Young Readers): 504 pages...more",Notes are private!,2,11,1,"Jan 21, 2024","Jan 30, 2024","Jan 21, 2024",,Hardcover,view (with text),/book/show/33555224-thunderhead
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After Annie,"Quindlen, Anna",0593229800,9780593229804,0593229800,304        pp,4.16,"7,607","Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/177185880-after-annie
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Search Party,"Richell, Hannah*",1668036061,9781668036068,1668036061,338        pp,3.75,"3,647","Jan 16, 2024","Jan 16, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“The Search Party”, by Hannah Richell 4 solid stars! ⭐️⭐️⭐️⭐️I purchased a copy of this book just because of its cover.It also came up constantly on m“The Search Party”, by Hannah Richell 4 solid stars! ⭐️⭐️⭐️⭐️I purchased a copy of this book just because of its cover.It also came up constantly on my feeds, so it was hard to ignore it.And I’m glad I got it. And I went totally blind, not reading the synopsis or the s.And what a terrific surprise!This is a character driven novel.The writing is solid and the timeline structure was skilfully executed. The storytelling was superb, creating that perfect atmosphere of a suspenseful drama.There were many secrets between the characters that were slowly revealed, and those secrets and twists were clever, avoiding the far-fetched plots that are so common nowadays.My only complaint is that I thought there were too many characters (but it wasn’t hard to follow them, and after a while I just got used to them).But they were all believable, although not that likeable. The development of the storyline is told by multiple POVs.The characterization of Kip, a boy who experienced traumatic events (and the circumstances surrounding his life) was spectacular (and heartbreaking) but left me wanting for more.The conclusion wasn’t to my satisfaction, but I can’t give a negative  just based on that.I thought that this was a great work of fiction.This was my first book by this author and I’m looking forward to reading her past and future works.e-book (Kobo): 306 pages (default), 95k words Paperback (Simon & Schuster) - Canadian released date: January 16, 2024: 352 pages...more",Notes are private!,4,17,1,"Feb 04, 2024","Feb 11, 2024","Jan 20, 2024",,Paperback,view (with text),/book/show/176451530-the-search-party
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Time Keeper,"Albom, Mitch*",1401322786,9781401322786,1401322786,224        pp,3.89,"113,796","Sep 04, 2012","Sep 04, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love reading books that captivates me from the beginning. This one was like that.I thought that the story was original and compelling, and the writiI love reading books that captivates me from the beginning. This one was like that.I thought that the story was original and compelling, and the writing was beautiful.I just wished the characters were fully developed, hence my ratings.This reads more like a fable, rather than a novel, and it’s very short.The story did feel chopped, but it was thought provoking.I simultaneously listened to the audiobook, and I’m glad I had the book, as I’m sure I wouldn’t be able to notice the transitions between chapters (in the book those are marked by bold letters).Dan Stevens is definitely my favourite narrator.Excerpt: “There is a reason God limits our days.”“Why?”“To make each one precious.”e-book (Kobo): 142 pages (default), 38k words audiobook narrated by Dan Stevens: 4.7 hours (normal speed)Hardcover (Hyperion): 224 pages (81 chapters)...more",Notes are private!,8,12,1,"Jan 15, 2024","Jan 16, 2024","Jan 15, 2024",,Hardcover,view (with text),/book/show/13624688-the-time-keeper
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crime        (Ray Lennox, #1)","Welsh, Irvine",0224080539,9780224080538,0224080539,344        pp,3.62,"5,203","Jul 03, 2008","Aug 05, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Paperback,view,/book/show/2285386.Crime
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tom at the Farm,"Bouchard, Michel Marc",0889227608,9780889227606,0889227608,96        pp,3.88,356,2011,"Mar 29, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Kindle Edition,view,/book/show/17720157-tom-at-the-farm
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First Lie Wins,"Elston, Ashley*",0593492919,9780593492918,,340        pp,4.12,"187,126","Jan 02, 2024","Jan 02, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the author’s first adult book, so it is considered a debut, right?Although not flawless, this was a delightful surprise.I was hooked from the This is the author’s first adult book, so it is considered a debut, right?Although not flawless, this was a delightful surprise.I was hooked from the beginning, mostly because it did trigger my curiosity.I thought that the pace was perfect throughout the book, and I enjoyed the timeline structure.It was quite clever.I just wished for more POV (alias does not count), but I was entertained.A few things were farfetched but it did not diminish the story and my experience.Perhaps my rating was highly influenced by the audiobook, but I doubt.I can easily see this book being adapted to a tv series, probably produced by Reese Witherspoon. I read the ebook while simultaneously listening to the terrific audiobook).PS. Out of curiosity I made the mistake of reading the lower ratings. Some people just can’t avoid spoilers.e-book (Kobo): 315 pages (default), 97k words audiobook narrated by Saskia Maarleveld: 9.3 hours (normal speed)...more",Notes are private!,10,33,1,"Jan 14, 2024","Jan 14, 2024","Jan 13, 2024",,Hardcover,view (with text),/book/show/164444179-first-lie-wins
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Let You Go,"Mackintosh, Clare*",1101987502,9781101987506,1101987502,400        pp,4.05,"133,809","Nov 06, 2014","Nov 29, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"TW: loss of a child; domestic abuse; stalking; rape.This was the author’s debut, released in 2014. The author was a police officer, and she created thTW: loss of a child; domestic abuse; stalking; rape.This was the author’s debut, released in 2014. The author was a police officer, and she created this story based on her professional and personal experiences (as per her notes at the end of the book).For a debut I thought that this book was very well written, hence my ratings.The development of the story has a slow start, but I liked it.I also thought that the characters were well developed.Because I have read too many books in this genre, I wasn’t that surprised with the twists. Some were a bit farfetched and the conclusion was very ambiguous, but these did not influence my ratings, as I really enjoyed the storytelling and how well the author displayed the characters’s state of mind.I read the ebook and simultaneously listened to the audiobook, which I thought was excellent.This was my second book by this author, after “The Last Party” (released in 2022)ebook (Kobo): 461 pages (default), 125k words - 54 chaptersaudiobook narrated by Nicola Barber, Steven Crossley: 12.2 hours (normal speed)...more",Notes are private!,13,28,1,"Jan 12, 2024","Jan 14, 2024","Jan 12, 2024",,Paperback,view (with text),/book/show/30689367-i-let-you-go
