,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Angela's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greenlights,"McConaughey, Matthew*",0593139135,9780593139134,0593139135,289        pp,4.21,"328,312","Oct 20, 2020","Oct 20, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was more of a 3.5 book for me —nothing absolutely amazing about this, but there were some good stories and profound thoughts sprinkled here and tThis was more of a 3.5 book for me —nothing absolutely amazing about this, but there were some good stories and profound thoughts sprinkled here and there. I listened to the audiobook version and McConaughey is a great narrator/story teller so that was a bonus. I may not have enjoyed reading the book on my own as much — just a heads up there! ...more",Notes are private!,0,4,1,"Dec 03, 2020","Dec 30, 2020","Dec 03, 2020",,Hardcover,view (with text),/book/show/52838315-greenlights
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl with the Louding Voice,"Daré, Abi",1524746029,9781524746025,1524746029,371        pp,4.44,"149,214","Feb 04, 2020","Feb 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 07, 2021","Sep 04, 2021","Nov 12, 2020",,Hardcover,view,/book/show/50214741-the-girl-with-the-louding-voice
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Truths We Hold: An American Journey,"Harris, Kamala",0525560734,9780525560739,0525560734,318        pp,3.98,"21,561","Jan 08, 2019","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2020",,Paperback,view,/book/show/54326149-the-truths-we-hold
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nature of Fragile Things,"Meissner, Susan*",0451492188,9780451492180,0451492188,367        pp,4.26,"63,494","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2020",,Hardcover,view,/book/show/53398512-the-nature-of-fragile-things
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The fifth agreement,"Ruiz, Miguel",1878424688,9781878424686,1878424688,248        pp,4.11,"15,042","Dec 15, 2009","Dec 15, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 10, 2020","Dec 07, 2020","Nov 10, 2020",,Hardcover,view,/book/show/6979404-the-fifth-agreement
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greenlights,"McConaughey, Matthew*",,,B086H7BJ6H,8        pp,4.21,"328,312","Oct 20, 2020","Oct 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 01, 2020",,Audible Audio,view,/book/show/54933091-greenlights
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eat Pretty: Nutrition for Beauty, Inside and Out","Hart, Jolene*",,,B00GOJT7IW,210        pp,3.74,"1,434","Feb 18, 2014","Feb 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2020",,Kindle Edition,view,/book/show/19790243-eat-pretty
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Henna Artist        (The Jaipur Trilogy, #1)","Joshi, Alka*",0778310205,9780778310204,0778310205,384        pp,4.19,"177,370","Mar 03, 2020","Mar 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 21, 2020","Nov 10, 2020","Oct 21, 2020",,Paperback,view,/book/show/50607466-the-henna-artist
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Are the Guru: 6 Messages to Move You Through Difficult Times with Certainty and Faith,"Bernstein, Gabrielle",,,B08DSKCXCP,unknown,3.98,"1,046","Aug 31, 2020","Aug 31, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 21, 2020","Nov 10, 2020","Oct 21, 2020",,Audible Audio,view,/book/show/55185595-you-are-the-guru
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Think Like a Monk: Train Your Mind for Peace and Purpose Every Day,"Shetty, Jay",1982134488,9781982134488,1982134488,328        pp,4.21,"66,315","Sep 08, 2020","Sep 08, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 12, 2020","Dec 13, 2020","Oct 12, 2020",,Hardcover,view,/book/show/51942513-think-like-a-monk
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Troubled Blood        (Cormoran Strike, #5)","Galbraith, Robert",0751579939,9780751579932,0751579939,944        pp,4.37,"125,920","Sep 15, 2020","Sep 15, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 05, 2020","Oct 11, 2020","Oct 05, 2020",,Hardcover,view,/book/show/51807232-troubled-blood
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jane Austen Project,"Flynn, Kathleen A.*",,,B01JYX7LF0,384        pp,3.68,"9,984","May 02, 2017","May 02, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 21, 2020","Oct 12, 2020","Sep 21, 2020",,Kindle Edition,view,/book/show/32930819-the-jane-austen-project
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Four Agreements,"Ruiz, Miguel",1878424505,9781878424501,1878424505,152        pp,4.19,"398,964",1997,"Jan 15, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve read this book many times and I think it gets better and better with every read! I also think the older I get, the more I am able to truly apprecI’ve read this book many times and I think it gets better and better with every read! I also think the older I get, the more I am able to truly appreciate it and enjoy it. ...more",Notes are private!,0,0,1,"Sep 21, 2020","Sep 22, 2020","Sep 21, 2020",,Hardcover,view (with text),/book/show/6596.The_Four_Agreements
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crooked Kingdom        (Six of Crows, #2)","Bardugo, Leigh*",,,B01BBXF0HM,560        pp,4.60,"638,525","Sep 27, 2016","Sep 27, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 17, 2020","Oct 05, 2020","Sep 17, 2020",,Kindle Edition,view,/book/show/28937572-crooked-kingdom
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They Called Us Enemy,"Takei, George",1603094504,9781603094504,1603094504,204        pp,4.42,"43,783","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2020",,Paperback,view,/book/show/42527866-they-called-us-enemy
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They Called Us Enemy,"Takei, George",1684067510,,B07P5GS3PT,212        pp,4.42,"43,783","Jul 16, 2019","Jul 17, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 07, 2020","Sep 13, 2020","Sep 07, 2020",,Kindle Edition,view,/book/show/44421879-they-called-us-enemy
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Six of Crows        (Six of Crows, #1)","Bardugo, Leigh*",,,1627792120,465        pp,4.49,"947,441","Sep 29, 2015","Sep 29, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 02, 2020","Sep 13, 2020","Sep 02, 2020",,Hardcover,view,/book/show/23437156-six-of-crows
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ready Player Two        (Ready Player One #2),"Cline, Ernest*",,9780593396971,,14        pp,3.43,"155,927","Nov 24, 2020","Nov 23, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"May 05, 2021","Jun 16, 2021","Sep 01, 2020",,Audiobook,view,/book/show/55582625-ready-player-two
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Honey-Don't List,"Lauren, Christina*",1982123915,9781982123918,1982123915,308        pp,3.51,"68,106","Mar 24, 2020","Mar 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2020",,Paperback,view,/book/show/51086670-the-honey-don-t-list
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Murmur of Bees,"Segovia, Sofía*",1542090490,9781542090490,B07GNCQXXB,471        pp,4.24,"64,860","Mar 01, 2015","Apr 16, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Aug 20, 2020Sep 16, 2020","Sep 16, 2020not set","Aug 20, 2020",,Kindle Edition,view,/book/show/42306076-the-murmur-of-bees
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Longevity Book: The Science of Aging, the Biology of Strength, and the Privilege of Time","Díaz, Cameron",0062375180,9780062375186,0062375180,272        pp,3.59,"1,926","Apr 05, 2016","Apr 05, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2020",Sep 2020,"Aug 16, 2020",,Hardcover,view,/book/show/25817289-the-longevity-book
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Bennet Sister,"Hadlow, Janice",1250129419,9781250129413,1250129419,463        pp,4.16,"20,453","Jan 09, 2020","Mar 31, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Other Bennet Sister was absolutely delightful! Janice Hadlow manages to keep the spirit of Jane Austen in her story about Mary -the poor Bennet siThe Other Bennet Sister was absolutely delightful! Janice Hadlow manages to keep the spirit of Jane Austen in her story about Mary -the poor Bennet sister who is always overlooked and not considered beautiful compared to her other sisters. The Other Bennet Sister follows the beginnings of Pride & Prejudice but from Mary's point of view and continues on following Mary in her journey of finding her own happiness and way in the world. Mrs. Bennet is the same selfish jerk of mother, Caroline Bingley is still a force to be reckoned with and many other P&P characters still play a special role in Mary's adult life. I really appreciated Hadlow's version of Mary and giving her her own stand-alone story. This is a MUST read for any Austen fan!...more",Notes are private!,0,2,1,"Aug 15, 2020","Aug 26, 2020","Aug 15, 2020",,Hardcover,view (with text),/book/show/45186556-the-other-bennet-sister
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Untamed,"Doyle, Glennon*",1984801252,9781984801258,1984801252,333        pp,3.99,"439,812","Mar 10, 2020","Mar 10, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 10, 2020","Aug 15, 2020","Aug 10, 2020",,Hardcover,view,/book/show/52129515-untamed
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rule of Wolves        (King of Scars, #2)","Bardugo, Leigh*",,,B08FZ8DVC7,598        pp,4.36,"148,104","Mar 30, 2021","Mar 30, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 20, 2021","May 04, 2021","Aug 03, 2020",,Kindle Edition,view,/book/show/55084279-rule-of-wolves
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"King of Scars        (King of Scars, #1)","Bardugo, Leigh*",,,B07C25Z679,527        pp,4.16,"200,729","Jan 29, 2019","Jan 29, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 26, 2020","Aug 08, 2020","Jul 26, 2020",,Kindle Edition,view,/book/show/36307634-king-of-scars
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ruin and Rising        (The Shadow and Bone Trilogy, #3)","Bardugo, Leigh*",,,,350        pp,3.99,"521,565","Jun 17, 2014","Jun 17, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 21, 2020","Jul 23, 2020","Jul 21, 2020",,Hardcover,view,/book/show/14061957-ruin-and-rising
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Words on Bathroom Walls,"Walton, Julia",0399550887,9780399550881,0399550887,304        pp,4.08,"14,361","Jul 04, 2017","Jul 04, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 20, 2020","Jul 29, 2020","Jul 20, 2020",,Hardcover,view,/book/show/25695640-words-on-bathroom-walls
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Siege and Storm        (The Shadow and Bone Trilogy, #2)","Bardugo, Leigh*",,,,435        pp,3.82,"607,317","Jun 04, 2013","Jun 04, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 16, 2020","Jul 17, 2020","Jul 16, 2020",,Hardcover,view,/book/show/14061955-siege-and-storm
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shadow and Bone        (The Shadow and Bone Trilogy, #1)","Bardugo, Leigh*",,,,358        pp,3.93,"959,293","Jun 05, 2012","Jun 05, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 10, 2020","Jul 10, 2020","Jul 10, 2020",,Hardcover,view,/book/show/10194157-shadow-and-bone
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emma,"Butler, Nancy",0785156852,9780785156857,0785156852,112        pp,3.56,734,"Oct 05, 2011","Jan 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The story is great as usual but I will admit I was not a fan of the art --- it was definitely distracting. I would not say this is the fault of the arThe story is great as usual but I will admit I was not a fan of the art --- it was definitely distracting. I would not say this is the fault of the artist as her style was chosen and approved by the publisher, so that is on them. ...more",Notes are private!,0,0,1,Jul 2020,"Jul 13, 2020","Jul 01, 2020",,Hardcover,view (with text),/book/show/10778254-emma
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be an Antiracist,"Kendi, Ibram X.*",0525509283,9780525509288,0525509283,305        pp,4.38,"114,456","Aug 13, 2019","Aug 13, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jun 28, 2020","Jul 16, 2020","Jun 28, 2020",,Hardcover,view,/book/show/40265832-how-to-be-an-antiracist
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Your Huckleberry: A Memoir,"Kilmer, Val",1797109715,9781797109718,,unknown,3.64,"3,661","Apr 21, 2020","Apr 21, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am torn about my feelings on this one. I liked it but I didn't LOVE it. I have been a fan of Val Kilmer's work for a while and who he is as a personI am torn about my feelings on this one. I liked it but I didn't LOVE it. I have been a fan of Val Kilmer's work for a while and who he is as a person (as much as you can get from a memoir) is pretty much who I thought he would be. A bit vain with some humility, a lot of spiritual and over the top at times. This memoir is probably not the best he could have written, but considering all that he has been through this past decade, maybe it is?He does go through his experiences in all of his greatest movie hits and even some not so great. I think for some, he looks into the past with rose-colored glasses. Ex: The Island of Dr. Moreau. He dives into each movie almost equally, but he does give The Doors and Tombstone a little bit more concentration for good reason. He loves to love women. So be ready for his falling deeply in love with many women in this book! To give you an idea of the general feeling in this memoir through Val's movie characters. These are the ones that kept popping up in my head while reading: Iceman (Top Gun), Jim Morrison (The Doors), Thomas More (The Saint), Doc Holliday (Tombstone) and Gay Perry (Kiss Kiss Bang Bang). This could be because they are some of my favorites. Actually not true, I hated his Thomas More character in The Saint.If you like Val Kilmer, it is worth the read. However, do not expect to be wowed by it. I say this with respect to Val who I believe could have written a more amazing memoir (mine would be boring AF). I recommend just reading this book and not listening to the audio. The only narrator I enjoyed was Mare Winningham and she does not get as much narration time!...more",Notes are private!,0,2,1,"Jun 10, 2020","Jun 26, 2020","Jun 10, 2020",,Audiobook,view (with text),/book/show/48577722-i-m-your-huckleberry
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ballad of Songbirds and Snakes        (The Hunger Games, #0)","Collins, Suzanne",,,,541        pp,3.95,"752,071","May 19, 2020","May 19, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jun 07, 2020",Jul 2020,"Jun 07, 2020",,Kindle Edition,view,/book/show/51901147-the-ballad-of-songbirds-and-snakes
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born a Crime,"Noah, Trevor",,,B01NCJZ5S0,9        pp,4.49,"693,516","Nov 15, 2016","Dec 08, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 07, 2020","Sep 07, 2020","Jun 07, 2020",,Audible Audio,view,/book/show/33632445-born-a-crime
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life","Kabat-Zinn, Jon",1401307787,9781401307783,1401307787,304        pp,4.12,"48,339",1994,"Jan 05, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Jun 2020,"Jun 30, 2020","Jun 01, 2020",,Paperback,view,/book/show/14096.Wherever_You_Go_There_You_Are
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Game of Life and How to Play It,"Shinn, Florence Scovel",0875162576,9780875162577,0875162576,95        pp,4.10,"13,825","Jun 01, 1978","Jun 01, 1978",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 18, 2020","Jun 03, 2020","May 18, 2020",,Paperback,view,/book/show/626159.The_Game_of_Life_and_How_to_Play_It
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Change Me Prayers: The Hidden Power of Spiritual Surrender,"Silver, Tosha",1476789762,9781476789767,1476789762,272        pp,4.51,"1,041","May 19, 2015","May 19, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 10, 2020","May 14, 2020","May 10, 2020",,Hardcover,view,/book/show/22609308-change-me-prayers
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Vicious Cure        (This Mortal Coil, #3)","Suvada, Emily*",1534440941,9781534440944,1534440941,416        pp,4.06,"2,377","Jan 21, 2020","Jan 21, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 09, 2020","May 24, 2020","May 09, 2020",,Hardcover,view,/book/show/50948654-this-vicious-cure
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rural Diaries: Love, Livestock, and Big Life Lessons Down on Mischief Farm","Morgan, Hilarie Burton",0062862723,9780062862723,,272        pp,4.42,"19,802","May 05, 2020","May 05, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"NO, I was not a fan of One Tree Hill. Just thought I would throw that out first thing! If you were a fan and want to read about her experiences on thaNO, I was not a fan of One Tree Hill. Just thought I would throw that out first thing! If you were a fan and want to read about her experiences on that show -- this is not that book. There are few mentions here and there but mostly concentrating on the negative work environment she experienced. I have been wary of reading celebrity memoirs since the last two I read were disappointing. However, this one was rather refreshing! Hilarie shares her relationship journey with Jeffrey Dean Morgan and their desire to live a more simple life. There were some very heartfelt/personal experiences that made me tear up a few times (wasn't expecting that) and their misadventures in farming moments made me crack up. Overall this book was well written and I enjoyed it. Also, be prepared to write down some of her recipes (if you get the book from the library) and yes, dandelion wine is one of them!...more",Notes are private!,0,0,1,"May 09, 2020","May 14, 2020","May 09, 2020",,ebook,view (with text),/book/show/40651649-the-rural-diaries
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outrageous Openness: Letting the Divine Take the Lead,"Silver, Tosha",1476789746,9781476789743,1476789746,240        pp,4.23,"5,088","May 03, 2011","Jun 24, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I loved this book. Tosha Silver’s writing has a no nonsense and quirky personality to it. I understand spiritual principles best when given in story fI loved this book. Tosha Silver’s writing has a no nonsense and quirky personality to it. I understand spiritual principles best when given in story form or at least attached to a story and Tosha is a great story teller :) I will definitely go back to this book over and over as a sort of Oracle for everyday life. ...more,Notes are private!,0,0,1,"Apr 29, 2020","May 02, 2020","Apr 29, 2020",,Hardcover,view (with text),/book/show/21471479-outrageous-openness
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Cruel Design,"Suvada, Emily*",1508268177,9781508268178,,432        pp,4.09,"4,356","Oct 30, 2018","Oct 30, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 24, 2020","May 09, 2020","Apr 24, 2020",,Audiobook,view,/book/show/39989947-this-cruel-design
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Mortal Coil        (This Mortal Coil, #1)","Suvada, Emily*",1481496336,9781481496339,1481496336,425        pp,4.12,"10,768","Nov 07, 2017","Nov 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 22, 2020","Apr 22, 2020","Apr 22, 2020",,Hardcover,view,/book/show/33876440-this-mortal-coil
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hundred Languages of Children: The Reggio Emilia Experience in Transformation,"Edwards, Carolyn",,,B00W5QB1MS,408        pp,4.36,381,"Jan 01, 1993","Dec 13, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2020",,Kindle Edition,view,/book/show/25369066-the-hundred-languages-of-children
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Visible Learners: Promoting Reggio-Inspired Approaches in All Schools,"Krechevsky, Mara",,,B00D7802AU,211        pp,4.12,93,"Jan 01, 2013","Jun 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2020",,Kindle Edition,view,/book/show/18687883-visible-learners
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red, White & Royal Blue","McQuiston, Casey*",,,,423        pp,4.09,"988,155","May 14, 2019","May 14, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 09, 2020","Apr 16, 2020","Apr 09, 2020",,Paperback,view,/book/show/41150487-red-white-royal-blue
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am the Messenger,"Zusak, Markus*",,,,357        pp,4.03,"160,796","Jan 10, 2002","May 09, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,Apr 2020,"Apr 07, 2020","Apr 01, 2020",,Paperback,view,/book/show/19057.I_Am_the_Messenger
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Year of the War,"Meissner, Susan*",0451492161,9780451492166,0451492161,416        pp,4.20,"18,024","Mar 19, 2019","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2020",,Paperback,view,/book/show/49188383-the-last-year-of-the-war
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jane Austen: A Biography,"Jenkins, Elizabeth",0575038772,9780575038776,0575038772,287        pp,3.51,257,1938,"Aug 14, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 09, 2020",,Paperback,view,/book/show/883216.Jane_Austen
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Obesity Code: Unlocking the Secrets of Weight Loss,"Fung, Jason*",1771641258,9781771641258,1771641258,315        pp,4.38,"33,207","Mar 03, 2016","Mar 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 06, 2020",,Paperback,view,/book/show/24945404-the-obesity-code
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jane Austen Society,"Jenner, Natalie*",1250248736,9781250248732,1250248736,304        pp,3.74,"47,097","May 26, 2020","May 26, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Simple and entertaining story. I recommend the audiobook for this one. It is narrated by Richard Armitage :) and it has an interview with the author aSimple and entertaining story. I recommend the audiobook for this one. It is narrated by Richard Armitage :) and it has an interview with the author at the end!...more,Notes are private!,0,1,1,"Aug 27, 2020","Aug 31, 2020","Feb 20, 2020",,Hardcover,view (with text),/book/show/43557477-the-jane-austen-society
