,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Matthew's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Idiot,"Batuman, Elif",1594205612,9781594205613,1594205612,423        pp,3.67,"79,400","Mar 14, 2017","Mar 14, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Idiot beautifully captures what it’s like to meander between adolescence and uninspired adulthood. Batuman’s writing is sharp, witty, and authentiThe Idiot beautifully captures what it’s like to meander between adolescence and uninspired adulthood. Batuman’s writing is sharp, witty, and authentic in a way that makes life’s most mundane parts a joy to read about. Plot-hungry readers aren’t catered to, but I think the novel matches the pace of real life. This novel highlights the importance of the writer over the story; it’s as if Batuman could follow anyone around and make their lackluster lives into something worth sharing. ...more",Notes are private!,0,1,1,"Oct 28, 2022","Nov 06, 2022","Nov 06, 2022",,Hardcover,view (with text),/book/show/30962053-the-idiot
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Scanner Darkly,"Dick, Philip K.",057507681X,9780575076815,057507681X,219        pp,4.02,"102,069",Jan 1977,"Aug 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2022",,Paperback,view,/book/show/14817.A_Scanner_Darkly
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liberation Day,"Saunders, George",0525509593,9780525509592,0525509593,256        pp,4.00,"12,168","Oct 18, 2022","Oct 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Saunders is undeniably one of the best in the short story game. This collection is strong, but I found some of his tricks repeated too frequently; wheSaunders is undeniably one of the best in the short story game. This collection is strong, but I found some of his tricks repeated too frequently; when such unique style/themes seem duplicated the stories can lose their charm. I like Saunders, but I may respect his writing more than I enjoy it. ...more",Notes are private!,0,0,1,"Nov 09, 2022","Nov 15, 2022","Oct 23, 2022",,Hardcover,view (with text),/book/show/60471573-liberation-day
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Either/Or,"Batuman, Elif",0525557598,9780525557593,0525557598,368        pp,4.03,"20,934",2022,"May 24, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(2.5/5) Either/Or let me down. Having enjoyed The Idiot (with a few caveats), I had hopes that Either/Or would build on my appreciation for Batuman’s (2.5/5) Either/Or let me down. Having enjoyed The Idiot (with a few caveats), I had hopes that Either/Or would build on my appreciation for Batuman’s writing and the world she was building around Selin. That didn’t happen. The first 2/3 of the novel was aimless wallowing over the events of the previous book. The self-reflections droned on and the pace became infuriating. In the last third of the book, Selin makes choices that – to me – don’t match her character. Nor do they open the door to some unexplored territory of her mind. They just happen, with the same meaninglessness as her other anecdotes. I suppose there’s value in a character that doesn’t fit the reader’s mold, but it all felt out of place. Batuman’s a fantastic, clever writer, no doubt, but this story felt hardly worth telling. Any given part could’ve been left out and change little of the end result. I’m perhaps overly critical because I see so much potential in Batuman’s writing; I’m rooting for her, though now I’m more hesitant to follow her future work....more",Notes are private!,0,2,1,not set,not set,"Oct 23, 2022",,Hardcover,view (with text),/book/show/58890783-either-or
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Hundred Years of Solitude,"García Márquez, Gabriel",,,,417        pp,4.11,"971,254",1967,"Jun 24, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2022",,Mass Market Paperback,view,/book/show/320.One_Hundred_Years_of_Solitude
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slaughterhouse-Five,"Vonnegut, Kurt, Jr.",0385333846,9780385333849,0385333846,275        pp,4.10,"1,369,614","Mar 31, 1969","Jan 12, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2022",,Paperback,view,/book/show/4981.Slaughterhouse_Five
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hyperion        (Hyperion Cantos, #1)","Simmons, Dan",0553283685,9780553283686,0553283685,500        pp,4.26,"252,567","May 26, 1989",Mar 1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2022",,Mass Market Paperback,view,/book/show/77566.Hyperion
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hitchhiker’s Guide to the Galaxy        (The Hitchhiker's Guide to the Galaxy, #1)","Adams, Douglas",,,,193        pp,4.23,"1,841,009","Oct 12, 1979","Jun 23, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2022",,Paperback,view,/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shining        (The Shining, #1)","King, Stephen*",0450040186,9780450040184,0450040186,497        pp,4.27,"1,488,860","Jan 28, 1977","Jul 01, 1980",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2022",,Paperback,view,/book/show/11588.The_Shining
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,0143110438,462        pp,4.33,"543,394","Sep 06, 2016","Mar 26, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(4.5) It’s refreshing when a popular novel is so for good reason. After a slow start, Towles won me over with an ensemble cast of lovable, relatable c(4.5) It’s refreshing when a popular novel is so for good reason. After a slow start, Towles won me over with an ensemble cast of lovable, relatable characters that complemented each other like the ingredients of bouillabaisse. This was also a fun dip of the toe into Russian literature without going full Dostoyevsky. A Gentleman in Moscow dug from within me sentiment and nostalgia for life, which is some of the highest praise I can give....more",Notes are private!,0,2,1,"Feb 13, 2023",Mar 2023,"Oct 08, 2022",,Paperback,view (with text),/book/show/34066798-a-gentleman-in-moscow
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Martian,"Weir, Andy*",0804139024,9780804139021,0804139024,384        pp,4.42,"1,121,199","Sep 27, 2011","Feb 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2022",,Hardcover,view,/book/show/18007564-the-martian
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone Girl,"Flynn, Gillian*",,,,415        pp,4.13,"3,091,124","Dec 06, 2012","Apr 22, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2022",,Paperback,view,/book/show/19288043-gone-girl
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind-Up Bird Chronicle,"Murakami, Haruki",0965341984,9780965341981,0965341984,607        pp,4.15,"283,479","Apr 12, 1994",1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2022",,Paperback,view,/book/show/11275.The_Wind_Up_Bird_Chronicle
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norwegian Wood,"Murakami, Haruki",0375704027,9780375704024,0375704027,296        pp,4.01,"602,015","Sep 04, 1987","Sep 12, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2022",,Paperback,view,/book/show/11297.Norwegian_Wood
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Virgil Wander,"Enger, Leif",0802128785,9780802128782,0802128785,303        pp,4.01,"18,099","Oct 02, 2018","Oct 02, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(4.5) So many books force their way through “plot.” Instead, Virgil Wander creates an endearing world that grows with each page. The ensemble cast of (4.5) So many books force their way through “plot.” Instead, Virgil Wander creates an endearing world that grows with each page. The ensemble cast of small town characters is perfectly relatable yet persistently interesting. This was a great ending away from 5 stars, but still well worth the read....more",Notes are private!,0,1,1,not set,not set,"Aug 02, 2022",,Hardcover,view (with text),/book/show/39027388-virgil-wander
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,618","Apr 05, 2022","May 05, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The kind of book where every detail is over-explained by the author and there’s no magic or mystery to it. The plot felt borrowed from popular sci-fi The kind of book where every detail is over-explained by the author and there’s no magic or mystery to it. The plot felt borrowed from popular sci-fi movies and watered down; like some movie staring Chris Pratt that you watch once on Netflix and 2 weeks later you can’t remember the name of it. ...more,Notes are private!,0,1,1,"Aug 11, 2022","Aug 17, 2022","Jul 29, 2022",,Hardcover,view (with text),/book/show/58446227-sea-of-tranquility
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",0399562966,9780399562969,0399562966,401        pp,4.28,"128,880","Jun 14, 2022","Jun 14, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There were some interesting threads in this novel, but it didn’t do much for me. A 67 year-old white author wrote from the perspectives of 19th centurThere were some interesting threads in this novel, but it didn’t do much for me. A 67 year-old white author wrote from the perspectives of 19th century slaves and 20-something millennials and that’s exactly what it felt like. Sprinkle in far too much social justice commentary and “ripped from the headlines” references around racism without any depth and she lost me. 2 stars because horses are dope....more",Notes are private!,0,0,1,not set,not set,"Jul 29, 2022",,Hardcover,view (with text),/book/show/59109077-horse
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sunset Limited,"McCarthy, Cormac",0307278360,9780307278364,0307278360,143        pp,3.98,"11,631","Oct 24, 2006","Oct 24, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2022",,Paperback,view,/book/show/12496.The_Sunset_Limited
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln in the Bardo,"Saunders, George",0812995341,9780812995343,0812995341,368        pp,3.75,"155,268",2017,"Feb 14, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sorry George (and Preston), but this one’s not for me. I can appreciate the concept and Saunders’ dedication to push the creative envelope, but readinSorry George (and Preston), but this one’s not for me. I can appreciate the concept and Saunders’ dedication to push the creative envelope, but reading this was fairly… exhausting. When a novel takes that much effort to comprehend, there better be a massive payoff, and I didn’t find one. The non-fiction aspects of Lincoln’s history were by far the most interesting, and sadly what Saunders added with his ghoul-soul-purgatory-ensemble was more of a distraction than anything. IMO could’ve been a 60 page short story....more",Notes are private!,0,3,1,not set,not set,"Jul 15, 2022",,Hardcover,view (with text),/book/show/29906980-lincoln-in-the-bardo
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenth of December,"Saunders, George",0812993802,9780812993806,0812993802,251        pp,3.98,"74,493","Jan 03, 2013","Jan 08, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An easy recommendation for someone interested in short stories. George’s writing is unique in that it’s very stream-of-consciousness from each narratoAn easy recommendation for someone interested in short stories. George’s writing is unique in that it’s very stream-of-consciousness from each narrator’s perspective. You get every thought, no matter how weird or incoherent. This makes the first few pages of each story hard to get into because you don’t have context for their world yet, but by the end the plot holes get patched up and those thoughts add up to characters you feel surprisingly familiar with after a few short pages. Maybe not my favorite style, but it works and Saunders has mastered it....more",Notes are private!,0,0,1,"Aug 19, 2022","Aug 25, 2022","Jul 15, 2022",,Hardcover,view (with text),/book/show/13641208-tenth-of-december
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fine Balance,"Mistry, Rohinton",140003065X,9781400030651,140003065X,603        pp,4.37,"149,473",1995,"Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2022",,Paperback,view,/book/show/5211.A_Fine_Balance
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Country for Old Men,"McCarthy, Cormac",,,,309        pp,4.16,"200,215","Jul 19, 2005","Jul 11, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2022",,Paperback,view,/book/show/12497.No_Country_for_Old_Men
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gilead        (Gilead, #1)","Robinson, Marilynne",031242440X,9780312424404,031242440X,247        pp,3.85,"110,307","Oct 28, 2004","Jan 10, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(4.5) You might love this book if you: seek wisdom, appreciate life, are tired of life, want to help, or need help. Slow, imperfect, but meaningful. “(4.5) You might love this book if you: seek wisdom, appreciate life, are tired of life, want to help, or need help. Slow, imperfect, but meaningful. “There are a thousand thousand reasons to live this life, every one of them sufficient.”...more",Notes are private!,0,1,1,not set,not set,"Jul 11, 2022",,Paperback,view (with text),/book/show/68210.Gilead
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2666,"Bolaño, Roberto",843396867X,9788433968678,843396867X,"1,128        pp",4.21,"41,676",2004,"Oct 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2022",,Paperback,view,/book/show/63032.2666
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curious Incident of the Dog in the Night-Time,"Haddon, Mark",1400032717,9781400032716,1400032717,226        pp,3.89,"1,478,944","Jul 31, 2003","May 18, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2022",,Paperback,view,/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kafka on the Shore,"Murakami, Haruki",1400079276,9781400079278,1400079276,467        pp,4.13,"468,879",Sep 2002,"Jan 03, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kafka on the Shore is like a dream you wake up from and struggle to explain. Some moments are mundane, others are surreal fantasy, and they blend perfKafka on the Shore is like a dream you wake up from and struggle to explain. Some moments are mundane, others are surreal fantasy, and they blend perfectly together. The plot is nonsense. You wake up with more questions than answers and it’s easy to forget what got you so worked up in the first place. But when you’re in it, man! It feels real! 5 stars for Murakami’s writing. -1 star for some weird sex stuff....more",Notes are private!,0,0,1,"Sep 17, 2022","Sep 26, 2022","Jul 11, 2022",,Paperback,view (with text),/book/show/4929.Kafka_on_the_Shore
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Atlas,"Mitchell, David",0375507256,9780375507250,B00A2M3QD4,509        pp,4.01,"248,806",Mar 2004,"Aug 17, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2022",,Paperback,view,/book/show/49628.Cloud_Atlas
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At Night All Blood is Black,"Diop, David",0374266972,9780374266974,0374266972,145        pp,3.82,"23,245","Aug 16, 2018","Nov 10, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(4.5) David Diop does more in 150 pages than some authors do in their whole career. No offense, other authors. Graphic content makes it tough to recom(4.5) David Diop does more in 150 pages than some authors do in their whole career. No offense, other authors. Graphic content makes it tough to recommend, but for those who can stomach it Diop creates an improbable mix of All Quiet on the Western Front, West African culture, and …Fight Club? I don’t know. What I do know is that I picked up this book hoping for something unlike anything I’ve read before, and it delivered....more",Notes are private!,0,0,1,not set,not set,"Jul 11, 2022",,Hardcover,view (with text),/book/show/50403480-at-night-all-blood-is-black
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence,"Erdrich, Louise",006267112X,9780062671127,006267112X,387        pp,3.96,"68,613","Nov 09, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2022",,Hardcover,view,/book/show/56816904-the-sentence
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stories of Your Life and Others,"Chiang, Ted",0330426648,9780330426640,0330426648,281        pp,4.26,"104,512","Jul 05, 2002","Oct 26, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Overall a diverse and interesting set of short stories, more in the sci-fi realm than I’m used to but still (mostly) accessible. I loved roughly half Overall a diverse and interesting set of short stories, more in the sci-fi realm than I’m used to but still (mostly) accessible. I loved roughly half of them and the other half left me a bit underwhelmed. At their best, some stories felt like a Black Mirror screenplay. The Tower of Babylon was one of the best short stories I’ve ever read. The rest of the book could’ve been blank and I’d still give it at least 4 stars....more",Notes are private!,0,2,1,"Jul 13, 2022","Jul 24, 2022","Jul 11, 2022",,ebook,view (with text),/book/show/223380.Stories_of_Your_Life_and_Others
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Distance,"Diaz, Hernan*",1566894883,9781566894883,1566894883,256        pp,4.12,"17,130","Oct 03, 2017","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2022",,Paperback,view,/book/show/34381330-in-the-distance
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lincoln Highway,"Towles, Amor*",0735222355,9780735222359,0735222355,576        pp,4.23,"259,093","Oct 05, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(3.5) I hold Amor Towles to a high standard because he’s capable of timeless literature. While The Lincoln Highway had bright spots, some character ch(3.5) I hold Amor Towles to a high standard because he’s capable of timeless literature. While The Lincoln Highway had bright spots, some character choices left me scratching my head. The Towles wit and charm is still there, but a weak conclusion tarnished the fairly entertaining story that preceded it....more",Notes are private!,0,2,1,not set,not set,"Jul 07, 2022",,Hardcover,view (with text),/book/show/57109107-the-lincoln-highway
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger,"Camus, Albert",,,,159        pp,4.02,"1,094,419","May 19, 1942","Mar 28, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2022",,Paperback,view,/book/show/49552.The_Stranger
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The God of Small Things,"Roy, Arundhati*",0679457313,9780679457312,B006E58GFG,321        pp,3.95,"298,009",Apr 1997,1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2022",,Paperback,view,/book/show/9777.The_God_of_Small_Things
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter of Our Discontent,"Steinbeck, John",0143039482,9780143039488,0143039482,291        pp,4.00,"48,016",1961,"Aug 26, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 25, 2022","Jul 06, 2022","Jun 08, 2022",,Paperback,view,/book/show/4796.The_Winter_of_Our_Discontent
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Train Dreams,"Johnson, Denis",1250007658,9781250007650,1250007658,116        pp,3.89,"23,998",2002,"May 22, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 08, 2022",,Paperback,view,/book/show/12991188-train-dreams
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beloved,"Morrison, Toni",,9781400033416,1400033411,324        pp,3.95,"435,380","Sep 16, 1987","Jun 08, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2022",,Paperback,view,/book/show/6149.Beloved
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Absalom, Absalom!","Faulkner, William",0679732187,9780679732181,0679732187,316        pp,3.98,"44,541",May 1936,"Nov 30, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2022",,Paperback,view,/book/show/373755.Absalom_Absalom_
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ocean at the End of the Lane,"Gaiman, Neil*",0062255657,9780062255655,0062255657,181        pp,4.02,"618,036","Jun 18, 2013","Jun 18, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Going into this book blind, I questioned throughout whether I was reading a dark thriller or a childhood story of adventure. Turns out it was both. JuGoing into this book blind, I questioned throughout whether I was reading a dark thriller or a childhood story of adventure. Turns out it was both. Just weird enough to be interesting. Just meaningful enough to be memorable. I had a good time....more",Notes are private!,0,0,1,not set,not set,"Jun 08, 2022",,Hardcover,view (with text),/book/show/15783514-the-ocean-at-the-end-of-the-lane
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the King’s Men,"Warren, Robert Penn",,,0156004801,439        pp,4.09,"63,493",1946,"Sep 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2022",,Paperback,view,/book/show/5527.All_the_King_s_Men
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Long Walk,"Bachman, Richard",0451196716,9780451196712,0451196716,370        pp,4.08,"185,806",1979,Apr 1999,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m not a horror guy or a Stephen King guy, but this book was undeniably good. If you can get past the gruesome premise (essentially an R rated hungerI’m not a horror guy or a Stephen King guy, but this book was undeniably good. If you can get past the gruesome premise (essentially an R rated hunger games), you’ll find rich character development, witty dialogue, and a look into adolescent friendship that parallels classics like Stand by Me and the Sandlot. Sure, there’s a lot about mortality too, and a few weird parts, but this book has depth. I wish everyone could read it without the violence being a barrier to entry. ...more",Notes are private!,0,0,1,"Jul 24, 2022","Jul 28, 2022","Jun 08, 2022",,Mass Market Paperback,view (with text),/book/show/9014.The_Long_Walk
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood Meridian, or, the Evening Redness in the West","McCarthy, Cormac",,,,351        pp,4.16,"164,519","Apr 28, 1985",May 1992,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I respect it, but didn’t enjoy it. I get why it’s on lists and that McCarthy gives lit nerds plenty to discuss; he shows you everything but tells you I respect it, but didn’t enjoy it. I get why it’s on lists and that McCarthy gives lit nerds plenty to discuss; he shows you everything but tells you nothing. Still, the first 75% was a slog through violence and convoluted desert descriptions. In the end, the themes may have been brilliantly crafted but they just weren’t themes I cared about. Maybe I’ll read this again when I’m 50 and see it in a new light....more",Notes are private!,0,0,1,not set,not set,"Jun 05, 2022",,Paperback,view (with text),/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road,"McCarthy, Cormac",0307265439,9780307265432,0307265439,241        pp,3.99,"904,443","Sep 26, 2006","Oct 02, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 21, 2022","Jun 25, 2022","Jun 05, 2022",,Hardcover,view,/book/show/6288.The_Road
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bewilderment,"Powers, Richard",0393881148,9780393881141,0393881148,278        pp,3.92,"59,187","Sep 21, 2021","Sep 21, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jun 05, 2022",,Hardcover,view,/book/show/56404444-bewilderment
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hobbit        (The Lord of the Rings, #0)","Tolkien, J.R.R.",,,,366        pp,4.29,"3,973,548","Sep 21, 1937","Aug 15, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 05, 2022",,Paperback,view,/book/show/5907.The_Hobbit
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",0142000671,9780142000670,0142000671,107        pp,3.88,"2,546,819","Feb 25, 1937",2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 05, 2022",,Paperback,view,/book/show/890.Of_Mice_and_Men
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crime and Punishment,"Dostoevsky, Fyodor",,,,671        pp,4.27,"903,913",1866,"Dec 31, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 05, 2022",,Paperback,view,/book/show/7144.Crime_and_Punishment
