,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Rusalka's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deadworld        (Jackie Rutledge #1),"Duncan, J.N.",0758255667,9780758255662,0758255667,420        pp,3.27,967,2011,"Apr 05, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Mass Market Paperback,view,/book/show/9087479-deadworld
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sense of an Ending,"Barnes, Julian",1784705632,9781784705633,1784705632,160        pp,3.74,"179,062","Aug 04, 2011","Jan 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Paperback,view,/book/show/30238338-the-sense-of-an-ending
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prisoner of Heaven,"Ruiz Zafón, Carlos",1921922877,9781921922879,1921922877,278        pp,4.12,"100,633","Nov 01, 2011","Jun 21, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Paperback,view,/book/show/15716396-the-prisoner-of-heaven
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Crows,"Womersley, Chris",1760551104,9781760551100,1760551104,368        pp,3.32,880,unknown,"Aug 29, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Paperback,view,/book/show/35482957-city-of-crows
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Believers,"Makkai, Rebecca*",0708899110,9780708899113,0708899110,432        pp,4.28,"135,421","Jun 19, 2018","Jun 07, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Paperback,view,/book/show/40679435-the-great-believers
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Gentleman's Guide to Vice and Virtue        (Montague Siblings, #1)","Lee, Mackenzi*",0062382810,9780062382818,0062382810,513        pp,4.04,"137,213","Jun 27, 2017","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Paperback,view,/book/show/36544848-the-gentleman-s-guide-to-vice-and-virtue
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Disappearance in Fiji,"Rao, Nilima",1641294299,9781641294294,,288        pp,3.91,"1,955","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2023",,Hardcover,view,/book/show/65445950-a-disappearance-in-fiji
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Marlborough Man        (Nick Chester, #1)","Carter, Alan",1925164535,9781925164534,1925164535,312        pp,3.97,558,"Jun 01, 2017","Jun 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2023",,Paperback,view,/book/show/34092455-marlborough-man
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Undesired,"Sigurdardottir, Yrsa",,9781473605497,1473605490,353        pp,3.70,"3,090","Nov 01, 2012",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/23524978-the-undesired
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Balkan Bombshells,"Firth, Will",1912545845,9781912545841,1912545845,144        pp,4.50,6,Feb 2023,Feb 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Paperback,view,/book/show/105736402-balkan-bombshells
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pandora's Jar: Women in the Greek Myths,"Haynes, Natalie*",1509873112,9781509873111,1509873112,320        pp,4.24,"19,231",2020,"Oct 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Hardcover,view,/book/show/51135393-pandora-s-jar
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Month of the Midnight Sun,"Ekbäck, Cecilia",1444789937,9781444789935,1444789937,384        pp,3.71,946,"Feb 11, 2016","Feb 11, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Hardcover,view,/book/show/25766707-in-the-month-of-the-midnight-sun
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hangman,"Heath, Jack*",1760529982,9781760529987,1760529982,400        pp,3.88,"3,801","Mar 22, 2018","Jan 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Mass Market Paperback,view,/book/show/45758016-hangman
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hunter,"Heath, Jack*",1760877492,9781760877491,1760877492,0        pp,4.11,"1,372","Mar 04, 2019",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Mass Market Paperback,view,/book/show/70676735-hunter
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are All Made of Glue,"Lewycka, Marina",0141030992,9780141030999,0141030992,419        pp,3.53,"4,470",2009,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Paperback,view,/book/show/7072675-we-are-all-made-of-glue
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild Mushrooming: A Guide for Foragers,"Pouliot, Alison",1486311733,9781486311736,1486311733,320        pp,4.72,36,unknown,"May 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Paperback,view,/book/show/56642470-wild-mushrooming
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weaver and the Witch Queen,"Gornichec, Genevieve*",0593438248,9780593438244,,424        pp,3.92,"5,285","Jul 25, 2023","Jul 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Hardcover,view,/book/show/63277500-the-weaver-and-the-witch-queen
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fires,"Björnsdóttir, Sigríður Hagalín",1662500157,9781662500152,1662500157,331        pp,3.80,"3,949",2020,"Feb 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2023",,Paperback,view,/book/show/60586616-the-fires
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beach Read,"Henry, Emily*",,9780241999196,,361        pp,4.01,"1,105,028","May 19, 2020",2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I picked up Book Lovers I could get 3 x Emily Henry novels for $20. Which is a cheap paperback in Australia, and I am a book hoarder and the chilWhen I picked up Book Lovers I could get 3 x Emily Henry novels for $20. Which is a cheap paperback in Australia, and I am a book hoarder and the child of a WWII kid who was a stockpiler of bargins, so I was sold. And this book was one of the other two in the bundle.At this stage, I will read anything Emily Henry writes. And not because I like romance, I usually hate it. But her writing is clever and witty, sarcastic and satirical, and just gets you engaged as much as the majority of your body is actively resisting you getting invested. The two books I have read, the four main characters are involved in the book industry which I kinda love the meta-ness but also, write what you know!This all said, I preferred Book Lovers a little more. This one felt a little more cliche and I am not sure if it was because it was an earlier book or coz the premise was similar to the other I had read and it felt a bit same same. I also wasn't entirely sure about the cult stuff, which another part of my brain was 100% in for. But was it the right fit... not sure. But still very enjoyable, brain cleansing read with a positive relationship. Not sure American's truly, really understand what a beach is though......more",Notes are private!,0,0,1,"Feb 17, 2024","Feb 20, 2024","Aug 01, 2023",,Paperback,view (with text),/book/show/195494382-beach-read
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You and Me on Vacation,"Henry, Emily*",,9780241999189,,364        pp,3.88,"1,131,249","May 11, 2021",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Paperback,view,/book/show/195494273-you-and-me-on-vacation
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Prior Bad Acts        (Kovac and Liska, #3)","Hoag, Tami*",055358359X,9780553583595,055358359X,525        pp,4.11,"17,181",2006,"Feb 27, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Mass Market Paperback,view,/book/show/84842.Prior_Bad_Acts
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slumdog Millionaire,"Swarup, Vikas",0552775355,9780552775359,B002F6T080,364        pp,4.02,"35,808",Apr 2005,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Paperback,view,/book/show/6058070-slumdog-millionaire
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be Both,"Smith, Ali",0141025204,9780141025209,0141025204,372        pp,3.66,"23,910","Aug 28, 2014","Apr 16, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Paperback,view,/book/show/25371939-how-to-be-both
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Eye of Zoltar,"Fforde, Jasper*",1444707302,9781444707304,1444707302,401        pp,4.16,"6,529",2014,"Jan 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Paperback,view,/book/show/22946018-the-eye-of-zoltar
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,RecipeTin Eats Dinner,Zooblu,1760980137,9781760980139,1760980137,376        pp,4.68,664,2022,"Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Paperback,view,/book/show/62059981-recipetin-eats-dinner
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of the Quarkbeast,"Fforde, Jasper*",1444707256,9781444707250,1444707256,290        pp,4.06,"9,579",2011,"Aug 30, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Paperback,view,/book/show/15946078-the-song-of-the-quarkbeast
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Killed Sherlock Holmes? (3)        (3) (Shadow Police),"Cornell, Paul*",1447273265,9781447273264,1447273265,358        pp,4.09,"2,268","May 19, 2016","May 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Paperback,view,/book/show/29360997-who-killed-sherlock-holmes-3
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Severed Streets        (Shadow Police, #2)","Cornell, Paul*",0330528106,9780330528108,0330528106,400        pp,4.01,"3,455","May 20, 2014","Feb 26, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Paperback,view,/book/show/20957175-the-severed-streets
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inland,"Obreht, Téa*",059313267X,9780593132678,059313267X,384        pp,3.43,"12,994","Aug 13, 2019","Aug 13, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My favourite bit about this book was the camel. Majority of the characters were unlikable, the story was plodding and long. I left this book for a bitMy favourite bit about this book was the camel. Majority of the characters were unlikable, the story was plodding and long. I left this book for a bit as a library book came through, and I had to actively drag myself to come back to it and through it. The story was not inherently bad, and in parts interesting. I just didn't overly care except for one or two supporting characters (Hi Jolly/Hadi Jahli as an example. And Bourke the camel). And it just kept. going. I just needed a book set in Arizona.Disappointing as I have had Obreht's book The Tiger's Wife on my physical shelf for nearly 15 years now, but I am thinking twice about picking it up unfortunately....more",Notes are private!,0,0,1,"Jul 31, 2023","Sep 20, 2023","Jul 31, 2023",,Paperback,view (with text),/book/show/53050139-inland
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Witches of Lychford        (Lychford, #1)","Cornell, Paul*",0765385236,9780765385239,0765385236,144        pp,3.62,"4,805","Sep 08, 2015","Sep 08, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fun story about witches, fighting chain stores, friendship, fighting evil beings, and the Cotswolds. Besides the wonky regional accents to my ear (andFun story about witches, fighting chain stores, friendship, fighting evil beings, and the Cotswolds. Besides the wonky regional accents to my ear (and that may be my error not being 100% familiar with the area) was incredibly enjoyable....more",Notes are private!,0,2,1,"Jul 26, 2023","Jul 30, 2023","Jul 26, 2023",,Paperback,view (with text),/book/show/25774452-witches-of-lychford
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witching Tide,"Meyer, Margaret*",1869715268,9781869715267,B0BZHKFXCG,296        pp,3.38,"1,925","Jul 06, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Kindle Edition,view,/book/show/125558758-the-witching-tide
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Friend,"Zander, Joakim",1788547063,9781788547062,1788547063,400        pp,3.66,455,"May 31, 2018","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Paperback,view,/book/show/45724031-the-friend
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kabul Beauty School: An American Woman Goes Behind the Veil,"Rodriguez, Deborah*",0812976738,9780812976731,0812976738,301        pp,3.66,"25,138",2007,"Dec 18, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Paperback,view,/book/show/2385033.Kabul_Beauty_School
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Duke and I        (Bridgertons, #1)","Quinn, Julia*",0063078694,9780063078697,0063078694,452        pp,3.81,"500,530","Jan 05, 2000","Dec 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Mass Market Paperback,view,/book/show/54698747-the-duke-and-i
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A God in Every Stone,"Shamsie, Kamila",140884723X,9781408847237,140884723X,392        pp,3.52,"2,416","Jan 01, 2014","Mar 02, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Paperback,view,/book/show/24971981-a-god-in-every-stone
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Bones        (Shetland Island #3),"Cleeves, Ann*",0330448269,9780330448260,0330448269,340        pp,4.02,"22,908",2009,"Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Paperback,view,/book/show/7060930-red-bones
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Truth About Her,"Maley, Jacqueline",1460759168,9781460759165,1460759168,368        pp,3.78,"2,500","Apr 07, 2021","Apr 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Paperback,view,/book/show/55539456-the-truth-about-her
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Question of Blood        (Inspector Rebus, #14)","Rankin, Ian*",0752858963,9780752858968,0752858963,440        pp,4.07,"13,550",2003,2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Paperback,view,/book/show/55787397-a-question-of-blood
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blue Lightning        (Shetland Island, #4)","Cleeves, Ann*",1447274474,9781447274476,1447274474,357        pp,4.11,"19,709","Jan 01, 2010","Jan 01, 1735",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Paperback,view,/book/show/28365138-blue-lightning
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let It Bleed,"Rankin, Ian*",0752877194,9780752877198,0752877194,368        pp,4.03,"15,460",1995,"Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Paperback,view,/book/show/1200268.Let_It_Bleed
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Percy Jackson and the Sea of Monsters        (Percy Jackson and the Olympians, #2)","Riordan, Rick*",0141319143,9780141319148,0141319143,265        pp,4.24,"1,172,428","Apr 01, 2006",2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Paperback,view,/book/show/31823008-percy-jackson-and-the-sea-of-monsters
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",1842708449,9781842708446,1842708449,230        pp,4.07,"270,052","Sep 12, 2007","Apr 09, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Paperback,view,/book/show/3057431-the-absolutely-true-diary-of-a-part-time-indian
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt and Saffron,"Shamsie, Kamila",0747553955,9780747553953,0747553955,unknown,3.47,"1,878",2000,"Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Paperback,view,/book/show/869599.Salt_and_Saffron
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The River's Song,"Lim, Suchen Christine",1906582440,9781906582449,1906582440,363        pp,4.05,271,"Apr 01, 2014","Aug 08, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2023",,Paperback,view,/book/show/18406256-the-river-s-song
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind That Lays Waste,"Almada, Selva",1555978452,9781555978457,1555978452,124        pp,3.67,"3,475",2012,"Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 11, 2023",,Paperback,view,/book/show/41940243-the-wind-that-lays-waste
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Book Lovers,"Henry, Emily*",,9780241999202,,377        pp,4.14,"1,049,370","May 03, 2022",2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not a normal genre for me, but a wonderful friend recommended it to me, and to me specifically. So I can't ignore a rec like that! Particularly as I sNot a normal genre for me, but a wonderful friend recommended it to me, and to me specifically. So I can't ignore a rec like that! Particularly as I sat on her last rec for 10 years and it was a 5 star read (On Chesil Beach), so was not doing that again.This isn't a stereotypical romance book as I think of. This one is very self aware and very tongue in cheek, actively discussing and paying out the tropes of the romance genre, either making them a game, or doing so because it is ultimately a romance but it knows it is doing it. I really appreciated it knew exactly what it need to do and what the book was.Speaking of appreciating, another massive thing I appreciated was Nora and Charlie's flirting. My god. As someone who is full of sarcasm, cynicism, and pay outs, their quick and intelligent flirting, banter, and just interactions were wonderful. I know it wouldn't be everyone's cup of tea, but I found it very funny and if a man I was interested in had conversational sparring matches with me like that... I mean it would probably end like the book did. And on that, you know what the ending is because, its a romance. It again probably didn't need as many tension points in the book that it did. I didn't really get the sisters' relationship but I never really do. But was a little to saccharine and inconsistent for me.Otherwise, my friend was right. Books, editing, publishing, hot man, romance - apparently kind of a good thing....more",Notes are private!,0,1,1,"Dec 02, 2023","Dec 03, 2023","Jul 07, 2023",,Paperback,view (with text),/book/show/195494408-book-lovers
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Carry On        (Simon Snow, #1)","Rowell, Rainbow*",1529013003,9781529013009,1529013003,517        pp,4.18,"311,957","Oct 06, 2015","Jul 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2023",,Paperback,view,/book/show/50189344-carry-on
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shifting Fog,"Morton, Kate*",1742379702,,B009X2CVXA,576        pp,3.95,"118,048",2006,"Oct 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a book that I feel, like many others, will forever be unfairly compared to Downtown Abbey due it's 1920-30s time period, setting in the UK, anThis is a book that I feel, like many others, will forever be unfairly compared to Downtown Abbey due it's 1920-30s time period, setting in the UK, and that there are servants. Besides all that we are done with comparisons. And importantly, this book is surprisingly complex and beautiful. I did not expect to get to invested in the characters or what happened. I wasn't surprised as such, but was invested. Particularly with modern day Grace, which I thought was particularly empathetically written.I actually would have said that this book needed at least 100pp taken out of it, but reading a  from my mate Laura, it sounds like that is what they did in the US version and it wasn't as good. So I defer to a reader who's read both and who's opinion I value highly. Apparently editing down takes out the nuance as well as the background text/documents. So go the long version, and be swept along....more",Notes are private!,0,2,1,"Aug 17, 2023",Sep 2023,"Jul 05, 2023",,Kindle Edition,view (with text),/book/show/56547944-the-shifting-fog
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Mirrors,"Chirovici, E.O.",1780895674,9781780895673,1780895674,336        pp,3.51,"6,616","Jan 26, 2017","Jan 01, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked this up cold from the library as I needed a book with something broken on the cover. Sounded like an interesting thriller, so why not. And itI picked this up cold from the library as I needed a book with something broken on the cover. Sounded like an interesting thriller, so why not. And it is, to an extent. It's a twisty, turny book, told from multiple perspectives. The first you take as true, as why wouldn't you? But each new person who picks up the baton learns bits and pieces that shake what you thought was true before and makes you question everything.That said, there are a few flaws that drove me a little crazy:• The details that are given about getting places is excruciating. I don't care what highway someone took out of New York, what turn off they too, how long they drove down it and turned right on to something in New Jersey, then took a left and parked in front of the school house. I do not care.• The second and third perspectives are incapable of referring to any of the other characters except by their full names. I know Laura is Laura Baines. There is only one Laura in the book. You could call her Laura, or Baines if you wish, but you don't have to... oh okay, you're going to anyway... for 200pp or so. Great.• The author has this annoying habit of over explaining details. They don't really have rhyme or reason of what he chooses to go into great detail about, but you will be stuck there being borderline mansplained to.This said, it was a reasonable twisty read for a random pick up....more",Notes are private!,0,0,1,"Jun 30, 2023","Jul 08, 2023","Jun 30, 2023",,Hardcover,view (with text),/book/show/29905588-the-book-of-mirrors
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cuddy,"Myers, Benjamin*",1526631504,9781526631503,1526631504,443        pp,4.37,"1,079","Mar 16, 2023","Mar 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2023",,Hardcover,view,/book/show/61324049-cuddy
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Maze,"Fidler, Richard",0733335268,9780733335266,0733335268,580        pp,4.20,984,"Aug 01, 2020","Jul 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2023",,Hardcover,view,/book/show/52280876-the-golden-maze
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Roads and Kingdoms,"Fidler, Richard",0733342590,9780733342592,0733342590,448        pp,4.11,864,"Oct 01, 2022","Oct 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2023",,Hardcover,view,/book/show/60763487-the-book-of-roads-and-kingdoms
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Place,"Henry, Emily*",0593441273,9780593441275,0593441273,400        pp,4.02,"783,694","Apr 25, 2023","Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2023",,Hardcover,view,/book/show/61718053-happy-place
