,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Fabian's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Becoming Andy Warhol,"Bertozzi, Nick",1419718754,9781419718755,1419718754,160        pp,2.70,337,"Oct 04, 2016","Oct 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This stylistic romp does nothing to perpetuate the artist's genius, something which I rather truly craved. But no matter, for we find out, ultimately This stylistic romp does nothing to perpetuate the artist's genius, something which I rather truly craved. But no matter, for we find out, ultimately that he's a hack with a miasma of strangeness so many NYC malcontents found appealing and ultimately even salvific (intimately & art world-wise). He does nothing for me, personally. And after this lush bio, the only artist I care an eye for would be Nick Bertozzi!Because really, ""police files are our only claim to immortality..."" [87] Love it!...more",Notes are private!,0,51,1,"Oct 17, 2016","Oct 18, 2016","Oct 17, 2016",,Hardcover,view (with text),/book/show/28818262-becoming-andy-warhol
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fun Home: A Family Tragicomic,"Bechdel, Alison",0618871713,9780618871711,B001TODO72,232        pp,4.08,"180,845","Jun 08, 2006","Jun 05, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Works doubly as one hugely terrific autobiography & a megaengaging graphic novel. In FUN HOME, there is a tremendous longing to merge both of these ArWorks doubly as one hugely terrific autobiography & a megaengaging graphic novel. In FUN HOME, there is a tremendous longing to merge both of these Arts. The intent is always to make print as compelling as the pictorials they are made to convey. Astute, cheeky & enthralling, it brings together disparate themes like 'Wind in the Willows"" & ""The Importance of Being Earnest"" and ""Catcher in the Rye"", as well as A Chorus Line & Joyce's Ulysses: pretty much a choose-your-own-literature type adventure that possibly every single reader of this flawless book could relate to.Ten dollars to you if the last page/frame of this doesn't make you B.O.L.*PS: We are watching the musical this January! Oh blessed New Year!*(Bawl Out Loud)TOP 100...more",Notes are private!,0,140,1,"Oct 17, 2016","Oct 17, 2016","Oct 17, 2016",,Paperback,view (with text),/book/show/26135825-fun-home
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kinski,"Hardman, Gabriel*",1632151790,9781632151797,1632151790,136        pp,3.51,279,"Nov 05, 2014","Nov 18, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Don't let the cover foolchu!It is an absolute steaming pile of shit... Dog shite! to be scientific and precise.That the illustrations do not suck justDon't let the cover foolchu!It is an absolute steaming pile of shit... Dog shite! to be scientific and precise.That the illustrations do not suck just adds to the tragedy of this....more,Notes are private!,0,13,1,"Oct 17, 2016","Oct 17, 2016","Oct 17, 2016",,Paperback,view (with text),/book/show/23093375-kinski
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,New Rules: Polite Musings from a Timid Observer,"Maher, Bill",1594862958,9781594862953,1594862958,230        pp,3.69,"5,598","Aug 30, 2005","Jul 26, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Can't help but compare this with one of my favorite comedy books ever, the late great Joan Rivers' ""I Hate Everyone... Starting with Me."" (Bill Maher Can't help but compare this with one of my favorite comedy books ever, the late great Joan Rivers' ""I Hate Everyone... Starting with Me."" (Bill Maher wouldn't mind.) But whereas that one was pointed inward (being all rants by a true & discerning DIVA), Maher's is pretty much the script of several New Rules segs of his HBO program. But without the voice, its just a transcript--of course, full of disdain on National concerns. His solutions are more comic than hypothetically real. It lacks that inwardness which makes Rivers soooO much more compelling a comedian (R.I.P.)....more",Notes are private!,0,38,1,"Oct 17, 2016","Oct 17, 2016","Oct 17, 2016",,Hardcover,view (with text),/book/show/32939.New_Rules
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maria M.: Book One,"Hernández, Gilbert",160699719X,9781606997192,160699719X,136        pp,3.47,138,"Oct 03, 2013","Oct 30, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The first disappointment in Beto's oeuvre for me. But a minor one. I'm obsessed with his insistence upon kitsch. And that Maria M. is a role for an acThe first disappointment in Beto's oeuvre for me. But a minor one. I'm obsessed with his insistence upon kitsch. And that Maria M. is a role for an actress inside Hernandez's world kinda elevates the artist to Tarantino levels (see: Uma Thurman as The Bride). But ultimately this big-bossomed Betty & her world ARE pretty cliché......more,Notes are private!,0,14,1,"Oct 17, 2016","Oct 17, 2016","Oct 17, 2016",,Hardcover,view (with text),/book/show/17591972-maria-m
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Laughter and Forgetting,"Kundera, Milan",0060932147,9780060932145,0060932147,313        pp,3.96,"49,422",1979,"May 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just like you've gotta travel to the city of Prague in the Czech Republic to feel it's overpoweringly Wonderland-esque vibe, you must read this novel.Just like you've gotta travel to the city of Prague in the Czech Republic to feel it's overpoweringly Wonderland-esque vibe, you must read this novel. Can't tell you about it, you just have to do it yourself. Its bonkers-brilliant! Phantasmagoric originality like this--a virtual valentine full of passions submerged & portends of an oversoul/celestial awareness to that fantastic aforementioned European city--comes very seldom in a reader's so-sweet life. You won't truly forget The Book of Laughter and Forgetting....more",Notes are private!,0,149,1,"Oct 03, 2016","Oct 25, 2016","Oct 03, 2016",,Paperback,view (with text),/book/show/240976.The_Book_of_Laughter_and_Forgetting
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inez,"Fuentes, Carlos",0747568162,9780747568162,0747568162,150        pp,3.25,804,2000,"Apr 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Why is the intangible so easily definable for Carlos Fuentes-- magnetic Mexican maestro of our times-- but the concrete stuff (i.e. the physical elemeWhy is the intangible so easily definable for Carlos Fuentes-- magnetic Mexican maestro of our times-- but the concrete stuff (i.e. the physical elements, characters, PLOT) not so much? He leaves all that pretty nebulous.A director de orquesta meets & becomes infatuated/intoxicated by eponymous Mexican diva singer. It happens thrice. They are older each time. A musical piece plays through it all...Por ejemplo: I can picture the prism made by the crystal seal (see also: Madeleine by Marcel Proust), though NEVER what that enigmatic object may look like. (Like feeling the music, but not feeling the consequences of a repressed LIFE, for... are there any other types for these elitist bastards?!)Reminiscent of Sound and the Fury, this misstep by the otherwise ingenious Fuentes, it also borrows from City of God by Doctorow, Fury by Salman Rushdie, and pretty much everything that's not Atonement by Ian McEwan--basically all the pretentious stuff that I'm NOT in love with....more",Notes are private!,0,48,1,"Oct 03, 2016","Oct 10, 2016","Oct 03, 2016",,Paperback,view (with text),/book/show/59410.Inez
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Severed,"Snyder, Scott*",1607065290,9781607065296,1607065290,192        pp,3.81,"2,883","Aug 03, 2011","Apr 11, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Creepily cinematic, ""Severed"" tells the story that any capable filmmaker could translate successfully unto the silver screen. But... why would he? It'Creepily cinematic, ""Severed"" tells the story that any capable filmmaker could translate successfully unto the silver screen. But... why would he? It's all been seen & done before. Perhaps the intimacy created between the monster and the runaway could equal more than just what we have here... But actually it's nonetheless a ruthless yarn in which instances of foreboding are robust, and the reader's sense of irony (an animal's carcass & bones on a plate, a shadow upon a character's thin, young arm...) is all lit up like the inside of a cadaverous jack-o-lantern....more",Notes are private!,0,22,1,"Oct 02, 2016","Oct 02, 2016","Oct 02, 2016",,Hardcover,view (with text),/book/show/13482575-severed
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gast,"Swain, Carol*",1606997556,9781606997550,1606997556,176        pp,3.72,531,"Jul 28, 2014","Jul 28, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cinematic and dark, ""Gast"" is an unexpected treasure. The girl looks to solve the mystery of the dead ""bird"", one frame at a time!!Swain employs the 9Cinematic and dark, ""Gast"" is an unexpected treasure. The girl looks to solve the mystery of the dead ""bird"", one frame at a time!!Swain employs the 9 frames per page method... all resulting in a pace that is at the same time arresting & smooth. Ever since I met this goat roaming the German country side I think I am done with goat meat! This book will make you feel akin to this (new & alien) feeling, as they are witnesses to Helen's fish-outta-water plight. Very poignant!...more",Notes are private!,0,26,1,not set,"Oct 02, 2016","Oct 02, 2016",,Paperback,view (with text),/book/show/18444233-gast
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Accidental,"Smith, Ali",1400032180,9781400032181,1400032180,306        pp,3.36,"12,702","May 26, 2005","Apr 10, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I feel like there was an age, or it IS that age, where writers love to explore with much keenness the family unit, for it is the perfect structure witI feel like there was an age, or it IS that age, where writers love to explore with much keenness the family unit, for it is the perfect structure with which to scrutinize its individual parts (""The Corrections,"" ""White Teeth,"" ""The Red House,"" the list is almost infinite). & this one, a more accessible and modern ""Sound and Fury"" is a doozy. Like, what is happening here? is the main question through this dense but very readable firework of a novel. All 4, or five, protagonists are given a very democratic framework in which to display their various personalities. We trace their singular trajectories, their personalities bleed unto each vignette like a soul to some artifact--authentic life stories, these.The crazy play-with-structure is indeed the premiere element which makes the novel unforgettable....more",Notes are private!,0,62,1,"Sep 24, 2016","Oct 03, 2016","Sep 24, 2016",,Paperback,view (with text),/book/show/127630.The_Accidental
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sex, Book Three: Broken Toys","Casey, Joe",,9781632152282,1632152282,144        pp,3.61,127,"Apr 07, 2015","Mar 25, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"BOOO! So my instincts were on-pointe. This tome had almost zero sex in it. Why? Because Casey thought it best to expand his mythology, include more chBOOO! So my instincts were on-pointe. This tome had almost zero sex in it. Why? Because Casey thought it best to expand his mythology, include more character and character quirks. And, obviously, everything suffers. Especially the plot, especially the level of enjoyment....more",Notes are private!,0,14,1,"Sep 23, 2016","Sep 25, 2016","Sep 23, 2016",,Paperback,view (with text),/book/show/24856951-sex-book-three
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sex, Book Two: Supercool","Casey, Joe",1632150050,9781632150059,1632150050,128        pp,3.53,214,"Aug 05, 2014","Aug 05, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Requisite ""fluffer"" (is THAT the correct term now? haha-hahaha!) volume. (Meaning: all fluff.) I was pretty sad to realize that this is NOT a trilogy Requisite ""fluffer"" (is THAT the correct term now? haha-hahaha!) volume. (Meaning: all fluff.) I was pretty sad to realize that this is NOT a trilogy (I nabbed all three volumes at my local library!), that this is not a full circle of a solid tale. No, of course not. So I guess the whole thing will become enlarged (zoink!)... and that's ok. I wonder when our protagonist will become the superhero he was destined to be. Ok, actually not really. But its okay that instead of the ""Finding Me"" tale, we get some Hieronymus Bosch-y panorama of nastiness. An updated pornucopia of violence and flesh, I will obvi read the third one. Though the orgy scene in the first one still takes the cake for most audacious pictorial....more",Notes are private!,0,32,1,"Sep 23, 2016","Sep 24, 2016","Sep 23, 2016",,Paperback,view (with text),/book/show/22129919-sex-book-two
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sex, Book One: The Summer of Hard        (Sex, #1)","Casey, Joe",1607067846,9781607067849,1607067846,168        pp,3.18,582,"Nov 27, 2013","Dec 10, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So pretty much just add a bunch of sex to the 007 legend, to the superhero pastiche in its myriad tropes; to all these cartoons also add genitals, & hSo pretty much just add a bunch of sex to the 007 legend, to the superhero pastiche in its myriad tropes; to all these cartoons also add genitals, & highlight in exuberant exaltation the terrific act of coitus. Call it kama sutra for the 2010's; one nasty yarn with an ever winding plot and a bunch of memorable characters to boot. Several of them, well most of them, end up ""doin' it"", & this is just ingenious! Think of the countless times fantasies were created with your regular cast of TV players or star actors in your dirty brain. Yup, here that happens.This is like the NC-17 ""Eyes Wide Shut"" we were promised (before Kubrick died)... with the added ingredient of superheroes!...more",Notes are private!,0,39,1,"Sep 23, 2016","Sep 24, 2016","Sep 23, 2016",,Paperback,view (with text),/book/show/18345614-sex-book-one
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Children of Palomar,"Hernández, Gilbert",1606996258,9781606996256,1606996258,104        pp,3.49,246,2010,"Sep 07, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another incredible tome by this underrated artist, Beto Hernandez...!Here we are witness to the kind of Magical Realism that can be produced by MexicaAnother incredible tome by this underrated artist, Beto Hernandez...!Here we are witness to the kind of Magical Realism that can be produced by Mexican-Americans--its not just South American property. Beto has completely floored me with his type of imagination. His dialogue is rich, his scenes are hilarious and bittersweet. There is such an amalgamation of emotion, the fleeting kind, and it is placed in front of us with beauty and grace. I say this about every BETO BEAUTY/BETTE, but yup, this (fourth!) one is truly my favorite....more",Notes are private!,0,33,1,"Sep 23, 2016","Sep 23, 2016","Sep 23, 2016",,Hardcover,view (with text),/book/show/14475560-the-children-of-palomar
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rules for a Knight,"Hawke, Ethan",0307962334,9780307962331,0307962334,175        pp,4.17,"4,782","Nov 10, 2015","Nov 10, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another self-help guide in disguise. (Not a novel nor diatribe but some hybrid of these.)But Ethan Hawke is, it must be mentioned, undeniably talentedAnother self-help guide in disguise. (Not a novel nor diatribe but some hybrid of these.)But Ethan Hawke is, it must be mentioned, undeniably talented (dude's got not one but two writing Oscar noms. Two! [& two acting ones! =4 total!]). His words & phrases are tender, his examples almost rudimentary yet sublime. Almost. Also, it's a valuable testament of A Current Hollywood Actor's psyche. It would have made a much better tell all, with all the lessons to his children (on solitude, humility, gratitude, pride, cooperation, friendship, forgiveness, honesty, courage, grace, patience, justice, generosity, discipline, dedication, speech, faith, equality, love & death) in form of actual life parables, not imagined ones. Hawke is a knight in Hollywood's round table already, so a modern approach would have been best. One that speaks of celluloid victories... & not (superwhite) Renaissance fare....more",Notes are private!,0,57,1,"Sep 22, 2016","Sep 23, 2016","Sep 22, 2016",,Hardcover,view (with text),/book/show/25241473-rules-for-a-knight
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cat,"Gray, Pat*",0880016140,9780880016148,0880016140,124        pp,3.13,23,"Mar 18, 1997","Jan 01, 1998",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This author won an award for (& nabbed the publication of) ""The Political Map of the Heart"" because it was in a competition for best novel completed iThis author won an award for (& nabbed the publication of) ""The Political Map of the Heart"" because it was in a competition for best novel completed in twentyfour hours. I feel that he did the same here, in this poor man's ""Animal Farm,"" that's waaaay less amusing than what was originally proposed or promised. It seems like it was accomplished all in one day; the animal psychologies are stunted and in tacky 2-D. Well, maybe 1-D.In reality, the cat-mouse dilemma is a tale as old as time. Perhaps THE prototype for ALL antagonist v. antagonist-type plots. But for it to be this boring, this stale, with the mice and rat in a union to defeat the human-wannabe feline... it's simply too unspecial. Skip!!...more",Notes are private!,0,20,1,"Sep 22, 2016","Sep 22, 2016","Sep 22, 2016",,Hardcover,view (with text),/book/show/3927985-the-cat
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ann Tenna,"Marchetto, Marisa Acocella*",0307267474,9780307267474,0307267474,240        pp,2.99,307,"Sep 01, 2015","Sep 01, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The 3rd FANTASTIC graphic novel I've read this year that I give a full ***** (5 stars) to (I'm an admittedly huge snob, I only give the full five if tThe 3rd FANTASTIC graphic novel I've read this year that I give a full ***** (5 stars) to (I'm an admittedly huge snob, I only give the full five if these efforts are genius works, ONLY then). Yeah. This hallucinatory ""novel"" is a self help book in disguise, some fabulous impostor! It's a Juicy Fruit commercial of silly substance--& what it sells is YOU (having to put your higher form with your terrestrial one is something everyone can relate to!). It is more humanist than feminist, although it's replete with a phantasmagoria of beautifully vibrant, femmy pictorials, with glitter & a va-vah-voom that makes the pictures resplendent as stars.This is a trip! Its mega glam (like, Megagagaglamorama Glam!)! Just so stupid-good!...more",Notes are private!,0,44,1,"Sep 22, 2016","Sep 22, 2016","Sep 22, 2016",,Hardcover,view (with text),/book/show/24188496-ann-tenna
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fatima: The Blood Spinners,"Hernández, Gilbert",1616553405,9781616553401,1616553405,96        pp,2.88,172,"Apr 22, 2014","Apr 15, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's the post-postapocalypse. Everyone is fugly, deteriorating, rotting (whether human or non-). Except, of course, for our intrepid action heroes whoIt's the post-postapocalypse. Everyone is fugly, deteriorating, rotting (whether human or non-). Except, of course, for our intrepid action heroes who are impossibly attractive action heroes. In tight clothes and bulging pecs, they kill the shit outta the living dead. A playful mash of retro and endatheworld chic, ""Fatima: The Blood Spinners"" is my favorite G. Hernandez work thus far! (To me, they all seem to keep getting better & better!)I really REALLY hate to say this folks, but it would ideally be directed for the silver screen by someone like, if not THE (for it makes little difference:) Mr. Robert Rodriguez....more",Notes are private!,0,37,1,"Sep 21, 2016","Sep 21, 2016","Sep 22, 2016",,Hardcover,view (with text),/book/show/20691198-fatima
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,July's People,"Gordimer, Nadine",0140061401,9780140061406,0140061401,160        pp,3.51,"7,676",1981,"Jul 29, 1982",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Everything shines like blistering cobalt, cooper & gold: dialogue (precise & natural), character, prose, story, history, the resulting legend. ""July'sEverything shines like blistering cobalt, cooper & gold: dialogue (precise & natural), character, prose, story, history, the resulting legend. ""July's People"" is all about tiny events that go all but unnoticed as whites and blacks try to hide from the civil war in 80's South Africa. The fractions of moments equal both salvation and apocalypse, & many times simultaneously. A huge question opens up above the whole enterprise. It is thought-provoking and meditative. The type of stuff to get lost in for a while...It's an exemplary work of fiction. Let's rejoice at the synthesis between masterworks like the late great Edward Albee's play ""Who's Afraid of Virginia Woolf?"" & Kazuo Ishiguro's future* ""Remains of the Day.""*Written years waaay after ""July's People.""...more",Notes are private!,0,35,1,"Sep 15, 2016","Sep 21, 2016","Sep 15, 2016",,Paperback,view (with text),/book/show/111050.July_s_People
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Cursed Child: Parts One and Two        (Harry Potter, #8)","Rowling, J.K.",,,0751565350,343        pp,3.49,"1,019,814","Jul 31, 2016","Jul 31, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Finally, the next chapter arrives. Oh, Holy anticipation...! This massive cancerous ball of delayed gratification!Well now, Harry & son & co: aren't tFinally, the next chapter arrives. Oh, Holy anticipation...! This massive cancerous ball of delayed gratification!Well now, Harry & son & co: aren't they just so overly ready to all take the blame. Like an Atlas-globe heavy sort of blame?! Geez! Such harrowing, I guess, Survivor's Guilt, I suppose we could somehow call it.""Harry Potter VIII"" plays like a greatest hits medley of all the previous tomes. A good, smiley read this is. It's got Rowling tropes a-plenty... & we all couldn't cheer any louder! Clever stage tricks are apparent and employed to give the utmost impression of magic, live (oh the theatre!). You may stare widely at the entire spectacle, you assume, if only you had the chance to catch the physical production of it in London.This is the bottom line: Although it becomes overly sentimental, J.K. knows how to craft a perfectly impressive yarn. But c'mon, you all knew that already!!...more",Notes are private!,0,149,1,"Sep 14, 2016","Sep 18, 2016","Sep 14, 2016",,Hardcover,view (with text),/book/show/29056083-harry-potter-and-the-cursed-child
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chance In Hell,"Hernández, Gilbert",1560978333,9781560978336,1560978333,120        pp,3.16,475,2007,"Sep 17, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What daring!! This is quite risque since it deals with a little girl who comes from the gutters, & suffers the indignities of that sort of life. She gWhat daring!! This is quite risque since it deals with a little girl who comes from the gutters, & suffers the indignities of that sort of life. She grows up, but fickle fate has a way of catching up with folks... (which happens to be MY favorite theme in ALL of literature...)Way brilliant (more so than ""Bumperhead,"" the only other Gilbert Hernandez graphic novel I've read [thus far]), it's a superb punch to the viscera, & it ends wayyy to early. Like most tremendous/great graphic novels do......more",Notes are private!,0,47,1,"Sep 12, 2016","Sep 15, 2016","Sep 12, 2016",,Hardcover,view (with text),/book/show/160404.Chance_In_Hell
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,David Boring,"Clowes, Daniel",0375714529,9780375714528,0375714529,136        pp,3.82,"8,774","Sep 12, 2002","Sep 24, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh, Daniel Boring! You definitely have a special place in my heart! (As do ""Ghost World""'s Enid & Rebecca, duh!) You are so human & such a victim. YouOh, Daniel Boring! You definitely have a special place in my heart! (As do ""Ghost World""'s Enid & Rebecca, duh!) You are so human & such a victim. You are confused & definitely take up space in the (indifferent?) world. Daniel Clowes' human faces in the crystallized moment are heartbreaking when they are not downright laughable, human when they aren't outright caricatures. Very much like in real life, no?...more",Notes are private!,0,48,1,"Sep 12, 2016","Sep 13, 2016","Sep 12, 2016",,Paperback,view (with text),/book/show/423262.David_Boring
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Castle,"Mairowitz, David Zane",1906838674,9781906838676,1906838674,144        pp,3.24,451,"Jun 06, 2013","Nov 05, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An absurd nightmare filled with stark rimmel-black & bleak, flawed, tattered whites. I had a really colorful Prague bookmark aptly between slowly simmAn absurd nightmare filled with stark rimmel-black & bleak, flawed, tattered whites. I had a really colorful Prague bookmark aptly between slowly simmering pages (the vivid colors of the astronomical clock fighting against the forces of evil--I know this because I was THERE this summer you guys!). This unfinished novel by the father of the opaque is very literally portrayed, but this is one of those unfilmable, un-photographable projects, really. So it comes with a lot of head scratches and a plethora of So-whats(?). Kafka's ""Castle"" is basically like anything written by Beckett....more",Notes are private!,0,72,1,"Sep 12, 2016","Sep 12, 2016","Sep 12, 2016",,Paperback,view (with text),/book/show/17572264-the-castle
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fragments of Horror,"Ito, Junji",1421580799,9781421580791,1421580799,224        pp,4.10,"16,433","Jul 08, 2014","Jun 16, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Exceptionally gruesome. All these Japanese horror stories are Ju-On (""The Grudge"") adjacent! Most of them lack a coherent purpose or strict motive-- wExceptionally gruesome. All these Japanese horror stories are Ju-On (""The Grudge"") adjacent! Most of them lack a coherent purpose or strict motive-- which is precisely what makes them all the more eerie and beautiful!!P.S. Ain't the cover JUST a beaut? Picked it out as a usual experiment in dada experimentation....more",Notes are private!,0,67,1,"Sep 12, 2016","Sep 12, 2016","Sep 12, 2016",,Hardcover,view (with text),/book/show/23705532-fragments-of-horror
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of the Fucking World,"Forsman, Charles",1606996673,9781606996676,1606996673,176        pp,3.33,"8,544","Aug 03, 2013","Aug 03, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Impressive gonzo violence comes in such a sweet lethal package!! This gives a wicked jolt of invigorating life energy to squiggles and shapes and lettImpressive gonzo violence comes in such a sweet lethal package!! This gives a wicked jolt of invigorating life energy to squiggles and shapes and letters on white paper. This is a true pictorial achievement.The Netflix show looks promising......more,Notes are private!,0,81,1,"Sep 12, 2016","Sep 12, 2016","Sep 12, 2016",,Paperback,view (with text),/book/show/16255272-the-end-of-the-fucking-world
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Like Family,"Giordano, Paolo",0525428763,9780525428763,0525428763,146        pp,3.48,"4,468","Jan 01, 2014","Dec 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's only right to be extra strict upon these tight little novellas that must, above all, pack a significant wallop in such a small, tidy package. If It's only right to be extra strict upon these tight little novellas that must, above all, pack a significant wallop in such a small, tidy package. If not... why do they EVEN exist, am I right?& I tried to resist the smallness & frailness of this one. This... novelette. But it brought about stuff that had been stuck in the undertow of feeling, it made me truly meditate on the life and death of loved ones and the toll it takes on a single person. It's very personal (again, the protagonist is a wealthy member of society that can see stuff at an elevated plane, but can describe feelings beautifully) & it's very small (a woeful tale of death, cancer), yet it will make you THINK. It hits the correct points to activate a feeling of a nostalgia which comes perilously close to tears....more",Notes are private!,0,57,1,"Sep 11, 2016","Sep 11, 2016","Sep 11, 2016",,Hardcover,view (with text),/book/show/25361884-like-family
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hag-Seed,"Atwood, Margaret*",0804141290,9780804141291,0804141290,301        pp,3.81,"36,481","Oct 06, 2016","Oct 11, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Put bluntly, Atwood's last two endevors have sa-hucked.Yeah, this one's included. & here's why: the premise of ""The Tempest Retold"" is masterful with Put bluntly, Atwood's last two endevors have sa-hucked.Yeah, this one's included. & here's why: the premise of ""The Tempest Retold"" is masterful with the prison standing in for the island and the master portrayed as a theater director--the temptation to bring a 400+ year work from the best English writer of all time into our contemporary one deserves much applause. And follow through. Instead, we get almost exactly where we thought that all of this was going (this, despite never having read this Shakespearean play myself)--the prisoners that make up the players have no individual personalities, and sound rather too articulate. Where's the grit? There's zero plot involving what the prisoners would REALLY act like, given the chance to express themselves in art. ""Hag-Seed"" has all the readability and high-ish literature you will ever likely find in a Margaret Atwood novel. But like ""The Heart Goes Last"", it seems she just rushed the ending. The plot ends prematurely, & the rest is this: lit appreciation. We get many points of view about what the whole play means, after the plot of the novel itself expires. Like... what?! I do not care to read transcripts from a creative writing/literature class in a work of fiction. Not in this format--the expected masterpiece that finally lets you down......more",Notes are private!,0,131,1,"Jun 08, 2017","Jun 12, 2017","Sep 09, 2016",,Hardcover,view (with text),/book/show/28588073-hag-seed
