,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,John's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything Sad Is Untrue,"Nayeri, Daniel",,,,368        pp,4.33,"31,066","Aug 25, 2020","Aug 25, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A WOW book. So odd. So sad. So beautiful. The author knows the power of stories. He’s an amazing storyteller. I’ll listen again and I bet I move it toA WOW book. So odd. So sad. So beautiful. The author knows the power of stories. He’s an amazing storyteller. I’ll listen again and I bet I move it to 5 stars. ...more,Notes are private!,0,0,1,"Jul 10, 2023","Jul 18, 2023","Jul 04, 2023",,Hardcover,view (with text),/book/show/45916267-everything-sad-is-untrue
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Awakening of Miss Prim,"Sanmartín Fenollera, Natalia",1476734240,9781476734248,1476734240,259        pp,3.65,"8,640","Apr 04, 2013","Jul 08, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2023",,Paperback,view,/book/show/18774984-the-awakening-of-miss-prim
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,New Morning Mercies: A Daily Gospel Devotional,"Tripp, Paul David",1433541386,9781433541384,1433541386,384        pp,4.57,"7,201","Oct 31, 2014","Oct 31, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2023",,Hardcover,view,/book/show/19353106-new-morning-mercies
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Christ, the Life of the Soul","Marmion, Columba",0972598154,9780972598156,0972598154,532        pp,4.66,80,Oct 2005,"Nov 02, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2023",,Paperback,view,/book/show/1774498.Christ_the_Life_of_the_Soul
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jude the Obscure,"Hardy, Thomas",0486452433,9780486452432,0486452433,310        pp,3.83,"71,803","Apr 16, 1895","Dec 01, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Couldn’t finish. Didn’t enjoy at all. I’m too old to spend time on a book that is no good,Notes are private!,0,1,1,"Jun 02, 2023","Jun 12, 2023","May 31, 2023",,Paperback,view (with text),/book/show/50798.Jude_the_Obscure
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Running Blind        (Jack Reacher, #4)","Child, Lee*",0515130974,9780515130973,0515130974,512        pp,4.12,"108,152",2000,"Jul 01, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 28, 2023","Jun 03, 2023","May 28, 2023",,Mass Market Paperback,view,/book/show/455925.Running_Blind
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Some Jazz a While: Collected Poems,"Williams, Miller",0252067746,9780252067747,0252067746,264        pp,4.56,41,"Mar 01, 1999","Mar 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2023",,Paperback,view,/book/show/385396.Some_Jazz_a_While
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Catcher in the Rye,"Salinger, J.D.",0316460001,,B07V8HFMTR,212        pp,3.80,"3,523,671","Jul 16, 1951","Aug 13, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read this decades ago and didn’t much like it. But I absolutely loved this time. Poor Holden. He’s so sad and lonely. And he’s funny as heck.,Notes are private!,0,0,1,"May 20, 2023","May 24, 2023","May 20, 2023",,Kindle Edition,view (with text),/book/show/52566051-the-catcher-in-the-rye
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Die Trying        (Jack Reacher, #2)","Child, Lee*",,,,433        pp,4.06,"144,465","Jul 20, 1998",2017,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 15, 2023","May 21, 2023","May 15, 2023",,Kindle Edition,view,/book/show/40092133-die-trying
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Do Nothing: Resisting the Attention Economy,"Odell, Jenny*",1612197493,9781612197494,1612197493,232        pp,3.69,"48,583","Apr 09, 2019","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2023",,Hardcover,view,/book/show/42771901-how-to-do-nothing
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Enter a Murderer        (Roderick Alleyn, #2)","Marsh, Ngaio",0312966709,9780312966706,0312966709,245        pp,3.82,"6,831",1935,Dec 1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 09, 2023","May 14, 2023","May 09, 2023",,Paperback,view,/book/show/280985.Enter_a_Murderer
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hermitage Within (Cistercian Studies Series)        (Cistercian Studies Series) (Volume 180),"Monk, A",0879077808,9780879077808,0879077808,152        pp,4.39,59,unknown,"Nov 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2023",,Paperback,view,/book/show/2103840.The_Hermitage_Within_Cistercian_Studies_Series_
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tripwire        (Jack Reacher, #3)","Child, Lee*",0515128635,9780515128635,0515128635,432        pp,4.11,"125,116","Jun 28, 1999","Jul 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A fun page turner. With a twist.Note: this is not good literature. It’s a fun easy read.,Notes are private!,0,0,1,not set,not set,"May 08, 2023",,Mass Market Paperback,view (with text),/book/show/220970.Tripwire
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Art of Dying: Reviving Forgotten Wisdom,"Dugdale, Lydia S.",0062932632,9780062932631,0062932632,272        pp,3.96,708,2020,"Jul 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2023",,Hardcover,view,/book/show/51937147-the-lost-art-of-dying
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Unsettled: What Climate Science Tells Us, What It Doesn’t, and Why It Matters","Koonin, Steven E.",195329524X,,B08JQKQGD5,320        pp,4.27,"3,191","Apr 27, 2021","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2023",,Kindle Edition,view,/book/show/57433539-unsettled
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Franchise Affair        (Inspector Alan Grant, #3)","Tey, Josephine",0684842564,9780684842561,0684842564,304        pp,3.96,"9,030",1948,"Aug 18, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 21, 2023","Nov 28, 2023","Apr 28, 2023",,Paperback,view,/book/show/243401.The_Franchise_Affair
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bearing False Witness: Debunking Centuries of Anti-Catholic History,"Stark, Rodney",1599474999,9781599474991,1599474999,280        pp,4.35,780,"Mar 16, 2016","May 16, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2023",,Hardcover,view,/book/show/26778184-bearing-false-witness
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Gods of Guilt        (The Lincoln Lawyer, #5; Harry Bosch Universe, #26)","Connelly, Michael*",0316069515,9780316069519,0316069515,389        pp,4.20,"61,992","Dec 02, 2013","Dec 02, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A page turner. Yet just silly. The crimes are so complicated that they are ridiculous. A conspiracy to make my head explode. And so much whining. I knA page turner. Yet just silly. The crimes are so complicated that they are ridiculous. A conspiracy to make my head explode. And so much whining. I know that’s what we all care about but come on people. Stop with all the guilt and angst. Man up. ...more,Notes are private!,0,1,2,"Apr 18, 2023Apr 18, 2023","Apr 22, 2023Apr 22, 2023","Apr 14, 2023",,Hardcover,view (with text),/book/show/17333227-the-gods-of-guilt
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Neverending Story,"Ende, Michael",0525457585,9780525457589,0525457585,396        pp,4.18,"201,334","Sep 01, 1979",1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2023",,Hardcover,view,/book/show/27712.The_Neverending_Story
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How It Went: Thirteen More Stories of the Port William Membership,"Berry, Wendell",1640095829,9781640095823,B09S32QRL7,257        pp,4.35,432,unknown,"Nov 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2023",,Kindle Edition,view,/book/show/61103144-how-it-went
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killing Floor        (Jack Reacher #1),"Child, Lee*",,,,562        pp,4.08,"318,590",1997,"May 11, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 22, 2023","Mar 26, 2023","Mar 22, 2023",,Kindle Edition,view,/book/show/40105393-killing-floor
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Bended Circuity,"Stickley, Robert S.",,9781737699910,,639        pp,4.70,37,"Jul 07, 2022","Jul 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2023",,Hardcover,view,/book/show/58878059-a-bended-circuity
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordered by Love: An Introduction to John Duns Scotus,"Ward, Thomas M.",1621388816,9781621388814,1621388816,174        pp,4.48,25,unknown,"Nov 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2023",,Paperback,view,/book/show/63238049-ordered-by-love
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",0385353308,9780385353304,0385353308,333        pp,4.07,"517,950","Aug 26, 2014","Sep 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Hardcover,view,/book/show/20170404-station-eleven
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reading for the Love of God,"Wilson, Jessica Hooten",,9781587435256,,208        pp,4.23,283,unknown,"Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2023",,Hardcover,view,/book/show/65677987-reading-for-the-love-of-god
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Healing the Original Wound: Reflections on the Full Meaning of Salvation: How to Experience Spiritual Freedom and Enjoy God's Presence,"Groeschel, Benedict J.",0892837780,9780892837786,0892837780,233        pp,4.22,36,Jul 1993,"Jul 06, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2023",,Paperback,view,/book/show/328152.Healing_the_Original_Wound
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If on a Winter’s Night a Traveler,"Calvino, Italo",,9780088619451,,260        pp,4.03,"97,929","Jun 02, 1979","Oct 20, 1982",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2023",,Paperback,view,/book/show/374233.If_on_a_Winter_s_Night_a_Traveler
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Is Grace: A Biography of Dorothy Day,"Forest, Jim",1570759219,9781570759215,1570759219,344        pp,4.35,179,"May 15, 2011","May 13, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2023",,Paperback,view,/book/show/11022154-all-is-grace
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Works of Mercy,"Thomas, Sally",1951319737,9781951319731,1951319737,264        pp,4.45,136,unknown,"Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2023",,Paperback,view,/book/show/62224519-works-of-mercy
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After Prayer: New Sonnets and Other Poems,"Guite, Malcolm*",1786222108,9781786222107,1786222108,96        pp,4.68,119,"Oct 25, 2019","Oct 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2023",,Paperback,view,/book/show/50209323-after-prayer
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atticus,"Hansen, Ron",0060927860,9780060927868,0060927860,256        pp,3.70,"1,624","Feb 01, 1996","Jan 16, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A retelling of the Prodigal Son from Luke 15. With the main focus on the father’s love. It’s already helping me with my prayer.,Notes are private!,0,0,1,"Jan 30, 2023","Feb 10, 2023","Jan 30, 2023",,Paperback,view (with text),/book/show/323862.Atticus
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Classic Catholic Meditations: To Enrich Your Faith and Help You Pray,"Jarrett, Bede",1928832911,9781928832911,1928832911,477        pp,4.67,18,May 1915,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2023",,Hardcover,view,/book/show/5273179-classic-catholic-meditations
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liberation Day,"Saunders, George",0525509593,9780525509592,0525509593,256        pp,4.00,"12,167","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2023",,Hardcover,view,/book/show/60471573-liberation-day
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Waking Up: Experiencing the Divine Love That Reorders a Life,"Haines, Seth*",0310353963,9780310353966,0310353963,224        pp,4.19,598,"Jan 07, 2020","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2023",,Paperback,view,/book/show/44441850-the-book-of-waking-up
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jesus and the Barbecued Fish Breakfast: A Gospel Story Sampler Inspired by the Spiritual Exercises of Saint Ignatius,"Daly, Dan",1627856374,9781627856379,1627856374,128        pp,3.93,15,unknown,"Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2023",,Paperback,view,/book/show/59574756-jesus-and-the-barbecued-fish-breakfast
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And There Was Light: Abraham Lincoln and the American Struggle,"Meacham, Jon",0553393960,9780553393965,0553393960,676        pp,4.47,"7,130","Oct 18, 2022","Oct 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 11, 2023","Feb 14, 2023","Jan 08, 2023",,Hardcover,view,/book/show/60647674-and-there-was-light
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Angle of Repose,"Stegner, Wallace",,9780140169300,014016930X,569        pp,4.24,"59,186","Mar 01, 1971","May 28, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Paperback,view,/book/show/292408.Angle_of_Repose
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stella Maris        (The Passenger, #2)","McCarthy, Cormac",0307269000,9780307269003,0307269000,190        pp,3.88,"16,973","Dec 06, 2022","Dec 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Wowzer. Amazing. Disturbing. Yet beautiful. I got no words. Cormac is an all time great,Notes are private!,0,2,1,"Jan 07, 2023","Jan 11, 2023","Jan 02, 2023",,Hardcover,view (with text),/book/show/60526802-stella-maris
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gospel in Dickens: Selections from His Works,"Dickens, Charles",0874868416,9780874868418,0874868416,264        pp,4.13,38,unknown,"Sep 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2022",,Paperback,view,/book/show/50417191-the-gospel-in-dickens
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Daughter of Time        (Inspector Alan Grant, #5)","Tey, Josephine",,,,206        pp,3.91,"34,109",1951,"Nov 29, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Maybe the world’s oddest mystery. And so well written.,Notes are private!,0,0,1,"Dec 27, 2022","Dec 29, 2022","Dec 20, 2022",,Paperback,view (with text),/book/show/77661.The_Daughter_of_Time
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"845,302","Jul 05, 2022","Jul 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Dec 25, 2022Dec 25, 2022","Dec 27, 2022Dec 27, 2022","Dec 11, 2022",,Hardcover,view,/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,War Against the Weak: Eugenics and America's Campaign to Create a Master Race,"Black, Edwin",1568583214,9781568583211,1568583214,592        pp,4.22,949,2003,"Oct 04, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2022",,Paperback,view,/book/show/634998.War_Against_the_Weak
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Garden,"Hodgson Burnett, Frances",0517189607,9780517189603,0517189607,331        pp,4.16,"1,170,478",Aug 1911,"Sep 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 05, 2022","Jan 30, 2023","Dec 05, 2022",,Hardcover,view,/book/show/2998.The_Secret_Garden
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Name: Septology I-II,"Fosse, Jon",,,,351        pp,4.10,"3,489",Sep 2019,"Oct 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2022",,Paperback,view,/book/show/46024004-the-other-name
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Black Echo        (Harry Bosch, #1; Harry Bosch Universe, #1)","Connelly, Michael*",0446612731,9780446612739,B007CIMPC4,482        pp,4.13,"198,079","Jan 21, 1992","Jan 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 20, 2022","Oct 27, 2022","Oct 20, 2022",,Paperback,view,/book/show/32508.The_Black_Echo
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Discarded Image: An Introduction to Medieval and Renaissance Literature,"Lewis, C.S.",0521477352,9780521477352,0521477352,231        pp,4.28,"2,757",1964,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2022",,Paperback,view,/book/show/80005.The_Discarded_Image
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Things Like These,"Keegan, Claire",0802158749,9780802158741,0802158749,128        pp,4.19,"153,386","Nov 05, 2021","Nov 30, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Beautiful little book. Love one another. Love,Notes are private!,0,0,1,"Oct 16, 2022","Oct 20, 2022","Oct 16, 2022",,Hardcover,view (with text),/book/show/58662236-small-things-like-these
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life and Writings of C. S. Lewis,"Markos, Louis",1565853164,9781565853164,B000BD4N72,94        pp,4.06,334,2000,2000,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 11, 2022","Oct 27, 2022","Oct 11, 2022",,Audio CD,view,/book/show/3121550-the-life-and-writings-of-c-s-lewis
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Country of Vast Designs: James K. Polk, The Mexican War, and the Conquest of the American Continent","Merry, Robert W.",0743297431,9780743297431,0743297431,575        pp,3.83,"7,376","Nov 03, 2008","Nov 03, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2022",,Hardcover,view,/book/show/6895978-a-country-of-vast-designs
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Socratic Logic: A Logic Text Using Socratic Method, Platonic Questions, and Aristotelian Principles","Kreeft, Peter",1890318892,9781890318895,1890318892,397        pp,4.28,398,"Nov 01, 2003","Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2022",,Hardcover,view,/book/show/1550268.Socratic_Logic
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Palfrey at the Claremont,"Taylor, Elizabeth",,,B00GW4O1ZS,232        pp,4.00,"9,493",1971,"Jul 07, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Beautiful story. So sad. So alone. Tragic. Hope to read more from this author.,Notes are private!,0,1,1,not set,"Feb 13, 2023","Sep 13, 2022",,Kindle Edition,view (with text),/book/show/44420034-mrs-palfrey-at-the-claremont
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Distance,"Diaz, Hernan*",1566894883,9781566894883,1566894883,256        pp,4.12,"17,127","Oct 03, 2017","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 13, 2022",,Paperback,view,/book/show/34381330-in-the-distance
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Moving Toyshop        (Gervase Fen, #3)","Crispin, Edmund",0140088172,9780140088175,0140088172,208        pp,3.76,"7,250",1946,"Jan 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2022",,Paperback,view,/book/show/831916.The_Moving_Toyshop
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Major Works,Anselm of Canterbury,0192825259,9780192825254,0192825259,544        pp,4.05,"1,073",1100,"Nov 19, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2022",,Paperback,view,/book/show/354007.The_Major_Works
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jeeves and the Feudal Spirit        (Jeeves, #11)","Wodehouse, P.G.",1585672297,9781585672295,1585672297,231        pp,4.23,"8,320","Oct 15, 1954","Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2022",,Hardcover,view,/book/show/16375.Jeeves_and_the_Feudal_Spirit
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Confidence-Man,"Melville, Herman",0192837621,9780192837622,0192837621,361        pp,3.62,"3,229","Apr 01, 1857","Nov 11, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2022",,Paperback,view,/book/show/12036.The_Confidence_Man
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Almost No Memory,"Davis, Lydia",0312420552,9780312420550,0312420552,194        pp,3.98,"1,217",1997,"Sep 08, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2022",,Paperback,view,/book/show/48842.Almost_No_Memory
