,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jamie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
582,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Men: English Literature and Male Homosocial Desire,"Kosofsky Sedgwick, Eve",0231082738,9780231082730,0231082738,244        pp,4.08,601,"Apr 15, 1985","Apr 15, 1985",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 08, 2021","May 13, 2021","Nov 07, 2022",,Paperback,view,/book/show/427379.Between_Men
583,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Knight and Knave of Swords        (Fafhrd and the Gray Mouser, #7)","Leiber, Fritz",068808530X,9780688085308,068808530X,303        pp,3.80,"2,075",Dec 1988,Dec 1988,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 11, 2019","Dec 11, 2019","Nov 07, 2022",,Hardcover,view,/book/show/297387.The_Knight_and_Knave_of_Swords
584,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From the Dark We Came,"Emery, J.",,9781951880705,,134        pp,3.79,219,"Mar 16, 2020","Mar 16, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Vampire + monster, the mood of tired normal that I like; ultimately wanted the angle where the hunter had been deceived into hunting by prejudiced peoVampire + monster, the mood of tired normal that I like; ultimately wanted the angle where the hunter had been deceived into hunting by prejudiced people....more",Notes are private!,0,0,1,"May 03, 2021","May 04, 2021","Nov 07, 2022",,ebook,view (with text),/book/show/51232706-from-the-dark-we-came
585,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Hearts        (Bennett Sisters #2),"Dangerfield, Eve*",,,,unknown,3.86,"1,535","Apr 25, 2017",May 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 29, 2021",May 2021,"Nov 07, 2022",,Kindle Edition,view,/book/show/58185632-open-hearts
586,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Act Your Age, Eve Brown        (The Brown Sisters, #3)","Hibbert, Talia*",0062941283,9780062941282,,400        pp,4.11,"88,109","Mar 09, 2021","Mar 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 26, 2021","May 04, 2021","Nov 07, 2022",,ebook,view,/book/show/51824384-act-your-age-eve-brown
587,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Problem Child        (Jane Doe, #2)","Stone, Victoria Helen*",1542014409,9781542014403,B07SDTRJP9,262        pp,3.92,"5,165","Mar 24, 2020","Mar 24, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fun as ever, and reminded me how great the first book was.",Notes are private!,0,0,1,"Mar 25, 2021","Mar 27, 2021","Nov 07, 2022",,Kindle Edition,view (with text),/book/show/46066517-problem-child
588,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Case of Spirits        (A Charm of Magpies, #2.5)","Charles, K.J.*",,,B00J97UJ06,32        pp,4.00,"3,953","Jan 06, 2015","Jan 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s totally gonna be Saint + Merrick, innit?",Notes are private!,0,0,1,"Mar 29, 2021","Mar 29, 2021","Nov 07, 2022",,Kindle Edition,view (with text),/book/show/21843050-a-case-of-spirits
589,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Case of Possession        (A Charm of Magpies, #2)","Charles, K.J.*",,9780995799035,,211        pp,4.18,"12,085","Jan 06, 2014","Mar 28, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Steady onwards from the first book. All Crane’s POV, unlike the first book, which makes me curious if the next will be all Stephen.",Notes are private!,0,0,2,"Mar 27, 2021Nov 11, 2019","Mar 29, 2021Nov 13, 2019","Nov 07, 2022",,ebook,view (with text),/book/show/34715201-a-case-of-possession
590,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Coaches Waiting,"Stewart, Mary",,,,272        pp,4.06,"15,956",1958,1966,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have one grievance with Mary Stewart, and it’s that she whisks the magnificent Philippe off stage in the final pages for the sake of some half-bakedI have one grievance with Mary Stewart, and it’s that she whisks the magnificent Philippe off stage in the final pages for the sake of some half-baked romantic epilogue as if he isn’t the 9-year-old waif who’s just stolen the entire book. Screw romance. #TeamPhilippe(Also, you know I had this particular edition on my shelves thanks to my collection of pocket paperbacks with 70’s glam covers that have zero relevance to the story and bear zero resemblance to any character in it!)...more",Notes are private!,0,0,1,"Apr 16, 2021","Apr 18, 2021","Nov 07, 2022",,Mass Market Paperback,view (with text),/book/show/26234604-nine-coaches-waiting
591,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Belong with a Billionaire        (Arden St. Ives, #3)","Hall, Alexis*",1455571407,9781455571406,,352        pp,3.94,"2,779","Sep 03, 2019","Sep 03, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If there’s an author who could get me to love books with billionaire in the title, it’s Alexis Hall. Just like if there’s an author who could get me tIf there’s an author who could get me to love books with billionaire in the title, it’s Alexis Hall. Just like if there’s an author who could get me to love books with duke in the title, it’s going to be Alexis Hall’s upcoming historical romance. (2022, baby!)⠀(That is too sweeping of a declaration. I have enjoyed romances with both BUT, on general principle, I am justifiably prejudiced against dukes and billionaires, ‘kay. As interesting subjects or as viable sexual objects. It’s a hurdle to clear, is what I’m saying.)⠀So it turns out the Alexis Hall magic works even when there is billionaire (it helps when said billionaire geeks out for Ursula K. Le Guin). The non-billionaire half of the equation, though, is the manic pixie dream boy we quite frankly don’t even deserve, too good and pure for this world, dropping more Jane Austen references than Jane Austen herself, wearing his heart on his plum velvet sleeve. There’s a scene with a ballgown at the end that transforms my kind-of-maybe-meh billionaire feelings into that emotionally raw Alexis Hall magic that no distaste for billionaires could erase. ⠀George FTW, though. GEORGE!...more",Notes are private!,0,0,1,"Apr 08, 2021","Apr 11, 2021","Nov 07, 2022",,ebook,view (with text),/book/show/31933327-how-to-belong-with-a-billionaire
592,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reading Lucretius in the Renaissance,"Palmer, Ada*",0674725573,9780674725577,0674725573,416        pp,4.25,24,"Oct 13, 2014","Oct 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading Lucretius in the Renaissance is actually Ada Palmer’s dissertation, so it’s academic and full of charts, and one thing it proves brilliantly iReading Lucretius in the Renaissance is actually Ada Palmer’s dissertation, so it’s academic and full of charts, and one thing it proves brilliantly is that I’d read a whole book of Machiavelli and Montaigne annotating On the Nature of Things. ⠀Pairs like a fine wine with The Swerve, and of course the various translations of Lucretius (Lucretii?)...more",Notes are private!,0,0,1,"Apr 07, 2021","Apr 15, 2021","Nov 07, 2022",,Hardcover,view (with text),/book/show/21878208-reading-lucretius-in-the-renaissance
593,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swerve: How the World Became Modern,"Greenblatt, Stephen",0393064476,9780393064476,0393064476,356        pp,3.87,"32,723","Sep 26, 2011","Sep 26, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Granted, The Swerve isn’t so much a wide-ranging look at how the world became modern as it is a focused tale about Poggio Bracciolini, papal secretaryGranted, The Swerve isn’t so much a wide-ranging look at how the world became modern as it is a focused tale about Poggio Bracciolini, papal secretary and inveterate book hunter, and how he rediscovered Lucretius’s On the Nature of Things in the 15th century, which eventually helped reshape the world.(As in, this guy was writing poetry about atomistic physics two millennia before atomistic physics was cool.)All of the above was exactly what I wanted to read, though, so I liked it more than if it had been that wide-ranging book....more",Notes are private!,0,0,1,Apr 2021,"Apr 07, 2021","Nov 07, 2022",,Hardcover,view (with text),/book/show/10954979-the-swerve
594,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Confessions        (The Original Sinners, #8.2)","Reisz, Tiffany*",069264377X,9780692643778,069264377X,140        pp,4.48,"1,949","Mar 15, 2016","Mar 15, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Father Ballard FTW. Again, if only the church was like this in real life.",Notes are private!,0,0,1,"Apr 08, 2021","Apr 08, 2021","Nov 07, 2022",,Paperback,view (with text),/book/show/29208586-the-confessions
595,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Powers of Darkness: The Lost Version of Dracula,"Ásmundsson, Valdimar",1468313363,9781468313369,1468313363,309        pp,3.63,"1,240",1901,"Feb 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Makt Myrkranna, aka Powers of Darkness, is where Valdimar Ásmundsson took Bram Stoker’s Dracula and “translated it into Icelandic,” except basically hMakt Myrkranna, aka Powers of Darkness, is where Valdimar Ásmundsson took Bram Stoker’s Dracula and “translated it into Icelandic,” except basically he rewrote the story into a different book, which existed only in Iceland and the differences weren’t discovered for nearly a century. Plot twist: it now appears that Stoker not only knew this, but approved and abetted.⠀So here you have the Icelandic translation of the English novel translated back into English. A fascinating artifact if there ever was one....more",Notes are private!,0,0,1,"Apr 10, 2021","Apr 13, 2021","Nov 07, 2022",,Hardcover,view (with text),/book/show/29075452-powers-of-darkness
596,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Route of Ice and Salt,"Zárate, José Luis*",,,,143        pp,3.64,"1,315",1998,"Jan 19, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Because all fiction is fan fiction and I don’t tire of novels that rewrite their sources: I greatly enjoyed this. It ticks some appealing boxes: - CulBecause all fiction is fan fiction and I don’t tire of novels that rewrite their sources: I greatly enjoyed this. It ticks some appealing boxes: - Cult Mexican novella translated to English for the first time- Horror where humanity is the real monster- Takes the queer subtext of Dracula and makes it text, at least onboard the Demeter...more",Notes are private!,0,0,1,"Apr 06, 2021","Apr 08, 2021","Nov 07, 2022",,ebook,view (with text),/book/show/50900650-the-route-of-ice-and-salt
597,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Nature of the Universe,Lucretius,0199555141,9780199555147,0199555141,217        pp,3.98,"13,463",-55,"Oct 09, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fuck yeah, Lucretius!",Notes are private!,0,0,1,"Apr 16, 2021","Apr 20, 2021","Nov 07, 2022",,Paperback,view (with text),/book/show/5509106-on-the-nature-of-the-universe
598,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Re-Claiming the Bible for a Non-Religious World,"Spong, John Shelby",0062011294,9780062011299,0062011294,432        pp,4.16,372,"Jan 01, 2011","Nov 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2021","Apr 15, 2021","Nov 07, 2022",,Paperback,view,/book/show/17383913-re-claiming-the-bible-for-a-non-religious-world
599,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven and Hell: A History of the Afterlife,"Ehrman, Bart D.",1501136739,9781501136733,1501136739,327        pp,4.06,"3,130","Mar 31, 2020","Mar 31, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Good overview, classic Ehrman.",Notes are private!,0,0,1,"Apr 07, 2021","Apr 13, 2021","Nov 07, 2022",,Hardcover,view (with text),/book/show/50793705-heaven-and-hell
600,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To See the Sun,"Jensen, Kelly*",1626498296,9781626498297,,293        pp,3.83,439,"Aug 11, 2018","Aug 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 11, 2018","Dec 11, 2018","Nov 07, 2022",,ebook,view,/book/show/39901160-to-see-the-sun
601,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Will & Patrick Wake Up Married        (Wake Up Married, #1)","Blake, Leta*",,9781626227446,,107        pp,3.76,"2,370","Oct 26, 2015","Oct 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 03, 2021","Apr 07, 2021","Nov 07, 2022",,ebook,view,/book/show/26981974-will-patrick-wake-up-married
602,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Affectionate Shepherd,"Barnfield, Richard",1437027091,9781437027099,1437027091,60        pp,3.69,13,1594,"Oct 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 30, 2021","Mar 30, 2021","Nov 07, 2022",,Paperback,view,/book/show/5655829-the-affectionate-shepherd
603,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,King's Man        (Outlawed #1),"Malcolm, Sally*",,,B08T8CW98X,290        pp,4.05,586,"Mar 25, 2021","Mar 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 11, 2022","Apr 11, 2022","Nov 07, 2022",,Kindle Edition,view,/book/show/56795634-king-s-man
604,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebel        (Outlawed #0.5),"Malcolm, Sally*",,,B08W5B1F6G,34        pp,4.09,405,"Mar 11, 2021","Mar 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 26, 2021","Mar 26, 2021","Nov 07, 2022",,Kindle Edition,view,/book/show/57004021-rebel
605,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rewritten Theology: Aquinas After His Readers,"Jordan, Mark D.",1405112212,9781405112215,1405112212,220        pp,4.15,13,"Dec 23, 2005","Dec 23, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 27, 2021","Apr 02, 2021","Nov 07, 2022",,Paperback,view,/book/show/445208.Rewritten_Theology
606,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Testament: A Historical Introduction to the Early Christian Writings,"Ehrman, Bart D.",0195154622,9780195154627,0195154622,560        pp,4.24,"1,113",1996,"Jul 31, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Good textbook overview, even if I prefer other sources (even other Ehrmans) for same info. Handy as an encyclopedia.",Notes are private!,0,0,1,"Mar 16, 2021","Mar 20, 2021","Nov 07, 2022",,Paperback,view (with text),/book/show/107272.The_New_Testament
607,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Corinthian Body,"Martin, Dale B.",0300081723,9780300081725,0300081723,330        pp,4.21,72,1995,"Sep 10, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Excellent! So much insight into the broader Greek/Roman mindset and literature, beyond just a focus on biblical texts. My disdain for St Paul remains,Excellent! So much insight into the broader Greek/Roman mindset and literature, beyond just a focus on biblical texts. My disdain for St Paul remains, lol, but this is the kind of book I find way more fascinating than just “grrrr, Paul.”...more",Notes are private!,0,0,1,"Mar 09, 2021","Mar 15, 2021","Nov 07, 2022",,Paperback,view (with text),/book/show/556490.The_Corinthian_Body
608,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Myth of Persecution: How Early Christians Invented a Story of Martyrdom,"Moss, Candida",0062104527,9780062104526,0062104527,320        pp,3.95,554,"Mar 05, 2013","Mar 05, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 05, 2021","Mar 08, 2021","Nov 07, 2022",,Hardcover,view,/book/show/15818294-the-myth-of-persecution
609,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power of Parable: How Fiction by Jesus Became Fiction about Jesus,"Crossan, John Dominic",0061875694,9780061875694,0061875694,272        pp,4.18,479,"Jan 22, 2012","Mar 06, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Mar 2021,"Mar 02, 2021","Nov 07, 2022",,Hardcover,view,/book/show/10331666-the-power-of-parable
610,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saving Paradise: How Christianity Traded Love of This World for Crucifixion and Empire,"Brock, Rita Nakashima",0807067504,9780807067505,0807067504,576        pp,4.16,178,"Jul 15, 2007","Jul 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Still thinking about this, amongst many other things: “The reality of lynching testifies to how deeply Christian notions of redemptive violence are inStill thinking about this, amongst many other things: “The reality of lynching testifies to how deeply Christian notions of redemptive violence are inscribed in the American psyche. As Hosea Ballou said, those who believe that God redeems the world through violence become cruel themselves.”...more",Notes are private!,0,0,1,"Feb 24, 2021","Feb 28, 2021","Nov 07, 2022",,Hardcover,view (with text),/book/show/477107.Saving_Paradise
611,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liberating the Gospels: Reading the Bible with Jewish Eyes,"Spong, John Shelby",0060675578,9780060675578,0060675578,384        pp,4.09,426,"Aug 01, 1996","Nov 25, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 23, 2021","Feb 25, 2021","Nov 07, 2022",,Paperback,view,/book/show/80203.Liberating_the_Gospels
612,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived","Bell, Rob",,,B004IWR3CE,243        pp,3.66,"28,076","Jan 01, 2011","Mar 15, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 11, 2015","Dec 11, 2015","Nov 07, 2022",,Kindle Edition,view,/book/show/40721873-love-wins
613,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meeting Jesus Again for the First Time: The Historical Jesus and the Heart of Contemporary Faith,"Borg, Marcus J.",0060609176,9780060609177,0060609176,160        pp,4.09,"5,795",1994,"Mar 03, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 16, 2021","Feb 19, 2021","Nov 07, 2022",,Paperback,view,/book/show/40531.Meeting_Jesus_Again_for_the_First_Time
614,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Biblical Literalism,"Spong, John Shelby",0062362305,9780062362308,0062362305,416        pp,4.11,475,"Mar 15, 2016","Feb 16, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 12, 2021","Feb 16, 2021","Nov 07, 2022",,Hardcover,view,/book/show/25817219-biblical-literalism
615,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fourth Gospel: Tales of a Jewish Mystic,"Spong, John Shelby",0062011308,9780062011305,0062011308,342        pp,4.18,456,"Jun 01, 2013","Jun 11, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 10, 2021","Feb 12, 2021","Nov 07, 2022",,Hardcover,view,/book/show/16248047-the-fourth-gospel
616,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sins of Scripture: Exposing the Bible's Texts of Hate to Reveal the God of Love,"Spong, John Shelby",0060778407,9780060778408,0060778407,315        pp,4.05,952,2005,"Mar 14, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“The doctrines, dogmas and creeds of our tribal religious past were a stage in our development. They were part of our religious childhood. Nothing mor“The doctrines, dogmas and creeds of our tribal religious past were a stage in our development. They were part of our religious childhood. Nothing more. They are certainly not eternal. When they become lifeless, they should be allowed to die.”Also, keep thinking about this: “religion is not primarily a search for truth; it is overwhelmingly a search for security.”...more",Notes are private!,0,0,1,"Feb 07, 2021","Feb 09, 2021","Nov 07, 2022",,Paperback,view (with text),/book/show/80211.The_Sins_of_Scripture
617,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tao Te Ching: A Book about the Way and the Power of the Way,Lao Tzu,,,,162        pp,4.30,"157,584",-400,"Apr 16, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Ursula K. Le Guin translation (and footnotes!) is everything. Nobody listens to language the way Ursula does. The deepest spring, indeed. From herThe Ursula K. Le Guin translation (and footnotes!) is everything. Nobody listens to language the way Ursula does. The deepest spring, indeed. From her introduction:“It is the most lovable of all the great religious texts, funny, keen, kind, modest, indestructibly outrageous, and inexhaustibly refreshing. Of all the deep springs, this is the purest water. To me, it is also the deepest spring.”- - -3/2023: Oops, I read it again. This time in hardcover from the library. I’ve gotta get my hands on a paper copy of my own; my poor little ebook is maxed out with all the highlights and notes....more",Notes are private!,0,2,4,"Feb 21, 2023Sep 08, 2022Jan 04, 2022Feb 14, 2021","Feb 25, 2023Sep 17, 2022Jan 10, 2022Feb 16, 2021","Oct 26, 2022",,Kindle Edition,view (with text),/book/show/18814253-tao-te-ching
618,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Must Happen,"Wainwright, Jeffrey",1784101966,9781784101961,1784101966,84        pp,2.50,2,unknown,"Jul 01, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I like predictable days, / baffled by no more than a sun dapple. / Mystery, the glamorous chaos-engine, / breaks things, lives included.",Notes are private!,0,0,1,"Feb 04, 2021","Feb 05, 2021","Oct 26, 2022",,Paperback,view (with text),/book/show/30072812-what-must-happen
619,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Meaning of the Bible: What the Jewish Scriptures and Christian Old Testament Can Teach Us,"Knight, Douglas A.",0061121754,9780061121753,0061121754,496        pp,4.13,155,"Nov 08, 2011","Nov 08, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"More breadth than depth, but a breadth that’s sorely needed. Basically the Yale course by Christine Hayes (whom I love) in book form. Super accessibleMore breadth than depth, but a breadth that’s sorely needed. Basically the Yale course by Christine Hayes (whom I love) in book form. Super accessible and engaging....more",Notes are private!,0,0,1,"Feb 03, 2021","Feb 10, 2021","Oct 26, 2022",,Hardcover,view (with text),/book/show/11862256-the-meaning-of-the-bible
620,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweet and Low: Stories,"White, Nick",0399573658,9780399573651,0399573658,304        pp,4.03,522,"Jun 05, 2018","Jun 05, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I could be back into southern lit if it keeps evolving like this. The connected Culpepper stories are an impressive surprise.,Notes are private!,0,0,1,"Jan 30, 2021","Feb 03, 2021","Oct 26, 2022",,Hardcover,view (with text),/book/show/36612374-sweet-and-low
621,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Boy Erased: A Memoir of Identity, Faith, and Family","Conley, Garrard*",0735213461,9780735213463,0735213461,340        pp,3.62,"20,154","May 10, 2016","Feb 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Painful and powerful. Mostly painfully real.,Notes are private!,0,0,1,"Jan 25, 2021","Jan 29, 2021","Oct 26, 2022",,Paperback,view (with text),/book/show/33358204-boy-erased
622,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Reimagining the Sacred: Richard Kearney Debates God with James Wood, Catherine Keller, Charles Taylor, Julia Kristeva, Gianni Vattimo, Simon ... Studies in Religion, Politics, and Culture)","Kearney, Richard",0231161026,9780231161022,0231161026,288        pp,4.39,28,"Dec 15, 2015","Dec 15, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fascinating perspectives. Sometimes a bit too much theology. (lol, less theology in theology, please.) Highlighted all of Caputo.",Notes are private!,0,0,1,"Jan 27, 2021","Jan 29, 2021","Oct 26, 2022",,Hardcover,view (with text),/book/show/26262905-reimagining-the-sacred
623,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arabian Love Poems: Full Arabic and English Texts,"Qabbani, Nizar",0894108816,9780894108815,0894108816,225        pp,4.33,"1,211",1975,"Nov 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The Syrian Neruda. Or should I say Neruda is the Chilean Qabbani.,Notes are private!,0,0,1,"Jan 25, 2021","Jan 25, 2021","Oct 26, 2022",,Paperback,view (with text),/book/show/423762.Arabian_Love_Poems
624,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Christmas at the Island Hotel        (Mure, #4)","Colgan, Jenny",0062911287,9780062911285,0062911287,352        pp,3.74,"14,034","Oct 13, 2020","Oct 20, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Agot! Gaspard and Fintin! Basically everybody! I’m a little late for Christmas reading, but don’t care. It charmed me completely.",Notes are private!,0,0,1,"Jan 23, 2021","Jan 24, 2021","Oct 26, 2022",,Paperback,view (with text),/book/show/50496866-christmas-at-the-island-hotel
625,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anatheism: Returning to God After God,"Kearney, Richard",0231147880,9780231147880,0231147880,272        pp,3.99,190,"Oct 16, 2009","Nov 19, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not quite on the Caputo scale for me but lots of food for thought, especially re: hospitality.",Notes are private!,0,0,1,"Jan 18, 2021","Jan 21, 2021","Oct 26, 2022",,Hardcover,view (with text),/book/show/7253117-anatheism
