,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Marco's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In viaggio con Erodoto,"Kapuściński, Ryszard",8807819465,9788807819469,8807819465,256        pp,4.05,"8,529","Sep 28, 2004",Feb 2007,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 27, 2021",Aug 2021,"May 30, 2021",,Paperback,view,/book/show/6021286-in-viaggio-con-erodoto
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trans Europa Express,"Rumiz, Paolo",8807019272,9788807019272,8807019272,231        pp,3.87,734,Oct 2012,Oct 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2021",,Paperback,view,/book/show/16145395-trans-europa-express
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Binti        (Binti #1-3),"Okorafor, Nnedi*",8804711450,9788804711452,8804711450,464        pp,4.05,"6,125","Feb 05, 2019","Oct 01, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Perché non andrebbero scritti romanzi a tesi.Dopo il primo racconto il mio giudizio era neutro, né positivo né negativo. Dopo il secondo ero molto perPerché non andrebbero scritti romanzi a tesi.Dopo il primo racconto il mio giudizio era neutro, né positivo né negativo. Dopo il secondo ero molto perplesso. Al termine del terzo e ultimo racconto ero sinceramente imbarazzato.Binti è un romanzo (chiamarlo trilogia sarebbe esagerato) a tesi: parla di diversità, razzismo, inclusione e melting pot. Tuttavia, per il futuro, mi sento di consigliare all'autrice di trattare questi temi a convegni e conferenze, dove ci si può addormentare senza tanti rimorsi se il relatore è noioso.Saper scrivere una storia è fondamentale, non bastano i temi. Binti è un miscuglio di cose poche chiare, una storia che ha un incipit relativamente classico che si perde poi per strada, in una direzione fatta di noia ed eventi che sembrano capitare a caso, giusto per far andare avanti la trama.Le ultime 50 pagine, poi, sono totalmente inutili: un anticlimax come non mi è mai capitato di leggere. Giuro, avrei fatto qualsiasi cosa pur di non non dedicare attenzione alle ultime pagine, persino fissarmi le unghie.Il contesto fantascientifico presenta ottimi spunti e lo stile è più che leggibile, anche se elementare. Questi sono gli unici due aspetti che salvo. Le meduse sono fiche, le astronavi viventi pure e in generale Nnedi Okorafor potrebbe raccontare una storia senza tante difficoltà stilistiche.Però ripeto: che noia. Una noia mortale. Non succede niente, le sottotrame vengono abbandonate per strada, i personaggi sono macchiette senza spessore, le varie ambientazioni sono descritte e raccontate in maniera davvero superficiale - non ci sono livelli, né di lettura né di worldbuilding, è tutto terribilmente piatto - e, cosa più irritante di tutte, le tesi del romanzo sono ripetute fino alla nausea (soprattutto da Binti, protagonista narratrice in prima persona) come se il lettore dovesse essere imboccato. Sono così palesi che sembra si stia rivolgendo a lettori di terza elementare.Forse sono troppo duro, ma a livello di trama Binti è una delle storie più brutte che abbia mai letto. E se proprio vogliamo parlare di tematiche, ho letto young adult dove venivano sviluppate meglio. Per carità. Non ci siamo proprio.Ah, ma ha vinto sia il Nebula che lo Hugo? Ok, me ne farò una ragione....more",Notes are private!,0,2,1,"May 06, 2021","May 30, 2021","May 06, 2021",,Paperback,view (with text),/book/show/49590221-binti
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",,,,258        pp,4.14,"303,594","May 01, 1989","Apr 01, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Why, Mr. Stevens, why, why, why do you always have to pretend?""Il punto è che ho chiuso l'ultima pagina di Quel che resta del giorno rendendomi c""Why, Mr. Stevens, why, why, why do you always have to pretend?""Il punto è che ho chiuso l'ultima pagina di Quel che resta del giorno rendendomi conto di aver letto un libro splendido, senza però sapere esattamente in cosa consista la sua bellezza.Forse risiede nell'incredibile eleganza della scrittura di Ishiguro, nel saper dosare le parole come solo un grande scrittore sa fare. Qualche anno fa ho letto Non lasciarmi, e tutt'ora nutro qualche dubbio sul fatto che siano due opere dello stesso autore. È il terzo libro che quest'anno mi piace davvero molto, e il primo che leggo in lingua inglese dopo parecchio tempo. Mr. Stevens, il protagonista, ha il pregio di essere un personaggio estremamente vero e umano. Totalmente dedito al suo lavoro di maggiordomo, la vita sembra scorrergli addosso lasciando impronte perlopiù superficiali.A tal proposito, l'episodio più emblematico è forse quello in cui Mr. Stevens non interrompe il suo lavoro al sevizio di Lord Darlington nemmeno mentre sta subendo un lutto. Per lui, la qualità principale di un maggiordomo dev'essere la ""dignity"", qualcosa di molto difficile da descrivere e che lui prova a inquadrare tramite i suoi racconti e i suoi ricordi.Il contegno tenuto da Mr. Stevens durante la sua esperienza lavorativa è tale che i sentimenti faticano a emergere. E così, spesso, si creano dei fraintendimenti.""Do you realize, Mr. Stevens, how much it would have meant to me if you had thought to share your feelings last year? [...] I suffered so much over Ruth and Sara leaving us. And I suffered all the more because I believe I was alone.""Per capire Mr. Stevens, che è anche il narratore in prima persona del racconto, occorre fare attenzione alle parole di chi gli gravita intorno, a partire da Miss Kenton. Ciò che dice Stevens è filtrato dalle sue convinzioni e dal modo in cui ha vissuto tutta la sua vita, per questo a volte è difficile distinguere ciò che pensa veramente da quello che dice quando si rivolge agli altri personaggi.Il titolo del romanzo è un riferimento a ciò che rimane alla fine della propria vita, quando ci si guarda indietro e ci si rende conto che si è fatto ben poco per se stessi, avendo deciso di spendere il proprio tempo a lavorare per qualcun altro (nel caso di Mr. Stevens a servire qualcun altro) senza dedicare attenzione a cose più importanti - la propria felicità, la bellezza del paesaggio inglese.""I should adopt a more positive outlook and try to make the best of what remains of my day. After all, what can we ever gain in forever looking back and blaming ourselves if our lives have not turned out quite as we might have wished?""Con il carattere che lo contraddistingue, Mr. Stevens capisce che non gli conviene perdersi nei rimpianti. Dopotutto, lui, ha amato il suo lavoro di maggiordomo, così come ha amato servire Lord Darlington. Il suo viaggio di sei giorni nella campagna inglese, fino alla reunion con Miss Kenton, è l'occasione per ripercorrere alcuni dei ricordi più nitidi della sua vita di maggiordomo. Ne esce un racconto triste e un po' malinconico, un romanzo raffinato e stilisticamente perfetto. Da ora in avanti, quando mi parleranno di superiorità della letteratura inglese, a me verrà subito in mente Quel che resta del giorno....more",Notes are private!,0,1,1,"Apr 24, 2021","May 06, 2021","Apr 24, 2021",,Paperback,view (with text),/book/show/8492776-the-remains-of-the-day
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pnin,"Nabokov, Vladimir",8845974707,9788845974700,B00KVEWF0I,187        pp,3.89,"24,892",1957,"Jun 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2021",,Kindle Edition,view,/book/show/24771150-pnin
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Io, altrove. Quando il viaggio diventa scrittura di sé","Bocconi, Andrea",8865493666,9788865493663,8865493666,168        pp,3.25,4,unknown,Apr 2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""I viaggi ci rendono quello che siamo: gli inglesi dicono di qualcuno che è well travelled, ""ben viaggiato"". Tu fai un viaggio, e il viaggio fa te. Vu""I viaggi ci rendono quello che siamo: gli inglesi dicono di qualcuno che è well travelled, ""ben viaggiato"". Tu fai un viaggio, e il viaggio fa te. Vuol dire che hai fatto esperienze, non sei un pivello, conosci il mondo. Una ricerca svizzera ha dimostrato che ricordiamo molto meglio i nostri viaggi di quello che abbiamo mangiato due giorni fa, e che almeno il dieci percento dei nostri ricordi sono di viaggio, mentre difficilmente avremo viaggiato il dieci percento del nostro tempo.""Libro letto per un progetto personale, offre tantissimi spunti interessanti sul viaggio e sul viaggiatore. Si vede che Bocconi riprende concetti già affrontati nelle sue opere precedenti (che a questo punto devo recuperare).Il pregio principale di Io, Altrove è che si tratta di un libro interattivo, che spinge il lettore a soffermarsi sui propri viaggi passati partendo dalle esperienze personali dell'autore. Mi è piaciuto il fatto di prendere il viaggio come un'avventura e non come un itinerario ben definito nei minimi dettagli. Certo, qui entra il gioco il carattere di ognuno, che una volta acquisito è difficile cambiare. A me piace programmare, ma in futuro vorrei comunque affrontare un viaggio senza idee precise, lasciandomi trascinare dai luoghi.""A volte un viaggio diventa un racconto perché è stato disastroso, e quindi indimenticabile. Se nel ritorno di Odisseo a Itaca fosse andato tutto liscio non avremmo avuto l'Odissea"".Il libro procede per gradi, analizzando - a volte in maniera un po' frettolosa - alcune caratteristiche imprescindibili del viaggio: con chi andare, dove andare, i sensi del viaggio, viaggi spirituali e iniziatici, le occasioni perdute, il viaggiatore malinconico, ecc.Mi ha fatto riflettere molto su quello che prova il viaggiatore curioso, quello che parte da casa perché vuole conoscere l'altro (o l'altrove, appunto, come da titolo). L'incontro con il diverso è il punto focale dei viaggi più memorabili di Bocconi: l'India, che ritorna spesso, è vista come il punto di svolta per la sua generazione, entrata a gamba tesa negli anni '70 appena ventenne. ""[...] voglio andare in India, perché non vieni con me? Già, perché non vengo? Mi disse di aspettare una settimana, vendette la Kawasaki e partimmo in inverno in treno: Lucca, Firenze, Venezia, Turchia, Persia, Afghanistan in autobus, Pakistan e finalmente l'India: non cercavamo guru o illuminazioni, ma dopo nulla fu come prima. C'era un mondo, fuori dalle mura della sonnolenta Lucca.""Bocconi è anche uno di quei viaggiatori che ama il mondo tanto quanto casa sua. Mi piacciono queste persone, più dei nomadi digitali: anche io visiterei volentieri ogni centimetro di questo fazzolettino che chiamiamo Terra, ma finito il viaggio vorrei tornare a casa:""L'uomo capisce che il tesoro è nel suo giardino"".Durante la lettura ci si imbatte in alcuni aneddoti divertenti che vengono direttamente dai familiari di Bocconi: la moglie, che differenzia ciò che era per lei il viaggio da figlia rispetto a quello vissuto in veste di madre, ma anche il figlio Tommaso, che si imbatte in un ""piccolo ostacolo"" durante il suo primo viaggio all'estero da solo.Molto bella anche la parte sui ritorni. I luoghi che abbiamo già visitato si dividono in due tipologie diverse: quelli che sono cambiati, e in peggio - incapaci quindi di comunicarci quella magia che ci aveva pervaso durante le visite precedenti; e i luoghi che rimangono sospesi nel tempo, immersi nella loro bolla di tradizione, che ogni anno ci lanciano un richiamo troppo forte da ignorare.""Scrivo queste righe su un tavolo del boschetto, guardando il mare. Ci sono quattro ragazze giovani a un tavolo, non sanno che sono in trappola, torneranno per decenni. Lo capisco: chi torna vuole lo stesso tavolo, lo stesso mare, la stessa vista, le stesse poltrone dei bei salotti. Conforta vedere che qui le cose vanno lente.""Consiglio questa lettura a chi piace viaggiare e vuole capire di più su cosa significa questo continuo ""andare"", la voglia di scoprire il mondo, la sete di ""nuovo"" che ci attanaglia quando siamo rinchiusi nella nostra ruotine quotidiana. ""Eppure è proprio questa stimolazione dei sensi che ci fa sentire più vivi in viaggio, più vivi perché siamo più attenti, più disposti a sorprenderci, più presenti, più in contatto col mondo invece del solito perdersi nei nostri pensieri, separati da tutto. Occorre rallentare, occorre aprirsi, occorre trovare le parole.""...more",Notes are private!,0,3,1,"Apr 22, 2021","Apr 24, 2021","Apr 22, 2021",,Paperback,view (with text),/book/show/57822428-io-altrove-quando-il-viaggio-diventa-scrittura-di-s
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parlarne tra amici,"Rooney, Sally*",8806232363,9788806232368,8806232363,304        pp,3.76,"474,025","May 25, 2017","Feb 13, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Ero gentile con gli altri? Difficile dirlo. Temevo che se mai mi fossi rivelata provvista di personalità, non sarebbe stata una personalità gentil""Ero gentile con gli altri? Difficile dirlo. Temevo che se mai mi fossi rivelata provvista di personalità, non sarebbe stata una personalità gentile. E se fosse stato un timore dettato dal fatto che in quanto donna mi sentivo costretta ad anteporre ai miei i bisogni degli altri? E se «gentilezza» non fosse stato che un sinonimo di sottomissione di fronte al conflitto? Era di questo genere di cose che scrivevo nel mio diario di adolescente: in quanto femminista ho il diritto di non voler bene a nessuno.""Un libro difficile da interpretare. Senza dubbio un'opera prima notevole di un'autrice molto promettente. Nelle sue pagine non ho solo rivisto la mia amata Dublino, ma ho colto anche un ritratto - parziale o meno - di una generazione spesso ignorata dalla narrativa contemporanea.In questo romanzo si intrecciano le vite di quattro personaggi, ma tutto è filtrato dal punto di vista di Frances, la protagonista. Lo stile è asciutto e l'assenza di punteggiatura nei dialoghi, uniti al racconto in prima persona, ne fanno una lettura molto veloce. Si arriva alla fine senza sapere bene cosa pensare di Frances o della storia in generale, forse perché appare più come uno spaccato realistico di una vita privata che una favola romanzata come ci si poteva aspettare. Parlarne tra amici ha il pregio di essere crudo, almeno per quanto riguarda i sentimenti: non fa sconti al lettore perché i personaggi parlano, pensano e si muovono come persone reali, con le loro gelosie, i loro rancori e le loro diffidenze. ""È strano conoscere qualcuno solo superficialmente, ha detto, e più tardi scoprire che passa il tempo a osservare le cose. Ti dici, Dio, cos'avrà notato di me?""Frances ha ventuno anni, è una poetessa e cerca di muoversi in un ambiente intellettuale, una persona che noi oggi definiremmo un po' ""radical chic"". In questo contesto incontra Nick, anni trentadue, sposato. La trama può trarre in inganno: il romanzo riesce davvero a dare voce a molti dei dubbi, delle ansie e delle paranoie che attanagliano il cervello di un ventunenne. Sally Rooney lo fa a modo suo: tramite la conversazione, ""parlarne tra amici"", appunto, mostrandoci anche e soprattutto l'importanza delle parole in una relazione. Almeno io l'ho inteso così.Questo libro si colloca un po' a metà tra la generazione pre-whatsapp e la generazione Z. Io, come l'autrice, sono nato negli anni '90 e mi sento un po' tirato dall'una e dall'altra parte. Piacerà a chi si riconosce in questa generazione un po' persa, che fa fatica a esprimere i propri sentimenti e che spesso si ritrova sballottata di qua e di là da emozioni contrastanti.""In quell'istante li ho amati entrambi a tal punto che avrei voluto comparire al loro cospetto come un fantasma benevolo e aspergere le loro vite di benedizioni. Grazie, avrei voluto dire. Grazie a tutti e due. Ormai siete la mia famiglia""....more",Notes are private!,0,5,1,"Apr 18, 2021","Apr 22, 2021","Apr 18, 2021",,Hardcover,view (with text),/book/show/38355463-parlarne-tra-amici
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strade blu,"Heat-Moon, William Least",8806181564,9788806181567,8806181564,510        pp,4.03,"24,033",1982,2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""In fin dei conti che cosa sono le strade blu se non l'opportunità di osservare l'ignoto nella speranza che l'ignoto restituisca lo sguardo?""Dopo ""In fin dei conti che cosa sono le strade blu se non l'opportunità di osservare l'ignoto nella speranza che l'ignoto restituisca lo sguardo?""Dopo quasi un mese di lettura concludo finalmente uno dei più celebri libri di viaggio. Il racconto di William Least Heat-Moon si snoda per 500 pagine, e richiede pertanto una predisposizione d'animo particolare per essere affrontato. Oltre, ovviamente, a tanta pazienza.Strade Blu è un libro magnifico, che tuttavia riesce comunque a farsi detestare profondamente. Credo che il problema sia principalmente mio - o meglio, degli USA. Purtroppo l'America non ha quella varietà culturale che potrebbe avere l'Europa o ancora, più in piccolo, la nostra Italia. Questo è un aspetto che sfortunatamente rende la lettura talvolta ripetitiva e ridondante, facendo desiderare al lettore di saltare pagine e pagine. Fatta questa premessa, Strade Blu appare come uno dei racconti più dettagliati e introspettivi sull'America rurale. Il titolo prende il nome dalle strade secondarie degli Stati Uniti, che si contrappongono quindi alle ""strade rosse"", ovvero le autostrade. Percorrere le strade blu permette a Heat-Moon di cogliere l'essenza di un America che non conosciamo, quella lontana dalle grandi città e dalle metropoli.""Lì la terra, per dimostrare la sua immensità, si spogliava di tutto. Gertrude Stein ha osservato: «Negli Stati Uniti ci sono più spazi dove non c'è nessuno che spazi dove c'è qualcuno. Ed è questo che rende l'America ciò che è». Le nude distese e le miglia di strade deserte del West costringono chi viaggia da solo a prestar loro attenzione isolandolo da ogni altra cosa. L'esuberanza di terra sostituisce al senso dell'io un senso del luogo perché il viaggiatore, dopo giorni e giorni passati con se stesso, è stanco del proprio piccolo mondo e guarda con sollievo alla vastità che si apre all'esterno, a quell'immensità che cattura lo sguardo non solo per le sue dimensioni, ma per l'età, la diversità e i suoi mutamenti perpetui. Spazi così enormi da farci sentire isolati rivelano ciò che resta invisibile in luoghi maggiormente abitati e pieni di attività e rumori. A me quella vista rivelava una cosa, e una soltanto: la disperazione di un uomo che scopre quanto siano esigui e ridicoli i propri limiti.""L'autore parte per il suo viaggio dopo un divorzio e in seguito alla perdita del lavoro. Viaggerà in un van chiamato Ghost Dancing e percorrerà oltre 13.000 miglia. Nessuna meta precisa, soltanto la genuina curiosità di un viaggiatore. Heat-Moon cerca i paesini sperduti sulla mappa, è attirato dai nomi improbabili ed è sempre pronto ad ascoltare le storie delle persone che incontra, al di là della loro provenienza sociale. Tra i miei episodi preferiti rientrano sicuramente la notte trascorsa in un monastero battista del sud e l'incontro con l'autostoppista Arthur O. Bakke.Il modo in cui Heat-Moon affronta il viaggio mi piace proprio perché non c'è pianificazione. È il viaggio a condurre il viaggiatore e non viceversa. L'incontro con l'altro è una conseguenza diretta dell'improvvisazione. Questo permette di costruire un ritratto più autentico delle persone che vivono negli States, un ritratto ben diverso da quello che potrebbe uscirne dall'ennesimo romanzo ambientato a New York.""Secondo Heat Moon (il padre, ndr) - convinto che il viaggiatore distratto perda tutti i benefici che può trarre dal viaggio - l’uomo diventa la propria attenzione perché l’osservazione e la curiosità lo plasmano e lo riplasmano continuamente. [...]Forse il viaggio, tramite l’osservazione di ciò ch’è ovvio e ordinario, può essere una terapia, un mezzo per far sì che l’occhio esterno apra l’occhio interno. I vecchi segnali presso gli attraversamenti incustoditi dei binari ammonivano: FERMATI, GUARDA, ASCOLTA. È ciò che Whitman ha definito “il profondo insegnamento della ricezione”.""Strade Blu lo consiglio a chiunque ami viaggiare. Bisogna però ricordarsi che leggere di un viaggio e viverlo sono due cose ben distinte. A volte leggere il viaggio di Heat-Moon è difficile e frustrante. Ma sono sicuro che per lui, viverlo, sia stato un'emozione continua, un'altalena di sentimenti positivi e negativi che l'hanno comunque arricchito tantissimo.""Mi trovavo in uno dei luoghi geografici più strani che avessi mai visto, un luogo al di là di ogni immaginazione. Cos'è che in noi giace a lungo ignorato per emergere un giorno improvviso facendoci spaziare in nuovi territori dell'occhio, in nuove regioni della mente, in recessi neppure sognati? Forse è qualcosa di simile a quelle forze vitali che, racchiuse in spore sepolte per anni sotto l'asfalto, un giorno, senza che nulla al mondo le possa fermare, fanno emergere un tenero fungo proprio in mezzo alla strada.""...more",Notes are private!,0,5,1,"Mar 18, 2021","Apr 12, 2021","Mar 18, 2021",,Paperback,view (with text),/book/show/9688429-strade-blu
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anathem, vol. 1: Il pellegrino","Stephenson, Neal*",8817041173,9788817041171,8817041173,643        pp,3.92,156,"Sep 09, 2008","Jun 07, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Uno dei più bei libri di fantascienza che abbia mai letto.,Notes are private!,0,0,1,"Sep 29, 2021","Dec 27, 2021","Mar 18, 2021",,Hardcover,view (with text),/book/show/9712117-anathem-vol-1
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Così si perde la guerra del tempo,"El-Mohtar, Amal*",8804729821,9788804729822,8804729821,216        pp,3.91,"205,618","Jul 16, 2019","Oct 27, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Mi hai seguita come una sinfonia, e spero non ti dispiaccia se sono orgogliosa di un tradimento così splendido"".Prima ancora di cimentarmi con la""Mi hai seguita come una sinfonia, e spero non ti dispiaccia se sono orgogliosa di un tradimento così splendido"".Prima ancora di cimentarmi con la lettura di questo romanzo breve a quattro mani, avevo già capito di trovarmi davanti a uno di quei libri che suscitano sensazioni molto contrastanti. Così come ho letto pareri molto entusiasti, ne ho letti altri altrettanto negativi.Io mi colloco un po' nel mezzo, anche se tendo più al no che al sì. Se si accetta che questo non è un racconto di fantascienza - e io lo avevo già accettato prima di iniziare -, allora questo libro si pone essenzialmente come storia d'amore. Qual è il problema, quindi? Il problema è che a me non è piaciuto granché neanche come romance.Parliamoci chiaro, il libro è scritto benissimo. Prendendolo solo come un esercizio stilistico, è un piccolo gioiellino. Non per niente i due autori sono entrambi docenti di scrittura creativa. ""Siamo piantati, cresciamo, germogliamo e sbocciamo insieme; pervadiamo il Giardino; il Giardino si propaga in noi. Ma al Giardino non piacciono le parole. Le parole sono astrazione, una frattura nel verde; le parole sono schemi come i recinti e i fossati. Le parole fanno male. Posso nascondermi nelle parole finché le dissemino nel mio corpo; leggere le tue lettere è come cogliere fiori da dentro me stessa, prendere un bocciolo qui, una felce lì, sistemarli e risistemarli perché facciano un bell'effetto in una stanza luminosa.""Rossa e Blu sono le protagoniste di questa storia. Entrambe sono due agenti che viaggiano nel tempo e in universi paralleli per combattersi a vicenda. O meglio, per svolgere i compiti che vengono assegnati loro da due entità rivali: l'Agenzia e il Giardino. Attraverso una serie di lettere, Rossa e Blu entrano in contatto e inizieranno a scriversi, facendo attenzione a non farsi scoprire. Di fronte a una trama così semplice, quindi, mi aspettavo una storia travolgente, di quelle che ti fanno emozionare e ti catturano fino all'ultima pagina, divorato dall'ansia per la sorte dei personaggi.Per me, invece, lo scambio epistolare tra Rossa e Blu, così come la loro relazione - più platonica che fisica - non ha detto nulla. Le belle parole e le frasi intrise di poesia si sono infrante contro l'incapacità di vedere quello che stavo leggendo. E non parlo della cornice sci-fi, quella non me l'aspettavo, parlo proprio dei sentimenti delle protagoniste: non ho sentito nulla perché, secondo me, i loro tratti erano troppo fumosi, così come l'ambiente dove si muovevano. Non sono quindi riuscito a localizzarle nella mia mente e ad empatizzare con loro.""Ti amo. Se sei arrivata fin qui, non ho altro da dire. Ti amo e ti amo e ti amo, nei campi di battaglia, nelle ombre, nell'inchiostro che scompare, sul ghiaccio freddo macchiato di sangue di foca. Negli anelli degli alberi. Nelle macerie di un pianeta che si sbriciola nello spazio. Nell'acqua che bolle. Nei pungiglioni d'ape e nelle ali di libellula, nelle stelle. Nei meandri dei boschi deserti in cui vagavo in gioventù, guardando in alto, e anche allora mi osservavi. Sei scivolata all'indietro nella mia vita e ti conosco da prima di conoscerti.""Qualcuno ha scritto che questo libro è come un'unica lunga poesia: un po' è vero, ed è per questo che lo salvo. Il mio limite è concettuale: non ho visto ciò che leggevo, forse per la brevità del racconto, forse per la carenza di episodi - anche nello scambio epistolare - forse per il contesto sci-fi poco chiaro e il worldbuilding assente. Ho visto che qualcuno l'ha letto prima in inglese e poi anche in italiano: ecco, io tra qualche settimana me ne sarò dimenticato completamente, e alla domanda ""lo consiglieresti?"" non saprei proprio cosa rispondere. ""Mi hai chiesto di dire la verità. L'ho fatto. Cosa voglio? Conoscenza. Scambio. Vittoria. Un gioco: nascondere e scoprire. Sei un'avversaria sveglia, Blu. Fingi di essere in svantaggio. Controlli tu la partita. Se dobbiamo farci la guerra, tanto vale intrattenerci a vicenda. Altrimenti perché all'inizio mi hai provocata?""Insomma, non posso dire che mi sia piaciuto. Ma nemmeno dispiaciuto. Diciamo che quest'anno ho già letto libri molto più belli e che questo si perde un po' nella sostanza, pur mantenendo una ""forma"" invidiabile. Sicuramente c'è chi lo adorerà (come confermano i commenti di tanti lettori)....more",Notes are private!,0,2,1,"Apr 13, 2021","Apr 17, 2021","Mar 10, 2021",,Paperback,view (with text),/book/show/55535461-cos-si-perde-la-guerra-del-tempo
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il tempo è un bastardo,"Egan, Jennifer*",8804717343,9788804717348,8804717343,360        pp,3.69,"226,772","Jun 08, 2010",Jan 2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"«Io non capisco, Jules» disse Stephanie. «Non capisco cosa ti è successo.»Jules continuò a fissare lo skyline luccicante di Lower Manhattan come se«Io non capisco, Jules» disse Stephanie. «Non capisco cosa ti è successo.»Jules continuò a fissare lo skyline luccicante di Lower Manhattan come se niente fosse. «Sono come l'America» disse poi.Stephanie si voltò di scatto, spaventata «Ma che dici?» gli chiese. «Le medicine le stai prendendo?»«Abbiamo le mani sporche» disse Jules.Inutile nascondere che nutrivo grandi aspettative per questo romanzo, premio Pulitzer nel 2011. Di solito io e gli statunitensi ci intendiamo a bomba, soprattutto se tendono verso il post-modernismo. Quello che posso dire senza tanti giri di parole è che A Visit from the Goon Squad è un ottimo libro, scritto splendidamente, con molti spunti interessanti e in un certo senso anche coraggioso. Ma arrivato all'ultima pagina non ho provato grandi sentimenti. Mi ha lasciato un po' interdetto, ecco. Come un bellissimo guscio vuoto.I 13 racconti sono tutti molto belli, hanno un buon ritmo e in generale sono molto piacevoli da leggere. I personaggi sono tutti collegati, anche se in modo forse un po' superficiale. Come da traduzione italiana, tutto ruota attorno allo scorrere del tempo. Ma sapete cosa vi dico? Nel 1940 un tizio di nome Dino Buzzati ha scritto un libricino dal titolo Il Deserto dei Tartari. E pensate un po', parla proprio dello scorrere del tempo, delle occasioni mancate e di come il punto di vista sulla vita di ognuno di noi cambi insieme alla ""fuga del tempo"". Ma se Il Deserto dei Tartari è innegabilmente un capolavoro della narrativa italiana, Il Tempo è un Bastardo appare più come un esercizio stilistico di una scrittrice molto talentuosa e un po' annoiata.""Ecco in cosa ho investito tutto quel tempo. Un uomo che ritrovo vecchio, una casa che ritrovo vuota. È più forte di me, comincio a piangere.""Durante la lettura mi è capitato di avere l'impressione che Jennifer Egan abbia preso lo spunto per la storia da un'idea qualsiasi - un produttore discografico un po' eccentrico, una segretaria cleptomane - e poi ci abbia costruito attorno un contesto, un po' fumoso, che ruota intorno allo scorrere del tempo e gli effetti che questo normalissimo processo esistenziale ha sui personaggi dei vari capitoli. Non solo, a volte mi è sembrato anche che i personaggi fossero un po' tutti uguali e che pensassero e parlassero allo stesso modo. ""La pausa ti fa pensare che la canzone sia finita. Invece scopri che non è finita, e per te è un sollievo. Poi però la canzone finisce davvero, perché tutte le canzoni finiscono, ovviamente, e STAVOLTA. LA. FINE. È. VERA.""Generalmente questo libro piace molto, quindi non mi sento di sconsigliarvelo. Anche per me è stata una lettura tutto sommato piacevole. Non riesco comunque a togliermi di dosso la sensazione che tra un mese non mi ricorderò neanche più di cosa parli....more",Notes are private!,0,5,1,"Mar 08, 2021","Mar 18, 2021","Mar 08, 2021",,Paperback,view (with text),/book/show/49235388-il-tempo-un-bastardo
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il mio anno di riposo e oblio,"Moshfegh, Ottessa",,,B07P91Y99V,231        pp,3.64,"394,943","Jul 10, 2018","May 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2021",,Kindle Edition,view,/book/show/46126661-il-mio-anno-di-riposo-e-oblio
