,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,karen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
836,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Exiles        (Aaron Falk, #3)","Harper, Jane*",1250235359,9781250235350,1250235359,356        pp,4.05,"57,346","Sep 20, 2022","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2022",,Hardcover,view,/book/show/60784359-exiles
837,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lesson in Vengeance,"Lee, Victoria*",059330585X,9780593305850,059330585X,384        pp,3.56,"19,679","Aug 03, 2021","Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2022",,Paperback,view,/book/show/56355652-a-lesson-in-vengeance
838,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nice Girls,"Dang, Catherine*",0063027569,9780063027565,0063027569,352        pp,3.14,"5,152","Sep 14, 2021","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2022",,Paperback,view,/book/show/59947669-nice-girls
839,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woods Are Always Watching,"Perkins, Stephanie*",0142424994,9780142424995,0142424994,240        pp,3.07,"9,707","Aug 31, 2021","Jul 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2022",,Paperback,view,/book/show/60323262-the-woods-are-always-watching
840,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold People,"Smith, Tom Rob",1982198400,9781982198404,1982198400,368        pp,3.52,"3,632","Jan 19, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2022",,Hardcover,view,/book/show/61273860-cold-people
841,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where Darkness Blooms,"Hannah, Andrea*",125084262X,9781250842626,125084262X,320        pp,3.48,"1,752","Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2022",,Hardcover,view,/book/show/60784586-where-darkness-blooms
842,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Salt Grows Heavy,"Khaw, Cassandra*",1250830915,9781250830913,1250830915,106        pp,3.61,"14,007","May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,"Jan 29, 2023","Jul 25, 2022",,Hardcover,view,/book/show/61884779-the-salt-grows-heavy
843,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arch-Conspirator,"Roth, Veronica*",1250855462,9781250855466,1250855462,112        pp,3.43,"4,736","Feb 21, 2023","Feb 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 29, 2022","Dec 29, 2022","Jul 25, 2022",,Hardcover,view,/book/show/60795459-arch-conspirator
844,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crane Husband,"Barnhill, Kelly*",1250850975,9781250850973,1250850975,118        pp,3.89,"5,963","Feb 28, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 25, 2022",,Hardcover,view,/book/show/60784308-the-crane-husband
845,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sinister Booksellers of Bath        (Left-Handed Booksellers of London, #2)","Nix, Garth*",,,B09NHTSWC4,416        pp,4.06,"5,065","Mar 21, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2022",,Kindle Edition,view,/book/show/59849682-the-sinister-booksellers-of-bath
846,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House with Good Bones,"Kingfisher, T.",1250829798,9781250829795,1250829798,247        pp,3.70,"32,530","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,[image]HAPPY HALLOWEEKEND!!!,Notes are private!,0,98,1,"Oct 28, 2022","Oct 31, 2022","Jul 25, 2022",,Hardcover,view (with text),/book/show/60784409-a-house-with-good-bones
847,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Untethered Sky,"Lee, Fonda*",1250842468,9781250842466,1250842468,152        pp,3.90,"7,504","Apr 11, 2023","Apr 11, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 12, 2023","Jul 25, 2022",,Hardcover,view,/book/show/60784305-untethered-sky
848,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Witch King,"Wells, Martha*",,,B0B9KVV7JH,424        pp,3.72,"15,136","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2022",,Kindle Edition,view,/book/show/57861689-witch-king
849,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Camp Damascus,"Tingle, Chuck*",1250874629,9781250874627,1250874629,246        pp,3.97,"10,309","Jul 18, 2023","Jul 18, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"AND THIS IS HOW YOU RING IN PRIDE, BUCKAROOS!!! hooray to nightfire for mainstreaming sir tingle for the poor uninitiated masses and hooray to tingle AND THIS IS HOW YOU RING IN PRIDE, BUCKAROOS!!! hooray to nightfire for mainstreaming sir tingle for the poor uninitiated masses and hooray to tingle for spreading his wings and hooray to meeeee for stopping by what used to be my playground!...more",Notes are private!,0,178,1,Jun 2023,"Jun 18, 2023","Jul 25, 2022",,Hardcover,view (with text),/book/show/61884782-camp-damascus
850,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hey, Bruce!: An Interactive Book","Higgins, Ryan T.*",1368084117,9781368084116,1368084117,48        pp,4.23,656,"Sep 20, 2022","Sep 20, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,"Jul 23, 2022not set","Jul 23, 2022",,Hardcover,view,/book/show/59568519-hey-bruce
851,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ballad of Songbirds and Snakes        (The Hunger Games, #0)","Collins, Suzanne",1338635174,9781338635171,1338635174,520        pp,3.95,"751,764","May 19, 2020","May 19, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"fulfilling my 2022 vow to read more YA/finish series i have started and left unfinishedday 2 of my ""i have covid readathon."" looks like i liked this bfulfilling my 2022 vow to read more YA/finish series i have started and left unfinishedday 2 of my ""i have covid readathon."" looks like i liked this book more than most people did. have i lost my aesthetic taste along with my literal taste? when i'm feeling up to it, i will try to get to the bottom of it! [image]...more",Notes are private!,0,20,1,not set,"Jul 19, 2022","Jul 23, 2022",,Hardcover,view (with text),/book/show/50794839-the-ballad-of-songbirds-and-snakes
852,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Peak,"Frost, Ronan",1250130085,9781250130082,1250130085,336        pp,3.53,81,"Apr 09, 2019","May 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2022",,Hardcover,view,/book/show/39863417-white-peak
853,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fever Dream,"Schweblin, Samanta",0399184600,9780399184604,0399184600,184        pp,3.73,"39,582","Oct 02, 2014","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2022",,Paperback,view,/book/show/37702744-fever-dream
854,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wish You Were Gone,"Scott, Kieran*",1982153997,9781982153991,1982153997,368        pp,3.75,"4,507","Feb 22, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2022",,Paperback,view,/book/show/59494067-wish-you-were-gone
855,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twenty Years Later,"Donlea, Charlie*",1496742710,9781496742711,1496742710,432        pp,4.23,"100,644","Dec 28, 2021","Dec 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2022",,Paperback,view,/book/show/61301763-twenty-years-later
856,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Across the Sand        (The Sand Chronicles, #2)","Howey, Hugh*",0358670454,9780358670452,0358670454,400        pp,4.05,"3,516","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 14, 2022",,Hardcover,view,/book/show/60012508-across-the-sand
857,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boy and the Dog,"Hase, Seishū",0593300416,9780593300411,0593300416,320        pp,4.01,"3,724",May 2020,"Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 14, 2022",,Hardcover,view,/book/show/60279800-the-boy-and-the-dog
858,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,101 Things® to Do with a Bundt® Pan,"Hartin, Jenny",,,B07TV9RHTY,130        pp,4.36,14,unknown,"Aug 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2022",,Kindle Edition,view,/book/show/52220140-101-things-to-do-with-a-bundt-pan
859,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Savory Dinner Pies: More than 80 Delicious Recipes from Around the World,"Haedrich, Ken*",0760373590,9780760373590,0760373590,224        pp,4.22,77,"Jan 18, 2022","Jan 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2022",,Paperback,view,/book/show/57941284-savory-dinner-pies
860,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What's for Dessert: Simple Recipes for Dessert People: A Baking Book,"Saffitz, Claire",1984826999,,B09WZSRWGJ,364        pp,4.30,970,"Nov 08, 2022","Nov 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2022",,Kindle Edition,view,/book/show/60863607-what-s-for-dessert
861,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Up All Night,"Silverman, Laura*",1643752634,9781643752631,1643752634,352        pp,3.55,"1,057","Jul 13, 2021","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2022",,Paperback,view,/book/show/58328457-up-all-night
862,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Foul Lady Fortune        (Foul Lady Fortune, #1)","Gong, Chloe*",1665905581,9781665905589,1665905581,528        pp,4.26,"23,965","Sep 27, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2022",,Hardcover,view,/book/show/60138097-foul-lady-fortune
863,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Photographer,"Carter, Mary Dixie*",1250790352,9781250790354,1250790352,304        pp,3.29,"5,292","May 25, 2021","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2022",,Paperback,view,/book/show/58724729-the-photographer
864,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meet Us by the Roaring Sea,"Kumarasamy, Akil*",0374177708,9780374177706,0374177708,304        pp,3.65,631,"Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2022",,Hardcover,view,/book/show/58772703-meet-us-by-the-roaring-sea
865,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half Gods,"Kumarasamy, Akil*",0374167672,9780374167677,0374167672,208        pp,3.86,798,"Jun 05, 2018","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2022",,Hardcover,view,/book/show/36348067-half-gods
866,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guild of Saint Cooper,"Scanlon, Shya*",1936873613,9781936873616,1936873613,415        pp,3.19,79,"Mar 17, 2015","May 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2022",,Paperback,view,/book/show/21535352-the-guild-of-saint-cooper
867,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saga #60,"Vaughan, Brian K.*",,,B0B1RL3HVB,31        pp,4.45,"1,200","Jul 06, 2022","Jul 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[image]ditto, ditto TK",Notes are private!,0,23,1,not set,"Jul 06, 2022","Jul 06, 2022",,Kindle Edition,view (with text),/book/show/61136981-saga-60
868,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lavender House        (Evander Mills, #1)","Rosen, Lev A.C.*",1250834228,9781250834225,1250834228,274        pp,3.89,"8,647","Oct 18, 2022","Oct 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 28, 2022","Nov 29, 2022","Jul 06, 2022",,Hardcover,view,/book/show/59808133-lavender-house
869,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Friends Like These,"McCreight, Kimberly*",0063061570,9780063061576,0063061570,320        pp,3.48,"9,104","Sep 07, 2021","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2022",,Paperback,view,/book/show/59678826-friends-like-these
870,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Deadly Education        (The Scholomance, #1)","Novik, Naomi*",0593128508,9780593128503,0593128508,319        pp,3.97,"168,316","Sep 29, 2020","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2022",,Paperback,view,/book/show/57640243-a-deadly-education
871,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Terra Nova,"Lazaridis, Henriette*",1639362428,9781639362424,1639362428,304        pp,4.03,263,"Dec 06, 2022","Dec 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2022",,Hardcover,view,/book/show/60320703-terra-nova
872,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Case of the Murderous Dr. Cream: The Hunt for a Victorian Era Serial Killer,"Jobb, Dean*",1643752502,9781643752501,1643752502,432        pp,3.63,"4,578","Jul 13, 2021","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2022",,Paperback,view,/book/show/58328445-the-case-of-the-murderous-dr-cream
873,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Run Time,"Howard, Catherine Ryan*",1982694688,9781982694685,1982694688,386        pp,3.43,"6,581","Aug 16, 2022","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2022",,Hardcover,view,/book/show/60235814-run-time
874,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Autodidacts,"Kendall, Thomas*",1952600189,9781952600180,1952600189,464        pp,4.26,38,unknown,"May 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2022",,Paperback,view,/book/show/61059994-the-autodidacts
875,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Malice House        (Malice Compendium, #1)","Shepherd, Megan*",1368089283,9781368089289,1368089283,384        pp,3.64,"3,535","Oct 04, 2022","Oct 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,"Jul 26, 2023","Jul 03, 2022",,Hardcover,view,/book/show/60382889-malice-house
876,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Eyes on Her,"Flynn, Laurie Elizabeth*",1250762839,9781250762832,1250762839,384        pp,3.71,"3,651","Aug 18, 2020","Mar 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2022",,Paperback,view,/book/show/57232092-all-eyes-on-her
877,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,India World®,"Gupta, Amit*",1250812542,9781250812544,,28        pp,3.13,53,"Jun 01, 2022","Jun 28, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jun 25, 2022","Jun 30, 2022",,ebook,view,/book/show/61271425-india-world
878,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fisted by a Fairy,"Layton, Cara",,,B008BW5YCI,13        pp,4.00,1,"Jun 14, 2012","Jun 14, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,fulfilling my goal to read one monsterotica a month in 2022.HAPPY PRIDE MONTH!!REVIEW TO COME!2022 monsterporn:JANUARY: BAKUFEBRUARY: Taken by the Scofulfilling my goal to read one monsterotica a month in 2022.HAPPY PRIDE MONTH!!REVIEW TO COME!2022 monsterporn:JANUARY: BAKUFEBRUARY: Taken by the ScorpionMARCH: Monsters Made Me Gay: Grim Reaper Group EncounterAPRIL: Filled by the ClownsMAY: The Physical Manifestation Of Wurdle Pounds My Butt As A Slightly Frustrating But Ultimately Rewarding And Meditative Daily Routinemonsterporn archives...more,Notes are private!,0,14,1,"Jun 30, 2022","Jun 30, 2022","Jun 30, 2022",,Kindle Edition,view (with text),/book/show/21191643-fisted-by-a-fairy
879,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witch in the Well,"Bruce, Camilla*",1250302099,9781250302090,1250302099,296        pp,3.03,"2,530","Sep 06, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2022",,Hardcover,view,/book/show/55077699-the-witch-in-the-well
880,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How To Find Your Way In The Dark        (Sheldon Horowitz, #1)","Miller, Derek B.*",0358697468,9780358697466,0358697468,368        pp,4.17,"2,153","Jul 27, 2021","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2022",,Paperback,view,/book/show/59351156-how-to-find-your-way-in-the-dark
881,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Make Paper When the World is Ending,"Woodburn, Dallas*",1646637038,9781646637034,1646637038,168        pp,4.16,63,unknown,"Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2022",,Paperback,view,/book/show/60853141-how-to-make-paper-when-the-world-is-ending
882,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One of Us Is Back        (One of Us Is Lying, #3)","McManus, Karen*",,,B0BKK7ZSMZ,368        pp,3.98,"39,601","Jul 25, 2023","Jul 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 23, 2022",,Kindle Edition,view,/book/show/57932307-one-of-us-is-back
883,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,48 States,"Davis, Evette*",,9798985813302,B09ZH5KGXW,242        pp,3.58,93,unknown,"Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2022",,Paperback,view,/book/show/61032338-48-states
884,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dr. Franklin's Island,"Halam, Ann",0440237815,9780440237815,0440237815,272        pp,3.93,"2,579","Jun 21, 2001","Oct 14, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2022",,Mass Market Paperback,view,/book/show/830367.Dr_Franklin_s_Island
885,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Appleseed,"Bell, Matt*",0063040158,9780063040151,0063040158,496        pp,3.57,"2,984","Jul 13, 2021","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2022",,Paperback,view,/book/show/57246007-appleseed
886,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rust in the Root,"Ireland, Justina*",0063038226,9780063038226,0063038226,448        pp,4.10,"1,752","Sep 20, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 20, 2022",,Hardcover,view,/book/show/59947670-rust-in-the-root
887,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Saw: A Thriller,"Hahn, Mary Downing*",0358414415,9780358414414,0358414415,208        pp,3.53,666,"Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Hardcover,view,/book/show/60017785-what-we-saw
888,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outside,"Jónasson, Ragnar*",1250833450,9781250833457,1250833450,352        pp,3.03,"4,569","Oct 14, 2021","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Hardcover,view,/book/show/58724965-outside
889,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Living and the Dead,"Campbell, Hayley*",1250281849,9781250281845,1250281849,288        pp,4.25,"8,902","Apr 12, 2022","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 20, 2022",,Hardcover,view,/book/show/58724737-all-the-living-and-the-dead
890,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sugar Street,"Dee, Jonathan",080216000X,9780802160003,080216000X,208        pp,3.52,"1,054","Sep 13, 2022","Sep 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Hardcover,view,/book/show/60430268-sugar-street
891,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All The Blood We Share,"Bruce, Camilla*",0593102592,9780593102596,0593102592,416        pp,3.53,"1,639","Nov 22, 2022","Nov 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Paperback,view,/book/show/60532103-all-the-blood-we-share
892,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Survive Everything,"Morrison, Ewan*",0063247321,9780063247321,0063247321,368        pp,3.32,853,"Mar 01, 2021","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Paperback,view,/book/show/60461935-how-to-survive-everything
893,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wintering Place,"McCarthy, Kevin",1324020482,9781324020486,1324020482,288        pp,3.99,166,"Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Hardcover,view,/book/show/60165413-the-wintering-place
894,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unfolding,"Homes, A.M.*",0735225354,9780735225350,0735225354,416        pp,3.37,"1,747","Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Hardcover,view,/book/show/60097799-the-unfolding
