,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Chris's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Widower's Notebook: A Memoir,"Santlofer, Jonathan",0143132490,9780143132493,0143132490,272        pp,3.96,603,"Jul 10, 2018","Jul 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2018",,Paperback,view,/book/show/36906101-the-widower-s-notebook
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Third Hotel,"Berg, Laura van den*",0374168350,9780374168353,0374168350,212        pp,3.22,"4,610","Aug 07, 2018","Aug 07, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2018",,Hardcover,view,/book/show/36348514-the-third-hotel
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Almost Everything: Notes on Hope,"Lamott, Anne*",0525537449,9780525537441,0525537449,208        pp,3.86,"12,897","Oct 16, 2018","Oct 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2018",,Hardcover,view,/book/show/39203790-almost-everything
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Achilles,"Miller, Madeline*",1408816032,9781408816035,1408816032,352        pp,4.33,"1,485,133","Sep 20, 2011","Sep 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2018",,Hardcover,view,/book/show/11250317-the-song-of-achilles
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",0316556343,9780316556347,0316556343,393        pp,4.24,"1,052,916","Apr 10, 2018","Apr 10, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 03, 2018","Jan 14, 2019","Aug 27, 2018",,Hardcover,view,/book/show/35959740-circe
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There There,"Orange, Tommy*",,,,294        pp,3.98,"181,638","Jun 05, 2018","Jun 05, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2019,"Aug 27, 2018",,Hardcover,view,/book/show/36692478-there-there
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overstory,"Powers, Richard",039363552X,9780393635522,039363552X,502        pp,4.12,"159,527","Apr 03, 2018","Apr 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2018",,Hardcover,view,/book/show/35187203-the-overstory
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Early Work,"Martin, Andrew*",0374146128,9780374146122,0374146128,240        pp,3.48,"2,694","Jul 10, 2018","Jul 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2018",,Hardcover,view,/book/show/36263594-early-work
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Two Sisters: A Father, His Daughters, and Their Journey into the Syrian Jihad","Seierstad, Åsne",0374279675,9780374279677,0374279675,432        pp,4.21,"6,327",2016,"Apr 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2018",,Hardcover,view,/book/show/35259571-two-sisters
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Histoire de la violence,"Louis, Édouard",2021177785,9782021177787,2021177785,240        pp,3.77,"8,974","Jan 07, 2016","Jan 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2018",,Paperback,view,/book/show/28191911-histoire-de-la-violence
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flights,"Tokarczuk, Olga",0525534199,9780525534198,0525534199,416        pp,3.76,"31,039",Sep 2007,"Aug 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2018",,Hardcover,view,/book/show/36885304-flights
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outline,"Cusk, Rachel",,,,256        pp,3.68,"52,267","Sep 14, 2014","Feb 09, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 27, 2018",Sep 2018,"Aug 27, 2018",,Paperback,view,/book/show/25663539-outline
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How God Became King: The Forgotten Story of the Gospels,"Wright, N.T.",0061730572,9780061730573,0061730572,282        pp,4.26,"3,077","Mar 13, 2012","Mar 13, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2018",,Hardcover,view,/book/show/12968770-how-god-became-king
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Charlie and the Great Glass Elevator        (Charlie Bucket, #2)","Dahl, Roald",0142404128,9780142404126,0142404128,159        pp,3.68,"111,468",1972,"May 05, 2005",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"No doubt, a conceptual exploration in sabotaging the legacy of a masterpiece. Caddyshack 2 was a better sequel.",Notes are private!,0,0,1,not set,not set,"Aug 10, 2018",,Paperback,view (with text),/book/show/6687.Charlie_and_the_Great_Glass_Elevator
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Charlie and the Chocolate Factory        (Charlie Bucket, #1)","Dahl, Roald",0141301155,9780141301150,0141301155,155        pp,4.16,"851,390","Jan 17, 1964","Jun 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 10, 2018",,Paperback,view,/book/show/232187.Charlie_and_the_Chocolate_Factory
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wild Robot        (The Wild Robot, #1)","Brown, Peter",0316381993,9780316381994,0316381993,279        pp,4.11,"59,098","Apr 05, 2016","Apr 05, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 10, 2018",,Hardcover,view,/book/show/26030734-the-wild-robot
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of Eddy,"Louis, Édouard",0374266654,9780374266653,0374266654,208        pp,3.92,"28,361","Jan 02, 2014","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2018",,Hardcover,view,/book/show/31574750-the-end-of-eddy
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Marriage,"Jones, Tayari*",1616201347,9781616201340,1616201347,308        pp,3.94,"358,695","Jan 29, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2018",,Hardcover,view,/book/show/33590210-an-american-marriage
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Music Shop,"Joyce, Rachel",,,,306        pp,3.84,"31,092","Jul 13, 2017","Jan 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2018",,Hardcover,view,/book/show/26854212-the-music-shop
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exit West,"Hamid, Mohsin",0735212171,9780735212176,0735212171,231        pp,3.75,"138,455","Mar 07, 2017","Mar 07, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Apr 05, 2018",,Hardcover,view,/book/show/30688435-exit-west
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Afterlives,"Pierce, Thomas",1594632537,9781594632532,1594632537,384        pp,3.52,"1,912","Jan 08, 2018","Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2018",,Hardcover,view,/book/show/35172505-the-afterlives
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",,,,352        pp,4.47,"1,525,836","Feb 20, 2018","Feb 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2018",,Hardcover,view,/book/show/35133922-educated
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"Grann, David*",0385534256,9780385534253,,359        pp,4.15,"340,211","Apr 18, 2017","Apr 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2018",,ebook,view,/book/show/29496076-killers-of-the-flower-moon
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Leavers,"Ko, Lisa*",1616206888,9781616206888,1616206888,396        pp,3.89,"47,127","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2018",,Hardcover,view,/book/show/30753987-the-leavers
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Argonauts,"Nelson, Maggie",1555977073,9781555977078,1555977073,160        pp,4.02,"48,696","May 05, 2015","May 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2018",,Hardcover,view,/book/show/22929741-the-argonauts
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elmet,"Mozley, Fiona",1473660548,9781473660540,1473660548,311        pp,3.79,"14,349","Aug 10, 2017","Aug 10, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Feb 2018,Apr 2018,"Feb 13, 2018",,Paperback,view,/book/show/35711376-elmet
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power,"Alderman, Naomi*",0670919985,9780670919987,0670919985,341        pp,3.76,"230,132","Oct 27, 2016","Oct 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2017",,Hardcover,view,/book/show/29751398-the-power
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Answers,"Lacey, Catherine*",0374100268,9780374100261,0374100268,304        pp,3.28,"5,622","Jun 06, 2017","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2017",,Hardcover,view,/book/show/29939084-the-answers
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Noise of Time,"Barnes, Julian",1910702609,9781910702604,1910702609,184        pp,3.75,"24,546","Jan 28, 2016","Jan 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2017",,Hardcover,view,/book/show/25912206-the-noise-of-time
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lonely Hearts Hotel,"O'Neill, Heather*",0735213739,9780735213739,0735213739,391        pp,3.80,"18,652","Feb 07, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2017",,Hardcover,view,/book/show/30201327-the-lonely-hearts-hotel
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forensic Records Society,"Mills, Magnus",1632868164,9781632868169,1632868164,192        pp,3.55,952,2017,"Jul 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2017",,Hardcover,view,/book/show/31450762-the-forensic-records-society
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Borne        (Borne, #1)","VanderMeer, Jeff*",0374115249,9780374115241,0374115249,323        pp,3.94,"36,209","Apr 25, 2017","Apr 25, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 02, 2017","Feb 11, 2018","Nov 02, 2017",,Hardcover,view,/book/show/31451186-borne
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zusya on the Roof,"Krauss, Nicole",,,,19        pp,3.77,71,"Jan 01, 2013","Feb 04, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2017",,ebook,view,/book/show/17568345-zusya-on-the-roof
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Arrangement of Light,"Krauss, Nicole",,,B008Z5WURS,21        pp,3.39,357,"Aug 16, 2012","Aug 16, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2017",,Kindle Edition,view,/book/show/19401484-an-arrangement-of-light
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forest Dark,"Krauss, Nicole",0062431013,9780062431011,,304        pp,3.08,"7,320",Aug 2017,"Sep 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2017",,ebook,view,/book/show/33544874-forest-dark
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sunset Limited,"McCarthy, Cormac",0307278360,9780307278364,0307278360,143        pp,3.98,"11,631","Oct 24, 2006","Oct 24, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2017",,Paperback,view,/book/show/12496.The_Sunset_Limited
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Abandoned America: The Age of Consequences        (Jonglez photo books),Matthew Christopher*,2361950944,9782361950941,2361950944,240        pp,4.39,271,"Nov 07, 2014","Dec 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2017",,Hardcover,view,/book/show/23230834-abandoned-america
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spaceman of Bohemia,"Kalfar, Jaroslav*",0316273430,9780316273435,0316273430,277        pp,3.81,"5,551","Mar 07, 2017","Mar 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 29, 2017",Jun 2017,"Apr 25, 2017",,Hardcover,view,/book/show/29567845-spaceman-of-bohemia
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American War,"El Akkad, Omar*",,,,333        pp,3.80,"38,355","Apr 04, 2017","Apr 04, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 25, 2017",,Hardcover,view,/book/show/32283423-american-war
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Between Days The Cure in photographs 1982-2005,"Sheehan, Tom",0992836689,9780992836689,0992836689,240        pp,4.29,21,unknown,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2017",,Hardcover,view,/book/show/33825612-in-between-days-the-cure-in-photographs-1982-2005
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hag-Seed,"Atwood, Margaret*",0804141312,9780804141314,0804141312,320        pp,3.81,"36,488","Oct 06, 2016","May 16, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2017",,Paperback,view,/book/show/34002214-hag-seed
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anything Is Possible,"Strout, Elizabeth*",,,,274        pp,3.78,"66,301","Apr 27, 2017","Apr 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2017",,Kindle Edition,view,/book/show/32723336-anything-is-possible
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Men Without Women: Stories,"Murakami, Haruki",0451494628,9780451494627,0451494628,228        pp,3.75,"104,489","Apr 18, 2014","May 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2017",,Hardcover,view,/book/show/31540817-men-without-women
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Celine,"Heller, Peter",0451493893,9780451493897,0451493893,334        pp,3.78,"13,881","Mar 07, 2017","Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2017",,Hardcover,view,/book/show/30687930-celine
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between the World and Me,"Coates, Ta-Nehisi",,,,152        pp,4.40,"333,018","Jul 14, 2015","Jul 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2017",,Hardcover,view,/book/show/25489625-between-the-world-and-me
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rip it Up and Start Again,"Reynolds, Simon",0571215696,9780571215690,0571215696,752        pp,4.08,"8,521","Apr 21, 2005","Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2016",,Hardcover,view,/book/show/272642.Rip_it_Up_and_Start_Again
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arthur & George,"Barnes, Julian",030726310X,9780307263100,030726310X,400        pp,3.72,"18,113","Jul 07, 2005","Jan 10, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2016",,Hardcover,view,/book/show/386178.Arthur_George
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Universal Harvester,"Darnielle, John*",0374282102,9780374282103,0374282102,214        pp,3.20,"17,675","Feb 07, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2016",,Hardcover,view,/book/show/29939268-universal-harvester
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So Much for That Winter,"Nors, Dorthe",1555977421,9781555977429,1555977421,160        pp,3.52,557,"Jun 21, 2016","Jun 21, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2016",,Paperback,view,/book/show/26529693-so-much-for-that-winter
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nutshell,"McEwan, Ian*",,,,208        pp,3.68,"52,939","Sep 01, 2016","Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2016",,Hardcover,view,/book/show/30008702-nutshell
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finding God in the Waves: How I Lost My Faith and Found It Again Through Science,"McHargue, Mike*",1101906049,9781101906040,1101906049,288        pp,4.24,"4,846","Sep 13, 2016","Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2016",,Hardcover,view,/book/show/28363993-finding-god-in-the-waves
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Birds, Singing","Wyld, Evie*",0224096680,9780224096683,0224096680,229        pp,3.61,"13,874","Jun 20, 2013","Jun 20, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2016",,Hardcover,view,/book/show/17283744-all-the-birds-singing
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gambler's Anatomy,"Lethem, Jonathan",0385539908,9780385539906,0385539908,304        pp,3.16,"2,746","Oct 18, 2016","Oct 18, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2016",,Hardcover,view,/book/show/28686837-a-gambler-s-anatomy
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bauhaus – Undead: The Visual History and Legacy of Bauhaus,"Haskins, Kevin",,,,316        pp,5.00,1,unknown,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 11, 2016",,Hardcover,view,/book/show/32501114-bauhaus-undead
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Barbarian Days: A Surfing Life,"Finnegan, William",1594203474,9781594203473,1594203474,447        pp,4.27,"31,810","Jul 21, 2015","Jul 21, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2016",,Hardcover,view,/book/show/18693910-barbarian-days
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Set the Boy Free: The Autobiography,"Marr, Johnny",,,B01BSJR4PK,465        pp,4.19,"3,842","Nov 03, 2016","Nov 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2016",,Kindle Edition,view,/book/show/30247293-set-the-boy-free
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hall of Small Mammals: Stories,"Pierce, Thomas",1594632529,9781594632525,1594632529,294        pp,3.72,"1,286","Jan 08, 2015","Jan 08, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2016",,Hardcover,view,/book/show/22309576-hall-of-small-mammals
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Remember,"Brainard, Joe",0140245219,9780140245219,0140245219,146        pp,4.20,"2,464",1970,"Apr 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2016",,Paperback,view,/book/show/1058074.I_Remember
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fifteen Dogs        (Quincunx, #2)","Alexis, André",1552453057,9781552453056,1552453057,171        pp,3.80,"25,416","Mar 23, 2015","Apr 14, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was expecting a clever, academic Philosophy 101 class dressed up as narrative...or some semiprecious allegory...but instead got an artfully crafted,I was expecting a clever, academic Philosophy 101 class dressed up as narrative...or some semiprecious allegory...but instead got an artfully crafted, surprisingly affecting exploration on being human…by way of canines…and immortals. Wonderful stuff. 4.5 dogstars....more",Notes are private!,0,0,1,Nov 2016,Nov 2016,"Sep 03, 2016",,Paperback,view (with text),/book/show/23129923-fifteen-dogs
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Left Hand of Darkness,"Le Guin, Ursula K.",,,,304        pp,4.10,"181,980",1969,"Jul 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It intrigued me but never engaged me. After a couple hundred pages, my nibbling at this eventually just stopped. So it goes.",Notes are private!,0,0,1,"Oct 26, 2016","Mar 24, 2017","Sep 01, 2016",,Paperback,view (with text),/book/show/18423.The_Left_Hand_of_Darkness
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moonglow,"Chabon, Michael",0062225553,9780062225559,0062225553,430        pp,3.80,"33,497","Nov 22, 2016","Nov 22, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2016",,Hardcover,view,/book/show/26795307-moonglow
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Risen,"Rash, Ron*",0062436333,9780062436337,,272        pp,3.73,"4,368","Sep 06, 2016","Sep 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2016",,ebook,view,/book/show/28217819-the-risen
