,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tannaz's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wife Upstairs,"Hawkins, Rachel*",1250245494,9781250245496,1250245494,290        pp,3.74,"260,786","Jan 05, 2021","Jan 05, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"WAS SO GREAT AT THE BEGINING BUT.... AT THE END... REALLY? REALLY REALLY?( I am shouting now,)",Notes are private!,0,2,1,not set,not set,"Oct 04, 2021",,Hardcover,view (with text),/book/show/53137893-the-wife-upstairs
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killing Time,"Howard, Linda",0345453468,9780345453464,0345453468,363        pp,3.58,"6,413",Jun 2005,"Jun 27, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Oct 02, 2021",,Mass Market Paperback,view,/book/show/216855.Killing_Time
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,جمجمه‌ات را قرض بده برادر,"کربلایی‌لو, مرتضی",,9786008145837,,288        pp,3.51,35,2012,2012,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,""" ...اما واقعا اگر کسی بفهمد آدم‌ها با هم فرق دارند دیگر درباره‌ی دیگران با ترازوی خودش قضاوت نمی‌کند. پیش خودش می‌گوید شاید او ماجرا را طور دیگری می‌"" ...اما واقعا اگر کسی بفهمد آدم‌ها با هم فرق دارند دیگر درباره‌ی دیگران با ترازوی خودش قضاوت نمی‌کند. پیش خودش می‌گوید شاید او ماجرا را طور دیگری می‌بیند..."" ( جمجمه‌ات را قرض بده برادر- مرتضی کربلایی‌لو) یاد و خاطره‌ی شهدای غواص جاودان...more",Notes are private!,0,5,1,not set,not set,"Oct 01, 2021",,Paperback,view (with text),/book/show/20627282
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fire Night        (Devil's Night, #4.5)","Douglas, Penelope*",1952646111,,B08PTD2GFJ,118        pp,4.07,"41,744","Dec 05, 2020","Dec 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 27, 2021",,Kindle Edition,view,/book/show/58080366-fire-night
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Conclave        (Devil's Night, #3.5)","Douglas, Penelope*",1952646030,9781952646034,B081XD3QXJ,114        pp,3.88,"60,471",unknown,"Nov 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 27, 2021",,Kindle Edition,view,/book/show/58080327-conclave
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nightfall        (Devil's Night, #4)","Douglas, Penelope*",1952646081,9781952646089,B089H1D5V6,752        pp,4.29,"75,106","Jul 24, 2020","May 24, 2021",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 27, 2021",,Kindle Edition,view,/book/show/58080352-nightfall
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Swan Affair,"Kreig, K.L.*",,9781943443123,,370        pp,4.10,"12,116","Oct 17, 2016","Oct 17, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,the story is not this much erotic! it even can be published in my country. I don't understand this huge cover!!!!the story is not this much erotic! it even can be published in my country. I don't understand this huge cover!!!!...more,Notes are private!,0,6,1,not set,not set,"Sep 27, 2021",,ebook,view (with text),/book/show/30236300-black-swan-affair
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,مسئله‌ی مرگ و زندگی,"Yalom, Irvin D.",,9786226593496,,224        pp,4.42,"6,577","Mar 02, 2021",2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,سوگ بهای جرئت دوست‌داشتن دیگران است.,Notes are private!,0,8,1,not set,not set,"Sep 26, 2021",,Hardcover,view (with text),/book/show/58277123
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rebel Heart        (Rush Duet, #2)","Ward, Penelope*",,,,300        pp,4.08,"20,661","May 22, 2018","May 22, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 25, 2021",,ebook,view,/book/show/38614755-rebel-heart
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mogul        (Manhattan, #2)","Evans, Katy*",0997263695,,B07BJNSCY3,253        pp,3.63,"5,326","May 31, 2018","May 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 25, 2021",,Kindle Edition,view,/book/show/39319591-mogul
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tycoon        (Manhattan, #1)","Evans, Katy*",,,,252        pp,3.62,"9,369","Jun 20, 2017","Jun 20, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,tooooo boring !,Notes are private!,0,2,1,not set,not set,"Sep 25, 2021",,ebook,view (with text),/book/show/34787781-tycoon
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Gamble        (Colorado Mountain, #1)","Ashley, Kristen*",,,B004X6TMLA,629        pp,4.25,"59,270","Apr 18, 2011","Apr 18, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"so beautiful, so nice, so romantic ... so evething!",Notes are private!,0,4,1,not set,not set,"Sep 24, 2021",,Kindle Edition,view (with text),/book/show/11227041-the-gamble
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cruel Paradise        (Beautifully Cruel, #2)","Geissinger, J.T.*",,,B08C7ZR2JZ,320        pp,4.23,"21,999","Oct 01, 2020","Oct 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 23, 2021",,Kindle Edition,view,/book/show/54364041-cruel-paradise
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"جمهوری دزدان        (Gentleman Bastard, #3)","Lynch, Scott*",,9786001826856,,824        pp,4.22,"108,324","Oct 08, 2013","Sep 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,سپاس فراوان جناب آقای سیمرغ,Notes are private!,0,16,1,not set,not set,"Sep 22, 2021",,Paperback,view (with text),/book/show/58999711
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,یکشنبه غم‌انگیز,"Zeniter, Alice",,9786008984931,,234        pp,3.57,307,"Jan 03, 2013",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 21, 2021",,Paperback,view,/book/show/48745820
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wedding        (The Notebook, #2)","Sparks, Nicholas*",0446615862,9780446615860,0446615862,276        pp,3.99,"160,867",Sep 2003,"Aug 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Sep 21, 2021",,Mass Market Paperback,view,/book/show/3466.The_Wedding
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Missing Girls,"Miranda, Megan*",,,,396        pp,3.74,"207,413","Jun 28, 2016","Jun 28, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,آدم‌ها مثل عروسک‌های تو در توی روسی می‌مانند. یک نسخه کوچک‌ترشان داخل خودشان است اما هنوز در آن داخل زنده‌اند و زندگی می‌کنند، بدون تغییر.,Notes are private!,0,7,1,not set,not set,"Sep 20, 2021",,Kindle Edition,view (with text),/book/show/23212667-all-the-missing-girls
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautifully Cruel        (Beautifully Cruel, #1)","Geissinger, J.T.*",,,B07ZFZZ2GQ,336        pp,4.15,"45,186","May 15, 2020","May 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 20, 2021",,Kindle Edition,view,/book/show/48662527-beautifully-cruel
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl from Widow Hills,"Miranda, Megan*",1501165429,9781501165429,1501165429,325        pp,3.70,"54,366","Jun 23, 2020","Jun 23, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** we have heard "" husband is always guilty"" know I have to Say: Mom is always guilty!!!**spoiler alert** we have heard "" husband is always guilty"" know I have to Say: Mom is always guilty!!!...more",Notes are private!,0,2,1,not set,not set,"Sep 20, 2021",,Hardcover,view (with text),/book/show/52754102-the-girl-from-widow-hills
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,به وقت پاریس,"George, Alex*",,9780050902325,,352        pp,3.70,"14,174","May 05, 2020",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,دوستش نداشتم. هیچ,Notes are private!,0,0,1,not set,not set,"Sep 19, 2021",,Paperback,view (with text),/book/show/58915730
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,لبخند بی‌لهجه,"Dumas, Firoozeh",,9789643636791,,222        pp,3.80,"4,137",2008,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 19, 2021",,Paperback,view,/book/show/17838107
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,نیمه تاریک مامان,"Audrain, Ashley*",,9786227383126,,288        pp,4.06,"337,284","Jan 05, 2021",2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 19, 2021",,Paperback,view,/book/show/58666221
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bound by Duty        (Born in Blood Mafia Chronicles, #2)","Reilly, Cora*",,,B00R6C7580,267        pp,3.81,"60,864","Feb 10, 2015","Feb 10, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Sep 18, 2021",,Kindle Edition,view,/book/show/51661616-bound-by-duty
489,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Twisted Loyalties        (The Camorra Chronicles, #1)","Reilly, Cora*",,,,329        pp,3.88,"35,006","Oct 01, 2018","Oct 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,in stories... it is so simple to fell in love with Bad men! u can suddenly change them to good! and live happily ever after,Notes are private!,0,1,1,not set,not set,"Sep 17, 2021",,Kindle Edition,view (with text),/book/show/41460246-twisted-loyalties
490,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Palace        (Chateau #4),"Sky, Penelope*",,,B08XPZPFY4,378        pp,4.32,"1,079","May 25, 2021","May 25, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 16, 2021",,Kindle Edition,view,/book/show/57280723-the-palace
491,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Boss        (Chateau, #3)","Sky, Penelope*",,,B08RCX1DBQ,368        pp,4.26,"1,114","Mar 23, 2021","Mar 23, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"u will fall in love ... unconditionally , with ""the boss""u will fall in love ... unconditionally , with ""the boss""...more",Notes are private!,0,4,1,not set,not set,"Sep 16, 2021",,Kindle Edition,view (with text),/book/show/56510171-the-boss
492,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,روح یک زن,"Allende, Isabel*",,9786227566277,,176        pp,4.04,"27,279","Nov 05, 2020",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 16, 2021",,Paperback,view,/book/show/58638162
493,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,عشق کوتاه، فراموشی بلند,"Allende, Isabel*",,9786227291094,,363        pp,4.06,"97,164","May 21, 2019",2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Sep 16, 2021",,Paperback,view,/book/show/53643623
494,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bound by Hatred        (Born in Blood Mafia Chronicles, #3)","Reilly, Cora*",,,,281        pp,3.87,"60,505","Apr 28, 2015","Apr 28, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Sep 16, 2021",,Kindle Edition,view,/book/show/52003821-bound-by-hatred
495,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,نامه‌ای در بطری,"Sparks, Nicholas*",,9786008173700,,305        pp,3.97,"238,282","Apr 01, 1998",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 15, 2021",,Paperback,view,/book/show/54631978
496,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,با هر نفس,"Sparks, Nicholas*",,9786226202374,,364        pp,4.05,"98,347","Oct 16, 2018",2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,لحظه‌های غمگین کتاب‌های اسپارک همیشه قلب من را به درد می‌آورند...,Notes are private!,0,7,1,not set,not set,"Sep 15, 2021",,Paperback,view (with text),/book/show/51879105
497,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,مه و شب,"Ümit, Ahmet",,9786229915905,,326        pp,3.74,"3,050",1996,2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Sep 15, 2021",,Paperback,view,/book/show/52046185
498,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,خفته در باد,"Fielding, Joy",,9786005246452,,313        pp,3.73,"7,671",2009,2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Sep 12, 2021",,Paperback,view,/book/show/40106127
499,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,خیابان ولی‌عصر,"نویسندگان, مجموعه",,9786004054713,,142        pp,2.44,9,unknown,"Jan 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,راستش بیشتر به هوای اسم لادن نیکنام گرفتم کتاب ره و البته برای چنارهای خیابان ولیعصر به یاد دوران جوانی زود و پیاده روی از چهارراه پارک وی تا سرپل. امراستش بیشتر به هوای اسم لادن نیکنام گرفتم کتاب ره و البته برای چنارهای خیابان ولیعصر به یاد دوران جوانی زود و پیاده روی از چهارراه پارک وی تا سرپل. اما داستانها رو دوست نداشتم هیچ...more,Notes are private!,0,5,2,not setnot set,not setnot set,"Sep 11, 2021",,Paperback,view (with text),/book/show/58706639
500,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,یافتن لایلا,"Elison, Meg*",,9786227342291,,199        pp,4.29,"7,439","Sep 01, 2020",2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,این هادی امینی نازنین...,Notes are private!,0,10,1,not set,not set,"Sep 11, 2021",,Paperback,view (with text),/book/show/58887476
501,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"در اعماق آب        (Cliff Hardy, #34)","Corris, Peter",,9786222019280,,224        pp,3.72,151,"Jan 04, 2009",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"دوستان عزیز مترجم من! خواهشا جسارتا بالاغیرتا لطفا... خوب ترجمه کنید. آدم دوست ندارد ترجمه "" گوگل ترنسلیت""ی بخواند. ممنوندوستان عزیز مترجم من! خواهشا جسارتا بالاغیرتا لطفا... خوب ترجمه کنید. آدم دوست ندارد ترجمه "" گوگل ترنسلیت""ی بخواند. ممنون...more",Notes are private!,0,4,2,not setnot set,not setnot set,"Sep 10, 2021",,Paperback,view (with text),/book/show/58893546
502,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,جنگ عاشق‌ترین دختر دنیاست,"Salazar, Noelle*",,9786227585100,,440        pp,4.23,"25,976","Jul 02, 2019",2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,بسیار بسیار بسیار کتاب رو دوست داشتم. اشک هم ریختم البته... انگار یک طورهایی مناسب حال و روز این روزهای ماست. در این گوشه از خاور میانه....,Notes are private!,0,6,1,not set,not set,"Sep 09, 2021",,Paperback,view (with text),/book/show/58649026
503,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tears of Tess        (Monsters in the Dark, #1)","Winters, Pepper*",1492103748,9781492103745,1492103748,376        pp,4.00,"39,496","Aug 30, 2013","Aug 30, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 07, 2021",,Paperback,view,/book/show/18134894-tears-of-tess
504,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rivals,"Keeland, Vi*",,,,353        pp,4.03,"28,894","Jul 13, 2020","Jul 13, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 07, 2021",,ebook,view,/book/show/53421505-the-rivals
505,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,زمانی برای گریستن نیست,"Fielding, Joy",,9789647259309,,390        pp,3.82,"3,203","Jan 01, 1995",2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 07, 2021",,Paperback,view,/book/show/1985566._
506,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,دختران روز دی,"Rose, Sarah*",,9786226220347,,415        pp,3.78,"5,571","Apr 23, 2019",2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,خیلی جدی بود. خیلی جالب. خیلی واقعی!,Notes are private!,0,2,1,not set,not set,"Sep 05, 2021",,Paperback,view (with text),/book/show/58404319
507,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,نجواها و دروغ‌ها,"Fielding, Joy",,9786005595215,,392        pp,3.69,"3,804","Aug 13, 2002",2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Sep 05, 2021",,Paperback,view,/book/show/32804935
508,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,شنای شبانه,"Goldin, Megan*",,9786004614511,,368        pp,4.04,"106,072","Aug 04, 2020",2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,چقدر کتابش درد داشت...,Notes are private!,0,6,1,not set,not set,"Sep 03, 2021",,Paperback,view (with text),/book/show/58723168
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,کتاب گورستان,"Gaiman, Neil*",9643696332,9789643696337,,420        pp,4.16,"538,715","Sep 30, 2008",2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 03, 2021",,Paperback,view,/book/show/8271283
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,کلاه‌گردانی میان آس‌و‌پاس‌ها,"سناپور, حسین",,9786227280357,,176        pp,1.56,63,2021,2021,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Sep 01, 2021",,Paperback,view,/book/show/58553544
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mad River Road,"Fielding, Joy",0743488032,9780743488037,0743488032,370        pp,3.65,"3,655",2006,"Dec 26, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Aug 31, 2021",,Mass Market Paperback,view,/book/show/256503.Mad_River_Road
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Royally Matched        (Royally, #2)","Chase, Emma*",0997426233,9780997426236,,276        pp,4.10,"24,691","Feb 21, 2017","Feb 21, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Aug 30, 2021",,ebook,view,/book/show/29991718-royally-matched
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Confessions,Augustine of Hippo,0192833723,9780192833723,0192833723,341        pp,3.96,"63,585",378,"Jun 25, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2021",,Paperback,view,/book/show/27037.Confessions
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Confessions,"Minato, Kanae",0316200921,9780316200929,0316200921,240        pp,3.98,"46,872","Aug 05, 2008","Aug 19, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 30, 2021",,Paperback,view,/book/show/19161835-confessions
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,رزهای بئاتریس,"Link, Charlotte",9643803740,9789643803742,,632        pp,3.81,"1,358",2000,"Mar 09, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 28, 2021",,Hardcover,view,/book/show/6390034
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,کری مورا,"Harris, Thomas",,9786005722635,,270        pp,2.83,"11,110","May 16, 2019",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,من بسیار ترسیدم. دوستش نداشتم واقعا,Notes are private!,0,4,1,not set,not set,"Aug 23, 2021",,Paperback,view (with text),/book/show/58697491
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,محکوم به نیستی,"Fielding, Joy",,9789647259316,,339        pp,3.55,"1,274","Oct 01, 1984",2004,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,خیلی خیلی خیلی کشدار... حوصله سر بر تا حد زیاد,Notes are private!,0,1,1,not set,not set,"Aug 23, 2021",,Paperback,view (with text),/book/show/1797005._
518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Deserve Each Other,"Hogle, Sarah",,,B07V791JBB,368        pp,3.92,"111,446","Apr 07, 2020","Apr 07, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really do need Nick!,Notes are private!,0,3,1,not set,not set,"Aug 21, 2021",,Kindle Edition,view (with text),/book/show/50027029-you-deserve-each-other
519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,روز گودال,"Azar, Shokoofeh*",,,,198        pp,2.42,12,2009,2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,کلا داستان کوتاه باید خیلی خیلی خوب باشد تا بشود دوستش داشته باشی.من این کتاب را دوست داشتم,Notes are private!,0,5,1,not set,not set,"Aug 21, 2021",,,view (with text),/book/show/17409833
520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ruthless People        (Ruthless People, #1)","McAvoy, J.J.",1612133193,9781612133195,1612133193,511        pp,3.91,"33,825","Jul 14, 2014","Jul 15, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 20, 2021",,Paperback,view,/book/show/21839603-ruthless-people
521,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anti-Boyfriend,"Ward, Penelope*",1951045351,9781951045357,B08H1BS9LG,260        pp,3.88,"14,309","Aug 31, 2020","Aug 30, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Aug 20, 2021",,Kindle Edition,view,/book/show/55171501-the-anti-boyfriend
522,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,بایگانی کودکان گمشده,"Luiselli, Valeria",,9786229761854,,374        pp,3.81,"22,839","Feb 12, 2019",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 19, 2021",,Paperback,view,/book/show/58697280
523,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,شاه: ۱۲۹۸ تهران، ۱۳۵۰ شیراز,"سلطانی, حنانه",6220107926,9786220107927,6220107926,146        pp,2.09,107,2021,2021,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 19, 2021",,Paperback,view,/book/show/58541317
