,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pendle's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ms. Hempel Chronicles,"Bynum, Sarah Shun-lien",0151014965,9780151014965,0151014965,193        pp,3.38,"1,897","Sep 08, 2008","Jan 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/3432943-ms-hempel-chronicles
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The God of Small Things,"Roy, Arundhati*",0679457313,9780679457312,B006E58GFG,321        pp,3.95,"298,009",Apr 1997,1997,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 06, 2022","Aug 27, 2022","Jan 06, 2022",,Paperback,view,/book/show/9777.The_God_of_Small_Things
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,956","Jun 16, 2009","Jun 23, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,someone i loved gave me this book. I cried repeatedly throughout. compassionate and tender and clean. the feeling it gave me lingers years after readisomeone i loved gave me this book. I cried repeatedly throughout. compassionate and tender and clean. the feeling it gave me lingers years after reading it....more,Notes are private!,0,2,1,not set,not set,"Jan 06, 2022",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Overheated: How Capitalism Broke the Planet--And How We Fight Back,"Aronoff, Kate",1568589476,9781568589473,1568589476,432        pp,3.97,222,unknown,"Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/53916217-overheated
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Changes Everything: Capitalism vs. The Climate,"Klein, Naomi",1451697384,9781451697384,1451697384,576        pp,4.15,"25,740","Sep 16, 2014","Sep 16, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/21913812-this-changes-everything
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All We Can Save: Truth, Courage, and Solutions for the Climate Crisis","Johnson, Ayana Elizabeth",0593237064,9780593237069,0593237064,448        pp,4.46,"5,442","Sep 22, 2020","Sep 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/53231994-all-we-can-save
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Nonviolence Protects the State,"Gelderloos, Peter",0896087727,9780896087729,0896087727,182        pp,4.01,"1,231",2007,"May 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/381842.How_Nonviolence_Protects_the_State
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Emergent Strategy: Shaping Change, Changing Worlds        (Emergent Strategy, #0)","Brown, Adrienne Maree",1849352607,9781849352604,1849352607,280        pp,4.29,"8,504","Mar 20, 2017","Apr 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/29633913-emergent-strategy
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Assata: An Autobiography,"Shakur, Assata",1556520743,9781556520747,1556520743,274        pp,4.58,"27,092",1987,"Nov 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 07, 2022","Oct 12, 2022","Jan 06, 2022",,Paperback,view,/book/show/100322.Assata
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Are Prisons Obsolete?,"Davis, Angela Y.",1583225811,9781583225813,1583225811,128        pp,4.54,"24,121",2003,"Apr 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/108428.Are_Prisons_Obsolete_
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All About Love: New Visions,"hooks, bell",0688168442,9780688168445,0688168442,240        pp,4.06,"86,237","Dec 22, 1999","Dec 22, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 06, 2022",not set,"Jan 06, 2022",,Hardcover,view,/book/show/17607.All_About_Love
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diary of Anais Nin Volume 1 1931-1934,"Nin, Anaïs",,,B005G05S1K,382        pp,4.16,"7,569",unknown,"Mar 19, 1969",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 06, 2022","Mar 22, 2022","Jan 06, 2022",,Kindle Edition,view,/book/show/18888347-the-diary-of-anais-nin-volume-1-1931-1934
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dawn of Everything: A New History of Humanity,"Graeber, David",0374157359,9780374157357,0374157359,692        pp,4.20,"18,515","Oct 19, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Revisiting what we will call the “indigenous critique” means taking seriously contributions to social thought that come from outside the European can“Revisiting what we will call the “indigenous critique” means taking seriously contributions to social thought that come from outside the European canon, and in particular from those indigenous peoples whom Western philosophers tend to cast either in the role of history’s angels or its devils. Both positions preclude any real possibility of intellectual exchange, or even dialogue: it’s just as hard to debate someone who is considered diabolical as someone considered divine, as almost anything they think or say is likely to be deemed either irrelevant or deeply profound. Most of the people we will be considering in this book are long since dead. It is no longer possible to have any sort of conversation with them. We are nonetheless determined to write prehistory as if it consisted of people one would have been able to talk to, when they were still alive—who don’t just exist as paragons, specimens, sock-puppets or playthings of some inexorable law of history.”...more",Notes are private!,0,1,1,"Jan 06, 2022",not set,"Jan 06, 2022",,Hardcover,view (with text),/book/show/56269264-the-dawn-of-everything
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homeland,"Kingsolver, Barbara",0571355986,9780571355983,0571355986,48        pp,3.84,"8,458",1989,"Oct 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/45993189-homeland
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homeland and Other Stories,"Kingsolver, Barbara",0060917016,9780060917012,0060917016,245        pp,3.84,"8,458",1989,"Nov 25, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/77264.Homeland_and_Other_Stories
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Dreams,"Kingsolver, Barbara",0060921145,9780060921149,0060921145,342        pp,4.07,"72,647","Sep 01, 1990",1991,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/77262.Animal_Dreams
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bean Trees        (Greer Family, #1)","Kingsolver, Barbara",0812474945,9780812474947,0812474945,232        pp,4.00,"157,742","Dec 01, 1988","Jan 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/30868.The_Bean_Trees
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Battle        (Chronicles of Narnia, #7)","Lewis, C.S.",0007202326,9780007202324,0007202326,288        pp,4.01,"276,188","Sep 04, 1956","Jun 20, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/84369.The_Last_Battle
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Magician’s Nephew        (Chronicles of Narnia, #6)","Lewis, C.S.",0060764902,9780060764906,0060764902,221        pp,4.05,"541,311","May 02, 1955","May 24, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Mass Market Paperback,view,/book/show/65605.The_Magician_s_Nephew
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Horse and His Boy        (Chronicles of Narnia, #5)","Lewis, C.S.",0439861365,9780439861366,0439861365,224        pp,3.91,"350,934","Sep 06, 1954",1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/84119.The_Horse_and_His_Boy
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silver Chair        (Chronicles of Narnia, #4)","Lewis, C.S.",,,,243        pp,3.95,"297,715","Sep 07, 1953","Jan 02, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/65641.The_Silver_Chair
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Voyage of the Dawn Treader        (Chronicles of Narnia, #3)","Lewis, C.S.",006112527X,9780061125270,006112527X,248        pp,4.09,"469,547","Sep 15, 1952","Sep 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/140225.The_Voyage_of_the_Dawn_Treader
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Prince Caspian        (Chronicles of Narnia, #2)","Lewis, C.S.",000720230X,9780007202300,000720230X,240        pp,3.98,"438,121","Oct 15, 1951","Jun 20, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/121749.Prince_Caspian
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Acceptable Time        (Time Quintet, #5)","L'Engle, Madeleine",0440208149,9780440208143,0440208149,368        pp,3.79,"22,432",1989,"Dec 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/24761.An_Acceptable_Time
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Many Waters        (Time Quintet, #4)","L'Engle, Madeleine",0312368577,9780312368579,0312368577,359        pp,3.96,"47,782",1986,"May 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Mass Market Paperback,view,/book/show/151370.Many_Waters
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Swiftly Tilting Planet        (Time Quintet, #3)","L'Engle, Madeleine",0440401585,9780440401582,0440401585,278        pp,4.08,"108,386",Jul 1978,Jan 1981,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/77276.A_Swiftly_Tilting_Planet
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wind in the Door        (Time Quintet, #2)","L'Engle, Madeleine",,9780440487616,0440487617,236        pp,3.99,"127,361","Jan 01, 1973",Mar 1976,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Mass Market Paperback,view,/book/show/18130.A_Wind_in_the_Door
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Farm,"Orwell, George",0451526341,9780451526342,,141        pp,3.99,"3,884,160","Aug 17, 1945",Apr 1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Mass Market Paperback,view,/book/show/170448.Animal_Farm
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,298        pp,4.19,"4,598,651","Jun 08, 1949","Sep 03, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Kindle Edition,view,/book/show/40961427-1984
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond the Gender Binary,ALOK*,0593094654,9780593094655,0593094654,64        pp,4.49,"11,449","Jun 02, 2020","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/51794301-beyond-the-gender-binary
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",1400044162,9781400044160,1400044162,433        pp,4.34,"158,883","Sep 12, 2006","Sep 12, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/18749.Half_of_a_Yellow_Sun
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Americanah,"Adichie, Chimamanda Ngozi",,,,477        pp,4.32,"371,129","May 14, 2013","May 14, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/15796700-americanah
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curious Incident of the Dog in the Night-Time,"Haddon, Mark",1400032717,9781400032716,1400032717,226        pp,3.89,"1,478,944","Jul 31, 2003","May 18, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wrinkle in Time        (Time Quintet, #1)","L'Engle, Madeleine",1250153271,9781250153272,1250153271,218        pp,3.98,"1,202,376",1962,"Nov 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/33574273-a-wrinkle-in-time
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Beautiful North,"Urrea, Luis Alberto*",0316025275,9780316025270,B0046LUHQQ,343        pp,3.82,"8,295","Jan 01, 2009","May 19, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/5970496-into-the-beautiful-north
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interpreter of Maladies,"Lahiri, Jhumpa",0618101365,9780618101368,0618101365,198        pp,4.17,"193,368","Apr 20, 1999","Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/5439.Interpreter_of_Maladies
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Las venas abiertas de América Latina,"Galeano, Eduardo",9682319005,9789682319006,9682319005,470        pp,4.31,"22,976",1971,"Jan 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/964057.Las_venas_abiertas_de_Am_rica_Latina
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pedagogy of the Oppressed,"Freire, Paulo",0826412769,9780826412768,0826412769,183        pp,4.30,"34,496",1968,"Sep 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/72657.Pedagogy_of_the_Oppressed
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lean In: Women, Work, and the Will to Lead","Sandberg, Sheryl",0385349947,9780385349949,0385349947,217        pp,3.95,"259,451","Jul 07, 2013","Mar 12, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/16071764-lean-in
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Their Eyes Were Watching God,"Hurston, Zora Neale",0061120065,9780061120060,0061120065,238        pp,3.98,"347,198",1937,"May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/37415.Their_Eyes_Were_Watching_God
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Discipline and Punish: The Birth of the Prison,"Foucault, Michel",0679752552,9780679752554,0679752552,333        pp,4.23,"32,792",1975,"Apr 25, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/80369.Discipline_and_Punish
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Revolution Will Not Be Funded: Beyond the Non-Profit Industrial Complex,Incite! Women of Color Against,0896087662,9780896087668,0896087662,257        pp,4.28,"2,320","Mar 01, 2007","Mar 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/407267.The_Revolution_Will_Not_Be_Funded
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taking Sides: Revolutionary Solidarity and the Poverty of Liberalism,"Milstein, Cindy",,,,162        pp,4.30,195,"Oct 20, 2015","Oct 20, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2022",,,view,/book/show/26848154-taking-sides
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wild Sheep Chase        (The Rat, #3)","Murakami, Haruki",037571894X,9780375718946,037571894X,353        pp,3.94,"125,650","Oct 13, 1982","Apr 09, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/11298.A_Wild_Sheep_Chase
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dubliners,"Joyce, James",0192839993,9780192839992,0192839993,207        pp,3.84,"156,204","Jun 15, 1914","Mar 15, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/11012.Dubliners
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cunt: A Declaration of Independence,"Muscio, Inga",1580050751,9781580050753,1580050751,373        pp,3.89,"10,445",1998,"Oct 15, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/52588.Cunt
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Single Ladies,"Traister, Rebecca",1476716560,9781476716565,1476716560,339        pp,4.00,"16,671","Mar 01, 2016","Mar 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/25814394-all-the-single-ladies
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Castle,"Walls, Jeannette*",074324754X,9780743247542,074324754X,288        pp,4.31,"1,212,415",Jan 2005,"Jan 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/7445.The_Glass_Castle
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bell Jar,"Plath, Sylvia",,,,294        pp,4.05,"960,159",Jan 1963,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/6514.The_Bell_Jar
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,238,804","Apr 10, 1925",1925,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/4671.The_Great_Gatsby
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lion, the Witch and the Wardrobe        (Chronicles of Narnia, #1)","Lewis, C.S.",,,,206        pp,4.24,"2,798,639","Oct 16, 1950",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Confessions of an Economic Hit Man,"Perkins, John*",0452287081,9780452287082,0452287081,303        pp,3.87,"37,273",2004,"Dec 27, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/2159.Confessions_of_an_Economic_Hit_Man
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Know Why the Caged Bird Sings        (Maya Angelou's Autobiography, #1)","Angelou, Maya",0553279378,9780553279375,B00P4JQBIC,289        pp,4.29,"530,989",1969,Nov 1993,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/13214.I_Know_Why_the_Caged_Bird_Sings
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between the World and Me,"Coates, Ta-Nehisi",,,,152        pp,4.40,"333,015","Jul 14, 2015","Jul 14, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Hardcover,view,/book/show/25489625-between-the-world-and-me
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overcoat,"Gogol, Nikolai",1419176528,9781419176524,1419176528,57        pp,4.15,"42,819",1842,"Jun 30, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/537094.The_Overcoat
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein: The 1818 Text,"Shelley, Mary",,,,260        pp,3.87,"1,597,677",1818,"Mar 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/35031085-frankenstein
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Huckleberry Finn,"Twain, Mark",0142437174,9780142437179,0142437174,327        pp,3.83,"1,265,510","Feb 18, 1884","Dec 31, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/2956.The_Adventures_of_Huckleberry_Finn
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fahrenheit 451,"Bradbury, Ray",,,B0064CPN7I,194        pp,3.97,"2,417,250","Oct 19, 1953","Dec 06, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Kindle Edition,view,/book/show/13079982-fahrenheit-451
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Odyssey,Homer,0143039954,9780143039952,0143039954,541        pp,3.81,"1,080,465",-700,"Oct 31, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 06, 2022",,Paperback,view,/book/show/1381.The_Odyssey
