,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jeanne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women Could Fly,"Giddings, Megan",0063116995,9780063116993,0063116995,288        pp,3.59,"5,962","Aug 09, 2022","Aug 09, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What is a witch? It is variously defined as someone who claims to have magic powers and to be able to use them for good or bad purposes or an ugly andWhat is a witch? It is variously defined as someone who claims to have magic powers and to be able to use them for good or bad purposes or an ugly and ill-tempered old woman, a hag, or a crone. In Megan Gaddings' dystopia – and, if we're honest, throughout time and across the world – witches are people who defy the status quo, refuse to get married, or maybe just irritate the wrong person at the wrong time. The narrator's mother ""believed that most of what people believed was magic was actually just a way to wash out the accomplishments of women, make their hard work small"" (p. 3). Jo, working at the Museum of Cursed Art of Southern Michigan, believed ""today’s witches were just people who refused to conform, who saw tradition as the shackles and bonds it was"" (p. 27). In this world, somewhat like Atwood's   Handmaid's Tale, women were suspect, black and lesbian women especially, and particularly black women whose mothers were suspected of being witches, as Jo's was. In this world, women were to look toward safety, security, a career. ""All I had to do was shut the fuck up, get married, and try to be good."" But being told that's how we should live removes the pleasure from it. ""All I wanted was to live a life where I knew I wanted to do those things, not because that was how I could survive or because it was expected of me, but because I wanted them"" (p. 49). Being unable to know for sure that she wanted the goals valued by the status quo tainted them.Many of the men in The Women Could Fly are good and caring men, but Gaddings points to the oppressive elements hidden in the ""good"" behavior. We know that burning, drowning, and imprisoning witches is not okay (but happened in that culture), but Jo's father, for example, betrayed her in ways that she initially couldn't afford to recognize.He had let his fourteen-year-old daughter, a girl who was barely sleeping, who was trying to figure out how to exist without her mother, go to this facility alone and be questioned without any warning. He didn’t try to go with me. He never asked me what happened or checked to see whether I was okay. I would read later about these meetings and investigations, about how parents had the right to attend them with their children. Some states don’t let any minors be interrogated for witchcraft without a guardian present. My dad had forfeited these rights and let me go on my own. He had decided his own safety, even over mine, was the most important thing. Or at least that’s how I understood it. Every time the subject of this meeting came up, he left the room or said, “I did what I had to do.” (p. 89)He refused to talk to her at one point when she was suspected of being a witch, when she was being questioned and nearly drowned. He did not pick her up when released or initiate contact. Being an ally requires courage. But it also requires giving them the freedom to be themselves rather than only what we want them to be.I love dystopian novels, including the background paranoia that they implant. The Women Could Fly is difficult to dismiss, as it feels very present day (or maybe 10 years in the future). In this near future, only 5 degrees different from our current one, Gaddings asks us to think about what we sacrifice for our ""safety"" – and what we ask others to sacrifice. ""The safety of witches and all women [go] hand in hand"" (p. 129)....more",Notes are private!,0,4,1,"Aug 17, 2023","Aug 20, 2023","Aug 17, 2023",,Hardcover,view (with text),/book/show/59629560-the-women-could-fly
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leonard and Hungry Paul,"Hession, Ronan*",161219849X,,B07YRSWPWJ,252        pp,4.16,"10,803","Mar 20, 2019","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Most books I read have characters who are superhuman in some respect: smarter, more beautiful, wealthier, supremely talented, from one of the Ivy LeagMost books I read have characters who are superhuman in some respect: smarter, more beautiful, wealthier, supremely talented, from one of the Ivy Leagues. They are photoshopped, although we aren't supposed to recognize this. This view tends to leave the rest of us out.Leonard and Hungry Paul are the antithesis of this archetype. They are ordinary and shy people; they are happy introverts. They are not driven by power and success but aim to be authentic and true to themselves. They have questions as they attempt to do this, but they don't adapt to others' needs just to do so. They have a stable and honest core. And, even though they are ""ordinary,"" they are not lazy, drifting through life. Hungry Paul, ostensibly the less capable of the two, has a clearer vision of himself and his goals (and clearer than his sister Grace's view of his goals). Leonard is moving in that direction.At any rate, this witty and charming book reframes what success is or should be – definitely not someone like Mark Baxter or Greg. It makes it okay to be kind and shy and to take small steady steps. (Aesop's grasshopper and ant? Tortoise and hare?)My sister, mother, and I have each been enjoying this together....more",Notes are private!,0,2,1,"Aug 13, 2023","Aug 15, 2023","Aug 13, 2023",,Kindle Edition,view (with text),/book/show/48595115-leonard-and-hungry-paul
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Obelisk Gate,"Jemisin, N.K.*",0356504891,,B010PIFF6K,408        pp,4.30,"162,113","Aug 16, 2016","Aug 16, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Life cannot exist without the Earth. Yet there is a not-insubstantial chance that life will win its war, and destroy the Earth. We’ve come close a fewLife cannot exist without the Earth. Yet there is a not-insubstantial chance that life will win its war, and destroy the Earth. We’ve come close a few times. That can’t happen. We cannot be permitted to win. (Kindle 972).Obelisk Gate is the second in N. K. Jemisin's fierce and unforgiving Broken Earth trilogy. I finished The Fifth Season earlier this summer and will finish the series before the world's end.Here Essen and Nassun continue to grow in power because and in spite of the people around them. Powerful 11-year-old Nassun, abused by the three people who parented her (teaching her to control her skills, fearing her skills, undermining and controlling her skills). They are orogenes, beings who can save or destroy the world, but seen as less than human by the Stills (those without the ability to sess and control the Earth), as seen in their culture's lore:Our position is thoroughly identified with the physical integrity of the Stillness—for the obvious interest of long-term survival. Maintenance of this land is peculiarly dependent upon seismic equilibrium, and by an imperious law of nature, none but the orogenic can establish such. A blow at their bondage is a blow at the very planet. We rule, therefore, that though they bear some resemblance to we of good and wholesome lineage, and though they must be managed with kind hand to the benefit of both bond and free, any degree of orogenic ability must be assumed to negate its corresponding personhood. They are rightfully to be held and regarded as an inferior and dependent species. —The Second Yumenescene Lore Council’s Declaration on the Rights of the Orogenically Afflicted (Kindle 3146)Like the first in the trilogy then, Obelisk Gate is about interpersonal and intracultural trust, abuse of authority, freedom and control, and prejudice. It questions how (if) we can save the world, what it means to be human (or fill in the blank), how we are formed and misformed by prejudice:“I’ve done bad things, Daddy, like you probably thought I would. I don’t know how to not do them. It’s like everybody wants me to be bad, so there’s nothing else I can be.” She hesitates, then says what’s been in her mind for months now, unspoken. She doesn’t think she’ll have another chance to say it. “I wish you could love me anyway, even though I’m bad.” (Kindle 4640)...more",Notes are private!,0,3,1,"Aug 08, 2023","Aug 13, 2023","Aug 08, 2023",,Kindle Edition,view (with text),/book/show/29508057-the-obelisk-gate
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deepest Well: Healing the Long-Term Effects of Childhood Trauma and Adversity,"Harris, Nadine Burke",,,B01N7HZ73B,273        pp,4.45,"9,118","Jan 23, 2018","Jan 23, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What might learning problems, ADHD, asthma, obesity, and cardiovascular disease have in common. Nadine Burke Harris, building on Fellitti et al. (1998What might learning problems, ADHD, asthma, obesity, and cardiovascular disease have in common. Nadine Burke Harris, building on Fellitti et al. (1998), notes that these superficially unrelated physical and psychological problems are related to a series of Adverse Childhood Experiences (e.g., child abuse and neglect; having a parent in prison, with a psychiatric disorder or abusing substances; domestic violence or divorcing parents).[image]Problems associated with adverse childhood experiences (ACE). Source: advokidsBurke Harris argues that there should be universal screening for ACEs, as this would allow us to make effective diagnoses (that ""ADHD"" is, instead, a trauma response). It would also enable us to intervene effectively:1. Reduce trauma2. Strengthen the caregiver's ability to be a healthy buffer3. Teach strategies that can ""reset"" the stress response and heal a person (sleep, exercise, mindfulness, healthy relationships, challenge irrational thinking, etc.)""You shift the frame, you change the lens, and all at once the world is revealed, and nothing is the same"" (p. 212). Take the ACE quiz. Adversity transcends race, class, gender, and country....more",Notes are private!,0,4,1,"Aug 07, 2023","Aug 12, 2023","Aug 07, 2023",,Kindle Edition,view (with text),/book/show/35994466-the-deepest-well
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant of Water,"Verghese, Abraham*",0802162185,,B0BJSGV831,775        pp,4.47,"150,518","May 02, 2023","May 02, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Covenant of Water takes place in two countries (although primarily India) over a period of 77 years and, in my version, over 750 pages with a dozen ""mCovenant of Water takes place in two countries (although primarily India) over a period of 77 years and, in my version, over 750 pages with a dozen ""major"" characters and dozens (hundreds?) of minor characters, two ""major"" diseases, and five hospitals. In this same period, India moved from a colony to a self-governing country, with considerable upheaval as India and its citizens attempted to address the significant problems of poverty, disease, and inequality (both gender and caste).Because this is such a large book with multiple characters and themes – and I wouldn't remove a page, although some ers would – Verghese used a whiteboard to chart where he was going. This is the most recent of five versions posted in Verghese (2023).[image]Verghese with his storyboard in 2016Although loosely based on ideas and stories from his family, Verghese says it is more the tone that he borrowed from his mother's story for her granddaughter and namesake. Covenant of Water was warm, accepting, and flowing, even when characters were angry with each other or messing up. ""Every family has secrets, but not all secrets are meant to deceive. What defines a family is not blood, molay, but the secrets they share"" (p. 665). I felt like I was drifting along the Pama River, although occasionally we hit ""rapids,"" which I also enjoyed. As in Cutting for Stone, Covenant of Water includes detailed descriptions of medical procedures, although perhaps not as frequent descriptions. These were similarly engaging and understandable, in ways that most physicians do not talk about their work.Many but not all of the physicians were the kind that I don't see enough of: ""Love the sick, each and every one, as if they were your own” (p. 617). ...more",Notes are private!,0,2,1,"Aug 03, 2023","Aug 07, 2023","Aug 03, 2023",,Kindle Edition,view (with text),/book/show/63429926-the-covenant-of-water
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tomboy,"Prince, Liz*",1541596498,9781541596498,B07TD731G9,256        pp,3.91,"13,248","Aug 26, 2014","Aug 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Graphic memoirs have a way of approaching difficult issues in simple and accessible ways. Liz Prince demonstrates this in Tomboy, describing her life Graphic memoirs have a way of approaching difficult issues in simple and accessible ways. Liz Prince demonstrates this in Tomboy, describing her life as a gender-nonconforming female, who gets called a boy, a dyke, avoided, and bullied. She has difficulty finding her place and community.[image]When you are a square ped in a round-hole world, where do you fit in? Prince discovers friends and family who counter typical narratives and help her find her place: ""It's an interesting idea, but I would challenge you to decide: Do you hate girls? Or do you hate the expectations put on girls by society?"" ""Is there a difference?"" (p. 211).Through a series of simple although varied drawings, Tomboy examines and challenges gender norms, rule-following, some kinds of friendship, and expectations about noncomformity (that it is across the spectrum). Prince finds adults and peers who support her in a range of ways.[image]Thanks to my GR friend, Paul, who recommended this book in a . I recommended it to my mother, who is currently reading it.Tomboy' was questioned as ""unsuitable"" for Montgomery High School students because it was ""both below reading level, and insulting to her as a member of the Catholic faith"" (Reinalda, 2022). I wonder how people on both ends of the transgender argument view this book....more",Notes are private!,0,8,1,"Jul 29, 2023",Aug 2023,"Aug 01, 2023",,Kindle Edition,view (with text),/book/show/49532958-tomboy
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Iola Leroy, or, Shadows Uplifted","Harper, Frances Ellen Watkins",,,B0BRKJCF1C,272        pp,3.54,"1,545",1892,"Dec 26, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Iola Leroy is a late 19th century novel largely taking place in the South during and immediately after the Civil War. Its eponymous heroine was raisedIola Leroy is a late 19th century novel largely taking place in the South during and immediately after the Civil War. Its eponymous heroine was raised believing she was white, although she had a grandparent who was Black. When her father died, her world was upended and she and her mother were sold into slavery. Rather than attempting to pass or marry into white society, her family proudly identified with and became part of the Black community. Iola Leroy is not much of a novel (thus the above is not really spoilers); instead, it reads more like a series of scenes in an abolitionist's play or a script for a debate. “But, Johnson, you do not look like them, you do not talk like them. It is a burning shame to have held such a man as you in slavery.” “I don’t think it was any worse to have held me in slavery than the blackest man in the South.” (p. 40)Some of Frances E. W. Harper's arguments remain current, as this dialogue could profitably be read by Gov. DeSantis and some other US politicians:""I have often heard that colored people are ungrateful, but I don’t think Tom’s worst enemy would say that about him.” “Captain,” said Robert, with a tone of bitterness in his voice, “what had we to be grateful for? For ages of poverty, ignorance, and slavery? I think if anybody should be grateful, it is the people who have enslaved us and lived off our labor for generations."" (pp. 46-47)Harper draws her characters in black and white, good and evil, although not solely according to racial lines. She argued in 1861 that African American writers should write about more than politics and slavery, as doing so limited their vocabulary: https://www.youtube.com/watch?v=Qoa-i... Still, in this novel, politics, race, class, gender, and temperance are at center stage....more",Notes are private!,0,2,1,"Jul 30, 2023","Aug 05, 2023","Jul 30, 2023",,Kindle Edition,view (with text),/book/show/123891083-iola-leroy-or-shadows-uplifted
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Book of Flora Lea,"Henry, Patti Callahan*",,,B0B9P2147R,368        pp,4.08,"45,029","May 02, 2023","May 02, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Secret Book of Flora Lea is sweet (saccharine?), comes together too easily and is overly pat, but was a nice summer read. Hard to write about WorlThe Secret Book of Flora Lea is sweet (saccharine?), comes together too easily and is overly pat, but was a nice summer read. Hard to write about World War 2 without being either depressing or saccharine. (We like happy endings!)A recommendation from a friend....more",Notes are private!,0,3,1,"Jul 29, 2023","Jul 30, 2023","Jul 29, 2023",,Kindle Edition,view (with text),/book/show/60522916-the-secret-book-of-flora-lea
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Very Typical Family,"Godfrey, Sierra*",1728255228,9781728255224,B09NCNW91J,348        pp,3.47,"36,553","Sep 13, 2022","Sep 13, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I started reading this because Libby – do you know and use Libby? great app if you aren't wedded to paper! – had A Very Typical Family as its current I started reading this because Libby – do you know and use Libby? great app if you aren't wedded to paper! – had A Very Typical Family as its current Big Library Read. I enjoy reading books with others and wanted something somewhat lighter than my recent books.I almost threw A Very Typical Family across the room after five pages (which would have further damaged my Paperwhite cover). It was sappy and overexplained itself:Natalie Walker was in danger of being late to work on what was possibly the biggest day of her career. First there was the previously undiscovered stain on the cardigan-blouse ensemble that was her power wear. She wasn’t sure of the stain’s origin but suspected spaghetti sauce from two nights ago when she had attempted to cook. It was too late to change, and dabbing at it only seemed to make it worse. Then she knocked over the jar housing a tiger swallowtail butterfly that served as a subject for sketching that she kept on the windowsill in the bathroom, sending the poor thing, wings blurring, skittering under the radiator. It survived. (p. 1). Not an auspicious beginning.But I kept going and enjoyed A Very Typical Family. It was light and mostly predictable, but sometimes that's okay. Today that was okay....more",Notes are private!,0,0,1,not set,"Jul 19, 2023","Jul 19, 2023",,Kindle Edition,view (with text),/book/show/57979424-a-very-typical-family
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Name the Bigger Lie: A Memoir in Two Stories,"Viren, Sarah*",,,B0BHTQ6NSF,301        pp,3.55,909,"Jun 13, 2023","Jun 13, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What is true? And how do you know? (p. 144)When I was in high school, I was full of questions like these. I wondered whether you and I saw the same c What is true? And how do you know? (p. 144)When I was in high school, I was full of questions like these. I wondered whether you and I saw the same color as red. I wondered whether what was true for me was also true for you. The adults I knew didn't know what to make of such questions and mostly dismissed them. What would it have been like to have a teacher, like Sarah Viren's Dr. Whiles, who took those questions seriously and helped students develop the skills to question the nature of reality and the stories people tell about them.As Viren observed, while this questioning is a useful and important skill to develop, it can also be a dangerous teaching strategy if not handled well (e.g., the difference between the philosophical freshman year Dr. Whiles and the conspiracy-filled junior year version). Against this backdrop, Viren described the story of her partner – and eventually Viren, herself – being (falsely) accused of sexual harassment by several anonymous students. How does one believe – and we encourage people to believe victims – and fight back? How does one go through this without it damaging one's career, family, and friendships? Viren's story is about truth and survival, but it's about more: Would I have been able to distinguish truth from fears from propaganda? Would I have sided with Socrates? Or those standing beside and among me who wanted to put him to death? The question of justice inherent to those calculations no longer seemed all that abstract. Neither Dr. Whiles nor Jay was a figure like Socrates—I knew that—but I still felt myself, both audience member and author of this much smaller drama, wanting not only to know what was true but also what was just. (p. 158). Dr. Whiles' story alone would make a thrilling book, but it becomes a thought-provoking one when seen against both the political times in the US, which she only briefly talked about, and her history as Dr. Whiles' student. Aren't we always looking at our world through a glass distorted by what happened earlier? Viren clearly recognized this duality, what Virginia Woolf called the ""I now"" and the ""I then,"" and that each influences the other. I am my history, my history is seen through my present eyes. I wouldn't have read The Bigger Lie if it had been a novel, as most thrillers feel far-fetched. The Bigger Lie is far-fetched, but sometimes far-fetched is true. I felt paranoid along with Viren, worried about how students (or professional enemies) might spread rumors that would hurt me and my family. Not far-fetched in these times.One narrative that analysts tell about conspiracies is that those subscribing to conspiracy theories are less well-educated and less intellectually-gifted. One of the interesting things is that Dr. Whiles was clearly thoughtful and well-read, yet fell down a conspiracy rabbit hole, taking a number of his students with him. Subscribing to conspiracy theories is about more than poor critical thinking skills.Viren originally published this story in the New York Times. The original story is compelling, the intertwined stories are so much more....more",Notes are private!,1,11,1,"Jul 17, 2023","Jul 29, 2023","Jul 17, 2023",,Kindle Edition,view (with text),/book/show/74891942-to-name-the-bigger-lie
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Women We Buried, Women We Burned: A Memoir","Snyder, Rachel Louise*",1635579139,9781635579130,B0B77XZYHN,317        pp,3.95,"3,255","May 23, 2023","May 23, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Women We Buried, Women We Burned has been compared to Educated and Glass Castle and, in some ways these comparisons are apt: bright women raisWomen We Buried, Women We Burned has been compared to Educated and Glass Castle and, in some ways these comparisons are apt: bright women raised by parents without a clue (at least at some times), parents who were hyper-religious (Women and Educated) or with substance abuse problems (Glass Castle). Somehow, these women made it to the other side.However, sometimes this success seems magical - or at least we Americans want it to be. Change should be easy, right? Walls' parents had periods where they were amazing (and unusual), so one can imagine how she got to the other side. Westover clearly described the psychological impacts of the abuse and neglect, but how did she accomplish what she did, given this?Rachel Louise Snyder was forthright in describing her father's abuse and neglect. She also clearly outlined how out of control her behavior had been between ages 11-16, but also observed how clueless she had been as she tried to support herself, traverse relationships, and stay safe. Relative to Westover, who'd emphasized the psychological trauma she'd experienced, she observed her blanket ignorance, which set her apart and put her life at risk.I want to say that my parents did the best they could under the circumstances and with the resources they had. But I don’t think this is true. I don’t think they did their best. (p. 280). Still, Snyder did not skip from out of control to professor at American University. She outlined her journey and the ways that she had struggled. She blamed herself rather than acknowledging her grief and normal reactions to being moved three states away to a new family, a new religion, new school, new life. However, rather than focusing on her adolescence (okay, 45% of the book did), she described the ways that she leveraged her ways out of a hand-to-mouth existence and began solving a series of problems with equal parts of chutzpah and ""found"" social support. Part of her recovery involved traveling the world, both out of curiosity, but also her work as a journalist working on human rights issues. As a result, ""One trip after another, we met people who had survived unimaginable horror, endured beyond what seemed humanly capable. Slowly, I was learning of the bottomless capacity for both human cruelty and human survival"" (p. 238). I read No Visible Bruises earlier this year. Women We Buried is much more personal, but equally rewarding....more",Notes are private!,0,14,1,"Jul 14, 2023","Jul 17, 2023","Jul 14, 2023",,Kindle Edition,view (with text),/book/show/61963616-women-we-buried-women-we-burned
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Talk: From the Pulitzer Prize-winning graphic novelist,"Bell, Darrin",1529908868,9781529908862,B0BT185FQY,354        pp,4.66,"2,321","Jun 06, 2023","Jun 08, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am not fond of graphic memoirs, but…[image]The Talk is a graphic memoir that I find myself wanting to recommend to everyone. I like its images, its I am not fond of graphic memoirs, but…[image]The Talk is a graphic memoir that I find myself wanting to recommend to everyone. I like its images, its pop culture and political referents, and that Darrin Bell allows himself to admit to mistakes (early denials of racism) and to grow. I like that he connects his past, present, and future:In the pilot episode of Star Trek: Deep Space Nine, Commander Benjamin Sisko told the Prophets that human life is linear. There's a past that's long gone, a present, and a future that's yet unwritten. But the Prophets taught him that it isn't that simple. They made him face the truth: he wasn't just existing in the present. (p. 353)Zuzu's question about George Floyd, Bell's mother's refusal to give him a realistic water gun, daily microaggressions, his decision to become an editorial cartoonist, and his father's avoidance of race discussions were all clearly connected, informing his answer to his son's question. ""I see the man my boy will become. I wanted to create a world for him where he'd never have to carry a four-hundred-year-old burden"" (p. 339). Bell's is a story of how you make sense of a world that doesn't make sense: when police don't protect you, when you do good work – and get accused of plagiarism.[image]Bell could talk truth to his son, as his mother did to him, or walk away and change the subject, as his father had. He chose to follow his mother. He won a Pulitzer, not for saying how to fix our world, but for pointing out what's broken.We have to start somewhere, do what we can.Images are from The Talk....more",Notes are private!,0,9,1,"Jul 12, 2023","Jul 14, 2023","Jul 12, 2023",,Kindle Edition,view (with text),/book/show/124936453-the-talk
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Buddha in the Attic,"Otsuka, Julie",,,B004J4X7EO,144        pp,3.69,"57,727","Aug 23, 2011","Aug 23, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of the difficulties with (reading) history is that we can get a sanitized and flattened narrative. That narrative can focus on Great Men, people (One of the difficulties with (reading) history is that we can get a sanitized and flattened narrative. That narrative can focus on Great Men, people (men) in power, wars and diplomacy, etc. It often doesn't focus on new immigrants, the underclass, women, and the contradictions in their experiences. In Buddha in the Attic, Julie Otsuka provides a short history of early 20th century ""picture brides"" from Japan, not by describing the typical experience (was there a typical experience???), but by giving a range of experiences and asking the reader to abstract a central quality, much like a pointillist painting (e.g., Georges Seurat). Otsuka had started her career as a painter. Was that her intention?Here Otsuka describes the panic following Pearl Harbor, but before Japanese immigrants and their American-born children and grandchildren were interned in concentration camps:It was nearly impossible to get your name on the list. It was extremely easy to get your name on the list. Only people who belonged to our race were on the list. There were Germans and Italians on the list, but their names appeared toward the bottom. The list was written in indelible red ink. The list was typewritten on index cards. The list did not exist. The list existed, but only in the mind of the director of military intelligence, who was known for his perfect recall. The list was a figment of our imaginations. The list contained over five hundred names. The list contained over five thousand names. The list was endless. Every time an arrest was made another name was crossed off the list. Every time a name was crossed off the list a new name was added to it. New names were added to the list daily. Weekly. Hourly. (pp. 83-84)Otsuka's paragraphs captured the diversity of opinions, approaches, beliefs, and responses of the picture brides, but she often used the first person plural, ""we"" – although not in the examples here. Perhaps as they became acculturated into the more individualistic American society, their voices and experiences were named for the first time later in the book. ""There was an old man from Gilroy who left on a stretcher. There was another old man—Natsuko’s husband, a retired barber in Florin—who left on crutches with an American Legion cap pulled down low over his head. 'Nobody win war. Everybody lose,' he said. Most of us left speaking only English, so as not to anger the crowds that had gathered to watch us go"" (p. 105). Buddha in the Attic feels like poetry – broad and simple strokes carrying deeper levels of meaning. Imagine a different, non-contradictory list of suggestions for how to interact with white Americans. Would it be as effective? Would it tell us as much about this group and that time? Stay away from them, we were warned. Approach them with caution, if you must. Do not always believe what they tell you, but learn to watch them closely: their hands, their eyes, the corners of their mouths, sudden changes in the color of their skin. You will soon be able to read them. Make sure, however, that you don’t stare. With time you will grow accustomed to their largeness. Expect the worst, but do not be surprised by moments of kindness. There is goodness all around. Remember to make them feel comfortable. Be humble. Be polite. Appear eager to please. Say “Yes, sir,” or “No, sir,” and do as you’re told. Better yet, say nothing at all. You now belong to the invisible world. (pp. 25-26)Buddha in the Attic was moving in a way that I found unexpected. Some of its power came from subsuming many voices into a single, richly-textured braid....more",Notes are private!,0,10,1,"Jul 12, 2023","Jul 13, 2023","Jul 12, 2023",,Kindle Edition,view (with text),/book/show/11533770-the-buddha-in-the-attic
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Godbody,"Sturgeon, Theodore",0451147022,9780451147028,0451147022,205        pp,3.97,905,1986,"Feb 03, 1987",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Theodore Sturgeon's More Than Human was one of my favorite books as a teen. Descriptions of Godbody had me thinking it would be similar to that in styTheodore Sturgeon's More Than Human was one of my favorite books as a teen. Descriptions of Godbody had me thinking it would be similar to that in style or in content and tone to Godspell or Siddhartha. Approaching a book with expectations can be problematic.Sturgeon used a different narrator for each chapter, including a strait-laced minister and his beautiful wife, the town's gossip columnist, and the town's sexual predator. Some narrators were people I would enjoy going out for coffee with, the predator nearly had me mark this book DNF.The mysterious stranger to town, Godbody, was clearly a Christ character, at least as set in the 20th century and written by someone like Robert Heinlein, who wrote the book's Foreword (view spoiler)[(sex, nudity, free love, and very attractive and buxom women) (hide spoiler)]. Godbody's message was to ""love one another,"" literally, with healing sexual wounds a necessary first step. As Heinlein observed, ""Some readers will feel that [Godbody] is XXX-rated pornography. They will have plenty to go on. Others will see it as a tender, gentle love story. They’ll be right"" (p. 17). We know almost nothing about the characters, except through their interactions with Godbody, and their views on sex (and I didn't want to know anything more about several). As a result, Godbody felt as though it had been painted with a broad brush and bold, slightly unattractive colors. More characterization and nuance would have been appreciated.The best part of Godbody, to my mind, was not the sex, characterizations, or plot, but the ways that Sturgeon challenged us to think about what Christianity had been, and what it should be, could be.Merged :Theodore Sturgeon's More Than Human was one of my favorite books as a teen. Descriptions of Godbody had me thinking it would be similar to that in style or in content and tone to Godspell or Siddhartha. Approaching a book with expectations can be problematic.Sturgeon used a different narrator for each chapter, including a strait-laced minister and his beautiful wife, the town's gossip columnist, and the town's sexual predator. Some narrators were people I would enjoy going out for coffee with, the predator nearly had me mark this book DNF.The mysterious stranger to town, Godbody, was clearly a Christ character, at least as set in the 20th century and written by someone like Robert Heinlein, who wrote the book's Foreword (view spoiler)[(sex, nudity, free love, and very attractive and buxom women) (hide spoiler)]. Godbody's message was to ""love one another,"" literally, with healing sexual wounds a necessary first step. As Heinlein observed, ""Some readers will feel that [Godbody] is XXX-rated pornography. They will have plenty to go on. Others will see it as a tender, gentle love story. They’ll be right"" (p. 17). We know almost nothing about the characters, except through their interactions with Godbody, and their views on sex (and I didn't want to know anything more about several). As a result, Godbody felt as though it had been painted with a broad brush and bold, slightly unattractive colors. More characterization and nuance would have been appreciated.The best part of Godbody, to my mind, was not the sex, characterizations, or plot, but the ways that Sturgeon challenged us to think about what Christianity had been, and what it should be, could be....more",Notes are private!,0,1,2,"Oct 10, 2022not set","Oct 13, 2022not set","Jul 09, 2023",,Mass Market Paperback,view (with text),/book/show/182538.Godbody
