,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mary-ellen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mysteries of Thorn Manor        (Sorcery of Thorns, #1.5)","Rogerson, Margaret*",1665935626,9781665935623,,192        pp,4.10,"20,890","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,ebook,view,/book/show/61272184-mysteries-of-thorn-manor
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lore Olympus: Volume One        (Lore Olympus, #1)","Smythe, Rachel*",0593160290,9780593160299,0593160290,384        pp,4.27,"132,659","Nov 02, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Hardcover,view,/book/show/57282218-lore-olympus
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last House in Lambton,"Gibson, Grace*",,,B0BKP1PHW8,332        pp,4.51,"1,085",unknown,"Nov 07, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a variation on the P&P story told from both Lizzy and Darcy's point of view.In this version of the story, Lizzy travels to Lambton to take carThis is a variation on the P&P story told from both Lizzy and Darcy's point of view.In this version of the story, Lizzy travels to Lambton to take care of an aged relative. The people of Lambton are not welcoming of her and her own staff are no better. Determined to see it through, Lizzy puts on a brave face and does the best she can under dismal circumstances. Darcy discovers her plight when Lizzy requests help from the housekeeper at Pemberley and decides to step in.I really enjoyed the dual points of view, but it seemed like a long time with one before it switched to the other and then it backtracked over the same period. It didn't feel overly repetitive, but I found myself looking forward to the next new part of the story. Otherwise, it was enjoyable to spend time with these characters again, although Lizzy's Uncle Gardiner seemed a bit out of character versus the original....more",Notes are private!,0,2,1,"Jan 08, 2023","Jan 09, 2023","Jan 08, 2023",,Kindle Edition,view (with text),/book/show/63242331-the-last-house-in-lambton
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Thieves        (Little Thieves #1),"Owen, Margaret*",1250191904,9781250191908,1250191904,512        pp,4.27,"17,425","Oct 19, 2021","Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2023",,Hardcover,view,/book/show/54017820-little-thieves
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blue Castle,"Montgomery, L.M.",0553280511,9780553280517,0553280511,218        pp,4.30,"44,146",1926,"Apr 01, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a master!I thoroughly enjoyed this adult romance by L. M. Montgomery.Valancy Stirling lives in a very controlling family and uses her imaginationWhat a master!I thoroughly enjoyed this adult romance by L. M. Montgomery.Valancy Stirling lives in a very controlling family and uses her imagination to escape to her blue castle in the rare moments the opportunity presents itself. When she receives some bad news, Valancy begins to think about what is truly important to her.There is so much to like here. The characters are so well drawn, especially Valancy's family members and their many flaws. But it's Valancy's own growth and development that really make this story special.It's a charming, feelgood read....more",Notes are private!,0,2,1,"Jan 14, 2023","Jan 15, 2023","Jan 06, 2023",,Mass Market Paperback,view (with text),/book/show/95693.The_Blue_Castle
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Who Fell Beneath the Sea,"Oh, Axie*",1250780861,9781250780867,1250780861,325        pp,4.12,"64,582","Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2023",,Hardcover,view,/book/show/56978100-the-girl-who-fell-beneath-the-sea
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"His Majesty's Dragon        (Temeraire, #1)","Novik, Naomi*",0345481283,9780345481283,0345481283,374        pp,4.06,"100,038","Jan 03, 2006","Mar 28, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn’t find this one engaging.The characters were flat and the plot glacial.If anything, it felt like an introduction to a much bigger story that waI didn’t find this one engaging.The characters were flat and the plot glacial.If anything, it felt like an introduction to a much bigger story that was stretched out to fill a book.Looks like I’m in the minority on this one....more",Notes are private!,1,4,1,"Dec 09, 2023","Dec 26, 2023","Jan 06, 2023",,Mass Market Paperback,view (with text),/book/show/28876.His_Majesty_s_Dragon
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"540,870","May 03, 2022","May 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was pure delight!Definitely my favourite book of the year so far.Tova Sullivan works nights cleaning the local aquarium. Here she befriends MarceThis was pure delight!Definitely my favourite book of the year so far.Tova Sullivan works nights cleaning the local aquarium. Here she befriends Marcellus, a giant octopus. Marcellus knows Tova struggles with grief from losing her son thirty years earlier. From his years of observing people and his detective mind he deduces other things as well. He makes it his life mission to help Tova.There are so many wonderful characters in this story. Right from the start I was drawn in and completely engaged. The plotting is clever and the ending is perfection.It’s about grief, friendship, community, love and found family.This is a fantastic debut novel....more",Notes are private!,0,3,1,"Feb 04, 2023","Feb 04, 2023","Jan 06, 2023",,Hardcover,view (with text),/book/show/58733693-remarkably-bright-creatures
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The King's Captive        (Gate of Myth and Power, #1)","Shea, K.M.*",,,B0BP5FND61,340        pp,4.29,"11,530","Dec 16, 2022","Dec 16, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5 stars rounded up.I kept wanting to edit this book. Too many scenes didn’t progress the story. What happens at the end should have come way earlier2.5 stars rounded up.I kept wanting to edit this book. Too many scenes didn’t progress the story. What happens at the end should have come way earlier. We barely get to see any of the fallout we’ve trudged through a whole book to see. Way too much repetition and a protagonist that makes dumb decisions to serve the plot. ...more,Notes are private!,0,6,1,Jan 2023,"Jan 02, 2023","Jan 02, 2023",,Kindle Edition,view (with text),/book/show/64401958-the-king-s-captive
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sorrow and Starlight        (Zodiac Academy, #8)","Peckham, Caroline*",,,B09NGPJ36S,"1,242        pp",4.06,"41,291","Dec 11, 2022","Dec 11, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 27, 2022","Dec 31, 2022","Dec 31, 2022",,Kindle Edition,view,/book/show/59808792-sorrow-and-starlight
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartless Sky        (Zodiac Academy, #7)","Peckham, Caroline*",,,B08R14G8QV,716        pp,4.27,"58,169","Dec 15, 2021","Dec 18, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 25, 2022","Dec 28, 2022","Dec 31, 2022",,Kindle Edition,view,/book/show/56474282-heartless-sky
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fated Throne        (Zodiac Academy, #6)","Peckham, Caroline*",,,B088QJ787J,823        pp,4.38,"74,916","Dec 25, 2020","Dec 25, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Dec 22, 2022not set","Dec 24, 2022not set","Dec 31, 2022",,Kindle Edition,view,/book/show/53535526-fated-throne
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cursed Fates        (Zodiac Academy, #5)","Peckham, Caroline*",,,B08914K4F9,886        pp,4.35,"84,117","Dec 21, 2021","May 20, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 18, 2022","Dec 21, 2022","Dec 31, 2022",,Kindle Edition,view,/book/show/50391615-cursed-fates
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shadow Princess        (Zodiac Academy, #4)","Peckham, Caroline*",,,B07YLBYWPD,724        pp,4.30,"95,241","Jan 13, 2020","Jan 13, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Dec 13, 2022not set","Dec 17, 2022not set","Dec 31, 2022",,Kindle Edition,view,/book/show/53146871-shadow-princess
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Reckoning        (Zodiac Academy, #3)","Peckham, Caroline*",,,B07XBGJKHQ,561        pp,4.36,"106,274","Oct 04, 2019","Oct 04, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 09, 2022","Dec 13, 2022","Dec 31, 2022",,Kindle Edition,view,/book/show/49551172-the-reckoning
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ruthless Fae        (Zodiac Academy, #2)","Peckham, Caroline*",,,B07VJ383S6,475        pp,4.25,"114,308","Aug 25, 2019","Aug 30, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 04, 2022","Dec 08, 2022","Dec 31, 2022",,Kindle Edition,view,/book/show/51966347-ruthless-fae
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Awakening        (Zodiac Academy, #1)","Peckham, Caroline*",,,B07SV21LFY,436        pp,3.89,"144,389","Jul 13, 2019","Aug 02, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Dec 2022,"Dec 04, 2022","Nov 29, 2022",,Kindle Edition,view,/book/show/46261182-the-awakening
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Princess Ballot        (Royals of Arbon Academy, #1)","Eve, Jaymin*",,,B07XGN661T,294        pp,4.26,"12,330","Dec 26, 2019","Dec 26, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was really predictable. It doesn’t read like a complete story, more like part one of a larger story, so it wasn’t a satisfying read. The protagonThis was really predictable. It doesn’t read like a complete story, more like part one of a larger story, so it wasn’t a satisfying read. The protagonist was incredibly annoying at times and there was a whole lot of insta going on: instafriends, instalove. The orphan to princess trope has been done so many times and there’s nothing new here....more",Notes are private!,0,0,1,Mar 2023,"Mar 03, 2023","Nov 29, 2022",,Kindle Edition,view (with text),/book/show/49360706-princess-ballot
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vita Nostra        (Vita Nostra, #1)","Dyachenko, Marina",0062694596,9780062694591,0062694596,408        pp,4.02,"17,698",2007,"Nov 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2022",,Hardcover,view,/book/show/38633526-vita-nostra
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Legends & Lattes        (Legends & Lattes, #1)","Baldree, Travis*",,,,296        pp,4.14,"184,609","Feb 22, 2022","Nov 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was kind of a slow story.After years of adventuring, Viv decides to settle down and open a coffee shop.I love the quiet friendships Viv forms andThis was kind of a slow story.After years of adventuring, Viv decides to settle down and open a coffee shop.I love the quiet friendships Viv forms and the home she finds, but there was so little happening and no real tension in the first 50% of the book, that I nearly gave it up.I’m glad I persisted. It became a nice feel good read....more",Notes are private!,0,0,1,"Jan 29, 2023","Feb 20, 2023","Nov 28, 2022",,Paperback,view (with text),/book/show/61219635-legends-lattes
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Keeper of Enchanted Rooms        (Whimbrel House, #1)","Holmberg, Charlie N.*",1662500343,9781662500343,1662500343,330        pp,4.19,"38,079","Nov 01, 2022","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 Stars.When Merritt Fernsby inherits a house from his grandmother he ends up with far more than he imagined, including a housekeeper, Hulda, with s3.5 Stars.When Merritt Fernsby inherits a house from his grandmother he ends up with far more than he imagined, including a housekeeper, Hulda, with set ideas on how things should be done.This is a simple found family/romance. The narrative jumps around a bit at the start which makes it slow to get going, but once things settle down it’s an enjoyable read....more",Notes are private!,0,0,1,"Mar 02, 2023","Mar 11, 2023","Nov 28, 2022",,Paperback,view (with text),/book/show/59785735-keeper-of-enchanted-rooms
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,B099JC5HQK,392        pp,4.30,"1,230,149","Mar 31, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 20, 2022","Nov 24, 2022","Nov 20, 2022",,Kindle Edition,view,/book/show/58607657-lessons-in-chemistry
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The American Roommate Experiment        (Spanish Love Deception, #2)","Armas, Elena*",1668002779,9781668002773,1668002779,400        pp,3.83,"202,583","Sep 06, 2022","Sep 06, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dnf @ 40%.How did this win a goodreads choice award? It’s beyond me. I have never been so bored reading a book. It is utterly underwhelming.The audiobDnf @ 40%.How did this win a goodreads choice award? It’s beyond me. I have never been so bored reading a book. It is utterly underwhelming.The audiobook was terrible. Actually, the male narrator was okay, but the female narrator drove me nuts. She was overly dramatic in scenes where it just wasn’t warranted. A relatively minor thing would happen, but she’d screech her way through the scene like it was the end of the world. There’s only so much hysterical I can handle. There was no real tension, no reason to like the characters, no real hook, nothing. It left me wondering if this was one of those situations where the publisher pushed to publish a new book by this author rather than give them enough time to write a decent one. ...more",Notes are private!,0,1,1,"Feb 19, 2023","Feb 21, 2023","Nov 15, 2022",,Paperback,view (with text),/book/show/60114057-the-american-roommate-experiment
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Medici Manuscript        (Glass Library, #2)","Archer, C.J.*",1922554308,9781922554307,B0B57ZCD8C,280        pp,4.05,"7,258","Mar 07, 2023","Mar 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In search of clues about her past, Sylvia attempts to solve the mystery surrounding a manuscript in the The Glass Library. It’s not long before Gabe gIn search of clues about her past, Sylvia attempts to solve the mystery surrounding a manuscript in the The Glass Library. It’s not long before Gabe gets involved.I’m really enjoying the Glass Library series and how it’s evolving, particularly how things develop between Sylvia and Gabe in the second book.C. J. Archer’s writing has a simplicity of style that is so nice to read. It works well with the post WWI magic-infused London setting.I’ve only just discovered that this is actually a spin-off series. Yay! That’s more awesome reading ahead for me....more",Notes are private!,0,0,1,"Mar 09, 2023","Mar 11, 2023","Nov 12, 2022",,Kindle Edition,view (with text),/book/show/61392396-the-medici-manuscript
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Librarian of Crooked Lane        (Glass Library, #1)","Archer, C.J.*",1922554200,9781922554208,B09PKY64C5,279        pp,3.86,"14,940","Sep 06, 2022","Sep 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 12, 2022","Nov 16, 2022","Nov 12, 2022",,Kindle Edition,view,/book/show/60054210-the-librarian-of-crooked-lane
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Defy the Night        (Defy the Night, #1)","Kemmerer, Brigid*",1547604662,9781547604661,1547604662,496        pp,4.14,"51,556","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2022",,Hardcover,view,/book/show/55891833-defy-the-night
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Legendborn        (The Legendborn Cycle, #1)","Deonn, Tracy*",1534441603,9781534441606,1534441603,502        pp,4.35,"134,316","Sep 15, 2020","Sep 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a great read! 4.5 stars.Sixteen year old Bree heads off to college after the death of her mother. On her first night there she sees a demon bThis was a great read! 4.5 stars.Sixteen year old Bree heads off to college after the death of her mother. On her first night there she sees a demon being killed by members of a secret society. She is mesmered to forget what she saw, but instead remembers and realises that she's been mesmered before, right after her mother's death. Determined to find out the truth about her mother's death, Bree finds a way into The Order, a society based on Arthurian legend who protect humans from demons.While I found Bree and her best friend Alice a little annoying at the start, things definitely picked up once Bree infiltrated The Order. It was a little tricky trying to figure out exactly how the world within The Order hung together. There were Pages, Scions, Merlins, etc., in the end I read on without fully understanding and that was fine. There is one plot twist that I didn't see coming but it was pretty huge from a story perspective.The themes around race, grief, loss and spiritual and cultural traditions that enrich this story elevate it from the usual YA fantasy offerings....more",Notes are private!,0,1,1,"Jan 13, 2023","Jan 16, 2023","Nov 08, 2022",,Hardcover,view (with text),/book/show/50892338-legendborn
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dragon's Bait,"Vande Velde, Vivian",0152166637,9780152166632,0152166637,196        pp,3.93,"8,148","Sep 01, 1992","Apr 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2022",,Paperback,view,/book/show/372807.Dragon_s_Bait
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dead Romantics,"Poston, Ashley*",,9798885781961,B0B4BR3BYW,519        pp,3.94,"151,047","Jun 28, 2022","Oct 26, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved the idea of this book, but it wasn’t as good as I hoped.Florence is a ghostwriter for a famous romance novelist. Unfortunately, she no longer I loved the idea of this book, but it wasn’t as good as I hoped.Florence is a ghostwriter for a famous romance novelist. Unfortunately, she no longer believes in love and is struggling to finish the last book of her four book contract. Her handsome new editor refuses to give her an extension. Then she gets some sad news from home and has to return to the town she never wanted to go back to. Florence can also talk to ghosts. Back home at the family run funeral home, she finds she has a new ghost to deal with, a family she struggles to reconnect with and the challenge of meeting the last wishes of her dearest loved one.In the end, I was bored through parts of this. It moved slowly, possibly because there were a lot of narrative threads and some of them weren’t that compelling and didn’t seem to progress the story. It was also really obvious how it was going to play out because the foreshadowing was a little heavy....more",Notes are private!,0,1,1,"Oct 26, 2022","Oct 29, 2022","Oct 26, 2022",,Library Binding,view (with text),/book/show/62000245-the-dead-romantics
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unnecessary Drama,"Kenwood, Nina*",1922458899,9781922458896,1922458899,320        pp,3.80,"3,580","Oct 05, 2022","Oct 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thoroughly enjoyed this sweet rom-com by Nina Kenwood.Brooke heads to Melbourne to go to university excited about leaving the entanglements of home I thoroughly enjoyed this sweet rom-com by Nina Kenwood.Brooke heads to Melbourne to go to university excited about leaving the entanglements of home and school behind and restarting her life. Unfortunately she finds herself in a share house with Jesse, the one boy she truly hates from school.I loved the lightness of this read. There were a few laugh out loud moments. I was concerned early on that Brooke’s obsessive personality was going to be a problem, but being inside her head was highly entertaining....more",Notes are private!,0,2,1,"Oct 24, 2022","Oct 26, 2022","Oct 26, 2022",,Paperback,view (with text),/book/show/61303283-unnecessary-drama
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Undying        (Unearthed, #2)","Kaufman, Amie*",1484755561,9781484755563,1484755561,308        pp,3.82,"2,884","Nov 28, 2018","Jan 22, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I listened to the audiobook for this one and wish I hadn't.Steve West's narration was wonderful as always, but the woman who narrated Mia had this incI listened to the audiobook for this one and wish I hadn't.Steve West's narration was wonderful as always, but the woman who narrated Mia had this incredibly gravelly, husky voice and the moment I heard it, I knew I was going to struggle. It was so grating and annoying, her chapters became something to be endured.The story itself was okay. It felt a bit repetitive. They are on the run for most of this book, so it was quite different from the first book where there was more problem solving. There was some obvious commentary on the state of the world and how humans were doing such a poor job of it which became a bit painful. ...more",Notes are private!,0,1,1,"Oct 14, 2022","Oct 16, 2022","Oct 14, 2022",,Hardcover,view (with text),/book/show/26839798-undying
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wrong Bachelor: An Enemies-to-Lovers YA Romantic Comedy        (The Wrong Match Book 1),"Moody, Alexandra*",,,B07FCM6FK8,278        pp,3.82,"9,028","Jul 08, 2018","Jul 08, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was a totally predictable YA not really enemies to lovers story.I didn’t enjoy that both protagonists at times made what seemed like odd out of cThis was a totally predictable YA not really enemies to lovers story.I didn’t enjoy that both protagonists at times made what seemed like odd out of character choices in the name of furthering the plot. The ending was so cliched it was something to be endured....more,Notes are private!,0,2,1,"Oct 11, 2022","Oct 14, 2022","Oct 11, 2022",,Kindle Edition,view (with text),/book/show/40771019-the-wrong-bachelor
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stalking Jack the Ripper        (Stalking Jack the Ripper, #1)","Maniscalco, Kerri*",,,B01BU1IURC,337        pp,3.95,"151,225","Sep 20, 2016","Sep 20, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an okay read, but it was a little too easy to figure out who the murderer was.",Notes are private!,0,0,1,"Oct 08, 2022","Oct 11, 2022","Oct 08, 2022",,Kindle Edition,view (with text),/book/show/40727470-stalking-jack-the-ripper
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Save the Cat! Writes a Young Adult Novel,"Brody, Jessica*",1984859234,9781984859235,1984859234,432        pp,4.66,307,"May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 02, 2023",not set,"Oct 08, 2022",,Paperback,view,/book/show/59756809-save-the-cat-writes-a-young-adult-novel
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"First Comes Scandal        (Rokesbys, #4)","Quinn, Julia*",0062975064,9780062975065,0062975064,288        pp,3.83,"34,465","Mar 31, 2020","Apr 21, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a light, enjoyable read.It’s not my favourite from this series. There wasn’t enough tension. Georgie didn’t seem that horrified about the scaThis was a light, enjoyable read.It’s not my favourite from this series. There wasn’t enough tension. Georgie didn’t seem that horrified about the scandalous position she found herself in and Nicholas didn’t put up that much resistance to being the solution after his initial objections....more",Notes are private!,0,3,1,"Sep 30, 2022",Oct 2022,"Sep 30, 2022",,Hardcover,view (with text),/book/show/42874513-first-comes-scandal
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Starts with Us        (It Ends with Us, #2)","Hoover, Colleen*",1668001225,9781668001226,1668001225,323        pp,3.87,"1,436,202","Oct 18, 2022","Oct 18, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked Colleen Hoover’s other books, but I’m not a fan of this one.I expected so much more. This is a sequel to It Ends With Us, but a big chunk of hI liked Colleen Hoover’s other books, but I’m not a fan of this one.I expected so much more. This is a sequel to It Ends With Us, but a big chunk of he book is reliving the story of the first book. I kept waiting for the big tense moment to come in this book, but it never did. It just fizzled out.Ryle appeared to have a complete personality change with very little prompting. There was nothing new to justify it. And I was left with the sense that this book was rather preachy and didactic about domestic abuse. Like here you go, this is how you manage it. I wasn’t buying it for a second.There is Atlas and Lily, but more old ground than new.The ending was terrible. Without giving away too much, the Atlas ‘monologue’ towards the end is awful. And once again Hoover forces us through a painfully boring ‘lesson’ while she bangs on about divorce statistics.Sigh....more",Notes are private!,0,5,1,"Oct 22, 2022","Oct 24, 2022","Sep 29, 2022",,Paperback,view (with text),/book/show/60393672-it-starts-with-us
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Atlas Paradox        (The Atlas, #2)","Blake, Olivie*",,,B09V3FWJ87,397        pp,3.58,"51,610","Oct 25, 2022","Oct 25, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a slog!After absolutely loving the first book in this series, I could not be more disappointed with this one.The only character pushing the plot What a slog!After absolutely loving the first book in this series, I could not be more disappointed with this one.The only character pushing the plot forward through the majority of this book was Libby. It would have worked so much better if what happens at the end of this book was the midpoint, because everything else went nowhere. Maybe I was supposed to be intrigued about what the other characters might be up to, but I just couldn’t find a reason to care.It took me months to get this finished. I swapped to the audiobook in the hope that it would be better with narration, but the narration of Parisa’s chapters had me cringing. The vocal fry was too much and at times so overdone I struggled to understand some lines.The environment/minorities/gender rant wasn’t subtle, which gave the book a didactic feel.As the only characters I have any remaining interest in are Nico, Libby and Tristan, I don’t think I’ll read on.I get the feeling this would have worked much better as a two book series....more",Notes are private!,0,1,1,"Nov 20, 2022","Jan 02, 2023","Sep 23, 2022",,Kindle Edition,view (with text),/book/show/57912066-the-atlas-paradox
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Flame and Shadow        (Crescent City, #3)","Maas, Sarah J.*",1681193094,9781681193090,1681193094,835        pp,4.23,"278,945","Jan 30, 2024","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2022",,ebook,view,/book/show/52857700-house-of-flame-and-shadow
