,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Violet's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Firefly Lane        (Firefly Lane, #1)","Hannah, Kristin*",0312364083,9780312364083,0312364083,479        pp,4.17,"391,338","Feb 05, 2008","Feb 05, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2022",,Hardcover,view,/book/show/1472878.Firefly_Lane
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tree Grows in Brooklyn,"Smith, Betty",0061120073,9780061120077,0061120073,496        pp,4.29,"465,621","Aug 18, 1943","May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2022",,Paperback,view,/book/show/14891.A_Tree_Grows_in_Brooklyn
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Box in the Woods        (Truly Devious, #4)","Johnson, Maureen*",0063032627,9780063032620,,400        pp,4.08,"44,486","Jun 15, 2021","Jun 15, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 08, 2022","Aug 10, 2022","Aug 12, 2022",,ebook,view,/book/show/52716736-the-box-in-the-woods
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hand on the Wall        (Truly Devious, #3)","Johnson, Maureen*",0062338110,9780062338112,0062338110,369        pp,4.15,"77,466","Jan 21, 2020","Jan 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 28, 2022","Jul 29, 2022","Aug 01, 2022",,Hardcover,view,/book/show/45240918-the-hand-on-the-wall
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blue Lily, Lily Blue        (The Raven Cycle, #3)","Stiefvater, Maggie*",0545424968,9780545424967,0545424968,391        pp,4.26,"164,361","Sep 09, 2014","Oct 21, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I like Adam more after reading this book, I can see why he is your favorite character Quinn",Notes are private!,0,3,1,"Jul 11, 2022","Jul 13, 2022","Jul 26, 2022",,Hardcover,view (with text),/book/show/17378508-blue-lily-lily-blue
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dream Thieves        (The Raven Cycle, #2)","Stiefvater, Maggie*",0545424941,9780545424943,0545424941,439        pp,4.22,"200,830","Sep 17, 2013","Sep 17, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,**spoiler alert** kavinsky was annoying but i didn't expect him to die**spoiler alert** kavinsky was annoying but i didn't expect him to die...more,Notes are private!,0,1,1,"Jul 05, 2022","Jul 11, 2022","Jul 26, 2022",,Hardcover,view (with text),/book/show/17347389-the-dream-thieves
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Raven King        (The Raven Cycle, #4)","Stiefvater, Maggie*",0545424984,9780545424981,0545424984,439        pp,4.26,"144,264","Apr 26, 2016","Apr 26, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,**spoiler alert** I'm sad the series is over because I loved all of the characters and their adventures in Henrietta. I also kinda liked how over the **spoiler alert** I'm sad the series is over because I loved all of the characters and their adventures in Henrietta. I also kinda liked how over the course of the series there were new characters that were introduced in each book (looking at you Henry) and some characters that did not return in the next book. You get to see the snippets where their presence affects the Raven Boys and Blue on their search for Glendower....more,Notes are private!,0,0,1,"Jul 14, 2022","Jul 16, 2022","Jul 26, 2022",,Hardcover,view (with text),/book/show/17378527-the-raven-king
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wotakoi: Love is Hard for Otaku, Vol. 1",Fujita,1632367041,9781632367044,1632367041,274        pp,4.30,"12,373","Apr 17, 2018","Apr 17, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2022",,Paperback,view,/book/show/31826480-wotakoi
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl from the Sea,"Ostertag, Molly Knox",1338540580,9781338540581,1338540580,256        pp,4.15,"48,604","Jun 01, 2021","Jun 01, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Aug 07, 2023","Aug 07, 2023","Jul 18, 2022",,Hardcover,view,/book/show/54776523-the-girl-from-the-sea
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Pratchett, Terry",,,,491        pp,4.26,"748,482","May 10, 1990","Nov 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2022",,Mass Market Paperback,view,/book/show/12067.Good_Omens
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forget Me Not,"Terry, Ellie*",1250096278,9781250096272,1250096278,336        pp,3.91,"14,333","Mar 14, 2017","Mar 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2022",,Hardcover,view,/book/show/29102841-forget-me-not
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prince and the Dressmaker,"Wang, Jen*",162672363X,9781626723634,162672363X,277        pp,4.35,"108,612","Feb 13, 2018","Feb 13, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,all of the dresses were so pretty,Notes are private!,0,0,1,"Jun 25, 2023","Jun 25, 2023","Jul 18, 2022",,Paperback,view (with text),/book/show/34506912-the-prince-and-the-dressmaker
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bloom,"Panetta, Kevin",1626726418,9781626726413,1626726418,368        pp,3.92,"54,732","Jan 29, 2019","Jan 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2022",,Paperback,view,/book/show/39073387-bloom
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Firekeeper’s Daughter,"Boulley, Angeline*",,,,496        pp,4.34,"154,693","Mar 16, 2021","Mar 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2022",,Hardcover,view,/book/show/52346471-firekeeper-s-daughter
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell No Tales: Pirates of the Southern Seas,"Maggs, Sam*",1419739662,9781419739668,1419739662,160        pp,3.70,574,"Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2022",,Hardcover,view,/book/show/51075447-tell-no-tales
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Witch Boy        (The Witch Boy, #1)","Ostertag, Molly Knox",,,,224        pp,4.22,"27,914","Oct 28, 2017",Nov 2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2022",,,view,/book/show/31193426-the-witch-boy
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Vanishing Stair        (Truly Devious, #2)","Johnson, Maureen*",0062338080,9780062338082,0062338080,369        pp,4.15,"89,863","Jan 22, 2019","Jan 22, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 28, 2022","Jun 28, 2022","Jun 29, 2022",,Hardcover,view,/book/show/39893545-the-vanishing-stair
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spy×Family 7        (SpyxFamily, #7)","Endo, Tatsuya",4088826698,9784088826691,4088826698,194        pp,4.39,"19,495","Jun 04, 2021","Jun 04, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 18, 2022","Jun 18, 2022","Jun 20, 2022",,Paperback,view,/book/show/56436861-spy-family-7
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spy×Family 6        (Spy × Family, #6)","Endo, Tatsuya",4088825454,9784088825458,4088825454,202        pp,4.41,"22,320","Dec 28, 2020","Dec 28, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 16, 2022","Jun 16, 2022","Jun 20, 2022",,Paperback,view,/book/show/54022826-spy-family-6
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spy×Family 5        (SpyxFamily, #5)","Endo, Tatsuya",4088824636,9784088824635,4088824636,202        pp,4.44,"25,834","Sep 04, 2020","Sep 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,i read this in between studying for finals and it was a nice break,Notes are private!,0,0,1,"Jun 15, 2022","Jun 15, 2022","Jun 20, 2022",,Paperback,view (with text),/book/show/52641009-spy-family-5
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spy×Family 4        (SpyxFamily, #4)","Endo, Tatsuya",4088822293,9784088822297,4088822293,186        pp,4.56,"30,463","May 13, 2020","May 13, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 08, 2022","Jun 08, 2022","Jun 20, 2022",,Paperback,view,/book/show/49252613-spy-family-4
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spy x Family, Vol. 3        (Spy × Family, #3)","Endo, Tatsuya",1974718166,9781974718160,1974718166,200        pp,4.52,"36,103","Jan 04, 2020","Dec 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 23, 2022","May 23, 2022","Jun 20, 2022",,Paperback,view,/book/show/50891122-spy-x-family-vol-3
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Four        (Heartstopper, #4)","Oseman, Alice*",1338617567,9781338617566,1338617567,384        pp,4.61,"378,266","May 06, 2021","Jan 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 25, 2022","May 25, 2022","Jun 20, 2022",,Hardcover,view,/book/show/56060300-heartstopper
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Three        (Heartstopper, #3)","Oseman, Alice*",,,,384        pp,4.58,"430,834","Feb 06, 2020","Feb 06, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 23, 2022","May 23, 2022","May 23, 2022",,Paperback,view,/book/show/43449920-heartstopper
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Mechanical Romance,"Follmuth, Alexene Farol",0823450104,9780823450107,0823450104,272        pp,3.87,"19,579","May 31, 2022","May 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2022",,Hardcover,view,/book/show/58857822-my-mechanical-romance
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"SPY×FAMILY 2        (SPY×FAMILY, #2)","Endo, Tatsuya",4088821203,9784088821207,4088821203,194        pp,4.55,"44,427","Oct 04, 2019","Oct 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,anya is so funny i love her,Notes are private!,0,0,1,"May 22, 2022","May 22, 2022","May 22, 2022",,Paperback,view (with text),/book/show/52950513-spy-family-2
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,229","Jun 07, 2016","Jun 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 28, 2022","May 17, 2022","May 17, 2022",,Hardcover,view,/book/show/27071490-homegoing
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Legends & Lattes        (Legends & Lattes, #1)","Baldree, Travis*",,,B09R9FSZB5,296        pp,4.14,"184,649","Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2022",,Kindle Edition,view,/book/show/60222807-legends-lattes
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Four Treasures of the Sky,"Zhang, Jenny Tinghui*",1250811783,9781250811783,1250811783,326        pp,4.09,"15,938","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2022",,Hardcover,view,/book/show/55987334-four-treasures-of-the-sky
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Night        (The Night Trilogy, #1)","Wiesel, Elie",,,,120        pp,4.37,"1,244,749",1956,"Jan 16, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 09, 2022","Mar 24, 2022","Mar 27, 2022",,Paperback,view,/book/show/1617.Night
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People We Meet on Vacation,"Henry, Emily*",,,B09TVNLSGG,365        pp,3.88,"1,131,573","May 11, 2021","Mar 10, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,THIS BOOK WAS SO GOOD I LOVED IT THANKS RESH,Notes are private!,0,0,1,"Mar 13, 2022","Mar 15, 2022","Mar 16, 2022",,Kindle Edition,view (with text),/book/show/60581725-people-we-meet-on-vacation
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Me: Moth,"McBride, Amber*",1250780365,9781250780362,1250780365,256        pp,4.12,"6,510","Aug 17, 2021","Aug 17, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 13, 2022","Mar 26, 2022","Feb 13, 2022",,Hardcover,view,/book/show/50498335-me
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fahrenheit 451,"Bradbury, Ray",,,B0064CPN7I,194        pp,3.97,"2,417,125","Oct 19, 1953","Dec 06, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book was actually quite good considering I dislike dystopian novels.,Notes are private!,0,0,1,"Jan 07, 2022","Feb 12, 2022","Feb 13, 2022",,Kindle Edition,view (with text),/book/show/13079982-fahrenheit-451
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"741,947","Sep 16, 1992","Sep 11, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2022",,Paperback,view,/book/show/29044.The_Secret_History
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Enough,"Yoo, Paula*",0060790857,9780060790851,0060790857,322        pp,3.91,"1,960","Feb 01, 2008","Feb 05, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2022",,Hardcover,view,/book/show/1722423.Good_Enough
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From a Whisper to a Rallying Cry: The Killing of Vincent Chin and the Trial that Galvanized the Asian American Movement,"Yoo, Paula*",1324002875,9781324002871,1324002875,384        pp,4.21,"1,330","Apr 20, 2021","Apr 20, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jan 19, 2022not set","Jan 20, 2022not set","Jan 20, 2022",,Hardcover,view,/book/show/53597797-from-a-whisper-to-a-rallying-cry
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dragon's Breath: and Other True Stories,MariNaomi*,1941250017,9781941250013,1941250017,384        pp,4.13,515,"Sep 01, 2014","Sep 30, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 13, 2022","Jan 18, 2022","Jan 18, 2022",,Paperback,view,/book/show/20702420-dragon-s-breath
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"She Who Became the Sun        (The Radiant Emperor, #1)","Parker-Chan, Shelley*",,,B08GZXND63,416        pp,3.87,"69,388","Jul 20, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2022",,Kindle Edition,view,/book/show/48727813-she-who-became-the-sun
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Atlas Six        (The Atlas #1),"Blake, Olivie*",,,B0831PC532,556        pp,3.61,"202,726","Jan 31, 2020","Jan 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2022",,Kindle Edition,view,/book/show/50520939-the-atlas-six
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ten Ways to Wreck a Date        (Full House: Stephanie, #15)","Landesman, Peter",067153548X,9780671535483,067153548X,144        pp,3.73,48,"Apr 01, 1996","Apr 01, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,epic,Notes are private!,0,1,1,"Jan 08, 2022","Jan 08, 2022","Jan 08, 2022",,Mass Market Paperback,view (with text),/book/show/1365152.Ten_Ways_to_Wreck_a_Date
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Wings and Ruin        (A Court of Thorns and Roses, #3)","Maas, Sarah J.*",1408857901,9781408857908,1408857901,705        pp,4.48,"1,538,356","May 02, 2017","May 02, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 29, 2021",Jan 2022,"Dec 31, 2021",,Paperback,view,/book/show/23766634-a-court-of-wings-and-ruin
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Not Your Idol, Vol. 2","Makino, Aoi",1974715175,9781974715176,1974715175,168        pp,4.02,610,"Mar 25, 2019","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 29, 2021","Dec 29, 2021","Dec 31, 2021",,Paperback,view,/book/show/50891169-not-your-idol-vol-2
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Manga Classics: Pride and Prejudice,"King, Stacy*",1947808729,9781947808720,B09HNBR8KN,372        pp,4.16,"8,233","Aug 26, 2014","Aug 06, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 27, 2021","Dec 27, 2021","Dec 31, 2021",,Kindle Edition,view,/book/show/59823141-manga-classics
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Not Your Idol, Vol. 1","Makino, Aoi",1974715167,9781974715169,1974715167,176        pp,4.05,"1,081","Nov 22, 2018","May 05, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 08, 2021","Dec 10, 2021","Dec 10, 2021",,Paperback,view,/book/show/52758012-not-your-idol-vol-1
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nubia: Real One,"McKinney, L.L.*",,,,207        pp,4.35,"2,977","Feb 23, 2021","Feb 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 02, 2021","Dec 04, 2021","Dec 05, 2021",,,view,/book/show/53327012-nubia
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghostopolis,"TenNapel, Doug*",0545210283,9780545210287,0545210283,272        pp,4.05,"13,623","Jul 01, 2010","Jul 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 30, 2021","Nov 30, 2021","Nov 30, 2021",,Paperback,view,/book/show/7293595-ghostopolis
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Guantanamo Voices: True Accounts from the World’s Most Infamous Prison,"Mirk, Sarah*",,,B0856TQTQW,208        pp,4.51,"1,003","Sep 08, 2020","Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 08, 2021","Dec 02, 2021","Nov 08, 2021",,Kindle Edition,view,/book/show/54897810-guantanamo-voices
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crucible: A Play in Four Acts,"Miller, Arthur",0142437336,9780142437339,0142437336,143        pp,3.60,"408,439","May 01, 1946","Mar 25, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 27, 2021","Oct 22, 2021","Nov 05, 2021",,Paperback,view,/book/show/17250.The_Crucible
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thoreau at Walden,"Porcellino, John*",1423100387,9781423100386,1423100387,112        pp,3.81,"1,061","Apr 22, 2008","Apr 22, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 05, 2021","Nov 05, 2021","Nov 05, 2021",,Hardcover,view,/book/show/2451912.Thoreau_at_Walden
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Eye of the World        (The Wheel of Time, #1)","Jordan, Robert",0812511816,9780812511819,0812511816,800        pp,4.19,"531,278","Jan 15, 1990","Nov 15, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2021",,Mass Market Paperback,view,/book/show/228665.The_Eye_of_the_World
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Mercy,"Stevenson, Bryan",,,0812994523,336        pp,4.63,"231,563","Oct 21, 2014","Oct 21, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 04, 2021",Dec 2021,"Nov 04, 2021",,Paperback,view,/book/show/20342617-just-mercy
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blue Flag, Vol. 1        (Blue Flag, #1)",KAITO,1974713016,9781974713011,1974713016,224        pp,4.32,"11,200","Apr 04, 2017","Apr 21, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 03, 2021","Nov 04, 2021","Nov 04, 2021",,Paperback,view,/book/show/51086632-blue-flag-vol-1
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kusama: The Graphic Novel,"Macellari, Elisa",1786277166,9781786277169,1786277166,128        pp,3.98,"2,081","Mar 18, 2020","Sep 15, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 03, 2021","Nov 04, 2021","Nov 04, 2021",,Hardcover,view,/book/show/51182074-kusama
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Curse of the Wolf King        (Entangled with Fae, #1)","Odette, Tessonja*",,,B08W787FG6,356        pp,3.82,"10,266","Apr 07, 2021","Apr 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2021",,Kindle Edition,view,/book/show/57309054-curse-of-the-wolf-king
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witch's Heart,"Gornichec, Genevieve*",059309994X,9780593099940,059309994X,359        pp,4.05,"49,721","Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2021",,Hardcover,view,/book/show/53438195-the-witch-s-heart
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wrath of Mulgarath        (The Spiderwick Chronicles, #5)","DiTerlizzi, Tony*",0689859406,9780689859403,0689859406,146        pp,3.97,"39,910",2004,"Sep 07, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 30, 2021","Aug 30, 2021","Sep 05, 2021",,Hardcover,view,/book/show/277190.The_Wrath_of_Mulgarath
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ironwood Tree        (The Spiderwick Chronicles, #4)","DiTerlizzi, Tony*",0689859392,9780689859397,0689859392,114        pp,3.95,"39,743","Apr 01, 2004","Apr 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 29, 2021","Aug 29, 2021","Sep 05, 2021",,Hardcover,view,/book/show/277191.The_Ironwood_Tree
