,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,BAM who is Beth Anne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wilder Girls,"Power, Rory*",0525645586,9780525645580,0525645586,357        pp,3.46,"88,207","Jul 09, 2019","Jul 09, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found this book exciting, disturbing and really engrossing. Sometimes I pick up novels w/out knowing they are YA, but I’m glad it happenedHave recomI found this book exciting, disturbing and really engrossing. Sometimes I pick up novels w/out knowing they are YA, but I’m glad it happenedHave recommended to Lola to read next...more",Notes are private!,0,0,1,"Feb 20, 2023","Feb 26, 2023","Feb 20, 2023",,Hardcover,view (with text),/book/show/42505366-wilder-girls
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forbidden Notebook,"Céspedes, Alba de",1662601395,9781662601392,1662601395,288        pp,4.13,"6,516",1952,"Jan 17, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book made me so so sad. I felt the pain of Valeria’s labored life in every secret word she wrote. Even the passages that one may find boring, I fThis book made me so so sad. I felt the pain of Valeria’s labored life in every secret word she wrote. Even the passages that one may find boring, I found utterly tragic. And yet, I loved this book so much. It’s an intimate portrayal of a woman stuck in a life she isn’t happy in. A discussion on wants and needs and the burden women have to constantly keep it together. This novel is a treasure....more",Notes are private!,0,0,1,"Feb 20, 2023","Mar 23, 2023","Feb 20, 2023",,Hardcover,view (with text),/book/show/61026364-forbidden-notebook
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tampa,"Nutting, Alissa*",,,B00AXY3GQS,153        pp,3.40,"37,977","Jul 02, 2013","Jul 02, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So disturbing. But really well written and extremely thought provoking. Not for the weak reader or easily triggered.,Notes are private!,0,0,1,"Feb 19, 2023","Feb 20, 2023","Feb 19, 2023",,Kindle Edition,view (with text),/book/show/18890583-tampa
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adverbs,"Handler, Daniel*",0060724412,9780060724412,0060724412,288        pp,3.40,"4,470","Apr 01, 2006","Apr 11, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5 Kinda random. I wouldn’t call this a novel. The nature of the somewhat interconnectedness of these chapters was interesting - until it was more co2.5 Kinda random. I wouldn’t call this a novel. The nature of the somewhat interconnectedness of these chapters was interesting - until it was more confusing than interesting - then it got annoying. Some of these pseudo stories were okay. Some weren’t. I think the point of this novel was not to be a novel and so I guess that part technically “worked” but I don’t know if it actually made it good or just “something”. I’m not sure where the art of a book gets in the way and the meaning of writing for the reader suffers. I think this “novel” borders on finding that line, for me. The struggle to write really good short stories and tell a whole picture about different versions of love - that capture me and make me want to read them - was lost in the desire to do something “unique” and I feel like it ended up with neither thing truly succeeding. I will most likely forget this book exists in a week or two. That’s not a great sign....more",Notes are private!,0,0,1,"Feb 18, 2023","Feb 20, 2023","Feb 18, 2023",,Hardcover,view (with text),/book/show/79129.Adverbs
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Goose,"Li, Yiyun",037460634X,9780374606343,037460634X,348        pp,3.72,"13,589","Sep 20, 2022","Sep 20, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m so afraid my amazing reading streak is going to end soon This was another book I went into without knowing much about. And what a strange and wondI’m so afraid my amazing reading streak is going to end soon This was another book I went into without knowing much about. And what a strange and wonderful experience. This book was a power struggle. Full of secrets, lies, manipulations. But also The story of a two girls who are trying to navigate the world of friendship and growing up. However strange that turns out to be in this particular case. I cant articulate how captivating the writing is. The story is. How really really odd the narrative is. But I loved it. ...more",Notes are private!,0,1,1,"Feb 17, 2023","Feb 18, 2023","Feb 17, 2023",,Hardcover,view (with text),/book/show/59808607-the-book-of-goose
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Swiss,"Beagin, Jen",,,B0B3Y8WL2L,333        pp,3.69,"62,773","Feb 07, 2023","Feb 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Okay. So. This one hit in all the right places for me. I loved that two of the main characters in this book were grown women (i guess we are categorizOkay. So. This one hit in all the right places for me. I loved that two of the main characters in this book were grown women (i guess we are categorized as middle aged once we hit our 40s)…grown women who don’t quite have their shit together. I loved that it was sexual but not in a gross or overwrought way. I love the relationships between most all of the characters. Good or bad-they seemed to be unpretentious—and real. I love that it’s a book about trauma but in a wildly clever and weird way. I didn’t want to put this book down it was intriguing and funny and fascinating. ...more,Notes are private!,0,2,1,"Feb 20, 2023","Mar 05, 2023","Feb 14, 2023",,Kindle Edition,view (with text),/book/show/50361265-big-swiss
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maame,"George, Jessica",,,,320        pp,4.07,"83,336","Jan 31, 2023","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2023",,Hardcover,view,/book/show/60784605-maame
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Survivalists,"Cauley, Kashana*",1593767277,9781593767273,1593767277,288        pp,2.96,"3,586","Jan 10, 2023","Jan 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Started strong. Really strong. But got too ridiculous as it progressed and I found it disappointing in the end. I finished it out of pure accomplishmeStarted strong. Really strong. But got too ridiculous as it progressed and I found it disappointing in the end. I finished it out of pure accomplishment rather than enjoyment. ...more,Notes are private!,0,0,1,"Feb 14, 2023","Feb 20, 2023","Feb 14, 2023",,Hardcover,view (with text),/book/show/59952867-the-survivalists
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Modern Bestiary: A Curated Collection of Wondrous Creatures,"Bagniewska, Joanna*",1472289609,9781472289605,1472289609,256        pp,4.30,272,"Sep 15, 2022","Sep 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2023",,Hardcover,view,/book/show/61158510-the-modern-bestiary
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Agatha of Little Neon,"Luchette, Claire*",0374265267,9780374265267,0374265267,273        pp,3.97,"4,895","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2023",,Hardcover,view,/book/show/54785502-agatha-of-little-neon
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dr. No,"Everett, Percival",1644452081,9781644452080,1644452081,262        pp,3.71,"3,942","Nov 01, 2022","Nov 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an odd read. It was just okay, a little heavy handed and I think that took away from my enjoyment of the satire. I wish Everett would have giThis was an odd read. It was just okay, a little heavy handed and I think that took away from my enjoyment of the satire. I wish Everett would have given the readers a little credit and perhaps been a little more nuanced. It was fine but not memorable and I found myself reading this more to get it over with than for enjoyment. Read this because of The Trees and was mildly disappointed. ...more",Notes are private!,0,0,1,"Mar 04, 2023","Mar 05, 2023","Feb 11, 2023",,Paperback,view (with text),/book/show/59808430-dr-no
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Fed to the Manticore,"Kolluri, Talia Lakshmi",1953534414,9781953534415,1953534414,200        pp,4.14,"1,652","Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2023",,Paperback,view,/book/show/60528666-what-we-fed-to-the-manticore
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Milk Blood Heat,"Moniz, Dantiel W. *",0802158153,9780802158154,0802158153,208        pp,4.04,"9,120","Feb 02, 2021","Feb 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I am a sucker for a well written short story. The women (and one man) at the center of these intense stories had such fierce immediacy in them. They aI am a sucker for a well written short story. The women (and one man) at the center of these intense stories had such fierce immediacy in them. They all felt like they had the need to push forward out of the pages. This is a book I will return to and recommend ...more,Notes are private!,0,0,1,"Feb 14, 2023","Feb 16, 2023","Feb 10, 2023",,Hardcover,view (with text),/book/show/43893870-milk-blood-heat
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before the Coffee Gets Cold #1,"Kawaguchi, Toshikazu",,,B084B6VFHG,227        pp,3.70,"406,628","Dec 06, 2015","Nov 17, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Loved this unique take on time travel. Especially love getting to know the quirky cast of characters in the coffee shop. These are simple stories of sLoved this unique take on time travel. Especially love getting to know the quirky cast of characters in the coffee shop. These are simple stories of simple people who just want one more moment. Winning combination here. Will be continuing this series....more,Notes are private!,0,0,1,"Feb 05, 2023","Feb 05, 2023","Feb 05, 2023",,Kindle Edition,view (with text),/book/show/51603444-before-the-coffee-gets-cold-1
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Biz,"Nović, Sara*",0593241509,9780593241509,0593241509,386        pp,4.09,"64,523","Apr 05, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I came into this book knowing nothing about it. And I’m so glad It was an education in the struggles of a community I know little about. It was the stI came into this book knowing nothing about it. And I’m so glad It was an education in the struggles of a community I know little about. It was the story of a group of characters I grew to love and admire. It was a damn good book. I couldn’t put it down. I will be recommending this to everyone I know ...more,Notes are private!,0,1,1,"Jan 27, 2023","Feb 05, 2023","Jan 27, 2023",,Hardcover,view (with text),/book/show/58395049-true-biz
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Twee: The Gentle Revolution in Music, Books, Television, Fashion, and Film","Spitz, Marc",0062213040,9780062213044,0062213040,352        pp,3.15,367,"Jun 03, 2014","Jun 03, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I set out trying to understand. I still don’t.,Notes are private!,0,0,1,"Jan 27, 2023","Feb 14, 2023","Jan 27, 2023",,Paperback,view (with text),/book/show/18635058-twee
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hippie,"Coelho, Paulo*",1473562678,9781473562677,1473562678,306        pp,3.63,"25,025",2018,"Sep 25, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Im not looking for spiritual guidance from coelho, but I think hes a really good writer. This was very interesting to me specifically due to its autobIm not looking for spiritual guidance from coelho, but I think hes a really good writer. This was very interesting to me specifically due to its autobiographical nature. I think the hippie culture is fascinating and this book did not disappoint in unfolding a tale that held my interest....more",Notes are private!,0,0,1,"Jan 24, 2023","Jan 26, 2023","Jan 24, 2023",,Kindle Edition,view (with text),/book/show/39731666-hippie
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Cake,"Wilkerson, Charmaine",,,,385        pp,4.11,"176,126","Feb 01, 2022","Feb 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 22, 2023","Jan 24, 2023","Jan 22, 2023",,Hardcover,view,/book/show/57926137-black-cake
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Silent Woods,"Grant, Kimi Cunningham*",1250793394,9781250793393,1250793394,275        pp,4.08,"71,249","Nov 16, 2021","Nov 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quick riveting read. This book went beyond its pages, made me think.What and who are family and how far would you go to protect the precious and precaQuick riveting read. This book went beyond its pages, made me think.What and who are family and how far would you go to protect the precious and precarious nature of those bonds? What choices are wrong and right after terrible tragedy? ...more",Notes are private!,0,1,1,"Jan 20, 2023","Jan 24, 2023","Jan 20, 2023",,Hardcover,view (with text),/book/show/56268973-these-silent-woods
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dictionary of Lost Words,"Williams, Pip",1984820745,9781984820747,1984820745,391        pp,4.03,"141,141","Mar 31, 2020","May 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Do words mean different things to men and women? Surely they still do, even today.Pip Williams writes a beautiful sweeping novel that caught me up in Do words mean different things to men and women? Surely they still do, even today.Pip Williams writes a beautiful sweeping novel that caught me up in the complex answering of this question. Esme’s story is so captivating - she’s the type of character you want to follow anywhere. Everything she learns, every challenge she overcomes, every word she collects - becomes a part of you as the reader. She’s a special narrator I won’t soon forget. As a lover of words, I really enjoyed this narrative. As a woman, I really enjoyed these characters. As a reader, I really enjoyed this book. ...more",Notes are private!,0,1,1,"Mar 29, 2023","Apr 07, 2023","Jan 18, 2023",,Paperback,view (with text),/book/show/60172412-the-dictionary-of-lost-words
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Sell a Haunted House,"Hendrix, Grady*",0593201264,9780593201268,0593201264,419        pp,3.70,"97,375","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2023",,Hardcover,view,/book/show/59414094-how-to-sell-a-haunted-house
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Dangerous Things,"Willingham, Stacy*",1250803853,9781250803856,1250803853,326        pp,4.08,"170,328","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2023",,Hardcover,view,/book/show/60784636-all-the-dangerous-things
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",,,B0B7R4Q5DJ,416        pp,4.18,"297,675","Mar 14, 2023","Mar 14, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book packed quite a few sucker punches to my emotions. It is a pretty straightforward tale of an exceptional family. It is a story of love and loThis book packed quite a few sucker punches to my emotions. It is a pretty straightforward tale of an exceptional family. It is a story of love and loss and family and forgiveness. It has a big heart. The way Napolitano writes the fundamental ties of a family, the deep love and the extreme anguish. I absolutely loved how every single character went thru their own realizations on the questions: What am I doing, why am I doing this, who am I?...more",Notes are private!,0,0,1,"Mar 24, 2023","Mar 29, 2023","Jan 15, 2023",,Kindle Edition,view (with text),/book/show/61771675-hello-beautiful
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Finlay Donovan Is Killing It        (Finlay Donovan, #1)","Cosimano, Elle*",1250241707,9781250241702,1250241707,355        pp,4.02,"163,378","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2023",,Hardcover,view,/book/show/53138099-finlay-donovan-is-killing-it
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sam,"Goodman, Allegra*",0593447816,9780593447819,0593447816,336        pp,3.77,"12,472","Jan 03, 2023","Jan 03, 2023",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nothing really wrong with the book other than it’s boring. I don’t really care at all about any of the characters, least of all Sam. She’s not really Nothing really wrong with the book other than it’s boring. I don’t really care at all about any of the characters, least of all Sam. She’s not really all that interesting or worthy of my attention. And that’s the worst thing one can say about a title character in a character driven novel. I followed her from childhood to late teens and still, I really don’t care at all about her. What a waste of my time. ...more",Notes are private!,0,1,1,"Jan 16, 2024","Jan 18, 2024","Jan 15, 2023",,Hardcover,view (with text),/book/show/59722217-sam
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Disaster Tourist,"Yun, Ko-eun",1640094164,9781640094161,1640094164,200        pp,3.38,"5,646","Oct 11, 2013","Aug 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 15, 2023","Jan 22, 2023","Jan 15, 2023",,Paperback,view,/book/show/42366547-the-disaster-tourist
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thrust,"Yuknavitch, Lidia*",0525534903,9780525534907,0525534903,352        pp,3.54,"1,969","Jun 28, 2022","Jun 28, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Wtf did I just read. I don’t know if I’m supposed to believe that this was real, or it was Liza/Laisve/“water girl’s” made up realit**spoiler alert** Wtf did I just read. I don’t know if I’m supposed to believe that this was real, or it was Liza/Laisve/“water girl’s” made up reality or if it’s a mix of both. Is it parallel time travel universes? Is she her own grandmother?I’m just…sort of lost and not in a good way. The writing did nothing to help me connect the stories together. I wasn’t able to find common threads to grounds me to anything meaningful. Some readers got “deeper” meanings and idealistic themes out of the characters. I don’t know if I didn’t read this right or what?! And then the talking earthworms. And the axolotl that grows limbs of you eat it under water. I am going to stop now....more",Notes are private!,0,0,1,"Jan 15, 2023","Jan 19, 2023","Jan 15, 2023",,Hardcover,view (with text),/book/show/59089701-thrust
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,French Braid,"Tyler, Anne*",059332109X,9780593321096,059332109X,244        pp,3.65,"48,683","Mar 22, 2022","Mar 22, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very straightforward family drama. Nothing new but very well written. I laughed, got the heartstrings pulled and enjoyed my time with the Garrett famiVery straightforward family drama. Nothing new but very well written. I laughed, got the heartstrings pulled and enjoyed my time with the Garrett family. this was a very real portrayal of how families can love and hate one another, all in the same breath. Strained relationships across the years - growing apart and coming back together. Would recommend ...more",Notes are private!,0,1,1,"Jan 07, 2023","Jan 15, 2023","Jan 07, 2023",,Hardcover,view (with text),/book/show/58065401-french-braid
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lambda,"Musgrave, David",160945765X,9781609457655,,372        pp,3.25,230,2022,"Jul 12, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book was interesting but I don’t know if I actually liked it. What I liked was the science fiction. Really cool and weird. I liked the sci fi criThis book was interesting but I don’t know if I actually liked it. What I liked was the science fiction. Really cool and weird. I liked the sci fi crime fiction mix. I found it very noir-ish. What I didn’t like was the writing style. It was confusing and disjointed. Hard to follow narrative that often had me re reading passages so I could understand where we were and what was happening. I don’t want to work that hard when I’m reading....more,Notes are private!,0,0,1,"Jan 03, 2023","Jan 15, 2023","Jan 03, 2023",,ebook,view (with text),/book/show/59147222-lambda
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Games and Rituals,"Heiny, Katherine",052565951X,9780525659518,,226        pp,3.84,"3,064","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Hardcover,view,/book/show/61387869-games-and-rituals
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,336        pp,3.80,"428,489","May 25, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Hardcover,view,/book/show/62047984-yellowface
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Citrus County,"Brandon, John",1934781533,9781934781531,1934781533,224        pp,3.62,"2,074","Jul 01, 2010","Jul 06, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maybe I wanted to give this a 2 star  but I think I liked it in the beginning and just lost my like for it in the end.What I liked. I liked how Maybe I wanted to give this a 2 star  but I think I liked it in the beginning and just lost my like for it in the end.What I liked. I liked how stark it was. The writing style. The choppy-ness of it and how that helped bring forth the feelings of despair and loneliness. I liked Shelby and her story. I felt like she was old for her age, but what little girl who went through such a life wouldn’t be? What I didn’t like. I didn’t think that the things that Toby did were realistic for an 8th grader. Maybe I’m too naive, but I just don’t see it. I dont see most of these people being real. I felt like these people were all just caricature balls bouncing around trying to find character holes to land in and they never quite did. The story was too sad. The people went too far. There was never nuance. Never depth, never nimbleness.Maybe I do need to change this to a 2?...more",Notes are private!,0,1,1,"Jan 02, 2023","Jan 07, 2023","Jan 02, 2023",,Hardcover,view (with text),/book/show/7755180-citrus-county
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Lives of Puppets,"Klune, T.J.*",125021744X,9781250217448,125021744X,432        pp,3.94,"58,945","Apr 25, 2023","Apr 25, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,We all know I love Klune. This was another joyful read for me. I think the stories of quirky outcast characters overcoming worldly challenges are justWe all know I love Klune. This was another joyful read for me. I think the stories of quirky outcast characters overcoming worldly challenges are just delightful.The way he crafts the slightly recognizable but still utterly inventive narratives work for me. The inspired conversations and dynamic relationships work for me. The whimsical world building works for me. I love every single book Klune puts out. He’s my kind of writer and I will continue reading his heartwarming tales. ...more,Notes are private!,0,0,1,"May 31, 2023","Jun 02, 2023","Jan 02, 2023",,Hardcover,view (with text),/book/show/60784549-in-the-lives-of-puppets
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Victory City,"Rushdie, Salman",0593243390,9780593243398,0593243390,336        pp,3.81,"10,365","Feb 07, 2023","Feb 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was so excited for this book to come out and yet…I’m on a 3 star book journey right now. I was excited in the beginning of this book—Pampa Kampana hI was so excited for this book to come out and yet…I’m on a 3 star book journey right now. I was excited in the beginning of this book—Pampa Kampana had me ready for some strong female characterization. She ended up being much weaker than I had wished for. The book had some good points, but also a lot of lows. ...more",Notes are private!,0,0,1,"Feb 26, 2023","Mar 05, 2023","Jan 02, 2023",,Hardcover,view (with text),/book/show/61111246-victory-city
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Have Some Questions for You,"Makkai, Rebecca*",0593490142,9780593490143,0593490142,438        pp,3.62,"101,904","Feb 21, 2023","Feb 21, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fantastic page turner. I did not want to stop reading this book.I loved the subtle way Makkai cataloged the myriad of ways women are murdered, and howFantastic page turner. I did not want to stop reading this book.I loved the subtle way Makkai cataloged the myriad of ways women are murdered, and how men get away with it. “It was the one where she was found…It was the one where she ran….it was the one…..” tragic and poignant and so real.I loved the way this didnt quite go where I thought it was going to. Bodie Kane is a great narrator. Slipping clues and hints and roundabouts into the conversation….the message to “him” really. I love the way Makkai treated the story of the kids…everything that came out in the flashbacks and in the present recollections of history felt exactly the way a kid would feel, act, be. The uncomfortable feeling of being a coming of age female. Horror and sadness and trying to fit in. Angst and confusion.I want to read this book again for the first time because it’s really really good....more",Notes are private!,0,1,1,"Mar 19, 2023","Mar 24, 2023","Jan 02, 2023",,Hardcover,view (with text),/book/show/61053829-i-have-some-questions-for-you
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking for Jane,"Marshall, Heather*",1668013681,9781668013687,1668013681,400        pp,4.37,"39,358","Mar 01, 2022","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Hardcover,view,/book/show/61273371-looking-for-jane
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ferryman,"Cronin, Justin*",052561947X,9780525619475,052561947X,538        pp,3.93,"27,669","May 02, 2023","May 02, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 18, 2023","Aug 20, 2023","Jan 02, 2023",,Hardcover,view,/book/show/61282437-the-ferryman
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crane Husband,"Barnhill, Kelly*",1250850975,9781250850973,1250850975,118        pp,3.89,"5,970","Feb 28, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Hardcover,view,/book/show/60784308-the-crane-husband
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hell Bent        (Alex Stern, #2)","Bardugo, Leigh*",1250313104,9781250313102,1250313104,481        pp,4.15,"115,116","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Hardcover,view,/book/show/60652997-hell-bent
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sign Here,"Lux, Claudia",0593545761,9780593545768,0593545761,416        pp,3.81,"29,595","Oct 25, 2022","Oct 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Super fun. Great concept. Great execution. I loved the twists and turns and surprises. Very unique story that I’ve never read before. I enjoyed the muSuper fun. Great concept. Great execution. I loved the twists and turns and surprises. Very unique story that I’ve never read before. I enjoyed the multiple perspectives and timelines. I thought all the characters were great. The way she set up this version of hell was clever. It was funny and fast paced and had some thrills and some crafty little plot twists....more,Notes are private!,0,0,1,Jan 2023,Jan 2023,"Jan 01, 2023",,Hardcover,view (with text),/book/show/59358268-sign-here
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seveneves,"Stephenson, Neal*",,,B00LZWV8JO,872        pp,4.00,"115,504","May 19, 2015","May 19, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 31, 2022","Jan 02, 2023","Dec 31, 2022",,Kindle Edition,view,/book/show/22816087-seveneves
