,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Wendy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
789,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eggnog Murder        (A Lucy Stone Mystery, #23.5)","Meier, Leslie*",1496704487,9781496704481,,320        pp,3.74,"1,855","Oct 24, 2016","Oct 25, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 23, 2022","May 31, 2022","Jun 09, 2020",,ebook,view,/book/show/28814307-eggnog-murder
790,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Turkey Trot Murder        (A Lucy Stone Mystery, #24)","Meier, Leslie*",1496710320,9781496710321,B01MR1SWE5,239        pp,3.68,"2,422","Sep 26, 2017","Sep 26, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 04, 2022","Jun 05, 2022","Jun 09, 2020",,Kindle Edition,view,/book/show/33904885-turkey-trot-murder
791,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"British Manor Murder        (A Lucy Stone Mystery, #23)","Meier, Leslie*",0758277121,9780758277121,,304        pp,3.63,"1,962","Sep 27, 2016","Sep 27, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 05, 2022","May 12, 2022","Jun 09, 2020",,ebook,view,/book/show/28439317-british-manor-murder
792,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Candy Corn Murder        (A Lucy Stone Mystery, #22)","Meier, Leslie*",0758277075,9780758277077,0758277075,248        pp,3.64,"2,624","Sep 02, 2015","Aug 25, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 05, 2022","May 05, 2022","Jun 09, 2020",,Hardcover,view,/book/show/22750015-candy-corn-murder
793,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"French Pastry Murder        (A Lucy Stone Mystery, #21)","Meier, Leslie*",0758277040,9780758277046,0758277040,288        pp,3.50,"1,952",2014,"Sep 30, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 05, 2022","May 07, 2022","Jun 09, 2020",,Hardcover,view,/book/show/20257116-french-pastry-murder
794,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Christmas Carol Murder        (A Lucy Stone Mystery, #20)","Meier, Leslie*",0758277016,9780758277015,0758277016,272        pp,3.64,"2,697","Jan 01, 2013","Sep 24, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 21, 2022","May 23, 2022","Jun 09, 2020",,Hardcover,view,/book/show/17214428-christmas-carol-murder
795,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Easter Bunny Murder        (A Lucy Stone Mystery, #19)","Meier, Leslie*",0758229356,9780758229359,0758229356,263        pp,3.78,"2,493","Jan 29, 2013","Jan 29, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 19, 2022","May 05, 2022","Jun 09, 2020",,Hardcover,view,/book/show/15811659-easter-bunny-murder
796,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chocolate Covered Murder        (A Lucy Stone Mystery, #18)","Meier, Leslie*",075822933X,9780758229335,075822933X,249        pp,3.71,"2,706",unknown,"Jan 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 19, 2022","Apr 19, 2022","Jun 09, 2020",,Hardcover,view,/book/show/12047169-chocolate-covered-murder
797,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"English Tea Murder        (A Lucy Stone Mystery, #17)","Meier, Leslie*",0758229313,9780758229311,0758229313,265        pp,3.71,"2,299","Jun 28, 2011","Jan 01, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2022","Apr 19, 2022","Jun 09, 2020",,Hardcover,view,/book/show/9406859-english-tea-murder
798,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wicked Witch Murder        (A Lucy Stone Mystery, #16)","Meier, Leslie*",0758229291,9780758229298,0758229291,298        pp,3.69,"2,840","Sep 01, 2010","Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 05, 2022","Apr 05, 2022","Jun 09, 2020",,Hardcover,view,/book/show/7177089-wicked-witch-murder
799,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"St. Patrick's Day Murder        (A Lucy Stone Mystery, #14)","Meier, Leslie*",0758207034,9780758207036,0758207034,228        pp,3.85,"2,650","Jan 01, 2008","Jan 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 19, 2022","Mar 19, 2022","Jun 09, 2020",,Hardcover,view,/book/show/1041254.St_Patrick_s_Day_Murder
800,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mother's Day Murder        (A Lucy Stone Mystery, #15)","Meier, Leslie*",0758207050,9780758207050,0758207050,234        pp,3.91,"2,070","Jan 01, 2009","Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 26, 2022","Apr 05, 2022","Jun 09, 2020",,Hardcover,view,/book/show/5821565-mother-s-day-murder
801,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bake Sale Murder        (A Lucy Stone Mystery, #13)","Meier, Leslie*",0758207018,9780758207012,0758207018,272        pp,3.77,"2,974","Dec 01, 2006","Jan 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 28, 2022","Mar 06, 2022","Jun 09, 2020",,Hardcover,view,/book/show/236977.Bake_Sale_Murder
802,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"New Year's Eve Murder        (A Lucy Stone Mystery, #12)","Meier, Leslie*",075820700X,9780758207005,075820700X,304        pp,3.74,"2,150",2005,"Nov 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 26, 2022","Feb 28, 2022","Jun 09, 2020",,Mass Market Paperback,view,/book/show/236978.New_Year_s_Eve_Murder
803,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Star Spangled Murder        (A Lucy Stone Mystery, #11)","Meier, Leslie*",1575668378,9781575668376,1575668378,283        pp,3.89,"1,986","Jun 07, 2005","Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 23, 2022","Feb 26, 2022","Jun 09, 2020",,Paperback,view,/book/show/726206.Star_Spangled_Murder
804,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Father's Day Murder        (A Lucy Stone Mystery, #10)","Meier, Leslie*",1575668351,9781575668352,1575668351,255        pp,3.87,"2,101","Jan 01, 2003","Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 06, 2021","Dec 10, 2021","Jun 09, 2020",,Paperback,view,/book/show/326740.Father_s_Day_Murder
805,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Birthday Party Murder        (A Lucy Stone Mystery, #9)","Meier, Leslie*",,,B005HDYCHM,256        pp,3.97,"2,276",2002,"Oct 24, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 09, 2021","Jan 11, 2021","Jun 09, 2020",,Kindle Edition,view,/book/show/13112347-birthday-party-murder
806,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wedding Day Murder        (A Lucy Stone Mystery #8),"Meier, Leslie*",,,B005HDYCPO,256        pp,3.88,"2,197",2001,"Apr 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 02, 2021","Jan 04, 2021","Jun 09, 2020",,Kindle Edition,view,/book/show/13150202-wedding-day-murder
807,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Turkey Day Murder        (A Lucy Stone Mystery, #7)","Meier, Leslie*",0786247274,9780786247271,0786247274,318        pp,3.71,"2,857","Oct 01, 2000","Nov 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 27, 2020","Dec 28, 2020","Jun 09, 2020",,Hardcover,view,/book/show/511456.Turkey_Day_Murder
808,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Christmas Cookie Murder        (A Lucy Stone Mystery, #6)","Meier, Leslie*",,,B005JE94VS,232        pp,3.83,"3,472",1999,"Oct 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 19, 2020","Sep 24, 2020","Jun 09, 2020",,Kindle Edition,view,/book/show/54573172-christmas-cookie-murder
809,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Valentine Murder        (Lucy Stone, #5)","Meier, Leslie*",,,B00AAZTDE4,276        pp,3.84,"2,898","Feb 01, 1999","Jun 12, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 28, 2020","Jul 31, 2020","Jun 09, 2020",,Kindle Edition,view,/book/show/19167659-valentine-murder
810,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Back to School Murder        (A Lucy Stone Mystery, #4)","Meier, Leslie*",1575663309,9781575663302,1575663309,268        pp,3.86,"3,085",1997,"Jan 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 15, 2020","Jul 17, 2020","Jun 09, 2020",,Paperback,view,/book/show/236985.Back_to_School_Murder
811,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Trick or Treat Murder        (A Lucy Stone Mystery, #3)","Meier, Leslie*",1575662191,9781575662190,1575662191,256        pp,3.74,"4,114","Oct 01, 1996","Jan 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2020","Jul 09, 2020","Jun 09, 2020",,Paperback,view,/book/show/236981.Trick_or_Treat_Murder
812,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tippy Toe Murder        (A Lucy Stone Mystery Book 2),"Meier, Leslie*",,,B00KYUNERW,260        pp,3.80,"3,502","Mar 22, 1994","May 16, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 28, 2020","Jul 02, 2020","Jun 09, 2020",,Kindle Edition,view,/book/show/23963608-tippy-toe-murder
813,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mumbo Gumbo Murder        (A Scrapbooking Mystery, #16)","Childs, Laura",0451489578,9780451489579,0451489578,308        pp,3.77,966,"Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Hardcover,view,/book/show/43581958-mumbo-gumbo-murder
814,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Glitter Bomb        (A Scrapbooking Mystery, #15)","Childs, Laura",0451489543,9780451489548,0451489543,310        pp,3.84,"1,044","Oct 02, 2018","Oct 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Hardcover,view,/book/show/37969766-glitter-bomb
815,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crepe Factor        (A Scrapbooking Mystery, #14)","Childs, Laura",0425266702,9780425266700,0425266702,310        pp,3.84,"1,199","Oct 04, 2016","Oct 04, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Hardcover,view,/book/show/28504471-crepe-factor
816,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Parchment and Old Lace        (A Scrapbooking Mystery, #13)","Childs, Laura",0425266680,9780425266687,0425266680,336        pp,3.87,"1,178","Oct 06, 2015","Oct 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Hardcover,view,/book/show/24941110-parchment-and-old-lace
817,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gossamer Ghost        (A Scrapbooking Mystery, #12)","Childs, Laura",0425266664,9780425266663,0425266664,322        pp,3.86,"1,231","Oct 07, 2014","Jan 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Hardcover,view,/book/show/20893353-gossamer-ghost
818,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gilt Trip        (A Scrapbooking Mystery, #11)","Childs, Laura",0425252590,9780425252598,0425252590,320        pp,3.76,"1,227","Oct 01, 2013","Oct 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Mass Market Paperback,view,/book/show/20949427-gilt-trip
819,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Postcards from the Dead        (A Scrapbooking Mystery, #10)","Childs, Laura",0425252752,9780425252758,0425252752,336        pp,3.79,"1,266","Oct 02, 2012","Oct 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Hardcover,view,/book/show/13543046-postcards-from-the-dead
820,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fiber and Brimstone        (A Scrapbooking Mystery, #8)","Childs, Laura",0425236749,9780425236741,0425236749,336        pp,3.86,"1,097","Oct 05, 2010","Oct 05, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Hardcover,view,/book/show/7894321-fiber-and-brimstone
821,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Skeleton Letters        (A Scrapbooking Mystery, #9)","Childs, Laura",0425243893,9780425243893,0425243893,323        pp,3.78,"1,309","Oct 04, 2011","Oct 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Hardcover,view,/book/show/10843436-skeleton-letters
822,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tragic Magic        (A Scrapbooking Mystery, #7)","Childs, Laura",0425229890,9780425229897,0425229890,320        pp,3.85,"1,368","Sep 03, 2009","Oct 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Hardcover,view,/book/show/6387853-tragic-magic
823,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death Swatch        (A Scrapbooking Mystery, #6)","Childs, Laura",0425224783,9780425224786,0425224783,320        pp,3.89,"1,340","Sep 02, 2008","Sep 02, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Hardcover,view,/book/show/3048271-death-swatch
824,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Frill Kill        (A Scrapbooking Mystery, #5)","Childs, Laura",0425217302,9780425217306,0425217302,273        pp,3.87,"1,461","Oct 02, 2007","Oct 02, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Hardcover,view,/book/show/498593.Frill_Kill
825,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Motif for Murder        (A Scrapbooking Mystery, #4)","Childs, Laura",0425212041,9780425212042,0425212041,288        pp,3.86,"1,586","Sep 05, 2006","Sep 05, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Hardcover,view,/book/show/636701.Motif_for_Murder
826,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bound for Murder        (A Scrapbooking Mystery, #3)","Childs, Laura",0425199231,9780425199237,0425199231,256        pp,3.87,"1,910","Nov 02, 2004","Nov 02, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Mass Market Paperback,view,/book/show/1328522.Bound_for_Murder
827,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Photo Finished        (A Scrapbooking Mystery, #2)","Childs, Laura",0425194345,9780425194348,0425194345,260        pp,3.81,"1,959","Jan 06, 2004","Jan 06, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Mass Market Paperback,view,/book/show/498595.Photo_Finished
828,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Keepsake Crimes        (A Scrapbooking Mystery, #1)","Childs, Laura",0425190749,9780425190746,0425190749,244        pp,3.68,"3,185","May 06, 2003","May 06, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2020",,Mass Market Paperback,view,/book/show/1171738.Keepsake_Crimes
829,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Admission,"Buxbaum, Julie*",1984893629,9781984893628,1984893629,342        pp,3.55,"7,436","Dec 01, 2020","Dec 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book explores the college admission scandals through the lens of a fictional girl named Chloe. She is living a good life, going to a prestigious This book explores the college admission scandals through the lens of a fictional girl named Chloe. She is living a good life, going to a prestigious private school, hanging out with her friends, and really not worrying all that much about school. As college admissions deadlines loom and she is still struggling with her SAT scores, her parents step in and hire a consultant. Unbeknownst to Chloe, the consultant alters her college application and her parents make donations to get her in to the school of her dreams. The book has an engaging before and after format and really takes into thought the victims in this kind of crime. An interesting, thought-provoking read....more",Notes are private!,0,0,1,"Jun 06, 2020","Jun 16, 2020","Jun 06, 2020",,Hardcover,view (with text),/book/show/53029025-admission
830,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Glass Sword        (Red Queen, #2)","Aveyard, Victoria*",0062310666,9780062310668,0062310666,444        pp,3.80,"359,132","Feb 09, 2016","Feb 09, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 05, 2020","Jun 11, 2020","Jun 05, 2020",,Hardcover,view,/book/show/23174274-glass-sword
831,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chicken Soup for the Soul: What I Learned from the Dog: 101 Stories about Life, Love, and Lessons","Canfield, Jack",1935096389,9781935096382,1935096389,400        pp,4.21,173,"Sep 22, 2009","Sep 22, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 05, 2020","Jun 10, 2020","Jun 05, 2020",,Paperback,view,/book/show/6381237-chicken-soup-for-the-soul
832,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chicken Soup for the Soul: What I Learned from the Cat: 101 Stories about Life, Love, and Lessons","Canfield, Jack",1935096370,9781935096375,1935096370,400        pp,4.24,205,"Sep 22, 2009","Sep 22, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2020",,Paperback,view,/book/show/6586660-chicken-soup-for-the-soul
833,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Witching For Grace        (Premonition Pointe, #1)","Chase, Deanna*",,,B084VV61YB,280        pp,4.25,"3,898","Feb 16, 2020","Feb 16, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2020",,Kindle Edition,view,/book/show/51419807-witching-for-grace
834,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Source of Magic        (Academy of Falling Kingdoms #1),"Mills, Marisa*",,,B07SQJKC7G,332        pp,4.10,312,"Jun 09, 2019","Jul 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2020",,Kindle Edition,view,/book/show/51983405-the-source-of-magic
835,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cruel Crown        (Red Queen, #0.1-0.2)","Aveyard, Victoria*",0062435345,9780062435347,0062435345,208        pp,3.62,"37,980","Jan 05, 2016","Jan 05, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 02, 2020","Jun 05, 2020","Jun 02, 2020",,Paperback,view,/book/show/25944381-cruel-crown
836,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pageant        (Vampire Royals #1),"Walker, Leigh*",,,,204        pp,3.95,"2,905",unknown,"Feb 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2020",,Kindle Edition,view,/book/show/37913668-the-pageant
837,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Academy        (The Academy Saga, #1)","Daly, C.J.*",,,,517        pp,4.27,505,"Jul 01, 2019","Sep 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2020",,Kindle Edition,view,/book/show/51901216-the-academy
838,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"UnDivided        (Unwind, #4)","Shusterman, Neal*",,,,372        pp,4.46,"27,552","Oct 14, 2014","Oct 14, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 31, 2020","Jun 05, 2020","May 31, 2020",,Hardcover,view,/book/show/17950614-undivided
839,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Six Angry Girls,"Kisner, Adrienne",125025342X,9781250253422,125025342X,272        pp,3.82,"1,648","Aug 18, 2020","Aug 18, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an empowering book for girls! Six high school girls, tired of the patriarchy for a variety of reasons, bond together to form a Mock Trial teamThis is an empowering book for girls! Six high school girls, tired of the patriarchy for a variety of reasons, bond together to form a Mock Trial team. Thy become an unstoppable force for good but in the end realize that being true to themselves is more important than just going along with a plan so everyone gets along. Millie, a Mock Trial superstar, is forced out of the school's Mock Trial team by a bunch of guys, even though she generally does most of the work. In revenge, she forms her own all girl Mock Trial team from an actress, a lit magazine editor, 2 new girls, and a girl who was forced into it because she owed the librarian. Somehow, they make a great team and support each other through the school year. A lot of fun to read and great characters....more",Notes are private!,0,0,1,"May 30, 2020","Jun 06, 2020","May 30, 2020",,Hardcover,view (with text),/book/show/46223286-six-angry-girls
840,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killer Cupcakes        (Lexy Baker #1),"Dobbs, Leighann*",,,,146        pp,3.57,"10,365","Oct 31, 2012",Nov 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 27, 2020","May 28, 2020","May 27, 2020",,Kindle Edition,view,/book/show/16149634-killer-cupcakes
841,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Queen        (Red Queen, #1)","Aveyard, Victoria*",,,0062310631,388        pp,4.00,"1,009,330","Feb 10, 2015","Feb 10, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 26, 2020","May 31, 2020","May 26, 2020",,Hardcover,view,/book/show/22328546-red-queen
842,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Secret Star        (Stars of Mithra, #3)","Roberts, Nora*",0373484909,9780373484904,0373484909,296        pp,4.01,"10,577","Feb 01, 1998","Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2020",,Mass Market Paperback,view,/book/show/114200.Secret_Star
843,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Captive Star        (Stars of Mithra, #2)","Roberts, Nora*",0373484895,9780373484898,0373484895,299        pp,3.96,"10,891","Nov 01, 1997","Jul 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2020",,Mass Market Paperback,view,/book/show/114189.Captive_Star
