,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amber's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intentional Parenting: Autopilot Is for Planes,"Goff, Sissy*",0849964547,9780849964541,0849964547,256        pp,4.27,203,"Mar 12, 2013","Mar 11, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2022",,Paperback,view,/book/show/15864587-intentional-parenting
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Raising Worry-Free Girls: Helping Your Daughter Feel Braver, Stronger, and Smarter in an Anxious World","Goff, Sissy*",0764233408,9780764233401,0764233408,224        pp,4.42,"2,883",Sep 2019,"Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2022",,Paperback,view,/book/show/43984220-raising-worry-free-girls
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strong and Smart: A Boy's Guide to Building Healthy Emotions,"Thomas, David",0764239996,9780764239991,0764239996,48        pp,4.44,16,unknown,"Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2022",,Paperback,view,/book/show/59788611-strong-and-smart
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raising Emotionally Strong Boys: Tools Your Son Can Build On for Life,"Thomas, David",0764239988,9780764239984,0764239988,192        pp,4.60,"3,173",unknown,"Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2022",,Paperback,view,/book/show/59857126-raising-emotionally-strong-boys
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,David Copperfield,"Dickens, Charles",,,,882        pp,4.03,"238,606",Nov 1850,2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2022",,Paperback,view,/book/show/58696.David_Copperfield
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,770","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2022",,Hardcover,view,/book/show/60194162-demon-copperhead
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Homeopathic Treatment of Children: Pediatric Constitutional Types,"N.D., Paul Herscu",1556430906,9781556430909,1556430906,374        pp,4.18,49,"Dec 31, 1991","Jan 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2022",,Paperback,view,/book/show/649724.The_Homeopathic_Treatment_of_Children
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,607","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2022",,Hardcover,view,/book/show/54493401-project-hail-mary
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Surrender: 40 Songs, One Story",Bono,0525521046,9780525521044,0525521046,564        pp,4.20,"17,599","Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2022",,Hardcover,view,/book/show/61065813-surrender
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eat Dirt: Why Leaky Gut May Be the Root Cause of Your Health Problems and 5 Surprising Steps to Cure It,"Axe, Josh",0062433644,9780062433640,0062433644,352        pp,4.02,"4,455","Feb 23, 2016","Mar 29, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2022",,Hardcover,view,/book/show/25817770-eat-dirt
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dirt Cure: Growing Healthy Kids with Food Straight from Soil,"Shetreat-Klein, Maya",1476796971,9781476796970,1476796971,384        pp,4.22,412,"Jul 14, 2015","Jan 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2022",,Hardcover,view,/book/show/23492584-the-dirt-cure
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More Than Your Number: A Christ-Centered Enneagram Approach to Becoming AWARE of Your Internal World,"McCord, Beth",0785290990,9780785290995,0785290990,304        pp,4.16,166,Sep 2022,"Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2022",,Hardcover,view,/book/show/59608975-more-than-your-number
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Truth Over Tribe: Pledging Allegiance to the Lamb, Not the Donkey or the Elephant","Miller, Patrick Keith",0830784780,9780830784783,0830784780,224        pp,4.30,378,unknown,"Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2022",,Paperback,view,/book/show/60809319-truth-over-tribe
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collapse of Parenting: How We Hurt Our Kids When We Treat Them Like Grown-Ups,"Sax, Leonard*",0465048978,9780465048977,0465048978,304        pp,4.26,"4,469","Dec 29, 2015","Dec 29, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2022",,Hardcover,view,/book/show/25273812-the-collapse-of-parenting
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sources of Strength: Meditations on Scripture for a Living Faith,"Carter, Jimmy",1578562902,9781578562909,1578562902,272        pp,4.01,348,"Dec 12, 1991","Oct 19, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Solid theology, and I enjoyed getting a peak at the heart and mind of a past president…",Notes are private!,0,1,1,"Oct 16, 2022","Jun 05, 2023","Oct 16, 2022",,Paperback,view (with text),/book/show/9354.Sources_of_Strength
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fairy Tale,"King, Stephen*",1668002175,9781668002179,1668002175,608        pp,4.12,"233,850","Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2022",,Hardcover,view,/book/show/60177373-fairy-tale
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Can't Believe You Just Said That: Biblical Wisdom for Taming Your Child's Tongue,"Hubbard, Ginger",1400204933,9781400204939,,224        pp,4.58,494,Apr 2018,"Apr 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2022",,ebook,view,/book/show/35542453-i-can-t-believe-you-just-said-that
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Stands: Why Men Fight When All Is Lost,"Walsh, Michael*",,,B084M23FRL,367        pp,3.77,414,unknown,"Dec 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2022",,Kindle Edition,view,/book/show/53856821-last-stands
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Count It All Joy,"Roseveare, Helen",1781910618,9781781910610,1781910618,112        pp,4.46,190,unknown,"Dec 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2022",,Paperback,view,/book/show/36083527-count-it-all-joy
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teach Them Diligently,"Nunnery, Leslie",,,B079VVY6HD,145        pp,4.33,54,Mar 2018,"Mar 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2022",,Kindle Edition,view,/book/show/39170992-teach-them-diligently
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Curious George and Friends: Favorite Stories,"Rey, Margret",0618226109,9780618226108,0618226109,272        pp,4.19,98,"Jan 01, 2003","Jan 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Spotty is woke, Pretzel is a stalker, and a few other things that haven’t aged well…",Notes are private!,0,1,1,not set,not set,"Sep 21, 2022",,Hardcover,view (with text),/book/show/462719.Curious_George_and_Friends
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Lifestyle of Divine Encounters: Through Prayer, Prophecy, and the Living Word","Bootsma, Patricia",,,B078V8YT7G,210        pp,4.32,25,unknown,"Apr 17, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Kindle Edition,view,/book/show/39904394-a-lifestyle-of-divine-encounters
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Little People,"Schaeffer, Francis A.",1581345186,9781581345186,1581345186,240        pp,4.23,362,1974,"Sep 11, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2022",,Paperback,view,/book/show/645838.No_Little_People
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Still Life        (Chief Inspector Armand Gamache, #1)","Penny, Louise*",0312948557,9780312948559,0312948557,293        pp,3.90,"249,025","Oct 03, 2005","May 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2022",,Mass Market Paperback,view,/book/show/338691.Still_Life
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reluctant Dragon,"Grahame, Kenneth",082340093X,9780823400935,082340093X,58        pp,3.96,"5,204",1898,"Sep 01, 1938",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2022",,Hardcover,view,/book/show/2190742.The_Reluctant_Dragon
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Temperament God Gave Your Kids: Motivate, Discipline, and Love Your Children","Bennett, Art",161278545X,9781612785455,161278545X,192        pp,4.25,326,"Jan 01, 2012","Feb 03, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2022",,Paperback,view,/book/show/13276910-the-temperament-god-gave-your-kids
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Having the Mind of Christ: Eight Axioms to Cultivate a Robust Faith,"Tebbe, Matt",1514003597,9781514003596,1514003597,192        pp,4.60,129,unknown,"Jul 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2022",,Paperback,view,/book/show/59794560-having-the-mind-of-christ
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Justin Morgan Had a Horse,"Henry, Marguerite",0689852797,9780689852794,0689852797,176        pp,4.05,"8,877",1945,"Oct 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2022","Sep 08, 2022","Aug 24, 2022",,Hardcover,view,/book/show/79667.Justin_Morgan_Had_a_Horse
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House at Pooh Corner        (Winnie-the-Pooh #2),"Milne, A.A.",0525444440,9780525444442,0525444440,180        pp,4.37,"89,649","Jan 01, 1928","Oct 31, 1988",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Aug 22, 2022",,Hardcover,view,/book/show/776407.The_House_at_Pooh_Corner
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious for Nothing: Finding Calm in a Chaotic World,"Lucado, Max*",0718096126,9780718096120,0718096126,240        pp,4.17,"24,817",2017,"Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2022",,Hardcover,view,/book/show/32951877-anxious-for-nothing
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teach Your Children Well: A Step-by-Step Guide for Family Discipleship,"Cowan Johnson, Sarah*",1514003805,9781514003800,1514003805,240        pp,4.46,94,unknown,"Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2022",,Paperback,view,/book/show/60198883-teach-your-children-well
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luckenbach Texas - The Center of the Universe,"Patterson, Becky Crouch",0692127283,9780692127285,0692127283,272        pp,4.63,19,unknown,"Jan 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2022",,Hardcover,view,/book/show/43608092-luckenbach-texas---the-center-of-the-universe
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Them Lead: Unexpected Lessons in Leadership from America's Worst High School Hockey Team,"Bacon, John U.",0358533260,9780358533269,0358533260,256        pp,4.45,538,unknown,"Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2022",,Hardcover,view,/book/show/55959497-let-them-lead
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Courageous World Changers: 50 True Stories of Daring Women of God,"Redmond, Shirley Raye",0736977341,9780736977340,0736977341,112        pp,4.38,186,unknown,"Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2022",,Hardcover,view,/book/show/44566784-courageous-world-changers
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dissolving Illusions: Disease, Vaccines, and the Forgotten History","Humphries, Suzanne",1480216895,9781480216891,1480216895,530        pp,4.65,"1,198","Jul 27, 2013","Jul 27, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2022",,Paperback,view,/book/show/18336700-dissolving-illusions
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Garden,"Hodgson Burnett, Frances",0517189607,9780517189603,0517189607,331        pp,4.16,"1,170,474",Aug 1911,"Sep 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Finally! We just did not, none of us, enjoy this at any thrilling level. It was just ok, with a most excellent final chapter. Our apologies to anyone Finally! We just did not, none of us, enjoy this at any thrilling level. It was just ok, with a most excellent final chapter. Our apologies to anyone who cherishes this novel!...more",Notes are private!,0,0,1,"Jul 24, 2022","Jun 07, 2023","Jul 24, 2022",,Hardcover,view (with text),/book/show/2998.The_Secret_Garden
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sunset of the Sabertooth        (Magic Tree House, #7)","Osborne, Mary Pope",0679863737,9780679863731,0679863737,68        pp,3.92,"13,688","Apr 14, 1996","Apr 14, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 24, 2022",,Paperback,view,/book/show/948528.Sunset_of_the_Sabertooth
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Almost Holy Mama: Life-Giving Spiritual Practices for Weary Parents,"Ellis, Courtney*",1628627905,9781628627909,1628627905,256        pp,4.57,159,unknown,"Jun 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2022",,Paperback,view,/book/show/42876354-almost-holy-mama
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Porn: Men of Integrity Building a World of Nobility,"Ortlund Jr., Raymond C.",1433576694,9781433576690,1433576694,144        pp,4.50,"1,042",unknown,"Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2022",,Paperback,view,/book/show/56849581-the-death-of-porn
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Best Man        (Blue Heron, #1)","Higgins, Kristan*",0373777922,9780373777921,0373777922,426        pp,3.93,"29,365","Feb 26, 2013","Feb 26, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Wanted to read something by the author to see why she was so popular. Not my thing.,Notes are private!,0,0,1,"Aug 22, 2022","Sep 03, 2022","Jul 19, 2022",,Mass Market Paperback,view (with text),/book/show/15803757-the-best-man
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0735220689,9780735220683,0735220689,336        pp,4.24,"1,227,045","May 09, 2017","May 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2022",,Hardcover,view,/book/show/31434883-eleanor-oliphant-is-completely-fine
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Family of Liars,"Lockhart, E.*",,9780593568804,,299        pp,3.78,"85,658","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2022",,Hardcover,view,/book/show/59586261-family-of-liars
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood in the Low Country: A tension-filled family saga of betrayal,"Attaway, Paul*",,,B08HCKSMNZ,330        pp,4.21,276,unknown,"Sep 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2022",,Kindle Edition,view,/book/show/55229602-blood-in-the-low-country
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eli's Redemption,"Attaway, Paul*",,,B09Y3HZZMB,450        pp,4.34,38,unknown,"May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2022",,Kindle Edition,view,/book/show/60886470-eli-s-redemption
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mind of the Maker: The Expression of Faith through Creativity and Art,"Sayers, Dorothy L.",,,B00R23CXGW,155        pp,4.17,"2,318","Jan 01, 1941","Feb 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2022",,Kindle Edition,view,/book/show/24362501-the-mind-of-the-maker
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"540,958","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Hardcover,view,/book/show/58733693-remarkably-bright-creatures
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The God of the Garden: Thoughts on Creation, Culture, and the Kingdom","Peterson, Andrew*",1087736951,9781087736952,1087736951,224        pp,4.50,"3,294",2021,"Oct 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2022",,Paperback,view,/book/show/56888670-the-god-of-the-garden
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone to the Woods: Surviving a Lost Childhood,"Paulsen, Gary",0374314152,9780374314156,0374314152,368        pp,3.99,"4,661","Jan 12, 2021","Jan 12, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2022",,Hardcover,view,/book/show/52516022-gone-to-the-woods
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No More Perfect Kids: Love Your Kids for Who They Are,"Koch, Kathy",,9798200485932,B08XL9QWM9,unknown,4.67,3,unknown,"Mar 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2022",,Audio CD,view,/book/show/59846410-no-more-perfect-kids
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perfectionist: Growing as an Enneagram 1        (60-Day Enneagram Devotional),"Bennett, Elisabeth",1641235683,9781641235686,1641235683,192        pp,4.12,118,unknown,"Mar 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2022",,Hardcover,view,/book/show/54285807-the-perfectionist
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Keeping Your Kids on God's Side: 40 Conversations to Help Them Build a Lasting Faith,"Crain, Natasha*",0736965084,9780736965088,0736965084,272        pp,4.48,493,"Mar 01, 2016","Mar 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2022",,Paperback,view,/book/show/26226728-keeping-your-kids-on-god-s-side
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound of Violet,"Wolf, Allen*",1952844142,9781952844140,1952844142,226        pp,3.93,121,unknown,"Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2022",,Paperback,view,/book/show/58212532-the-sound-of-violet
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lifegiving Home: Creating a Place of Belonging and Becoming,"Clarkson, Sally*",1496403371,9781496403377,1496403371,248        pp,4.22,"5,413",2016,"Feb 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2022",,Paperback,view,/book/show/26459921-the-lifegiving-home
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Banner of Heaven: A Story of Violent Faith,"Krakauer, Jon*",1400032806,9781400032808,B007E68IEI,399        pp,4.01,"207,150",Jul 2003,"Jul 10, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2022",,Paperback,view,/book/show/1894.Under_the_Banner_of_Heaven
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Uncanceled: Finding Meaning and Peace in a Culture of Accusations, Shame, and Condemnation","Robertson, Phil",1400230179,9781400230174,1400230179,224        pp,4.62,526,unknown,"Feb 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2022",,Hardcover,view,/book/show/58429336-uncanceled
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Do Hard Things: A Teenage Rebellion Against Low Expectations,"Harris, Alex*",1601421125,9781601421128,1601421125,242        pp,4.04,"12,798","Jan 01, 2008","Apr 15, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2022",,Hardcover,view,/book/show/1958785.Do_Hard_Things
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Screens and Teens: Connecting with Our Kids in a Wireless World,"Koch, Kathy",0802412696,9780802412690,0802412696,256        pp,4.08,282,"Mar 01, 2015","Mar 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 19, 2022",,Paperback,view,/book/show/22544750-screens-and-teens
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,8 Great Smarts: Discover and Nurture Your Child's Intelligences,"Koch, Kathy",0802493572,9780802493576,,224        pp,4.15,772,unknown,"Mar 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 21, 2022",not set,"Apr 19, 2022",,ebook,view,/book/show/29249186-8-great-smarts
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vaccines 2.0: The Careful Parent's Guide to Making Safe Vaccination Choices for Your Family,"Blaxill, Mark",1632201712,9781632201713,,336        pp,4.25,4,unknown,"Feb 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2022",,ebook,view,/book/show/34027196-vaccines-2-0
