,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Miss's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chancellor: The Remarkable Odyssey of Angela Merkel,"Marton, Kati",1501192620,9781501192623,1501192620,368        pp,4.33,"6,325","Oct 26, 2021","Oct 26, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Moram priznati da ne dijelim oduševljenje koje vidim u drugim recenzijama. Biografija jest iscrpna i puna detalja, može se iz nje mnogo toga naučiti oMoram priznati da ne dijelim oduševljenje koje vidim u drugim recenzijama. Biografija jest iscrpna i puna detalja, može se iz nje mnogo toga naučiti o samoj Angeli Merkel, ali i o Europi i općenito europskoj ideji. Ipak, na mahove je bila dosta zamorna, jako puno ima informacija o drugim političarima (recimo Putinu - u jednom trenu nisam znala čiju biografiju slušam), ali najveći minus je to što knjizi nedostaje objektivnosti koja se može naći u biografijama koje osobno smatram kvalitetnim (npr. Isaacson). U knjizi se jedva može naći pokoja informacija o tome što kod Mutti nije bilo dobro i to se odnosi i na osobna obilježja i na političke odluke i njihove posljedice. Dakle, od mene dvojka....more",Notes are private!,0,3,1,"Mar 23, 2023","Aug 20, 2023","Mar 23, 2023",,Hardcover,view (with text),/book/show/56897484-the-chancellor
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adrenalina. My untold stories,"Ibrahimović, Zlatan",8830901989,9788830901988,8830901989,264        pp,3.76,"1,407",2021,"Dec 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"S obzirom da sad čitam (auto)biografije, moram priznati da mi je nakon Gisele Bundchen i Maye Musk (kojima sam dala dvojku, ali baš si mislim da sam bS obzirom da sad čitam (auto)biografije, moram priznati da mi je nakon Gisele Bundchen i Maye Musk (kojima sam dala dvojku, ali baš si mislim da sam bila darežljiva), Zlatan došao kao melem na ranu. Da, književno to nije neka uspješnica, a pisanje u prezentu mi je posebno iritantno kao i govorenje o sebi u trećem licu, ali bar je nekako djelovalo iskreno, potpuno, prikazani su strahovi, nedoumice, greške, pobjede i porazi. Upućena je pokoja isprika, samokritika i kritika što ovu autobiografiju čini toplom i zanimljivom. Ibrahimović mi nije bio neki mister simpatičnosti, ali nakon ove knjige imam bolje mišljenje o njemu....more",Notes are private!,0,1,1,"Mar 23, 2023","Mar 26, 2023","Mar 23, 2023",,Hardcover,view (with text),/book/show/59762414-adrenalina-my-untold-stories
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lekcije: Moj put ka smislenom životu,"Bündchen, Gisele",,9789533600178,,240        pp,3.99,"5,555","Oct 02, 2018",2019,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Strašno. Evo stvarno. Jedan potencijalno inspirativan život toliko loše uobličen u autobiografiju, bez reda, smisla, nabacano, nepotpuno, prazno. KadaStrašno. Evo stvarno. Jedan potencijalno inspirativan život toliko loše uobličen u autobiografiju, bez reda, smisla, nabacano, nepotpuno, prazno. Kada bih bila potpuno objektivna i ne bih simpatizirala Bradyja i njihov zdravi životni stil vjerojatno bih dala jedinicu ko kuća jer knjiga zaista nije za mnogo više....more",Notes are private!,0,0,1,"Mar 23, 2023","Mar 23, 2023","Mar 23, 2023",,Paperback,view (with text),/book/show/60179758-lekcije
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Woman Makes a Plan: Advice for a Lifetime of Adventure, Beauty, and Success","Musk, Maye",1984878506,9781984878502,1984878506,224        pp,3.87,"4,891","Dec 31, 2019","Dec 31, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Slobodno preskočiti. Površno ispričan život, s naglaskom na lekcijama. Mislim da bi čitatelj mogao mnogo više naučiti, a i više se zabaviti da su dogaSlobodno preskočiti. Površno ispričan život, s naglaskom na lekcijama. Mislim da bi čitatelj mogao mnogo više naučiti, a i više se zabaviti da su događaji i doživljaji pošteno ispričani. Dvojka samo zbog savjeta oko prehrane, koji su isto tako površni....more",Notes are private!,0,0,1,"Mar 23, 2023","Mar 26, 2023","Mar 23, 2023",,Hardcover,view (with text),/book/show/51017356-a-woman-makes-a-plan
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pčelar iz Alepa,"Lefteri, Christy",,9788610036305,,270        pp,4.17,"146,108","May 02, 2019",2021,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pročitala sam ovu knjigu prije malo više od mjesec dana i skoro pa je se jedva sjećam. Do neke razine jest potresna, ima nešto književnosti u njoj, prPročitala sam ovu knjigu prije malo više od mjesec dana i skoro pa je se jedva sjećam. Do neke razine jest potresna, ima nešto književnosti u njoj, priča kao i sve slične priče je jako zanimljiva. Ali ipak mi fali dosta toga da bi mi išla u rang npr. Goniča zmajeva, Utvrde s 9 kula itd. Čvrsta trojka, mislim da je to fer....more",Notes are private!,0,2,1,"Apr 10, 2023","May 31, 2023","Mar 10, 2023",,Paperback,view (with text),/book/show/57741117-p-elar-iz-alepa
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mala knjiga za velike roditelje: priručnik za vaspitavanje dece,"Milivojević, Zoran",8686653278,9788686653277,8686653278,157        pp,4.45,77,"Jan 01, 2007",2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2023",,Hardcover,view,/book/show/20872659-mala-knjiga-za-velike-roditelje
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Green Eggs and Ham,Dr. Seuss,0394800168,9780394800165,B00297Y0JO,64        pp,4.31,"775,590",Jun 1960,1988,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2023",,Hardcover,view,/book/show/23772.Green_Eggs_and_Ham
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Woman, Other","Evaristo, Bernardine",0241364906,9780241364901,0241364906,453        pp,4.29,"231,193","May 02, 2019","May 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2023",,Kindle Edition,view,/book/show/41081373-girl-woman-other
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Manifesto: On Never Giving Up,"Evaristo, Bernardine",0802158900,9780802158901,0802158900,198        pp,3.99,"4,784","Oct 07, 2021","Jan 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pogrešan redoslijed - bez da sam pročitala bilo koju autoričinu knjigu pročitala sam autobiografiju. I moram reći da me dosta smorila. Prilično pretenPogrešan redoslijed - bez da sam pročitala bilo koju autoričinu knjigu pročitala sam autobiografiju. I moram reći da me dosta smorila. Prilično pretenciozno, a dijelom i nabacano. Jedva sam dočekala da ju završim. Pročitat ću svakako još Djevojka, žena, drugo, možda onda promijenim i stav o biografiji kada spoznam književnu genijalnost....more",Notes are private!,0,0,1,"Feb 03, 2023","Mar 10, 2023","Feb 03, 2023",,Hardcover,view (with text),/book/show/58690669-manifesto
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kvar na rubu galaksije,"Keret, Etgar*",,,,181        pp,4.03,"3,957","Apr 13, 2018",Jun 2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Subjektivna sam jer jednostavno nisam fan kratkih priča. Ne bih ovu knjigu ni posudila, nego mi ju je dijete donijelo u knjiznici, svidjelo joj se jerSubjektivna sam jer jednostavno nisam fan kratkih priča. Ne bih ovu knjigu ni posudila, nego mi ju je dijete donijelo u knjiznici, svidjelo joj se jer ima zeku i jer je roza. Ali ipak, koliko god kratke price nisu bas moj đir moram priznati da su ove dobre, zanimljive, nisu previše potresne, a čitajući svaku novu zaboraviš na onu prošlu jer te skroz obuzme. Tako da konkretna trojka os mene....more",Notes are private!,0,1,1,"Jan 26, 2023","Feb 03, 2023","Jan 26, 2023",,Hardcover,view (with text),/book/show/54608837-kvar-na-rubu-galaksije
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,U zemlji zmaja,"Rostuhar, Davor*",,,,304        pp,4.38,53,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2023",,Paperback,view,/book/show/25581176-u-zemlji-zmaja
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Polarni san,"Rostuhar, Davor*",,9789539943484,,415        pp,4.33,190,unknown,Apr 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2023",,Paperback,view,/book/show/40059736-polarni-san
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mi koji smo preživjeli,"Hunter, Georgia*",,9789538347191,,468        pp,4.41,"151,524","Feb 14, 2017",2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ovaj roman, osim priče koja je sjajno ispričana, ima i mnoge druge kvalitete. Likovi su sjajno prikazani, njihov razvoj kroz situacije, emocionalna stOvaj roman, osim priče koja je sjajno ispričana, ima i mnoge druge kvalitete. Likovi su sjajno prikazani, njihov razvoj kroz situacije, emocionalna stanja, razlicitosti i slicnosti. Kroz cijeli roman je provučen neka pozitivna nota što olakšava čitanje. Ne bih rekla remek djelo književnosti, ali svakako jedna zanimljiva priča, s dobrim, jakim likovima i jasnim prikazom događaja, emocija i poteškoća. Preporuke!...more",Notes are private!,0,2,1,"Jan 22, 2023","Feb 04, 2023","Jan 22, 2023",,Paperback,view (with text),/book/show/55881438-mi-koji-smo-pre-ivjeli
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hyperfocus: How to Be More Productive in a World of Distraction,"Bailey, Chris*",0735273685,9780735273689,0735273685,256        pp,3.89,"8,492","Aug 08, 2018","Aug 28, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Izvrsna knjiga koja po meni neposredno dotiče srž onoga zbog čega toliko ljudi danas tvrdi da nema vremena i da se zemlja brže okreće. Nismo fokusiranIzvrsna knjiga koja po meni neposredno dotiče srž onoga zbog čega toliko ljudi danas tvrdi da nema vremena i da se zemlja brže okreće. Nismo fokusirani, misli su nam posvuda, aktivnosti su nam posvuda. A kad nam trebaju lutati, zaokupimo ih praznim informacijama. Ovo je knjiga koju sam slušala, ali ću ju pročitati još jednom, s markerom i kao podsjetnik na važnost smislenog trošenja vremena, odnosno života....more",Notes are private!,0,0,1,"Jan 15, 2023","Mar 23, 2023","Jan 15, 2023",,Hardcover,view (with text),/book/show/36959766-hyperfocus
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,50 Activities for Developing Emotional Intelligence,"Lynn, Adele B.",0874256011,9780874256017,0874256011,300        pp,4.33,3,"Jan 15, 2000","Jan 01, 1801",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Ring-bound,view,/book/show/5888513-50-activities-for-developing-emotional-intelligence
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Your Erroneous Zones,"Dyer, Wayne W.",0061091480,9780061091483,0061091480,320        pp,4.02,"17,800",unknown,"Dec 05, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Mass Market Paperback,view,/book/show/357886.Your_Erroneous_Zones
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Postavite granice, pronađite mir: Kako da se vratite sebi","Tawwab, Nedra Glover",,9788652144716,,296        pp,4.29,"26,083",2021,May 2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sjajna knjiga ponajprije o važnosti granica, a zatim o njihovom postavljanju. Prilično zanimljiva, laka za čitanje, inspirativna i podržavajuća. OsobnSjajna knjiga ponajprije o važnosti granica, a zatim o njihovom postavljanju. Prilično zanimljiva, laka za čitanje, inspirativna i podržavajuća. Osobno mi nedostaje malo konkretniji savjeti, primjeri reakcija okoline i nošenje s tim i slično, ali vjerujem da bi to zahtjevalo puno opsežniju knjigu koja bi možda postala i naporna. Definitivno dobar uvod u područje i preporuke!...more",Notes are private!,0,1,1,"Jan 08, 2023","Feb 08, 2023","Jan 08, 2023",,Paperback,view (with text),/book/show/61281498-postavite-granice-prona-ite-mir
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Granice: kada reći ""da"", kako reći ""ne"" i preuzeti nadzor nad svojim životom","Cloud, Henry*",,9789532356618,,352        pp,4.20,"76,898","Jan 01, 1992",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Hardcover,view,/book/show/48922619-granice
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Politics of Football in Yugoslavia: Sport, Nationalism and the State        (20180330)","Mills, Richard",178672359X,9781786723598,B07C66Z5B9,416        pp,4.46,48,"Feb 28, 2018","Mar 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Kindle Edition,view,/book/show/40409428-the-politics-of-football-in-yugoslavia
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heavier Than Heaven: A Biography of Kurt Cobain,"Cross, Charles R.",0786865059,9780786865055,0786865059,381        pp,4.11,"31,882",2001,2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Hardcover,view,/book/show/1149440.Heavier_Than_Heaven
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Putovanje zvano igra,"Babić, Marko",,,,unknown,4.88,"1,008",unknown,"Nov 25, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ovo će biti malo duza recenzija...Zašto? Pa kao prvo zato što je ova knjiga u meni izazvala dovoljnu razinu poštovanja da recenziju ne mogu ofrlje napOvo će biti malo duza recenzija...Zašto? Pa kao prvo zato što je ova knjiga u meni izazvala dovoljnu razinu poštovanja da recenziju ne mogu ofrlje napisati. Drugo, hrvatski autor, blah, blah. Sama sam sebi dosadna time sto nacionalpatriotizam ne osjecam tijekom nogometnih i ostalih sportskih uspjeha pa ga nadoknađujem dobronamjernim pristupom hrvatskim autorima. Treće, okej je lik. Međutua, ez aj sed, ja sam čitatelj sa stavom. Nenazivanje važnih likova pravim imenom me izbije iz cipela. Na loš način. Zovi ju Tina cijelo vrijeme. Nevjenčana i ostali nadimci, toliko književno loše, ne znam kako to urednici dozvole?!Nadalje, knjiga bez kraja, poziv za instagram? Fakat se nadam da si dobro. Koliko god mogu željeti sve najbolje nekome koga ne znam, a znam da ima klince, viziju, život pred sobom. U prijevodu, to je puno. Međutim, ovo kaj pišeš, to je okej štivo, pokriva široke mase. Ali to jos nije ono nešto, umjetnost. Da te stavi u lektiru. Jebiga, knjige kojima ja dajem 4 ili 5, njima je mjesto u lektiri. Ovdje mi fali iskrene emocije. Sve mi to zvuci kao paravan pozitivne psihologije koja vuče pratitelje na Instagram. Nisi mi se do kraja ogolio. Čitala sam dosta knjiga s teškim dijagnozama. Fali dio u kojem nisi bio brijač. Ovako završava na tome da si ti superkul lik koji si se svojim pozitivnim stavom uspješno nosio sa situacijom do trenutka dok nije došao kraj da zavrišiš knjigu, a sad, zapratite me na Instagramu. Ali ljudski, nadam se da si okej. Ovo je recenzija na knjigu, ne na osobu. Za knjigu, i dalje je dvije ocjene iznad Maura Lacovicha. To je moj stav. Čitam sa stavom.Eh da, EDIT. Razina zdravstvene skrbi u Hrvatskoj me osupnula. Jos u razini korone. Koliko god nepopularno bilo, iskreno do krajnje granice, meni je ta spoznaja najveća vrijednost ove knjige. Previše sam knjiga valjda procitala, a niti u jednoj nije bilo spomena o sposobnosti hrvatskog zdravstva....more",Notes are private!,1,12,1,"Jan 14, 2023","Jan 22, 2023","Jan 01, 2023",,Paperback,view (with text),/book/show/63204195-putovanje-zvano-igra
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,"Tracy, Brian*",1576754227,9781576754221,1576754227,128        pp,3.87,"73,392",2001,"Jan 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Meni je knjiga baš ok. Američki stil, više motivacijska, nego svakodnevna, ali nudi prilično dobre savjete, potiče na promjenu, zanimljiva je, konkretMeni je knjiga baš ok. Američki stil, više motivacijska, nego svakodnevna, ali nudi prilično dobre savjete, potiče na promjenu, zanimljiva je, konkretna. Preporučila bih ju svakome kako klasik iz područja samodiscipline....more",Notes are private!,0,1,1,"Dec 27, 2022","Jan 22, 2023","Dec 27, 2022",,Paperback,view (with text),/book/show/95887.Eat_That_Frog_
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amish Society,"Hostetler, John A.",0801844428,9780801844423,0801844428,435        pp,3.98,247,May 1968,"Apr 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2022",,Paperback,view,/book/show/429003.Amish_Society
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven and Hell,"Stefánsson, Jón Kalman",1849164061,9781849164061,1849164061,215        pp,4.17,"5,957",2007,"Sep 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hm, ova knjiga ima brutalno dobre ocjene i stvarno ju i ja smatram kvalitetnim štivom. Ima visoku literarnu vrijednost, lijepe misli i rečenice, ali jHm, ova knjiga ima brutalno dobre ocjene i stvarno ju i ja smatram kvalitetnim štivom. Ima visoku literarnu vrijednost, lijepe misli i rečenice, ali ja se s njom nisam nikako našla. Teško mi je bilo pratiti radnju i likove, nije me vukla dalje i to mi jednostavno jer može nadomjestiti svu kvalitetu teksta. Od mene ocjena tri, može se pročitati, ali nije šteta ni preskočiti. Ne vjerujem da ću čitati nastavke....more",Notes are private!,0,1,1,"Dec 25, 2022","Jan 22, 2023","Dec 25, 2022",,Paperback,view (with text),/book/show/12745352-heaven-and-hell
