,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Cheryl's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Three Book Problem        (A Sherlock Holmes Bookshop Mystery, #7)","Delany, Vicki*",1643857991,9781643857992,B092851CPP,315        pp,3.92,"1,858","Jan 11, 2022","Jan 11, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Eh.,Notes are private!,0,1,1,"Apr 08, 2023","Apr 09, 2023","Apr 08, 2023",,Kindle Edition,view (with text),/book/show/58266714-a-three-book-problem
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bad Monkey        (Andrew Yancy, #1)","Hiaasen, Carl*",0307272591,9780307272591,0307272591,337        pp,3.72,"45,023","Jun 11, 2013","Jun 11, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nobody (in my opinion) ties in a cast of characters like Hiaasen! Colorful, savvy, eccentric, and often complicated, they all wind up in some sort of Nobody (in my opinion) ties in a cast of characters like Hiaasen! Colorful, savvy, eccentric, and often complicated, they all wind up in some sort of cahoots. Hilarious situations and superb dialogue, his books are always a fun diversion from today’s news. ...more",Notes are private!,0,2,1,"Apr 07, 2023","Apr 08, 2023","Apr 07, 2023",,Hardcover,view (with text),/book/show/16071701-bad-monkey
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wild Witchcraft: Folk Herbalism, Garden Magic, and Foraging for Spells, Rituals, and Remedies","Beyer, Rebecca",1982185627,9781982185626,1982185627,240        pp,4.12,939,unknown,"May 10, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A brief history of witches and Wiccan trade, it segues into creating and maintaining a “magical garden” filled with herbs and plants to heal (or…) theA brief history of witches and Wiccan trade, it segues into creating and maintaining a “magical garden” filled with herbs and plants to heal (or…) then into actual uses. Using the seasons as a guide, there are salves, tinctures, teas, and a nice selection of more. Foraging tips and rituals. Nice addition....more",Notes are private!,0,3,1,"Mar 24, 2023","Apr 04, 2023","Apr 04, 2023",,Hardcover,view (with text),/book/show/59345240-wild-witchcraft
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mountain Magic: Explore the Secrets of Old Time Witchcraft (Volume 1)        (Volume 1) (Modern Folk Magic, 1)","Beyer, Rebecca",1577153359,9781577153351,1577153359,160        pp,3.97,140,unknown,"Feb 21, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a big fan of natural remedies. I use a lot of what’s in my own yard for many a malady.. (plantain my go to for bites & rashes) and found some newI am a big fan of natural remedies. I use a lot of what’s in my own yard for many a malady.. (plantain my go to for bites & rashes) and found some new plant cures in this book. History and lore, we first meet the practitioners. (I had never heard of a Yarb Doctor before.) Into sone of the most used plants and then the charms or curses they can assist with. Personally, I just like their remedy. Astrology plays into the planting and other aspects. This is just as much a fun read as it is informative. ...more",Notes are private!,0,3,1,"Mar 29, 2023","Apr 04, 2023","Apr 04, 2023",,Hardcover,view (with text),/book/show/61030758-mountain-magic
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wiccan Kitchen: A Guide to Magical Cooking & Recipes,"Chamberlain, Lisa",1454934700,9781454934707,1454934700,216        pp,3.97,406,2017,"Apr 07, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cooking for the seasons. Sacred to the Gods & Goddesses with a bit of their background. History, suggestions along with the recipes (quite good, too.)Cooking for the seasons. Sacred to the Gods & Goddesses with a bit of their background. History, suggestions along with the recipes (quite good, too.) Reasons, uses, and well-rounded information to guide you in your “magical” hearth...more",Notes are private!,0,3,1,"Mar 30, 2023","Apr 04, 2023","Apr 04, 2023",,Hardcover,view (with text),/book/show/50916239-wiccan-kitchen
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Missing Hearts,"Ng, Celeste*",0593492544,9780593492543,0593492544,335        pp,3.81,"174,173","Oct 04, 2022","Oct 04, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It took so long to read it because it is so terrifying! Dystopian reality. McCarthyism reinvented. What happens when the right wing detaches itself frIt took so long to read it because it is so terrifying! Dystopian reality. McCarthyism reinvented. What happens when the right wing detaches itself from our nation and goes rogue, separating all that isn’t of their ilk and lessening their right to existence. It. Is. Happening. Now!Read this book. If you don’t find it horrific, you may be right....more",Notes are private!,0,3,1,"Mar 20, 2023","Apr 06, 2023","Mar 20, 2023",,Hardcover,view (with text),/book/show/60149573-our-missing-hearts
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ladies Of The Garden Club        (A Catherine Jewell Mystery Book 3),"Alden, Gloria",,,B00INBDCMG,308        pp,4.40,15,"Nov 27, 2013","Feb 24, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve grown to really like the characters and the little fictitious town setting. It’s 30 minutes from where I live and I enjoy trying to figure who shI’ve grown to really like the characters and the little fictitious town setting. It’s 30 minutes from where I live and I enjoy trying to figure who she bases her characters on, knowing some of her friends. Poisoning has been plaguing this small community with 3 deaths and one woman missing. It’s a very sad day when the culprit is found, even more so for his motives. But alls well that ends well, I suppose. Always good garden reading. Good dialogue. Only qualm is the missing woman’s reason. Just didn’t make sense given how small this town is and most everyone knowing everyone’s doings. Still, it was happy. ...more",Notes are private!,0,2,1,"Mar 18, 2023","Mar 20, 2023","Mar 18, 2023",,Kindle Edition,view (with text),/book/show/24872500-ladies-of-the-garden-club
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Sinister Revenge        (Veronica Speedwell, #8)","Raybourn, Deanna*",0593545923,9780593545928,0593545923,310        pp,4.20,"8,996","Mar 07, 2023","Mar 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"#8? Already? Tho I was disappointed there was little of the usual banter (and more) between Veronica and Stoker in this installment, the intrigue give#8? Already? Tho I was disappointed there was little of the usual banter (and more) between Veronica and Stoker in this installment, the intrigue given nearly made up for it. At the request of the eldest in the Templeton-Vane brothers, our dazzling duo are set upon to find the person behind a threatening “cutting” received through the mail. A promise of vengeance for the death of a comrade some 20 years prior. Reunion in order, it’s all hands on deck to deduce who of the remaining troop could be the intender and how to thwart its fruition. My assumption was close, reasons correct, but misguided. It all came down to the proverbial cliff hanger.....more",Notes are private!,0,2,1,"Dec 11, 2023","Dec 12, 2023","Mar 17, 2023",,Hardcover,view (with text),/book/show/61260992-a-sinister-revenge
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hang the Moon,"Walls, Jeannette*",1501117297,9781501117299,1501117297,368        pp,3.84,"60,696","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Were it not for the contorted family tree, this would be a solid 5 star! What a ride. Could not help but think of Fannie Flagg’s “Fried Green TomatoesWere it not for the contorted family tree, this would be a solid 5 star! What a ride. Could not help but think of Fannie Flagg’s “Fried Green Tomatoes” as I read this. Ninny and Sallie, so similar in their tenacity and grit. Steadfast loyalty and generosity. A shunned girl in a family of means, coming back when the 3rd wife dies and big daddy needs help raising the son he finally sired. There’s so many sidebars in this story, adulterous results, long family feuds that come to flame, who begat who that I was almost expecting the whole cast of characters to be one family in the end…and they damn near were. Or will be...more",Notes are private!,0,5,1,"Mar 10, 2023","Mar 13, 2023","Mar 13, 2023",,Hardcover,view (with text),/book/show/61272702-hang-the-moon
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nature in the Neighborhood,"Morrison, Gordon",0618352155,9780618352159,0618352155,32        pp,4.40,25,"Oct 25, 2004","Jan 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For a children’s book, this is very thorough. All the things you can see in your own neighborhood are drawn out in muted colors and stark detail. SideFor a children’s book, this is very thorough. All the things you can see in your own neighborhood are drawn out in muted colors and stark detail. Sidebars with more in-depth information about all the little critters that can be found in most in the yard. It’s a story about just what happens in easy language. The life cycles of the seasons and all that probably inhabit your yard. Plants, animals, insects, and more. Delightful!...more",Notes are private!,0,3,1,"Mar 12, 2023","Mar 12, 2023","Mar 12, 2023",,Hardcover,view (with text),/book/show/2197825.Nature_in_the_Neighborhood
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life And Times Of Lilly Lash: The Garden Gathering,"Woik, Julie*",0966333578,9780966333572,0966333578,48        pp,4.60,5,2007,"Jun 16, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such a sweet little story. Beautifully illustrated and quite original. Lilly Lash is a fairy that helps you with your dreams but has a more important Such a sweet little story. Beautifully illustrated and quite original. Lilly Lash is a fairy that helps you with your dreams but has a more important job in helping others build their self-esteem, which she does in the story. She helps a sunflower come to terms with its height and see itself as the beauty it is....more",Notes are private!,0,2,1,"Mar 12, 2023","Mar 12, 2023","Mar 12, 2023",,Hardcover,view (with text),/book/show/6369291-the-life-and-times-of-lilly-lash
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,946","Oct 18, 2022","Oct 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Other than it appearing she wanted to use every piece of Appalachian jargon known, this is an extremely entertaining read. Reminded me of Frank McCourOther than it appearing she wanted to use every piece of Appalachian jargon known, this is an extremely entertaining read. Reminded me of Frank McCourt’s “Angela’s Ashes” in that this child is thrown into a horrid life, yet his naivety brings a humorous look at so much of it. Tho sad, incredibly so, there are rays shining through. This boy, Demon Copperhead, is born to a widowed mother who has more than one bout with rehab. His life is full of hard luck, bad choices, good intentions, and some well-meaning angels mixed in with the greedy foster parents and even greedier medical workers. Yet he never loses his compassion and good intentions. The losses pile up, the dreams drain down, the outlook turns gray. There were several laugh out louds throughout. (Kingsolver does know how to get them zings just right.) The characters are all tight, every single one of them! Everyone has a nickname they are known by and that alone adds to the humor and endearing. Told first person, you really end the book feeling like you grew up with Demon. (But thank whomever that you didn’t!)...more",Notes are private!,0,4,1,"Feb 23, 2023","Mar 04, 2023","Feb 23, 2023",,Hardcover,view (with text),/book/show/60194162-demon-copperhead
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Touch the Earth, the Earth Touches Me","Prather, Hugh",0385050631,9780385050630,0385050631,164        pp,4.06,479,"Aug 01, 1972","Aug 01, 1972",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Feb 16, 2023not set","Feb 16, 2023not set","Feb 16, 2023",,Paperback,view,/book/show/1248265.I_Touch_the_Earth_the_Earth_Touches_Me
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Purple Swamp Hen and Other Stories,"Lively, Penelope",0241281148,9780241281147,0241281148,197        pp,3.93,"1,366","Nov 24, 2016","Nov 24, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A collection of short stories that didn’t really do for me what her other books have,Notes are private!,0,2,1,"Feb 11, 2023","Feb 14, 2023","Feb 14, 2023",,Hardcover,view (with text),/book/show/30291137-the-purple-swamp-hen-and-other-stories
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Round House,"Erdrich, Louise",0062065246,9780062065247,0062065246,323        pp,3.98,"116,336","Oct 02, 2012","Oct 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2023",,Hardcover,view,/book/show/13602426-the-round-house
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swedish Art of Aging Exuberantly: Life Wisdom from Someone Who Will (Probably) Die Before You,"Magnusson, Margareta",1982196629,9781982196622,1982196629,160        pp,3.58,"4,284","Dec 27, 2022","Dec 27, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sweetly written by a woman who ages herself as “between eighty and one hundred” and reminisces childhood to present, sometimes with a gin & tonic, butSweetly written by a woman who ages herself as “between eighty and one hundred” and reminisces childhood to present, sometimes with a gin & tonic, but often with tongue in cheek. Travels and travails, family and solitude. A rich life in written philanthropy. ...more",Notes are private!,0,4,1,"Feb 05, 2023","Feb 08, 2023","Feb 08, 2023",,Hardcover,view (with text),/book/show/59345244-the-swedish-art-of-aging-exuberantly
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unwinding,"Morris, Jackie*",1783529350,9781783529353,1783529350,192        pp,4.46,487,"Sep 16, 2021","Jul 09, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The artwork, alone, is reason to buy this book. From the gentle lush art of “The Lost Words” to that of this poetic laze in nature, the art transcendsThe artwork, alone, is reason to buy this book. From the gentle lush art of “The Lost Words” to that of this poetic laze in nature, the art transcends. Dreamy, as intended, we enjoy quiet nature and some of the forest denizens within. Meditative and settling. ...more",Notes are private!,0,3,1,"Feb 07, 2023","Feb 08, 2023","Feb 08, 2023",,Hardcover,view (with text),/book/show/54379471-the-unwinding
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Climate Book: The Facts and the Solutions,"Thunberg, Greta",0593492307,9780593492307,0593492307,464        pp,4.40,"2,267","Oct 27, 2022","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2023",,Hardcover,view,/book/show/61153762-the-climate-book
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stone Blind,"Haynes, Natalie*",0063258390,9780063258396,0063258390,373        pp,3.85,"42,499","Sep 15, 2022","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2023",,Hardcover,view,/book/show/61102615-stone-blind
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Books of Jacob,"Tokarczuk, Olga",059308750X,9780593087503,059308750X,992        pp,4.03,"7,916","Oct 23, 2014","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2023",,Paperback,view,/book/show/65678329-the-books-of-jacob
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grace of Wild Things,"Fawcett, Heather*",0063142627,9780063142626,0063142627,368        pp,4.12,"2,531","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2023",,Hardcover,view,/book/show/61150756-the-grace-of-wild-things
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Castle Rock Kitchen: Wicked Good Recipes from the World of Stephen King [A Cookbook],"Carle-Sanders, Theresa*",198486002X,9781984860026,198486002X,256        pp,4.24,161,"Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2023",,Hardcover,view,/book/show/60694767-castle-rock-kitchen
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let it Rot!: The Gardener's Guide to Composting,"Campbell, Stu",1580170234,9781580170239,1580170234,153        pp,3.91,"1,234","Jan 01, 1975","Jan 03, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is just an essential read for the serious gardener. It covers EVERYthing related to composting. Even after 20 years of doing so myself, I still lThis is just an essential read for the serious gardener. It covers EVERYthing related to composting. Even after 20 years of doing so myself, I still learned quite a few new tips and that there were some mistakes I was making. I have tabbed pages for future reference & reminders. From A to Z, it’s the best I’ve read and only one I will keep....more",Notes are private!,0,2,1,"Jan 27, 2023","Jan 29, 2023","Jan 29, 2023",,Paperback,view (with text),/book/show/516193.Let_it_Rot_
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tale of Mr. Tod,"Potter, Beatrix",0723247838,9780723247838,0723247838,82        pp,3.89,"2,016",1912,"Sep 16, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 26, 2023","Jan 26, 2023","Jan 26, 2023",,Hardcover,view,/book/show/375712.The_Tale_of_Mr_Tod
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart of American Poetry,"Hirsch, Edward",1598537261,9781598537260,1598537261,452        pp,4.23,69,unknown,"Apr 19, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Selected poets and one of their poems (though more are noted alongside) are delved into, scrutinized, exalted, and deciphered. Each in their own cozy Selected poets and one of their poems (though more are noted alongside) are delved into, scrutinized, exalted, and deciphered. Each in their own cozy chapter, as it were. So this is a leisure read, lingering on the selected poem and getting to know the poet behind it. Bedside is nice or when you cozy up in a cafe, alone. Opinionated, yes.. I have always believed poetry, like art, is taken in by the beholder as their mindset most feels at that moment. It can change as we do. (For example, Hirsch snuffled at Dickinson in earlier years.) Many of his views have you revisit the poems yourself, some with an “Aha” others with a “WTF are you talking about?” .. but in reading them again, you get (usually) a different perspective, if only via his. Longfellow, Whitman, Melville, Moore, Brooks, Levertov, O’Hara, Ginsberg, Plath, Clifton, and a slew of others (what is the term for a group of poets?) that round out to 40 poets/poems in all. At 449 pages, including acknowledgments, it’s a hefty read, so do take it leisurely. Enjoy! ...more",Notes are private!,0,4,1,Jan 2023,"Jan 24, 2023","Jan 24, 2023",,Hardcover,view (with text),/book/show/60422697-the-heart-of-american-poetry
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mystery of Mysteries: The Death and Life of Edgar Allan Poe,"Dawidziak, Mark",1250792495,9781250792495,1250792495,288        pp,3.62,"2,597","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2023",,Hardcover,view,/book/show/60784591-a-mystery-of-mysteries
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once Upon a Tome: The Misadventures of a Rare Bookseller,"Darkshire, Oliver",1324092076,9781324092070,1324092076,244        pp,3.99,"3,818","Oct 06, 2022","Mar 14, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Being a prior bookseller, I am always quite entertained by hearing the many travails others have endured, all in the hopes of making a sale and a tad Being a prior bookseller, I am always quite entertained by hearing the many travails others have endured, all in the hopes of making a sale and a tad of a profit. The customers (or just lingerers) that fill space and interrupt our reading, some entertaining, some just flat-out annoying. The many quirks of older buildings abound and often leave one wondering if we’re ever truly alone. This book was filled with it all and each reminiscing tale brought fond memories up. Often comical, one can look at the worst day as best they can. (Bibliotoads and all.) it’s a book even one not of the trade can enjoy, but more so if you are....more",Notes are private!,0,5,1,"Apr 19, 2023","Apr 24, 2023","Jan 22, 2023",,Hardcover,view (with text),/book/show/61089547-once-upon-a-tome
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Whispering Door,"Klune, T.J.*",1250217393,9781250217394,1250217393,384        pp,4.16,"224,109","Sep 21, 2021","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2023",,Paperback,view,/book/show/58724708-under-the-whispering-door
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Darkness Manifesto: On Light Pollution, Night Ecology, and the Ancient Rhythms that Sustain Life","Eklöf, Johan",166800089X,9781668000892,166800089X,272        pp,3.86,929,"Oct 16, 2020","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2023",,Hardcover,view,/book/show/61273327-the-darkness-manifesto
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light We Carry: Overcoming in Uncertain Times,"Obama, Michelle*",0593237463,9780593237465,0593237463,319        pp,4.27,"79,086","Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2023",,Hardcover,view,/book/show/61355265-the-light-we-carry
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fateful Words        (Scottish Bookshop Mystery, #8)","Shelton, Paige*",1250789532,9781250789532,1250789532,304        pp,4.06,"1,234","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Just love the setting and characters,Notes are private!,0,2,1,"Mar 12, 2024","Mar 14, 2024","Jan 22, 2023",,Hardcover,view (with text),/book/show/60784542-fateful-words
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Defense of Witches: The Legacy of the Witch Hunts and Why Women Are Still on Trial,"Chollet, Mona",125027141X,9781250271419,125027141X,320        pp,4.12,"16,189","Sep 13, 2018","Mar 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2023",,Hardcover,view,/book/show/57693411-in-defense-of-witches
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sister Golden Hair,"Steinke, Darcey",1935639943,9781935639947,1935639943,336        pp,3.62,485,"Sep 22, 2014","Oct 14, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jesse and her family leave their state ofand move to Texas. Her father, a defrocked pastor in search of a new vocation, her mother, a fading beauty whJesse and her family leave their state ofand move to Texas. Her father, a defrocked pastor in search of a new vocation, her mother, a fading beauty who lives vicariously through the lives of the rich and famous, and her little brother. Chaptered by the women who have shaped her, we start with Sandy, a divorced mother of Jessie‘s younger brother’s playmate. Sandy is seeing a married dentist until he decides he’s done with her. Jessie cannot help but fantasize being like Sandy. Preteen and still boyish in appearance, the buxomness of Sandy is tantalizing. Jill is Jessie’s age and her best friend. Jill’s single mother parties and calls off sick for work. Soon, Jill’s mother doesn’t come home and Jill tries to care for her younger brother and sister, but who will hire a kid? Children’s services finally gets called. Jill has left the building.We continue with influential women & teens as she ages. Trying to find herself and place.Young and very naive, believing all the teen horror stories and misconceptions, she goes along just the same. Throughout, she finds solace in a book of burial rites and quirky snippets of trivia.The ending was abrupt. A culmination in a roundabout. People whose story were left aloft floated away, no longer of matter. In this end, there was a beginning....more",Notes are private!,0,2,1,"Jan 19, 2023","Feb 11, 2023","Jan 19, 2023",,Paperback,view (with text),/book/show/20763760-sister-golden-hair
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spare,Prince Harry,0593593804,9780593593806,0593593804,410        pp,3.86,"354,156","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2023",,Hardcover,view,/book/show/62296528-spare
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Noom Mindset: Learn the Science, Lose the Weight","Inc., Noom",1982194294,9781982194291,1982194294,368        pp,3.55,"1,047","Dec 27, 2022","Dec 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2023",,Hardcover,view,/book/show/60509252-the-noom-mindset
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flight,"Strong, Lynn Steger*",0063135140,9780063135147,0063135140,240        pp,3.44,"8,702","Nov 08, 2022","Nov 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I might have enjoyed this better had not the entire cast of characters stampeded me in the first couple pages. It made it hard for me to follow with nI might have enjoyed this better had not the entire cast of characters stampeded me in the first couple pages. It made it hard for me to follow with no building of person. ...more,Notes are private!,0,3,1,"Jan 11, 2023","Jan 17, 2023","Jan 11, 2023",,Hardcover,view (with text),/book/show/60254211-flight
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Boys Aren’t Blue,"Johnson, George M.",0374312710,9780374312718,0374312710,304        pp,4.21,"37,143","Apr 28, 2020","Apr 28, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 31, 2022","Jan 06, 2023","Dec 31, 2022",,Hardcover,view,/book/show/44280883-all-boys-aren-t-blue
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kew Gardens Girls,"Lovell, Posy",,,B08DMVQLBR,317        pp,3.84,"2,249","May 14, 2020","Apr 20, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While the men of France are being shipped off to war, the women left behind are filling in the jobs left open while laterally fighting for the right tWhile the men of France are being shipped off to war, the women left behind are filling in the jobs left open while laterally fighting for the right to vote and equal pay for equal work. This is a story about two such women and one male who believed war was not the answer. They all start working at Kew Gardens and quickly bond in kindred thought and fortitude. These are endearing characters with several offshoots that add into the fold. The numerous complexities are skillfully tilled in with ease, as if planting a border of spring bulbs. Nothing was dwelled on for long which kept this at a lively pace and very enjoyable. ...more",Notes are private!,0,3,1,Jan 2023,"Jan 02, 2023","Dec 28, 2022",,Kindle Edition,view (with text),/book/show/55126314-the-kew-gardens-girls
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookshop of the Broken Hearted,"Hillman, Robert",1925603431,9781925603439,1925603431,320        pp,3.58,"7,535",2018,"Apr 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not a fan of his writing. Nothing flowed, not even the characters.. tho I liked them, just the same,",Notes are private!,0,0,1,"Dec 26, 2022","Dec 27, 2022","Dec 27, 2022",,Paperback,view (with text),/book/show/36632342-the-bookshop-of-the-broken-hearted
