,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Shauna's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ultimate Comics: The Ultimates, Vol. 1","Hickman, Jonathan",0785157174,9780785157175,0785157174,144        pp,3.83,"1,089","Mar 01, 2012","Jan 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 14, 2012",,Hardcover,view,/book/show/12473846-ultimate-comics
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Clash of Kings        (A Song of Ice and Fire, #2)","Martin, George R.R.",0553381695,9780553381696,0553381695,"1,009        pp",4.42,"935,123","Nov 16, 1998","May 28, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 14, 2012",,Paperback,view,/book/show/10572.A_Clash_of_Kings
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Game of Thrones        (A Song of Ice and Fire, #1)","Martin, George R.R.",0553588486,9780553588484,0553588486,835        pp,4.44,"2,489,893","Aug 06, 1996",Aug 2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 14, 2012",,Mass Market Paperback,view,/book/show/13496.A_Game_of_Thrones
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marvel 1602,"Gaiman, Neil*",0785123113,9780785123118,0785123113,248        pp,3.95,"58,397","Oct 29, 2003","Jan 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 24, 2012",,Paperback,view,/book/show/15719.Marvel_1602
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Abraham Lincoln: Vampire Hunter        (Abraham Lincoln: Vampire Hunter, #1)","Grahame-Smith, Seth*",0446563080,9780446563086,0446563080,336        pp,3.71,"136,066","Feb 16, 2010","Mar 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I actually enjoyed this a lot more than I thought I would. I didn't love everything about it and thought too much time was spent on young Abe, but theI actually enjoyed this a lot more than I thought I would. I didn't love everything about it and thought too much time was spent on young Abe, but the way the book connects between vampirism and slavery was interesting, as was the way the entire tale is woven into actual historical events. I think it will be a great tool in getting people who don't have a strong background in American History to learn more about Lincoln, The Civil War, and slavery....more",Notes are private!,0,0,1,not set,not set,"May 24, 2012",,Hardcover,view (with text),/book/show/7108001-abraham-lincoln
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Archangel's Blade        (Guild Hunter, #4)","Singh, Nalini*",0425243915,9780425243916,0425243915,310        pp,4.25,"33,538","May 08, 2011","Sep 06, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2012",,Mass Market Paperback,view,/book/show/8074967-archangel-s-blade
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,'Salem's Lot,"King, Stephen*",067103975X,9780671039752,067103975X,458        pp,4.06,"455,862","Oct 17, 1975","Oct 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2012",,Paperback,view,/book/show/924765._Salem_s_Lot
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bloodchild and Other Stories,"Butler, Octavia E.",1583226982,9781583226988,1583226982,214        pp,4.35,"22,975",Aug 1995,Oct 2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 02, 2012",,Paperback,view,/book/show/60930.Bloodchild_and_Other_Stories
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Top 10, Vol. 1","Moore, Alan*",1563896680,9781563896682,1563896680,208        pp,4.10,"9,903",Apr 2000,"Jun 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 27, 2012",,Paperback,view,/book/show/598638.Top_10_Vol_1
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Unwritten, Vol. 1: Tommy Taylor and the Bogus Identity","Carey, Mike*",1401225659,9781401225650,1401225659,144        pp,3.74,"20,187","Jan 12, 2010","Jan 12, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 26, 2012",,Paperback,view,/book/show/6471550-the-unwritten-vol-1
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vurt,"Noon, Jeff",0312141440,9780312141448,0312141440,342        pp,4.04,"9,735",1993,"Jan 15, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 26, 2012","Apr 26, 2012","Apr 26, 2012",,Paperback,view,/book/show/430214.Vurt
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let's Pretend This Never Happened: A Mostly True Memoir,"Lawson, Jenny*",0399159010,9780399159015,0399159010,318        pp,3.90,"192,931","Apr 17, 2012","Apr 17, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 22, 2012",,Hardcover,view,/book/show/12868761-let-s-pretend-this-never-happened
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Archangel's Consort        (Guild Hunter, #3)","Singh, Nalini*",0575095776,9780575095779,0575095776,324        pp,4.22,"43,448","Jan 25, 2011","Feb 10, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 18, 2012",,Paperback,view,/book/show/7307503-archangel-s-consort
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Slave to Sensation        (Psy-Changeling, #1)","Singh, Nalini*",,,,334        pp,4.09,"74,301","Sep 05, 2006","Sep 05, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 18, 2012",,Mass Market Paperback,view,/book/show/178476.Slave_to_Sensation
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Angels' Blood        (Guild Hunter, #1)","Singh, Nalini*",0425226921,9780425226926,0425226921,339        pp,4.08,"92,272","Mar 03, 2009","Mar 03, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 18, 2012",,Mass Market Paperback,view,/book/show/3819326-angels-blood
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Archangel's Kiss        (Guild Hunter, #2)","Singh, Nalini*",0425233367,9780425233368,0425233367,323        pp,4.20,"58,176","Feb 01, 2010","Feb 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 18, 2012",,Mass Market Paperback,view,/book/show/6582637-archangel-s-kiss
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jonathan Strange & Mr. Norrell,"Clarke, Susanna",,,,"1,006        pp",3.86,"236,381","Sep 08, 2004","Aug 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2012",,Paperback,view,/book/show/14201.Jonathan_Strange_Mr_Norrell
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Left Hand of Darkness,"Le Guin, Ursula K.",,,,304        pp,4.10,"181,967",1969,"Jul 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 18, 2012","Apr 20, 2012","Apr 18, 2012",,Paperback,view,/book/show/18423.The_Left_Hand_of_Darkness
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Boys, Volume 2: Get Some","Ennis, Garth",1933305681,9781933305684,1933305681,192        pp,3.93,"8,542","Mar 03, 2008","Mar 04, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 18, 2012",,Paperback,view,/book/show/2891819-the-boys-volume-2
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Darker Still        (Magic Most Foul, #1)","Hieber, Leanna Renee*",1402260520,9781402260520,1402260520,320        pp,3.64,"4,448","Nov 01, 2011","Nov 08, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 04, 2012",,Paperback,view,/book/show/10841336-darker-still
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Rogue by Any Other Name        (The Rules of Scoundrels, #1)","MacLean, Sarah*",0062068520,9780062068521,0062068520,386        pp,3.93,"43,632","Feb 28, 2012","Feb 28, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 04, 2012",,Mass Market Paperback,view,/book/show/10428803-a-rogue-by-any-other-name
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie,"King, Stephen*",1416524304,9781416524304,1416524304,272        pp,3.99,"721,591",1974,"Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 04, 2012","Apr 06, 2012","Apr 04, 2012",,Mass Market Paperback,view,/book/show/10592.Carrie
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wanted,"Millar, Mark*",1582404976,9781582404974,1582404976,192        pp,3.70,"13,573","Jan 01, 2005","Nov 27, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 04, 2012",,Paperback,view,/book/show/160848.Wanted
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life and Times of Martha Washington in the Twenty-First Century,"Miller, Frank",1593076541,9781593076542,1593076541,600        pp,3.88,714,"Jul 08, 2009","Jul 08, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 04, 2012",,Hardcover,view,/book/show/6355500-the-life-and-times-of-martha-washington-in-the-twenty-first-century
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitchen,"Yoshimoto, Banana",0802142443,9780802142443,0802142443,160        pp,3.90,"99,159","Jan 30, 1988","Apr 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 04, 2012",,Paperback,view,/book/show/50144.Kitchen
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Love a Thief,"Long, Julie Anne*",0446614262,9780446614269,0446614262,355        pp,3.96,"2,619","Apr 01, 2005","Apr 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 14, 2012",,Mass Market Paperback,view,/book/show/823122.To_Love_a_Thief
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wolverine: Old Man Logan,"Millar, Mark*",0785131590,9780785131595,0785131590,208        pp,4.32,"23,811",2008,"Jan 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 14, 2012",,Hardcover,view,/book/show/6238080-wolverine
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Batman: The Man Who Laughs,"Brubaker, Ed",1401216226,9781401216221,1401216226,144        pp,4.08,"24,996","Jan 30, 2005","Jan 30, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 14, 2012",,Hardcover,view,/book/show/2182780.Batman
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ship Who Sang        (Brainship, #1)","McCaffrey, Anne",0345334310,9780345334312,0345334310,256        pp,4.03,"25,715",1969,"Dec 12, 1985",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 06, 2012",,Mass Market Paperback,view,/book/show/203288.The_Ship_Who_Sang
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Boys, Volume 1: The Name of the Game","Ennis, Garth",9133305463,9789133305466,9133305463,152        pp,3.98,"18,617","Mar 28, 2007","Jun 29, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 06, 2012",,Paperback,view,/book/show/1214485.The_Boys_Volume_1
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Incognito,"Brubaker, Ed",0785139796,9780785139799,0785139796,166        pp,4.00,"4,682","Nov 01, 2009","Nov 25, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 05, 2012",,Paperback,view,/book/show/6584405-incognito
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sweet Tooth, Vol. 1: Out of the Deep Woods","Lemire, Jeff",1401226965,9781401226961,1401226965,128        pp,3.93,"18,059","May 18, 2010","May 18, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 05, 2012",,Paperback,view,/book/show/6954438-sweet-tooth-vol-1
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All-Star Superman, Vol. 2","Morrison, Grant",1401218377,9781401218379,1401218377,154        pp,4.33,"15,046","Jan 01, 2009","Feb 17, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 05, 2012",,Hardcover,view,/book/show/2249196.All_Star_Superman_Vol_2
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Richard Stark's Parker: The Hunter,"Cooke, Darwyn",1600104932,9781600104930,1600104932,140        pp,4.18,"7,757","Jun 01, 2009","Jul 14, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 01, 2012",,Hardcover,view,/book/show/6149789-richard-stark-s-parker
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shining        (The Shining, #1)","King, Stephen*",0450040186,9780450040184,0450040186,497        pp,4.27,"1,488,813","Jan 28, 1977","Jul 01, 1980",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 29, 2012","Mar 06, 2012","Feb 29, 2012",,Paperback,view,/book/show/11588.The_Shining
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indigo,"Jenkins, Beverly*",0595002021,9780595002023,0595002021,370        pp,4.32,"4,903","Nov 01, 1996","Aug 22, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 26, 2012",not set,"Feb 26, 2012",,Paperback,view,/book/show/347339.Indigo
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chew, Vol. 4: Flambé","Layman, John",1607063980,9781607063988,1607063980,120        pp,4.13,"9,019","Aug 02, 2011","Oct 04, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2012",,Paperback,view,/book/show/11325591-chew-vol-4
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chew, Vol. 3: Just Desserts","Layman, John",1607063352,9781607063353,B0082OOJSA,128        pp,4.18,"12,651","Nov 01, 2010","Dec 07, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2012",,Paperback,view,/book/show/9256590-chew-vol-3
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chew, Vol. 2: International Flavor","Layman, John",1607062607,9781607062608,1607062607,128        pp,4.09,"16,243","Apr 14, 2010","Jun 22, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2012",,Paperback,view,/book/show/7870457-chew-vol-2
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Morning Glories, Vol. 1: For a Better Future","Spencer, Nick",1607063077,9781607063070,1607063077,188        pp,3.77,"9,590","Feb 16, 2011","Mar 02, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2012",,Paperback,view,/book/show/10088114-morning-glories-vol-1
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blacksad        (Blacksad, #1-3)","Díaz Canales, Juan",159582393X,9781595823939,159582393X,184        pp,4.31,"12,995",2006,"Jun 22, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 26, 2012",,Hardcover,view,/book/show/7342071-blacksad
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Batman: The Killing Joke,"Moore, Alan*",0930289455,9780930289454,0930289455,50        pp,4.37,"221,822","Nov 16, 1988","Dec 01, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 20, 2012",,Paperback,view,/book/show/96358.Batman
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Invincible, Vol. 4: Head of the Class","Kirkman, Robert",1582404402,9781582404400,1582404402,170        pp,4.14,"4,884","Mar 31, 2005","Apr 06, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 20, 2012",,Paperback,view,/book/show/214864.Invincible_Vol_4
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Invincible, Vol. 3: Perfect Strangers","Kirkman, Robert",1582403910,9781582403915,1582403910,144        pp,4.31,"6,103","Oct 31, 2004","Nov 17, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 20, 2012",,Paperback,view,/book/show/524498.Invincible_Vol_3
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Invincible: Ultimate Collection, Vol. 2","Kirkman, Robert",1582405948,9781582405940,1582405948,352        pp,4.32,"4,045","Jul 18, 2006","Apr 25, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 20, 2012",,Hardcover,view,/book/show/236558.Invincible
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zoo City,"Beukes, Lauren*",0007327684,9780007327683,0007327684,416        pp,3.63,"11,235","Apr 29, 2010","Apr 29, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A really exciting and well done. If I was going to pitch this I'd say it's Phillip Pullman meets Rolling Stone meets District 9. A well-crafted, multiA really exciting and well done. If I was going to pitch this I'd say it's Phillip Pullman meets Rolling Stone meets District 9. A well-crafted, multi-tiered mystery. Highly suggest!...more",Notes are private!,0,0,1,"Feb 15, 2012","Jan 30, 2013","Feb 15, 2012",,Paperback,view (with text),/book/show/7163862-zoo-city
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chew, Vol. 1: Taster's Choice","Layman, John",1607061597,9781607061595,1607061597,128        pp,3.95,"38,863","Nov 25, 2009","Dec 08, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 15, 2012",,Paperback,view,/book/show/6839093-chew-vol-1
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dune,"Herbert, Frank",,,,535        pp,4.27,"1,357,876","Jun 01, 1965","Sep 01, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 15, 2012","Feb 16, 2012","Feb 01, 2012",,Paperback,view,/book/show/53732.Dune
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Know About Love I Learned from Romance Novels,"Wendell, Sarah*",1402254490,9781402254499,1402254490,222        pp,3.63,619,"Jan 01, 2011","Oct 04, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 27, 2012",Feb 2012,"Jan 27, 2012",,Paperback,view,/book/show/11104723-everything-i-know-about-love-i-learned-from-romance-novels
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Among Others,"Walton, Jo*",076532153X,9780765321534,076532153X,304        pp,3.70,"24,552","Jan 18, 2011","Jan 18, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2012",,Hardcover,view,/book/show/8706185-among-others
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Invincible, Vol. 2: Eight Is Enough","Kirkman, Robert",1582403473,9781582403472,1582403473,130        pp,4.10,"5,970",2003,"Apr 27, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2012",,Paperback,view,/book/show/402228.Invincible_Vol_2
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Invincible: Ultimate Collection, Vol. 1","Kirkman, Robert",158240500X,9781582405001,158240500X,400        pp,4.31,"10,174",Aug 2005,"Jun 15, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 21, 2011",,Hardcover,view,/book/show/236557.Invincible
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Filth,"Morrison, Grant",1401200133,9781401200138,1401200133,320        pp,3.73,"4,590",2004,"Jun 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 19, 2011",,Paperback,view,/book/show/22356.The_Filth
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Atomic Robo and the Dogs of War        (Atomic Robo, #2)","Clevinger, Brian",0980930227,9780980930221,0980930227,152        pp,4.18,"1,295","Feb 25, 2009","Feb 25, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 19, 2011",,Paperback,view,/book/show/6298793-atomic-robo-and-the-dogs-of-war
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bayou, Vol. 1","Love, Jeremy",1401223826,9781401223823,1401223826,160        pp,3.97,"2,083","Jun 02, 2009","Jun 02, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 13, 2011",,Paperback,view,/book/show/6314730-bayou-vol-1
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Colossus of New York,"Whitehead, Colson*",,,,158        pp,3.72,"3,688","Oct 21, 2003","Oct 12, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 03, 2011","Oct 13, 2011","Oct 03, 2011",,Paperback,view,/book/show/16275.The_Colossus_of_New_York
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,War for the Oaks,"Bull, Emma*",0765349159,9780765349156,0765349159,336        pp,4.01,"10,366",Jul 1987,"Nov 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 30, 2011",not set,"Sep 30, 2011",,Mass Market Paperback,view,/book/show/70582.War_for_the_Oaks
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Duncan the Wonder Dog,"Hines, Adam",0977030490,9780977030491,0977030490,400        pp,3.96,783,"Oct 12, 2010","Nov 09, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had no idea what to expect from this book, but it was moving, and thought-provoking, and beautifully drawn--and that's the least I can say about it.I had no idea what to expect from this book, but it was moving, and thought-provoking, and beautifully drawn--and that's the least I can say about it. Fantastic....more",Notes are private!,0,0,1,not set,not set,"Sep 27, 2011",,Paperback,view (with text),/book/show/8499509-duncan-the-wonder-dog
