,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Carol's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Places,"Flynn, Gillian*",0307341569,9780307341563,0307341569,424        pp,3.95,"751,266",2009,"May 05, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For fans of damaged, compelling characters and dark, dark, suspense, read this book. I could not figure out who did it or put it down. A well written,For fans of damaged, compelling characters and dark, dark, suspense, read this book. I could not figure out who did it or put it down. A well written, haunting and layered plot, flawlessly told from multiple points of view. This is my third novel from this author and hands down my favorite. ...more",Notes are private!,0,14,1,"Mar 24, 2016","Mar 25, 2016","Mar 26, 2016",,Hardcover,view (with text),/book/show/5886881-dark-places
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fractured,"McKenzie, Catherine*",1503937828,9781503937826,1503937828,360        pp,3.77,"9,732","Oct 04, 2016","Oct 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thank you Lake Union Publishing for an ARC of Fractured. Fractured has a lot of page-turning strengths, especially in the second half of the novel wheThank you Lake Union Publishing for an ARC of Fractured. Fractured has a lot of page-turning strengths, especially in the second half of the novel where the author, Catherine McKenzie skillfully builds tension and suspense. There are also a few elements that make it more of a 3.5 for me. Julie, Daniel and their young twins have just relocated to Cincinnati, mostly to flee Heather, who has stalked Julie for years since a friend died mysteriously when they were in law school together. Julie is now a writer whose debut novel, seemingly based on her friend's death, is a breakout bestseller.John and Hanna live across the street from Julie and Daniel's new house. They have a daughter and a teenage son, Chris. Both couples seem to be happily married, and it seems innocent when John and Julie become friends and start running together most days. After an unfortunate incident between John's son, Chris, and Julie's dog, their relationship develops amidst elevating neighborhood gossip, and Hanna's ire, adding texture to the story and rounding out their own and their spouses characters.The Point of View smoothly alternates between John and Julie and the present and the past. Julie and Daniel's hope that their new Mount Adams neighborhood will provide the privacy and peace of mind to settle down so Julie can get to work on her new novel. That hope is soon dashed by Cindy, an over-zealous , self-appointed neighborhood rule-maker and the mother of Chris's on-again-off-again girlfriend. Cindy takes an immediate dislike to Julie. Soon, there are threats to Julie again and tension builds as Julie obsesses about whether Heather has found her or someone in the neighborhood is behind the harassment. Or could she be fabricating it herself?Cindy is one of my quibbles with the book. Her ""helpful"" behavior is so exaggerated she came across as a caricature to me, straining belief in why other neighbors tolerated her over-the-top rule-making. Supposedly they tolerate her interference because her daughter almost died as a baby, making her over-protective. In addition to the tension about Julie's recurring harassment, suspense builds around well-crafted hints and foreshadowing of an accident. It's unclear until the last chapters is who is ""responsible"" for the accident, and who is the victim. Fractured is a layered story with mostly well-rounded characters and a lot going on under the surface making it a satisfying read. ...more",Notes are private!,0,8,1,not set,"Oct 15, 2016","Mar 26, 2016",,Paperback,view (with text),/book/show/29477965-fractured
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reader,"Schlink, Bernhard",0375408266,9780375408267,0375408266,216        pp,3.78,"210,759",1995,"Jun 26, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Teenage Michael Berg meets thirty-something Hanna on his way home from school. Soon they are lovers with a ritual that includes him reading to her. ShTeenage Michael Berg meets thirty-something Hanna on his way home from school. Soon they are lovers with a ritual that includes him reading to her. She disappears and eventually their paths cross again when he is a law student and she is on trial. His life is haunted by their relationship in the same way this novel will haunt readers. Beautifully wrought and sad, a complex story of love and pride and longing and regret. The prose flows, I read this in one afternoon...more",Notes are private!,0,10,1,"Mar 26, 2016","Mar 26, 2016","Mar 26, 2016",,Hardcover,view (with text),/book/show/101299.The_Reader
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Divergent        (Divergent, #1)","Roth, Veronica*",0062024035,9780062024039,0062024035,487        pp,4.14,"3,974,043","Apr 25, 2011","Jan 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Veronica Roth's dystopian world and characters pulled me right in--and that is saying a lot for a reader who prefers contemporary women's fiction. It Veronica Roth's dystopian world and characters pulled me right in--and that is saying a lot for a reader who prefers contemporary women's fiction. It takes special talent to create a creepy premise that flawlessly compels the suspension of disbelief. I cared about these characters from the start and could not stop reading. ...more,Notes are private!,0,11,1,not set,not set,"Mar 24, 2016",,Paperback,view (with text),/book/show/13335037-divergent
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bird Lake Moon,"Henkes, Kevin",0061470767,9780061470769,0061470767,192        pp,3.30,"1,133","Apr 22, 2008","Apr 22, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mitch's parents are getting a divorce and his world turns upside down. A sweet YA story of longing, loneliness, fleeting friendship, and adjusting Mitch's parents are getting a divorce and his world turns upside down. A sweet YA story of longing, loneliness, fleeting friendship, and adjusting ...more",Notes are private!,0,2,1,not set,not set,"Mar 13, 2016",,Hardcover,view (with text),/book/show/2250397.Bird_Lake_Moon
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Spool of Blue Thread,"Tyler, Anne*",0385683421,9780385683425,0385683421,358        pp,3.44,"94,611","Feb 10, 2015","Feb 10, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not one of my favorite Anne Tyler books. Often Anne Tyler stories feel more like a study of human nature than fiction. As a writer, I admire her writiNot one of my favorite Anne Tyler books. Often Anne Tyler stories feel more like a study of human nature than fiction. As a writer, I admire her writing craft, yet don't love it as a reader. She has a talent for using exactly the right understated detail to create and put you inside the characters' world. She precisely tells and paces stories and I prefer more drama and showSent from my iPhone...more",Notes are private!,0,10,1,not set,"Mar 12, 2016","Mar 13, 2016",,Hardcover,view (with text),/book/show/22501028-a-spool-of-blue-thread
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ten Beach Road        (Ten Beach Road, #1)","Wax, Wendy*",042524086X,9780425240861,042524086X,432        pp,3.93,"10,216","May 03, 2011","May 03, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2016",,Paperback,view,/book/show/9940086-ten-beach-road
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lilac Girls        (Lilac Girls, #1)","Kelly, Martha Hall*",1101883073,9781101883075,1101883073,487        pp,4.29,"302,783","Apr 05, 2016","Apr 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thank you NetGalley for an ERC of Lilac Girls. Lilac Girls follows the lives of three women during WW2. Caroline is an American trying to help the warThank you NetGalley for an ERC of Lilac Girls. Lilac Girls follows the lives of three women during WW2. Caroline is an American trying to help the war effort from afar. Herta is a German Doctor, working at a female concentration camp, and Kasia Kuzmerick, a Polish teen who gets involved in the resistance. Kasia's sister and mother also play significant roles. Holocaust stories about cruelty and family devastation are not new, and recently, there has been some wonderful women's fiction about the war and resistance. What makes Lilac Girl's different is that it tells the story of Ravensbruck, Hitler's only female only concentration camp. The atrocities at this camp were unspeakable. Women were used in experiments, for example, injected with foreign objects and bacteria and subjected to humane surgeries. All this was done under the guise of ""research"" to find better ways to treat wounded German soldiers. All the characters were compelling. For me, Herta was the least sympathetic and most haunting. What makes an educated person who studied to be a doctor to help people, become willing to dehumanize them and mutilate them instead? What fear or loathing or self preservation drives a person to that place? It begs the question, how far would you go to save yourself and your family? Haunting!Sent from my iPad...more",Notes are private!,0,12,1,not set,not set,"Mar 08, 2016",,Hardcover,view (with text),/book/show/25893693-lilac-girls
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swans of Fifth Avenue,"Benjamin, Melanie*",0345528697,9780345528698,0345528697,368        pp,3.63,"34,288","Jan 26, 2016","Jan 26, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Melanie Benjamin masterfully brings to life Truman Capote, his exquisite friend, Babe Paley, and the circle of 1950-60’s era New York socialites TrumaMelanie Benjamin masterfully brings to life Truman Capote, his exquisite friend, Babe Paley, and the circle of 1950-60’s era New York socialites Truman affectionately or derisively calls the Swans. Ultimately I didn't love, or even like, a lot of the characters and that is a testimony to Melanie Benjamin's talent in breathing life into exquisitely rounded and flawed characters.At the heart of this gossipy fictionalized journal about real people is the obsessive adoration, between Babe and her dearly loved and openly gay Truman, and the question of whether he misuses his access into her world to expose and betray her and the Swans.Babe and Truman’s relationship reads like the heart-to-heart connection of bestie soulmates—a passionate love affair minus the sex. The cast of characters is rounded out by the high-society women who shaped New York’s rich and famous culture and dominated the fashion and society columns—Slim Keith, Pamela Churchill, C. Z. Guest, Gloria Guinness—and their filthy rich husbands. Laden with, marriages for money rather than love, affairs, extravagant décor and clothes, fans of modern day reality TV and gossip magazines will likely devoir this well-written and researched story. If you don’t count yourself in that group, don’t be surprised if you find much of the self-serving behavior shallow and appalling. They may have loads of money, but there doesn’t seem to be one happy person in the bunch....more",Notes are private!,0,20,1,not set,Mar 2016,"Mar 01, 2016",,Hardcover,view (with text),/book/show/25279165-the-swans-of-fifth-avenue
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Handle with Care,"Picoult, Jodi*",0743296419,9780743296410,0743296419,477        pp,4.00,"130,333",2009,"Mar 03, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Like many Jodi Picoult books, Handle With Care is well written and deals with a well researched difficult issue impacting a child and family. I often Like many Jodi Picoult books, Handle With Care is well written and deals with a well researched difficult issue impacting a child and family. I often learn a lot reading Ms. Picoult's books and this one didn't disappoint in that regard, teaching about the devastation of osteogenesis imperfect, sometimes called brittle bone disease. This wasn't one of my favorite Picoult novels. Parts were slow for me. The last 150 pages the pace picked up and I was very engaged. Then, there's what felt like an overly dramatic unnecessary jarring twist at the end. ...more",Notes are private!,0,11,1,not set,not set,"Feb 28, 2016",,Hardcover,view (with text),/book/show/3720975-handle-with-care
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl with Seven Names: A North Korean Defector’s Story,"Lee, Hyeonseo*",0007554834,9780007554836,0007554834,304        pp,4.42,"88,912","Oct 14, 2014","Jul 07, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 26, 2016",,Hardcover,view,/book/show/25362017-the-girl-with-seven-names
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ramblers,"Rowley, Aidan Donnelley*",0062413317,9780062413314,0062413317,385        pp,3.63,"3,699","Feb 09, 2016","Feb 09, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received an ERC from the publisher to  for New York Journal of Books.Each character in The Ramblers is “at least a tiny bit broken.” Their vulI received an ERC from the publisher to  for New York Journal of Books.Each character in The Ramblers is “at least a tiny bit broken.” Their vulnerably and flaws will resonate with readers, reminding them that everyone is carrying burdens we don’t see, that “no one emerges from childhood totally unscathed.”Here's the link to my full  for New York Journal of Books, http://www.nyjournalofbooks.com/book-......more",Notes are private!,0,6,1,not set,not set,"Feb 10, 2016",,Hardcover,view (with text),/book/show/25817523-the-ramblers
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Yellow Raft in Blue Water - Teacher Guide by Novel Units,"Dennis, Mary L.",1561379336,9781561379330,1561379336,32        pp,4.00,23,"Feb 20, 2007","Jul 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 08, 2016",,Paperback,view,/book/show/6048703-a-yellow-raft-in-blue-water---teacher-guide-by-novel-units
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Yellow Raft in Blue Water,"Dorris, Michael",0312421850,9780312421854,0312421850,372        pp,3.87,"18,033","Jan 01, 1987","Mar 05, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What kept this from being a 4 or better for me is an ending I didn't find satisfying. It's a skillfully plotted story with strong writing, well-roundeWhat kept this from being a 4 or better for me is an ending I didn't find satisfying. It's a skillfully plotted story with strong writing, well-rounded, sympathetic female characters and a strong sense of place and tradition. This is my second time reading this book, the first time was 10-15 years ago. The strength for me is that it is about 3 generations of mothers and daughters and told in sections from each of their POV. It starts with teenage Rayona's POV, moves to her mother, Christine, and ends with Aunt Ida, her grandmother. As each section unfolds, we gain insight about character motivation, better understand each characters' flaws and choices and go deeper into the family's history and secrets. My quibble about the end is that I wanted more about Aunt Ida and what got her from ""the Last Day, which I gave to Christine"" to become the person she is in the present story...more",Notes are private!,0,13,1,not set,"Feb 07, 2016","Feb 08, 2016",,Paperback,view (with text),/book/show/17174.A_Yellow_Raft_in_Blue_Water
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Constellation of Vital Phenomena,"Marra, Anthony*",0770436420,9780770436421,0770436420,416        pp,4.12,"53,946","May 07, 2013","Feb 04, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Where do I start? Gut-wrenching story, Ambitious research, intelligent writing, layered and skillfully crafted plot twists--the skilled writing and reWhere do I start? Gut-wrenching story, Ambitious research, intelligent writing, layered and skillfully crafted plot twists--the skilled writing and research earn the 5 stars. The brutality of war in Chechnya and the inhumanity of torture so finely wrought and raw, there were many times I had to stop reading. Every character is so human and damaged, Havaa's father has lost all his fingers to torture. His friends and neighbors, Akhmed, Ula, Ramzan, and Khassan have all suffered war's indignities. Sonja, the local doctor trying to maintain a hospital with no resources and her sister Natasha will break your heart. I suspect this story will continue to haunt me ...more",Notes are private!,0,23,1,not set,"Feb 04, 2016","Feb 04, 2016",,Paperback,view (with text),/book/show/18428067-a-constellation-of-vital-phenomena
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uncle Tom’s Cabin,"Stowe, Harriet Beecher",,,,438        pp,3.91,"227,321",1852,"Aug 05, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first time reading this historically important book which is credited by many for raising awareness about the brutality of slavery and igniting theMy first time reading this historically important book which is credited by many for raising awareness about the brutality of slavery and igniting the Civil War. That alone earns it a high rating. It wasn't an easy read for me. Published in 1852, the writing by today's standards is at times over-written, preachy, and verbose. Some of the dialect, combined with the vivid, brutality of slavery made it a slow read at times. The story captured me and I cared about Uncle Tom, his family, Little Eva and others. Because of it's historical significance this is an important read...more",Notes are private!,0,14,1,not set,"Feb 04, 2016","Feb 04, 2016",,Paperback,view (with text),/book/show/46787.Uncle_Tom_s_Cabin
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miller's Valley,"Quindlen, Anna",0812996089,9780812996081,0812996089,257        pp,3.88,"24,959","Apr 05, 2016","Apr 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Jan 25, 2016",,Hardcover,view,/book/show/26131641-miller-s-valley
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Brilliant Friend        (My Brilliant Friend #1),"Ferrante, Elena",,,,331        pp,4.04,"332,899","Oct 19, 2011","Sep 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My Brilliant Friend traces the friendship of two young Italian girls, Elena and Lila growing up in a poor neighborhood near Naples.I am clearly in theMy Brilliant Friend traces the friendship of two young Italian girls, Elena and Lila growing up in a poor neighborhood near Naples.I am clearly in the minority with this book. It, and the subsequent 3 books in the series that follow it, are getting much literary attention, heralded as a masterpiece. For me, the writing style felt slow, lots of telling. At times I felt I was reading a journal of ""and then, and then, and then."" Many of the two friend's experiences felt familiar and realistic, just didn't resonate in an intimate way with me ...more",Notes are private!,0,6,1,not set,"Jan 03, 2016","Jan 09, 2016",,Paperback,view (with text),/book/show/13586707-my-brilliant-friend
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Edge of Lost,"McMorris, Kristina*",0758281188,9780758281180,0758281188,340        pp,4.05,"16,790","Nov 24, 2015","Nov 24, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Edge of Lost spans about twenty years in the life of Shanley ""Shan"" Keagan. An orphaned pre-teen, living with his alcoholic uncle, Shan is entertaThe Edge of Lost spans about twenty years in the life of Shanley ""Shan"" Keagan. An orphaned pre-teen, living with his alcoholic uncle, Shan is entertaining in Irish pubs to help make ends meet. When his uncle realizes Shan can make more money in Vaudeville, he decides unexpectedly to move them to New York. On the voyage, Shan befriends Nick Capello, a good-hearted, risk-taking scammer. For reasons that unfold as the story progresses, the Capello family take Shan in when they get to New York. Shan is a likable protagonist who is hardworking, wise beyond his years, and loyal to his adopted family. Well researched, The Edge of Lost brings to life issues of the 1920's— immigration, roaring twenties and vaudeville, Prohibition and illegal activities in neighborhoods needing ""protection."" At times the story moved slowly and is more a 3.5 for me. I most enjoyed the dynamics of the loving and loyal Capello family. There are a few unexpected, mostly believable twists, and a satisfying ending....more",Notes are private!,0,15,1,not set,"Jan 03, 2016","Jan 04, 2016",,Paperback,view (with text),/book/show/23453136-the-edge-of-lost
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Japanese Lover,"Allende, Isabel*",1501116975,9781501116971,1501116975,322        pp,3.87,"85,618","May 28, 2015","Nov 03, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my first Isabel Allende book and I read for a book club. From many s I've read, it's not the best choice for an introduction to Ms. AlleThis is my first Isabel Allende book and I read for a book club. From many s I've read, it's not the best choice for an introduction to Ms. Allende who is known for showing her stories through beautifully crafted writing and well rounded characters. Irina is an immigrant caregiver, longing to shed her troubled past. While working in a long-term care facility she takes on a side job assisting one of the more energetic residents, Alma Belasco. Alma is the matriarch of a prominent family. She has loved two men since her childhood; Nathanial, a cousin who she married and the family's Japanese gardener, Ischimei. The narrative shifts between the past and the present. Because there is a lot of telling rather than showing in The Japanese Lover, the characters feel flat. Ultimately, it's a beautiful love story that just didn't come to life for me. In the end, there's a twist that some of what seemed real may have been imagined....more",Notes are private!,0,16,1,not set,"Dec 27, 2015","Dec 28, 2015",,Hardcover,view (with text),/book/show/25152052-the-japanese-lover
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matilda,"Dahl, Roald",0141301066,9780141301068,0141301066,240        pp,4.34,"949,050","Oct 01, 1988","Jun 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this children's book for book club side-read.As a child, I was a big fan of fairy tales and this shares some of the qualities that appealed to meRead this children's book for book club side-read.As a child, I was a big fan of fairy tales and this shares some of the qualities that appealed to me--the special and unassuming heroine, Matilda, her neglectful, ogre-like parents, and the teacher who saves her who sort of plays the role of the fairy tale prince. And, of course, a happy ending....more",Notes are private!,0,5,1,not set,"Dec 27, 2015","Dec 28, 2015",,Paperback,view (with text),/book/show/39988.Matilda
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Is for Alibi        (Kinsey Millhone #1),"Grafton, Sue",0312938993,9780312938994,0312938993,308        pp,3.86,"184,386","Apr 15, 1982","Nov 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my first Sue Grafton novel. Not a genre I usually read, but my Kick Up Your Heels Goodreads book club is doing a year challenge with Sue GraftThis is my first Sue Grafton novel. Not a genre I usually read, but my Kick Up Your Heels Goodreads book club is doing a year challenge with Sue Grafton. An easy read that kept me interested and guessing about who were the good guys and who were the bad. Often, what we learn about a character is the narrator's ""tell"" description when the character is first encountered. I prefer more rounded, developed characters. I suspect the way it's done here is just right for this genre and that genre fans would give A is for Alibi high marks....more",Notes are private!,0,6,1,not set,"Dec 19, 2015","Dec 20, 2015",,Paperback,view (with text),/book/show/64863.A_Is_for_Alibi
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ask Him Why,"Hyde, Catherine Ryan*",150393893X,9781503938939,B00XCKT8AI,332        pp,4.20,"13,841","Dec 15, 2015","Dec 15, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ask Him Why is a powerful story about the consequences of rushing to judgement and condemning someone without first trying to understand what their acAsk Him Why is a powerful story about the consequences of rushing to judgement and condemning someone without first trying to understand what their action and asking, ""Why?' Here's the link to my full  for New York Journal of Books, http://www.nyjournalofbooks.com/book-......more",Notes are private!,0,7,1,"Dec 06, 2015","Dec 15, 2015","Dec 06, 2015",,Kindle Edition,view (with text),/book/show/25526969-ask-him-why
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Purpose Driven Life: What on Earth Am I Here for?,"Warren, Rick",0310276993,9780310276999,0310276993,336        pp,3.97,"274,355",2002,"Feb 20, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This had more of a preaching feel than I anticipated. I expected spiritual, felt more religious which makes it less accessible for me.",Notes are private!,0,7,1,not set,not set,"Dec 05, 2015",,Paperback,view (with text),/book/show/56495.The_Purpose_Driven_Life
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fates and Furies,"Groff, Lauren*",1594634475,9781594634475,1594634475,390        pp,3.58,"138,688","Sep 15, 2015","Sep 15, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't feel I can rate this novel. It's literary and as a writer I appreciate and admire the nuances and authority in the writing. As a reader, the tI don't feel I can rate this novel. It's literary and as a writer I appreciate and admire the nuances and authority in the writing. As a reader, the tone and voice kept me at a distance that made it hard to connect to the story. I didn't like the characters and that always makes it hard for me to like a book. ...more",Notes are private!,0,9,1,not set,Dec 2015,"Dec 02, 2015",,Hardcover,view (with text),/book/show/24612118-fates-and-furies
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",1476738017,9781476738017,,337        pp,4.38,"1,031,601","Aug 27, 2012","Jul 15, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Started slow for me, took me at least half-way through to really start appreciating Ove, and that I think is the brilliance of the book. It's a remin Started slow for me, took me at least half-way through to really start appreciating Ove, and that I think is the brilliance of the book. It's a reminder not to judge too soon and that first impressions can be very wrong. When we work at getting to know a person, we find their true essence. By the end of this book, I am as charmed by Ove as the many neighbors who saw through his curmudgeon exterior and reaped the benefits of his unlikely friendship....more",Notes are private!,0,26,1,"Nov 27, 2015","Dec 05, 2015","Nov 27, 2015",,Hardcover,view (with text),/book/show/18774964-a-man-called-ove
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Necessary Lies        (Necessary Lies, #1)","Chamberlain, Diane*",1250010691,9781250010698,1250010691,368        pp,4.29,"74,707","Sep 03, 2013","Sep 03, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For me, the strength in this book, even more than the story, is how well Diane Chamberlain captured the sense of place and time. The story opens and cFor me, the strength in this book, even more than the story, is how well Diane Chamberlain captured the sense of place and time. The story opens and closes in 2011, but most of the story takes place in 1960. Diane Chamberlain chillingly captures the time when women must ask their husband's permission to have a job or take birth control--a time when Eugenics, the practice of sterilizing the ""feeble-minded"" aka known as poor, uneducated who couldn't score well on white-biased IQ testgs was far too easy. The 1960's story is told from two points of view. Ivy is a 15 year old poor, white teen living on a tobacco farm with her grandmother, Nonnie, sister, Mary Ella and illegitimate 2 year-old nephew, Baby William. It's unclear who fathered, Baby William, although there are hints that eventually prove true. Ivy and her ""employers"" teenage son, John Henry are secretly in love--a love they must hide due to their difference in class. The other POV is Jane Forrester, the 22 year old newly married social worker whose husband resents her desire to work. This is Jane's first social work job and she is newly assigned to help the needy families in the area where Ivy lives. Jane quickly becomes emotionally connected to her clients--""caring too much"" in the view of her boss and colleagues.Ultimately this is a story of abused power, trust and love in many forms, and how the determination of one person to risk righting a wrong can prevail....more",Notes are private!,0,35,1,not set,"Nov 25, 2015","Nov 26, 2015",,Hardcover,view (with text),/book/show/17286747-necessary-lies
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lisey's Story,"King, Stephen*",0743289412,9780743289412,0743289412,513        pp,3.70,"86,949",2006,"Oct 24, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 25, 2015",,Hardcover,view,/book/show/10566.Lisey_s_Story
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Firestarter,"King, Stephen*",,,B000O5VZ7I,564        pp,3.91,"228,796","Sep 29, 1980",1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Nov 25, 2015",,Mass Market Paperback,view,/book/show/233667.Firestarter
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Writing: A Memoir of the Craft,"King, Stephen*",0743455967,9780743455961,0743455967,320        pp,4.34,"287,629",2000,Jul 2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,More an inspiring memoir than a text book on writing.,Notes are private!,0,2,1,not set,not set,"Nov 25, 2015",,Mass Market Paperback,view (with text),/book/show/10569.On_Writing
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Green Mile,"King, Stephen*",0451933028,9780451933027,0451933028,592        pp,4.48,"320,223",1996,"Sep 26, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Nov 25, 2015",,Paperback,view,/book/show/11566.The_Green_Mile
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stand,"King, Stephen*",,,,"1,152        pp",4.35,"760,529",1990,"May 01, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read many years ago and thinking about how much it scares me still gives me the chills,Notes are private!,0,2,1,not set,not set,"Nov 25, 2015",,Hardcover,view (with text),/book/show/149267.The_Stand
