,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lucy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Kolk, Bessel van der",0670785938,9780670785933,0670785938,464        pp,4.40,"182,902","Jun 12, 2014","Sep 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2022",,Hardcover,view,/book/show/18693771-the-body-keeps-the-score
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart's Invisible Furies,"Boyne, John*",,,,582        pp,4.51,"162,329","Feb 09, 2017","Aug 22, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2022",,Hardcover,view,/book/show/33253215-the-heart-s-invisible-furies
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Wish Were True: Reflections on Nurturing Life and Facing Death,"Quinn, Tallu",0593442903,9780593442906,0593442903,208        pp,4.28,685,unknown,"Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 19, 2022",,Hardcover,view,/book/show/59663234-what-we-wish-were-true
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days: Essays,"Patchett, Ann",0063092786,9780063092785,0063092786,320        pp,4.44,"36,767","Nov 23, 2021","Nov 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I listened to this, which was extra special because Ann Patchett narrates it. Her essay “There Are No Children Here” really helped me relate to and (pI listened to this, which was extra special because Ann Patchett narrates it. Her essay “There Are No Children Here” really helped me relate to and (potentially?) better articulate how I feel about that subject. ...more",Notes are private!,0,0,1,not set,"May 29, 2022","Apr 19, 2022",,Hardcover,view (with text),/book/show/56922687-these-precious-days
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,"Alexander, Michelle",,,,290        pp,4.52,"108,087","Jan 05, 2010","Jan 05, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2022",,Hardcover,view,/book/show/6792458-the-new-jim-crow
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Year of Rest and Relaxation,"Moshfegh, Ottessa",0525522131,9780525522133,0525522131,289        pp,3.64,"394,915","Jul 10, 2018","Jun 25, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this book, the dark humor, the chaotic energy of all of the characters. I too would like to take my year of rest and relaxation. Inspired.",Notes are private!,0,4,2,"Apr 30, 2022not set","May 02, 2022not set","Apr 18, 2022",,Paperback,view (with text),/book/show/44279110-my-year-of-rest-and-relaxation
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Golden Gates: The Housing Crisis and a Reckoning for the American Dream,"Dougherty, Conor",0525560238,9780525560234,0525560238,304        pp,4.07,"2,458","Feb 18, 2020","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2022",,Paperback,view,/book/show/54734973-golden-gates
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Watchman,"Erdrich, Louise",0062671200,9780062671202,,464        pp,4.11,"74,865","Mar 03, 2020","Mar 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Margaret recommended this book to me to get me back into reading and it was a great suggestion. The writing style and the content are all so well doneMargaret recommended this book to me to get me back into reading and it was a great suggestion. The writing style and the content are all so well done. But it’s the characters - their soul, way they view the world, insight, and naïveté - that really make it. Anyway, policy really matters, and this quote sums it up perfectly: “lastly, if you should ever doubt that a series of dry words in a government document can shatter spirits and demolish lives, let this book erase that doubt. Conversely, if you should be of the conviction that we are powerless to change those dry words, let this book give you heart.” ...more",Notes are private!,0,2,1,not set,"Apr 18, 2022","Apr 18, 2022",,ebook,view (with text),/book/show/43721059-the-night-watchman
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Cold Blood,"Capote, Truman",0679745580,9780679745587,0679745580,343        pp,4.09,"659,324","Jan 01, 1959","Feb 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2022",,Paperback,view,/book/show/168642.In_Cold_Blood
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shoe Dog: A Memoir by the Creator of Nike,"Knight, Phil",1501135910,9781501135910,1501135910,400        pp,4.47,"298,380","Apr 24, 2016","Apr 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2022",,Hardcover,view,/book/show/27220736-shoe-dog
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Home        (Gilead, #2)","Robinson, Marilynne",0374299102,9780374299101,0374299102,325        pp,4.04,"27,636","Sep 02, 2008","Sep 02, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2022",,Hardcover,view,/book/show/2924318-home
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Razorblade Tears,"Cosby, S.A.*",,,,336        pp,4.10,"92,491","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2022",,Hardcover,view,/book/show/54860585-razorblade-tears
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Know About Love,"Alderton, Dolly",0062968785,9780062968784,0062968785,368        pp,4.03,"296,085","Feb 01, 2018","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2022",,Hardcover,view,/book/show/46041465-everything-i-know-about-love
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maid        (Molly the Maid, #1)","Prose, Nita*",,,,304        pp,3.78,"538,838","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2022",,Hardcover,view,/book/show/55196813-the-maid
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calypso,"Sedaris, David",,,B0796QV121,273        pp,4.11,"132,521","May 29, 2018","May 29, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2022",,Kindle Edition,view,/book/show/38348476-calypso
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Franchise: The Golden Arches in Black America,"Chatelain, Marcia*",1631493949,9781631493942,1631493949,336        pp,3.87,"1,484","Jan 07, 2020","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2022",,Hardcover,view,/book/show/45894094-franchise
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Invisible Child: Poverty, Survival & Hope in an American City","Elliott, Andrea",0812986946,9780812986945,0812986946,602        pp,4.72,"15,192","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2021",,Hardcover,view,/book/show/57359691-invisible-child
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Tuesdays in Winter,"King, Lily*",0802158765,9780802158765,0802158765,240        pp,3.73,"19,195","Nov 02, 2021","Nov 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Margaret gave me this book for my birthday and it was so fun to read because of the essay style. My favorites were When in Dordogne and Hotel Seattle.Margaret gave me this book for my birthday and it was so fun to read because of the essay style. My favorites were When in Dordogne and Hotel Seattle. Very much recommend! ...more,Notes are private!,0,4,1,"Jan 10, 2022","Jan 11, 2022","Dec 27, 2021",,Hardcover,view (with text),/book/show/57812401-five-tuesdays-in-winter
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Locked In: The True Causes of Mass Incarceration and How to Achieve Real Reform,"Pfaff, John F.",0465096913,9780465096916,0465096913,311        pp,4.08,785,"Feb 07, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2021",,Hardcover,view,/book/show/29502356-locked-in
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lincoln Highway,"Towles, Amor*",0735222355,9780735222359,0735222355,576        pp,4.23,"259,068","Oct 05, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I had really mixed feelings towards this book. There are moments I loved and moments that I really forced myself through. The last 150 pages are the bI had really mixed feelings towards this book. There are moments I loved and moments that I really forced myself through. The last 150 pages are the best in my opinion. Billy and Sally’s characters provide great perspective and levity. Duchess gave me extreme anxiety. It’s definitely a fun and very creative story but I think my expectations were maybe too high? ...more,Notes are private!,0,3,1,"Jan 10, 2022","Jan 23, 2022","Dec 16, 2021",,Hardcover,view (with text),/book/show/57109107-the-lincoln-highway
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prophets,"Jones Jr., Robert*",,,,400        pp,3.92,"20,332","Jan 05, 2021","Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2021",,Hardcover,view,/book/show/52576333-the-prophets
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants","Kimmerer, Robin Wall",1571313354,9781571313355,1571313354,391        pp,4.54,"117,202","Oct 15, 2013","Oct 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2021",,Hardcover,view,/book/show/17465709-braiding-sweetgrass
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hell of a Book,"Mott, Jason*",059333096X,9780593330968,059333096X,323        pp,4.05,"22,966","Jun 29, 2021","Jun 29, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Writing it was like cutting out a piece of myself. And once it was cut away, I left it there. I moved on, perhaps a little more incomplete than befor“Writing it was like cutting out a piece of myself. And once it was cut away, I left it there. I moved on, perhaps a little more incomplete than before, but at least able to ignore the pain of the emptiness more than I could bear the pain of the memory” … just wow. So many passages made me stop to really think or, maybe more importantly, stop to really feel. Jason Mott’s writing is something I have never experienced? Or haven’t experienced in a long time. ...more",Notes are private!,0,4,1,Jan 2022,"Jan 09, 2022","Nov 25, 2021",,Hardcover,view (with text),/book/show/55964195-hell-of-a-book
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Cuckoo Land,"Doerr, Anthony*",1982168439,9781982168438,1982168439,626        pp,4.26,"214,086","Sep 28, 2021","Sep 28, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anthony Doerr did it again. He somehow manages to seamlessly weave together hope and joy, fear, sadness, and despair - capturing all the complexities Anthony Doerr did it again. He somehow manages to seamlessly weave together hope and joy, fear, sadness, and despair - capturing all the complexities of life that are consistent across eras. Needless to say, I really loved this book....more",Notes are private!,0,7,1,Dec 2021,"Dec 15, 2021","Nov 24, 2021",,Hardcover,view (with text),/book/show/56783258-cloud-cuckoo-land
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"God Emperor of Dune        (Dune, #4)","Herbert, Frank",0593098250,9780593098257,0593098250,587        pp,3.88,"111,881",May 1981,"Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2021",,Paperback,view,/book/show/44439415-god-emperor-of-dune
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Children of Dune        (Dune, #3)","Herbert, Frank",0593098242,9780593098240,0593098242,609        pp,3.96,"188,118",Apr 1976,"Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2021",,Paperback,view,/book/show/44492286-children-of-dune
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune Messiah        (Dune, #2)","Herbert, Frank",0593098234,9780593098233,0593098234,337        pp,3.89,"288,919","Jul 01, 1969","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2021",,Mass Market Paperback,view,/book/show/44492285-dune-messiah
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born a Crime: Stories From a South African Childhood,"Noah, Trevor",,,0385689225,289        pp,4.49,"693,530","Nov 15, 2016","Nov 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2021",,Hardcover,view,/book/show/29780253-born-a-crime
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlesex,"Eugenides, Jeffrey",0312422156,9780312422158,0312422156,529        pp,4.03,"639,175","Sep 04, 2002","Sep 16, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is Kimmi’s favorite book, and I’m so glad she recommended it. Such a good story, such good writing, and excellent characters.",Notes are private!,0,1,1,not set,"Sep 29, 2022","Oct 26, 2021",,Paperback,view (with text),/book/show/2187.Middlesex
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",,,,213        pp,4.26,"245,109","Jul 16, 2019","Jul 16, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is incredible, and I couldn’t put it down. I can’t believe it’s my first Colson Whitehead book, I can’t wait to read his others. It went by This book is incredible, and I couldn’t put it down. I can’t believe it’s my first Colson Whitehead book, I can’t wait to read his others. It went by too fast but while I was reading it I felt so engrossed in the story that it didn’t seem like any time had passed at all?? And as a result I missed my bus stop by a lot of stops ...more",Notes are private!,0,2,1,"Apr 25, 2022","Apr 28, 2022","Oct 26, 2021",,Kindle Edition,view (with text),/book/show/42270835-the-nickel-boys
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Man,"Ellison, Ralph",,,,581        pp,3.91,"187,869","Apr 14, 1952","Feb 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2021",,Paperback,view,/book/show/16981.Invisible_Man
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where Tomorrows Aren't Promised: A Memoir of Survival and Hope,"Anthony, Carmelo",1982160594,9781982160593,1982160594,208        pp,4.08,"1,478",unknown,"Sep 14, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Oct 15, 2021not set","Oct 19, 2021",,Hardcover,view,/book/show/56898218-where-tomorrows-aren-t-promised
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uncanny Valley,"Wiener, Anna*",0374278016,9780374278014,0374278016,281        pp,3.64,"33,197","Jan 14, 2020","Jan 14, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Compared to the Silicon Valley of the 2010s, of pre-Trump, and of pre-Covid, I know today looks and feels different. And, yet, it also feels like so lCompared to the Silicon Valley of the 2010s, of pre-Trump, and of pre-Covid, I know today looks and feels different. And, yet, it also feels like so little has changed. As a result, I loved and was shook by this book. As an aside, I love that she sprinkled in how SF has changed and the social, cultural lens of techs impact on the city. ...more",Notes are private!,0,1,1,"Mar 17, 2023","Mar 28, 2023","Oct 19, 2021",,Hardcover,view (with text),/book/show/45186565-uncanny-valley
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Detransition, Baby","Peters, Torrey",0593133374,9780593133378,0593133374,337        pp,3.95,"77,261","Jan 12, 2021","Jan 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,2,not setnot set,"Nov 25, 2021not set","Sep 20, 2021",,Hardcover,view,/book/show/48890225-detransition-baby
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paper Palace,"Heller, Miranda Cowley",,,,400        pp,3.81,"321,134","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Sep 15, 2021not set","Sep 19, 2021not set","Sep 19, 2021",,Hardcover,view,/book/show/55994372-the-paper-palace
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harlem Shuffle        (Ray Carney, #1)","Whitehead, Colson*",0385545134,9780385545136,0385545134,318        pp,3.74,"69,511","Sep 14, 2021","Sep 14, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Highly recommended. Another great book from Colson Whitehead. I am excited to read Crook Manifesto!,Notes are private!,0,0,1,not set,"Aug 06, 2023","Sep 18, 2021",,Hardcover,view (with text),/book/show/54626223-harlem-shuffle
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust Exercise,"Choi, Susan*",1250231264,9781250231260,1250231264,257        pp,3.14,"35,416","Apr 09, 2019","May 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2021",,Paperback,view,/book/show/52381081-trust-exercise
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Women in Tech: How We Got Here and Why We Stay,"Karen, Alana*",1634893905,9781634893909,B08HSMY2GH,284        pp,4.12,84,unknown,"Sep 24, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alana came and spoke at my company! It was really interesting to hear her perspective first-hand on the importance of work allies and mentorship. Her Alana came and spoke at my company! It was really interesting to hear her perspective first-hand on the importance of work allies and mentorship. Her book really helped me frame my experience in tech so far and, I value that she included many voices of women in tech rather than only engineers. ...more",Notes are private!,0,3,2,"Aug 12, 2021not set","Aug 18, 2021not set","Aug 18, 2021",,Kindle Edition,view (with text),/book/show/55440037-the-adventures-of-women-in-tech
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seven Days in June,"Williams, Tia*",,,,336        pp,4.03,"153,637","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Hardcover,view,/book/show/55648820-seven-days-in-june
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deal of a Lifetime,"Backman, Fredrik*",150119349X,9781501193491,150119349X,65        pp,3.81,"47,876","Oct 31, 2017","Oct 31, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Hardcover,view,/book/show/36229962-the-deal-of-a-lifetime
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Women: Data Bias in a World Designed for Men,"Criado Pérez, Caroline",1419729071,9781419729072,1419729071,448        pp,4.35,"117,302","Mar 07, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2021",,Hardcover,view,/book/show/41104077-invisible-women
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune        (Dune, #1)","Herbert, Frank",059309932X,9780593099322,059309932X,658        pp,4.27,"1,357,717","Jun 01, 1965","Oct 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,"Nov 08, 2021not set","Aug 11, 2021",,Hardcover,view,/book/show/44767458-dune
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magician's Assistant,"Patchett, Ann",,,,357        pp,3.72,"44,006",1997,"Dec 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 11, 2021",,Paperback,view,/book/show/16055.The_Magician_s_Assistant
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They Can't Kill Us Until They Kill Us,"Abdurraqib, Hanif",,9781937512651,1937512657,291        pp,4.57,"13,698","Nov 14, 2017","Nov 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although this took me a while to finish, it was incredible. Long style poetry / essay style poetry I guess is how I would describe it? Trying to make Although this took me a while to finish, it was incredible. Long style poetry / essay style poetry I guess is how I would describe it? Trying to make sense of 2016 - racism, islamophobia, misogyny, politics - through the lens of music. So creative and compelling. I’ll leave goodreads with this: “The truth is, once you understand that there are people who do not want you to exist, that is a difficult card to remove from the table. There is no liberation, no undoing that knowledge. It is the unyielding door, the one that you simply cannot push back against any longer. For many, there are reminders of this every day, every hour. It makes ‘Alright’ the emotional bar and the song itself, the best there is. It makes existence itself a celebration.”...more",Notes are private!,0,1,1,"Jun 07, 2022","Jul 09, 2022","Aug 01, 2021",,Paperback,view (with text),/book/show/33947154-they-can-t-kill-us-until-they-kill-us
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughters of Sparta,"Heywood, Claire",0593184378,9780593184370,0593184378,370        pp,3.88,"12,951","Jun 22, 2021","Jun 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 13, 2021","Jul 06, 2021",,Paperback,view,/book/show/57423631-daughters-of-sparta
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Children's Bible,"Millet, Lydia",0393867382,9780393867381,0393867382,240        pp,3.73,"36,049","May 12, 2020","Feb 16, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,2,"Jul 26, 2021not set",Aug 2021not set,"Jun 28, 2021",,Paperback,view,/book/show/55298364-a-children-s-bible
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,0060838728,318        pp,3.93,"283,423","May 22, 2001","Feb 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Ann Patchett, and I want to read the rest of her books. This story was so creative, her writing is so beautiful, and I love her characters. ThiI love Ann Patchett, and I want to read the rest of her books. This story was so creative, her writing is so beautiful, and I love her characters. This one, though, is so devastating. I knew there would not be a happy ending, but I didn’t think I’d be so crushed by the end / epilogue. I also had a wild dream as a result ...more",Notes are private!,0,4,1,"Feb 12, 2023","Feb 21, 2023","Jun 21, 2021",,Paperback,view (with text),/book/show/5826.Bel_Canto
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commonwealth,"Patchett, Ann",0062491792,9780062491794,0062491792,322        pp,3.83,"182,232",Sep 2016,"Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2021",,Hardcover,view,/book/show/28214365-commonwealth
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Believers,"Makkai, Rebecca*",073522353X,9780735223530,073522353X,421        pp,4.28,"135,437","Jun 19, 2018","Jun 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"We listened to this on P1 of our road trip - Maine to Colorado - and wow. Love. I became overly attached to the characters, and it reminded me slightlWe listened to this on P1 of our road trip - Maine to Colorado - and wow. Love. I became overly attached to the characters, and it reminded me slightly of A Little Life but much more hopeful ...more",Notes are private!,0,2,2,Jul 2021not set,"Jul 06, 2021not set","Jun 20, 2021",,Paperback,view (with text),/book/show/45304101-the-great-believers
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Warmth of Other Suns: The Epic Story of America's Great Migration,"Wilkerson, Isabel*",0679444327,9780679444329,0679444327,622        pp,4.46,"101,610","Sep 07, 2010","Sep 07, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 14, 2021","Jun 18, 2021","Jun 18, 2021",,Hardcover,view,/book/show/8171378-the-warmth-of-other-suns
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in H Mart,"Zauner, Michelle",0525657746,9780525657743,0525657746,256        pp,4.27,"417,133","Apr 20, 2021","Apr 20, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Listened to this - the audiobook is read by the author - and loved.,Notes are private!,0,1,2,not setnot set,"Aug 05, 2021not set","Jun 16, 2021",,Hardcover,view (with text),/book/show/54814676-crying-in-h-mart
