,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O ženama i soli,"Garcia, Gabriela*",,,,256        pp,3.70,"43,090","Mar 30, 2021","Aug 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dirljiva priča o snazi žena kroz historiju i pokušaj adaptiranja i uključivanja latinoameričkih doseljenika u SAD.Kastro, Kuba, nasilje u porodici, ovDirljiva priča o snazi žena kroz historiju i pokušaj adaptiranja i uključivanja latinoameričkih doseljenika u SAD.Kastro, Kuba, nasilje u porodici, ovisnost o metu, cikličnost ponavljanja ženskih sudbina. Meni se dopala....more",Notes are private!,0,9,1,"Feb 23, 2023","Feb 25, 2023","Feb 23, 2023",,Paperback,view (with text),/book/show/58759714-o-enama-i-soli
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,U crvenom gradu        (Detektiv Karim Belkacem 1),"Leyden, James von",,9788610029031,,304        pp,3.76,202,Aug 2019,2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Inace ne čitam romane ovog žanra, ali mi se ovaj krimic svidio. Ambijent je docaran vijerno i slikovito. Likovi okarakterisani detaljno. Mala doza misInace ne čitam romane ovog žanra, ali mi se ovaj krimic svidio. Ambijent je docaran vijerno i slikovito. Likovi okarakterisani detaljno. Mala doza misterije i nepredvidivost....more",Notes are private!,0,4,1,"Feb 22, 2023","Feb 23, 2023","Feb 22, 2023",,Paperback,view (with text),/book/show/54333957-u-crvenom-gradu
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Noćni čuvar pasa,"Softic, Faiz",9958305712,9789958305719,9958305712,97        pp,3.71,7,unknown,2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Kratko i slojevito djelo. Šta to čovjek ima pasije u sebi i koliko pas može biti čovjek?,Notes are private!,0,1,1,"Feb 21, 2023","Feb 21, 2023","Feb 21, 2023",,Paperback,view (with text),/book/show/58386370-no-ni-uvar-pasa
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I ovo će proći,"Busquets, Milena",,,,168        pp,3.26,"9,226",Jan 2015,"Aug 04, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Solidna priča puna mudrih izreka i univerzalnih istina u kojima se svi pronalazimo.,Notes are private!,0,4,1,"Feb 20, 2023","Feb 21, 2023","Feb 20, 2023",,Paperback,view (with text),/book/show/26111548-i-ovo-e-pro-i
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mala Italijanka,"Riley, Lucinda",8652146608,9788652146604,8652146608,527        pp,4.14,"17,359",1996,"Oct 23, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Zbog nekih banalnosti koje su me nervirale, ocjena manje",Notes are private!,0,6,1,"Feb 10, 2023","Feb 13, 2023","Feb 10, 2023",,Paperback,view (with text),/book/show/62204780-mala-italijanka
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Polje kruški,"Ekvtimishvili, Nana",,9789958306815,,135        pp,3.71,"1,579","May 11, 2015",2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ocjena 3.5,Notes are private!,0,4,1,"Feb 09, 2023","Feb 10, 2023","Feb 09, 2023",,Paperback,view (with text),/book/show/63140919-polje-kru-ki
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Reindeer Hunters        (Hekne, #2)","Mytting, Lars",1419759779,9781419759772,1419759779,448        pp,4.54,"3,206","Sep 25, 2020","Nov 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2023",,Hardcover,view,/book/show/60310743-the-reindeer-hunters
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leksikon svjetla i tame,"Stranger, Simon",,9789532593716,,264        pp,4.24,"3,278",2018,Jul 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2023",,Hardcover,view,/book/show/62204793-leksikon-svjetla-i-tame
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Onaj pravi,"Marrs, John*",,9789533490984,,440        pp,4.11,"171,747","Jul 15, 2016",Jan 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Koji roman,Notes are private!,0,6,1,"Feb 16, 2023","Feb 18, 2023","Feb 08, 2023",,Paperback,view (with text),/book/show/43808253-onaj-pravi
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cactus,"Haywood, Sarah*",0778369072,9780778369073,0778369072,384        pp,3.57,"69,678","Jan 25, 2018","May 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Divna priča koja se od komedije pretvara u dramu sa socijalnim elementima. Sviđa mi se lik Suzan, koja se od tvrdokornog kaktusa pretvara u predivan cDivna priča koja se od komedije pretvara u dramu sa socijalnim elementima. Sviđa mi se lik Suzan, koja se od tvrdokornog kaktusa pretvara u predivan cvijet....more",Notes are private!,0,4,1,"Feb 07, 2023","Feb 09, 2023","Feb 07, 2023",,Paperback,view (with text),/book/show/41860718-the-cactus
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kruženje oko Sunca,"McLain, Paula*",8652120978,9788652120970,8652120978,408        pp,3.94,"78,949","Jul 28, 2015","Mar 18, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Zvjezdica više zbog radnje zasnovane na stvarnim događajima kao i opisima životopisine Afrike.,Notes are private!,0,8,1,"Jan 26, 2024","Jan 28, 2024","Feb 07, 2023",,Paperback,view (with text),/book/show/29551944-kru-enje-oko-sunca
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sa neba padoše tri jabuke,"Abgaryan, Narine",8610044661,9788610044669,8610044661,255        pp,4.26,"13,735","Mar 16, 2015",2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bajkovita saga o snazi jermenskih žena. ❤️U priči se prepliću san i java, folklorni elementi i bajkoviti motivi.",Notes are private!,0,5,1,"Feb 06, 2023","Feb 07, 2023","Feb 06, 2023",,Paperback,view (with text),/book/show/63346691-sa-neba-pado-e-tri-jabuke
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Samo budi ovde,"Musso, Guillaume",8677104003,9788677104009,8677104003,284        pp,3.81,"14,864",2003,2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Tanko 2.5,Notes are private!,0,4,1,"Feb 05, 2023","Feb 06, 2023","Feb 05, 2023",,Paperback,view (with text),/book/show/17834646-samo-budi-ovde
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neka se veliki svijet vrti,"McCann, Colum*",,9789533194653,,364        pp,3.95,"104,956","Jun 16, 2009",2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Solidno.,Notes are private!,0,3,1,"Feb 02, 2023","Feb 04, 2023","Feb 02, 2023",,Hardcover,view (with text),/book/show/18335329-neka-se-veliki-svijet-vrti
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come un respiro,"Özpetek, Ferzan",8804719850,9788804719854,8804719850,168        pp,3.48,"3,318",2020,"May 12, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Divan roman, koji se kao što sam naslov kaže, čita u dahu.Interesantno, obavijeno velom tajne i misterije, dvije paralne priče, odnosi među sestrama, Divan roman, koji se kao što sam naslov kaže, čita u dahu.Interesantno, obavijeno velom tajne i misterije, dvije paralne priče, odnosi među sestrama, likovi sadisti...Prava poslastica.......more",Notes are private!,0,3,1,Feb 2023,"Feb 02, 2023","Feb 01, 2023",,Paperback,view (with text),/book/show/53339465-come-un-respiro
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Obrazovana,"Westover, Tara*",,9789538308031,,372        pp,4.47,"1,525,789","Feb 20, 2018",2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Potresno i dramatično svjedočenje o odrastanju u porodici vjerskih fanatika. Porodici koja vas obilježava, koja je ne dopušta da iz nje istupite, poroPotresno i dramatično svjedočenje o odrastanju u porodici vjerskih fanatika. Porodici koja vas obilježava, koja je ne dopušta da iz nje istupite, porodici koja će vas prije poslati u smrt nego kod ljekara.Toliko naturalističkih momenata od kojih mi se želudac okretao.Svaka čast Tari na hrabrosti, koja je napustivši porodicu pronašla sebe....more",Notes are private!,0,9,1,"Nov 08, 2023","Nov 10, 2023","Feb 01, 2023",,Paperback,view (with text),/book/show/56763862-obrazovana
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perfume Thief,"Schaffert, Timothy*",0385545746,9780385545747,0385545746,368        pp,3.45,"1,598","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2023",,Hardcover,view,/book/show/55872865-the-perfume-thief
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Njujorška tajna        (Daughters of New York, #1)","Carey, Ella*",,9789533238005,,376        pp,4.19,"5,630","Mar 09, 2021",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2023",,Paperback,view,/book/show/61123637-njujor-ka-tajna
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Savršena sreća,"Montefiore, Santa",8650517544,9788650517543,8650517544,376        pp,3.49,"2,876","Apr 01, 2010",2011,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ubjedljivo najlošiji roman koji sam pročitala u posljednje vrijeme.Odakle da krenem?!Anđelika je žena koja ima sve u životu, muža, prekrasnu djecu, prUbjedljivo najlošiji roman koji sam pročitala u posljednje vrijeme.Odakle da krenem?!Anđelika je žena koja ima sve u životu, muža, prekrasnu djecu, prijateljica, ali je spuca kriza srednjih godina i upusti se u avanturu sa zgodnim Džekom koji živi u Africi.Čitava fabula se kao slina razvlači na temu ove preljube, a ja ću izdvojiti najgore nebuloze koje sam zapazila:- Džek je ženskaroš, ali je Anđelika upravo ona koja će ga osvojiti i koja će ga smiriti u ""njegovom dvorištu"", što nije uspjela ni njegova extra dobra fina, puna razumijevanja, supruga Ana- Sa Džekom razmjenjuje mailove koji je nadahnjuju da piše, a u kojima se kroz metafore psa koji laje u svom dvorištu izražava naklonost ...more",Notes are private!,0,9,1,"Jan 29, 2023",Feb 2023,"Jan 29, 2023",,Paperback,view (with text),/book/show/17913225-savr-ena-sre-a
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anastazija,"Falconer, Colin*",8610002810,9788610002812,8610002810,312        pp,3.64,989,1995,Oct 2012,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"S obzirom da volim historijski temeljene romane, a posebno su mi zimi drage teme o Romanovima, Rusiji i II svj.ratu.Uzeh ovaj roman očekujući priču o S obzirom da volim historijski temeljene romane, a posebno su mi zimi drage teme o Romanovima, Rusiji i II svj.ratu.Uzeh ovaj roman očekujući priču o princezi Anastaziji, a dobih meksičku sapunicu, za koju je autor samo uzeo zvučnu historijsku ličnost kao pozadinu.Roman se brzo čita, površan je, opisi su neuvjerljivi, rješenja raspleta su kao u grčkim dramama (deux ex mahina), dolaze sa neba ...more",Notes are private!,0,9,1,"Jan 27, 2023","Jan 29, 2023","Jan 27, 2023",,Paperback,view (with text),/book/show/16085546-anastazija
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sedam dana u junu,"Williams, Tia*",,9788652145966,,368        pp,4.03,"153,668","Jun 01, 2021","Jul 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2023",,Paperback,view,/book/show/61956517-sedam-dana-u-junu
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ona i on,"Levy, Marc*",8652126046,9788652126040,8652126046,310        pp,3.71,"33,016","Feb 05, 2015","Jun 16, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Lagana romansa za opuštanje.,Notes are private!,0,2,1,"Nov 21, 2023","Nov 22, 2023","Jan 26, 2023",,Paperback,view (with text),/book/show/35495586-ona-i-on
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sight Reading,"Kalotay, Daphne*",0062246933,9780062246936,0062246933,329        pp,3.33,"1,051",2013,"May 21, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2023",,Hardcover,view,/book/show/16248271-sight-reading
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,TransAtlantic,"McCann, Colum*",1400069599,9781400069590,1400069599,304        pp,3.82,"26,207","Jun 04, 2013","Jun 04, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Odličan roman sastavljen iz paralelnih radnji koji kroz stoljeća prati ženske likove iz porodice sluškinje iz Irske koja emigrira u SAD.Snaga žene suoOdličan roman sastavljen iz paralelnih radnji koji kroz stoljeća prati ženske likove iz porodice sluškinje iz Irske koja emigrira u SAD.Snaga žene suočene sa životnim nedaćama i jedno pismo koje više od stotinu godina ostaje neotvoreno.Preporuka ...more,Notes are private!,0,7,1,"Jan 25, 2023","Jan 27, 2023","Jan 25, 2023",,Hardcover,view (with text),/book/show/16085517-transatlantic
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pogrešan kraj teleskopa,"Alameddine, Rabih",,9789958306723,,301        pp,4.03,"2,140","Sep 21, 2021",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2023",,Paperback,view,/book/show/62292173-pogre-an-kraj-teleskopa
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Čuvari obale,"Harris, Joanne*",8644701991,9788644701996,B004HBQUKC,410        pp,3.51,"8,985",2002,"Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Aug 2004,Sep 2004,"Jan 24, 2023",,Paperback,view,/book/show/11555263-uvari-obale
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Viši od mora,"Melandri, Francesca",9532665773,9789532665772,9532665773,171        pp,3.84,616,"Feb 15, 2012",2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Roman ambijenta i psihologije jednog vremena.,Notes are private!,0,6,1,"Jan 24, 2023","Jan 25, 2023","Jan 24, 2023",,Hardcover,view (with text),/book/show/25968850-vi-i-od-mora
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Južno od granice, zapadno od sunca","Murakami, Haruki",867666093X,9788676660933,B004HC934G,174        pp,3.86,"128,288","Oct 05, 1992",2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Murakamija moraš voljeti da bi ga razumio,Notes are private!,0,13,1,"Jan 23, 2023","Jan 24, 2023","Jan 23, 2023",,Paperback,view (with text),/book/show/12406029-ju-no-od-granice-zapadno-od-sunca
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tes od roda D'Erbervila,"Hardy, Thomas",8652130132,9788652130139,8652130132,594        pp,3.83,"283,563",1891,2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2023",,Hardcover,view,/book/show/43439974-tes-od-roda-d-erbervila
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dan posle noći,"Diamant, Anita*",8652107076,9788652107070,8652107076,272        pp,3.69,"15,002",2009,2011,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Objektivan roman o posljedicama II svj.rata koji prati sudbinu Jevreja zatvorenih u prijemni logor u Palestini. Integracija Jevreja u društvo nakon osObjektivan roman o posljedicama II svj.rata koji prati sudbinu Jevreja zatvorenih u prijemni logor u Palestini. Integracija Jevreja u društvo nakon oslobođenja iz logora je tema o kojoj se slabije pisalo. Roman ne glorifikuje žrtve, odaje im dužnu počast, ali ih ne diže u zvijezde nego ih prikazuje kao ljudska bića sklona pohlepi, izadaji, zavisti i sl....more",Notes are private!,0,5,1,"Jan 22, 2023","Jan 23, 2023","Jan 22, 2023",,Paperback,view (with text),/book/show/31674452-dan-posle-no-i
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sunce iza bedema,"Sasson, Jean*",,9788610003970,,301        pp,3.98,"2,079","Apr 29, 2010",2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Teška i potresna priča,Notes are private!,0,10,1,"Jan 20, 2023","Jan 21, 2023","Jan 20, 2023",,Paperback,view (with text),/book/show/24716128-sunce-iza-bedema
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kao reči na vetru,"Chamberlain, Diane*",8652122040,9788652122042,8652122040,408        pp,4.08,"42,506",2011,"May 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2023",,Paperback,view,/book/show/30306251-kao-re-i-na-vetru
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bahova sobarica,"Gómez Rufo, Antonio",,,,528        pp,3.43,98,"Oct 02, 2014","Sep 29, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"'Sreća se najčešće sastoji u tome da ideali koje drugi smatraju nemogićim uplove u luku, makar u njoj doživeli brodolom.""'Sreća se najčešće sastoji u tome da ideali koje drugi smatraju nemogićim uplove u luku, makar u njoj doživeli brodolom.""...more",Notes are private!,0,3,1,"Jan 17, 2023","Jan 20, 2023","Jan 17, 2023",,Paperback,view (with text),/book/show/34063671-bahova-sobarica
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elijevo obećanje,"Balson, Ronald H.*",,9791220826259,,472        pp,4.11,"4,841","Sep 22, 2020",2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oduševljena realizacijom teme II svjetskog rata u ovom romanu.Jednostavnim jezikom i naizgled površnim rečenicama, obuhvaćena je radnja tri vremenska Oduševljena realizacijom teme II svjetskog rata u ovom romanu.Jednostavnim jezikom i naizgled površnim rečenicama, obuhvaćena je radnja tri vremenska razdoblja i dešava se na dva kontinenta. Osnovni motiv je problem nelegalnih prodaja dozvola za rad Jevreja za vrijeme okupacije i prodaja boravišnih dozvola za ulazak u SAD nakon rata.Likovi su vjerno prikazani, a posebno lik Maksa, koji se može posmatrati kao univerzalni ratni profiter i takav profil čovjeka je prisutan u svakom ratu ili postratnom periodu.Ocjena 4/5 i preporuka....more",Notes are private!,0,8,1,"Jan 14, 2023","Jan 17, 2023","Jan 14, 2023",,Paperback,view (with text),/book/show/60868829-elijevo-obe-anje
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plavetnilo između neba i vode,"Abulhawa, Susan*",8661520029,9788661520020,8661520029,278        pp,4.14,"5,832","Sep 01, 2015",2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tužno, potresno. Historija se svakodnevno ponavlja. Suosjećam sa svim nevinim žrtvama, a posebno djecom.Danas je to Palestina i Gaza, jučer je bila UkTužno, potresno. Historija se svakodnevno ponavlja. Suosjećam sa svim nevinim žrtvama, a posebno djecom.Danas je to Palestina i Gaza, jučer je bila Ukrajina, prije toga Bosna. ...more",Notes are private!,0,8,1,"Oct 21, 2023","Oct 23, 2023","Jan 09, 2023",,Hardcover,view (with text),/book/show/63255702-plavetnilo-izme-u-neba-i-vode
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sabrana dela Ej Džej Fikrija,"Zevin, Gabrielle*",8652116644,9788652116645,8652116644,256        pp,4.03,"298,484","Apr 01, 2014","Oct 16, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Divna priča. Uživala sam čitajući ❤️""Ono na šta reagujemo u dvadesetoj ne mora nužno biti isto na što ćemo reagovati u četrdesetoj i obrnuto. To važi Divna priča. Uživala sam čitajući ❤️""Ono na šta reagujemo u dvadesetoj ne mora nužno biti isto na što ćemo reagovati u četrdesetoj i obrnuto. To važi i za knjige, a i za život.""...more",Notes are private!,0,12,1,"Feb 18, 2023","Feb 20, 2023","Jan 09, 2023",,Paperback,view (with text),/book/show/23494520-sabrana-dela-ej-d-ej-fikrija
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Žena koja godinu dana nije ustala iz kreveta,"Townsend, Sue",,9788652143559,,354        pp,2.95,"14,623",2012,2022,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Moje mišljenje o ovoj knjizi je podjeljeno na ushit zbog neuobičajene teme, koja je na površini banalna, a ustvari se bavi jednim problemom patrijarhaMoje mišljenje o ovoj knjizi je podjeljeno na ushit zbog neuobičajene teme, koja je na površini banalna, a ustvari se bavi jednim problemom patrijarhalnog muškog okova, i na monotonost i glupost popratnih motiva.U ovom romanu ne očekujte ništa spektakularno, samo zabavne dijelove, na neke sam bila ravnodušna, dok su neki bili uvrnuti do bola.-Koliko su muškarci ovisni o ženama?-Kako se riješiti patološki lažljive osobe i manipulatirice koja svaku situaciju okrene u svoju korist?-Kako odgajati blago autistične, ali natprosječno nadarene blizance?-Kako muškarci prolaze kroz krizu srednjih godina?-Koji je uticaj medija na živote ljudi? -Da li smo danas skloni da slijedimo svaku glupost koja nam se nameće u mass medijima?Upravo zbog ovih pitanja i odgovora vrijedi pročitati ovaj roman.Voljela bih da još neko podijeli sa mnom mišljenje o ovom djelu, jer obiluje sarkazmom, ironičnim situacijama i morbidnim odnosima među likovima.Ocjena 3/5...more",Notes are private!,0,4,1,"Jan 07, 2023","Jan 10, 2023","Jan 07, 2023",,Paperback,view (with text),/book/show/60242544-ena-koja-godinu-dana-nije-ustala-iz-kreveta
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Svjetlo u skrovištima,"Cameron, Sharon*",,9789533606033,,392        pp,4.54,"26,968","Mar 03, 2020",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Paperback,view,/book/show/63187371-svjetlo-u-skrovi-tima
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tajnovita uvala u Hrvatskoj        (Romantic Escapes #5),"Caplin, Julie",,9789538326257,,344        pp,4.05,"4,663","Jul 19, 2019",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Paperback,view,/book/show/58440325-tajnovita-uvala-u-hrvatskoj
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mala slastičarnica u Parizu        (Romantic Escapes, #3)","Caplin, Julie",,9789538326417,,360        pp,3.94,"6,064","Sep 06, 2018",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Paperback,view,/book/show/62112407-mala-slasti-arnica-u-parizu
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nemačka devojčica,"Correa, Armando Lucas*",,9788660359713,,372        pp,3.81,"35,502","Oct 18, 2016",2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Inspiriran stvarnim događajem pred sami II svjetski rad, sudbina broda Sent Luis koji je jevrejske izbjeglice trebao prevesti do Kube.Autentično i vjeInspiriran stvarnim događajem pred sami II svjetski rad, sudbina broda Sent Luis koji je jevrejske izbjeglice trebao prevesti do Kube.Autentično i vjerodostojno....more",Notes are private!,0,13,1,"Jun 11, 2023","Jun 12, 2023","Jan 04, 2023",,Paperback,view (with text),/book/show/62950257-nema-ka-devoj-ica
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Njen ja,امیرخانی، رضا*,9926445306,9789926445300,9926445306,410        pp,3.77,"5,044",2002,2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sasvim drugačiji roman sa temom Bliskog Istoka.Bavi se problemom potrage za identitetom i odrastanja dječaka zaljubljenog u djevojčicu koja ne pripadaSasvim drugačiji roman sa temom Bliskog Istoka.Bavi se problemom potrage za identitetom i odrastanja dječaka zaljubljenog u djevojčicu koja ne pripada njegovoj društvenoj klasi.Nemoguća ljubav prožima čitav tok radnje koja se odvija na dva kontinenta. Vječna borba za priznavanje prava žena u islamskom svijetu, o tradiciji, vjerovanju i praznovjerju.Dok čitamo, pitamo se ko je ustvari narator, a pisac nam to otkriva na samom kraju. Zanimljivo i preporuka za čitanje....more",Notes are private!,0,14,1,"Dec 30, 2022","Jan 02, 2023","Dec 30, 2022",,Paperback,view (with text),/book/show/60184680-njen-ja
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jedna dobra stvar,"Potter, Alexandra*",8610044831,9788610044836,8610044831,316        pp,4.27,"3,907",unknown,2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 26, 2022","Dec 30, 2022","Dec 26, 2022",,Paperback,view,/book/show/70231745-jedna-dobra-stvar
