,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Габриела's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ние, децата от Шумотевица","Lindgren, Astrid",9546574449,,,286        pp,4.32,"1,708",1949,2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"О, как не съм я добавила досега! Толкова я обичам.",Notes are private!,0,2,1,not set,"Mar 24, 2020","Mar 24, 2020",,Paperback,view (with text),/book/show/17337931
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trick Mirror: Reflections on Self-Delusion,"Tolentino, Jia*",0525510540,9780525510543,0525510540,303        pp,4.05,"70,925","Aug 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2020",,Hardcover,view,/book/show/43126457-trick-mirror
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Силата на мита,"Campbell, Joseph",,9789542829959,,368        pp,4.26,"51,192","Jun 01, 1988","Nov 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 10, 2020",Jul 2020,"Mar 04, 2020",,Hardcover,view,/book/show/48732651
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Муминтрол и разбойниците        (Комикс „Мумините“, #1)","Jansson, Tove",,9786197339017,,52        pp,4.34,193,"Jul 07, 1954",2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Туве форевър.,Notes are private!,0,0,1,not set,"Mar 03, 2020","Mar 04, 2020",,Paperback,view (with text),/book/show/32873339
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Четене и живот,"Todorov, Tzvetan",,9789542829126,,356        pp,4.06,16,Feb 2018,"Dec 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2020",,Paperback,view,/book/show/48898472
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Нива на живот,"Barnes, Julian",9547693360,9789547693364,,120        pp,3.91,"12,977","Apr 04, 2013",2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Първите две части не предизвикаха нищо в мен, но третата можеше да бъде самостоятелна книга. Откровен разказ за скръбта. Често съм си мислила как дориПървите две части не предизвикаха нищо в мен, но третата можеше да бъде самостоятелна книга. Откровен разказ за скръбта. Често съм си мислила как дори хора, преживели един и същи вид загуба, не могат да се утешат взаимно, защото всяка смърт е различна и всяка болка е различна. Но винаги когато чета нещо за смъртта и онова, което коства на живите, намирам някои сходства. Може би наистина вселената е яйце и всички живеем един и същи живот, и нещастието, също както щастието, е повече или по-малко еднакво за всички ни....more",Notes are private!,0,1,1,"Mar 04, 2020","Mar 05, 2020","Mar 04, 2020",,Paperback,view (with text),/book/show/18133792
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unfinished Business: Notes of a Chronic Re-reader,"Gornick, Vivian",0374282153,9780374282158,0374282153,176        pp,3.74,"1,009","Feb 04, 2020","Feb 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2020",,Hardcover,view,/book/show/45892264-unfinished-business
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Парфюми в четири сезона,"Гарелова, Калина",,,,294        pp,3.92,12,"Mar 01, 2012",Mar 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Какъв език!,Notes are private!,0,2,1,"Aug 06, 2023","Aug 06, 2023","Mar 01, 2020",,Paperback,view (with text),/book/show/13625047
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Дивотиите, които плещи баща ми","Halpern, Justin",,9789545298936,,164        pp,3.98,"156,485","May 04, 2010","Apr 05, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2020",,Paperback,view,/book/show/11042640
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meetings with Remarkable Manuscripts,"de Hamel, Christopher",0241003040,9780241003046,0241003040,632        pp,4.42,"1,399","Sep 22, 2016","Sep 10, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2020",,Hardcover,view,/book/show/29744374-meetings-with-remarkable-manuscripts
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Чамкория,"Ruskov, Milen",,9786191863792,,548        pp,4.41,486,Jun 2017,"Dec 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 29, 2020","Feb 29, 2020",,Paperback,view,/book/show/37846552
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Possession,"Byatt, A.S.",0679735909,9780679735908,0679735909,555        pp,3.89,"80,212",1990,"Oct 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2020",,Paperback,view,/book/show/41219.Possession
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Как да бъдеш парижанка, където и да се намираш","Berest, Anne",,9786197419177,,260        pp,3.62,"18,245","Sep 02, 2014",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Feb 19, 2020not set","Feb 24, 2020",,Paperback,view,/book/show/48983320
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smoke Gets in Your Eyes & Other Lessons from the Crematory,"Doughty, Caitlin",0393351904,9780393351903,0393351904,254        pp,4.22,"91,484","Sep 15, 2014","Sep 28, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Книгата страшно ми хареса, защото се занимава с тази така неудобна тема: смъртта.За мен смъртта е много интересна, обичам да разсъждавам за нея, да миКнигата страшно ми хареса, защото се занимава с тази така неудобна тема: смъртта.За мен смъртта е много интересна, обичам да разсъждавам за нея, да мисля за последиците ѝ – както за тези, които си отиват (задгробен живот?), така и за тези, които остават (скръбта). За съжаление обаче, над смъртта винаги тегне стигма, а в това число и над всички разговори за нея. Малко е абсурдно; смъртта е част от живота, единственото сигурно нещо в него, уж всички сме наясно с този факт, но когато подхвана разговор по въпроса, срещам предимно реакции от порядъка на „Хайде да не си разваляме настроението“, „Да сменим темата“, „Ох, защо говориш за това сега...“. Не ме разбирайте погрешно – хората срещат смъртта в различни етапи от живота си. Напълно естествено е не всички да са готови да говорят за нея, да речем, на 20. Това е въпрос на обстоятелства, от една страна, и на зрялост, от друга, която няма как да дойде по друг начин, освен с опит, който не пожелавам на никого, но който така или иначе е неизбежен. Уви, смъртта не е спестена на никого – звучи ужасно, но за мен носи и някаква утеха.Това, че смъртта се случва на всички, не я прави по-маловажна или по-малко болезнена, но това усещане за колективизъм в гадостта, през която всички трябва да газим в живота си, за мен лично е някак отрезвителна и помага.В Smoke Gets in Your Eyes Кейтлин Даути разказва истории (предимно) от работата си в крематориум. И представете си, тя реално е искала да работи там! (Обичам да слушам хора, които разбират от професиите си и ги вършат с желание, независимо какво точно работят.) Светоусещането в текста е много близко до моето – липсата на притеснение да се говори за загуба, усещането, че невъзможността да приемаш смъртта е пагубна за живота, както и важни и сложни въпроси от типа на – ако можем да удължим живота си с 10, дори 20 години, но с уговорката, че това ще е един мъчителен за нас живот, бихме ли избрали този път? Намесва се въпросът за знаем ли кога да си тръгнем, но също и – можем ли да си тръгнем? Умеем ли да правим това?В книгата има информация за ритуали, свързани със смъртта, в различни култури, има лични истории – точно толкова, колкото е необходимо, без да става досадно или сантиментално, има чувство за хумор, има интелект, добро писане и най-вече: има истинска обич към работата, има това неуловимо усещане за призвание, което уж всички търсим, но трудно достигаме. Може би Кейтлин е права: всичко започва с приемането.//He asks Nate who will push the button on the cremation machine when he dies. ""whomever you specify,"" Nate replies. ""Buddhists have a family member, and then some people choose no one, in which case the person at the crematory does it. ""I'll take that guy."" That was me. The person at the crematory. I was ""that guy"" for Jacob. In spite of what he had done, I didn't want him to be alone.-The human heart rate may decelerate after the lion chase has ended, but we never stop knowing that the game is lost. We know death awaits us, and it affects everything we do, including the impulse to take elaborate care for our dead.-Exposing a young child yo the realities of love and death is far less dangerous than exposing them to the lie of the happy ending. Children of the Disney princess era grew up with a whitewashed version of reality filled with animal sidekicks and unrealistic expectations. Mythologist Joseph Campbell wisely tells us to scorn the happy ending, ""for the world as we know it, as we have seen it yields but one ending: death, disintegration, dismemberment, and the crucifixion of our heart with the passing of the forms that we have loved.""-The psychoanalyst Otto Rank declared modern love a religious problem. As we grow increasingly secular and move away from the towns where we were born, we can no longer use religion or community to confirm our meaning in the world, so we seize a love partner instead, someone to distract us from the fact of our animal existence. French existentialist Albert Camus said it best: ""Ah, mon cher, for anyone who is alone, without God and without a master, the weight of days is dreadful.""-A corpse doesn't need you to remember it. In fact, it doesn't need anything anymore—it is more than happy to lie there and rot away. It is you who needs the corpse. Looking at the body you understand the person is gone, no longer an active player in the game of life. Looking at the body you see yourself, and you know that you, too, will die. The visual is a call to self-awareness. It is the beginning of wisdom.-Death might appear to destroy the meaning in our lives, but in fact, it is the very source of our creativity. As Kafka said, ""The meaning of life is that it ends."" Death is the engine that keeps us running, giving us the motivation to achieve, learn, love, and create.-Accepting death doesn't mean that you won't be devastated when someone you love dies. It means you will be able to focus on your grief, unburdened by bigger existential questions like ""Why do people die?"" and ""Why is this happening to me?"" Death isn't happening to you. Death is happening to us all....more",Notes are private!,0,2,1,"Aug 05, 2020","Aug 18, 2020","Feb 24, 2020",,Paperback,view (with text),/book/show/25189315-smoke-gets-in-your-eyes-other-lessons-from-the-crematory
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Мама Леоне,"Jergović, Miljenko",,9786191860203,,308        pp,4.19,886,"Jan 01, 1999","Apr 28, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Днес не знаеше какъв ѝ е, но се чуваха от време на време, сигурно защото така и не си бяха казали думи за сбогом, та отношенията им просто продължиха,Днес не знаеше какъв ѝ е, но се чуваха от време на време, сигурно защото така и не си бяха казали думи за сбогом, та отношенията им просто продължиха, подобно на онези чудни хронични заболявания, от които не се умира и не боли, но които не те напускат чак до смъртта ти. Възможно беше дори да се срещнат, но сигурно нямаше да го направят, дори да искаха, най-вероятно повече никога нямаше да се видят. А ако случайно се разминеха на улицата, надали щяха да се познаят, Марина не знаеше защо - може би хората понякога се превръщаха един за друг в разрушени градове....more",Notes are private!,0,13,1,"Feb 20, 2020","Mar 06, 2020","Feb 20, 2020",,Paperback,view (with text),/book/show/20521666
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Магнит,"Christensen, Lars Saabye",,9789543111749,,860        pp,3.88,406,Aug 2015,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2020",,Paperback,view,/book/show/51395167
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Езерна школа / Lake School,"Гайдарова, Весела",9545163054,,,240        pp,4.25,4,2001,2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2020",,Paperback,view,/book/show/34235335-lake-school
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Искрица живот,"Remarque, Erich Maria",,,,334        pp,4.52,"5,697",1952,1957,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Feb 15, 2020","Feb 20, 2020","Feb 15, 2020",,Hardcover,view,/book/show/15986886
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Пещерни птици,"Hughes, Ted",,,,144        pp,3.90,88,"Apr 26, 1982",Jul 1984,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2023,"Feb 15, 2020",,Paperback,view,/book/show/28799485
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Колсхил,"Sampson, Fiona",,9789543840977,,72        pp,3.75,28,"Mar 07, 2013",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Не беше моето.,Notes are private!,0,0,1,not set,"Feb 15, 2020","Feb 15, 2020",,Paperback,view (with text),/book/show/52710221
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Лулу: детски стихотворения за възрастни,"Кокудева, Петя",,9789544917180,9544917187,40        pp,4.63,209,Aug 2011,Aug 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2020",,Paperback,view,/book/show/12758196
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Нирвана,"Илиев, Константин",,,,unknown,4.50,14,1982,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2020,"Feb 03, 2020",,,view,/book/show/18279208
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Other Words: A Coursebook on Translation,"Baker, Mona",0415030862,9780415030861,0415030862,304        pp,3.89,548,"Jul 01, 1992","Aug 16, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2020",,Paperback,view,/book/show/921446.In_Other_Words
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Past Imperfect,"Fellowes, Julian",0297855220,9780297855224,0297855220,410        pp,3.60,"6,191","Oct 30, 2008","Oct 30, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2019",,Hardcover,view,/book/show/2392839.Past_Imperfect
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Yugoslavia: Peace, War, and Dissolution","Chomsky, Noam",1629634425,9781629634425,1629634425,240        pp,3.60,200,"Feb 07, 2018","Apr 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 21, 2019","Dec 21, 2019",,Paperback,view,/book/show/34734637-yugoslavia
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Градината на очакванията и отсрещната врата,"Димитрова, Кристин",6191500483,9786191500482,6191500483,80        pp,3.95,22,"Jan 01, 2012",2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Много харесвам чувството ѝ за хумор.,Notes are private!,0,2,1,not set,"Dec 18, 2019","Dec 18, 2019",,Unknown Binding,view (with text),/book/show/17878125
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Бандонеон,"Радулова, Надежда",,,,45        pp,4.20,5,unknown,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Преоткрих я.,Notes are private!,0,0,1,not set,"Dec 17, 2019","Dec 17, 2019",,Paperback,view (with text),/book/show/39690303
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Чуй песента на вятъра / Пинбол        (Плъха, #1-2)","Murakami, Haruki",,9786190205494,,240        pp,3.53,"29,893",1980,"Dec 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2019",,Paperback,view,/book/show/49012198
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,100 + 1 фрагмента,Sappho,,9789543360918,,160        pp,4.50,18,2010,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 16, 2019","Dec 18, 2019","Dec 16, 2019",,Paperback,view,/book/show/9683342-100-1
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Падение и спасение: изповедта на една хероинова наркоманка,"Toteva, Vesela",,9786191862740,,128        pp,4.30,"1,022",2016,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2019",,Paperback,view,/book/show/33039983
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Уважаеми пътници,"Димитрова, Кристин",,9786197082425,,84        pp,4.73,15,"Dec 07, 2018","Dec 07, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"РАЗВИТИЯНеоправено легло беше лицето ти преди години,неоправено легло с намотани завивки,набръчкан, потен чаршаф и долината след някого, който е станаРАЗВИТИЯНеоправено легло беше лицето ти преди години,неоправено легло с намотани завивки,набръчкан, потен чаршаф и долината след някого, който е станалуж да запали цигара, пък после еотлетял с дима си.Неоправено легло беше лицето ти.Вчера от случайна снимка видяхколко далеч е отишло всичко – вече няма завивки, матраци, възглавници,легло от дъски, през които се вижда подът.От „лека нощ“ е отпаднала „лека“.От „сбогом“ е останалосамо съскането....more",Notes are private!,0,1,1,"Dec 12, 2019","Dec 13, 2019","Dec 12, 2019",,Paperback,view (with text),/book/show/43310814
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Муминтрол се влюбва        (Комикс „Мумините“, #9)","Jansson, Tove",,9786191862795,6191862792,34        pp,4.06,196,"Jun 18, 1956","Dec 12, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,„Дойдох да те спася!“„Вече нямаш право да ме спасяваш! Ето – всичките ти тъпи писма!“,Notes are private!,0,1,1,not set,"Dec 14, 2019","Dec 12, 2019",,Hardcover,view (with text),/book/show/33306641
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Вечеря в ресторант ""Носталгия""","Tyler, Anne*",,,,332        pp,3.81,"31,150","Mar 12, 1982",1984,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2019",,Paperback,view,/book/show/17608825
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Някой си господин Пекелни,"Désérable, François-Henri",,9789548692700,,288        pp,3.73,524,Aug 2017,Oct 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2019",,Paperback,view,/book/show/52643010
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Кладата на суетата,"Wolfe, Tom",,9786197350395,,704        pp,3.90,"80,879","Nov 01, 1987","Feb 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2019",,Paperback,view,/book/show/43865203
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Приготви се да нямаш: избрано,"Радоев, Иван",,9789548692694,,166        pp,4.17,12,Oct 2019,Oct 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 13, 2019","Feb 04, 2020","Nov 28, 2019",,Paperback,view,/book/show/48575987
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Underworld,"DeLillo, Don",,,,827        pp,3.94,"31,411","Oct 03, 1997",1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2019",,Hardcover,view,/book/show/13573766-underworld
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Вечерята,"Koch, Herman",6191503636,9786191503636,6191503636,296        pp,3.22,"162,293",2009,"Sep 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 16, 2019","Dec 10, 2019","Nov 16, 2019",,Paperback,view,/book/show/23252034
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Битката за хубавата трева,"Oskarsson, Bárður*",,9789545276439,,32        pp,4.00,15,unknown,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jun 27, 2021not set","Jun 27, 2021not set","Nov 12, 2019",,Paperback,view,/book/show/48575881
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Докато денят ни раздели • Хубавите дни от Аранхуес,"Handke, Peter",,9789542915201,,96        pp,3.40,5,unknown,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Първата много ми хареса, втората ме отегчи.",Notes are private!,0,3,2,"Nov 02, 2019not set",not setnot set,"Nov 03, 2019",,Paperback,view (with text),/book/show/17226698
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beauty Myth,"Wolf, Naomi*",0060512180,9780060512187,0060512180,368        pp,3.91,"28,598",1990,"Sep 24, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2019",,Paperback,view,/book/show/39926.The_Beauty_Myth
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,В печалния хан на дните,"Илиев, Мартин К.",,9786191865215,,76        pp,4.74,27,unknown,Oct 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"„Пространствата помнят повече, отколкото времето.“",Notes are private!,0,6,1,"Nov 02, 2019",not set,"Nov 02, 2019",,Paperback,view (with text),/book/show/48667604
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Година с тринадесет прозореца,"Трифонова, Лилия",,9786192012939,,58        pp,5.00,4,unknown,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 02, 2019",not set,"Nov 02, 2019",,Paperback,view,/book/show/48667558
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Случки в близката нереалност,"Blecher, Max",,9786191865093,,320        pp,4.10,"2,299",1936,Oct 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2019",,Paperback,view,/book/show/48576030
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Своето в чуждото, чуждото в своето: Българските преводи на английска детска литература","Пипева, Мария",,9789540737669,,272        pp,4.00,1,"Jan 01, 2014",2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2019",,,view,/book/show/24532472
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Четири пъти север,"France, Linda",,9789543840724,,112        pp,4.00,1,2017,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 28, 2019","Nov 02, 2019","Oct 28, 2019",,Paperback,view,/book/show/48611322
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Бегуни,"Tokarczuk, Olga",,9789543110780,,352        pp,3.76,"31,036",Sep 2007,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2019",,Paperback,view,/book/show/13481641
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horoscopes for the Dead,"Collins, Billy",1400064929,9781400064922,1400064929,103        pp,4.02,"4,342",2011,"Apr 05, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2019",,Hardcover,view,/book/show/9315496-horoscopes-for-the-dead
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Буденброкови: упадък на едно семейство,"Mann, Thomas",,9786191642342,,808        pp,4.19,"30,337",1901,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2019",,Paperback,view,/book/show/33804857
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afternoons with the Blinds Drawn,"Anderson, Brett",1408711842,9781408711842,1408711842,280        pp,4.02,"1,128","Oct 03, 2019","Oct 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2019",,Hardcover,view,/book/show/42197665-afternoons-with-the-blinds-drawn
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Кокалите на ехото,"Beckett, Samuel",,9789548537826,,44        pp,4.33,3,unknown,2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2019",,Paperback,view,/book/show/17235874
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Асамтой,"Keret, Etgar*",,9789544918996,954491899X,156        pp,3.95,"5,339",2002,"Feb 24, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 23, 2019",Oct 2019,"Sep 23, 2019",,Paperback,view,/book/show/17382980
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Серотонин,"Houellebecq, Michel",,9786197279252,,328        pp,3.58,"27,216","Jan 04, 2019",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 17, 2019","Sep 23, 2019","Sep 17, 2019",,Paperback,view,/book/show/49532279
