,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Thomas's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sharks in the Time of Saviors,"Washburn, Kawai Strong*",0374272085,9780374272081,0374272085,376        pp,3.84,"18,634","Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2024",,Hardcover,view,/book/show/45892255-sharks-in-the-time-of-saviors
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beauty Is a Wound,"Kurniawan, Eka",0811223639,9780811223638,0811223639,470        pp,4.06,"14,637","Dec 12, 2002",Sep 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2024",,Paperback,view,/book/show/24826361-beauty-is-a-wound
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Green Dot,"Gray, Madeleine",1250890594,9781250890597,1250890594,320        pp,3.79,"10,007","Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2024",,Hardcover,view,/book/show/127282597-green-dot
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bugsy & Other Stories,"Frumkin, Rafael*",1982189762,9781982189761,1982189762,224        pp,3.86,65,"Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2024",,Paperback,view,/book/show/176443483-bugsy-other-stories
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ways and Means,"Lefferts, Daniel",1419768190,9781419768194,1419768190,400        pp,4.01,160,"Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2024",,Hardcover,view,/book/show/98653715-ways-and-means
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greta & Valdin,"Reilly, Rebecca K.*",1776564197,9781776564194,1776564197,352        pp,4.20,"5,218","May 13, 2021","May 13, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A cute and pleasant story about two queer siblings in New Zealand figuring out their love lives. I liked the thoughtful representation of OCD, the porA cute and pleasant story about two queer siblings in New Zealand figuring out their love lives. I liked the thoughtful representation of OCD, the portrayal of a wholesome sibling dynamic, and some deeper commentary about how past generations affect the present. I didn’t love the story because I found the writing style hard to get into. First, I felt like Greta’s perspective was almost trying too hard to come across as Fleabag-esque and quirky, which pulled me out of the narrative. Also, within the dialogue, there were some really long speaking turns that were either used to convey information or for a character to engage in an in-depth monologue. I also found these elements of the dialogue distracting. Overall, I thought this book was okay but it wouldn’t be the first I’d recommend....more",Notes are private!,2,37,1,"Mar 11, 2024","Mar 13, 2024","Jan 09, 2024",,Paperback,view (with text),/book/show/57758746-greta-valdin
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Analyzing the Prescotts: A Novel,"Langley, Dawn Reno*",1685133495,9781685133498,1685133495,307        pp,4.56,25,unknown,"Jan 03, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2024",,Paperback,view,/book/show/200537916-analyzing-the-prescotts
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dirt in Our Skin,"Anselmi, J.J.*",1644283751,9781644283752,1644283751,248        pp,4.38,8,"Jan 23, 2024","Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2024",,Paperback,view,/book/show/123690026-the-dirt-in-our-skin
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sex with a Brain Injury: On Concussion and Recovery,"Liontas, Annie*",1668015544,9781668015544,1668015544,304        pp,4.16,133,unknown,"Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2024",,Hardcover,view,/book/show/176443053-sex-with-a-brain-injury
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They Called Us Exceptional: And Other Lies That Raised Us,"Gupta, Prachi*",0593442989,9780593442982,,288        pp,4.39,"3,826","Aug 22, 2023","Aug 22, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A powerful, somewhat uneven memoir with some sections that absolutely gutted me. In They Called Us Exceptional, Prachi Gupta writes about growing up iA powerful, somewhat uneven memoir with some sections that absolutely gutted me. In They Called Us Exceptional, Prachi Gupta writes about growing up in an Indian American family that some would describe as the American ideal: a doctor father, a nurturing mother, and two high-achieving children. Underneath this veneer though lies a family simmering with conflict and painful unaddressed wounds. Gupta details her journey of breaking free from the cycles of violence plaguing her family and dissects the cost of “achieving” what may appear as the American success story.I found the first 100 pages or so of this book okay, somewhere between three and four stars. Gupta does a nice job of detailing her childhood and naming some sociocultural complexities: her father’s patriarchal violence, the racism that everyone including in her family including her father experienced, and her desire to figure out what she wants for herself. Gupta’s tone felt a bit formal for me in this first half or so of the memoir and even throughout the book. I can see why she chose to write in the second person but I felt that that created some emotional distance or dilution in the prose.However, something happens around the 125-page mark and onward that wrecked me. I won’t spoil it so all I’ll say is that Gupta’s writing about her relationship with her brother *gutted* me. I read this book on a plane and I was holding back tears in several parts of the second half of the book. I think Gupta wrote a successful essay about her brother that got some attention which then led to this book, and I can see why that essay was successful. Gupta’s writing about her brother felt both sophisticated and deeply emotionally resonant. Honoring the complexities of how Asian American men and Indian American men in this case are dehumanized and made to feel inferior in the United States. While at the same time writing honestly about her brother’s faults and shortcomings, the pain and power of setting boundaries with him, and the deep love between the two of them born out of shared experience and tenderness. Her writing about him and their relationship and her feelings about him floored me. I’m typing this  in the Atlanta airport listening to “Ghost in the Machine” by SZA and staring into space, a heartbroken mess!Despite how some of the writing, especially the use of the second person, felt dry, Gupta accomplishes a lot in this memoir: breaking down the model minority myth, detailing her journey to know more about her own culture and come into her unique feminist voice, sharing a bit about her therapy process and destigmatizing mental illness. Her father’s abusive behavior reminded me my mother’s and I appreciated her sharing about how this abuse (and the abuser’s potential mental illness) is often conflated with stereotypes about harsh immigrant parents. Still, though, her writing about her brother, wow. My heart aches just thinking about it (and if you saw a gaysian crying in the Atlanta airport holding a copy of this book and crying, it was me!)....more",Notes are private!,2,97,1,"Jan 14, 2024","Jan 15, 2024","Jan 08, 2024",,Hardcover,view (with text),/book/show/142601047-they-called-us-exceptional
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blessings,"Ibeh, Chukwuebuka",,,B0C611Q3HD,246        pp,4.24,201,"Feb 22, 2024","Feb 22, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Kindle Edition,view,/book/show/159269939-blessings
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Friends Are Necessary,"Moniz, Tomas*",,,,unknown,4.47,15,unknown,"Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Paperback,view,/book/show/49530048-all-friends-are-necessary
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the World Beside,"Conley, Garrard*",0525537333,9780525537335,0525537333,352        pp,4.06,106,"Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Hardcover,view,/book/show/181350347-all-the-world-beside
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Worry,"Tanner, Alexandra*",1668018616,9781668018613,1668018616,304        pp,3.66,681,"Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Hardcover,view,/book/show/176443441-worry
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pink Slime,"Trías, Fernanda",1668049775,9781668049778,1668049775,240        pp,3.75,"2,502","Oct 05, 2020","Jul 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Hardcover,view,/book/show/199797823-pink-slime
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pink Slime,"Trías, Fernanda",1914484304,9781914484308,1914484304,211        pp,3.75,"2,502","Oct 05, 2020","Aug 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Paperback,view,/book/show/79328285-pink-slime
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fraud,"Smith, Zadie",,9780525558972,,464        pp,3.35,"17,320","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,ebook,view,/book/show/35707006-the-fraud
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inside the Battle of Algiers: Memoir of a Woman Freedom Fighter,"Drif, Zohra",1682570754,9781682570753,1682570754,320        pp,4.40,109,"Sep 01, 2017","Sep 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Paperback,view,/book/show/34448463-inside-the-battle-of-algiers
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cleopatra and Frankenstein,"Mellors, Coco*",1639730702,9781639730704,1639730702,384        pp,3.76,"106,589","Feb 15, 2022","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2024",,Paperback,view,/book/show/60784819-cleopatra-and-frankenstein
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art Of Living,Thich Nhat Hanh,1846045096,9781846045097,1846045096,206        pp,4.43,"8,055","Jun 01, 2017","Jan 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2024",,Paperback,view,/book/show/29779239-the-art-of-living
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Normal Life: Administrative Violence, Critical Trans Politics and the Limits of Law","Spade, Dean",0896087964,9780896087965,0896087964,248        pp,4.43,"1,088","Nov 01, 2011","Dec 06, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2024",,Paperback,view,/book/show/8251053-normal-life
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How We Named the Stars,"Ordorica, Andrés N.*",1959030337,9781959030331,1959030337,304        pp,4.06,600,"Jan 30, 2024","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Paperback,view,/book/show/174070471-how-we-named-the-stars
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zig-Zag Boy: A Memoir of Madness and Motherhood,"Frank, Tanya",1324074620,9781324074625,1324074620,240        pp,3.54,607,unknown,"Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Paperback,view,/book/show/150778893-zig-zag-boy
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Country of the Blind: A Memoir at the End of Sight,"Leland, Andrew",1984881426,9781984881427,1984881426,368        pp,4.16,"3,002","Jul 18, 2023","Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Hardcover,view,/book/show/121561903-the-country-of-the-blind
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Gun: The True Story of the AR-15,"McWhirter, Cameron",0374103852,9780374103859,0374103852,496        pp,4.29,528,unknown,"Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Hardcover,view,/book/show/188437148-american-gun
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Translator's Daughter: A Memoir,"Prasad, Grace Loh*",0814258972,9780814258972,0814258972,272        pp,4.82,17,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Paperback,view,/book/show/198283633-the-translator-s-daughter
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Solidarity: The Past, Present, and Future of a World-Changing Idea","Hunt-Hendrix, Leah",0593701240,9780593701249,,432        pp,4.27,15,"Sep 05, 2023","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Hardcover,view,/book/show/150248633-solidarity
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Single at Heart: The Power, Freedom, and Heart-Filling Joy of Single Life","DePaulo, Bella*",195464129X,9781954641297,B0BPHMX1KF,322        pp,4.23,53,"Dec 05, 2023","Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2024",,Kindle Edition,view,/book/show/151371062-single-at-heart
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Godkiller        (Fallen Gods, #1)","Kaner, Hannah",0008521468,9780008521462,0008521468,304        pp,3.93,"25,035","Jan 19, 2023","Jan 19, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Unfortunately I did not enjoy reading this novel. I thought all the characters sounded the same voice-wise even though the book featured multiple poinUnfortunately I did not enjoy reading this novel. I thought all the characters sounded the same voice-wise even though the book featured multiple points of view. In addition to the dry writing, I felt that Godkiller focused so much on action (e.g., character does X, character does Y, character does Z) that it sacrificed more of the emotional component of each character and each character’s interiority. The characters were doing things and I found it hard to care. I don’t always naturally lean toward fantasy so maybe that contributed to my dislike. We’ll see if my book club liked it more than I did!...more",Notes are private!,2,38,1,"Jan 04, 2024","Jan 05, 2024","Jan 04, 2024",,Hardcover,view (with text),/book/show/61244268-godkiller
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And This is How to Stay Alive,"Kagunda, Shingai Njeri",1952086337,9781952086335,1952086337,102        pp,4.10,287,"Oct 26, 2021","Oct 25, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A moving novella about grief, family, and doing your best to love the people you care about. Our protagonist, Nyokabi, recently lost her brother to suA moving novella about grief, family, and doing your best to love the people you care about. Our protagonist, Nyokabi, recently lost her brother to suicide. She takes a potion to go back in time to when her brother was still alive, complicating the story of his memory and her loss.I liked the raw themes of regret, sadness, and disconnection/connection in this story. The time-traveling/science-fiction elements didn’t work as well for me and I found them a bit distracting, though it’s been rare for me to deeply enjoy sci-fi nowadays. If you’re into a quick read related to grief perhaps give this one a go....more",Notes are private!,0,42,1,"Jan 31, 2024",Feb 2024,"Jan 02, 2024",,Paperback,view (with text),/book/show/59207703-and-this-is-how-to-stay-alive
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Years of Forgetting,"Abdullah, Sofia",,9789814901642,,112        pp,4.25,28,2021,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Paperback,view,/book/show/58083838-the-years-of-forgetting
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ragged Company,"Wagamese, Richard",0385661568,9780385661560,0385661568,376        pp,4.36,"5,531","Aug 12, 2008","Aug 12, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Paperback,view,/book/show/590563.Ragged_Company
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Parents' Marriage,"Brew-Hammond, Nana Ekua*",0062976745,9780062976741,B0CJ9SFNW8,352        pp,4.50,4,"Jul 09, 2024","Jul 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Kindle Edition,view,/book/show/57355054-my-parents-marriage
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Times Before,"Thanki, Asha*",0593654641,9780593654644,0593654641,368        pp,4.50,8,"Jul 09, 2024","Jul 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/199373441-a-thousand-times-before
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,But the Girl,"Yu, Jessica Zhan Mei",1787333922,9781787333925,,224        pp,3.73,332,"Mar 05, 2024","Aug 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/63333165-but-the-girl
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Murder of Mr. Ma        (Dee & Lao, #1)","Nee, John Shen Yen",164129549X,9781641295499,164129549X,312        pp,3.87,147,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/182506459-the-murder-of-mr-ma
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hurricane Girl,"Dermansky, Marcy*",0593320883,9780593320884,0593320883,240        pp,3.66,"5,264","Jun 14, 2022","Jun 14, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think this book has some powerful themes related to gendered violence and trauma and how these dark experiences can shape our behaviors, both in relI think this book has some powerful themes related to gendered violence and trauma and how these dark experiences can shape our behaviors, both in relationships with others and toward ourselves. However, I found the execution of Hurricane Girl extremely lacking. The main character has a flat affect that I found grating, not because it made me judge the main character but more because it came across as a gimmick from the author instead of a genuine protagonist’s voice. The plot didn’t really go anywhere either; it just seemed like several events stacked on top of one another. In sum, I wish I had nicer things to say but I found the book boring and confusing and I’m thus hoping for a better read next....more",Notes are private!,2,31,1,"Mar 24, 2024","Mar 26, 2024","Jan 02, 2024",,Hardcover,view (with text),/book/show/58065398-hurricane-girl
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Laughter,"Fruchter, Temim",0802161286,9780802161284,0802161286,384        pp,3.93,352,"Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Hardcover,view,/book/show/128713487-city-of-laughter
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rough Sleepers: Dr. Jim O'Connell's Urgent Mission to Bring Healing to Homeless People,"Kidder, Tracy",1984801457,9781984801456,1984801457,320        pp,4.35,"6,783","Jan 17, 2023","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Paperback,view,/book/show/200280194-rough-sleepers
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uncle Swami: South Asians in America Today,"Prashad, Vijay",1595587845,9781595587848,1595587845,208        pp,3.81,89,"Apr 23, 2013","Jun 05, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/12960911-uncle-swami
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Share of Night,"Enríquez, Mariana",0451495144,9780451495143,0451495144,588        pp,4.30,"33,920","Nov 27, 2019","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/61111034-our-share-of-night
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storm We Made,"Chan, Vanessa*",1668015145,9781668015148,1668015145,352        pp,3.94,"8,791","Jan 02, 2024","Jan 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2023",,Hardcover,view,/book/show/60211228-the-storm-we-made
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Radical: A Life of My Own,"Guo, Xiaolu",0802161561,9780802161567,0802161561,352        pp,3.63,63,unknown,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Hardcover,view,/book/show/123941059-radical
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Frozen River,"Lawhon, Ariel*",0385546882,9780385546881,B0BVTXZXZJ,432        pp,4.48,"58,412","Dec 05, 2023","Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Kindle Edition,view,/book/show/56699106-the-frozen-river
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What You Are Looking For Is in the Library,"Aoyama, Michiko",1335005625,9781335005625,1335005625,304        pp,4.10,"31,772","Nov 09, 2020","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Hardcover,view,/book/show/91274427-what-you-are-looking-for-is-in-the-library
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dominoes,"Mcintosh, Phoebe",0593596684,9780593596685,0593596684,329        pp,3.88,277,"Mar 07, 2024","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Paperback,view,/book/show/62628930-dominoes
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Same Bed Different Dreams,"Park, Ed*",0812998979,9780812998979,0812998979,528        pp,3.81,"1,086","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Hardcover,view,/book/show/122993405-same-bed-different-dreams
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Grace of Kings        (The Dandelion Dynasty, #1)","Liu, Ken*",1481424270,9781481424271,1481424270,640        pp,3.78,"21,171","Apr 07, 2015","Apr 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Hardcover,view,/book/show/18952341-the-grace-of-kings
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She Memes Well,"Brunson, Quinta",1328638987,9781328638984,1328638987,293        pp,4.08,"3,945","Jun 15, 2021","Jun 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Hardcover,view,/book/show/49567214-she-memes-well
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightbloom,"Medie, Peace Adzo",1643752847,9781643752846,1643752847,352        pp,3.96,"1,267","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Hardcover,view,/book/show/62874316-nightbloom
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The People's Hospital: Hope and Peril in American Medicine,"Nuila, Ricardo",1501198041,9781501198045,1501198041,370        pp,4.39,"1,736","May 07, 2020","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Hardcover,view,/book/show/61272713-the-people-s-hospital
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Can't Save You: A Memoir,"Chin-Quee, Anthony",0593418883,9780593418888,0593418883,368        pp,3.75,317,"Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Hardcover,view,/book/show/61420115-i-can-t-save-you
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Whitelash: A Changing Nation and the Cost of Progress,"Lowery, Wesley",,,B097211QSQ,263        pp,4.18,"1,025","Jun 27, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Kindle Edition,view,/book/show/74527490-american-whitelash
