,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Fabia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
0,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Per antiche strade,"Deen, Mathijs",8870916219,9788870916218,8870916219,462        pp,3.36,345,"Feb 09, 2018","May 27, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 10, 2024","Mar 10, 2024","Feb 10, 2024",,Paperback,view,/book/show/52528499-per-antiche-strade
1,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come d'aria,"D'Adamo, Ada",8892762451,9788892762459,8892762451,144        pp,4.06,"3,952",unknown,"Jan 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2024",,Paperback,view,/book/show/139119441-come-d-aria
2,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Inventare i libri. L'avventura di Filippo e Lucantonio Giunti, pionieri dell'editoria moderna","Barbero, Alessandro",8809861914,9788809861916,8809861914,528        pp,3.59,73,Jan 2022,"Jan 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 26, 2023",not set,"Dec 26, 2023",,Hardcover,view,/book/show/60063431-inventare-i-libri-l-avventura-di-filippo-e-lucantonio-giunti-pionieri
3,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nato fuori legge,"Noah, Trevor",,,B07KJBMCVJ,251        pp,4.49,"693,545","Nov 15, 2016","Feb 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 18, 2023","Dec 26, 2023","Dec 26, 2023",,Kindle Edition,view,/book/show/44136584-nato-fuori-legge
4,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Storytelling: Perché non possiamo fare a meno delle storie,"Smorti, Andrea",8815372628,9788815372628,B09VCL4GYG,236        pp,5.00,1,unknown,"Mar 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 20, 2023","Feb 20, 2024","Nov 20, 2023",,,view,/book/show/95182190-storytelling
5,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sociologia dei media,"Riva, Claudio",886008699X,9788860086990,,368        pp,4.00,1,"May 23, 2022","May 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Feb 02, 2024not set",not setnot set,"Oct 03, 2023",,Paperback,view,/book/show/175803815-sociologia-dei-media
6,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Non pensare all'elefante! Come riprendersi il discorso politico. Le tecniche per battere la destra e reinventare la sinistra, a partire dalle parole che usiamo ogni giorno","Lakoff, George",8832963094,9788832963090,8832963094,258        pp,3.96,"6,615",Sep 2004,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/70621913-non-pensare-all-elefante-come-riprendersi-il-discorso-politico-le-tecn
7,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brand activism. Dal purpose all'azione,"Kotler, Philip",8820397919,9788820397913,8820397919,0        pp,3.59,46,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/70252735-brand-activism-dal-purpose-all-azione
8,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una breve storia dell'uguaglianza,"Piketty, Thomas",8834608585,9788834608586,8834608585,400        pp,4.00,"2,257","Aug 26, 2021","Nov 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 03, 2023",,Hardcover,view,/book/show/59769376-una-breve-storia-dell-uguaglianza
9,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La teoria della classe agiata,"Veblen, Thorstein",8806189964,9788806189969,8806189964,319        pp,3.89,"3,682",1899,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/51252199-la-teoria-della-classe-agiata
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La politica pop online: I meme e le nuove sfide della comunicazione politica,"Mazzoleni, Gianpietro",8815285261,9788815285263,8815285261,160        pp,3.77,35,unknown,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/48529157-la-politica-pop-online
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I «Mixed Methods» nella ricerca sociale,"Amaturo, Enrica",884307461X,9788843074617,884307461X,198        pp,4.00,1,unknown,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/37831714-i-mixed-methods-nella-ricerca-sociale
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I focus group,"Albanesi, Cinzia",8843031945,9788843031948,8843031945,127        pp,4.25,4,unknown,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/41148973-i-focus-group
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sociologia dei lifestyles,"Berzano, Luigi",8843060309,9788843060306,8843060309,317        pp,2.67,3,"Nov 01, 2011","Apr 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/44307016-sociologia-dei-lifestyles
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La ricerca sociale: Metodologia e tecniche. IV: L'analisi dei dati,"Corbetta, Piergiorgio",8815258949,9788815258946,8815258949,282        pp,4.25,4,unknown,"Aug 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/34466693-la-ricerca-sociale
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La ricerca sociale: Metodologia e tecniche. III. Le tecniche qualitative,"Corbetta, Piergiorgio",8815258930,9788815258939,8815258930,168        pp,4.00,7,unknown,"Aug 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/34466459-la-ricerca-sociale
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La ricerca sociale: Metodologia e tecniche. I: I paradigmi di riferimento,"Corbetta, Piergiorgio",8815258914,9788815258915,8815258914,106        pp,3.62,13,2003,"Aug 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/34466419-la-ricerca-sociale
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La politica nell'era dello storytelling,"Salmon, Christian",8876256725,9788876256721,8876256725,119        pp,3.57,14,"May 02, 2013",2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/30974428-la-politica-nell-era-dello-storytelling
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come si vincono le elezioni. Elementi di comunicazione politica,"Grandi, Roberto",8843069950,9788843069958,8843069950,391        pp,3.92,12,"Oct 03, 2013","Oct 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/19545396-come-si-vincono-le-elezioni-elementi-di-comunicazione-politica
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Donne al lavoro,"Pruna, Maria Letizia",8815115234,9788815115232,8815115234,130        pp,3.50,6,"Feb 22, 2007","Feb 22, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/22011000-donne-al-lavoro
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La distinzione: critica sociale del gusto,"Bourdieu, Pierre",8815080694,9788815080691,8815080694,571        pp,4.15,"3,258",1979,2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/10246069-la-distinzione
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ufficio stampa 2.0: Tra Media Relations e Digital Pr,"Brocceri, Fabio",1795753900,9781795753906,1795753900,132        pp,3.50,2,unknown,Feb 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Oct 2023,"Nov 10, 2023","Oct 01, 2023",,Paperback,view,/book/show/45159330-ufficio-stampa-2-0
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I solchi del destino,"Roca, Paco",8897165761,9788897165767,8897165761,326        pp,4.48,"3,249","Nov 27, 2013",Dec 2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 19, 2023","Sep 22, 2023","Sep 19, 2023",,Paperback,view,/book/show/20424708-i-solchi-del-destino
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le disobbedienti: Storie di sei donne che hanno cambiato l'arte,"Rasy, Elisabetta",8852093346,,B07P4MFCHJ,267        pp,3.80,309,unknown,"Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 16, 2023","Sep 24, 2023","Sep 16, 2023",,Kindle Edition,view,/book/show/44803446-le-disobbedienti
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finalmente ho capito l'economia,"De Pra, Maurizio",8867317334,9788867317332,8867317334,267        pp,3.56,18,unknown,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 31, 2023",not set,"Aug 31, 2023",,Paperback,view,/book/show/41724629-finalmente-ho-capito-l-economia
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tungsteno,"Quintanilha, Marcello",8415724853,9788415724858,8415724853,186        pp,3.67,581,2014,Nov 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 22, 2023","Aug 27, 2023","Aug 22, 2023",,Paperback,view,/book/show/23677347-tungsteno
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,VOLTI D'ITALIA,"Esch, Gaia van der",8842827142,9788842827146,8842827142,0        pp,3.44,9,unknown,unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 12, 2023","Aug 22, 2023","Aug 12, 2023",,Paperback,view,/book/show/71289189-volti-d-italia
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amatissima,"Morrison, Toni",8868360934,9788868360931,8868360934,432        pp,3.95,"435,361","Sep 16, 1987",2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 21, 2023","Aug 08, 2023","Jul 21, 2023",,Paperback,view,/book/show/22016376-amatissima
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vynnyki bazar,"Alberti, Massimiliano*",8868616440,9788868616441,8868616440,112        pp,3.75,8,unknown,"Dec 16, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 12, 2023","Jul 14, 2023","Jul 12, 2023",,Paperback,view,/book/show/63929185-vynnyki-bazar
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ingredienti per una vita di formidabili passioni,"Sepúlveda, Luis",8823503930,9788823503939,8823503930,210        pp,3.67,172,2012,"May 09, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 31, 2023","Feb 17, 2023","Jan 31, 2023",,Paperback,view,/book/show/17903892-ingredienti-per-una-vita-di-formidabili-passioni
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crisi: Come rinascono le nazioni,"Diamond, Jared",8806248545,9788806248543,8806248545,512        pp,3.90,"10,136","May 07, 2019","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 23, 2023","Jan 28, 2023","Jan 23, 2023",,Paperback,view,/book/show/57947469-crisi
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Resto qui,"Balzano, Marco",8806237411,9788806237417,8806237411,192        pp,4.05,"8,752","Feb 20, 2018","Feb 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 16, 2023","Jan 22, 2023","Jan 16, 2023",,Hardcover,view,/book/show/38478331-resto-qui
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cani selvaggi,"Humphreys, Helen",8889113979,9788889113974,8889113979,192        pp,3.86,725,2004,Apr 2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Nov 27, 2022","Nov 27, 2022","Nov 27, 2022",,Paperback,view,/book/show/25774548-cani-selvaggi
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le indiscrete. Storie di cinque donne che hanno cambiato l'immagine del mondo,"Rasy, Elisabetta",8804747250,9788804747253,8804747250,256        pp,3.79,34,"May 11, 2021","Jun 21, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 25, 2022","Nov 26, 2022","Nov 25, 2022",,Mass Market Paperback,view,/book/show/61180963-le-indiscrete-storie-di-cinque-donne-che-hanno-cambiato-l-immagine-del
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Delitto Neruda,"Ippolito, Roberto",8832963280,,B084GWDY66,245        pp,3.53,17,unknown,"Feb 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 29, 2022","Nov 18, 2022","Oct 29, 2022",,Kindle Edition,view,/book/show/51186175-delitto-neruda
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fight Club,"Palahniuk, Chuck*",8804749563,9788804749561,8804749563,192        pp,4.19,"591,681","Aug 17, 1996","Feb 02, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,0,not set,not set,"Oct 23, 2022",,Paperback,view,/book/show/60452016-fight-club
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I libri degli altri,"Calvino, Italo",8804748915,9788804748915,8804748915,625        pp,4.48,67,1991,"Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2022",,Paperback,view,/book/show/62886882-i-libri-degli-altri
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La campana di vetro,"Plath, Sylvia",8804670339,9788804670339,8804670339,252        pp,4.05,"960,078",Jan 1963,"Oct 18, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2022",,Paperback,view,/book/show/33849357-la-campana-di-vetro
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La sesta estinzione,"Kolbert, Elizabeth*",8865593393,9788865593394,8865593393,377        pp,4.15,"71,064","Feb 11, 2014",Aug 2017,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 27, 2022","Oct 23, 2022","Sep 27, 2022",,Paperback,view,/book/show/33950987-la-sesta-estinzione
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Novantatré: L'anno del Terrore di Mani Pulite,"Feltri, Mattia",8831723170,9788831723176,8831723170,316        pp,3.73,15,2016,"Jan 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 29, 2022","Sep 19, 2022","Aug 29, 2022",,Paperback,view,/book/show/29866816-novantatr
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mamma ho l'ansia: Crescere ragazzi sereni in un mondo sempre più stressato,"Andreoli, Stefania",8858684524,9788858684528,B01EJDAY68,234        pp,4.31,512,unknown,"Apr 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 29, 2022","Sep 05, 2022","Aug 29, 2022",,Kindle Edition,view,/book/show/30323395-mamma-ho-l-ansia
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sistemi Giuridici Comparati,"Sacco, Rodolfo",8859802261,9788859802266,8859802261,446        pp,2.57,7,"Jan 01, 2008",2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 18, 2022","Nov 15, 2022","Jun 18, 2022",,Paperback,view,/book/show/13627224-sistemi-giuridici-comparati
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diritto Amministrativo Europeo,"Chiti, Mario P.",,9788814226960,,587        pp,2.67,3,unknown,2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 18, 2022","Jun 23, 2022","Jun 18, 2022",,Paperback,view,/book/show/61312736-diritto-amministrativo-europeo
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Il potere emotivo dei gesti: Presenza, autostima, sicurezza: usa il linguaggio del corpo per affrontare le sfide più difficili","Cuddy, Amy*",8868365499,9788868365493,8868365499,293        pp,3.90,"17,771","Nov 03, 2015",Sep 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 20, 2022","Aug 27, 2022","Apr 20, 2022",,Paperback,view,/book/show/60850839-il-potere-emotivo-dei-gesti
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Public Speaking pratico,"Todeschi, Stefano",,9791221005561,B09T22M447,302        pp,0.00,0,unknown,"Mar 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 06, 2022",not set,"Apr 06, 2022",,ebook,view,/book/show/60761143-public-speaking-pratico
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Corruzione e anticorruzione: Dieci lezioni,"Cantone, Raffaele",8807895277,9788807895272,8807895277,201        pp,3.88,16,unknown,Aug 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 08, 2022","Aug 12, 2022","Apr 06, 2022",,Paperback,view,/book/show/60761120-corruzione-e-anticorruzione
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il Super Senso,"Borzacchiello, Paolo",8852097864,9788852097867,B07YLT5M7V,338        pp,4.09,228,unknown,"Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 28, 2022","Apr 06, 2022","Mar 28, 2022",,Kindle Edition,view,/book/show/52891251-il-super-senso
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Academic Writing and Grammar for Students,"Osmond, Alex",144621091X,9781446210918,144621091X,216        pp,4.28,18,"May 17, 2013","May 17, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 12, 2022","Feb 15, 2022","Feb 11, 2022",,Paperback,view,/book/show/17220461-academic-writing-and-grammar-for-students
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finalmente ho capito la statistica,"De Pra, Maurizio",,9788869871573,,284        pp,4.55,11,unknown,Nov 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 29, 2022","Mar 04, 2022","Jan 28, 2022",,Paperback,view,/book/show/60291519-finalmente-ho-capito-la-statistica
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mio figlio è normale?,"Andreoli, Stefania",881714648X,9788817146487,881714648X,352        pp,4.39,637,unknown,"May 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 14, 2022","Feb 20, 2022","Jan 14, 2022",,Paperback,view,/book/show/53397417-mio-figlio-normale
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finalmente ho capito la finanza,"De Pra, Maurizio",8867317342,9788867317349,8867317342,297        pp,3.88,57,unknown,"May 28, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Parto dal presupposto che questo genere di libri possono venir apprezzati solo quando il nostro livello di conoscenza e comprensione della materia (diParto dal presupposto che questo genere di libri possono venir apprezzati solo quando il nostro livello di conoscenza e comprensione della materia (di qualunque tipo) si allinea con quello di spiegazione del testo. Altrimenti capita che il libro risulti o troppo difficile o troppo semplice rispetto a quello che desideriamo. Detto questo, io mi sono trovata in questa perfetta congiunzione tra comprensione/difficoltà del testo: ho trovato il libro chiaro, con esempi a spiegare nel punto giusto e senza allungare mai troppo il brodo. Altra nota positiva, che apprezzo sempre, è che i capitoli sono molto brevi e a loro volta suddivisi in paragrafetti, anche di mezza pagina. In questo modo si può leggere anche con poco tempo a disposizione e non si ha mai paura di impegnarsi in una spiegazione troppo lunga che potremmo non riuscire a finire. A fine capitolo ci sono poi dei riepiloghi degli argomenti trattati e specchietti con le definizioni chiave. Certamente proverò a leggere anche gli altri libri di questa linea....more",Notes are private!,0,4,1,"Jan 03, 2022","Jan 12, 2022","Jan 03, 2022",,Paperback,view (with text),/book/show/41837998-finalmente-ho-capito-la-finanza
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Manuale di Contabilità pubblica,"Orefice, Maurizio",8832706326,9788832706321,8832706326,467        pp,0.00,0,unknown,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Apr 13, 2022Dec 31, 2021","May 29, 2022Jan 13, 2022","Dec 31, 2021",,Paperback,view,/book/show/59983604-manuale-di-contabilit-pubblica
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Macerie prime. Sei mesi dopo,Zerocalcare,8832730766,9788832730760,8832730766,192        pp,4.55,"4,541","May 07, 2018","May 07, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Dec 26, 2021","Dec 27, 2021","Dec 26, 2021",,Hardcover,view,/book/show/40041092-macerie-prime-sei-mesi-dopo
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Denti bianchi,"Smith, Zadie",,,B005SZ7PW8,511        pp,3.79,"157,496","Apr 01, 2000","Oct 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Dec 2021,"Jan 03, 2022","Nov 29, 2021",,Kindle Edition,view,/book/show/13181913-denti-bianchi
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Inglese in 21 giorni. Tecniche di memoria e strategie di apprendimento avanzato per scrivere, capire e farsi capire","Lorenzoni, Luca",8873399754,9788873399759,B00HSGVISW,358        pp,3.82,11,"Jan 14, 2014","Jan 14, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Nov 06, 2021Oct 2021","Nov 22, 2021Oct 2021","Nov 06, 2021",,Kindle Edition,view,/book/show/20825027-inglese-in-21-giorni-tecniche-di-memoria-e-strategie-di-apprendimento-a
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Questa è l'America. Storie per capire il presente degli Stati Uniti e il nostro futuro,"Costa, Francesco",8804734337,9788804734338,8804734337,204        pp,4.21,"6,206",Jan 2020,"May 25, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Oct 30, 2021","Oct 31, 2021","Oct 30, 2021",,Paperback,view,/book/show/58573806-questa-l-america-storie-per-capire-il-presente-degli-stati-uniti-e-il
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cassandra,"Wolf, Christa",,9788866322894,,192        pp,3.87,"5,718",1983,"Dec 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 15, 2021","Nov 21, 2021","Oct 15, 2021",,ebook,view,/book/show/33596696-cassandra
