,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bookworm Adventure Girl's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Knife: Meditations After an Attempted Murder,"Rushdie, Salman",0593730240,9780593730249,0593730240,224        pp,4.50,12,"Apr 16, 2024","Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/199344846-knife
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Love Song for Ricki Wilde,"Williams, Tia*",153872670X,9781538726709,153872670X,352        pp,4.11,"10,261","Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/173404023-a-love-song-for-ricki-wilde
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wandering Stars,"Orange, Tommy*",0593318250,9780593318256,0593318250,336        pp,4.01,"4,897","Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/174147294-wandering-stars
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women,"Hannah, Kristin*",1250178630,9781250178633,,480        pp,4.69,"225,267","Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/127305853-the-women
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookbinder,"Williams, Pip",0593600444,9780593600443,0593600444,448        pp,4.09,"18,678","Mar 28, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Hardcover,view,/book/show/63946934-the-bookbinder
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woke Up Like This,"Lea, Amy*",1662511701,9781662511707,1662511701,300        pp,4.04,"17,799","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2023",,Paperback,view,/book/show/125474375-woke-up-like-this
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Comes Echoing Back,"Jr., Leo McKay",1774711664,9781774711668,1774711664,304        pp,4.19,145,unknown,"Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2023",,Paperback,view,/book/show/67989583-what-comes-echoing-back
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter Knight,"Battis, Jes*",1770417206,9781770417205,1770417206,368        pp,3.48,359,"Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2023",,Paperback,view,/book/show/62878861-the-winter-knight
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Future,"Leroux, Catherine",1771965606,9781771965606,1771965606,288        pp,3.38,"1,130","Sep 15, 2020","Sep 05, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 22, 2024","Feb 23, 2024","Dec 13, 2023",,Paperback,view,/book/show/123088855-the-future
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sunshine Nails,"Nguyen, Mai*",1668010496,9781668010495,1668010496,304        pp,3.55,"4,407","Jul 04, 2023","Jul 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2023",,Hardcover,view,/book/show/62919385-sunshine-nails
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reuniting With Strangers: A Novel,"Austria-Bonifacio, Jennilee",1771623586,9781771623582,1771623586,240        pp,4.48,135,unknown,"Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2023",,Paperback,view,/book/show/152249846-reuniting-with-strangers
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meet Me at the Lake,"Fortune, Carley*",0735243786,9780735243781,0735243786,336        pp,3.71,"199,373","May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Feb 18, 2024","Feb 19, 2024","Dec 13, 2023",,Paperback,view,/book/show/61797464-meet-me-at-the-lake
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Junie,"Knight, Chelene*",1771667680,9781771667685,1771667680,334        pp,3.81,372,unknown,"Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2023",,Paperback,view,/book/show/60182535-junie
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Hour,"Granados, Marlowe",1989919006,9781989919002,1989919006,280        pp,3.51,"20,284","Sep 08, 2020","Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2023",,Paperback,view,/book/show/54173267-happy-hour
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Denison Avenue,"Wong, Christina",177041715X,9781770417151,177041715X,328        pp,4.17,"1,075",unknown,"May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 17, 2024","Feb 18, 2024","Dec 13, 2023",,Paperback,view,/book/show/64995552-denison-avenue
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Medicine,"Twin, Christopher",1772620874,9781772620870,1772620874,116        pp,3.58,171,unknown,"Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2023",,Paperback,view,/book/show/123087257-bad-medicine
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just for the Summer,"Jimenez, Abby*",1538704439,9781538704431,1538704439,432        pp,4.54,"24,311","Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2023",,Paperback,view,/book/show/195820807-just-for-the-summer
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Darling Girls,"Hepworth, Sally*",125028452X,9781250284525,125028452X,368        pp,4.21,"17,609","Apr 23, 2024","Apr 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2023",,Hardcover,view,/book/show/127280429-darling-girls
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Funny Story,"Henry, Emily*",0593441222,9780593441282,B0CCNBRNRQ,395        pp,4.52,"3,550","Apr 23, 2024","Apr 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2023",,Hardcover,view,/book/show/194802722-funny-story
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pebble & Dove,"Jones, Amy*",0771099312,9780771099311,0771099312,336        pp,3.95,252,"May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Paperback,view,/book/show/66088411-pebble-dove
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coq,"Bryan, Ali*",1990601251,9781990601255,1990601251,288        pp,4.05,108,unknown,"May 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Paperback,view,/book/show/93373575-coq
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rom-Commers,"Center, Katherine*",1250283809,9781250283801,1250283809,336        pp,4.48,"2,788","Jun 11, 2024","Jun 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2023",,Hardcover,view,/book/show/195790586-the-rom-commers
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",0399562966,9780399562969,0399562966,401        pp,4.28,"128,829","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2023",,Hardcover,view,/book/show/59109077-horse
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coventry,"Humphreys, Helen",1554684773,9781554684779,1554684773,208        pp,3.73,"1,689",2008,"Aug 04, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 28, 2023","Oct 29, 2023","Oct 28, 2023",,Paperback,view,/book/show/6883195-coventry
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mystery Guest        (Molly the Maid, #2)","Prose, Nita*",0735241309,9780735241305,,304        pp,3.87,"63,944","Nov 28, 2023","Nov 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2023",,Paperback,view,/book/show/197109647-the-mystery-guest
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Whistle at Night,"Hawk, Shane*",0593468465,9780593468463,0593468465,400        pp,4.04,"7,729","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2023",,Paperback,view,/book/show/75293507-never-whistle-at-night
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow Road Station,"Hay, Elizabeth",103900332X,9781039003323,103900332X,240        pp,3.78,"1,226","Apr 11, 2023","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2023",,Hardcover,view,/book/show/61608224-snow-road-station
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Finlay Donovan Jumps the Gun        (Finlay Donovan, #3)","Cosimano, Elle*",1035405148,9781035405145,1035405148,304        pp,3.82,"52,098","Jan 31, 2023","Jan 31, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 12, 2023","Sep 15, 2023","Sep 29, 2023",,Paperback,view,/book/show/112976642-finlay-donovan-jumps-the-gun
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wilder Girls,"Power, Rory*",0525645586,9780525645580,0525645586,357        pp,3.46,"88,204","Jul 09, 2019","Jul 09, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 13, 2023","Sep 14, 2023","Sep 13, 2023",,Hardcover,view,/book/show/42505366-wilder-girls
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girlfriend on Mars,"Willis, Deborah",039328591X,9780393285918,039328591X,368        pp,3.44,"2,113","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Hardcover,view,/book/show/62585953-girlfriend-on-mars
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Have Never Lived On Earth,"Schaik, Kasia Van",1772126284,9781772126280,1772126284,184        pp,3.77,139,unknown,"Oct 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Paperback,view,/book/show/60143670-we-have-never-lived-on-earth
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Colour in the World,"Richardson, C.S.",1039003516,9781039003514,1039003516,208        pp,3.78,850,unknown,"Jan 17, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 29, 2023","Nov 02, 2023","Sep 06, 2023",,Hardcover,view,/book/show/61421831-all-the-colour-in-the-world
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rooftop Garden,"Raman-Wilms, Menaka",088971438X,9780889714380,088971438X,224        pp,3.69,129,unknown,"Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Paperback,view,/book/show/61359241-the-rooftop-garden
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wait Softly Brother,"Kuitenbrouwer, Kathryn",1989496660,9781989496664,1989496660,242        pp,3.65,110,unknown,"May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Paperback,view,/book/show/119198026-wait-softly-brother
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Meant Well,"Hasan, Erum Shazia",177041665X,9781770416659,,280        pp,4.04,648,"Apr 11, 2023","Apr 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 10, 2023","Oct 22, 2023","Sep 06, 2023",,Paperback,view,/book/show/62320837-we-meant-well
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Clarion,"Dunic, Nina",1778430287,9781778430282,1778430287,208        pp,3.71,140,unknown,"Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Paperback,view,/book/show/139015809-the-clarion
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Double Life of Benson Yu,"Chong, Kevin*",1668005492,9781668005491,1668005492,224        pp,3.57,"1,022","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 11, 2023",not set,"Sep 06, 2023",,Hardcover,view,/book/show/61273339-the-double-life-of-benson-yu
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birnam Wood,"Catton, Eleanor",0374110336,9780374110338,0374110336,432        pp,3.83,"30,734","Mar 02, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Hardcover,view,/book/show/60784757-birnam-wood
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Away from the Dead,"Bergen, David",1773103105,9781773103105,1773103105,226        pp,3.98,233,unknown,"Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2023",,Paperback,view,/book/show/143357254-away-from-the-dead
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Life Sentence: Stories from Four Decades of Court Reporting -- or, How I Fell Out of Love with the Canadian Justice System","Blatchford, Christie",0385667981,9780385667982,0385667981,384        pp,3.39,178,"Oct 30, 2016","Nov 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2023",,Paperback,view,/book/show/34625720-life-sentence
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moon of the Turning Leaves,"Rice, Waubgeshig*",0735281580,9780735281585,0735281580,320        pp,4.32,"3,351","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Paperback,view,/book/show/123644851-moon-of-the-turning-leaves
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Traces of Enayat,"Mersal, Iman",1913505731,9781913505738,B0BSSL2FVB,278        pp,4.31,"1,804","Nov 01, 2019","Aug 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Kindle Edition,view,/book/show/187958551-traces-of-enayat
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"People You Know, Places You've Been","Shafi, Hana*",1771668547,9781771668545,B0BZBG4M5B,96        pp,4.40,20,unknown,"Nov 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Kindle Edition,view,/book/show/122757976-people-you-know-places-you-ve-been
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Really Good, Actually","Heisey, Monica*",1443467081,9781443467087,1443467081,384        pp,3.16,"75,330","Jan 17, 2023","Jan 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 26, 2024","Jan 28, 2024","Aug 26, 2023",,Paperback,view,/book/show/65002785-really-good-actually
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Body Among Animals,"Ferrante, Paola",1771668385,9781771668385,1771668385,264        pp,3.74,54,unknown,"Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Paperback,view,/book/show/122757971-her-body-among-animals
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once Upon an Effing Time,"Cram, Buffy*",1771623608,9781771623605,1771623608,320        pp,3.82,38,unknown,"Oct 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Paperback,view,/book/show/152249848-once-upon-an-effing-time
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Medicine,"Erdrich, Louise",0061787426,9780061787423,B00A2KEK18,333        pp,4.01,"26,606",1984,"Aug 23, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Paperback,view,/book/show/34347977-love-medicine
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Buried in the Sky: The Extraordinary Story of the Sherpa Climbers on K2's Deadliest Day,"Zuckerman, Peter",0393079880,9780393079883,0393079880,286        pp,4.21,"9,413","Jun 11, 2012","Jun 11, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2023",,Hardcover,view,/book/show/13149874-buried-in-the-sky
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amazing Grace Adams,"Littlewood, Fran",1250334152,9781250334152,1250334152,272        pp,3.37,"19,886","Jan 19, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2023",,Hardcover,view,/book/show/143372703-amazing-grace-adams
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rachel Incident,"O'Donoghue, Caroline*",0593535707,9780593535707,0593535707,304        pp,4.12,"49,621","Jun 22, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2023",,Hardcover,view,/book/show/63094957-the-rachel-incident
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Then She Fell,"Elliott, Alicia*",0385684118,9780385684118,B0BR5155SM,342        pp,3.97,"1,927","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2023",,ebook,view,/book/show/75500180-and-then-she-fell
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rouge,"Awad, Mona*",0735241244,9780735241244,B0BW2VX9YN,384        pp,3.59,"19,201","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2023",,Hardcover,view,/book/show/122773864-rouge
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Study for Obedience,"Bernstein, Sarah",1039009069,9781039009066,1039009069,208        pp,3.10,"7,226","Jul 06, 2023","Aug 22, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 20, 2023","Oct 24, 2023","Aug 12, 2023",,Hardcover,view,/book/show/123636870-study-for-obedience
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Book That Wouldn’t Burn        (The Library Trilogy, #1)","Lawrence, Mark*",0593437918,9780593437919,0593437918,559        pp,4.09,"14,891","May 01, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2023",,Hardcover,view,/book/show/61612864-the-book-that-wouldn-t-burn
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House with Good Bones,"Kingfisher, T.",1250829798,9781250829795,1250829798,247        pp,3.70,"32,562","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2023",,Hardcover,view,/book/show/60784409-a-house-with-good-bones
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Circle,"Vermette, Katherena",0735239657,9780735239654,0735239657,272        pp,4.06,"1,953",unknown,"Jan 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2023",,Hardcover,view,/book/show/144423669-the-circle
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Missing Hearts,"Ng, Celeste*",0735245363,9780735245365,,unknown,3.81,"174,145","Oct 04, 2022","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2023",,Paperback,view,/book/show/185555841-our-missing-hearts
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To the Forest,"Barbeau-Lavalette, Anaïs",1552454630,9781552454633,,200        pp,3.70,"2,123","Nov 04, 2021","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2023",,Paperback,view,/book/show/65149212-to-the-forest
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adversary,"Crummey, Michael*",0385685459,9780385685450,B0BR4YR8LP,333        pp,3.91,"1,122","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2023",,ebook,view,/book/show/75669095-the-adversary
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Defector        (Apollo Murders, #2)","Hadfield, Chris",0316565024,9780316565028,0316565024,368        pp,4.04,"2,359","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2023",,Hardcover,view,/book/show/85158499-the-defector
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wake-Up Call,"O'Leary, Beth*",0593640128,9780593640128,0593640128,356        pp,3.59,"24,042","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Paperback,view,/book/show/63946938-the-wake-up-call
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Doors,Tan Twan Eng,1639731938,9781639731930,1639731938,320        pp,4.16,"8,893","May 04, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Hardcover,view,/book/show/65215270-the-house-of-doors
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Little Bird-Hearts,"Lloyd-Barlow, Viktoria",1472288009,9781472288004,1472288009,297        pp,3.85,"2,410","Mar 02, 2023","Mar 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Hardcover,view,/book/show/62606735-all-the-little-bird-hearts
