,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Deacon Tom's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Violeta,"Allende, Isabel*",0593496213,,B093G9NJSX,338        pp,4.03,"80,153","Jan 25, 2022","Jan 25, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 30, 2023",Nov 2023,"Oct 30, 2023",,Kindle Edition,view,/book/show/58202768-violeta
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heads You Win,"Archer, Jeffrey*",,,B07B91CF7W,448        pp,3.84,"20,207","Nov 06, 2018","Nov 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this book. It took me back to the times of Russian spies and the Cold War in the 20th century.It moved quickly had a bit of us by edgI really enjoyed this book. It took me back to the times of Russian spies and the Cold War in the 20th century.It moved quickly had a bit of us by edge with spies, and a wonderful story about boys escaping Russia and making a better lives for themselves.I love how the author looped around at the end.Really good book that I highly recommend....more",Notes are private!,0,4,1,"Oct 29, 2023","Oct 30, 2023","Oct 29, 2023",,Kindle Edition,view (with text),/book/show/39096998-heads-you-win
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Name Is Iris,"Skyhorse, Brando*",,,B0BHTR94X5,268        pp,3.35,822,"Aug 01, 2023","Aug 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enjoyed the overall concept of this dystopian storyline. Good use of characters to explain situations that particularly were difficult for brown skinnEnjoyed the overall concept of this dystopian storyline. Good use of characters to explain situations that particularly were difficult for brown skinned people. I thought it was brilliant that main character was in fact that American citizen.Pretty enjoyable book, especially for someone like me who does not like dystopia.I recommend...more",Notes are private!,0,2,1,"Oct 27, 2023","Oct 29, 2023","Oct 27, 2023",,Kindle Edition,view (with text),/book/show/74892475-my-name-is-iris
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foreign Affairs,"Lurie, Alison",,,B00CSCNJQA,306        pp,3.75,"12,225",1984,"Jun 04, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,It’s an OK book. It’s just not a Pulitzer prize winner in my estimation.,Notes are private!,0,5,1,"Oct 26, 2023","Oct 27, 2023","Oct 26, 2023",,Kindle Edition,view (with text),/book/show/40235460-foreign-affairs
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girls of Flight City,"Heath, Lorraine",0063078538,9780063078536,0063078538,384        pp,4.24,"2,756","Apr 05, 2022","Apr 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was very interesting, but not what I really was expecting. I was hoping for historical fiction book and the cover, and the printing on the jThis book was very interesting, but not what I really was expecting. I was hoping for historical fiction book and the cover, and the printing on the jacket indicated that it was going to be something like that. However, it was a romance book based on WWII female pilots.The story itself was OK. ...more",Notes are private!,0,2,1,"Oct 26, 2023","Oct 29, 2023","Oct 26, 2023",,Paperback,view (with text),/book/show/58536030-girls-of-flight-city
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Riding Lessons,"Gruen, Sara*",,,B000XU4SJQ,409        pp,3.47,"11,336","Jan 01, 2004","Oct 13, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Bit Confusing3 1/2 starsOverall, a wl written book with very well crafted characters. However, the plot line moves in too many tangents. Just ok",Notes are private!,0,2,1,"Oct 25, 2023","Oct 26, 2023","Oct 25, 2023",,Kindle Edition,view (with text),/book/show/8140650-riding-lessons
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,His Majesty's Airship: The Life and Tragic Death of the World's Largest Flying Machine,"Gwynne, S.C.",,,B0BHTMRQ2H,307        pp,4.03,971,"May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was really a good one! I enjoy the overall concept, and I love how the author took us behind the scenes into the birth of hot air balloons. He laThis was really a good one! I enjoy the overall concept, and I love how the author took us behind the scenes into the birth of hot air balloons. He later took us through the compact aspect of it, and the overall success and mostly failure of the programs.I think this book is really a good one for those with aviation, history, or aviation background, but it is a very technical book!...more",Notes are private!,0,3,1,"Oct 24, 2023","Oct 29, 2023","Oct 24, 2023",,Kindle Edition,view (with text),/book/show/74891757-his-majesty-s-airship
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Summer Affair        (Nantucket, #1)","Hilderbrand, Elin*",,,B0013TX6SK,428        pp,3.64,"48,739","Jul 01, 2008","Jul 02, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Fast ReadThe title is slightly of it should say....Affairs"". It seemed all the characters were involved with something. Overall, a good book like moA Fast ReadThe title is slightly of it should say....Affairs"". It seemed all the characters were involved with something. Overall, a good book like most Hildebrand's stuff. Mostly a character based surrounding a charity affair in Nantucket. A good book but not great. ...more",Notes are private!,0,1,1,"Oct 24, 2023","Oct 24, 2023","Oct 24, 2023",,Kindle Edition,view (with text),/book/show/8145195-a-summer-affair
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Touch of Frost        (Mythos Academy, #1)","Estep, Jennifer*",,,B004SIDTM6,386        pp,3.95,"32,719","Aug 01, 2011","Jan 28, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"FunI selected this book on a recommendation. And I’m glad I read it because I overall enjoyed this book. I’m not a mythology or mysterious god’s kind FunI selected this book on a recommendation. And I’m glad I read it because I overall enjoyed this book. I’m not a mythology or mysterious god’s kind of reader, but this one was easy and it flowed nicely and most of all I enjoyed it.I recommend to speak, and I hope others will enjoy it as well....more",Notes are private!,0,1,1,not set,"Oct 24, 2023","Oct 24, 2023",,Kindle Edition,view (with text),/book/show/11061092-touch-of-frost
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Survived the Galveston Hurricane, 1900        (I Survived #21)","Tarshis, Lauren",1338752553,9781338752557,B08NS729DQ,116        pp,4.20,"1,030",unknown,"Sep 07, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 22, 2023","Oct 22, 2023",,Kindle Edition,view,/book/show/56067448-i-survived-the-galveston-hurricane-1900
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Long March Home: A World War II Novel of the Pacific,"Brotherton, Marcus*",1493441264,9781493441266,B0BLW7SRLT,400        pp,4.59,"1,347","May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4 1/2 starsI truly loved, this story and I was really touched by the way the authors wrap the story around personalities of the main characters, Jimmy4 1/2 starsI truly loved, this story and I was really touched by the way the authors wrap the story around personalities of the main characters, Jimmy, Claire, Billy, and Hank. The characters were damaged when they were finished. Some died, others had physical injuries, and all had psychological injuries from the violence that they saw.This is a tremendous book, and I highly recommend it to anyone....more",Notes are private!,0,3,1,"Oct 20, 2023","Oct 22, 2023","Oct 20, 2023",,Kindle Edition,view (with text),/book/show/63045670-the-long-march-home
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Good Nurse: A True Story of Medicine, Madness, and Murder","Graeber, Charles*",,,B004QX078C,281        pp,3.85,"24,552","Apr 15, 2013","Apr 15, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was truly a disturbing, and in some ways, thrilling book about mass murderer by a nurse, who deemed himself “an angel of mercy”.I went through maThis was truly a disturbing, and in some ways, thrilling book about mass murderer by a nurse, who deemed himself “an angel of mercy”.I went through many emotions up down sickness, etc. trying to finish this book.In spite of its topic, which was very difficult, the book was written in an outstanding fashion. It is a nonfiction, but it read tremendous fiction.If you have the stomach, I highly recommend this book...more",Notes are private!,0,2,1,"Oct 19, 2023","Oct 20, 2023","Oct 19, 2023",,Kindle Edition,view (with text),/book/show/59353463-the-good-nurse
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lie of Omission,"Purcell, M.A.",,,B0BZSX3TNG,313        pp,4.00,27,"Apr 26, 2023","Apr 26, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I selected this book because I was interested in going through the Irish countryside along with detectives. The book did not disappoint as we follow tI selected this book because I was interested in going through the Irish countryside along with detectives. The book did not disappoint as we follow the retired detective Trout, and Lauren looking at clues, some not completely helpful, and others confusing.However, in the end, I was very satisfied with the plot.The writing style was very casual and would make a good tele program.I enjoyed the book and recommend it to other mystery lovers.I received an advance  copy for free, and I am leaving this  voluntarily....more",Notes are private!,1,2,1,"Oct 17, 2023","Oct 19, 2023","Oct 19, 2023",,Kindle Edition,view (with text),/book/show/123889587-a-lie-of-omission
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Upstairs,"Lees, Georgina",0008485410,,B08WPQJTZJ,384        pp,3.71,"6,413","Dec 09, 2021","Dec 09, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Decent plot. Parallel storylines are often confusing. Just an ok read,Notes are private!,1,1,1,"Oct 17, 2023","Oct 18, 2023","Oct 17, 2023",,Kindle Edition,view (with text),/book/show/58381534-the-girl-upstairs
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fear and Loathing in Las Vegas,"Thompson, Hunter S.",,,B003WUYQG4,217        pp,4.07,"349,177","Jul 07, 1971","Sep 27, 2010",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It did not work for me because it was silly, stupid and a waste of time",Notes are private!,0,2,1,"Oct 17, 2023","Oct 19, 2023","Oct 17, 2023",,Kindle Edition,view (with text),/book/show/9517201-fear-and-loathing-in-las-vegas
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Walk in the Woods: Rediscovering America on the Appalachian Trail,"Bryson, Bill",,,B000S1LSAM,305        pp,4.06,"409,769","May 05, 1998","Sep 08, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very descriptive.,Notes are private!,0,1,1,"Oct 16, 2023","Oct 19, 2023","Oct 16, 2023",,Kindle Edition,view (with text),/book/show/9447906-a-walk-in-the-woods
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Was Anastasia,"Lawhon, Ariel*",0385541708,,B01MUB7FOY,240        pp,3.73,"24,912","Mar 27, 2018","Mar 27, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Confusing The over all story of Anastasia is interesting. However , the auther completely messes up the timeline to the point where I spent the secondConfusing The over all story of Anastasia is interesting. However , the auther completely messes up the timeline to the point where I spent the second half of the book not knowing how the scenes interlocked. Such a shame...more",Notes are private!,1,7,1,"Oct 15, 2023","Oct 16, 2023","Oct 15, 2023",,Kindle Edition,view (with text),/book/show/34089069-i-was-anastasia
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North Dallas Forty,"Gent, Peter",,,B0057B7FHS,363        pp,3.90,"1,540",1973,"Jun 28, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"DatedThis was rather famous book some decades ago. If my memory is correct, it was the first NFL tell-all. With today's 24 hour new cycle and the inteDatedThis was rather famous book some decades ago. If my memory is correct, it was the first NFL tell-all. With today's 24 hour new cycle and the internet, it is mild by comparison. I really did not enjoy ir...more",Notes are private!,0,3,2,"Oct 14, 2023not set","Oct 14, 2023Oct 14, 2023","Oct 14, 2023",,Kindle Edition,view (with text),/book/show/12040017-north-dallas-forty
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First Comes Love,"Giffin, Emily*",,,B014NZ4SXW,382        pp,3.63,"52,428","Feb 01, 2016","Jun 28, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 13, 2023","Oct 14, 2023","Oct 13, 2023",,Kindle Edition,view,/book/show/40019386-first-comes-love
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Plains,"Frazier, Ian",,,B009LRWVBY,199        pp,3.96,"3,358","Jun 01, 1989","May 04, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting I picked up this book because I’m currently living in Omaha Nebraska and the great Plains. So, the book was interesting to me.I think I liInteresting I picked up this book because I’m currently living in Omaha Nebraska and the great Plains. So, the book was interesting to me.I think I like most about this was that people and places and things that the author met were real and it was like he was giving me a personal Tour of areas that I knew very very well.I did enjoy this book and I would recommend it, especially to Midwesterners...more",Notes are private!,0,1,1,"Oct 12, 2023","Oct 13, 2023","Oct 12, 2023",,Kindle Edition,view (with text),/book/show/18868537-great-plains
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"St. Louis Cardinals: Where Have You Gone? Vince Coleman, Ernie Broglio, John Tudor, and Other Cardinals Greats","Rains, Rob",,,B00BR2SH6Y,193        pp,3.62,16,Mar 2005,"Mar 06, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 12, 2023","Oct 14, 2023","Oct 12, 2023",,Kindle Edition,view,/book/show/25567151-st-louis-cardinals
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Zone: The Greatest Victories in the History of Nebraska Football,"Shatel, Tom",,,B00ENMZ2F4,440        pp,4.33,3,"Jan 01, 1998","Sep 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 12, 2023","Oct 14, 2023","Oct 12, 2023",,Kindle Edition,view,/book/show/23836213-red-zone
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Secret of the Secret Annex: The Untold Story of Anne Frank, Her Silent Protector, and a Family Betrayal","Wijk, Joop van",,,B0BHTMGMD3,276        pp,4.24,940,unknown,"May 16, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an absolute powerful book in every way. Written by someone who Family helped hide and Frank, it touches specific details of what it took to prThis is an absolute powerful book in every way. Written by someone who Family helped hide and Frank, it touches specific details of what it took to protect the little girl in Amsterdam.The details are precise and spectacular. I highly recommend this book!...more",Notes are private!,0,3,1,"Oct 10, 2023","Oct 12, 2023","Oct 12, 2023",,Kindle Edition,view (with text),/book/show/74892517-the-last-secret-of-the-secret-annex
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond the Wand: The Magic and Mayhem of Growing Up a Wizard,"Felton, Tom",1538741369,9781538741368,1538741369,288        pp,4.30,"108,787","Oct 18, 2022","Oct 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4 1/2 stars.I really enjoyed this book. I especially like the parts where he gave behind the scenes glimpses of the Harry Potter world. I learned some4 1/2 stars.I really enjoyed this book. I especially like the parts where he gave behind the scenes glimpses of the Harry Potter world. I learned some things about Tom Felton that I have to tip my hat to him over. The biggest surprises was that he went to a normal high school during the Harry Potter film.We disappointed about the way the story ended and therefore knocked off a half star. Overall a very good book and I recommend it. ...more,Notes are private!,1,3,1,"Oct 10, 2023","Oct 11, 2023","Oct 10, 2023",,Hardcover,view (with text),/book/show/61062194-beyond-the-wand
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Football Genius        (Football Genius series Book 1),"Green, Tim*",,,B0015DPXJY,261        pp,4.21,"6,387",Jul 2007,"Oct 13, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Just ok,Notes are private!,0,2,1,"Oct 09, 2023","Oct 12, 2023","Oct 09, 2023",,Kindle Edition,view (with text),/book/show/8563990-football-genius
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,"Strayed, Cheryl*",030794932X,9780307949325,,304        pp,4.17,"123,181","Jul 10, 2012","Jul 10, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An interesting book. The question and answer technique make it an interesting read. I do have to admit that many of the answers were not with in my moAn interesting book. The question and answer technique make it an interesting read. I do have to admit that many of the answers were not with in my moral code. Ours were fantastic. Thus, my ratings. ...more",Notes are private!,0,6,1,"Oct 06, 2023","Oct 08, 2023","Oct 08, 2023",,ebook,view (with text),/book/show/126065978-tiny-beautiful-things
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"American Triumvirate: Sam Snead, Byron Nelson, Ben Hogan, and the Modern Age of Golf","Dodson, James",,,B005IQZ8YY,426        pp,4.15,277,"Jan 01, 2012","Mar 13, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Without, doubt it frustrates me to know end to do a  of a book and not have it post on Goodreads.I said I enjoyed the book. I said it told the wWithout, doubt it frustrates me to know end to do a  of a book and not have it post on Goodreads.I said I enjoyed the book. I said it told the wonderful story of three great men in a time that literally made golf what it is today....more",Notes are private!,3,3,1,"Oct 07, 2023","Oct 10, 2023","Oct 07, 2023",,Kindle Edition,view (with text),/book/show/18906216-american-triumvirate
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Charlie,"Drehle, David von",,,B0BHTM69PN,204        pp,4.01,"7,113","May 23, 2023","May 23, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A wonderful book about a life well lived. Charlie’s main quality was his ability to let life come to him. It was also very different to see the historA wonderful book about a life well lived. Charlie’s main quality was his ability to let life come to him. It was also very different to see the history in the 108 years of his life interlocking with the overall history of the large events of the world. I recommend highly. ...more,Notes are private!,0,6,1,"Oct 06, 2023","Oct 07, 2023","Oct 06, 2023",,Kindle Edition,view (with text),/book/show/74892245-the-book-of-charlie
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters to Whitman: A Short Story,"Laurie, Margo*",1739898133,9781739898137,B0CJ9VRLK1,40        pp,4.14,29,unknown,"Oct 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a remarkable book. It is a very personal looks into the daily life of Civil War soldier.Clearly shows the brutal environments that the soldieThis was a remarkable book. It is a very personal looks into the daily life of Civil War soldier.Clearly shows the brutal environments that the soldiers had to work with. From rain to mud – – just a mess.In short, it just doesn’t get any more realistic than this book. Although it is very short, it’s portrayal of the times, and struggles was spot on.I highly recommend.I received an advance  copy for free, and I am leaving this  voluntarily....more",Notes are private!,0,3,1,"Oct 04, 2023","Nov 04, 2023","Oct 04, 2023",,Kindle Edition,view (with text),/book/show/199026766-letters-to-whitman
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman’s Flame: A Historical Novel About a Woman Who Paved Her Own Path        (WW2 Girls),"Amit, Alex*",,,B0BSTMBBCH,280        pp,4.15,41,unknown,"Nov 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Superb book. A bit of a surprise. I was hoping for a good book. This was great!A strength was the crafting of characters. Of note, Wally, a red hairedSuperb book. A bit of a surprise. I was hoping for a good book. This was great!A strength was the crafting of characters. Of note, Wally, a red haired model thrown out of her home at 16 years old then live herself. Soon she who evolved into a muse for renowned artists Klimt and Egon Schiele. The writing helps the main character of the book in many way. I found myself a huge fan of Wallly.A beautiful use of historical fiction principles, by dropping the story into the real artists, Klimt and Schiele. Finally the author sets the story in the Vienna of 1900s and it beautifully accentuates the differences between now and then, especially in morality.A great book that I strongly recommend.I received an advance  copy for free, and I am leaving this  voluntarily....more",Notes are private!,2,8,1,"Oct 04, 2023","Nov 05, 2023","Oct 04, 2023",,Kindle Edition,view (with text),/book/show/86251844-a-woman-s-flame
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Stop on Market Street,"de la Pena, Matt*",069817335X,9780698173354,B00KWG9MF6,34        pp,4.30,"17,405",Jan 2015,"Jan 08, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wonderful I enjoyed this book. it lessons that are important about urban, city life.It showed how Gramma did an amazing job of finding positive in allWonderful I enjoyed this book. it lessons that are important about urban, city life.It showed how Gramma did an amazing job of finding positive in all the things the young boy thought were negative.It’s a good book. I recommend it ...more",Notes are private!,0,3,1,"Oct 04, 2023","Oct 05, 2023","Oct 04, 2023",,Kindle Edition,view (with text),/book/show/24666905-last-stop-on-market-street
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Last Flight,"Williams, Beatriz*",,,B07YSKYDKF,396        pp,4.16,"14,091","Jun 30, 2020","Jun 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4 1/2 stars!Hi, very much enjoyed this book and I’m very happy that the author did a splendid job of moving between time periods and locations. Althou4 1/2 stars!Hi, very much enjoyed this book and I’m very happy that the author did a splendid job of moving between time periods and locations. Although it is not about Amelia Earhart, the author does admit that Amelia Earhart story influenced this book.Characters are pristine, very easy to relat to. The pace of the book is in exceptionally fast. If I had more time, it would’ve been a one sitting read.Highly recommend this book and I think people like me who have had airplanes be a major influence in their lives, should really like this book as well.I highly recommend....more",Notes are private!,0,3,1,"Oct 04, 2023","Oct 06, 2023","Oct 04, 2023",,Kindle Edition,view (with text),/book/show/48559298-her-last-flight
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Oxford Year,"Whelan, Julia*",,,B071VBHT9W,336        pp,3.89,"42,456","Apr 24, 2018","Apr 24, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an absolutely smashing book that I totally enjoyed.The characters were built perfectly for the plot, and it was easy to relate to the two mainThis is an absolutely smashing book that I totally enjoyed.The characters were built perfectly for the plot, and it was easy to relate to the two main characters in the story.This was an incredibly fast read. I could not put it down. I think it would make a terrific movie.Highly recommend....more",Notes are private!,0,6,1,"Oct 03, 2023","Oct 04, 2023","Oct 03, 2023",,Kindle Edition,view (with text),/book/show/36639505-my-oxford-year
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Facts of Life: and Other Dirty Jokes,"Nelson, Willie",,,B001V7U6LO,217        pp,3.66,600,"Jan 08, 2002","Mar 10, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 03, 2023","Oct 04, 2023","Oct 03, 2023",,Kindle Edition,view,/book/show/6586093-the-facts-of-life
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",,,B09BV2JNWV,415        pp,3.84,"97,390","May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was very disappointed in this book. It starts off with a bang in the first section, but loses its way in the final three sections.It was very disappI was very disappointed in this book. It starts off with a bang in the first section, but loses its way in the final three sections.It was very disappointing and I’m still rethinking whether it should be a two or three.I don’t recommend....more",Notes are private!,0,2,2,"Oct 03, 2023Oct 2023","Oct 03, 2023Oct 03, 2023","Oct 03, 2023",,Kindle Edition,view (with text),/book/show/59039413-trust
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spectacular,"Davis, Fiona*",,,B0BF8QL4SJ,368        pp,4.11,"26,833","Jun 13, 2023","Jun 13, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was brilliant in every way! Top grades for plot, character, and ease of read.I highly recommend.",Notes are private!,0,10,1,"Oct 02, 2023","Oct 02, 2023","Oct 02, 2023",,Kindle Edition,view (with text),/book/show/62588510-the-spectacular
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why I Love Baseball,"King, Larry",1590073614,9781590073612,1590073614,0        pp,3.64,70,"Feb 01, 2004","Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fun book of Larry King’s feelings, opinions and his overall love of baseball. I remember the era he loved and much of the slang he uses. I really enA fun book of Larry King’s feelings, opinions and his overall love of baseball. I remember the era he loved and much of the slang he uses. I really enjoyed the book. ...more",Notes are private!,0,3,1,Oct 2023,"Oct 02, 2023","Oct 01, 2023",,Audio CD,view (with text),/book/show/2144401.Why_I_Love_Baseball
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nine: The True Story of a Band of Women Who Survived the Worst of Nazi Germany,"Strauss, Gwen*",,,B08FZ8RJTD,322        pp,4.28,"4,365","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Series of stories about nine horrible experiences because of the Nazis. On one hand I very much enjoyed it and on the other I’m sorry that stories likSeries of stories about nine horrible experiences because of the Nazis. On one hand I very much enjoyed it and on the other I’m sorry that stories like this have to be told.This is a terrific collection and then one that I highly recommend....more,Notes are private!,0,6,1,Oct 2023,"Oct 03, 2023","Oct 01, 2023",,Kindle Edition,view (with text),/book/show/56609472-the-nine
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wake Up With Purpose!: What I've Learned in My First Hundred Years,"Schmidt, Jean Dolores",1400333571,9781400333578,B0B5GFZW7W,234        pp,4.19,"1,810","Feb 28, 2023","Feb 28, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I thoroughly enjoy this book. I selected it because I enjoyed what she stood for in the March madness games for Loyola of Chicago university.The book I thoroughly enjoy this book. I selected it because I enjoyed what she stood for in the March madness games for Loyola of Chicago university.The book is full of so much wisdom from a person who was 100 years old when she brought it she touches many areas of life and it is quite remarkableI thoroughly it and I hope you will as well. I recommend it....more,Notes are private!,3,8,1,"Sep 30, 2023",Oct 2023,"Sep 30, 2023",,Kindle Edition,view (with text),/book/show/61722171-wake-up-with-purpose
