,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Reshmita's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Realm of Knights        (Knights of the Realm, #1)","Davis, Jennifer Anne*",1732366160,9781732366169,B07SZHGHV6,290        pp,3.91,"2,500","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Kindle Edition,view,/book/show/53058184-realm-of-knights
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Dark Love        (Dark Spell Chronological Order #1),"Sravenheart, Isra*",,,B07TQKM246,188        pp,2.99,222,"Jun 19, 2019","Mar 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Kindle Edition,view,/book/show/123171330-her-dark-love
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Magical Adventure        (Magical Awakening Book 1),"Beyer, Nicole",,,B07BCYN82K,172        pp,4.12,52,unknown,"Mar 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Kindle Edition,view,/book/show/39337096-a-magical-adventure
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She Awakens        (She Awakens #1),"Denman, Caitlin*",,,B0915R5LTS,244        pp,3.41,207,unknown,"Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Kindle Edition,view,/book/show/57583079-she-awakens
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Divide: A Beauty and the Beast Retelling,"Russo, Jessa*",,,B00JPJ6A0Q,311        pp,3.75,192,"Apr 15, 2014","Apr 14, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,the cover looks worse here than amazon i promise,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Kindle Edition,view (with text),/book/show/22075562-divide
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Frost Eater        (The Magic Eaters Trilogy, #1)","Anderson, Carol Beth*",,,B08135W76P,410        pp,4.13,501,"Jan 28, 2020","Jan 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Kindle Edition,view,/book/show/48723711-the-frost-eater
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Throne of Shadows        (Prophecy of the Forgotten Fae, #1)","Odette, Tessonja*",,,B09PKLXYBN,538        pp,3.95,"1,070",unknown,"May 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Kindle Edition,view,/book/show/60597877-a-throne-of-shadows
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Empire of Dragons        (Cursed Empire, #1)","Schade, Rachel L.*",1736485601,9781736485606,1736485601,390        pp,3.93,501,"Sep 17, 2021","Sep 17, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i was really surprised by this novel. i was afraid that because the author was giving this out for free for stuff-your-kindle day, and so few people hi was really surprised by this novel. i was afraid that because the author was giving this out for free for stuff-your-kindle day, and so few people had read it, i wouldn't like it. but honestly, it was so good. this is genuinely one of the most well written fantasy romance novels ive read in such a long time. though i will say that fourth wing is not a good competitor. i loved getting to hear both perspectives in the novel; both the empress murderer and the daughter of the dead empress. while some of the s of the novel liked one perspective better than the other, i genuinely think both added to the story. i loved both main characters and their love interests, and i felt like they were such complex characters and i adored it. the first novel does a good job with world building and establishing the characters and their motivations. i also do love the side characters and the moral argument of ""do we treat an entire group of people the way they treated us?"". ""'When the world is cruel to you, you're either cruel back or you lie down and die.' He clenched his jaw. 'I refuse to lie down and die.'""""'Is it so bad to be a monster,' she whispered, 'if it frees you from the demons who prey on you every day.'""""'I don't know how to cope with the anger when there is no one left alive to be angry at.'""""'You and I? We might be angry, and we might have darkness inside. But maybe we don't have to be monsters.'""...more",Notes are private!,1,1,1,"Dec 28, 2023","Dec 29, 2023","Dec 27, 2023",,Paperback,view (with text),/book/show/54374768-empire-of-dragons
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Born of Blood and Ash        (Flesh and Fire, #4)","Armentrout, Jennifer L.*",,,B0CFM9PSV7,0        pp,4.45,408,"Aug 13, 2024","Aug 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2023",,Kindle Edition,view,/book/show/196787830-born-of-blood-and-ash
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Frost and Starlight        (A Court of Thorns and Roses, #3.5)","Maas, Sarah J.*",1635575621,9781635575620,1635575621,232        pp,3.77,"1,155,222","May 01, 2018","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 25, 2023",,Paperback,view,/book/show/50659471-a-court-of-frost-and-starlight
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Funny Story,"Henry, Emily*",0593441222,9780593441282,B0CCNBRNRQ,395        pp,4.52,"3,569","Apr 23, 2024","Apr 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I AM BEYOND EXCITED. I WILL EAT THIS UP.,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Hardcover,view (with text),/book/show/194802722-funny-story
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life Impossible,"Haig, Matt*",0593489276,9780593489277,0593489276,368        pp,4.20,20,"Aug 29, 2024","Sep 03, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Hardcover,view,/book/show/198281740-the-life-impossible
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Will of the Many        (Hierarchy, #1)","Islington, James*",,,B0BHTMBW5B,639        pp,4.64,"27,783","May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Kindle Edition,view,/book/show/58416952-the-will-of-the-many
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Rising        (Red Rising Saga, #1)","Brown, Pierce*",,,,382        pp,4.27,"433,205","Jan 28, 2014","Jan 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2023",,Hardcover,view,/book/show/15839976-red-rising
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Knight of the Seven Kingdoms        (The Tales of Dunk and Egg, #1-3)","Martin, George R.R.",0345533488,9780345533487,0345533488,368        pp,4.23,"89,479","Sep 23, 2013","Oct 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2023",,Hardcover,view,/book/show/18635622-a-knight-of-the-seven-kingdoms
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Many Ways        (Howl's Moving Castle, #3)","Jones, Diana Wynne",0061477958,9780061477959,0061477958,404        pp,4.06,"41,455","Jun 01, 2008","Jun 10, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,got it for free from library!,Notes are private!,0,0,0,not set,not set,"Dec 10, 2023",,Hardcover,view (with text),/book/show/2173611.House_of_Many_Ways
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sunlit Man,"Sanderson, Brandon*",1938570391,9781938570391,1938570391,447        pp,4.37,"28,223","Oct 19, 2023","Oct 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Hardcover,view,/book/show/60531420-the-sunlit-man
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2024 on Goodreads,Various,,,,unknown,4.71,279,2024,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2024 reading goals:☐the cosmere universe: 0/30☐ two centuries in a year challenge: 0/20☐ sci and fantasy book club read all the books challenge: 0/11☐2024 reading goals:☐the cosmere universe: 0/30☐ two centuries in a year challenge: 0/20☐ sci and fantasy book club read all the books challenge: 0/11☐ sci and fantasy book club monthly fantasy read: 0/12☐ the hunger games series: 0/4☐ the broken earth series: 0/3☐ hobbit and lord of the rings: 0/3☐ read 175 books: 2/175☐ sci and fantasy book club read all the books challenge: 0/11key:...more,Notes are private!,4,2,0,not set,not set,"Dec 08, 2023",,,view (with text),/book/show/195342176-2024-on-goodreads
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Locomotion,"Woodson, Jacqueline*",0142401498,9780142401491,,112        pp,4.01,"7,174","Jan 01, 2003","Dec 29, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2023",,Paperback,view,/book/show/272342.Locomotion
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Imogen, Obviously","Albertalli, Becky*",0063045877,9780063045873,0063045877,432        pp,4.26,"18,226","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2023",,Hardcover,view,/book/show/61896624-imogen-obviously
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tea Girl of Hummingbird Lane,"See, Lisa*",,,B01HMXRVL8,384        pp,4.28,"104,090","Mar 21, 2017","Mar 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2023",,Kindle Edition,view,/book/show/25150798-the-tea-girl-of-hummingbird-lane
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Othello,"Shakespeare, William",,,B006U1QW78,314        pp,3.89,"389,777",1603,"Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,reshmita the caterpillar.,Notes are private!,3,3,1,"Dec 21, 2023","Jan 15, 2024","Dec 04, 2023",,Mass Market Paperback,view (with text),/book/show/12996.Othello
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Darkstalker        (Wings of Fire: Legends, #1)","Sutherland, Tui T.",1338053612,9781338053616,1338053612,400        pp,4.60,"16,260","Jun 28, 2016","Jun 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2023",,Hardcover,view,/book/show/28190254-darkstalker
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Skyward        (Skyward, #1)","Sanderson, Brandon*",1473217857,9781473217850,1473217857,513        pp,4.48,"137,612","Nov 06, 2018","Nov 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2023",,Hardcover,view,/book/show/36642458-skyward
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bartelby le scribe : Bartelby the Scrivener,"Melville, Herman",0785941428,9780785941422,0785941428,135        pp,3.93,"64,877",Dec 1853,"Jan 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"bartelby the scrivener was an interesting piece of societal commentary that still applies to this day. the idea of the boring 9-5 day job that allows bartelby the scrivener was an interesting piece of societal commentary that still applies to this day. the idea of the boring 9-5 day job that allows for very little creativity. i don't have much to say except that it was needlessly written with so many words, but i will say that it does lend to the character of the narrator (aka the lawyer). i would like to say though that the characters were funny, but i did not laugh out loud. however, i would like to say that it's more funny when doing a discussion.""Nothing so aggravates an earnest person as a passive resistance"".""Ah, happiness courts the light, so we deem the world is gay; but misery hides aloof, so we deem that misery there is done"".""I might give alms to his body; but his body did not pain him; it was his soul that suffered, and his soul I could not reach""....more",Notes are private!,2,5,1,"Dec 04, 2023","Dec 12, 2023","Dec 04, 2023",,Paperback,view (with text),/book/show/592624.Bartelby_le_scribe_
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant of Water,"Verghese, Abraham*",0802162177,9780802162175,0802162177,724        pp,4.47,"150,577","May 02, 2023",Jun 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2023",,Hardcover,view,/book/show/180357146-the-covenant-of-water
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color Purple,"Walker, Alice",0143135694,9780143135692,0143135694,304        pp,4.27,"685,374","Jun 01, 1982","Dec 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,reshmita the caterpillar.,Notes are private!,0,2,1,"Feb 05, 2024","Feb 05, 2024","Dec 03, 2023",,Paperback,view (with text),/book/show/52892857-the-color-purple
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And the Mountains Echoed,"Hosseini, Khaled*",159463176X,9781594632112,159463176X,404        pp,4.07,"371,146","Feb 29, 2012","May 21, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2023",,Hardcover,view,/book/show/16115612-and-the-mountains-echoed
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2023 on Goodreads,Various,,,,unknown,4.12,"1,420",2023,2023,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2023 reading goals:☑ read 10 books that are not fantasy/romance: 25/10!☑ write detailed s☑ read 125 books: 156/125!reflection:• magical realism 2023 reading goals:☑ read 10 books that are not fantasy/romance: 25/10!☑ write detailed s☑ read 125 books: 156/125!reflection:• magical realism is fun!• i’ve read an unfortunate amount of romance and most of it isn’t great• series that get better as they go is something i really love• memoirs aren’t so bad!• i don’t like horror/mystery (what a shocker)• i rate books too highreshmita’s 2023 goodreads awards:• best romance: the very secret society of irregular witches• best fantasy: babel• best nonfiction: crying in hmart• best contemporary: tomorrow and tomorrow and tomorrow• best historical fiction: every rising sun• best mystery/horror: N/A• book of the year: babelkey:...more,Notes are private!,17,2,0,not set,not set,"Dec 03, 2023",,,view (with text),/book/show/62316199-2023-on-goodreads
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Radiant Curse,"Lim, Elizabeth*",0593710029,9780593710029,0593710029,432        pp,4.19,"4,890","Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2023",,Paperback,view,/book/show/66092846-her-radiant-curse
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Scarlet Alchemist        (The Scarlet Alchemist, #1)","Baker, Kylie Lee*",1335458018,9781335458018,1335458018,432        pp,4.08,"3,814","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2023",,Hardcover,view,/book/show/66098770-the-scarlet-alchemist
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Cake,"Wilkerson, Charmaine",,,,385        pp,4.11,"176,136","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2023",,Hardcover,view,/book/show/57926137-black-cake
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,9780525562023,0525562028,246        pp,4.04,"299,663","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2023",,Hardcover,view,/book/show/41880609-on-earth-we-re-briefly-gorgeous
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One Dark Window        (The Shepherd King, #1)","Gillig, Rachel*",0316312487,9780316312486,0316312487,399        pp,4.32,"138,760","Sep 27, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2023",,Paperback,view,/book/show/58340706-one-dark-window
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unfortunate Side Effects of Heartbreak and Magic,"Randall, Breanne*",1639105735,9781639105731,1639105735,322        pp,3.22,"22,700","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2023",,Paperback,view,/book/show/75532088-the-unfortunate-side-effects-of-heartbreak-and-magic
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Better than the Movies        (Better than the Movies, #1)","Painter, Lynn*",1534467629,9781534467620,1534467629,356        pp,4.29,"357,287","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,reshmita the caterpillar,Notes are private!,0,3,1,"Dec 12, 2023","Dec 16, 2023","Dec 03, 2023",,Hardcover,view (with text),/book/show/55710822-better-than-the-movies
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Very Secret Society of Irregular Witches,"Mandanna, Sangu*",059343935X,9780593439357,059343935X,318        pp,4.12,"158,537","Aug 23, 2022","Aug 23, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I LOOOVED THIS!!! 4.5/5. RESHMITA THE CATERPILLAR,Notes are private!,2,3,1,"Dec 17, 2023","Dec 21, 2023","Dec 03, 2023",,Paperback,view (with text),/book/show/60018635-the-very-secret-society-of-irregular-witches
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Odyssey,Homer,0143039954,9780143039952,0143039954,541        pp,3.81,"1,080,439",-700,"Oct 31, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2023",,Paperback,view,/book/show/1381.The_Odyssey
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Celestial Bodies,"Alharthi, Jokha",1948226944,9781948226943,1948226944,256        pp,3.42,"15,070",2010,"Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I also got this for freee,Notes are private!,0,3,0,not set,not set,"Dec 01, 2023",,Paperback,view (with text),/book/show/49382648-celestial-bodies
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Martian,"Weir, Andy*",0804139024,9780804139021,0804139024,384        pp,4.42,"1,121,168","Sep 27, 2011","Feb 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,got this for free from the library!,Notes are private!,0,2,0,not set,not set,"Dec 01, 2023",,Hardcover,view (with text),/book/show/18007564-the-martian
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Brilliant Friend        (The Neapolitan Novels, #1)","Ferrante, Elena",,,,331        pp,4.04,"332,952","Oct 19, 2011","Sep 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2023",,Paperback,view,/book/show/35036409-my-brilliant-friend
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What I Talk About When I Talk About Running,"Murakami, Haruki",0307269191,9780307269195,0307269191,188        pp,3.87,"167,222","Oct 15, 2007","Jul 29, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2023",,Hardcover,view,/book/show/2195464.What_I_Talk_About_When_I_Talk_About_Running
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maame,"George, Jessica",1250282527,9781250282521,1250282527,320        pp,4.07,"83,347","Jan 31, 2023","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/108491027-maame
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What the River Knows        (Secrets of the Nile, #1)","Ibanez, Isabel*",1250803373,9781250803375,1250803373,404        pp,3.96,"30,894","Oct 31, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/65213381-what-the-river-knows
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Foxglove        (Belladonna, #2)","Grace, Adalyn*",0316162507,9780316162500,0316162507,464        pp,4.19,"26,097","Aug 22, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/63023639-foxglove
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Throne of the Fallen        (Princes of Sin, #1)","Maniscalco, Kerri*",031655751X,,B0BRXRP32S,628        pp,4.12,"28,627","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Kindle Edition,view,/book/show/73071451-throne-of-the-fallen
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hurricane Wars        (The Hurricane Wars, #1)","Guanzon, Thea*",0063277271,9780063277274,0063277271,472        pp,3.67,"16,093","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/75668288-the-hurricane-wars
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Jasad Heir        (The Scorched Throne, #1)","Hashem, Sara*",0316477869,9780316477864,,523        pp,3.98,"12,244","Jul 18, 2023","Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Paperback,view,/book/show/60581370-the-jasad-heir
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Assistant to the Villain        (Assistant to the Villain, #1)","Maehrer, Hannah Nicole*",1649375808,9781649375803,1649375808,342        pp,3.90,"90,385","Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Paperback,view,/book/show/123257687-assistant-to-the-villain
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ashes & the Star-Cursed King        (Crowns of Nyaxia, #2)","Broadbent, Carissa*",,,B0BCQZP4SX,665        pp,4.17,"166,782","Apr 14, 2023","Apr 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,reshmita wishes she was the caterpillar.,Notes are private!,0,0,1,"Jan 07, 2024","Jan 10, 2024","Nov 28, 2023",,Kindle Edition,view (with text),/book/show/62335396-the-ashes-the-star-cursed-king
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hanging City,"Holmberg, Charlie N.*",1662508719,9781662508714,B0BKR5CNTW,344        pp,4.00,"11,263","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Kindle Edition,view,/book/show/63127235-the-hanging-city
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Starling House,"Harrow, Alix E.*",1250799058,9781250799050,1250799058,308        pp,3.86,"67,573","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/65213595-starling-house
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fragile Threads of Power        (Threads of Power, #1)","Schwab, V.E.*",0765387492,9780765387493,0765387492,648        pp,4.34,"23,687","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/111673828-the-fragile-threads-of-power
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bookshops & Bonedust        (Legends & Lattes, #0)","Baldree, Travis*",1250886104,9781250886101,1250886104,352        pp,4.24,"43,113","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Paperback,view,/book/show/65213543-bookshops-bonedust
