,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Adam's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Incognito,"Brubaker, Ed",0785139796,9780785139799,0785139796,166        pp,4.00,"4,682","Nov 01, 2009","Nov 25, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 13, 2010","Dec 13, 2010","Nov 13, 2010",,Paperback,view,/book/show/6584405-incognito
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ambushers        (Matt Helm, #6)","Hamilton, Donald",0449128415,9780449128411,0449128415,144        pp,3.99,594,1963,"Oct 12, 1977",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the first book in Donald Hamilton's Matt Helm series that I've read, and I don't think it'll be the last.In this, the sixth in the series, AmeThis is the first book in Donald Hamilton's Matt Helm series that I've read, and I don't think it'll be the last.In this, the sixth in the series, American agent, assassin, and World War II veteran Helm is sent to the fictional Latin American nation of Costa Verde to kill a rebel leader from 350 yards away with a .30-06 rifle. During the course of his mission he discovers three things in Costa Verde that will propel the rest of the narrative; a scar-faced Nazi war criminal named Heinrich von Sachs, an American agent named Sheila who was sent on the same assassination mission as Helm but who was captured, starved, and tortured (rape is implied but never directly stated), and a Soviet-made ICBM that went missing after the Cuban Missile Crisis.The Matt Helm series seems like a direct response to Ian Fleming's James Bond series. Like Bond, Helm is tough, cold, irresistible to women, and has a sentimental streak that he rarely allows to interfere with the completion of his objectives.This novel and several others in the series were made into films in the '60s starring Dean Martin as Helm. I haven't seen any of them, but I get the feeling they were lighthearted spy-movie spoofs along the lines of ""Our Man Flint."" (For instance, in the film version of this novel, the ICBM is changed to a flying saucer.) While Helm's first-person narration is frequently wry and ironic, it's never satirical. ""The Ambushers"" is a tough-minded little thriller that is closer in tone to the violent action movies Rod Taylor starred in during the late '60s and early '70s like ""The Mercenaries"" than it is the James Bond films....more",Notes are private!,0,7,1,"Nov 04, 2010","Nov 13, 2010","Nov 07, 2010",,Mass Market Paperback,view (with text),/book/show/1085487.The_Ambushers
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Presumed Innocent        (Kindle County Legal Thriller, #1)","Turow, Scott*",0446350982,9780446350983,0446350982,421        pp,4.10,"115,687",Aug 1987,1988,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 15, 1992","Nov 01, 2010",,Mass Market Paperback,view,/book/show/425029.Presumed_Innocent
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prime Roll,"Izzi, Eugene",0553283766,9780553283761,0553283766,304        pp,3.57,30,1990,"Feb 01, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wasn't impressed with Eugene Izzi's first novel, The Take, and I thought his fifth, King of the Hustlers, was only O.K. But The Prime Roll, his sixtI wasn't impressed with Eugene Izzi's first novel, The Take, and I thought his fifth, King of the Hustlers, was only O.K. But The Prime Roll, his sixth, is a genuinely good crime novel with a fine sense of place and a tight, clockwork plot. Like the other two novels by Izzi I read, the characters are mostly unlikable and the writing is at best utilitarian, but unlike them, I'd actually recommend The Prime Roll as a decent, quick read for people who like crime fiction.Lano Branka thinks he may be on ""the prime roll,"" a mythical state of grace that every professional gambler experiences at least once in his or her life. The only problem is that he's bragging a little bit too much about all the money that bookie and made man ""Tough"" Tony Tomase owes him. When he goes too far, only his ""uncle"" and all-around protector Art Pella, who's also a made man in the Chicago mafia, ships him off to Atlantic City before Tomase and his goons can whack him.As soon as he steps off the plane in A.C., Lano is back in hot water. The Biari family, who have been charged with protecting him, attempt to set him up as the patsy for a murder they've committed. And Brian O'Shea, the owner of a casino called ""The Shamrock,"" is running a promotion that could win Lano one million dollars cash.Izzi throws a lot of balls in the air in the first 50 pages, and he does a good job of catching them all by the end. He ties up everything a little too neatly, and plotting seems more important to him than intricate characterizations, but for what it is, this novel's not bad....more",Notes are private!,0,1,1,"Oct 13, 2010","Nov 04, 2010","Oct 13, 2010",,Paperback,view (with text),/book/show/613064.The_Prime_Roll
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pigskin Bag,"Fischer, Bruno",,,,192        pp,3.95,22,1946,1955,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Now THIS is how you write a thriller. Establish the reader's identification with your main character in the shortest time possible, create an intriguiNow THIS is how you write a thriller. Establish the reader's identification with your main character in the shortest time possible, create an intriguing MacGuffin, make your villains believable, craft a solution to the mystery that the reader can believe, and do it all with terse, careful language.Bruno Fischer's The Pigskin Bag, written in 1946, is a quick read, and an excellent example of what a mystery/crime thriller should be. Each chapter has a title that hints at what is to come but doesn't really give anything away (e.g., ""The Accident,"" ""The Showdown,"" ""The Boss,"" ""The Execution""). The suspense mounts for nearly the entire narrative. And it gets the job done in fewer than 200 pages.I picked up this book years ago outside of a junk shop in a three-for-$5 box. It's been sitting around for awhile, and I'm glad I finally got around to reading it. Fischer was once a very popular thriller writer, but is largely unknown today, which is too bad; today's writers of turgid, overlong thrillers could learn a lot from him. My Goodreads friend Jeff Vorzimmer kindly sent me a PDF copy of Fischer's novel The Lady Kills some time ago, and that's been sitting around for awhile, too. Now I'm itching to read it....more",Notes are private!,0,5,1,"Sep 29, 2010","Oct 08, 2010","Sep 29, 2010",,Mass Market Paperback,view (with text),/book/show/1514356.The_Pigskin_Bag
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gunsmoke: An American Institution,"Costello, Ben",1589850149,9781589850149,1589850149,622        pp,4.55,42,"Aug 16, 2005","Aug 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2010",,Hardcover,view,/book/show/564267.Gunsmoke
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gunsmoke: A Complete History,"Barabas, SuzAnne",0899504183,9780899504186,0899504183,848        pp,4.33,9,Apr 1990,"Apr 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So far this is pretty good, but why can't more books about pop culture be edited and fact checked by knowledgeable people?On pp 16-17 alone, there areSo far this is pretty good, but why can't more books about pop culture be edited and fact checked by knowledgeable people?On pp 16-17 alone, there are numerous errors that any good copy editor should have caught.It's not ""The Oxbow Incident,"" it's ""The Ox-Bow Incident.""Film director Delmer Daves's surname is ""Daves,"" not ""Dove.""The film ""Duel in the Sun"" was released in 1946, not 1948.Richard Boone's character on the TV show ""Have Gun - Will Travel"" was named Paladin, not ""Paladine."" (Oh, and the other recurring character on the show is named ""Hey Boy,"" not ""Heyboy."")...more",Notes are private!,0,1,1,"Dec 23, 2010",not set,"Sep 26, 2010",,Hardcover,view (with text),/book/show/821668.Gunsmoke
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Captain America: Reborn,"Brubaker, Ed",0785139982,9780785139980,0785139982,144        pp,3.83,"2,572","Apr 07, 2010","Jan 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 14, 2010","Sep 25, 2010",,Hardcover,view,/book/show/7106724-captain-america
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Captain America: Road to Reborn,"Brubaker, Ed",078514174X,9780785141747,078514174X,176        pp,3.56,"1,110","Nov 04, 2009","Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 18, 2010","Sep 25, 2010",,Hardcover,view,/book/show/7058482-captain-america
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Siege: Thunderbolts,"Parker, Jeff",0785143734,9780785143734,0785143734,144        pp,3.12,261,"Sep 08, 2010","Jan 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 23, 2010","Sep 23, 2010",,Hardcover,view,/book/show/8538900-siege
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Endgame & Act Without Words,"Beckett, Samuel",0802150241,9780802150240,0802150241,91        pp,3.92,"10,902",Jan 1957,"Jan 12, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 17, 2010",,Paperback,view,/book/show/54028.Endgame_Act_Without_Words
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Captain America: Two Americas,"Brubaker, Ed",0785145109,9780785145103,0785145109,128        pp,3.67,968,"Aug 03, 2010","Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For perhaps obvious reasons, Captain America was one of the most popular superheroes who took on the Axis during World War II. In the post-war years, For perhaps obvious reasons, Captain America was one of the most popular superheroes who took on the Axis during World War II. In the post-war years, however, his popularity waned. He was brought back for a brief time in the '50s as a HUAC-approved ""Commie smasher,"" but this iteration of the character proved short-lived, and he disappeared again for awhile.When Thor, Iron Man, Ant-Man, and the Wasp found Cap buried in a block of ice in 1964 in ""The Avengers"" #4, it was explained that he had fallen from an experimental drone plane toward the end of WWII and been kept in suspended animation in the North Atlantic, while his young sidekick Bucky had crashed and died. Later, to explain the actions of the '50s Cap, a little creative retroactive continuity was used. While '40s Cap was frozen, a man made insane by the Super Soldier serum took on the mantle, and it was really him smashing all of those Commies.Ed Brubaker has had a lot of fun with Captain America's history during his long and excellent run writing the series. He understands that from the '60s until today, the character of Captain America has mirrored America's own search for its national identity. First and foremost, Captain America is a symbol, and symbols can be appropriated by anyone with an agenda.In the ""Two Americas"" storyline, Bad Cap is back, and a militia group of ""real Americans"" called The Watchdogs have rallied around him. Bucky, who took over the mantle of Captain America after Steve Rogers was assassinated (Rogers is back, but off doing his own thing now), infiltrates the group, along with Cap's old partner, The Falcon (one of the first mainstream black superheroes of the '70s).The connections with the Tea Party movement are pretty obvious. There's an excellent part of the story in which Bucky poses as a regular guy trucker just in town and Sam (The Falcon) poses as a federal tax collector coming into the bar to squeeze the small business owner for more taxes. Bucky beats Sam up, throws him out, and endears himself to the locals. ""Don't forget your briefcase, Obama!"" one of the locals yells after Bucky throws Sam into the parking lot. Later, when the Watchdogs show up at Sam's hotel room to kidnap him, one of them uses a term for him that's represented--as all comic book curses are--with a bunch of symbols. However, unlike most comic-book curse words, there are six symbols, not four.The first half of the story is stronger than the second, and not just because the second half devolves into a predictable showdown. All the racial specificity that identified the Watchdogs as a particular kind of homegrown terrorist is jettisoned, and there's even a black member of the Watchdogs who guards Sam after he's captured. (It's almost as if Brubaker received an edict from his editor.)Still, Brubaker is a fantastic comic-book storyteller, and his run on Captain America has been one of the best mainstream comic books of the past 10 years. Many ers seem to think his work on the title is slipping, but I think he's still doing a fantastic job. Captain America is a title I look forward to reading every month....more",Notes are private!,0,3,1,"Sep 15, 2010","Sep 25, 2010","Sep 15, 2010",,Hardcover,view (with text),/book/show/8612832-captain-america
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stranger in a Strange Land,"Heinlein, Robert A.",,,,525        pp,3.92,"312,642",Jul 1961,"Oct 01, 1991",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I dig Heinlein. I think he's brimming over with ideas and I like how committed he is to exploring them. I plan to read more of his novels than the thrI dig Heinlein. I think he's brimming over with ideas and I like how committed he is to exploring them. I plan to read more of his novels than the three I currently have under my belt, and I look forward to doing so.However, ""Stranger in a Strange Land"" failed to engage me on a basic level. It's not so much a novel as it is a collection of philosophical dialogues. These dialogues usually take the form of Heinlein's idealism and utopian thinking vs. Heinlein's skepticism and questioning of his own utopianism. While this is occasionally interesting, most of the time it's turgid.I can see why this novel had such a huge impact in the '60s. Its protagonist is a human who was raised on Mars, and has all the powers of Martians, such as telekinesis and astral projection. To buy this, you have to believe completely in nurture (as opposed to nature) and believe that the human mind is a powerhouse without limits, and the only reason you can't levitate is because you were conditioned by society to believe that you can't. This concept is extrapolated throughout the novel, breaking down religion, politics, etc.Sexuality is a major theme, too, as Valentine Michael Smith, the ""Man From Mars,"" establishes a ""nest"" (or cult, if you prefer) in which nudism and free love are the most natural ways of expressing personal divinity.My problem with this book is that I didn't buy most of it. Heinlein's vision of the future is hopelessly dated, and his vision of a higher consciousness seems mired in pedestrian contrarianism, wish fulfillment, and simplistic iconoclasm.I didn't hate it, I just wasn't moved by it....more",Notes are private!,0,7,1,"Aug 30, 2010","Dec 18, 2010","Aug 30, 2010",,Paperback,view (with text),/book/show/350.Stranger_in_a_Strange_Land
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Good Hanging and Other Stories,"Rankin, Ian*",0752877127,9780752877129,0752877127,288        pp,3.87,"3,740",1992,"Jan 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wasn't overly impressed by Ian Rankin's first three Inspector Rebus novels. The first two, especially, hinged on wildly implausible and not terriblyI wasn't overly impressed by Ian Rankin's first three Inspector Rebus novels. The first two, especially, hinged on wildly implausible and not terribly clever ""puzzle murders,"" which are never my favorite types of mystery stories.I enjoyed this collection of short stories, however, since it was more character-driven. ""Sunday"" and ""Auld Lang Syne"" in particular gave me a better sense of who Rebus was as a person than the entirety of Rankin's first three novels about him.Rankin's tendency to be cutesy still gets the better of him sometimes, but overall this was a good collection of stories, and I enjoyed it....more",Notes are private!,0,0,1,"Aug 23, 2010","Sep 15, 2010","Aug 23, 2010",,Paperback,view (with text),/book/show/1098778.A_Good_Hanging_and_Other_Stories
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hyperion        (Hyperion Cantos, #1)","Simmons, Dan",0553283685,9780553283686,0553283685,500        pp,4.26,"252,497","May 26, 1989",Mar 1990,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dan Simmons's first novel, Song of Kali, is one of the more memorable horror novels I've read. His science fiction novel The Hollow Man -- a tragic anDan Simmons's first novel, Song of Kali, is one of the more memorable horror novels I've read. His science fiction novel The Hollow Man -- a tragic and moving story about a man who can read minds -- is excellent, too. I read both of them more than 10 years ago, but Simmons has always been on my radar as an author I'd like to read more of.I didn't like Hyperion as much as either Song of Kali or The Hollow Man, but I think a lot of that is because it ends with so many plot threads unresolved. Simmons published a sequel, The Fall of Hyperion, shortly after this one, and I wouldn't be surprised if he wrote the entire thing as one novel, or at least planned a sequel as soon as he finished writing this one.Taken on its own, Hyperion is an involving science fiction novel full of riotous color and wild goings-on. It wears its literary influences on its sleeve. If you didn't know that the title of the novel comes from an epic poem by John Keats about a mythological war between Titans, you will by the end of the novel. Heck, there's even an articifial person (a ""cybrid"") in it named Johnny Keats, who is programmed with AI designed to replicate the mind and experiences of the poet.This was Simmons's first science fiction novel after writing two horror novels, and at times it seems as if he threw about a dozen different ideas into the story because he couldn't wait to use all of them. The structure of the book owes a debt to Chaucer's Canterbury Tales and Boccaccio's Decameron. Seven people -- a priest, a soldier, a poet, a pilot, a scholar, a detective, and a politician -- go on a pilgrimage to see a terrifying monster called The Shrike. On the way, they share their stories. This book has many layers ... perhaps more than it needs. Many of the pilgrims' stories are actually someone else's story, and the role of the person telling the tale is revealed only towards the end. In other cases, they are present throughout, but their role is tangential. Simmons deals with interstellar war, time travel, religion, colonialism, environmentalism, cyberspace, poetry, architecture, and more themes that I can't immediately recall. This everything-but-the-kitchen-sink approach means that the novel is rarely boring, but I often missed having a stronger focal point....more",Notes are private!,0,3,1,"Jul 31, 2010","Aug 28, 2010","Jul 31, 2010",,Mass Market Paperback,view (with text),/book/show/77566.Hyperion
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kevin Smith's Green Hornet, Vol. 1: Sins of the Father","Smith, Kevin",1606901427,9781606901427,1606901427,140        pp,3.66,551,"Sep 14, 2010","Sep 07, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fun stuff. I wasn't blown away by the first issue of Kevin Smith and Jonathan Lau's modern take on the Green Hornet, but by the second issue I was hooFun stuff. I wasn't blown away by the first issue of Kevin Smith and Jonathan Lau's modern take on the Green Hornet, but by the second issue I was hooked. Britt Reid, Jr. takes up his father's secret identity, aided by a female Kato. Smith keeps it pleasantly old school, and I'm looking forward to seeing where Smith and Lau go with this series after the first five issues, which are primarily about establishing the characters and situation, and not much else....more",Notes are private!,0,0,1,not set,"Jul 23, 2010","Jul 23, 2010",,Hardcover,view (with text),/book/show/7980865-kevin-smith-s-green-hornet-vol-1
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Demolished Man,"Bester, Alfred",,,,176        pp,3.97,"31,978",Mar 1953,Jan 1959,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alfred Bester's The Demolished Man was the first book to win the Hugo Award for Best Novel. I enjoyed it, but there are many ways in which it hasn't aAlfred Bester's The Demolished Man was the first book to win the Hugo Award for Best Novel. I enjoyed it, but there are many ways in which it hasn't aged well. Bester's vision of a 24th-century earth in which a significant portion of the population can read minds is interesting, but not fully realized. There are three levels of mind readers, or ""peepers."" The third level are employed as security guards, beat cops, etc. They can read minds, but only the surface thoughts. If one were to sit at a bar and think, ""I'm going to go home and kill my wife,"" they'd catch you. Second-level peepers can see much deeper, and first-level peepers can literally alter the reality of others' minds.So when industrialist Ben Reich decides he must kill his business rival, Craye D'Courtney, he becomes the first human in a long, long time to successfully commit a premeditated murder. His plans are clever, up to a point. He employs a first-level peeper to run interference for him, and he gets a woman who works for him to compose what is literally the most catchy and annoying jingle song of all time so he can sing it in his head whenever he's near a peeper, so they won't really know what he's thinking.The bulk of the novel is concerned with the cat and mouse game between Reich and police prefect Lincoln Powell, a first-level peeper. Most of this was enjoyable, despite Bester's sometimes irritating prose. He writes in a subjective, telegraphic style that was popular in the '50s, but that doesn't always work for science fiction, in which more things have to be described and explained to keep the reader engaged than in regular fiction. Bester writes in a loose, jazzy style, but there are too many wild things going on his imagined future that need to be more fully explicated for them to work. People in the book use slang like, ""Don't warp your orbit, Mac,"" (this from a ""jumper"" cab driver) and characters have names like ""Wyg&,"" ""@tkins,"" and ""1/4maine,"" but I'm not sure what stylistic tics like that ultimately add to the narrative.The book's dated qualities can be part of the fun, depending on your tastes. Bester describes how New York's Pennsylvania Station, for reasons lost in the mists of time, was destroyed in the ""late XXth century."" This turned out to be prescient, but that's purely accidental. Most of Bester's future world is half baked. The social values are those of the pre-Mad Men era, and you can take a rocket to Venus from Idlewild (maybe they changed the name back in the XXIInd century when they discovered JFK was really a robot)....more",Notes are private!,0,1,1,"Jul 18, 2010","Jul 31, 2010","Jul 19, 2010",,Mass Market Paperback,view (with text),/book/show/8601308-the-demolished-man
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Daredevil, Vol. 21: The Devil's Hand","Diggle, Andy",0785141138,9780785141136,0785141138,144        pp,3.49,482,2010,"Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 15, 2010","Jul 15, 2010",,Paperback,view,/book/show/7619091-daredevil-vol-21
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Invincible Iron Man, Volume 3: World's Most Wanted, Book 2","Fraction, Matt",0785139354,9780785139355,0785139354,144        pp,4.17,"1,839","Jan 20, 2010","Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 07, 2010","Jul 15, 2010",,Hardcover,view,/book/show/6746752-the-invincible-iron-man-volume-3
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Invincible Iron Man, Volume 2: World's Most Wanted, Book 1","Fraction, Matt",0785138285,9780785138280,0785138285,144        pp,4.08,"2,484","Jun 17, 2009","Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 12, 2010","Jul 14, 2010",,Hardcover,view,/book/show/6225668-the-invincible-iron-man-volume-2
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luke Cage Noir,"Benson, Mike",0785139427,9780785139423,0785139427,112        pp,3.54,519,2010,"Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Luke Cage recast as a reluctant hero in '30s Harlem makes a lot of sense, and works really well. My only complaint is that too much of the dialogue seLuke Cage recast as a reluctant hero in '30s Harlem makes a lot of sense, and works really well. My only complaint is that too much of the dialogue seems cribbed from hard-boiled source material without much of an effort to make it seem natural in the context of this story, but I thought the writing improved and became more fluid in the second half.The art is especially beautiful, and evokes a bygone criminal demimonde extremely well. As with Punisher Noir, there were some surprises about the character I didn't see coming and that I thought really worked for a noir setting....more",Notes are private!,0,3,1,"Jul 11, 2010","Jan 08, 2011","Jul 11, 2010",,Hardcover,view (with text),/book/show/6979360-luke-cage-noir
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Punisher Noir,"Tieri, Frank",0785139435,9780785139430,0785139435,112        pp,3.55,574,"Mar 31, 2010","Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Unlike some of the Marvel superheroes who've been shoehorned into Marvel Noir limited series (e.g., Wolverine as a private investigator?!?), Frank CasUnlike some of the Marvel superheroes who've been shoehorned into Marvel Noir limited series (e.g., Wolverine as a private investigator?!?), Frank Castle, a.k.a. The Punisher, is tailor-made for the noir treatment.Even so, Frank Tieri really knocks it out of the park with this four-issue series, and does some surprising and entertaining things with the character(s)....more",Notes are private!,0,0,1,"Jun 29, 2010",not set,"Jun 29, 2010",,Hardcover,view (with text),/book/show/7527261-punisher-noir
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I, Robot","Asimov, Isaac",0553294385,9780553294385,0553294385,273        pp,4.21,"346,406","Dec 02, 1950",Jun 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 29, 2010","Jul 17, 2010","Jun 29, 2010",,Mass Market Paperback,view,/book/show/76684.I_Robot
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spider-Woman, Agent of S.W.O.R.D.","Bendis, Brian Michael",078511999X,9780785119999,078511999X,176        pp,3.85,"1,251",2009,"Sep 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 28, 2010","Oct 26, 2010","Jun 28, 2010",,Hardcover,view,/book/show/6957640-spider-woman-agent-of-s-w-o-r-d
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jonah Hex, Vol. 8: The Six Gun War","Gray, Justin*",140122587X,9781401225872,140122587X,122        pp,3.76,165,"Jan 01, 2010","Apr 20, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 24, 2010","Jul 21, 2010","Jun 24, 2010",,Paperback,view,/book/show/7293154-jonah-hex-vol-8
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Reign: The Hood,"Parker, Jeff",0785141634,9780785141631,0785141634,128        pp,3.32,178,2010,"Jan 01, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 22, 2010","Jun 22, 2010",,Paperback,view,/book/show/6932985-dark-reign
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thunderbolts: Widowmaker,"Diggle, Andy",0785140069,9780785140061,0785140069,136        pp,3.38,198,"Dec 30, 2009","Jan 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 21, 2010","Jun 21, 2010",,Hardcover,view,/book/show/7047570-thunderbolts
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Valdez Is Coming,"Leonard, Elmore",0380822237,9780380822232,0380822237,256        pp,4.04,"2,883",1970,"Sep 25, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the best of Elmore Leonard's westerns that I've read so far. He expertly uses the ""they didn't know who they were messing with"" concept that hThis is the best of Elmore Leonard's westerns that I've read so far. He expertly uses the ""they didn't know who they were messing with"" concept that he would later put to such great effect in one of his best crime novels, 52 Pick-Up....more",Notes are private!,0,4,1,"Jun 21, 2010","Jun 28, 2010","Jun 21, 2010",,Mass Market Paperback,view (with text),/book/show/395277.Valdez_Is_Coming
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Y: The Last Man, Vol. 2: Cycles","Vaughan, Brian K.*",1401200761,9781401200763,1401200761,128        pp,4.21,"38,755","Sep 01, 2003","Sep 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 12, 2010","Jun 12, 2010",,Paperback,view,/book/show/332631.Y
