,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Luna's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Violeta,"Allende, Isabel*",0593496221,9780593496220,0593496221,368        pp,4.03,"80,161","Jan 25, 2022","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2022",,Paperback,view,/book/show/62952147-violeta
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Abstainer,"McGuire, Ian*",,,B07VLWCMLC,304        pp,3.60,"3,047","Sep 15, 2020","Sep 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 18, 2022",,Kindle Edition,view,/book/show/48510588-the-abstainer
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guineveres,"Domet, Sarah",1250086612,9781250086617,1250086612,352        pp,3.29,"3,496","Oct 04, 2016","Oct 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Four girls named Guinevere --- it was fun to follow their friendship and experiences in a convent home.,Notes are private!,0,1,1,"Dec 06, 2022","Dec 07, 2022","Dec 07, 2022",,Hardcover,view (with text),/book/show/28220847-the-guineveres
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",0593420314,9780593420317,0593420314,402        pp,3.84,"97,400","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2022",,Hardcover,view,/book/show/58210933-trust
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,596","Apr 05, 2022","May 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2022",,Hardcover,view,/book/show/58446227-sea-of-tranquility
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone,"McDermott, Alice",0374281092,9780374281090,0374281092,232        pp,3.78,"18,809","Sep 10, 2013","Sep 10, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"McDermott writes such exquisite beauty in the details of the quotidian. I loved every sentence of every chapter. Her writing is the closest I've come McDermott writes such exquisite beauty in the details of the quotidian. I loved every sentence of every chapter. Her writing is the closest I've come to Virginia Woolf and Jumpha Lahiri--my two favorite women authors. This is a story of one woman's simple life, the joys and sorrows...the shifting and changing of light. This book can easily be compared to Salter, particularly Light Years. I ran out this morning to grab a paper copy of To The Lighthouse because I saw it was only on my Kindle and I felt the urge to hold it in my hands. I plan on reading more McDermott....more",Notes are private!,0,2,1,"Nov 10, 2022","Nov 21, 2022","Nov 21, 2022",,Hardcover,view (with text),/book/show/17332207-someone
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Overland,"Diek, Ramcy A.*",,,B08MFKHHX8,321        pp,4.25,122,"Nov 10, 2020","Nov 10, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A man driven by revenge and desperation. A woman guided by love and compassion. A story that keeps you on the edge of your seat... a book you cannot pA man driven by revenge and desperation. A woman guided by love and compassion. A story that keeps you on the edge of your seat... a book you cannot put down. I cant say more without revealing spoilers. OVERLAND is a must read 5 Stars...more,Notes are private!,0,4,1,Nov 2022,"Nov 02, 2022","Nov 02, 2022",,Kindle Edition,view (with text),/book/show/54674748-overland
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossroads,"Franzen, Jonathan",1250858704,9781250858702,1250858704,592        pp,4.06,"56,509","Oct 05, 2021","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2022",,Paperback,view,/book/show/59822123-crossroads
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Home Front,"Hannah, Kristin*",1250858232,9781250858238,1250858232,432        pp,4.21,"134,203","Jan 31, 2012","Nov 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2022",,Paperback,view,/book/show/59808223-home-front
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birds of America: Stories,"Moore, Lorrie",0312241224,9780312241223,0312241224,308        pp,4.10,"15,719",1998,"Sep 23, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2022",,Paperback,view,/book/show/19631.Birds_of_America
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bird by Bird,"Lamott, Anne*",,,,238        pp,4.24,"101,453","May 05, 1994","Oct 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2022",,Paperback,view,/book/show/12543.Bird_by_Bird
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Portrait,"O'Farrell, Maggie*",,,,355        pp,4.02,"139,108","Aug 30, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2022",,Hardcover,view,/book/show/60353768-the-marriage-portrait
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Chairlift,"Irving, John*",1501189271,9781501189272,1501189271,889        pp,3.44,"8,133","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2022",,Hardcover,view,/book/show/60320396-the-last-chairlift
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wide Sargasso Sea,"Rhys, Jean",0393352560,9780393352566,0393352560,176        pp,3.59,"92,879",Oct 1966,"Jan 25, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I meant to read this long ago. A wonderful linked novel to Jane Eyre. It's not a leap to ask, 'who is the woman in the attic?' Now I know! Great storyI meant to read this long ago. A wonderful linked novel to Jane Eyre. It's not a leap to ask, 'who is the woman in the attic?' Now I know! Great story and beautifully written....more",Notes are private!,0,3,2,Oct 2022not set,"Oct 21, 2022not set","Oct 21, 2022",,Paperback,view (with text),/book/show/25622780-wide-sargasso-sea
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossroads,"Franzen, Jonathan",,,B08N8Z99MK,681        pp,4.06,"56,509","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2022",,Kindle Edition,view,/book/show/56247202-crossroads
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Editor,"Rowley, Steven*",,,,320        pp,3.80,"12,112","Apr 02, 2019","Apr 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Overall quite humorous, and the easy going storytelling gave the reader a wonderful and fond connection to Mrs. Onassis. The premise was clever and soOverall quite humorous, and the easy going storytelling gave the reader a wonderful and fond connection to Mrs. Onassis. The premise was clever and some allusions like Cavafy's Ithaka were lovely. I'm not a huge fan of literary devices but he did a good job with JKO....more",Notes are private!,0,1,1,"Oct 03, 2022","Oct 04, 2022","Oct 04, 2022",,Kindle Edition,view (with text),/book/show/40879757-the-editor
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Novelist as a Vocation,"Murakami, Haruki",0451494644,9780451494641,0451494644,224        pp,3.89,"13,093",2015,"Nov 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2022",,Hardcover,view,/book/show/60387307-novelist-as-a-vocation
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notebook of a Return to the Native Land,"Césaire, Aimé",0819564524,9780819564528,0819564524,66        pp,4.09,"2,935",1939,"Sep 24, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I stumbled upon this slim book of poetry written in 1939 by the great black Martinique poet and leader of the movement against French colonization. ItI stumbled upon this slim book of poetry written in 1939 by the great black Martinique poet and leader of the movement against French colonization. It's was something new to me and I appreciate it greatly....more,Notes are private!,0,1,1,"Sep 22, 2022","Sep 22, 2022","Sep 22, 2022",,Paperback,view (with text),/book/show/32649.Notebook_of_a_Return_to_the_Native_Land
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Serpent Awakens,"Saint Claire, Luna*",1928816754,9781928816751,B0BF15DWHW,287        pp,4.38,24,unknown,"Oct 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you think you know how The Sleeping Serpent ended, think again! The Serpent Awakens is a stand alone sequel to The Sleeping Serpent. Not erotic or If you think you know how The Sleeping Serpent ended, think again! The Serpent Awakens is a stand alone sequel to The Sleeping Serpent. Not erotic or as dark as the first book. It's a spiritual journey to find one's purpose and meaning in life....more",Notes are private!,0,0,1,"Sep 24, 2022","Feb 14, 2023","Sep 22, 2022",,ebook,view (with text),/book/show/62590974-the-serpent-awakens
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Problem of Pain,"Lewis, C.S.",0007461267,9780007461264,0007461267,162        pp,4.13,"63,593",1940,"Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2022",,Paperback,view,/book/show/13650513-the-problem-of-pain
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons,"McEwan, Ian*",0593535200,9780593535202,0593535200,448        pp,4.01,"23,374","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2022",,Hardcover,view,/book/show/60092581-lessons
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Friend of My Youth,"Munro, Alice",0099820609,9780099820604,0099820609,288        pp,4.07,"4,902",1987,"Jan 01, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've been reading story collections. It's a special art form to create character and story in a small compact and yet powerful format. Munro is brilliI've been reading story collections. It's a special art form to create character and story in a small compact and yet powerful format. Munro is brilliant, and a master....more",Notes are private!,0,2,1,"Aug 12, 2022","Sep 07, 2022","Sep 07, 2022",,Paperback,view (with text),/book/show/111152.Friend_of_My_Youth
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passenger        (The Passenger #1),"McCarthy, Cormac",1447245830,,B09V1BKHF2,400        pp,3.59,"28,968","Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2022",,Kindle Edition,view,/book/show/60743685-the-passenger
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Autoportrait,"Ball, Jesse*",1646221389,9781646221387,1646221389,140        pp,4.10,301,"Aug 16, 2022","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2022",,Hardcover,view,/book/show/59892324-autoportrait
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead-End Memories: Stories,"Yoshimoto, Banana",1640093699,9781640093690,1640093699,240        pp,3.89,"5,626",2003,"Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2022",,Hardcover,view,/book/show/59892213-dead-end-memories
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After the Hurricane,"Franqui, Leah",,,B09J52YVNP,364        pp,3.51,613,"Aug 09, 2022","Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2022",,Kindle Edition,view,/book/show/60914204-after-the-hurricane
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crane Wife: A Memoir in Essays,"Hauser, C.J.*",0385547072,9780385547079,0385547072,320        pp,4.07,"3,787","Feb 01, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2022",,Hardcover,view,/book/show/57925999-the-crane-wife
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",,,B0176M3U10,386        pp,4.17,"3,333,747","Aug 02, 2016","Aug 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"On holiday in the mountains with family, my niece handed me this novel. I don't normally read mainstream genre romance, but she loved it and I wanted On holiday in the mountains with family, my niece handed me this novel. I don't normally read mainstream genre romance, but she loved it and I wanted to read for myself and see why Hoover is so popular with 3 books on the Times best seller list. Turns out I loved it. Hoover did her homework regarding the nature of abuse. Having myself done an enormous amount of research on narcissist abuse and Borderline personality disorder for my novel, The Sleeping Serpent, I was drawn into the character's believable relationship. She wove the past and present well and it didn't feel forced nor did the ending feel contrived. Her epilogue explained the story as coming from her parent's relationship. Well done....more",Notes are private!,0,4,1,"Aug 06, 2022","Aug 07, 2022","Aug 07, 2022",,Kindle Edition,view (with text),/book/show/27362503-it-ends-with-us
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Existentialists and Mystics: Writings on Philosophy and Literature,"Murdoch, Iris",0140264922,9780140264920,0140264922,546        pp,4.14,265,1997,"Jul 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2022",,Paperback,view,/book/show/11231.Existentialists_and_Mystics
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sea, the Sea","Murdoch, Iris",014118616X,9780141186160,014118616X,528        pp,3.95,"21,836",1978,"Mar 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2022",,Paperback,view,/book/show/11229.The_Sea_the_Sea
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Earthspinner,"Roy, Anuradha",0063220687,9780063220683,0063220687,224        pp,3.79,594,"Sep 09, 2021","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2022",,Hardcover,view,/book/show/59333205-the-earthspinner
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kingdom of Sand,"Holleran, Andrew",0374600961,9780374600969,0374600961,258        pp,3.51,"1,268","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 28, 2022",,Hardcover,view,/book/show/58772743-the-kingdom-of-sand
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beloved,"Morrison, Toni",,9781400033416,1400033411,324        pp,3.95,"435,371","Sep 16, 1987","Jun 08, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2022",,Paperback,view,/book/show/6149.Beloved
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Paradise        (Beloved Trilogy, #3)","Morrison, Toni",0452280397,9780452280397,B007CIHO02,318        pp,3.85,"27,014","Dec 24, 1997","Apr 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2022",,Paperback,view,/book/show/5198.Paradise
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Filthy Animals,"Taylor, Brandon",0525538917,9780525538912,0525538917,288        pp,3.65,"8,874","Jun 22, 2021","Jun 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2022",,Hardcover,view,/book/show/55801198-filthy-animals
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lives of Girls and Women,"Munro, Alice",0375707492,9780375707490,0375707492,277        pp,3.96,"13,988",1971,"Feb 13, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2022",,Paperback,view,/book/show/14285.Lives_of_Girls_and_Women
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night of the Living Rez,"Talty, Morgan*",195353418X,9781953534187,195353418X,285        pp,3.92,"9,894","Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2022",,Paperback,view,/book/show/56648158-night-of-the-living-rez
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All That She Carried: The Journey of Ashley's Sack, a Black Family Keepsake","Miles, Tiya*",1984854992,9781984854995,1984854992,385        pp,3.95,"6,384","Jun 08, 2021","Jun 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2022",,Hardcover,view,/book/show/56108283-all-that-she-carried
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlemarch,"Eliot, George",0451529170,9780451529176,0451529170,912        pp,4.02,"162,899",1871,"Dec 02, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Jul 21, 2022",,Mass Market Paperback,view,/book/show/19089.Middlemarch
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ninth Hour,"McDermott, Alice",0374280142,9780374280147,0374280142,247        pp,3.59,"17,505","Sep 19, 2017","Sep 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2022",,Hardcover,view,/book/show/33931059-the-ninth-hour
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful World, Where Are You","Rooney, Sally*",1250859042,9781250859044,1250859042,359        pp,3.54,"388,536","Sep 07, 2021","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2022",,Paperback,view,/book/show/59808034-beautiful-world-where-are-you
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liberation Day,"Saunders, George",0525509593,9780525509592,0525509593,256        pp,4.00,"12,167","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2022",,Hardcover,view,/book/show/60471573-liberation-day
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lucy by the Sea        (Amgash, #4)","Strout, Elizabeth*",0593446062,9780593446065,0593446062,291        pp,3.92,"64,812","Sep 20, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2022",,Hardcover,view,/book/show/60657583-lucy-by-the-sea
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",,,,213        pp,4.26,"245,125","Jul 16, 2019","Jul 16, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Five important stars. Colson Whitehead says in the acknowledgement pages that this fictional story is inspired by the Dozier School in Marianna, FloriFive important stars. Colson Whitehead says in the acknowledgement pages that this fictional story is inspired by the Dozier School in Marianna, Florida. The Nickel Boys reads like narrative nonfiction. It's a great read and informative in much the same painfully troubling way as reading about the Native American boarding schools like Carlile Indian School, and memoirs by Native people who experienced that brutality. I wasn't able to put this book down. Whitehead is a brilliant storyteller....more",Notes are private!,0,3,1,"Jul 10, 2022","Jul 10, 2022","Jul 10, 2022",,Kindle Edition,view (with text),/book/show/42270835-the-nickel-boys
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Lives We Ever Lived: Seeking Solace in Virginia Woolf,"Smyth, Katharine*",1524760625,9781524760625,1524760625,320        pp,3.81,805,"Jan 29, 2019","Jan 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2022",,Hardcover,view,/book/show/40068068-all-the-lives-we-ever-lived
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Socially Acceptable Breakdown,"Roche, Patrick",9781943735,,,83        pp,4.25,204,unknown,"Oct 19, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have taken my time to absorb the power of these poems. There is beauty, and pain, and darkness, and most of all joy, and hope. One poem questions faI have taken my time to absorb the power of these poems. There is beauty, and pain, and darkness, and most of all joy, and hope. One poem questions faith... and it is there in the poems. These poems are deeply personal. They are about eating disorder, panic attacks, suicide. Finding Love and surviving loss. Depression is a key--but to a door that opens and let's the light in.... beautiful work....more",Notes are private!,0,0,1,"Jul 09, 2022","Jul 09, 2022","Jul 09, 2022",,Paperback,view (with text),/book/show/58795610-a-socially-acceptable-breakdown
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",0399562966,9780399562969,0399562966,401        pp,4.28,"128,865","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2022",,Hardcover,view,/book/show/59109077-horse
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Daughter of Doctor Moreau,"Moreno-Garcia, Silvia*",0593355334,9780593355336,0593355334,306        pp,3.58,"31,009","Jul 19, 2022","Jul 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2022",,Hardcover,view,/book/show/54829360-the-daughter-of-doctor-moreau
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Thief,"Zusak, Markus*",,,0375831002,592        pp,4.39,"2,557,522","Sep 01, 2005","Mar 14, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2022",,Kindle Edition,view,/book/show/19063.The_Book_Thief
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road,"McCarthy, Cormac",0307387895,9780307387899,B004KFYUTI,287        pp,3.99,"904,430","Sep 26, 2006","Apr 07, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2022",,Paperback,view,/book/show/350540.The_Road
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl with a Pearl Earring,"Chevalier, Tracy*",0452287022,9780452287020,0452287022,233        pp,3.93,"736,628",1999,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2022",,Paperback,view,/book/show/2865.Girl_with_a_Pearl_Earring
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman Warrior,"Kingston, Maxine Hong",1447275225,9781447275220,1447275225,252        pp,3.73,"31,821","Aug 12, 1976",2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2022",,Paperback,view,/book/show/25534223-the-woman-warrior
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune        (Dune, #1)","Herbert, Frank",059309932X,9780593099322,059309932X,658        pp,4.27,"1,357,893","Jun 01, 1965","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2022",,Hardcover,view,/book/show/44767458-dune
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fellowship of the Ring        (The Lord of the Rings, #1)","Tolkien, J.R.R.",0547928211,9780547928210,0547928211,407        pp,4.39,"2,808,375","Jul 29, 1954","Sep 18, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2022",,Paperback,view,/book/show/13356706-the-fellowship-of-the-ring
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Exit,"Sartre, Jean-Paul",0573613052,9780573613050,0573613052,60        pp,4.12,"39,312",1944,"Jan 01, 1958",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 07, 2022",,Paperback,view,/book/show/123933.No_Exit
