,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Allison ༻hikes the bookwoods༺'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Will Show You How It Was: The Story of Wartime Kyiv,"Ponomarenko, Illia",1639733876,9781639733873,1639733876,288        pp,4.75,4,May 2024,"May 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2024",,Hardcover,view,/book/show/200113497-i-will-show-you-how-it-was
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Buried,"Rotenberg, Robert",1982179643,9781982179649,1982179643,320        pp,4.02,174,"Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2024",,Paperback,view,/book/show/176443301-what-we-buried
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Miraculous Flight of Owen Leach,"Dupree, Jennifer*",1627203931,9781627203937,1627203931,326        pp,4.03,31,2022,"May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Paperback,view,/book/show/59949094-the-miraculous-flight-of-owen-leach
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Batshit Seven,Sheung-King*,0735245304,9780735245303,0735245304,336        pp,3.57,44,"Feb 20, 2024","Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Hardcover,view,/book/show/189212559-batshit-seven
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Afraid You've Got Dragons,"Beagle, Peter S.*",1668025272,9781668025277,1668025272,288        pp,4.05,100,"May 14, 2024","May 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Hardcover,view,/book/show/199798488-i-m-afraid-you-ve-got-dragons
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Great Country,"Gowda, Shilpi Somaya*",0385688962,9780385688963,0385688962,336        pp,4.06,536,"Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Paperback,view,/book/show/200541252-a-great-country
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bullet That Missed        (Thursday Murder Club, #3)","Osman, Richard",0241512425,9780241512425,0241512425,413        pp,4.39,"165,264","Sep 15, 2022","Sep 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book, the third in the series, was probably my least favourite so far, but it was still very enjoyable. I'm hoping to get to the next one very soThis book, the third in the series, was probably my least favourite so far, but it was still very enjoyable. I'm hoping to get to the next one very soon. ...more",Notes are private!,0,3,1,"Feb 10, 2024","Feb 14, 2024","Feb 10, 2024",,Hardcover,view (with text),/book/show/58957615-the-bullet-that-missed
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grieving Room: Making Space for All the Hard Things after Death and Loss,"Friesen, Leanne",1506492371,9781506492377,1506492371,241        pp,4.86,37,unknown,"Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2024",,Hardcover,view,/book/show/176186060-grieving-room
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A quiet life in 7 steps,"Cain, Susan*",,,B0CN7GJB1K,5        pp,3.70,433,unknown,"Jan 05, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I always enjoy Susan Cain but I prefer her books to this shortened version of her views made for Audible.,Notes are private!,0,1,1,"Feb 07, 2024",Apr 2024,"Feb 07, 2024",,Audible Audio,view (with text),/book/show/205453932-a-quiet-life-in-7-steps
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Hotel,"Ham, Yeji Y.",,9780385698054,,unknown,3.50,137,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2024",,Hardcover,view,/book/show/205878588-the-invisible-hotel
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mother Act,"Reimer, Heidi*",1039002196,9781039002197,1039002196,352        pp,4.52,21,"Apr 30, 2024","Apr 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2024",,Paperback,view,/book/show/122349268-the-mother-act
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only Constant: A Guide to Embracing Change and Leading an Authentic Life,"Zebian, Najwa*",,9780735246584,,unknown,4.37,51,unknown,"Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Hardcover,view,/book/show/198205549-the-only-constant
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grey Dog,"Gish, Elliott*",177041732X,9781770417328,177041732X,400        pp,4.03,177,unknown,"Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2024",,Paperback,view,/book/show/198385737-grey-dog
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Afterpains,"Stainsby, Anna Julia*",1039006949,9781039006942,1039006949,272        pp,4.33,45,unknown,"Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2024",,Hardcover,view,/book/show/63387764-the-afterpains
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monday Rent Boy,"Doherty, Susan*",1039006558,9781039006553,1039006558,360        pp,4.59,29,unknown,"Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2024",,Hardcover,view,/book/show/195105544-monday-rent-boy
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm So Glad We Had This Time Together: A Memoir,"Vellekoop, Maurice",1039010504,9781039010505,1039010504,496        pp,4.35,124,"Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2024",,Hardcover,view,/book/show/198972991-i-m-so-glad-we-had-this-time-together
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love, Lies, and Cherry Pie","Lau, Jackie*",1668030764,9781668030769,1668030764,352        pp,3.84,209,"May 07, 2024","May 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2024",,Paperback,view,/book/show/199798143-love-lies-and-cherry-pie
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Used to Live Here,"Kliewer, Marcus*",1982198788,9781982198787,1982198788,320        pp,4.22,176,"Jun 18, 2024","Jun 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2024",,Hardcover,view,/book/show/199798006-we-used-to-live-here
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Affair,"Drysdale, Pip*",166802151X,9781668021514,166802151X,368        pp,3.74,"2,681","Feb 03, 2021","May 28, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2024",,Paperback,view,/book/show/199798720-the-paris-affair
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Sweet Sting of Salt,"Sutherland, Rose*",,9781039008021,,352        pp,4.16,439,"Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2024",,Paperback,view,/book/show/204272344-a-sweet-sting-of-salt
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Highly Sensitive Person: How to Thrive When the World Overwhelms You,"Aron, Elaine N.",,,B00GT1YES8,290        pp,3.85,"49,272","Jun 02, 1997",2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm not sure what to make of this book. It's insightful, but also incredibly dated in both presentation and the illustrative examples. I would like toI'm not sure what to make of this book. It's insightful, but also incredibly dated in both presentation and the illustrative examples. I would like to read a more recently published book on the topic. I was also disappointed when the author moved toward the mystical in discussions of spirituality. It took the scientific basis of the book down a notch. ...more",Notes are private!,0,2,1,"Jan 30, 2024","Feb 05, 2024","Jan 30, 2024",,Kindle Edition,view (with text),/book/show/53356190-the-highly-sensitive-person
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Earth and Soul: Reconnecting Amid Climate Chaos,"Rampy, Leah*",1954805624,9781954805620,1954805624,228        pp,4.55,20,unknown,"Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Paperback,view,/book/show/204040644-earth-and-soul
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foreign Agents: How American Lobbyists and Lawmakers Threaten Democracy Around the World,"Michel, Casey*",1250286050,9781250286055,1250286050,368        pp,4.86,7,unknown,"Aug 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/195790855-foreign-agents
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 80/20 CEO: Take Command of Your Business in 100 Days,"Canady, Bill*",,9798888242483,B0CQN4WND4,267        pp,4.83,116,unknown,"Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/204125516-the-80-20-ceo
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Build Like A Woman: The Blueprint for Creating a Business and Life You Love,"Griffith, Kathleen",1250286999,9781250286994,1250286999,288        pp,3.00,2,unknown,"Jun 04, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/195791268-build-like-a-woman
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nineteen Ways of Looking at Consciousness,"House, Patrick",1250151198,9781250151193,1250151198,272        pp,3.50,526,Oct 2022,"Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Paperback,view,/book/show/127280956-nineteen-ways-of-looking-at-consciousness
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rees Approach: A Beginner's Guide to Making Money in the Stock Market,"Rees, Christopher*",,9798369944103,B0BSWQP3Y7,310        pp,4.43,7,unknown,"Jan 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Paperback,view,/book/show/84282441-the-rees-approach
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Simplify Vegetable Gardening: All the Botanical Know-How You Need to Grow More Food and Healthier Edible Plants,"O'Neill, Tony",0760384975,9780760384978,0760384975,192        pp,2.50,10,unknown,"Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Paperback,view,/book/show/173404309-simplify-vegetable-gardening
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stoic Mindset: Living the Ten Principles of Stoicism,"Tuitert, Mark",1250325277,9781250325273,1250325277,144        pp,3.79,28,unknown,"Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/127280508-the-stoic-mindset
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Layered Edible Garden: A Beginner's Guide to Creating a Productive Food Garden Layer by Layer – From Ground Covers to Trees and Everything in Between,"Chung, Christina",0760385599,9780760385593,0760385599,224        pp,4.30,20,unknown,"Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Paperback,view,/book/show/173404036-the-layered-edible-garden
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indivisible: How to Forge Our Differences into a Stronger Future,"Hamilton, Denise",1682688380,9781682688380,1682688380,240        pp,4.50,68,unknown,"Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/150778872-indivisible
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emotional Intelligence Habits,"Bradberry, Travis*",0974719374,9780974719375,0974719374,432        pp,4.35,312,unknown,"Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/151339300-emotional-intelligence-habits
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Fight: A Memoir,"Rousey, Ronda",1538757370,9781538757376,1538757370,288        pp,4.22,87,unknown,"Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/195820798-our-fight
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transformative Grief: An Ancient Ritual of Healing for Modern Times,"Dunblazier, Tracee*",0764366319,9780764366314,0764366319,272        pp,5.00,2,unknown,"May 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/62563809-transformative-grief
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Timeboxing: The Power of Doing One Thing at a Time,"Zao-Sanders, Marc",1250340152,9781250340153,1250340152,320        pp,3.44,54,unknown,"Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Paperback,view,/book/show/158161255-timeboxing
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unstressable: A Practical Guide to Stress-Free Living,"Gawdat, Mo",1250319757,9781250319753,,368        pp,3.90,10,unknown,2024,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/205165831-unstressable
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drive: The Lasting Legacy of Tiger Woods,"Harig, Bob",1250288754,9781250288752,B0C1X77GLW,312        pp,3.93,30,unknown,"Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/126918625-drive
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maame,"George, Jessica",1250853737,9781250853738,1250853737,336        pp,4.07,"83,319","Jan 31, 2023","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Paperback,view,/book/show/127281413-maame
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Short Walk Through a Wide World,"Westerbeke, Douglas",1668054922,9781668054925,1668054922,400        pp,3.80,770,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Paperback,view,/book/show/186631950-a-short-walk-through-a-wide-world
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wandering Stars,"Orange, Tommy*",0771050364,9780771050367,0771050364,336        pp,4.01,"4,899","Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/205829177-wandering-stars
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chouette,"Oshetsky, Claire*",006306667X,9780063066670,006306667X,256        pp,3.88,"4,698","Nov 04, 2021","Nov 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2024",,Hardcover,view,/book/show/56986846-chouette
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Argylle,"Conway, Elly",0593600010,9780593600016,0593600010,384        pp,3.29,"7,472","Jan 04, 2024","Jan 09, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In all honesty, I only read this book because of all the speculation about the author’s identity. I was certain pretty early on that this is not the wIn all honesty, I only read this book because of all the speculation about the author’s identity. I was certain pretty early on that this is not the work of Taylor Swift or J.K. Rowling, and before I was done, the author’s true identity was revealed to be Tammy Cohen. This was far less exciting but I persevered to the end, if only to enjoy visualizing the very handsome Henry Cavill as Argylle!...more",Notes are private!,0,5,1,"Jan 30, 2024","Feb 05, 2024","Jan 28, 2024",,Hardcover,view (with text),/book/show/195608705-argylle
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Showman: Inside the Invasion That Shook the World and Made a Leader of Volodymyr Zelensky,"Shuster, Simon",0063307421,9780063307421,0063307421,384        pp,4.13,559,unknown,"Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2024",,Hardcover,view,/book/show/63365317-the-showman
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Letter from Your Lover,"Moyes, Jojo*",,,,432        pp,4.00,"124,524","Jul 07, 2011","Jun 26, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2024",,Paperback,view,/book/show/12986521-the-last-letter-from-your-lover
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dopamine Nation: Finding Balance in the Age of Indulgence,"Lembke, Anna",1524746738,9781524746735,1524746738,304        pp,3.92,"41,070","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,ebook,view,/book/show/55723020-dopamine-nation
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The In-Between: Unforgettable Encounters During Life's Final Moments,"Vlahos, Hadley *",059349993X,9780593499931,059349993X,288        pp,4.53,"26,014","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/63033521-the-in-between
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Enough: When Achievement Culture Becomes Toxic-and What We Can Do About It,"Wallace, Jennifer Breheny",0593191862,9780593191866,0593191862,320        pp,4.22,"3,047","Aug 22, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/63876547-never-enough
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Our Best Behavior: The Seven Deadly Sins and the Price Women Pay to Be Good,"Loehnen, Elise*",059324303X,9780593243039,059324303X,384        pp,3.83,"5,537","May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/63876551-on-our-best-behavior
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Women: Data Bias in a World Designed for Men,"Criado Pérez, Caroline",1419729071,9781419729072,1419729071,448        pp,4.35,"117,313","Mar 07, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/41104077-invisible-women
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Class: A Memoir of Motherhood, Hunger, and Higher Education","Land, Stephanie*",1982151390,9781982151393,B0BTZBJ26H,285        pp,3.64,"7,764","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/101160309-class
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Flight of the WASP: The Rise, Fall, and Future of America’s Original Ruling Class","Gross, Michael",080216188X,9780802161888,B0C31LC4CC,480        pp,3.26,74,"Nov 14, 2023","Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Kindle Edition,view,/book/show/136279928-flight-of-the-wasp
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Downstairs,"Lundrigan, Nicole*",0735242720,9780735242722,0735242720,432        pp,3.85,454,"Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2024",,Paperback,view,/book/show/202514148-a-man-downstairs
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What You Are Looking For Is in the Library,"Aoyama, Michiko",1335005625,9781335005625,1335005625,304        pp,4.11,"31,705","Nov 09, 2020","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2024",,Hardcover,view,/book/show/91274427-what-you-are-looking-for-is-in-the-library
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reckoning,"Ensler, Eve",1639732888,9781639732883,1639732888,272        pp,3.87,166,"Jan 31, 2023","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2024",,Paperback,view,/book/show/133938855-reckoning
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Neena Lee Is Seeing Things,"Athens, Sheila*",,9798989164714,B0CNLKZPTV,293        pp,4.42,95,unknown,"Nov 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2024",,Paperback,view,/book/show/202354111-neena-lee-is-seeing-things
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Supercommunicators: How to Unlock the Secret Language of Connection,"Duhigg, Charles*",0385697740,9780385697743,0385697740,320        pp,4.08,"3,317","Feb 20, 2024","Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2024",,Hardcover,view,/book/show/205644368-supercommunicators
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Immortal King Rao,"Vara, Vauhini*",0393541754,9780393541755,0393541754,384        pp,3.67,"3,169","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2024",,Hardcover,view,/book/show/58999177-the-immortal-king-rao
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grantrepreneurs,"Swan, Jake",1778078176,9781778078170,1778078176,176        pp,5.00,3,unknown,"Sep 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Paperback,view,/book/show/199065862-grantrepreneurs
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Morgan's Book Brigade,"Charles, Janet Skeslien*",166801033X,9781668010334,166801033X,336        pp,4.28,291,"May 07, 2024","Apr 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Paperback,view,/book/show/199798137-miss-morgan-s-book-brigade
