,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Georgie-who-is-Sarah-Drew's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"At First Spite        (Harlot's Bay, #1)","Dade, Olivia*",0063215926,9780063215924,,400        pp,3.89,"4,140","Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,ebook,view,/book/show/65646928-at-first-spite
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Yes, No, or Maybe?        (Light Novel 1)","Ichiho, Michi",1645058662,9781645058663,1645058662,180        pp,3.79,388,"Nov 08, 2014","Nov 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 03, 2024","Feb 16, 2024",,Paperback,view,/book/show/51952280-yes-no-or-maybe
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bloom,"Walker, N.R.",,,B0CR6662K2,206        pp,4.10,"1,663","Feb 16, 2024","Feb 16, 2024",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,N.R. Walker can do plotless insta-love better than this: Bossy is good fun.But a book without conflict and without a plot and without characters who hN.R. Walker can do plotless insta-love better than this: Bossy is good fun.But a book without conflict and without a plot and without characters who have a character—blooming boring....more,Notes are private!,0,1,1,not set,"Mar 03, 2024","Feb 16, 2024",,Kindle Edition,view (with text),/book/show/204488136-bloom
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fair Haven,"Palmer, Wendy*",0987451162,9780987451163,B0CK6WT963,521        pp,4.40,5,unknown,"Nov 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Kindle Edition,view,/book/show/200353396-fair-haven
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Only Human,"Katz, Meredith*",1989646034,,B07WBZXHKW,57        pp,3.89,37,"Oct 17, 2018","Aug 07, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 11, 2024","Feb 11, 2024",,Kindle Edition,view,/book/show/51073663-only-human
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mechanics of Lust        (Mackenzie Country, #2)","Hogan, Jay*",199110412X,9781991104120,B0C5892MSY,387        pp,4.39,967,"Oct 19, 2023","Oct 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2024",,Kindle Edition,view,/book/show/155693024-the-mechanics-of-lust
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Business or Pleasure,"Solomon, Rachel Lynn*",1405955503,9781405955508,,unknown,3.79,"23,408","Jul 04, 2023","Jul 04, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The premise had promise, but the MCs were charmless/clueless. To be fair, I skim-read to the end, so I might have missed some 3-star territory. Maybe.",Notes are private!,0,3,1,not set,"Mar 03, 2024","Feb 11, 2024",,ebook,view (with text),/book/show/62828484-business-or-pleasure
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Fake it in Hollywood,"Wilder, Ava*",,,B09G974Y3C,356        pp,3.68,"22,569","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2024",,Kindle Edition,view,/book/show/57023456-how-to-fake-it-in-hollywood
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Second-Best Men,"Hill, Fearne*",,,B0CKGGWHZ9,162        pp,4.12,408,unknown,"Nov 16, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 30, 2024","Feb 11, 2024",,Kindle Edition,view,/book/show/199360969-second-best-men
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fire on the Island,Timothy Jay Smith*,1950691640,9781950691647,,288        pp,3.58,169,"Jul 07, 2020","Jul 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2024",,ebook,view,/book/show/51101237-fire-on-the-island
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Paths Less Travelled        (The Winds of Fortune, #2)","Wiltshire, John*",,,B0C1C74WSD,289        pp,4.59,141,"May 26, 2023","May 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2024",,Kindle Edition,view,/book/show/125184872-the-paths-less-travelled
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monstrous Little Voices: Five New Stories from Shakespeare's Fantasy World,"Barnes, Jonathan*",1781083932,9781781083932,1781083932,297        pp,3.88,172,"Mar 08, 2016","Mar 10, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 11, 2024","Feb 11, 2024",,Paperback,view,/book/show/30763464-monstrous-little-voices
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Minotaur Takes a Cigarette Break,"Sherrill, Steven*",1847676995,9781847676993,1847676995,240        pp,3.74,"4,596","May 01, 2000","Sep 25, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 11, 2024","Feb 11, 2024",,ebook,view,/book/show/14141748-the-minotaur-takes-a-cigarette-break
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Play It Again,"Wayne, Aidan*",1488053774,9781488053771,,288        pp,3.65,500,"Apr 22, 2019","Apr 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,ebook,view,/book/show/43263026-play-it-again
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not So Cookie Cutter,"Wayne, Aidan*",,,B07YBB597M,112        pp,3.78,80,"Sep 23, 2019","Sep 23, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 30, 2024","Feb 10, 2024",,Kindle Edition,view,/book/show/49393142-not-so-cookie-cutter
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hitting The Mark,"Wayne, Aidan*",,,B07YHK3YJK,160        pp,3.37,52,"May 28, 2019","Sep 27, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Kindle Edition,view,/book/show/49668522-hitting-the-mark
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The [Fake] Dating Game,"Janovsky, Timothy*",0008938296,9780008938291,B0CK159N91,249        pp,3.74,916,"Jan 23, 2024","Jan 04, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 03, 2024","Feb 10, 2024",,Kindle Edition,view,/book/show/199921105-the-fake-dating-game
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Showers, Flowers, and Fangs","Wayne, Aidan*",,9781640804357,,190        pp,3.93,210,"Dec 11, 2018","Dec 11, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,ebook,view,/book/show/41796082-showers-flowers-and-fangs
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sisters of the Forsaken Stars        (Our Lady of Endless Worlds, #2)","Rather, Lina*",,,B08QGFM6KJ,176        pp,3.82,"1,073","Feb 22, 2022","Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Kindle Edition,view,/book/show/58744518-sisters-of-the-forsaken-stars
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Waiting for the Flood        (Spires, #2)","Hall, Alexis*",1728251370,9781728251370,B0C3115J53,375        pp,4.01,"4,372","Feb 21, 2015","Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Kindle Edition,view,/book/show/136280974-waiting-for-the-flood
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such A Small World,"Clayden-Lewis, Jordan*",,,,unknown,4.71,7,unknown,"Jun 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,,view,/book/show/198397679-such-a-small-world
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Impromptu Match        (Goliaths of Wrestling, #1)","Mayne, Lily*",,,B0CTD3GCDG,422        pp,4.19,"1,664","Feb 09, 2024","Feb 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Kindle Edition,view,/book/show/206008753-impromptu-match
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midwinter Marriage,"Noone, K.L.",1685506879,9781685506872,B0CV3STJGL,77        pp,4.51,47,unknown,"Feb 10, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 30, 2024","Feb 10, 2024",,Kindle Edition,view,/book/show/207616974-midwinter-marriage
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Canadian Boyfriend,"Holiday, Jenny*",1538724928,9781538724927,1538724928,384        pp,3.64,"5,032","Jan 30, 2024","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/200300820-canadian-boyfriend
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Of Martha        (1913),"Dowdall, Mary Frances Harriet",0548712174,9780548712177,0548712174,292        pp,4.00,1,1913,"Nov 03, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2024",,Paperback,view,/book/show/66629199-the-book-of-martha
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Death in Diamonds,"Bennett, S.J.*",1838776265,9781838776268,B0BLJYMHJR,406        pp,4.29,526,"Feb 01, 2024","Feb 01, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Kindle Edition,view,/book/show/63891203-a-death-in-diamonds
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flashes,"Noone, K.L.",1685506585,9781685506582,B0CSF2VLR6,unknown,4.29,14,unknown,"Jan 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 08, 2024","Feb 04, 2024",,Kindle Edition,view,/book/show/205461198-flashes
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heart2Heart: A Paranormal Charity Anthology (Collection), Volume 7        (Collection), Volume 7 (Heart2Heart Volume 7)","Blake, Macy",,,B0CQV5MG81,501        pp,4.37,734,"Feb 02, 2024","Feb 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Kindle Edition,view,/book/show/204268018-heart2heart
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wintering with George,"Calmes, Mary*",,,B0CTJB123S,126        pp,4.43,"1,036",unknown,"Jan 28, 2024",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 10, 2024","Feb 04, 2024",,Kindle Edition,view,/book/show/206172815-wintering-with-george
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heart2Heart: A Contemporary Charity Anthology, Volume 7","Albert, Annabeth*",,,B0CQV48NY8,688        pp,4.33,634,"Feb 02, 2024","Feb 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Kindle Edition,view,/book/show/204268079-heart2heart
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Odd Throuple,"Whitecroft, Jess",,,B0BWWL6FW1,324        pp,4.10,98,unknown,"Feb 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Kindle Edition,view,/book/show/123018535-the-odd-throuple
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mystery Magnet        (The Last Picks, #1)","Ashe, Gregory*",1636210791,9781636210797,B0CSGR99PP,174        pp,4.80,10,unknown,"Apr 29, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2024",,Kindle Edition,view,/book/show/205469524-mystery-magnet
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Friend Zone Experiment,"Cho, Zen*",1250330394,9781250330390,1250330394,352        pp,3.86,7,"Aug 06, 2024","Aug 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2024",,Paperback,view,/book/show/195791545-the-friend-zone-experiment
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jane & Edward,"Edwards, Melodie*",0593440773,9780593440773,0593440773,352        pp,4.00,"2,629","Mar 21, 2023","Mar 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.75 starsA very acceptable updating of ""Jane Eyre"" to C21st Toronto, with most of the strengths and weaknesses of the original. In other words, the f3.75 starsA very acceptable updating of ""Jane Eyre"" to C21st Toronto, with most of the strengths and weaknesses of the original. In other words, the first part (Jane & Edward) is the more compelling. There's a lot to enjoy in seeing Jane come into her own, and the developing relationship with Edward is energetic and witty (even if Edward's inner teddy-bear is a little too obvious). This was heading towards definite 4-star territory. However, moving from boss/assistant to an affair does grate, both because C19th Jane's qualms don't quite stack up for C21st Jane, and because of the rather dodgy power dynamics.The second part, after ""Mrs Rochester"" is discovered, loses energy with Edward off the scene. Modern-day St.John Rivers is also subtly off course: the original had at least a strong moral centre to him. The differences between C19th / C21st are also at their most obvious. C19th Jane had few choices, so walking away from Rochester was truly brave; C21st Jane is more independent, so her refusal to compromise in any regard has an air of priggishness about it, which eroded my sympathy for her. The biggest difference is in the treatment of Rochester. The ending of ""Jane Eyre"" punishes him with blindness: it's a punishment of biblical proportions. Edward, on the other hand, loses his partnership and has to relocate to the other side of the country to teach. Um, one of these things is not like the other. I can absolutely see why Melodie Edwards stepped back from the high drama of blindness, but the watered-down ending left me feeling a little flat. More: ""Oh, right, OK, they've got together again, not sure why they split tbh."" Not, ""Oh, thank goodness, they're together, they have fought so hard against all the odds, I never thought they'd make it."" Not the exultant, ""Reader, I married him.""By and large, though, this is definitely worth a read. Thanks to OLT for the recommendation.Cover design by Sarah Oberrender; cover illustration by Emma Leonard....more",Notes are private!,0,7,1,not set,"Feb 10, 2024","Jan 21, 2024",,Paperback,view (with text),/book/show/61358660-jane-edward
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One,YKET,,,,227        pp,4.00,9,"Jul 26, 2019","Jul 26, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 10, 2024","Jan 21, 2024",,ebook,view,/book/show/153020523-one
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Emperor's Omega,"Kerr, Corey*",,,B09K5TT7D8,341        pp,4.00,524,"Nov 09, 2021","Nov 09, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 10, 2024","Jan 21, 2024",,Kindle Edition,view,/book/show/59449918-the-emperor-s-omega
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"King of Death        (Folk, #3)","Mayne, Lily*",,,B0CLYMSFD4,514        pp,4.46,"1,610","Nov 17, 2023","Nov 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 10, 2024","Jan 21, 2024",,Kindle Edition,view,/book/show/200821648-king-of-death
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Forgotten Vows        (Folk, #2)","Mayne, Lily*",,,B09ZNHPZJV,422        pp,4.41,"4,307","Jun 09, 2022","Jun 10, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 10, 2024","Jan 21, 2024",,Kindle Edition,view,/book/show/61077456-forgotten-vows
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Power of Habit: Why We Do What We Do, and How to Change","Duhigg, Charles*",1409038696,9781409038696,1409038696,400        pp,4.13,"507,042","Apr 25, 2012","Apr 05, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Kindle Edition,view,/book/show/17309188-the-power-of-habit
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winter Wolf        (Axton & Leander, #1)","Wayne, S.P.*",,,B00AS0EU5I,261        pp,3.96,"1,018","Dec 21, 2012","Dec 21, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Kindle Edition,view,/book/show/17284565-winter-wolf
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Changing the Game        (Offsides #1),"Mulder, J.J.*",,,,325        pp,3.73,461,unknown,"Nov 19, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Insta-love, zero conflict. Boringsville.Appallingly proof-read. Far too many instances of poorly punctuated speech, and grammatical errors. ""She watchInsta-love, zero conflict. Boringsville.Appallingly proof-read. Far too many instances of poorly punctuated speech, and grammatical errors. ""She watches Troy and I"" - pulls me right out of the story, such as it was. Also lots of times the wrong word was used: -indiscriminate for indeterminatedemure for demurstimulated for simulated...more",Notes are private!,0,1,1,not set,"Mar 03, 2024","Jan 19, 2024",,Kindle Edition,view (with text),/book/show/202459669-changing-the-game
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Serious Case #3: Mr Bruce Reyes        (Crawshanks Guide to the Recently Departed #3),"Cassidy, Vawn*",,,B0C8641WCJ,348        pp,4.57,937,"Jul 21, 2023","Jul 21, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 10, 2024","Jan 18, 2024",,Kindle Edition,view,/book/show/178422317-dead-serious-case-3
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Serious Case #4 Professor Prometheus Plume        (Crawshanks Guide to the Recently Departed #4),"Cassidy, Vawn*",,,B0CBKSWZHV,276        pp,4.56,730,"Dec 31, 2023","Dec 31, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 10, 2024","Jan 18, 2024",,Kindle Edition,view,/book/show/187304052-dead-serious-case-4-professor-prometheus-plume
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Truth in My Lies,"Witt, L.A.*",1642301825,9781642301823,B0CSGC17V5,297        pp,3.99,109,unknown,"Feb 21, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting second chances story: what happens if everything you thought you knew about your lover was a lie? Are you still in love? Is he still the sInteresting second chances story: what happens if everything you thought you knew about your lover was a lie? Are you still in love? Is he still the same person?I'm not sure this is the book to answer those questions, though. Seth & Andrew's back story is glided over (how could Seth accept a relationship that hadn't progressed in three years?) and crucially the wound of being ghosted is mentioned only briefly. Ultimately, the book answers its own question by resorting to shoot-outs in the woods, and that old stand-by—a nearly fatal wound. It's not a bad book, if you don't mind expectations being raised that aren't really answered....more",Notes are private!,0,3,1,not set,Mar 2024,"Jan 17, 2024",,Kindle Edition,view (with text),/book/show/205521086-the-truth-in-my-lies
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Und        (London Celebrities, #6)","Parker, Lucy*",,,,unknown,0.00,0,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,,view,/book/show/59760912-untitled
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dead Serious Case #2: Mrs Delores Abernathy        (Crawshanks Guide to the Recently Departed, #2)","Cassidy, Vawn*",,,B0BFXHD89Q,277        pp,4.48,"1,332","Oct 31, 2022","Oct 31, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 10, 2024","Jan 15, 2024",,Kindle Edition,view,/book/show/62685184-dead-serious-case-2
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Molly Boys        (London Underside, #1)","Cassidy, Vawn*",,,B0BSVMH5L6,315        pp,4.28,277,"Mar 24, 2023","Mar 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Kindle Edition,view,/book/show/123025384-molly-boys
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dead Serious Case #1: Miz Dusty Le Frey        (Crawshanks Guide to the Recently Departed, #1)","Cassidy, Vawn*",,9798754313750,B09L4RXF2G,344        pp,4.28,"2,520","Oct 31, 2021","Nov 06, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 10, 2024","Jan 14, 2024",,Paperback,view,/book/show/59654713-dead-serious-case-1
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Running Close to the Wind,"Rowland, Alexandra*",1529099706,9781529099706,,416        pp,4.18,88,"Jun 11, 2024","Jun 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2024",,Hardcover,view,/book/show/122993674-running-close-to-the-wind
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tadek and the Princess        (Mahisti Dynasty #1.5),"Rowland, Alexandra*",195746108X,9781957461083,B0CQ9X1DMG,135        pp,4.66,263,"Jan 12, 2024","Jan 12, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gorgeously sad. In lesser hands this could have been a wallow-fest, but Rowland keeps it real. That's achieved partly by using Kadou & Evemer as lightGorgeously sad. In lesser hands this could have been a wallow-fest, but Rowland keeps it real. That's achieved partly by using Kadou & Evemer as light-relief for the most part. The ""what next?"" questions from ATOGAI aren't completely answered, but enough for their presence in this book to be supportive without distracting from the main story.I like the way Rowland constrasts Tadek's sense of space between ""Then"" and ""Now"". The young Tadek was always in motion, running through the town, describing the streets and districts; he had space to roam, room to grow. Gradually, his horizons have closed in, until ""Now"" he's almost confined to a single room and a claustrophobic set of memories. One of Rowland's strengths is the value she gives to tactile experience. The section on Tadek's sets of uniform is a masterclass in how to give meaning to clothes (she does something similar in ATOGAI too - stunning).(view spoiler)[Not quite sure about the princess's letter - there's prescience and there's trying just a little too hard. But, hey. (hide spoiler)]One of the best books I've read about grief, because it's about so much more as well.The cover art is by Alexandra Rowland herself; it's a compilation of photos of Ottoman-era tiles and architectural details....more",Notes are private!,1,8,1,not set,"Jan 14, 2024","Jan 13, 2024",,Kindle Edition,view (with text),/book/show/203812433-tadek-and-the-princess
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Draft Bust        (Delay of Game #3),"Henry, Hannah*",,,B0BRHRKYRF,186        pp,3.98,480,unknown,"Feb 28, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 10, 2024","Jan 12, 2024",,Kindle Edition,view,/book/show/107525615-draft-bust
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Invisible Scars        (Shadowy Solutions, #0.5)","James, Nicky*",,,,112        pp,4.06,111,unknown,unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 10, 2024","Jan 12, 2024",,,view,/book/show/204242417-invisible-scars
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Love a Traitor,"Merrow, J.L.*",,9781634863841,,unknown,3.81,305,"Sep 15, 2015","May 06, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 10, 2024","Jan 12, 2024",,ebook,view,/book/show/35006681-to-love-a-traitor
