,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Claudia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Via dalla pazza folla,"Hardy, Thomas",8893251027,9788893251020,,472        pp,3.96,"153,315","Jan 01, 1874","Nov 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2023",,Paperback,view,/book/show/31950296-via-dalla-pazza-folla
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La ragazza con la Leica,"Janeczek, Helena",8823518350,9788823518353,8823518350,335        pp,2.72,"2,061","Sep 07, 2017","Sep 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2023",,Paperback,view,/book/show/36134310-la-ragazza-con-la-leica
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Macchine come me,"McEwan, Ian*",8806241842,9788806241841,8806241842,281        pp,3.59,"30,914","Apr 18, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2023",,Hardcover,view,/book/show/51171531-macchine-come-me
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord Jim,"Conrad, Joseph",8807821605,9788807821608,8807821605,354        pp,3.62,"31,088",1900,Jun 2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2023",,Paperback,view,/book/show/9719083-lord-jim
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La canzone popolare,"Mathieu, Nicolas",8829719315,9788829719310,B0BY938JJQ,447        pp,3.82,"2,336","Feb 02, 2022","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Kindle Edition,view,/book/show/123404830-la-canzone-popolare
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L’ultima cosa bella sulla faccia della terra,"Bible, Michael*",,,B0CH3T3WYX,135        pp,3.67,"2,185","Dec 15, 2020","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Kindle Edition,view,/book/show/198373239-l-ultima-cosa-bella-sulla-faccia-della-terra
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Femina. Storia del Medioevo attraverso le donne che sono state cancellate,"Ramírez, Janina",8842831670,9788842831679,8842831670,552        pp,4.10,"3,845","Jul 21, 2022",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2023",,Paperback,view,/book/show/124057695-femina-storia-del-medioevo-attraverso-le-donne-che-sono-state-cancellat
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mani nella terra,"Cole, Lee",882972047X,9788829720477,B0C74Q6GFQ,406        pp,3.57,"7,042","Mar 01, 2022","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2023",,Kindle Edition,view,/book/show/173663195-mani-nella-terra
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sangue cattivo: Anatomia di una punizione,"Galluzzi, Beatrice",,9791280263773,B0C26XR5QM,228        pp,3.99,85,unknown,"Sep 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2023",,Paperback,view,/book/show/197788376-sangue-cattivo
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bilal. Il mio viaggio da infiltrato nel mercato dei nuovi schiavi,"Gatti, Fabrizio",8817018422,9788817018425,8817018422,492        pp,4.59,514,"Oct 24, 2007","Oct 24, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2023",,Paperback,view,/book/show/12611542-bilal-il-mio-viaggio-da-infiltrato-nel-mercato-dei-nuovi-schiavi
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,E la quarta volta siamo annegati: Sul sentiero della morte che porta al Mediterraneo,"Hayden, Sally",8833941396,9788833941394,B0CCYX2J2F,612        pp,4.50,"1,283","Mar 31, 2022","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2023",,Kindle Edition,view,/book/show/195136185-e-la-quarta-volta-siamo-annegati
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chi è nudo non teme l’acqua,"Aikins, Matthieu*",8870918513,9788870918519,,416        pp,4.18,"4,638","Feb 15, 2022","Sep 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2023",,Paperback,view,/book/show/198121275-chi-nudo-non-teme-l-acqua
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In memoriam,"Winn, Alice*",881101204X,9788811012047,B0CCSGFPDX,467        pp,4.55,"21,381","Mar 07, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2023",,Kindle Edition,view,/book/show/195008441-in-memoriam
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La pietra del rimpianto        (Konrad #3),"Indriðason, Arnaldur",,,B0CBKP5G7P,348        pp,3.57,893,"Nov 01, 2019","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2023",,Kindle Edition,view,/book/show/187094024-la-pietra-del-rimpianto
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le donne dell'Acquasanta,"Maccani, Francesca",8817163309,9788817163309,,320        pp,4.03,94,unknown,"Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2023",,Paperback,view,/book/show/61298389-le-donne-dell-acquasanta
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il cognome delle donne,"Tamigio, Aurora",,,B0C6QFGXJG,391        pp,4.37,"1,068",unknown,"Jul 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2023",,Kindle Edition,view,/book/show/168849326-il-cognome-delle-donne
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Primo sangue,"Nothomb, Amélie",8862434707,9788862434706,8862434707,128        pp,3.81,"5,509","Aug 18, 2021","Feb 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2023",,Paperback,view,/book/show/60319583-primo-sangue
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malattia come metafora e l'AIDS e le sue metafore,"Sontag, Susan",8874528256,9788874528257,8874528256,240        pp,3.99,"6,379",1989,"Nov 19, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/56119321-malattia-come-metafora-e-l-aids-e-le-sue-metafore
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Davanti al dolore degli altri,"Sontag, Susan",8804551127,9788804551126,8804551127,124        pp,4.09,"17,595","Jan 07, 2003",2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2023",,Paperback,view,/book/show/9762487-davanti-al-dolore-degli-altri
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diari. Volume I. 1915-1919,"Woolf, Virginia",8858796152,9788858796153,B0B1JDG6J5,465        pp,4.30,"1,641",1977,"May 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2023",,Kindle Edition,view,/book/show/74842028-diari-volume-i-1915-1919
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lezioni di meraviglia,"Colamedici, Andrea",,,8899684480,147        pp,4.12,314,"Feb 01, 2020","May 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2023",,Paperback,view,/book/show/35148869-lezioni-di-meraviglia
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Questo giorno che incombe,"Lattanzi, Antonella",8869056996,9788869056994,8869056996,456        pp,3.57,864,unknown,"Jan 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2023",,Paperback,view,/book/show/56664444-questo-giorno-che-incombe
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devozione,"Lattanzi, Antonella",8806199323,9788806199326,8806199323,378        pp,3.59,63,2010,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2023",,Paperback,view,/book/show/9697401-devozione
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sotto il vulcano,"Lowry, Malcolm",8807830116,9788807830112,8807830116,408        pp,3.77,"24,994",1947,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2023",,Hardcover,view,/book/show/9707688-sotto-il-vulcano
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La camera azzurra,"Simenon, Georges",,,8845922480,153        pp,3.86,"10,470",1964,"Feb 06, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2023",,Paperback,view,/book/show/7784887-la-camera-azzurra
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La mia parola è libera: Storie di donne che non hanno mai smesso di combattere,"Ghazy, Randa",,,B0C3QZ8N9Z,152        pp,4.10,21,unknown,"May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Kindle Edition,view,/book/show/142422415-la-mia-parola-libera
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sunset Park,"Auster, Paul",8806203827,9788806203825,8806203827,228        pp,3.59,"14,763","Nov 09, 2010","Nov 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Paperback,view,/book/show/10155610-sunset-park
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bambino bruciato,"Dagerman, Stig",8870910458,9788870910452,8870910458,288        pp,3.76,"2,154",1948,Sep 1994,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Paperback,view,/book/show/9637870-bambino-bruciato
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le italiane si confessano,"Parca, Gabriella",,9791254800492,B0C7RFD81L,0        pp,4.22,45,1962,"Jun 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Kindle Edition,view,/book/show/176978427-le-italiane-si-confessano
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Benedici la figlia cresciuta da una voce nella tua testa,"Shire, Warsan*",,,B0BRYJ7B15,154        pp,4.22,"7,268","Mar 01, 2022","Jan 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2023",,Kindle Edition,view,/book/show/77648958-benedici-la-figlia-cresciuta-da-una-voce-nella-tua-testa
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pane del bosco: 2020-2023,"Candiani, Chandra Livia",8858443195,9788858443194,B0CGT6WTD5,136        pp,3.96,92,unknown,"Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Kindle Edition,view,/book/show/198133124-pane-del-bosco
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nuoto libero,"Otsuka, Julie",8833939820,9788833939827,8833939820,144        pp,3.68,"30,703","Feb 22, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2023",,Paperback,view,/book/show/62929012-nuoto-libero
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sparire qui. Un viaggio nel cuore degli Stati Uniti attraverso incontri, pagine di letteratura e sogni americani","Micaldi, Marta Ciccolari",8831812432,9788831812436,B0CD9R2WB7,377        pp,3.80,227,unknown,"Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2023",,Kindle Edition,view,/book/show/195470308-sparire-qui-un-viaggio-nel-cuore-degli-stati-uniti-attraverso-incontri
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luoghi per guarire: Il potere curativo della natura,"Walton, Samantha",8833319504,9788833319506,B0B3MVMQRF,320        pp,0.00,0,unknown,"Jul 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2023",,Kindle Edition,view,/book/show/122188189-luoghi-per-guarire
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La carta da parati gialla,"Gilman, Charlotte Perkins",8877993596,9788877993595,8877993596,63        pp,4.10,"201,631","Jan 10, 1892","Jul 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,Paperback,view,/book/show/15784019-la-carta-da-parati-gialla
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quando ero una strega,"Gilman, Charlotte Perkins",8873647952,9788873647959,8873647952,96        pp,3.43,7,unknown,"Aug 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,Paperback,view,/book/show/75517230-quando-ero-una-strega
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La governante e altri problemi domestici,"Gilman, Charlotte Perkins",8896919037,9788896919033,8896919037,128        pp,3.27,59,2010,Oct 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,Paperback,view,/book/show/14760972-la-governante-e-altri-problemi-domestici
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queenie,"Carty-Williams, Candice*",,,,330        pp,3.86,"142,185","Mar 19, 2019","Mar 19, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“-Perché ha chiamato Queenie, Quennie?- […]-Quando è nata la mia bimba le ho messo un dito nella manina e lei ha aperto gli occhi e lo ha stretto fort“-Perché ha chiamato Queenie, Quennie?- […]-Quando è nata la mia bimba le ho messo un dito nella manina e lei ha aperto gli occhi e lo ha stretto forte forte. L’ho guardata e mi sono resa conto che era più potente di qualsiasi delicata principessa delle mie storie. Avevo appena partorito una regina. Una bambina che sarebbe diventata forte e coraggiosa. Così l’ho chiamata Queenie.”Queenie è una venticinquenne che abita a Londra, lavora per un giornale in cui è l’unica persona di colore e Tom, il suo fidanzato bianco con cui è stata per tre anni, ha deciso di prendersi un periodo di pausa. Per la ragazza inizia un periodo molto difficile: va ad abitare in un appartamento pieno di muffa con due coinquilini, non riesce a concentrarsi al lavoro, fatica ad arrivare a fine mese e si infila in rapporti tossici con uomini che la usano solo per il sesso. La sua autostima, già precaria a causa dei problemi con la sua famiglia, cade a pezzi: pensa di non valere nulla e si accontenta di qualsiasi attenzione, anche quella per il suo corpo. Le uniche a supportarla sono le sue amiche riunite nella chat di Whatsapp “Le cagnoline della regina”, Darcy e Kyazike, sempre pronte ad aiutarla. Purtroppo per Queenie i guai continuano e peggiorano, causandole attacchi di panico e portandola a trasferirsi a casa dei nonni. Lì capirà finalmente di aver bisogno di un aiuto psicologico per ritrovare sé stessa, imparare ad amarsi e sistemare il rapporto con sua madre, un percorso sicuramente non facile, ma che la aiuterà a capire il suo valore.È davvero difficile non affezionarsi a Queenie e non empatizzare con lei ed i suoi problemi. Mi chiedo perché ho aspettato così tanto a leggerlo: è un romanzo coinvolgente, divertente, che parla di temi attuali come Black Lives Matter e la salute mentale. Ci sono pagine, in cui si ride, altre in cui ci si commuove ed altre ancora che ci fanno riflettere. Lo consiglio vivamente proprio per queste molte sfaccettature.“Quando torni a tavola, guarda. Guarda tutta quella gente che ti ama. Sei degna di essere amata e loro ne sono la dimostrazione. Ci saranno sempre per te, come ci sono stati quando ne avevi più bisogno.”...more",Notes are private!,0,0,1,"Aug 26, 2023","Sep 07, 2023","Aug 26, 2023",,Hardcover,view (with text),/book/show/36586697-queenie
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quaderno ideale,"Lozano, Brenda",8893332302,9788893332309,8893332302,208        pp,3.76,"1,250","Apr 12, 2014","Oct 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2023",,Paperback,view,/book/show/75269115-quaderno-ideale
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Futuro interiore,"Murgia, Michela",8806218921,9788806218928,8806218921,84        pp,4.11,164,"Jun 07, 2016","Jun 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Paperback,view,/book/show/30365960-futuro-interiore
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Viaggio in Sardegna: Undici percorsi nell'isola che non si vede,"Murgia, Michela",8806192442,9788806192440,8806192442,198        pp,3.89,325,2008,"Jan 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Paperback,view,/book/show/9702862-viaggio-in-sardegna
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'incontro,"Murgia, Michela",8806212664,9788806212667,8806212664,112        pp,3.47,"1,131","Aug 27, 2011",Jun 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Paperback,view,/book/show/15704411-l-incontro
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chirù,"Murgia, Michela",8806206338,9788806206338,8806206338,200        pp,3.65,"1,575","Nov 10, 2015","Nov 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Hardcover,view,/book/show/27712699-chir
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Istruzioni per diventare fascisti,"Murgia, Michela",8806240609,9788806240608,8806240609,95        pp,3.97,"2,044","Oct 30, 2018","Oct 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Paperback,view,/book/show/42593767-istruzioni-per-diventare-fascisti
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ti basta l'Atlantico?: Lettere 1906-1931,"Woolf, Virginia",8874527705,9788874527700,8874527705,272        pp,4.12,113,1956,"Mar 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Paperback,view,/book/show/57476111-ti-basta-l-atlantico
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ho amato anche la terra,"Chiulli, Maura",8898983670,9788898983674,8898983670,191        pp,4.37,43,unknown,"May 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Paperback,view,/book/show/61337449-ho-amato-anche-la-terra
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il suono del respiro e della preghiera,"Anam, Tahmima*",8811682282,9788811682288,8811682282,312        pp,3.71,"2,503","Aug 02, 2011","Apr 05, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Paperback,view,/book/show/34234294-il-suono-del-respiro-e-della-preghiera
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La testimone del tempo,"Anam, Tahmima*",8811148006,9788811148005,B0719PG83G,517        pp,3.80,739,"May 18, 2016","Jun 08, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Kindle Edition,view,/book/show/35393805-la-testimone-del-tempo
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I giorni dell'amore e della guerra,"Anam, Tahmima*",8811665930,9788811665939,8811665930,330        pp,3.80,"5,327",2007,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Hardcover,view,/book/show/9766779-i-giorni-dell-amore-e-della-guerra
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bastarde disperate,"de la Cerda, Dahlia",8828212136,9788828212133,B0BXBBV9XD,176        pp,4.31,"2,722",2019,"Mar 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Paperback,view,/book/show/123628061-bastarde-disperate
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lupi e uomini,"Lopez, Barry",8856648288,,B00V9D0LK6,368        pp,4.20,"3,484",1978,"Mar 31, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2023",,Kindle Edition,view,/book/show/25851729-lupi-e-uomini
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le pietre degli avi,"Forna, Aminatta",8807017229,9788807017223,8807017229,295        pp,3.79,"1,094","Aug 14, 2006",Mar 2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2023",,Paperback,view,/book/show/10424163-le-pietre-degli-avi
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ninna nanna,"Slimani, Leïla",8858689267,9788858689264,B06Y3X5M5T,204        pp,3.39,"107,756","Aug 18, 2016","Apr 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Kindle Edition,view,/book/show/35005694-ninna-nanna
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La bastarda di Istanbul,"Shafak, Elif*",8817017264,9788817017268,8817017264,388        pp,3.87,"54,437",Mar 2006,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Hardcover,view,/book/show/9738547-la-bastarda-di-istanbul
