,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Steph's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Kolk, Bessel van der",0670785938,9780670785933,0670785938,464        pp,4.40,"182,899","Jun 12, 2014","Sep 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2023",,Hardcover,view,/book/show/18693771-the-body-keeps-the-score
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",,,B0B7R4Q5DJ,416        pp,4.18,"297,541","Mar 14, 2023","Mar 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love a good sister tale!! Lots of emotions in this one, need to discuss with someone in person",Notes are private!,0,5,1,"May 30, 2023","Jun 19, 2023","Apr 11, 2023",,Kindle Edition,view (with text),/book/show/61771675-hello-beautiful
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nobody Will Tell You This But Me: A true (as told to me) story,"Kalb, Bess",,,B07TRX3TXP,240        pp,4.24,"20,398","Mar 17, 2020","Mar 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Kindle Edition,view,/book/show/49545735-nobody-will-tell-you-this-but-me
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Family Game,"Steadman, Catherine*",,,B09SKT1T69,336        pp,3.85,"65,581","Sep 29, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2023",,Kindle Edition,view,/book/show/59722035-the-family-game
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mary Jane,"Blau, Jessica Anya",0063052296,9780063052291,0063052296,320        pp,4.15,"83,866","May 11, 2021","May 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2023",,Hardcover,view,/book/show/54870208-mary-jane
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Winners        (Beartown, #3)","Backman, Fredrik*",,,B09R2J1DXF,671        pp,4.46,"110,855",2022,"Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2023",,Kindle Edition,view,/book/show/60318890-the-winners
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They're Going to Love You,"Howrey, Meg*",038554877X,9780385548779,038554877X,288        pp,4.08,"8,270","Nov 15, 2022","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2023",,Hardcover,view,/book/show/59721793-they-re-going-to-love-you
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest List,"Foley, Lucy",,,B07WG8L7WC,319        pp,3.82,"995,757","Feb 20, 2020","Jun 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Delightful! Highly recommend the audiobook so that you can listen to all the different Irish voices narrating. The author did a good job of making surDelightful! Highly recommend the audiobook so that you can listen to all the different Irish voices narrating. The author did a good job of making sure all the pieces came together at the end....more,Notes are private!,0,0,1,not set,not set,"Mar 14, 2023",,Kindle Edition,view (with text),/book/show/52656911-the-guest-list
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grace Year,"Liggett, Kim*",1250145449,9781250145444,1250145449,416        pp,4.15,"131,834","Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2023",,Hardcover,view,/book/show/43263520-the-grace-year
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before You Knew My Name,"Bublitz, Jacqueline*",1982198990,9781982198992,1982198990,320        pp,3.82,"23,660","May 04, 2021","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2023",,Paperback,view,/book/show/60321522-before-you-knew-my-name
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Have Some Questions For You,"Makkai, Rebecca*",0593490150,,B09ZRWP8DS,448        pp,3.62,"101,879","Feb 21, 2023","Feb 21, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,3,1,"Mar 24, 2023","Apr 08, 2023","Mar 07, 2023",,Kindle Edition,view (with text),/book/show/61053833-i-have-some-questions-for-you
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Latecomer,"Korelitz, Jean Hanff*",1250790794,9781250790798,1250790794,439        pp,4.02,"30,494","May 31, 2022","May 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2023",,Hardcover,view,/book/show/57693566-the-latecomer
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nora Goes Off Script,"Monaghan, Annabel*",0593420039,9780593420034,0593420039,272        pp,4.12,"125,364","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2023",,Hardcover,view,/book/show/58988426-nora-goes-off-script
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,B09JBCGQB8,418        pp,4.18,"845,125","Jul 05, 2022",Jan 2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5- I loved this book!!!! Can’t wait to discuss with my ladies tomorrow,Notes are private!,0,5,1,"May 22, 2023","May 23, 2023","Jan 11, 2023",,Kindle Edition,view (with text),/book/show/77262337-tomorrow-and-tomorrow-and-tomorrow
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rabbit Hutch,"Gunty, Tess",,,,400        pp,3.52,"27,399","Jul 21, 2022","Aug 02, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 - very well written and also quite weird. I wish there was 70% less of Blandine describing Vaca Vale,Notes are private!,0,1,2,"Mar 20, 2023Feb 13, 2023","Mar 21, 2023Mar 20, 2023","Jan 10, 2023",,Kindle Edition,view (with text),/book/show/61118632-the-rabbit-hutch
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spare,Prince Harry,0593593804,9780593593806,0593593804,410        pp,3.86,"354,059","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 10, 2023",not set,"Jan 10, 2023",,Hardcover,view,/book/show/62296528-spare
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Summer After,"Fortune, Carley*",0593438531,9780593438534,0593438531,320        pp,4.22,"512,554","May 10, 2022","May 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2023",,Paperback,view,/book/show/58014893-every-summer-after
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sorrow and Bliss,"Mason, Meg*",,,B088FS3N1S,347        pp,4.10,"99,731","Sep 02, 2020","Feb 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5- I really really enjoyed this book. A story about a woman with an ambiguous mental illness who can’t get out of her own way. Very raw and hard to 4.5- I really really enjoyed this book. A story about a woman with an ambiguous mental illness who can’t get out of her own way. Very raw and hard to read at times, but also made me laugh out loud a bunch. The main character’s sister, Ingrid, may be one of my favorite characters ever!...more",Notes are private!,0,7,1,"Feb 20, 2023","Mar 23, 2023","Jan 04, 2023",,Kindle Edition,view (with text),/book/show/56050608-sorrow-and-bliss
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We All Want Impossible Things,"Newman, Catherine*",0063230895,9780063230897,0063230895,224        pp,4.01,"28,351","Nov 08, 2022","Nov 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2023",,Hardcover,view,/book/show/60410002-we-all-want-impossible-things
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lucy by the Sea        (Amgash, #4)","Strout, Elizabeth*",,,B09VWWN5BJ,291        pp,3.92,"64,800","Sep 20, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2023",,Kindle Edition,view,/book/show/60673295-lucy-by-the-sea
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mean Baby: A Memoir of Growing Up,"Blair, Selma",0525659501,9780525659501,B09JRSVSVV,299        pp,3.93,"20,626","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2023",,Kindle Edition,view,/book/show/59519684-mean-baby
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Missing Trees,"Shafak, Elif*",1635578604,,B096Y592CB,350        pp,4.16,"101,973","Nov 02, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2023",,Kindle Edition,view,/book/show/58684163-the-island-of-missing-trees
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living","Holiday, Ryan*",,,0735211736,416        pp,4.37,"38,199","Oct 18, 2016","Oct 18, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2022",,Hardcover,view,/book/show/29093292-the-daily-stoic
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Thorns and Roses        (A Court of Thorns and Roses, #1)","Maas, Sarah J.*",1635575567,9781635575569,1635575567,419        pp,4.20,"2,490,278","May 05, 2015","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2022",,Paperback,view,/book/show/50659467-a-court-of-thorns-and-roses
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Vibes Only,"McInerny, Nora*",1982186712,9781982186715,1982186712,224        pp,3.85,"8,475","Oct 11, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2022",,Hardcover,view,/book/show/59366247-bad-vibes-only
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lies I Tell,"Clark, Julie*",1728247594,9781728247595,1728247594,302        pp,4.10,"74,290","Jun 21, 2022","Jun 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2022",,Hardcover,view,/book/show/59412817-the-lies-i-tell
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things We Do in the Dark,"Hillier, Jennifer*",1250763169,9781250763167,1250763169,352        pp,3.96,"95,105","Jul 19, 2022","Jul 19, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 13, 2023","Feb 13, 2023","Jul 24, 2022",,Hardcover,view,/book/show/58724802-things-we-do-in-the-dark
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Cake,"Wilkerson, Charmaine",,,,385        pp,4.11,"176,095","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 19, 2022",,Hardcover,view,/book/show/57926137-black-cake
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hotel Nantucket,"Hilderbrand, Elin*",0316258679,9780316258678,0316258679,416        pp,4.07,"221,000","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2022",,Hardcover,view,/book/show/59227941-the-hotel-nantucket
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reminders of Him,"Hoover, Colleen*",,,,335        pp,4.38,"1,197,738","Jan 18, 2022","Jan 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 21, 2022",,Kindle Edition,view,/book/show/58341222-reminders-of-him
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Couple,"Hendricks, Greer*",125027320X,9781250273208,125027320X,329        pp,3.99,"201,439","Mar 03, 2022","Mar 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2022",,Hardcover,view,/book/show/57693416-the-golden-couple
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Italian Summer,"Serle, Rebecca*",1982166797,9781982166793,1982166797,255        pp,3.59,"218,668","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2022",,Hardcover,view,/book/show/58438583-one-italian-summer
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In My Dreams I Hold a Knife,"Winstead, Ashley*",172822988X,9781728229881,172822988X,345        pp,3.85,"96,587","Aug 03, 2021","Aug 03, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jul 2022,"Jul 09, 2022","May 23, 2022",,Hardcover,view,/book/show/50485649-in-my-dreams-i-hold-a-knife
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hello, Molly!: A Memoir","Shannon, Molly",0063056232,9780063056237,,291        pp,4.13,"37,083","Apr 12, 2022","Sep 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2022",,Hardcover,view,/book/show/58541424-hello-molly
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kite Runner,"Hosseini, Khaled*",,,,371        pp,4.34,"3,148,856","May 29, 2003",May 2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 15, 2022","May 15, 2022","May 15, 2022",,Paperback,view,/book/show/77203.The_Kite_Runner
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flatshare,"O'Leary, Beth*",1787474402,9781787474406,1787474402,394        pp,4.01,"385,547","Apr 10, 2019","Apr 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2022",,Hardcover,view,/book/show/36478784-the-flatshare
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love Songs of W.E.B. Du Bois,"Jeffers, Honorée Fanonne",006294293X,9780062942937,006294293X,816        pp,4.52,"33,636","Aug 24, 2021","Aug 24, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2022",,Hardcover,view,/book/show/51183428-the-love-songs-of-w-e-b-du-bois
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Women: Data Bias in a World Designed for Men,"Criado Pérez, Caroline",1419729071,9781419729072,1419729071,448        pp,4.35,"117,298","Mar 07, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2022",,Hardcover,view,/book/show/41104077-invisible-women
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Can’t Be Serious,"Penn, Kal",1982171383,9781982171384,1982171383,368        pp,4.21,"9,347","Nov 02, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2021",,Hardcover,view,/book/show/56898257-you-can-t-be-serious
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dopesick: Dealers, Doctors, and the Drug Company that Addicted America","Macy, Beth*",0316523178,9780316523172,0316523178,384        pp,4.08,"40,138","Aug 07, 2018","Aug 07, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2021",,Hardcover,view,/book/show/37486540-dopesick
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Psychology of Money,"Housel, Morgan",,,,252        pp,4.33,"177,015",2020,"Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2021",,Paperback,view,/book/show/41881472-the-psychology-of-money
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unprotected: A Memoir,"Porter, Billy",1419746197,9781419746192,1419746197,288        pp,4.49,"7,272","Oct 19, 2021","Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2021",,Hardcover,view,/book/show/56969425-unprotected
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indistractable: How to Control Your Attention and Choose Your Life,"Eyal, Nir*",194883653X,9781948836531,194883653X,290        pp,3.75,"21,188","Aug 06, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2021",,Hardcover,view,/book/show/44595007-indistractable
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",0765387565,9780765387561,,448        pp,4.19,"1,066,656","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2021",,Hardcover,view,/book/show/50623864-the-invisible-life-of-addie-larue
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Going There,"Couric, Katie",0316593311,9780316593311,0316593311,736        pp,4.04,"23,803","Oct 26, 2021","Oct 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/57007708-going-there
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Razorblade Tears,"Cosby, S.A.*",,,,336        pp,4.10,"92,490","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2021",,Hardcover,view,/book/show/54860585-razorblade-tears
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night She Disappeared,"Jewell, Lisa*",1982137363,9781982137366,1982137363,416        pp,4.12,"224,390","Jul 22, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 23, 2021","Dec 18, 2021","Oct 29, 2021",,Hardcover,view,/book/show/55922299-the-night-she-disappeared
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Secrets,"Hillier, Jennifer*",,,1250154227,352        pp,4.23,"134,678","Apr 21, 2020","Apr 21, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5- this book was gripping in the way it was written (I flew through it) but the story itself left something to be desired. I found it very unrealist3.5- this book was gripping in the way it was written (I flew through it) but the story itself left something to be desired. I found it very unrealistic!...more,Notes are private!,0,0,1,"Oct 25, 2021","Oct 28, 2021","Oct 11, 2021",,Hardcover,view (with text),/book/show/45046683-little-secrets
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reading List,"Adams, Sara Nisha*",0063025280,9780063025288,0063025280,368        pp,4.08,"101,471","Jul 22, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2021",,Hardcover,view,/book/show/55276648-the-reading-list
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summer of '69,"Hilderbrand, Elin*",0316420018,9780316420013,0316420018,432        pp,3.96,"132,216","Jun 13, 2019","Jun 18, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I preferred The Perfect Couple to this. Was a cute story but generally too much going on with all of the different character plot points!,Notes are private!,0,0,2,Sep 2021not set,"Sep 14, 2021not set","Sep 14, 2021",,Hardcover,view (with text),/book/show/42283286-summer-of-69
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power Couple,"Berenson, Alex*",1982103698,9781982103699,1982103698,421        pp,3.78,"11,633","Feb 09, 2021","Feb 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 30, 2021","Oct 17, 2021","Sep 08, 2021",,Hardcover,view,/book/show/54304278-the-power-couple
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paper Palace,"Heller, Miranda Cowley",,,,400        pp,3.81,"321,125","Jul 06, 2021","Jul 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 02, 2021","Nov 21, 2021","Sep 01, 2021",,Hardcover,view,/book/show/55994372-the-paper-palace
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House in the Cerulean Sea        (The House in the Cerulean Sea, #1)","Klune, T.J.*",,,,394        pp,4.41,"627,042","Mar 16, 2020","Mar 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2021",,Kindle Edition,view,/book/show/45047384-the-house-in-the-cerulean-sea
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Golden Girl,"Hilderbrand, Elin*",0316420085,9780316420082,0316420085,384        pp,4.17,"141,504","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2021",,Hardcover,view,/book/show/55643278-golden-girl
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Behind Closed Doors,"Paris, B.A.*",1250121000,9781250121004,1250121000,293        pp,3.98,"599,128","Aug 09, 2016","Aug 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2021",,Hardcover,view,/book/show/29437949-behind-closed-doors
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Thing He Told Me,"Dave, Laura*",,,,320        pp,3.84,"941,216","May 04, 2021","May 04, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 19, 2021","Sep 27, 2021","Aug 05, 2021",,Hardcover,view,/book/show/54981009-the-last-thing-he-told-me
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malibu Rising,"Reid, Taylor Jenkins*",,,,369        pp,4.04,"1,018,233","May 27, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2021",,Hardcover,view,/book/show/55404546-malibu-rising
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burnout: The Secret to Unlocking the Stress Cycle,"Nagoski, Emily*",198481706X,9781984817068,198481706X,277        pp,3.96,"52,434","Mar 14, 2019","Mar 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2021",,Hardcover,view,/book/show/42397849-burnout
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plot,"Korelitz, Jean Hanff*",,,B08JKC299M,317        pp,3.82,"113,961","May 11, 2021","May 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 28, 2021","Dec 19, 2021","May 27, 2021",,Kindle Edition,view,/book/show/56048747-the-plot
