,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Adriana's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mark of Athena        (The Heroes of Olympus, #3)","Riordan, Rick*",1423140605,9781423140603,1423140605,586        pp,4.47,"601,007","Oct 02, 2012","Oct 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/12127750-the-mark-of-athena
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Son of Neptune        (The Heroes of Olympus, #2)","Riordan, Rick*",1423140591,9781423140597,1423140591,521        pp,4.41,"590,303","Oct 04, 2011","Oct 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/9520360-the-son-of-neptune
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Hero        (The Heroes of Olympus, #1)","Riordan, Rick*",142311339X,9781423113393,142311339X,576        pp,4.31,"845,990","Oct 12, 2010","Oct 12, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/7736182-the-lost-hero
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Secret of Shadow Ranch        (Nancy Drew Mystery Stories, #5)","Keene, Carolyn",000692526X,9780006925262,000692526X,160        pp,3.95,"20,683",1931,"Jun 15, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Paperback,view,/book/show/101001.The_Secret_of_Shadow_Ranch
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mystery at Lilac Inn        (Nancy Drew Mystery Stories, #4)","Keene, Carolyn",1557091587,9781557091581,1557091587,200        pp,3.98,"22,817",1930,"May 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/48764.The_Mystery_at_Lilac_Inn
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bungalow Mystery        (Nancy Drew Mystery Stories, #3)","Keene, Carolyn",1557091579,9781557091574,1557091579,204        pp,3.94,"24,452",1930,"Sep 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/156979.The_Bungalow_Mystery
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hidden Staircase        (Nancy Drew Mystery Stories, #2)","Keene, Carolyn",0448095025,9780448095028,0448095025,182        pp,3.96,"41,327",1930,1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/233637.The_Hidden_Staircase
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Secret of the Old Clock        (Nancy Drew Mystery Stories, #1)","Keene, Carolyn",1557091552,9781557091550,1557091552,210        pp,3.98,"78,079",1930,"Sep 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/32979.The_Secret_of_the_Old_Clock
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Molly and the Movie Star,"Tripp, Valerie*",1584850361,9781584850366,1584850361,40        pp,3.79,388,Mar 2000,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/499048.Molly_and_the_Movie_Star
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Changes for Molly: A Winter Story        (American Girls: Molly, #6)","Tripp, Valerie*",0937295493,9780937295496,0937295493,80        pp,4.00,"3,548","Sep 01, 1988","Sep 01, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Paperback,view,/book/show/842529.Changes_for_Molly
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Molly Saves the Day: A Summer Story        (American Girls: Molly, #5)","Tripp, Valerie*",0937295930,9780937295939,0937295930,69        pp,4.02,"3,970","Jun 01, 1988","Jan 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/498922.Molly_Saves_the_Day
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Molly's Surprise: A Christmas Story        (American Girls: Molly, #3)","Tripp, Valerie*",0937295876,9780937295878,0937295876,64        pp,4.03,"4,009",1986,"Jan 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/565798.Molly_s_Surprise
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Molly Learns a Lesson: A School Story        (American Girls: Molly, #2)","Tripp, Valerie*",0937295167,9780937295168,B000PGAX24,88        pp,3.86,"4,829",1986,"Jan 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Paperback,view,/book/show/201001.Molly_Learns_a_Lesson
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Meet Molly: An American Girl        (American Girls: Molly, #1)","Tripp, Valerie*",0937295817,9780937295816,0937295817,58        pp,3.95,"10,140","Aug 01, 1986","Jan 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/201009.Meet_Molly
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sophia's War: A Tale of the Revolution,Avi,1442414413,9781442414433,B00DPNTSNY,320        pp,3.92,"4,911","Sep 25, 2012","Sep 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/13260423-sophia-s-war
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tuck Everlasting,"Babbitt, Natalie",0374480095,9780374480097,0374480095,148        pp,3.90,"274,250",1975,"Nov 01, 1985",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Paperback,view,/book/show/84981.Tuck_Everlasting
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Northern Light,"Donnelly, Jennifer*",0152053107,9780152053109,0152053107,396        pp,3.83,"43,995","Apr 01, 2003","Sep 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Paperback,view,/book/show/64481.A_Northern_Light
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Frost and Starlight        (A Court of Thorns and Roses, #3.5)","Maas, Sarah J.*",168119631X,9781681196312,168119631X,229        pp,3.77,"1,155,466","May 01, 2018","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/31076583-a-court-of-frost-and-starlight
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Loot        (Loot, #1)","Watson, Jude*",0545468027,9780545468022,0545468027,272        pp,3.95,"6,847","Jun 24, 2014","Jun 24, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/18938098-loot
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Violet Bent Backwards Over the Grass,"Del Rey, Lana",,,B08BJ9MW84,1        pp,3.98,"45,774","Sep 29, 2020","Jul 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 22, 2021",,Audible Audio,view,/book/show/43554866-violet-bent-backwards-over-the-grass
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Countess of Monsoreau,"Dumas, Alexandre",,,,939        pp,4.22,"1,389",1846,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2021",,,view,/book/show/58342135-the-countess-of-monsoreau
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bell Jar,"Plath, Sylvia",,,,294        pp,4.05,"960,165",Jan 1963,2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I hate to be one of the girls obsessed with The Bell Jar, but I am in fact a girl obsessed with The Bell Jar.",Notes are private!,0,0,1,"May 08, 2023","May 27, 2023","Nov 22, 2021",,Paperback,view (with text),/book/show/6514.The_Bell_Jar
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grapes of Wrath,"Steinbeck, John",067001690X,9780670016907,067001690X,479        pp,4.01,"906,517","Apr 14, 1939","Apr 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2021",,Hardcover,view,/book/show/18114322-the-grapes-of-wrath
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First Principles: What America's Founders Learned from the Greeks and Romans and How That Shaped Our Country,"Ricks, Thomas E.",0062997475,9780062997470,,416        pp,4.09,"3,189","Nov 10, 2020","Nov 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2021",,ebook,view,/book/show/48612821-first-principles
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cloven Viscount,"Calvino, Italo",,,,106        pp,3.82,"26,292",1952,"Oct 26, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2021",,Kindle Edition,view,/book/show/20892444-the-cloven-viscount
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Psycho,"Ellis, Bret Easton",0679735771,9780679735779,0679735771,399        pp,3.81,"314,085","Mar 06, 1991",Mar 1991,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2021",,Paperback,view,/book/show/28676.American_Psycho
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Year of Rest and Relaxation,"Moshfegh, Ottessa",0525522131,9780525522133,0525522131,289        pp,3.64,"395,012","Jul 10, 2018","Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2021",,Paperback,view,/book/show/44279110-my-year-of-rest-and-relaxation
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ecstatic Soul: A New Look at the INFJ Personality,"Contini, Renaud",,9798477469901,B09GJG6HXZ,134        pp,4.25,40,unknown,"Sep 15, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 27, 2021","Jan 05, 2022","Nov 13, 2021",,Paperback,view,/book/show/59037953-the-ecstatic-soul
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atonement,"McEwan, Ian*",038572179X,9780385721790,B00A2M6OLU,351        pp,3.94,"519,705","Sep 20, 2001",Mar 2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 09, 2021",,Paperback,view,/book/show/6867.Atonement
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were Liars,"Lockhart, E.*",,,,242        pp,3.67,"1,144,974","May 13, 2014","May 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 09, 2021",,Kindle Edition,view,/book/show/16143347-we-were-liars
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drama,"Telgemeier, Raina*",0545326990,9780545326995,0545326990,238        pp,4.19,"145,440","Sep 01, 2012","Sep 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 09, 2021",,Paperback,view,/book/show/13436373-drama
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Broken Throne        (Red Queen, #4.5)","Aveyard, Victoria*",1409176053,,B07K6RMVFS,468        pp,3.86,"37,083","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 09, 2021",,Kindle Edition,view,/book/show/42083967-broken-throne
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Island of the Blue Dolphins,"O'Dell, Scott",,,B0038AUY8M,194        pp,3.87,"332,523","Sep 09, 1960","Feb 08, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 09, 2021",,Kindle Edition,view,/book/show/41044096-island-of-the-blue-dolphins
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Counting by 7s,"Sloan, Holly Goldberg*",0803738552,9780803738553,0803738552,380        pp,4.14,"80,613","Aug 29, 2013","Aug 29, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 09, 2021",,Hardcover,view,/book/show/15937108-counting-by-7s
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outsiders,"Hinton, S.E.*",,,,208        pp,4.13,"1,337,500","Apr 24, 1967","Sep 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 09, 2021",,Mass Market Paperback,view,/book/show/231804.The_Outsiders
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fever 1793,"Anderson, Laurie Halse*",0689848919,9780689848919,0689848919,252        pp,3.93,"125,162","Sep 01, 2000","Sep 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 09, 2021",,Paperback,view,/book/show/781110.Fever_1793
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,529","May 06, 2014","Jan 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2021",,Hardcover,view,/book/show/18143977-all-the-light-we-cannot-see
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Dalloway,"Woolf, Virginia",0151009988,9780151009985,0151009988,194        pp,3.79,"306,484","May 14, 1925","Oct 28, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2021",,Hardcover,view,/book/show/14942.Mrs_Dalloway
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perfume: The Story of a Murderer,"Süskind, Patrick",0140120831,9780140120837,0140120831,263        pp,4.04,"468,503","Feb 26, 1985",1987,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"this book is a perfume in and of itself. it’s intoxicating—tantalizingly dark, wonderful, and absurd. and if part of what marks a great perfume is itsthis book is a perfume in and of itself. it’s intoxicating—tantalizingly dark, wonderful, and absurd. and if part of what marks a great perfume is its uniqueness, then “Perfume”, the novel, is one of the greatest perfumes of all time. seriously, i’ve never read a book like this one before. the story, and the one-and-only Grenouille, are so shockingly—sometimes even hilariously—strange, even while (and perhaps why) they remain stunningly crafted and magnificent. the idea of the power of aroma is a brilliant, sensuous one—and Suskind blends this masterfully with an element of the grotesque and vile—really just the root ugliness of human nature and the grip our senses have on us. AH, i could rave about this book forever. i know the scent of “Perfume” will linger in my head for a long time after. it’s just so marvelously disturbing. if by the end of the novel, Grenouille has become a master of scents, then by the end, Suskind has proved himself a master of pure storytelling too....more",Notes are private!,0,1,1,"Jan 11, 2022","Feb 26, 2022","Oct 27, 2021",,Paperback,view (with text),/book/show/343.Perfume
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"742,039","Sep 16, 1992","Sep 11, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 20, 2023","Jul 03, 2023","Oct 27, 2021",,Paperback,view,/book/show/29044.The_Secret_History
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sons and Lovers,"Lawrence, D.H.",,,0375753737,654        pp,3.64,"53,139",1913,"Aug 17, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2021",,Paperback,view,/book/show/32071.Sons_and_Lovers
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scarlet Letter,"Hawthorne, Nathaniel",0142437263,9780142437261,0142437263,279        pp,3.43,"865,278","Mar 16, 1850","Dec 31, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2021",,Paperback,view,/book/show/12296.The_Scarlet_Letter
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid’s Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,311        pp,4.14,"2,047,010",1985,Apr 1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2021",,Paperback,view,/book/show/38447.The_Handmaid_s_Tale
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Joy Luck Club,"Tan, Amy*",,,,352        pp,3.97,"683,151",1989,"Sep 21, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"- 4.5 stars -i’m not Chinese myself, but nevertheless, i see myself in this book, and i see my mother, and i see her mother too—and i think a part of - 4.5 stars -i’m not Chinese myself, but nevertheless, i see myself in this book, and i see my mother, and i see her mother too—and i think a part of every girl who inherits hopes and fears from her mother, as we all do, is reflected in The Joy Luck Club. from the unbreakable thread that ties every person to their heritage, to the quiet sufferings of the women of both generations, everything this book touches upon is powerful and poignant. the poetic force of Amy Tan’s writing interweaves every moving story to become a magnificent whole....more",Notes are private!,0,0,1,"Oct 16, 2021","Nov 07, 2021","Oct 16, 2021",,Paperback,view (with text),/book/show/7763.The_Joy_Luck_Club
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter People,"McMahon, Jennifer*",0385538499,9780385538497,0385538499,317        pp,3.82,"75,757","Feb 11, 2014","Feb 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 03, 2021",,Hardcover,view,/book/show/18007535-the-winter-people
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life of Pi,"Martel, Yann",0770430074,9780770430078,0770430074,460        pp,3.94,"1,624,056","Sep 11, 2001","Aug 29, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"what is beautiful about this story is that it meets the improbable gauntlet it throws down—it does make you believe in God—but not in the way one woulwhat is beautiful about this story is that it meets the improbable gauntlet it throws down—it does make you believe in God—but not in the way one would expect. no, it is not through miracles that Life of Pi makes one believe in God (though many play a role) or through unending talk about the nature of the divine or through anything of the sort. it is through the potent idea that Yann Martel crafts: reality as we take it in involves some level of imagination and interpretation; nothing is unequivocally “the truth.” so, given a choice between realities, why wouldn’t we choose the “better”—the more hopeful, colorful, moving—reality? the reality that involves something spiritual and deeper than what we can physically perceive, rather than a “yeastless” (to quote the book) world. i think this idea is genius. and i think this book is genius. the writing is whimsically brilliant—both witty and poignant and utterly unique. as a craft of literature, i think Life of Pi is a modern classic. and one more note—Richard Parker is SO adorable...more",Notes are private!,0,0,1,Oct 2021,"Nov 14, 2021","Oct 01, 2021",,Paperback,view (with text),/book/show/4214.Life_of_Pi
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,002,823","Jun 13, 2017","Jun 13, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2021",,Hardcover,view,/book/show/32620332-the-seven-husbands-of-evelyn-hugo
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East of Eden,"Steinbeck, John",0142000655,9780142000656,0142000655,601        pp,4.41,"538,920",1952,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2021",,Paperback,view,/book/show/4406.East_of_Eden
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shot in the Heart,"Gilmore, Mikal",0385478003,9780385478007,0385478003,416        pp,4.18,"3,660","May 01, 1994","Aug 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2021",,Paperback,view,/book/show/367337.Shot_in_the_Heart
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Legend of Sleepy Hollow,"Irving, Washington",0809594080,9780809594085,0809594080,108        pp,3.71,"79,514",1820,"Mar 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,fun and spooky and very pretty descriptions,Notes are private!,0,0,2,"Nov 09, 2021Oct 31, 2021","Nov 09, 2021Nov 2021","Aug 22, 2021",,Paperback,view (with text),/book/show/93261.The_Legend_of_Sleepy_Hollow
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Treasure Island,"Stevenson, Robert Louis",0753453800,9780753453803,0753453800,352        pp,3.84,"489,217","Jan 28, 1882","Sep 15, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2021",,Hardcover,view,/book/show/295.Treasure_Island
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart of the West,"Henry, O.",0809531070,9780809531073,0809531070,320        pp,3.90,361,1907,"Sep 10, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2021",,Hardcover,view,/book/show/3713971-heart-of-the-west
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Realm Breaker        (Realm Breaker, #1)","Aveyard, Victoria*",,,,576        pp,3.60,"32,568","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 13, 2021",,Kindle Edition,view,/book/show/54513688-realm-breaker
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoirs of a Geisha,"Golden, Arthur",1400096898,9781400096893,1400096898,503        pp,4.15,"2,000,979",1997,"Nov 22, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I ADORE this book because even though it deals with the somewhat-fantastical life of a geisha, it holds such a real, bare essence of the expanse of liI ADORE this book because even though it deals with the somewhat-fantastical life of a geisha, it holds such a real, bare essence of the expanse of life, and the woes and triumphs that we all hold so close to us. I completely lost myself in this book, and reading it, I felt like I was swimming through the pages. I became Sayuri, and I lived her life. And finishing it—returning to my real world—I find that her and her story remain with me. I draw inspiration from it tirelessly. Absolutely a beautiful book....more",Notes are private!,0,0,2,"Apr 17, 2022not set","Apr 28, 2022not set","Jul 13, 2021",,Mass Market Paperback,view (with text),/book/show/929.Memoirs_of_a_Geisha
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Collected Stories of F. Scott Fitzgerald,"Fitzgerald, F. Scott",0760786305,9780760786307,0760786305,416        pp,4.21,650,1983,"Mar 19, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2021",,Paperback,view,/book/show/2100297.Collected_Stories_of_F_Scott_Fitzgerald
