,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tom's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shards,"Ellis, Bret Easton",1800752296,9781800752290,1800752296,597        pp,3.99,"20,595","Jan 17, 2023","Jan 01, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bret Easton Ellis returns to fiction - and it's a mind-blowing triumph.When an author returns after so long away, there is always the fear that they wBret Easton Ellis returns to fiction - and it's a mind-blowing triumph.When an author returns after so long away, there is always the fear that they won't have the same appeal, or that you have moved away from them as a reader. But The Shards is absolutely amazing. It's like a combination of the best bits of all of his previous books rolled into one.It's got sex, violence, drugs, nostalgia, melodrama, gruesome murders, masturbation, stalkers, serial killers, animal cruelty, love, lust, absent parents, wild teenagers, privilege, corruption, parties, pornography and, in this semi-fictionalised version of himself, a seductively unreliable narrator to die for.I can't tell you how much I loved it. This was the most fun I've had reading in a long, long time. BEE is BACK!...more",Notes are private!,0,19,1,"Jan 06, 2023","Jan 12, 2023","Jan 06, 2023",,Hardcover,view (with text),/book/show/61729352-the-shards
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cinema Speculation,"Tarantino, Quentin",0063112582,9780063112582,0063112582,391        pp,4.06,"9,336",Oct 2022,"Oct 25, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 05, 2023","Nov 20, 2023","Jan 05, 2023",,Hardcover,view,/book/show/55922488-cinema-speculation
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What You Need From The Night,"Petitmangin, Laurent",,9781529063516,,160        pp,3.90,"1,160","Aug 20, 2020","Feb 09, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5In a quiet corner of France, a father struggles to come to terms with the fact that his son has chosen the wrong path. Having lost their mother as 4.5In a quiet corner of France, a father struggles to come to terms with the fact that his son has chosen the wrong path. Having lost their mother as children, Fus and Gillou have been their father's whole world. But Fus, now in his twenties, has started to get involved with a far right group. The consequences of what follows will test the very limits of unconditional love.This is a deeply moving, beautifully written account of the tragedy of parenthood; of how far the binds of familial love can be bent before they snap. It asks the question: Is there truly anything a parent cannot forgive?A really beautiful, heartbreaking novel....more",Notes are private!,0,8,1,"Jan 03, 2023","Jan 05, 2023","Jan 03, 2023",,Paperback,view (with text),/book/show/63327800-what-you-need-from-the-night
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Age of Vice,"Kapoor, Deepti",0593328795,9780593328798,0593328795,544        pp,3.61,"28,127","Jan 03, 2023","Jan 03, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5This was good. But also a bit frustrating. A couple of annoying aspects stopped it from being a really great novel.The Wadia family controls everyt3.5This was good. But also a bit frustrating. A couple of annoying aspects stopped it from being a really great novel.The Wadia family controls everything in Delhi; money, politics, labor. Power.Age of Vice focuses on Sunny, the twenty-something new generation of the family. A young playboy who parties hard and dreams of transforming Delhi's river area into a modern cosmopolitan utopia, he also invests in art and other passion projects. But the money he uses is tainted with blood. The blood of the poor, the blood of bulldozed communities. Though he dreams of breaking away from his family's vicious hold on the city, he is inexorably bound to their reign of terror.There's so much to like in this novel. The setting is great, the writing is strong, there's loads of action and great characters.But the device of telling the story from so many perspectives becomes a little tiresome, as you get the same scenes told over and over. The first third of the book follows Ajay, a slum boy who becomes Sunny's assistant (loved this part). The second follows Neda, a local journalist who becomes Sunny's lover (liked this part). Then we get Sunny's perspective (this was less good). It's also way too long. At 350 pages, with less repetition, this would be, hands down, book of the year.Still, a really good read....more",Notes are private!,0,6,1,"Dec 29, 2022","Jan 03, 2023","Dec 29, 2022",,Hardcover,view (with text),/book/show/60177466-age-of-vice
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Assembly,"Brown, Natasha*",0241992664,9780241992661,0241992664,112        pp,3.85,"25,353","Jun 03, 2021","May 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wasn't sure about this to begin with. By the end I thought it was great.Natasha Brown dissects privilege (of several kinds) in Britain with a singulI wasn't sure about this to begin with. By the end I thought it was great.Natasha Brown dissects privilege (of several kinds) in Britain with a singular mix of fiction and essay. There are several strands to Assembly that blend to reveal the truths we should all face about this country, its history and its future. A very powerful short novel from a unique writer....more",Notes are private!,0,15,1,"Dec 28, 2022","Dec 29, 2022","Dec 28, 2022",,Paperback,view (with text),/book/show/58709534-assembly
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Collected Works, Vol. 1","McClanahan, Scott",1621050335,9781621050339,1621050335,132        pp,4.44,651,"May 28, 2012","May 28, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So great,Notes are private!,0,4,1,"Dec 25, 2022","Dec 27, 2022","Dec 25, 2022",,Paperback,view (with text),/book/show/15712189-the-collected-works-vol-1
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Those We Left Behind        (DCI Serena Flanagan #1),"Neville, Stuart*",1616956364,9781616956363,1616956364,320        pp,3.78,"3,304","Jun 25, 2015","Sep 22, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was alright. Very character driven but I prefer a bit more plot. It's also very bleak and sad.This was alright. Very character driven but I prefer a bit more plot. It's also very bleak and sad....more,Notes are private!,0,2,1,"Dec 19, 2022","Dec 21, 2022","Dec 19, 2022",,Hardcover,view (with text),/book/show/25279684-those-we-left-behind
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sugar Street,"Dee, Jonathan",080216000X,9780802160003,080216000X,208        pp,3.52,"1,055","Sep 13, 2022","Sep 23, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Nobody except you cares what you have to say.""Even writing a  of Sugar Street is a disservice to its energy. But fuck, it was good. A bitter, u""Nobody except you cares what you have to say.""Even writing a  of Sugar Street is a disservice to its energy. But fuck, it was good. A bitter, unreliable narrator who has shunned his life and attempted to disappear. To clock out. We don't know much of his backstory (and never really find out), only that he comes from some comfort and is sick of it. He arrives in a working class city where he hopes to simply vanish. But how can you vanish in a world where everything is seen? Where everyone craves to be seen?Sugar Street is a great novel for our times, a savage dissection of white privilege, male privilege, human privilege. It's a sneering, nihilistic takedown of contemporary culture. Loved it....more",Notes are private!,0,7,1,"Dec 15, 2022","Dec 18, 2022","Dec 15, 2022",,Hardcover,view (with text),/book/show/60430268-sugar-street
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kick the Latch,"Scanlan, Kathryn",081123200X,9780811232005,081123200X,144        pp,4.13,"2,234","Sep 06, 2022","Sep 27, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A quietly amazing novel that takes one small, niche story and makes it appear to be about everything there is.This is the life of Sonia, a young girl A quietly amazing novel that takes one small, niche story and makes it appear to be about everything there is.This is the life of Sonia, a young girl from Iowa, who grows up to become a racehorse trainer. From this one person and her quiet, normal but dramatic existence, all life seems to bloom. As Sonia works her way up from apprentice to fully fledged trainer, her story overflows with the comradeship of the track community and love for her horses, and is often blighted by violent men. Through it all she maintains a stoic dignity, an admirable matter-of-factness about what life throws her way.Written in prose scraped right back to the bone, it builds a stunning portrait of a life lived on the margins. Scanlan devised this novel from interviews with a real life person, a friend of her mother's. How much of it is true we can only guess. Whatever the answer, Kick The Latch serves as a marvellous tribute to her life....more",Notes are private!,0,29,1,"Dec 13, 2022","Dec 13, 2022","Dec 13, 2022",,Paperback,view (with text),/book/show/60534035-kick-the-latch
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,World Gone By,"Dennis, Lehane",0349141096,9780349141091,0349141096,400        pp,3.92,"11,232","Mar 10, 2015","Mar 08, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yet another brilliant thriller from, alongside Don Winslow, my favourite crime writer. I love Lehane's working class Boston novels: can he do mob noveYet another brilliant thriller from, alongside Don Winslow, my favourite crime writer. I love Lehane's working class Boston novels: can he do mob novels too? Fuck yeah, he can. This was great. Full of morally complex characters and loads of action, all capped(!) off with an explosive and moving ending. For me, he can do no wrong....more",Notes are private!,0,4,1,"Dec 11, 2022","Dec 13, 2022","Dec 11, 2022",,Mass Market Paperback,view (with text),/book/show/30734656-world-gone-by
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chocolate Lizards,"Thompson, Cole",0312264860,9780312264864,0312264860,256        pp,3.84,70,"Mar 15, 1999","May 05, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wild, fun, fast page turner. But not the highest quality.",Notes are private!,0,3,1,"Dec 08, 2022","Dec 10, 2022","Dec 08, 2022",,Paperback,view (with text),/book/show/1395553.Chocolate_Lizards
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Needless Alley,"Marlow, Natalie",1399801791,9781399801799,1399801791,336        pp,4.08,253,unknown,"Jan 19, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was really not very good at all,Notes are private!,0,3,1,"Dec 07, 2022","Dec 08, 2022","Dec 07, 2022",,Hardcover,view (with text),/book/show/62068860-needless-alley
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Things Like These,"Keegan, Claire",0571368700,9780571368709,0571368700,116        pp,4.19,"153,400","Nov 05, 2021","Oct 28, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Just as good second time around. I think I could re-read this every year.,Notes are private!,0,6,1,"Dec 05, 2022","Dec 05, 2022","Dec 05, 2022",,Paperback,view (with text),/book/show/59733531-small-things-like-these
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nineteen Seventy Four,"Peace, David",1846687055,9781846687051,1846687055,295        pp,3.62,"5,738",1999,"Sep 04, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jesus Christ. I've read some seriously dark shit in my time but I think this might well be the darkest.What starts as a story narrated by a young jourJesus Christ. I've read some seriously dark shit in my time but I think this might well be the darkest.What starts as a story narrated by a young journalist reporting on the brutal murder of a young girl, widens into a complex and brutal web of corruption, death, sex, revenge and horror. Like James Ellroy did for LA, Peace tells us the truth through fiction of bad northern men doing bad shit and not giving a fuck about the consequences. Nearly everyone in this book is reprehensible scum. Every time you want to hang on to someone, they show you who they really are.Packed with British cultural references and written in Peace's signature staccato style, it is a bolt of fresh air compared to most of the British crime fiction out there. Absolutely incredible....more",Notes are private!,0,8,1,"Nov 26, 2022","Dec 02, 2022","Nov 26, 2022",,Paperback,view (with text),/book/show/4465974-nineteen-seventy-four
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peanut Jones and the Twelve Portals,"Biddulph, Rob",1529040582,9781529040586,B09YV47Z46,336        pp,4.41,167,"Sep 01, 2022","Sep 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another exciting adventure from Rob Biddulph. Took a long while to get going - too much of the first book is regurgitated early on - but the second haAnother exciting adventure from Rob Biddulph. Took a long while to get going - too much of the first book is regurgitated early on - but the second half was great fun and packed full of action. I think there are definitely still enough legs in Peanut and Co's story for another book or two. The language seemed more complex in this book, so maybe for a slightly older audience than it first appears. (My kids absolutely loved it, I should say, it was just me that was a little bored with the overlong recap)...more",Notes are private!,0,3,1,"Nov 22, 2022","Jan 12, 2023","Nov 22, 2022",,Kindle Edition,view (with text),/book/show/61825420-peanut-jones-and-the-twelve-portals
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lincoln Lawyer        (The Lincoln Lawyer, #1; Harry Bosch Universe, #16)","Connelly, Michael*",,,B000FCKG1G,405        pp,4.21,"235,710","Oct 03, 2005",Jun 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first Michael Connelly. It's a pretty classy legal thriller. Commercial but with just enough cool in it to suck me right in. Great plot, great protMy first Michael Connelly. It's a pretty classy legal thriller. Commercial but with just enough cool in it to suck me right in. Great plot, great protagonist, easy to hate bad guy. Very enjoyable....more",Notes are private!,0,3,1,"Nov 20, 2022","Nov 25, 2022","Nov 20, 2022",,Kindle Edition,view (with text),/book/show/40612032-the-lincoln-lawyer
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ghost,"Harris, Robert*",0099527499,9780099527497,0099527499,400        pp,3.79,"17,736","Oct 23, 2007","Jan 01, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My first Robert Harris. Won't be the last. Absolutely brilliant.My first Robert Harris. Won't be the last. Absolutely brilliant....more,Notes are private!,0,3,1,"Nov 17, 2022","Nov 20, 2022","Nov 17, 2022",,Paperback,view (with text),/book/show/3156040-the-ghost
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dr. No,"Everett, Percival",1644452081,9781644452080,1644452081,262        pp,3.71,"3,942","Nov 01, 2022","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Maths. Haha.,Notes are private!,0,2,1,"Nov 13, 2022","Nov 17, 2022","Nov 13, 2022",,Paperback,view (with text),/book/show/59808430-dr-no
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dem,"Kelley, William Melvin",1125963506,9781125963500,B0006BQSFY,210        pp,3.93,135,"Jan 01, 1967","Jan 01, 1967",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 10, 2022","Nov 12, 2022","Nov 10, 2022",,Hardcover,view,/book/show/49198127-dem
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sacred        (Kenzie & Gennaro, #3)","Lehane, Dennis*",0380726297,9780380726295,0380726297,400        pp,3.96,"22,020","Jul 23, 1997",1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This wasn't the best in the series but I really love the Kenzie and Gennaro books. I don't have that many of his books left to read now and it'll be aThis wasn't the best in the series but I really love the Kenzie and Gennaro books. I don't have that many of his books left to read now and it'll be a sad day for me when I'm all out....more,Notes are private!,0,1,1,"Nov 06, 2022","Nov 09, 2022","Nov 06, 2022",,Mass Market Paperback,view (with text),/book/show/425124.Sacred
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oxygen Mask: A Graphic Novel,"Reynolds, Jason",0571374743,9780571374748,0571374743,384        pp,4.43,"15,640","Jan 11, 2022","Jul 07, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Beautiful and very powerful,Notes are private!,0,2,1,"Nov 06, 2022","Nov 10, 2022","Nov 06, 2022",,Paperback,view (with text),/book/show/60051870-oxygen-mask
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Run,"Winter, Douglas E.",0451409809,9780451409805,0451409809,400        pp,3.83,366,2000,"Feb 01, 2001",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,Nov 2022,"Nov 04, 2022","Nov 01, 2022",,Mass Market Paperback,view,/book/show/503157.Run
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Space Blasters: Suzie Saves the Universe,"Tsang, Katie",0755500164,9780755500161,0755500164,224        pp,4.09,22,"Aug 04, 2022","Aug 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I quite liked this and it really sparked the kids' interest in spaceI quite liked this and it really sparked the kids' interest in space...more,Notes are private!,0,1,1,Nov 2022,"Nov 20, 2022","Nov 01, 2022",,Paperback,view (with text),/book/show/61854712-space-blasters
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Bohane,"Barry, Kevin",0099549158,9780099549154,0099549158,288        pp,3.83,"4,494","Mar 31, 2011","May 14, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Dystopia... Kevin Barry style.Peaky Blinders meets A Clockwork Orange. Brilliant.,Notes are private!,0,5,1,"Oct 29, 2022",Nov 2022,"Oct 29, 2022",,Paperback,view (with text),/book/show/12372439-city-of-bohane
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Darkness, Take My Hand        (Kenzie & Gennaro, #2)","Lehane, Dennis*",055350584X,9780553505849,055350584X,512        pp,4.17,"30,215","Jul 12, 1996",1997,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another masterful suspense novel, 90s style, from a guy who is becoming one of my favourite authors. This was far better than the first in the series Another masterful suspense novel, 90s style, from a guy who is becoming one of my favourite authors. This was far better than the first in the series and had real shades of The Silence of The Lambs about it. The tension turned right up, the characters all messed-up, the bad guys real evil pieces of shit. Fuckin loved it....more",Notes are private!,0,8,1,"Oct 25, 2022","Oct 28, 2022","Oct 25, 2022",,Paperback,view (with text),/book/show/21681.Darkness_Take_My_Hand
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Must Betray You,"Sepetys, Ruta*",1444967614,9781444967616,1444967614,319        pp,4.41,"68,954","Feb 01, 2022","Aug 04, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Absolutely brilliant,Notes are private!,0,5,1,"Oct 21, 2022","Oct 24, 2022","Oct 21, 2022",,Paperback,view (with text),/book/show/61335081-i-must-betray-you
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Muscle for the Wing,"Woodrell, Daniel",0451165691,9780451165695,0451165691,1        pp,3.69,570,Sep 1988,"Jun 05, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gritty, funny, dark and strange. This was a good read. Ozark meets Jim Thompson. Can't believe it was only written in 1990 though, it felt more dated Gritty, funny, dark and strange. This was a good read. Ozark meets Jim Thompson. Can't believe it was only written in 1990 though, it felt more dated than that....more",Notes are private!,0,7,1,"Oct 17, 2022","Oct 20, 2022","Oct 17, 2022",,Mass Market Paperback,view (with text),/book/show/7631205-muscle-for-the-wing
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bobby Gold,"Bourdain, Anthony",184195327X,9781841953274,184195327X,120        pp,3.37,"1,847","Jan 01, 2002",2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had no idea Bourdain had even written any novels until a friend bought me this. It's a real surprise. Grimy, violent, funny, seedy, smutty. It has tI had no idea Bourdain had even written any novels until a friend bought me this. It's a real surprise. Grimy, violent, funny, seedy, smutty. It has the spirit of Elmore Leonard, only with more food talk. I liked it a lot....more",Notes are private!,0,2,1,"Oct 16, 2022","Oct 17, 2022","Oct 16, 2022",,Paperback,view (with text),/book/show/111133.Bobby_Gold
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Monster?        (Tom Gates #15),"Pichon, Liz",1407189719,9781407189710,B07DP4MQFY,239        pp,4.52,"1,542",2018,"Oct 04, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,God I'm bored of these nowGod I'm bored of these now...more,Notes are private!,0,3,1,"Oct 09, 2022","Oct 23, 2022","Oct 09, 2022",,Kindle Edition,view (with text),/book/show/40674395-what-monster
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Damnation Spring,"Davidson, Ash*",1982144408,9781982144401,1982144408,464        pp,3.91,"12,505","Aug 03, 2021","Aug 03, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The best book I have read in a very, very long time. One of the best I've ever read.Damnation Spring is a big-hearted, morally complex masterpiece thaThe best book I have read in a very, very long time. One of the best I've ever read.Damnation Spring is a big-hearted, morally complex masterpiece that details the ecological destruction of a parcel of redwood forest in 70s California - and the inevitable breakdown of the community built around it. This is big capitalism showing, as it so often does, that profit is more important than anything. It is powerful corporations brutalising nature, animals and human bodies. And it is the wreckage it leaves in its wake.Reminiscent of Steinbeck's The Grapes of Wrath, Harriet Arnow's The Dollmaker and Michael Christie's Greenwood, this is a truly special and completely unforgettable novel....more",Notes are private!,0,11,1,"Oct 07, 2022","Oct 13, 2022","Oct 07, 2022",,Hardcover,view (with text),/book/show/55711638-damnation-spring
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Losing the Plot,"Owusu, Derek*",1838855637,9781838855635,B09Z6VZSWL,123        pp,3.36,383,"Nov 03, 2022","Nov 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed Owusu's debut novel, That Reminds Me, a story that was poetic and challenging. This new offering is once again full of very beautiful sentenI enjoyed Owusu's debut novel, That Reminds Me, a story that was poetic and challenging. This new offering is once again full of very beautiful sentences, more so even than his previous effort. This is pure poetry. But with that beauty comes an elusiveness that I struggled to get on board with. Too often I felt like I was grasping at fresh air. When I understood it, I loved it. But those moments were too few and far between for me....more",Notes are private!,0,13,1,"Oct 05, 2022","Oct 07, 2022","Oct 05, 2022",,Kindle Edition,view (with text),/book/show/62199098-losing-the-plot
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are Made Of Diamond Stuff,"Waidner, Isabel",1913512088,9781913512088,1913512088,11        pp,3.66,555,"Jan 20, 2019",2022,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, that was a right fuckin trip. Did I understand it all? Christ, no! But I sure as hell enjoyed the ride. Waidner is one of those authors who coulWell, that was a right fuckin trip. Did I understand it all? Christ, no! But I sure as hell enjoyed the ride. Waidner is one of those authors who couldn't write a dull sentence if they tried. There's more interest on one page of this novel than in many whole books. A brilliant experimental novel that is never fully within reach. A real pleasure....more",Notes are private!,0,6,1,"Oct 04, 2022","Oct 05, 2022","Oct 04, 2022",,Paperback,view (with text),/book/show/60893502-we-are-made-of-diamond-stuff
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Voids,"O’Connor, Ryan*",1913348431,9781913348434,1913348431,288        pp,3.90,340,"Mar 10, 2022","Mar 10, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A startling debut novel by a hugely talented new voice. O'Connor blends deep sadness and destitution with manic dark comedy and lucid spirituality to A startling debut novel by a hugely talented new voice. O'Connor blends deep sadness and destitution with manic dark comedy and lucid spirituality to produce an excellent novel that is never what you think it's going to be. What starts out as a story about a mostly abandoned tower block primed for demolition soon morphs into a raw character study of a man whose life is in a desperate state and who seems to have an uncanny knack for digging lower to find a new rock bottom. Our narrator is floundering in a pit of drugs, drink and despair, lurching from one doomed sexual encounter to the next, from one hallucinatory interaction to another. Never really grasping for anything better, only pushing further down the pain of the past. If this all sounds super bleak, well, it pretty much is. But the narrative is punctuated with crazy, hilarious set pieces, which lighten the story... to a point.The writing is class throughout and, though it sometimes drifts off into its own world a little bit much for me, it is still a really high quality novel and I look forward to seeing what O'Connor writes next....more",Notes are private!,0,2,1,Oct 2022,"Oct 04, 2022","Oct 01, 2022",,Hardcover,view (with text),/book/show/58646393-the-voids
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Watchman,"Erdrich, Louise",147215536X,9781472155368,147215536X,458        pp,4.11,"74,869","Mar 03, 2020","Mar 04, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There's a lot to like about this Pulitzer Prize-winning novel but, at almost 450 pages, it is very bloated. There's not quite enough story to sustain There's a lot to like about this Pulitzer Prize-winning novel but, at almost 450 pages, it is very bloated. There's not quite enough story to sustain over that long a book. But I liked it....more",Notes are private!,0,5,1,"Sep 26, 2022","Sep 30, 2022","Sep 26, 2022",,Paperback,view (with text),/book/show/57311498-the-night-watchman
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lucy by the Sea        (Amgash, #4)","Strout, Elizabeth*",0241997232,9780241997239,,unknown,3.92,"64,806","Sep 20, 2022","Oct 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think this might be Elizabeth Strout's best book. And that's really saying something. Lucy By The Sea captures a moment in time, not just for a womaI think this might be Elizabeth Strout's best book. And that's really saying something. Lucy By The Sea captures a moment in time, not just for a woman or a family, but for a country and a world. Reading about the early days of the pandemic won't be something everyone is ready for yet but here it is handled with care by a terrific writer at the very top of her game. This is her most wide-reaching and philosophical book. I'm almost disappointed Oh William! ended up on the Booker shortlist because this is even better and more deserving of awards.She is a true wonder....more",Notes are private!,0,12,1,"Sep 21, 2022","Sep 25, 2022","Sep 21, 2022",,ebook,view (with text),/book/show/60670745-lucy-by-the-sea
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Night in Terror Tower        (Goosebumps, #27)","Stine, R.L.*",0439671116,9780439671118,0439671116,144        pp,3.73,"8,935",Jan 1995,"Aug 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Sep 19, 2022","Dec 13, 2022","Sep 19, 2022",,Paperback,view,/book/show/690644.A_Night_in_Terror_Tower
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Didn't Nobody Give a Shit What Happened to Carlotta: A novel,"Hannaham, James*",178770422X,9781787704220,B09Q837LLG,321        pp,3.99,"2,370","Jun 28, 2022","Oct 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was such an enjoyable novel and, stylistically at least, far removed from what I tend to go for these days. It's dense and rambling in all the beThis was such an enjoyable novel and, stylistically at least, far removed from what I tend to go for these days. It's dense and rambling in all the best ways, the story goes quite slowly but the narration is so engaging and hip that you easily get swept away. Carlotta is a tragic figure in many ways. She's had to put up with so much. But she faces the world with such heart and abandon, most of the time. She's an inspiration in a world of ridiculous rules, institutional racism and sexism. One of the most difficult novels I've read all year but well worth the effort....more",Notes are private!,0,10,1,"Sep 15, 2022","Sep 20, 2022","Sep 15, 2022",,Kindle Edition,view (with text),/book/show/61604666-didn-t-nobody-give-a-shit-what-happened-to-carlotta
