,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,britt_brooke's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saturday Night at the Lakeside Supper Club,"Stradal, J. Ryan*",1984881078,9781984881076,1984881078,340        pp,3.64,"21,112","Apr 18, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brandy Old Fashioneds, Cribbage, supper clubs?! Though this takes place in Minnesota, it made me nostalgic for the time we lived in Wisconsin. We had Brandy Old Fashioneds, Cribbage, supper clubs?! Though this takes place in Minnesota, it made me nostalgic for the time we lived in Wisconsin. We had our first son there. Love the midwestern mixture of cultures! There was a lot going on in this multigenerational story; obvs several characters, but also shifting timelines, so pay attention! The atmosphere was at times heartbreaking, but overall, delightful. ...more",Notes are private!,0,3,1,"May 22, 2023","May 25, 2023","May 22, 2023",,Hardcover,view (with text),/book/show/61653268-saturday-night-at-the-lakeside-supper-club
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drinking Games,"Levy, Sarah*",1250280583,9781250280589,1250280583,288        pp,3.78,"5,424","Jan 03, 2023","Jan 03, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In American culture, drinking is largely acceptable and almost expected, but being sober seems so taboo. Levy’s experiences, insight, and ultimate solIn American culture, drinking is largely acceptable and almost expected, but being sober seems so taboo. Levy’s experiences, insight, and ultimate solution certainly elicit empathy. Not everyone will relate, but probably more will than want to admit it. Even as someone who imbibes, I respect and appreciate Levy’s openness. Her bravery is admirable and will help many. ...more",Notes are private!,0,2,1,"May 12, 2023","May 14, 2023","May 21, 2023",,Hardcover,view (with text),/book/show/60784642-drinking-games
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stay True,"Hsu, Hua*",0385547773,9780385547772,0385547773,208        pp,4.04,"27,001","Sep 27, 2022","Sep 27, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Drastically different teens bond over their Asian American heritage. One conforms to mainstream American culture; one marches to his own (awesome) druDrastically different teens bond over their Asian American heritage. One conforms to mainstream American culture; one marches to his own (awesome) drummer. One is brutally killed for no discernible reason. This is a memoir about grief foremost, yet also about being oneself. New Yorker staff writer Hsu tells this brutal story as beautifully as he can. It’s a lovely tribute....more",Notes are private!,0,4,1,"May 16, 2023","May 19, 2023","May 16, 2023",,Hardcover,view (with text),/book/show/59900070-stay-true
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Screwdrivered        (Cocktail, #3)","Clayton, Alice*",147676672X,9781476766720,147676672X,256        pp,4.03,"18,564","Sep 02, 2014","Sep 02, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 08, 2023","May 10, 2023","May 12, 2023",,Paperback,view,/book/show/18759748-screwdrivered
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chain-Gang All-Stars,"Adjei-Brenyah, Nana Kwame*",0593317335,9780593317334,0593317335,367        pp,4.14,"37,764","May 02, 2023","May 02, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An exposition of the US prison system, capital punishment, and reality tv, where prisoners compete in colosseum-like death matches. They are commodifiAn exposition of the US prison system, capital punishment, and reality tv, where prisoners compete in colosseum-like death matches. They are commodified, sexualized and idolized. Survive three years and you’ll be freed, they’re told, as they serve the community through torturous entertainment. One of the best books I’ve read in a LONG time, maybe one of the best EVER. Just brilliant! Can’t stop thinking about it....more",Notes are private!,2,9,2,"Feb 19, 2024May 31, 2023","Feb 22, 2024Jun 13, 2023","May 10, 2023",,Hardcover,view (with text),/book/show/61190770-chain-gang-all-stars
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Mormon: A Memoir,"Gay, Heather",1982199539,9781982199531,1982199539,304        pp,3.52,"19,522","Feb 07, 2023","Feb 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"⭐️⭐️⭐️⭐️ I had no idea who Heather Gay was when I grabbed this for the catchy title. I’ve never seen a single episode of any Housewives season, though⭐️⭐️⭐️⭐️ I had no idea who Heather Gay was when I grabbed this for the catchy title. I’ve never seen a single episode of any Housewives season, though now I’m tempted to watch SLC, especially since we lived in Holladay for a couple years. This exceeded expectations. Gay speaks of growing up in the LDS church, and the challenges she faced coming of age; big life decisions, marriage, kids, business, divorce, and, of course, the show. Solid (sorta) celeb memoir. ...more",Notes are private!,0,6,1,"Apr 28, 2023","May 02, 2023","May 07, 2023",,Hardcover,view (with text),/book/show/59345245-bad-mormon
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ava's Man,"Bragg, Rick",0375724443,9780375724442,0375724443,259        pp,4.26,"6,986","Aug 21, 2001","Aug 13, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bragg is one of my favorite writers. He creates images of the south that remind me so much of my precious Memaw and stories from the older generationsBragg is one of my favorite writers. He creates images of the south that remind me so much of my precious Memaw and stories from the older generations. And good ol’ southern metaphors are always comforting. Here, Bragg pieces together stories about the maternal grandfather he never knew. Audio is a must! These anecdotes are meant for his drawl and cadence. ...more",Notes are private!,0,1,1,"May 05, 2023","May 09, 2023","May 05, 2023",,Paperback,view (with text),/book/show/108067.Ava_s_Man
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Poverty, by America","Desmond, Matthew*",0593239911,9780593239919,0593239911,284        pp,4.28,"33,980","Mar 21, 2023","Mar 21, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To better understand this country, read both this and Evicted. With Desmond’s years of immersive research, and smooth narrative style, he thoroughly eTo better understand this country, read both this and Evicted. With Desmond’s years of immersive research, and smooth narrative style, he thoroughly explains major socioeconomic and societal issues that keep the impoverished in a holding pattern. Recognizing that, in America, there are two housing markets and two labor markets is a much-needed perspective. This is a must-read; go audio. Dion Graham, please narrate my life!...more",Notes are private!,0,10,2,"Apr 22, 2023not set","Apr 25, 2023not set","May 02, 2023",,Hardcover,view (with text),/book/show/61358638-poverty-by-america
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,“You Just Need to Lose Weight”: And 19 Other Myths About Fat People,"Gordon, Aubrey",0807006475,9780807006474,0807006475,205        pp,4.33,"9,396","Jan 10, 2023","Jan 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was my first experience with Gordon, but I’m so impressed! Here, she dispels common misconceptions with research and expertise. We must stop moniThis was my first experience with Gordon, but I’m so impressed! Here, she dispels common misconceptions with research and expertise. We must stop monitoring each others bodies. Size does not dictate someone’s worth. We know this in our heads and hearts, but implicit bias can be a rude, sneaky bitch. No doubt, it’s a direct correlation of how we perceive ourselves and our own worth. Why are we like this? It’s dumb. We have to do better. ...more",Notes are private!,0,5,1,"Apr 21, 2023","Apr 23, 2023","May 01, 2023",,Paperback,view (with text),/book/show/60808740-you-just-need-to-lose-weight
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eating the Cheshire Cat,"Ellis, Helen",068486441X,9780684864419,068486441X,288        pp,3.66,"1,588","Jan 17, 2000","Feb 13, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2023",,Paperback,view,/book/show/319405.Eating_the_Cheshire_Cat
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Place,"Henry, Emily*",0593441273,9780593441275,0593441273,400        pp,4.02,"783,879","Apr 25, 2023","Apr 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So many tropes, yet Henry somehow makes them work, and feel believable. My favorite thing about her books is the flow. They never feel forced. The diaSo many tropes, yet Henry somehow makes them work, and feel believable. My favorite thing about her books is the flow. They never feel forced. The dialogue is always solid; always a sense of humor. This is a story about relationships, both of the romantic and friend sort, changing shapes as life progresses. Very relatable! Do what makes you happy. ...more",Notes are private!,0,4,1,"Apr 25, 2023","Apr 27, 2023","Apr 25, 2023",,Hardcover,view (with text),/book/show/61718053-happy-place
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Community Board,"Conklin, Tara*",0062959379,9780062959379,0062959379,272        pp,3.34,"6,039","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quality satire with a “Nextdoor”-type online message board serving as the vehicle of story connection. This was very fun, thoughtful, and relatable. SQuality satire with a “Nextdoor”-type online message board serving as the vehicle of story connection. This was very fun, thoughtful, and relatable. Satire, when done well, is extra funny because it cleverly pokes fun at the absurdity of real life. This was a nice change of pace from what I’ve been reading lately. ...more",Notes are private!,0,5,1,"Apr 19, 2023","Apr 21, 2023","Apr 19, 2023",,Hardcover,view (with text),/book/show/61193944-community-board
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Predator: The Hunt for the Most Meticulous Serial Killer of the 21st Century,"Callahan, Maureen",052542864X,9780525428640,052542864X,285        pp,4.09,"38,355","Jul 01, 2019","Jul 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2023",,Hardcover,view,/book/show/43231095-american-predator
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tender is the Flesh,"Bazterrica, Agustina",1982150920,9781982150921,1982150920,209        pp,3.80,"205,088","Nov 29, 2017","Aug 04, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I willingly just read a novel about sanctioned cannibalism. Why?? For the literary merit, I guess. Ugh. Simultaneously an allegory on factory farming I willingly just read a novel about sanctioned cannibalism. Why?? For the literary merit, I guess. Ugh. Simultaneously an allegory on factory farming and a commentary on how a deadly virus can fully conform a society into committing absolute atrocities. Often shocking for shock’s sake. There are some truly provocative moments, but too many plot holes. Mostly I just felt queasy and wanted it to end....more",Notes are private!,0,2,1,"May 02, 2023","May 12, 2023","Apr 13, 2023",,Paperback,view (with text),/book/show/49090884-tender-is-the-flesh
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kiss Me in the Coral Lounge: Intimate Confessions from a Happy Marriage,"Ellis, Helen",0385548206,9780385548205,0385548206,224        pp,3.80,"1,692","Jun 13, 2023","Jun 13, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I must immediately read Helen Ellis on publication day, and will #reread many times. She’s so funny and relatable and southern. This essay collection,I must immediately read Helen Ellis on publication day, and will #reread many times. She’s so funny and relatable and southern. This essay collection, one of my most-anticipated releases this year, is mostly about marriage, and a bit about cats. Go audio; her narration so perfectly matches the humor. I’m sad I missed her book event at Parnassus Books, but of all the days in 2023, it fell on my son’s birthday. I’ll catch her next time!...more",Notes are private!,0,4,1,"Jun 13, 2023","Jun 13, 2023","Apr 12, 2023",,Hardcover,view (with text),/book/show/62646531-kiss-me-in-the-coral-lounge
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adnan's Story: The Search for Truth and Justice After Serial,"Chaudry, Rabia",,,B018E6TTPS,417        pp,4.12,"10,339","Jun 07, 2016","Aug 09, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m many years late, but finally read this, then immediately binged Serial. Y’all, I still don’t know.",Notes are private!,0,3,1,"Apr 06, 2023","Apr 12, 2023","Apr 06, 2023",,Kindle Edition,view (with text),/book/show/41021355-adnan-s-story
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"School Trip        (New Kid, #3)","Craft, Jerry*",0062885545,9780062885548,0062885545,247        pp,4.22,"3,096","Apr 04, 2023","Apr 04, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some really fantastic, impactful dialogue, but over all, I wasn’t a great fan of the story. Although this one doesn’t quite measure up the the previouSome really fantastic, impactful dialogue, but over all, I wasn’t a great fan of the story. Although this one doesn’t quite measure up the the previous books, the New Kid series is a must read. I’m saving these for my boys. They’ll be ready for them soon! ...more",Notes are private!,0,2,1,"Apr 05, 2023","Apr 20, 2023","Apr 05, 2023",,Hardcover,view (with text),/book/show/61419629-school-trip
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All's Well,"Awad, Mona*",,,,352        pp,3.73,"22,839","Aug 03, 2021","Aug 03, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Editing this sucker down might’ve saved it for me. Idk. Probably not! Giving it three stars because Awad’s writing is quite good. Too bad this story iEditing this sucker down might’ve saved it for me. Idk. Probably not! Giving it three stars because Awad’s writing is quite good. Too bad this story is excruciatingly boring. I’m in no great rush to try her again. ...more,Notes are private!,0,3,1,"Apr 03, 2023","Apr 13, 2023","Apr 03, 2023",,Hardcover,view (with text),/book/show/53256108-all-s-well
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wildflower,"Barrymore, Drew",1101983795,9781101983799,1101983795,288        pp,3.59,"35,672","Oct 27, 2015","Oct 27, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not exactly a memoir, but a personal essay collection covering many pivotal life moments plus a few trivial ones. So, no full-on life story thus far, Not exactly a memoir, but a personal essay collection covering many pivotal life moments plus a few trivial ones. So, no full-on life story thus far, just random bits and pieces. I liked the organization, and mostly enjoyed Barrymore’s audio narration, though sometimes she was a bit too theatrical for my taste....more",Notes are private!,0,6,1,"Mar 31, 2023","Apr 02, 2023","Mar 31, 2023",,Hardcover,view (with text),/book/show/25065522-wildflower
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How We End Things,"Jacobs, R.J.*",1728254108,9781728254104,1728254108,330        pp,3.50,"2,626","Sep 12, 2023","Sep 12, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 28, 2023","Apr 27, 2023","Mar 28, 2023",,Paperback,view,/book/show/63910917-this-is-how-we-end-things
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go See the Principal: True Tales from the School Trenches,"Brooks, Gerry",0738285064,9780738285061,0738285064,208        pp,4.08,"3,417","Apr 30, 2019","Apr 30, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Love Principal Gerry (pronounced like “Gary,” it turns out) Brooks’s videos! This expansion on his social media success is a great read for both educaLove Principal Gerry (pronounced like “Gary,” it turns out) Brooks’s videos! This expansion on his social media success is a great read for both educators and parents. Thoughtful, funny, and full of useful advice. Definitely go for the audio, as he narrates perfectly. ...more",Notes are private!,0,4,1,"Mar 07, 2023","Mar 09, 2023","Mar 28, 2023",,Paperback,view (with text),/book/show/42816347-go-see-the-principal
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paris: The Memoir,"Hilton, Paris",0063224623,9780063224629,0063224623,336        pp,4.22,"52,407","Mar 14, 2023","Mar 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Realizing Paris Hilton and I are the same age threw me for a loop! Time perspective is a weird thing. Add me to the list of folks pleasantly surprisedRealizing Paris Hilton and I are the same age threw me for a loop! Time perspective is a weird thing. Add me to the list of folks pleasantly surprised / impressed by this memoir. Sure there’s a lot about being a young, beautiful socialite, but much focus is on her experiences in “troubled teen” facilities. Her willingness to fight against this screwed up industry is admirable and so important! Solid celebrity memoir. ...more",Notes are private!,0,12,1,"Mar 22, 2023","Mar 24, 2023","Mar 22, 2023",,Hardcover,view (with text),/book/show/61812425-paris
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love, Pamela","Anderson, Pamela",0063226561,9780063226562,0063226561,256        pp,3.80,"28,854","Jan 31, 2023","Jan 31, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a wild life! From unexpectedly being discovered, to pop culture icon, to activist, and so on. Pamela recounts all the pivotal points of her life What a wild life! From unexpectedly being discovered, to pop culture icon, to activist, and so on. Pamela recounts all the pivotal points of her life thus far, and calls herself out on bad decisions. There are many, but that’s human. Unsurprisingly, Kid Rock sounds awful. She’s a reader and a poet, and surprised me in the most interesting ways. ...more",Notes are private!,0,7,1,"Mar 19, 2023","Mar 21, 2023","Mar 19, 2023",,Hardcover,view (with text),/book/show/61812427-love-pamela
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Never,"Hoover, Colleen*",1335004882,9781335004888,1335004882,416        pp,3.32,"125,504","Jul 25, 2016","Feb 28, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It pains me to slam a #CoHo book, but this was so dumb. I loved the idea of BFFs Hoover and Fisher alternating writing chapters, building the story onIt pains me to slam a #CoHo book, but this was so dumb. I loved the idea of BFFs Hoover and Fisher alternating writing chapters, building the story on the fly. It sounds so fun, but this story isn’t interesting nor believable, and has no real resolution. The writing is marginal at best and goes on for all eternity. Edit that shit down! What a waste of time and $15. #thankunext...more",Notes are private!,0,20,1,"Mar 14, 2023","Mar 27, 2023","Mar 14, 2023",,Paperback,view (with text),/book/show/63120226-never-never
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unicornado: Another Phoebe and Her Unicorn Adventure        (Volume 16),"Simpson, Dana",1524875562,9781524875565,1524875562,176        pp,4.31,358,unknown,"Oct 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,More adventures with Phoebe and Marigold Heavenly Nostrils. Love their sweet and funny friendship! Always worthwhile lessons among the silliness. AlwaMore adventures with Phoebe and Marigold Heavenly Nostrils. Love their sweet and funny friendship! Always worthwhile lessons among the silliness. Always lots of sparkles. ...more,Notes are private!,0,4,1,"Mar 14, 2023","Mar 21, 2023","Mar 14, 2023",,Paperback,view (with text),/book/show/60320164-unicornado
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond the Wand: The Magic and Mayhem of Growing Up a Wizard,"Felton, Tom",1538741369,9781538741368,1538741369,288        pp,4.30,"108,748","Oct 18, 2022","Oct 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Slytherin and a Beavis and Butthead fan? Did we just become best friends? In addition to Felton’s early life, there’s a ton of wonderful on-set infoA Slytherin and a Beavis and Butthead fan? Did we just become best friends? In addition to Felton’s early life, there’s a ton of wonderful on-set info and fellow cast member stories / descriptions. I don’t think I realized just how young the stars were in the first film. Emma Watson was only nine! Thank you for being the baddie at Hogwarts. ...more",Notes are private!,0,5,1,"Mar 06, 2023","Mar 09, 2023","Mar 06, 2023",,Hardcover,view (with text),/book/show/61062194-beyond-the-wand
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Saga, Volume 8","Vaughan, Brian K.*",1534303499,9781534303492,1534303499,146        pp,4.46,"36,619","Dec 27, 2017","Dec 27, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,That went by way too fast! I love this series so much. Merged :That went by way too fast! I love this series so much.,Notes are private!,0,0,3,"Jun 12, 2022Jan 02, 2018not set","Jun 13, 2022Jan 03, 2018not set","Mar 03, 2023",,Paperback,view (with text),/book/show/43307890-saga-volume-8
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Have Some Questions for You,"Makkai, Rebecca*",0593490142,9780593490143,0593490142,438        pp,3.62,"101,868","Feb 21, 2023","Feb 21, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This focuses on the unraveling of Thalia Keith’s death, and cleverly, the mystery also acts as a vehicle for addressing various crimes against women. This focuses on the unraveling of Thalia Keith’s death, and cleverly, the mystery also acts as a vehicle for addressing various crimes against women. To me, that was the most interesting part. I’m just over the podcast trope, so overall, this was fine. I didn’t really like Bodie, so that hindered my enjoyment. Second person narration is so hard to pull off. Makkai does it well structurally, but I’m not sure it was effective in this story. ...more",Notes are private!,0,6,1,Mar 2023,"Mar 04, 2023","Mar 01, 2023",,Hardcover,view (with text),/book/show/61053829-i-have-some-questions-for-you
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Butts: A Backstory,"Radke, Heather",1982135484,9781982135485,1982135484,320        pp,3.76,"6,999","Nov 29, 2022","Nov 29, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Oh My God, Becky!” When I heard about this on #AllTheBooks, I knew I had to get my hands on it.",Notes are private!,0,5,1,"Feb 23, 2023","Feb 25, 2023","Mar 01, 2023",,Hardcover,view (with text),/book/show/59366123-butts
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whispers,"Audrain, Ashley*",1984881698,9781984881694,1984881698,336        pp,3.84,"59,709","Jun 06, 2023","Jun 06, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A glimpse into the raw, disturbing thoughts folks have but (maybe) don’t act on. Normal folks. It’s human. Some of these get pretty dark, but humans aA glimpse into the raw, disturbing thoughts folks have but (maybe) don’t act on. Normal folks. It’s human. Some of these get pretty dark, but humans are terribly flawed. I do wonder about this author’s brain, though. Both in this, and in her debut, there are bizarre references to possible child murder by family members. WTF. I don’t know why I read books like this.Content warning: detailed descriptions of miscarriage ...more",Notes are private!,0,3,1,"Aug 25, 2023","Aug 29, 2023","Mar 01, 2023",,Hardcover,view (with text),/book/show/63222079-the-whispers
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meet the Disney Brothers: A Unique Biography About Walt Disney,"Goldberg, Aaron H.*",,,B07NV5SHRY,102        pp,4.17,24,unknown,"Feb 16, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you’re looking to learn some Disney biographical history, but don’t want to invest hours upon hours on a Walt-specific chunkster, this hits the higIf you’re looking to learn some Disney biographical history, but don’t want to invest hours upon hours on a Walt-specific chunkster, this hits the highlights of these incredible brothers’ lives. Disney people should absolutely pick up a full-on Walt Disney biography, too, but I think this slim volume will attract a wider readership to start....more",Notes are private!,0,0,1,"Feb 10, 2023","Feb 16, 2023","Feb 26, 2023",,Kindle Edition,view (with text),/book/show/44175592-meet-the-disney-brothers
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry, a History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon","Anelli, Melissa*",1416554955,9781416554950,1416554955,356        pp,4.12,"15,458","Nov 04, 2008","Nov 04, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A history of “The Boy Who Lived,” or more aptly, a deep dive into the process, publication, hype, and ultimately HP’s incredible success. Written by TA history of “The Boy Who Lived,” or more aptly, a deep dive into the process, publication, hype, and ultimately HP’s incredible success. Written by The Leaky Cauldron webmaster, journalist Melissa Anelli, this is somewhat a memoir of her experiences, but also a thorough look at the popular culture phenomenon. That book one was rejected several times, and the series went on to become so iconic, is pretty amazing! ...more",Notes are private!,0,1,1,"Feb 17, 2023","Feb 21, 2023","Feb 17, 2023",,Paperback,view (with text),/book/show/3130430-harry-a-history
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spare,Prince Harry,0593593804,9780593593806,0593593804,410        pp,3.86,"354,038","Jan 10, 2023","Jan 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The royals really don’t interest me, but as a memoir lover, I had to pick this up. I realize we’re only getting one side here, but it’s compelling, anThe royals really don’t interest me, but as a memoir lover, I had to pick this up. I realize we’re only getting one side here, but it’s compelling, and Harry absolutely garnered my sympathy. A child mourns his mum under paparazzi scrutiny then subsequently lives his entire life under archaic familial rules and aggressive camera shutters. Can’t wait to discuss with my #bookclub! ...more",Notes are private!,0,8,1,"Feb 06, 2023","Feb 10, 2023","Feb 15, 2023",,Hardcover,view (with text),/book/show/62296528-spare
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Way Down: The Graphic Novel,"Reynolds, Jason",,,,208        pp,4.31,"11,630","Oct 27, 2020","Oct 13, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A painful, and impactful, rendering of the cycle of violence. This is a story of loss and revenge; of breaking the cycle; breaking the “Rules.” Will iA painful, and impactful, rendering of the cycle of violence. This is a story of loss and revenge; of breaking the cycle; breaking the “Rules.” Will is determined to avenge his murdered brother. Gun in waistband, he descends the elevator of his apartment building, encountering ghosts from his past, all lost to gun violence. Beautifully, and devastatingly, illustrated in watercolor. Absolute chills. ...more",Notes are private!,0,2,1,"Feb 13, 2023","Feb 13, 2023","Feb 15, 2023",,,view (with text),/book/show/41812473-long-way-down
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Villa,"Hawkins, Rachel*",125028001X,9781250280015,125028001X,279        pp,3.64,"95,486","Jan 03, 2023","Jan 03, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Exactly the type of domestic thriller that steers me away from the genre. The parallel story trope is fine, but make it surprising or even just slightExactly the type of domestic thriller that steers me away from the genre. The parallel story trope is fine, but make it surprising or even just slightly interesting. Idk. At least it didn’t have “girl, woman, or wife” in the title. Moving on. #thankunext...more",Notes are private!,0,2,1,"Feb 14, 2023","Feb 17, 2023","Feb 14, 2023",,Hardcover,view (with text),/book/show/60784641-the-villa
