,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Barbara's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sing, Unburied, Sing","Ward, Jesmyn*",,,,285        pp,4.01,"135,221","Sep 05, 2017","Sep 05, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m a Tuesday person. Tuesdays are when new books hit the stands – did you know? A publisher once told me that the practice was rooted in giving a booI’m a Tuesday person. Tuesdays are when new books hit the stands – did you know? A publisher once told me that the practice was rooted in giving a book a full seven days of sales before stores had to report sales figures on Wednesday mornings to the New York Times. With so many other bestseller lists now, including hour-by-hour ones all over the place, I think this is starting to change. For me, though, old habits die hard. Some Monday nights I’m chomping at the bit, wondering what books will show up the next day.I didn’t have to wonder about Sing, Unburied, Sing. It had been talked about for weeks, generating buzz among the literati, lots and lots of raving s.So that Tuesday, I went straight to this book. I read the synopsis, read the first few pages, thought, “Important, but heavy,” and got cold feet. Several weeks later, I came close again, lost my nerve again. Before long, Sing, Unburied, Sing had won the National Book Award. It was named Time Magazine Best Novel of the Year and a New York Times top 10 of 2017. I told myself that I had to read it, but I knew it I had to pick the right time.That time came shortly after Thanksgiving. Feeling upbeat and strong, I downloaded Sing, Buried, Sing and began listening. There were three readers, one of whom was Rutina Wesley, who had played Tara in HBO’s True Blood. I had loved her on the show and was looking forward to hearing her voice.And it was wonderful, her voice was. So were the other voices. I got carried away from the start with the beauty of the prose, the lyricism, the rhythm. Listening to Sing, Unburied, Sing was like listening to an exquisitely-composed song. The prose was absolutely magnificent, not only at the opening, but through the entire book.Too much so. That’s the only reason I can find why I didn’t love this book. The story was painful but beautiful, and the mystical elements worked for me. But the prose went on and on, one image more gritty and deep and symphonic than the next. It was vivid. I saw. I felt. Did I fully understand all of the imagery? Absolutely not.I do recommend this book. As I said above, it’s important. But Sing, Unburied, Sing is two complete things – one, a work of art, the other a novel. I had trouble combining the two, perhaps my problem, but there it is. This is one book I might have been better reading than hearing. Then I would have experienced this gorgeous prose in a different pace and tone. I might have had an easier time hearing the story. I might have reread and reread again those images that didn’t entirely make sense.Then again, it may be that the prose is the story here. Can a symphony also be a successful, accessible drama? I’d love to know your thoughts....more",Notes are private!,0,6,1,not set,not set,"Mar 29, 2018",,Hardcover,view (with text),/book/show/32920226-sing-unburied-sing
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far from the Tree,"Benway, Robin*",0062330624,9780062330628,0062330624,374        pp,4.26,"44,415","Oct 03, 2017","Oct 03, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A good book is a good book regardless of genre, and, IMHO, Far From The Tree is an incredibly good book. Apparently, others shared that humble opinionA good book is a good book regardless of genre, and, IMHO, Far From The Tree is an incredibly good book. Apparently, others shared that humble opinion, since the book was recently awarded the 2017 National Book Award for YA Fiction.I believe it deserves it for many reasons, but let me say a word first about Young Adult novels. I do love them. I find them fresh and interesting. I love that they have vivid analogies, but lack the pretension of literary fiction. I love that their plots are timely. I love that those plots move. I’m speaking in generalities, of course. Some YA fiction is too young, too fast-paced, or too slangy for me, and a poorly-written book is a poorly-written book regardless of genre.Far From The Tree has the best of the best and none of the worst. It tells of three teenagers, all living with different families and unaware of each other until, in a twist of fate, they discover they share a biological mother. Connecting with each other is new, exciting, and at times terrifying for each of them at the most complicated time of their lives. The thrust of the story is how their relationship with each other develops and how it helps them deal with all of those other complications their lives have brought.The siblings, Grace, Maya, and Joaquin, are beautifully drawn, very different from each other as people, yet alike in some of the most elemental ways. Their voices rang true, as did their emotions and their behavior. Each was sympathetic, each grew as the story progressed. Was the ending wrapped up a little too sweetly? Maybe. But I liked it.Far From the Tree is about family – how you define it, blood-bound or not. It’s about the deepest emotions that tie people together, how those emotions can bring paralysis or progress. Robin Benway has done a remarkable job capturing the heart....more",Notes are private!,0,4,1,not set,not set,"Mar 29, 2018",,Hardcover,view (with text),/book/show/33830437-far-from-the-tree
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Music Shop,"Joyce, Rachel",,,,306        pp,3.84,"31,089","Jul 13, 2017","Jan 02, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Why do we read? Enjoyment. But the definition of enjoyment? That’s different for different people. Those who love thrillers enjoy being kept on the edWhy do we read? Enjoyment. But the definition of enjoyment? That’s different for different people. Those who love thrillers enjoy being kept on the edge of their seats. Those who love historical novels enjoy being transported to another time. Those who love non-fiction enjoy learning. Those who love sci-fi enjoy imagining.For me, regardless of genre, enjoyment is being caught up and immersed. I read the way I go out to dinner – to taste something different from what I cook myself.The Music Shop was absolutely delicious!The premise is simple: Frank owns a music shop and has an uncanny knack for helping people find music that they desperately need but don’t know it. A lonely man, resistant to change, he is surrounded by people but solitary, until a woman in a pea green coat looks into the window of his shop one day and promptly faints dead away on the sidewalk.I won’t go on about the plot because for me, The Music Shop was about the journey. From the very start, I found the setting vivid, the characters lovably quirky, the backstories just enough and well-timed. There was laugh-out-loud humor. And the music was awesome, all kinds music, not too much to lose me, because the author knew just when to stop.A disclaimer: I listened to this book, and the reader was so good that I might have gotten more from it than I would have from reading alone.But I had a great time. Like Frank and the music he intuitively knows people need, Rachel Joyce gave me what I needed last weekend....more",Notes are private!,0,4,1,not set,not set,"Mar 29, 2018",,Hardcover,view (with text),/book/show/26854212-the-music-shop
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Now That You Mention It,"Higgins, Kristan*",1525811363,9781525811364,1525811363,416        pp,4.08,"26,401","Dec 26, 2017",unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this book on your recommendation! Last time I asked what you were reading, as I often do on Facebook, the one book that multiples of you mentioI read this book on your recommendation! Last time I asked what you were reading, as I often do on Facebook, the one book that multiples of you mentioned — and in glowing terms — was “Now That You Mention It.” I had never read Kristan Higgins before, but I do listen to you guys. And you did not lead me wrong.“Now That You Mention It” was yummy! Maine setting, loveably wounded characters, clever repartee, quick pace — what is there not to love? And real-life problems handled in a thought-provoking way? And believability? Oh, and humor, as in several scenes that are laugh-out-loud funny?My huge thanks to those of you who recommended this book. It was thoroughly enjoyable, a perfect start to my week’s vacay in Costa Rica....more",Notes are private!,0,9,1,not set,not set,"Mar 29, 2018",,Paperback,view (with text),/book/show/32821860-now-that-you-mention-it
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Midst of Winter,"Allende, Isabel*",147116702X,9781471167027,,10        pp,3.71,"43,537","Jun 01, 2017","Nov 02, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Isabel Allende is a Chilean-American writer whose work I’ve always admired. Most recently, I read “The Japanese Lover,” and given the quiet, warm, cohIsabel Allende is a Chilean-American writer whose work I’ve always admired. Most recently, I read “The Japanese Lover,” and given the quiet, warm, cohesive feeling it gave me, was really looking forward to reading “In The Midst of Winter,” well, in the midst of winter.This one didn’t do it for me like “The Japanese Lover” did. In theory, it should have. The ingredients are all there. There are three major characters in “In the Midst of Winter. Two are immigrants, one from Guatemala, one from Chile, and Allende tells their stories in heart-wrenching detail. Goddaughter of former Chilean president, Salvadore Allende, she clearly knows of what she speaks. That part fascinated me. And each of these two characters’ relationships with the third character, a rather neurotic professor at NYU, come together cleverly.My problem was with the last third of the book, when description of third-world country life falls aside and plot takes over. At this point, my credulity was strained.There are just too many holes, starting – for this cat lover (i.e., me) – with a pet cat that is accidentally poisoned; his owner is initially panicked, then just seems to forget about the cat completely. The emotions fail here. Same with the handicapped boy for whom one of the characters is the caretaker; she cares deeply about him one day and barely thinks about him the next. As for larger pivotal twists, much of the last third of the book consists of the main characters covering up a crime in a manner than any modern law enforcement officer would sniff out in a heartbeat. Likewise, a woman goes missing – and stays missing, i.e., dead – without much notice. Two cars are involved in a trek that should have invoked suspicion but does not. The book’s ending involves a too-rapid sum-up of events. The stilted love story is too chatty, too out of nowhere, simply not complete. That’s it. This book felt incomplete.Even the title. Its meaning isn’t terribly deep. Yet despite prominent display at the book’s opening of the quote from which it comes, Allende felt a need to have one of her characters credit it at the end. That was when I wondered if, given that this book was originally written in Spanish, something was lost in translation....more",Notes are private!,0,3,1,not set,not set,"Mar 29, 2018",,Audiobook,view (with text),/book/show/34686052-in-the-midst-of-winter
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Immortalists,"Benjamin, Chloe*",0735213186,9780735213180,0735213186,346        pp,3.71,"205,526","Jan 09, 2018","Jan 09, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chloe Benjamin is a young, new voice in fiction. “The Immortalists” is her sophomore effort, and while I didn’t read her first book, this one was so rChloe Benjamin is a young, new voice in fiction. “The Immortalists” is her sophomore effort, and while I didn’t read her first book, this one was so roundly mentioned as one of the must-reads of 2018 that I couldn’t resist.The premise is intriguing: Four siblings, age 7 to 13, visit a fortuneteller who tells each the date her or she will die. The story describes how this knowledge directs their lives.So that is a positive, this unusual premise. Likewise Ms. Benjamin’s prose, which is clean, fresh, and vivid in its simplicity. She also does her homework — on sleight of hand, on gay life in San Francisco in the time of AIDS, on monkey behavior. And yes, this book does raise the interesting issue of whether we are the cause or the result of our fate. But the question is lost in a morass of homework details. A good editor might have pared these down.Mostly, I wanted more on relationships. We have four separate stories here, one for each of the children who learns his fate. Only at the end do we learn, in hindsight, how each of the siblings think of each other. And the ending is marginally redeeming. Still, the siblings’ connection felt remote to me. Granted, I’m not wild about magic or moneys. But that’s me, and I am not the author of this book.Chloe Benjamin is 28. Was she simply too young to handle the emotional potential of this story? She does suffer the curse of pre-pub hype. When expectations are high, well, expectations are high.Sadly, the narrator of the audiobook wasn’t a help. I’ve loved certain narrators, have listened to books where they make the story, and I’ve told you all that. Here, though, the narrator was a distraction. Her male voices (and there were many) sounded spiteful and bratty. That may be how Ms. Benjamin intended those characters to be. I just found it annoying.That said, I would read Chloe Benjamin again simply for the sake of her prose. She has great potential....more",Notes are private!,0,6,1,"Mar 29, 2018","Mar 29, 2018","Mar 29, 2018",,Hardcover,view (with text),/book/show/30288282-the-immortalists
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tuscan Child,"Bowen, Rhys*",1503951820,9781503951822,1503951820,336        pp,4.02,"95,579","Feb 20, 2018","Feb 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I bought THE TUSCAN CHILD because of its title. Seriously. I was in the mood for Tuscany. And the cover was green. I was in the mood for that, too, siI bought THE TUSCAN CHILD because of its title. Seriously. I was in the mood for Tuscany. And the cover was green. I was in the mood for that, too, since New England right now is the dull gray of late winter. I had never read this author, had never heard to her. But the Audible version had two narrators, one male and one female, and the sample was charming.So I bought this book on flimsy criteria, an impulse buy, so to speak.Best impulse buy I’ve made in a long time! It. Was. Fun. Granted, the narrators were just perfect, fitting the characters well. But the story, which alternated between 1944 and 1973, was lighter than many of those other WWII books on the market right now.THE TUSCAN CHILD has likable characters, beautiful scenery, good food, a little murder, a little romance, a little history — all brought together in a nice bundle. I took off a star for the occasional contrivance, and for those moments that read a bit like a travelogue. But my need for Tuscany and for green were well met.One caveat. The narrators of this audiobook were so good that they may have added something that isn’t there in print. I’ll be interested to hear what those of you who do read, rather than listen to, THE TUSCAN CHILD have to say....more",Notes are private!,1,6,2,not setnot set,not setnot set,"Mar 29, 2018",,Hardcover,view (with text),/book/show/36097619-the-tuscan-child
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ninth Hour,"McDermott, Alice",0374280142,9780374280147,0374280142,247        pp,3.59,"17,503","Sep 19, 2017","Sep 19, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When Ms. McDermott’s Charming Billy won the National Book Award, my book group discussed it. I remember enjoying it – feeling a pleasant intimacy in tWhen Ms. McDermott’s Charming Billy won the National Book Award, my book group discussed it. I remember enjoying it – feeling a pleasant intimacy in the process.That was partly why I picked up this author’s new one, The Ninth Hour. The other part was that it was short – and yeah, that sometimes matters, given my listening options. Eight hours of Audible listening is eminently do-able.I had read the blurb telling what The Ninth Hour is about, but I’m not sure it was entirely accurate. I found the brilliance of this book not to be in the mother and daughter mentioned first in the blurb, but in the nuns we get to know, their work in a deeply Catholic enclave of Brooklyn in the 1900’s, their dedication to the ill and the poor, and the rules they break to do what they feel is right.Oh, Annie and Sally (the mother and daughter mentioned above) were interesting characters, as were others on the periphery. But the book came alive for me in the vivid portrayal of the nuns – Sister St. Savior, Sister Jeanne, Sister Lucy and Sister Illuminata. Each had her own personality, her own history, her own strengths and faults.I kept waiting for the plot to sweep me up and whisk me along, but that isn’t what Alice McDermott does. She captures the intricacies of life, sometimes briefly, other times in full force. One of the most brilliant scenes I have ever read in a book was that of Sally’s overnight train ride from New York to Chicago. I was right there in the grittiness with the sounds, smells, tastes, and sights. The personalities of the characters were exact, the portrayal of human frailty painted with a rawness that prickles my skin even now. This, I believe, is Alice McDermott at her best. For this scene alone, The Ninth Hour is worth reading....more",Notes are private!,0,14,1,not set,not set,"Oct 25, 2017",,Hardcover,view (with text),/book/show/33931059-the-ninth-hour
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0735224293,9780735224292,0735224293,338        pp,4.08,"1,175,223","Sep 12, 2017","Sep 12, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read Celeste Ng’s first book, Everything I Never Told You, and, while I didn’t love it, I thought it was good. I bought this new one, Little Fires EI read Celeste Ng’s first book, Everything I Never Told You, and, while I didn’t love it, I thought it was good. I bought this new one, Little Fires Everywhere, because the author has become something of a darling in literary circles, and I like to know what that is about.Yes, I thought it was good. Again, though, I didn’t love it.I loved the focus on family dynamics and the juxtaposition of siblings. And I loved the writing style. The author’s prose is crisp and clear. It isn’t necessarily lyrical, though possibly because the setting is the planned, controlled community of Shaker Heights, Ohio. The writing style seemed to match that orderly existence.My problem was the pacing. The first hundred pages were slow for me. Yes, they set up the coming story. Too often, though, I was frustrated, wondering where Ms. Ng was headed and when, for Pete’s sake, she would get there. The story picked up for me when I hit a stretch of one character’s story. Then it raced on. After a slow opening, and engrossing middle, the ending actually felt too fast.I did like the characters – not love, but like – except for one. I did not, could not understand the behavior of the mother toward her youngest child. Her snappishness allowed the other three siblings to be unkind, exacerbating a problem in a teenager whose behavior was pivotal to the plot. If you can move past that, Little Fires Everywhere may work better for you than it did for me.Yup. Good book. Not great. But good....more",Notes are private!,0,21,1,not set,not set,"Oct 09, 2017",,Hardcover,view (with text),/book/show/34273236-little-fires-everywhere
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rumor,"Hilderbrand, Elin*",0316334529,9780316334525,0316334529,370        pp,3.76,"80,744","Jun 16, 2015","Jun 16, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Want a good beach read – a.k.a. weekend read, vacation read, or fireplace read? Here’s one. Elin Hilderbrand has made a name for herself penning novelWant a good beach read – a.k.a. weekend read, vacation read, or fireplace read? Here’s one. Elin Hilderbrand has made a name for herself penning novels set on Martha’s Vineyard and Nantucket. Several years ago, I read one of hers, Summerland, and, while it was scenic, it was also thought-provoking.I enjoyed The Rumor, but more for fun than thought. It is filled with sympathetic characters – teens, parents, friends – who make bad choices until they get caught, at which point they atone. Tying it all together, more as a gimmick than a consequence, are rumors. Nantucket is, after all, an island. Its communities are insular, and Hilderbrand, a local, knows them well.This book gives island flavor. It gives you the angst of a writer trying to find a blockbuster next-book idea, twinship temporarily gone awry, beautiful gardens, and drama reminiscent of a mid-day soap opera. It was a little heavy with repetition, as in gossip spreading the same stories from character to character. And the ending was perhaps too speedy for the slower pace of the rest. But The Rumor is well written. Nothing deep here. Just enjoyment.I give it four stars because of that enjoyment factor. The Rumor is what it is – makes no pretense of being otherwise – and whereas I expect more from the “literary” writers so highly touted by professional ers, I felt that this one delivered what it promised. It’s a good beach read set at the beach. Period....more",Notes are private!,0,20,1,not set,not set,"Oct 09, 2017",,Hardcover,view (with text),/book/show/23341607-the-rumor
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Young Jane Young,"Zevin, Gabrielle*",1616205040,9781616205041,1616205040,294        pp,3.80,"30,584","Aug 22, 2017","Aug 22, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked up Young Jane Young after it was featured as a “Book of the Week” in People magazine. Sorry, folks, but those kinds of things do impress me, I picked up Young Jane Young after it was featured as a “Book of the Week” in People magazine. Sorry, folks, but those kinds of things do impress me, if for no other reason than to see what it is about a chosen book that makes it chosen. I was also interested in this particular book because, though I hadn’t read it myself, the author’s previous book, The Storied Life of A. J. Fikry , was raved about by many of my friends. Reading Young Jane Young would be my redemption.Redemption should always be as enjoyable!I wasn’t sure it would be, at first. The pivotal character is a young woman who has an affair with a married Congressman in whose office she works. Having lived through the Monica Lewinsky scandal, I wasn’t sure I wanted to do it again.But this book is beautifully nuanced and skillfully drawn. The Congressman was actually a friend of the protagonist’s family, and there were few details about the affair itself, other than one pertinent fact that has meaning at the end. So if you’re looking for sleeze, you won’t find it here. Rather, Young Jane Young is a graphic study of gender differences, or perhaps power differences. After the scandal breaks, the Congressman makes his tearful apology and goes back to his work unscathed, while our heroine’s life is ruined. The Congressman knows this will happen. In a poignant moment, just before everything falls apart, he apologizes for putting her through what she will have to go through.The way she pulls herself up – how she does it, whether she succeeds, what kind of person she becomes – is the heart of the book. Ms. Zevin does a masterful job, mercifully understated and non-melodramatic, of portraying the emotional damage the affair caused and the bravery that resulted. And it isn’t just the voice of the woman involved. We see her mother’s view, her young daughter’s view, even the view of the Congressman’s wife.With perfect pacing and just enough plot twisting, Young Jane Young humanizes a very difficult situation. I highly recommend it.BTW, I listened to this book. The reader was wonderful. I give her 5-stars as well....more",Notes are private!,0,10,1,not set,not set,"Sep 29, 2017",,Hardcover,view (with text),/book/show/33590214-young-jane-young
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Fletcher,"Perrotta, Tom",1501144022,9781501144028,1501144022,309        pp,3.36,"25,738","Aug 01, 2017","Aug 01, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So here’s a question. How many stars do you give a book that may be written passably but that you hate? Yes, hate is a strong word. But that’s how I fSo here’s a question. How many stars do you give a book that may be written passably but that you hate? Yes, hate is a strong word. But that’s how I felt about Mrs. Fletcher. I found the characters unlikeable from the start – found them self-absorbed, spoiled, self-pitying – and the multiple narrators of the audiobook didn’t help, particularly the voice of the 18-year-old. Nor did it help that the author is a media darling and male. Sorry, but I have to say that. It’s the only thing that explains critics tripping over themselves to give him a good . Those s built my expectation far higher than the author was able to go.Mrs. Fletcher is clever. The slang is hip. It gets in all the hot-button topics: online dating, online porn, gender dysphoria, bullying. It presents a side of modern life that may be prevalent today. Or not.The book is billed as a glimpse into the world of a divorcée whose only son goes off to college, leaving her alone with her unfulfilled sexual dreams. Perhaps the message here is more about the internal life of a woman as she ages – or in this instance, of a woman who fights aging.I fight aging. I work out, play tennis, dress as young as I dare without being inappropriate. I think about sex a lot, as those of you who read my books can guess. Still, Mrs. Fletcher left a really bad taste in my mouth – and it wasn’t only because of the portrayal of these particular characters. The author’s opinion of people over 60 is stereotyped and sad, which is odd, since he is 56 himself. But there were two hackneyed references to age, one to a couple that had been married fifty years, another to a woman in her early 70’s. I fall into both of those categories, and have a ton of friends who do, as well, but none of us are as old as the picture the author paints. Does Mr. Perrotta not realize that 70 is the new 55?I listened through Mrs. Fletcher to the very end, hoping that as critically-acclaimed and commercially-successful an author would redeem himself at some point. He did not. The ending was very sweet, perhaps a little too much so, but he failed to justify these particular characters reaching this point.Mrs. Fletcher is a glib, self-indulgent novel. I shudder to think how the movie will be. But then, I’ll never know. Oh, there will be one; Mr. Perrotta’s credentials assure that. But I won’t be watching it....more",Notes are private!,0,12,1,not set,not set,"Sep 29, 2017",,Hardcover,view (with text),/book/show/33584812-mrs-fletcher
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Burning Girl,"Messud, Claire",0393635023,9780393635027,0393635023,247        pp,3.25,"12,254","Aug 29, 2017","Aug 29, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Up front, please know that I did not care for Ms. Messud’s last book, The Woman Upstairs. I actually stopped reading when I was three-quarters of the Up front, please know that I did not care for Ms. Messud’s last book, The Woman Upstairs. I actually stopped reading when I was three-quarters of the way through, simply didn’t feel the characters to be riveting, and when an earlier book of hers, The Emperor’s Children, was reissued, I passed on it. Then, last week, along came her new one, The Burning Girl. Since it was well-ed, I gave it a shot.The promotional material alluded to the bond of best friends, two girls who clicked in nursery school and shared everything until adolescence tore them apart. But I ran into trouble right at the start, because I never quite understood the connection between these two girls. I get that they were opposites – good girl versus bad girl, conservative girl versus daring girl, yin and yang perhaps. But I never bought into their attraction to each other. Yes, they both had blue eyes, and yes, they talked of being secret sisters, but I still don’t understand why. Their drifting apart in adolescence made far more sense to me than their attraction.Oh, there were nice moments, like when the author described another girl in their class, an evil one, as looking out of the corner of her eye like Sophia Vergara watching in a show that only she could see. Or the moment when Missud describes a man whose clothes looked like they’d been clipped on, like clothes on a paper doll, always slightly askew.But moments here and there were all I got here. The whole of the book didn’t work for me. As a chronicle of the agony of growing up, there was nothing new. Lots of other writers have done the same in a manner every bit as skilled. Yes, Ms. Messud’s prose is straight forward, clean, and easy to read (or listen to, as was the case). But brilliant? I didn’t see that.I felt particularly let down by the ending. What was intended to be a dramatic plot twist wasn’t dramatic at all, and what happened afterward was even more of a letdown. Worst, I felt that the author spent the last pages trying to add meaning to something whose meaning was negligible.As with Tom Perrotta in Mrs. Fletcher, an author this highly acclaimed suffers from inflated expectations. Perhaps without the hype, I might have liked this book more....more",Notes are private!,0,8,1,not set,not set,"Sep 29, 2017",,Hardcover,view (with text),/book/show/34068534-the-burning-girl
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anything Is Possible        (Amgash, #2)","Strout, Elizabeth*",0812989406,9780812989403,0812989406,254        pp,3.78,"66,295","Apr 27, 2017","Apr 25, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am not a short story person. I far prefer to sink my teeth into a book and let a single, cohesive plotline take me away. But I loved My Name is LucyI am not a short story person. I far prefer to sink my teeth into a book and let a single, cohesive plotline take me away. But I loved My Name is Lucy Barton, and my book group will be discussing Anything is Possible this season, so while I was driving to and from the lake this summer, I listened to this one.Positives first. I loved reuniting with and learning more about the characters from Lucy Barton. Strout is amazing when it comes to delving deep into each character, and being able to do it in a short story is extraordinary. She also captures small-town America with exquisite detail and grace. Her prose is clean, fresh, and precise; I have always admired that about her work. And another positive about this book? It is short.That said, I wasn’t riveted to Anything is Possible. The stories were well-crafted; the characters were different enough. But, novel-lover that I am, I kept looking for a unifying theme, and the only one I could come up with was the complexity of life as it explained depression. Even Lucy Barton, whose appearance I relished and who seemed good at first, ended up an emotional mess. I was touched by some of the stories, especially early on. As I continued reading, though, I just felt dragged down.If you all, like me, judge a book by its meaning and the enjoyment it brings, you’ll understand why I gave it only 3 stars. That puts me in the minority of ers. Everywhere else I looked, the s were glowing. But then, Strout is a Pulitzer Prize winner, so she has to be good, right? Clearly, the ers saw more than I did, which may be my own limitation. Or did they not see more, but want to? Was it a case of the emperor’s new clothes? Or is that my cynicism speaking?Whatever, I’m looking forward to the discussion of my book group to help me find cohesiveness in this one....more",Notes are private!,0,11,1,not set,"Aug 12, 2017","Aug 24, 2017",,Hardcover,view (with text),/book/show/32080126-anything-is-possible
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,,462        pp,4.33,"543,251","Sep 06, 2016","Sep 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Stick with it! Stick with it! I urge this of you, fellow reader, just as it was urged of me. I started reading this book twice and twice set it aside.Stick with it! Stick with it! I urge this of you, fellow reader, just as it was urged of me. I started reading this book twice and twice set it aside. Then, when my book group voted to discuss it at our September (2017) meeting, I knew I had to apply myself. But how to get into a book whose first fifty pages, while descriptive and well-written, are not riveting?Stick with it!Actually, I had additional incentive. Finding myself with lots of car travel time, I would be a captive audience. So I downloaded the audiobook and listened from first page to last. It. Was. Marvelous. And I use the word ‘marvelous’ not because I would normally use it myself, but because I can just hear the narrator using it in the British-accented voice of Count Alexander Ilyich Rostov. The setting is the Metropol Hotel in Moscow, in the 1920’s, 30’s, 40’s, and 50’s, chronicling the more than thirty years that our Count is held there under house arrest. The writer in me found this a fascinating twist – an entire, rich novel unfolding in a single confined place. The writing is brilliant. I may be biased, since the author graduated (albeit several years before) from the same high school as one of my sons. I’m not sure if Mr. Towles was an English major, a history or government major, or something else entirely, but his knowledge of Russia is remarkable. Likewise, his knowledge of classical music and literature – and, of course, words – actually, mostly words.A Gentleman in Moscow is a celebration of the elegance of words. I found myself smiling, time and again, at various descriptions and phrases. I wrote some down. I thought of many well after the reading was done.So the prose is amazing. Likewise, the richness of characterization. Towles captures various secondary characters with perfection. But the Count. Ahhhh, the Count. His dry wit, cleverness, knowledge, and sheer indomitable spirit truly make the book.A Gentleman in Moscow is not an action book or a thriller, but there is enough of each at opportune times to propel the plot forward.I would say that this book is about the process, rather than the journey. But it does cover the journey as well. There may be down times; every journey has those. But they are necessary for a full appreciation of the trip....more",Notes are private!,0,14,1,not set,"Aug 09, 2017","Aug 09, 2017",,Hardcover,view (with text),/book/show/29430012-a-gentleman-in-moscow
