,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Heather's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Inconvenient Woman,"Dunne, Dominick",0345430530,9780345430533,0345430530,480        pp,4.01,"2,741",1990,"Nov 28, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 15, 2023",,Paperback,view,/book/show/352042.An_Inconvenient_Woman
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Librarianist,"deWitt, Patrick",0063085127,9780063085121,,352        pp,3.43,"14,045","Jul 04, 2023","Jul 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2023",,Hardcover,view,/book/show/62645180-the-librarianist
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rachel Incident,"O'Donoghue, Caroline*",0593535707,9780593535707,0593535707,304        pp,4.12,"49,621","Jun 22, 2023","Jun 27, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An Irish setting and a heroine who is witty but not wise with bookish aspirations drives this enjoyable story. Rachel becomes best friends with her gaAn Irish setting and a heroine who is witty but not wise with bookish aspirations drives this enjoyable story. Rachel becomes best friends with her gay coworker at the local bookstore and mishap convenes. After a crush ends disappointingly, Rachel and Roommate become entertwined with a married couple who the husband is her college professor and the wife works in publishing. Lies and secrets revolve around and the questions becomes will Rachel land on her feet and who will land with her? A fun read with great lines and characterization with some thoughtfulness.Copy provided by the publisher and Net Galley...more",Notes are private!,0,3,1,"Jul 12, 2023","Jul 23, 2023","Jul 12, 2023",,Hardcover,view (with text),/book/show/63094957-the-rachel-incident
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Agent,"Rimmer, Kelly*",1525826689,9781525826689,1525826689,368        pp,4.14,"10,977","Jul 11, 2023","Jul 11, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I liked this telling of female agents told in alternating chapters between two agents and the daughter who helps her father uncover his own mystery yeI liked this telling of female agents told in alternating chapters between two agents and the daughter who helps her father uncover his own mystery years later. What I didn't like is the lack of distinction between the two agents voices. They became blurred at times although their stories were different. Interesting and suspenseful. A consistent author.Copy provided by the publisher and NetGalley...more,Notes are private!,0,9,1,"Jul 10, 2023","Jul 12, 2023","Jul 10, 2023",,Paperback,view (with text),/book/show/62197599-the-paris-agent
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Banyan Moon,"Thai, Thao",0063267101,9780063267107,0063267101,336        pp,3.93,"21,586","Jun 27, 2023","Jun 27, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was a book about mothers and daughters with a bit of mystery thrown in. I loved the descriptions of the house and how it represented the lives ofThis was a book about mothers and daughters with a bit of mystery thrown in. I loved the descriptions of the house and how it represented the lives of the three women. The characters were distinct and their stories are told in alternating chapters. Well written and made me miss my mom while appreciating my daughter that much more. A mother's love is universal.Copy provided by the publisher and NetGalley...more,Notes are private!,0,4,2,"Jul 08, 2023Jul 08, 2023","Jul 10, 2023Jul 10, 2023","Jul 10, 2023",,Hardcover,view (with text),/book/show/62800971-banyan-moon
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone Tonight,"Pekkanen, Sarah*",1250283973,9781250283979,1250283973,338        pp,3.83,"22,789","Aug 01, 2023","Aug 01, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The first part of this story really had me intrigued. A mother daughter dynamic with a host of manipulation. the Mother's story that she records in a The first part of this story really had me intrigued. A mother daughter dynamic with a host of manipulation. the Mother's story that she records in a green notebook to explain her past to her daughter was a favorite component. A cheerleader in high school and a first love. I am still intrigued. A quest for the truth. Then the story takes a questionable turn that doesn't quite pan out. I didn't Like the convenience of the ending. If it would have only stayed its true course. Some really great elements but a weak last act. Copy provided by the publisher and NetGalley...more,Notes are private!,0,1,1,"Aug 13, 2023","Aug 17, 2023","Jul 06, 2023",,Hardcover,view (with text),/book/show/61884937-gone-tonight
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Space Between Worlds        (The Space Between Worlds, #1)","Johnson, Micaiah",,,,336        pp,3.95,"37,891","Aug 04, 2020","Aug 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2023",,,view,/book/show/43301353-the-space-between-worlds
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Monsters,"Brodeur, Adrienne*",1982198109,9781982198107,1982198109,320        pp,3.72,"12,688","Jun 27, 2023","Jun 27, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I really liked the way the author depicts the dysfunctional family with such memorable characters. The descriptions of the marine life and the artistiI really liked the way the author depicts the dysfunctional family with such memorable characters. The descriptions of the marine life and the artistic references posed an interesting backdrop. Dealing with a mentally ill family member is showcased. I lived the ending and how the characters get there. Definitely an author I want to read more of.Copy provided by the publisher and NetGalley...more,Notes are private!,0,2,1,"Jul 04, 2023","Jul 07, 2023","Jul 04, 2023",,Hardcover,view (with text),/book/show/62919906-little-monsters
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Long Way Back,"Baart, Nicole*",1982115106,9781982115104,1982115106,384        pp,3.73,"1,861","Jun 13, 2023","Jun 13, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A mother and daughter take to the road hiking and exploring while they become influencers. The daughter goes missing and speculation swirls. What happA mother and daughter take to the road hiking and exploring while they become influencers. The daughter goes missing and speculation swirls. What happened to her and judgment about the duo's choices are at the forefront. A great setting and hobby to read about as an armchair traveler and by the end, I was completely in.Copy provided by the publisher and NetGalley...more",Notes are private!,0,3,1,Jul 2023,"Jul 03, 2023","Jul 01, 2023",,Paperback,view (with text),/book/show/62919729-the-long-way-back
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Have You Seen Her,"McKenzie, Catherine*",1668011115,9781668011119,1668011115,327        pp,3.59,"4,327","Jun 27, 2023","Jun 27, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved the setting of the Yosemite National Park for this mystery involving missing persons. The main character is hiding out from a bad marriage andI loved the setting of the Yosemite National Park for this mystery involving missing persons. The main character is hiding out from a bad marriage and return to her job in search and rescue. Haunted by a previous missing person case of someone she knew years ago, the new missing persons case brings back memories. Chilling and suspeneful.Copy provided by the publisher and NetGalley...more",Notes are private!,0,1,1,"Jun 28, 2023",Jul 2023,"Jun 28, 2023",,Hardcover,view (with text),/book/show/62919390-have-you-seen-her
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drowning,"Newman, T.J.*",1982177918,9781982177911,1982177918,304        pp,4.18,"36,419","May 30, 2023","May 30, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The beginning of the story is less engaging than the second half. Once the characters are developed its easy to root for them. Seemingly well researchThe beginning of the story is less engaging than the second half. Once the characters are developed its easy to root for them. Seemingly well researched, the rescue attempts make sense and are detailed without being too much to take in. Action and sentiment are well balanced. A good read.Copy provided by the publisher w NetGalley...more",Notes are private!,0,1,1,"Jun 21, 2023","Jun 24, 2023","Jun 21, 2023",,Hardcover,view (with text),/book/show/59345230-drowning
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kiss Me in the Coral Lounge: Intimate Confessions from a Happy Marriage,"Ellis, Helen",0385548206,9780385548205,0385548206,224        pp,3.80,"1,692","Jun 13, 2023","Jun 13, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A quirky and endearing narrative that collectively showcases middle age marriage at its best. With humor and some irony, essays about their old cat foA quirky and endearing narrative that collectively showcases middle age marriage at its best. With humor and some irony, essays about their old cat for the cat sitter and their art collection amassed over the years are easily related to. This is the first I have read of this author based on Ann Patchett's recommendation and it does not disappoint.Copy provided by the publisher and NetGalley...more",Notes are private!,0,1,1,"Jun 19, 2023","Jun 20, 2023","Jun 19, 2023",,Hardcover,view (with text),/book/show/62646531-kiss-me-in-the-coral-lounge
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,King: A Life,"Eig, Jonathan*",0374279292,9780374279295,0374279292,688        pp,4.68,"5,578","May 16, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2023",,Hardcover,view,/book/show/62039291-king
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meet Me at the Lake,"Fortune, Carley*",0735243786,9780735243781,0735243786,336        pp,3.71,"199,353","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2023",,Paperback,view,/book/show/61797464-meet-me-at-the-lake
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Place,"Henry, Emily*",0593441273,9780593441275,0593441273,400        pp,4.02,"784,103","Apr 25, 2023","Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2023",,Hardcover,view,/book/show/61718053-happy-place
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hang the Moon,"Walls, Jeannette*",1501117297,9781501117299,1501117297,368        pp,3.84,"60,673","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2023",,Hardcover,view,/book/show/61272702-hang-the-moon
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant of Water,"Verghese, Abraham*",,,,724        pp,4.47,"150,504","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2023",,Hardcover,view,/book/show/62687857-the-covenant-of-water
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Regrets of Clover,"Brammer, Mikki*",1250284392,9781250284396,,320        pp,4.18,"56,243","May 09, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2023",,Hardcover,view,/book/show/61214136-the-collected-regrets-of-clover
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trail of the Lost: The Relentless Search to Bring Home the Missing Hikers of the Pacific Crest Trail,"Lankford, Andrea*",030683197X,9780306831973,B0BP2MYKMT,353        pp,3.79,"7,223","Aug 22, 2023","Aug 22, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This compilation of stories of missing hikers on the PCT is downright eerie at times. The searches are harrowing, costly and time consuming and often This compilation of stories of missing hikers on the PCT is downright eerie at times. The searches are harrowing, costly and time consuming and often fruitless. The elements can be scary and the author's experience as a park ranger and nurse provides the suspense and expertise that brings this home. The location, the personalities, and the grief of the searches stand out.perfect for those readers drawn to true crime and nature.Copy provided by the publisher and NetGalley...more",Notes are private!,0,6,1,not set,"Jun 07, 2023","Jun 18, 2023",,Kindle Edition,view (with text),/book/show/123213174-trail-of-the-lost
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Kill Men and Get Away with It,"Brent, Katy",0008600481,9780008600488,0008600481,384        pp,3.69,"18,927","Oct 12, 2022","Apr 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sex in the City meets Dexter. An internet influencer has a new hobby. That is murdering men who have assaulted women. While this plot is not new to thSex in the City meets Dexter. An internet influencer has a new hobby. That is murdering men who have assaulted women. While this plot is not new to the novel world, Brent adds her own bite to the cause. At times tongue in cheek but at others were talking serious subject mater and Brent spares no detail in murder, rape and assault. This can make it an uncomfortable read but with some sex and wit. Graphic depictions but well thought out characters. A fast read.Copy provided by the publisher and NetGalley...more",Notes are private!,0,4,1,"Jun 14, 2023","Jun 17, 2023","Jun 14, 2023",,Paperback,view (with text),/book/show/61833058-how-to-kill-men-and-get-away-with-it
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Two Strangers,"White, Kate*",0063247364,9780063247369,0063247364,304        pp,3.69,"7,181","May 16, 2023","May 16, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was really good with suspense and strong characters until the end, and then it just fizzled. The premise and the main character works well and thThis was really good with suspense and strong characters until the end, and then it just fizzled. The premise and the main character works well and the art references were well done. But not enough to make up for the abrupt and nonsensical ending. Copy provided by the publisher and NetGalley...more",Notes are private!,0,0,1,"Jun 11, 2023","Jun 14, 2023","Jun 11, 2023",,Paperback,view (with text),/book/show/62047982-between-two-strangers
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Centre,"Siddiqi, Ayesha Manazir",1638930546,,1638930546,288        pp,3.42,"9,009","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2023",,Hardcover,view,/book/show/72238625-the-centre
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Long Gone, Come Home","Chenault-Kilgore, Monica*",1525804766,9781525804762,1525804766,368        pp,3.78,370,"Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2023",,Paperback,view,/book/show/62197590-long-gone-come-home
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest,"Cline, Emma",0812998626,9780812998627,,304        pp,3.32,"64,885","May 16, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2023",,Hardcover,view,/book/show/61986136-the-guest
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speak of the Devil,"Wilding, Rose",1250886937,9781250886934,1250886937,304        pp,3.55,"2,879","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2023",,Hardcover,view,/book/show/61885043-speak-of-the-devil
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Homewreckers,"Andrews, Mary Kay*",1250278368,9781250278364,1250278368,464        pp,3.86,"43,030","May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With the paperback release just in time for summer, Andrews creates a cute and fun story about flipping historical homes in Savannah. I loved the mainWith the paperback release just in time for summer, Andrews creates a cute and fun story about flipping historical homes in Savannah. I loved the main character and wish there had been more backstory on her love interest. The reality TV show works and the book was an easy read.Copy provided by the publisher and NetGalley...more",Notes are private!,0,1,1,"May 30, 2023","Jun 02, 2023","May 30, 2023",,Hardcover,view (with text),/book/show/58725023-the-homewreckers
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Hour,"Hoffman, Alice*",1982175370,9781982175375,1982175370,272        pp,3.63,"28,012","Aug 15, 2023","Aug 15, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this book and Hoffman is edging into my favorite author list. The magic of books is captured lovingly through a young girl who secretly checksI loved this book and Hoffman is edging into my favorite author list. The magic of books is captured lovingly through a young girl who secretly checks books out from the library and sneaks them into the cult like commune she lives in. The love of literature comes from her mother and the mother daughter bond is highlighted. With magical transport, the story delves into the fantasy of the reader. The components and characters work well, hitting on the threat of censorship in today's political climate. A favorite!Provided by the publisher and NetGalley...more",Notes are private!,0,2,1,"May 29, 2023","May 30, 2023","May 29, 2023",,Hardcover,view (with text),/book/show/62919793-the-invisible-hour
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beware the Woman,"Abbott, Megan*",0593084934,9780593084939,0593084934,320        pp,3.30,"11,713","May 30, 2023","May 30, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,What happens when you have an over zealous father in law whose concern bleeds into the psychotic. Predictable yet entertaining. A quick but satisfyingWhat happens when you have an over zealous father in law whose concern bleeds into the psychotic. Predictable yet entertaining. A quick but satisfying readCopy provided by the publisher and NetGalley...more,Notes are private!,0,1,1,"May 28, 2023","May 28, 2023","May 28, 2023",,Hardcover,view (with text),/book/show/62366771-beware-the-woman
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Night, Irene","Urrea, Luis Alberto*",0316265853,9780316265850,0316265853,407        pp,4.15,"16,204","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2023",,Hardcover,view,/book/show/63023640-good-night-irene
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quietly Hostile: Essays,"Irby, Samantha*",0593315693,9780593315699,0593315693,290        pp,3.72,"15,508","May 16, 2023","May 16, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are some laugh out loud moments, especially about toilet paper and toilet seats. Also, some cringe worthy essas. Fans of Sex and the City will lThere are some laugh out loud moments, especially about toilet paper and toilet seats. Also, some cringe worthy essas. Fans of Sex and the City will like the commentary on episodes. A fairly good collection.Copy provided by the publisher and NetGalley...more",Notes are private!,0,2,1,"May 20, 2023","May 24, 2023","May 20, 2023",,Paperback,view (with text),/book/show/62052300-quietly-hostile
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Line in the Sand: A Novel,"Powers, Kevin",0316507555,9780316507554,B0BD4G2Y5M,369        pp,3.90,"1,814","May 16, 2023","May 16, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fast paced with cinematic qualities. War fallout, secret missions, contractors and murder make for a police procedural that is likely and timely. AddrFast paced with cinematic qualities. War fallout, secret missions, contractors and murder make for a police procedural that is likely and timely. Addressing those left behind who are behind the scenes and the danger faced.lots of action and strong characters to root for....more",Notes are private!,0,2,1,"Jul 13, 2023","Jul 13, 2023","May 16, 2023",,Kindle Edition,view (with text),/book/show/74871176-a-line-in-the-sand
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,None of This Is True,"Jewell, Lisa*",1982179007,9781982179007,1982179007,380        pp,4.15,"425,799","Jul 20, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2023",,Hardcover,view,/book/show/62334530-none-of-this-is-true
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whispers,"Audrain, Ashley*",1984881698,9781984881694,1984881698,336        pp,3.84,"59,726","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2023",,Hardcover,view,/book/show/63222079-the-whispers
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sing Her Down,"Pochoda, Ivy*",0374608482,9780374608484,0374608482,288        pp,3.38,"1,085","May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2023",,Hardcover,view,/book/show/62039258-sing-her-down
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Postcard,"Berest, Anne",,9781609458386,,464        pp,4.38,"20,141","Aug 18, 2021","May 16, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was such a compelling read. The subject matter is difficult but it is approached through the mystery of an unsigned postcard and the reminiscing This was such a compelling read. The subject matter is difficult but it is approached through the mystery of an unsigned postcard and the reminiscing and research it prompts. The characters are well thought out and the time frames that switch back and forth between parts is actually a release for the intense Nazi filled time period. Berest has taken a subject I have read about before and presented it in a new way. Lest we never forget....more,Notes are private!,0,4,1,"Jul 14, 2023","Jul 16, 2023","May 15, 2023",,Hardcover,view (with text),/book/show/63880836-the-postcard
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Book of Flora Lea,"Henry, Patti Callahan*",1668011832,9781668011836,1668011832,355        pp,4.08,"45,021","May 02, 2023","May 02, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I loved the rare book reference and the historical setting . I don't know much about the children being sent to the countryside for safety. The endingI loved the rare book reference and the historical setting . I don't know much about the children being sent to the countryside for safety. The ending came together a little too conveniently and it seemed a little long. A Good read overall.Copy provided by the publisher and NetGalley...more,Notes are private!,0,0,1,"May 05, 2023","May 14, 2023","May 05, 2023",,Hardcover,view (with text),/book/show/61964751-the-secret-book-of-flora-lea
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girls and their Horses,"Brazier, Eliza Jane",0593438884,9780593438886,0593438884,400        pp,3.73,"3,366","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is a book that I couldn't put down. Centered around a horse stable in a soap opera style are the horses and their owners and trainers. RelationshThis is a book that I couldn't put down. Centered around a horse stable in a soap opera style are the horses and their owners and trainers. Relationships are explored between mothers and daughters and spouses. Filled with longing and angst. Veers off with some unlikely events towards the end but still a great read.Copy provided by the publisher and NetGalley...more,Notes are private!,0,3,1,"May 05, 2023","May 05, 2023","May 05, 2023",,Hardcover,view (with text),/book/show/62692859-girls-and-their-horses
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Independence Square        (Arkady Renko, #10)","Smith, Martin Cruz",1982188308,9781982188306,1982188308,272        pp,4.00,"2,790","May 09, 2023","May 09, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Ukraine is featured in this story of murder and politics. I enjoy the characters throughout the series and Renko's complicated love life. This is The Ukraine is featured in this story of murder and politics. I enjoy the characters throughout the series and Renko's complicated love life. This is probably the most compelling part of the story, Renko and his personal life. Some twists and turns to the mystery. A good entry in a consistent series.Copy provided by the publisher and NetGalley...more",Notes are private!,0,0,1,"Apr 28, 2023","May 05, 2023","Apr 28, 2023",,Hardcover,view (with text),/book/show/62919846-independence-square
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"After That Night        (Will Trent, #11)","Slaughter, Karin*",,,B0BN2133GN,432        pp,4.30,"39,329","Aug 22, 2023","Aug 22, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of Slaughter's grittier stories involving the rapes of young women and how they are possibly linked. methodical, detail oriented, and graphic thisOne of Slaughter's grittier stories involving the rapes of young women and how they are possibly linked. methodical, detail oriented, and graphic this was disturbing at times. The medical side counters the brutal side and there are some twists that I didn't see coming. the characters continue to be well developed and the series is strong #11 in the series and it's still fresh and attention grabbing. ...more",Notes are private!,0,1,2,"Jul 23, 2023not set","Nov 28, 2023not set","Apr 23, 2023",,Kindle Edition,view (with text),/book/show/63852959-after-that-night
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Needs to Know,"Cameron, Lindsay*",0593159101,9780593159101,0593159101,320        pp,3.49,"4,396","May 09, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2023",,Paperback,view,/book/show/61948950-no-one-needs-to-know
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Not Dark Yet        (Inspector Banks, #27)","Robinson, Peter",0062994956,9780062994950,0062994956,336        pp,4.12,"6,353","Mar 16, 2021","Mar 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2023,"Apr 15, 2023",,Hardcover,view,/book/show/53240821-not-dark-yet
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Children of the Revolution        (Inspector Banks, #21)","Robinson, Peter",1444704915,9781444704914,1444704915,389        pp,3.93,"6,690","Aug 01, 2013","Aug 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2023",,Hardcover,view,/book/show/17260972-children-of-the-revolution
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bad Boy        (Inspector Banks, #19)","Robinson, Peter",0061362956,9780061362958,0061362956,352        pp,3.99,"8,386","Aug 24, 2010","Aug 24, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2023",,Hardcover,view,/book/show/8216274-bad-boy
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Friend of the Devil        (Inspector Banks #17),"Robinson, Peter",034083689X,9780340836897,034083689X,424        pp,4.06,"8,848",2007,"Jan 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 15, 2023",,Hardcover,view,/book/show/989584.Friend_of_the_Devil
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Piece of My Heart        (Inspector Banks, #16)","Robinson, Peter",0060544368,9780060544362,0060544368,448        pp,4.00,"6,298",2006,"Apr 24, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 15, 2023",,Mass Market Paperback,view,/book/show/467505.Piece_of_My_Heart
