,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paul's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Joyce,"Gross, John",000632438X,9780006324386,000632438X,95        pp,3.60,30,"Nov 25, 1970",1971,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Here is a perfect introduction to Jimmy Joyce – very short (91 pages) and because it was written in 1971 totally free of the clogged infarcted mandariHere is a perfect introduction to Jimmy Joyce – very short (91 pages) and because it was written in 1971 totally free of the clogged infarcted mandarin language that wrecks so much writing about JJ (and everyone else) since the 1980s. Unfortunately it’s out of print. I was always amazed by JJ’s scorched-earth policy towards writing – one single short story collection; one single conventional(ish) autobiographical novel; one play; one exploded-multiverse reinvention of the novel; and one final work which leaves the English language behind completely. What JJ would have done next if he hadn’t been so remiss as to die at the age of 59 is beyond our tiny imaginations. I myself am not so much of a Joyce fan, really, I’m a Ulysses fan. I think Finnegans Wake is unreadable. JJ in his madness took 17 years to write it, that’s 17 wasted years for me, falling down a rabbithole he himself made, entranced as he fell like Alice. It was a grossly self-regarding experiment. As for the other stuff, Dubliners is excellent but oh so miserable (Gross says “the prose, for all its artfulness, tends to level off into an even drone”) and Portrait of the Artist as a Young Man is tiresome (except for the hellfire sermons) and pompous, or I thought so when I read it many years ago, I should give it another go. (Gross says “The portrait of the artist turns out to be the dissection of a second-rate aesthete”.)But all introductions to great authors should be like this – short, sweet, pungent. [image]...more",Notes are private!,3,41,1,"Mar 04, 2024","Mar 05, 2024","Mar 03, 2024",,Paperback,view (with text),/book/show/2023693.Joyce
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cambridge Introduction to the American Short Story,"Scofield, Martin",0521533813,9780521533812,0521533813,302        pp,3.96,23,"Sep 25, 2006","Aug 05, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2024",,Paperback,view,/book/show/1099334.The_Cambridge_Introduction_to_the_American_Short_Story
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pure Pleasure: A Guide to the Twentieth Century's Most Enjoyable Books,"Carey, John",0571204481,9780571204489,0571204481,173        pp,3.78,83,"May 18, 2001","Jan 01, 2000",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Guide to the 20th Century’s Most Enjoyable Books ? So John Carey has read every 20th century book? Well no he hasn’t otherwise (fill in the missing A Guide to the 20th Century’s Most Enjoyable Books ? So John Carey has read every 20th century book? Well no he hasn’t otherwise (fill in the missing title) would be on the list. But I think he might have a different idea of what is pleasurable than most of us. Six of his choices are :A Portrait of the Artist as a Young Man – Joyce’s anguished, tortured book about losing his religion and growing up as an unacknowledged insufferable geniusThe Immoralist – Andre Gide’s depressing novel about a guy with a dying wife who realises he’s really gay and extremely attracted to very young boysPrufrock and Other Observations – Eliot’s poems of bitterness and defeat in a world without moral valuesCrow – Ted Hughes’ brilliant but horrendous, black and nihilistic tirade against a nasty meaningless violent worldThe Cement Garden – Ian McEwan’s jolly tale of incestAndSeven Types of Ambiguity – William Empson’s 300 pages of “dense, turgid and baffling” (GR s) trawlings through ancient poetry in order to extract every drop of poison from the concept of ambiguity. I would not myself describe these books as “pure pleasure”. Really, Mr Carey is a bit of a highbrow – his other choices include Maxin Gorky, Sartre, Bulgarkov, Yeats, Thomas Mann and Gunter Grass but he does throw in the odd D H Lawrence and Thomas Hardy to show he’s a man of the people too. These little essays are pretty nice but this list of 50 books is a real wonky donkey....more",Notes are private!,3,49,1,"Mar 03, 2024","Mar 06, 2024","Mar 02, 2024",,Paperback,view (with text),/book/show/1259289.Pure_Pleasure
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bradbury Chronicles: The Life of Ray Bradbury,"Weller, Sam*",0060545844,9780060545840,0060545844,384        pp,4.26,531,"Apr 01, 2005","Feb 21, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"He was a very jolly, loud, enthusiastic guy, people liked him but they thought he was a bit naïve and a lot sentimental. He would cry at the drop of aHe was a very jolly, loud, enthusiastic guy, people liked him but they thought he was a bit naïve and a lot sentimental. He would cry at the drop of a hat. One person said about him at age 17Ray was a rather boisterous young boy. He liked to imitate Hitler and WC Fields. It’s a wonder we didn’t strangle him.Like Jack Kerouac and Bob Dylan, Ray Bradbury had a golden decade of high productivity – everything he got famous for was written at speed between 1947 and 1957, Fahrenheit 451, Dandelion Wine, The Illustrated Man, The Martian Chronicles. A LOVE HATE THINGHe had a very conflicted relationship with science fiction. He loved the wonder but didn’t care a hoot about the science. Damon Knight said that though Ray Bradburyhas a large following among science fiction readers, there is at least an equally large contingent of people who cannot stomach his work at all, they say he has no respect for the medium…that – worst crime of all – he fears and distrusts science.He was in fact a technophobe – never learned how to drive, didn’t fly on a plane until age 62, owned a computer but didn’t use it. In the 50s wrote for television but didn’t own a set.Author Sam Weller of the unlikely Dickensian name saysRay’s Mars was beautifully impossible. His planet had an atmosphere and it had blue hills. For the author, science was not the point… it was the metaphor that mattered. To sf purists he was an often-resented outsider and of course to purveyors of literature he was a lowly sf writer who should quickly be shown the door. When the beautiful fix-up novel The Martian Chronicles was published Ray wrote to his publisherI think we could have gotten more s from the big people on Chronicles if it hadn’t been for that science-fiction label… Can’t we do something about this, please, Brad? Must the light remain under the bushel-basket?FAMOUS FRIENDSHis stuff was so good that hoity-toity intellectual types who wrote proper literary books noticed it and he got a good  from none other than Christopher Isherwood who invited him round to tea. Some time later at chez Isherwood who should turn up but Aldous Huxley. They offered our Ray some mind-expanding mescaline. They wonderd what effect it would have on the Bradbury brain. He declined and said :I don’t want to have a lot of perceptions. I want to have one at a time. When I write a short story, I open the trapdoor on the top of my head, take out one lizard, shut the trapdoor, skin the lizard, and pin it up on the wall. Ray was afraid that if he took mescaline, he would be unable to, as he put it, “ shut the trapdoor and all my lizards would escape”.As he got more famous (without having any massive blockbusters – but quite quickly stories and novels started popping up in syllabuses) famous people would be encountered quite regularly. Typical evening for Ray Bradbury : I went to the theatre and John Huston was there with his girlfriend Olivia de Havilland.SPEAKING OF JOHN HUSTONThe tall booming Hemingwayesque director was his favourite and he longed to scriptwrite for him and lo! It came to pass in a highly be-careful-what-you-wish-for way. Mr Huston decided one fine day “Ray Bradbury will write a script for my film of Moby Dick!” And Ray found himself on a boat to Ireland (at this point he refused to fly). The reason Ray had been summoned to Ireland to work on a screenplay for a film that was to be shot largely in the Canary Islands was so Huston could make the foxhunting season.John Huston loved to roam the world shootin huntin fishin drinkin and womanizin and directin. He fancied murdering some Irish foxes and they did it in a very wild way, apparently, so Dublin it was for Ray, where he spent months of misery as the butt of Huston’s malicious unpleasant humiliating humour (think Joe Pesci in Goodfellas if Joe Pesci was over 6 feet high and a big shot film director). BRAND NAME RECOGNITIONSam Weller saysShort stories. Novels. Radio. Comic books. Movies. Television. The stage. Architecture and design. Arguably, no other twentieth-century literary figure can claim such sweeping cultural impact. What he is saying is that After writing his handful of famous books (there is a larger armful of non-famous books because he never stopped) Ray Bradbury turned himself into a brand, and affixed his name to all manner of cultural enterprises involving world fairs, Disney, tall buildings, Apollo missions and whatnot. And all without going to college or university. His only college was the local library. It’s a rather large claim. If it’s true it couldn’t have happened to a nicer guy. I read this because RB was my first beloved author and I think I still love (some) of his stuff, and I realised I knew absolutely nothing about him. And I’m glad I found out. It’s not especially dramatic as life-stories go, but it left me with a warm glow.[image]...more",Notes are private!,5,51,1,"Mar 06, 2024","Mar 09, 2024","Mar 02, 2024",,Paperback,view (with text),/book/show/9635.The_Bradbury_Chronicles
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Changeling        (Canongate Classic, 22)","Jenkins, Robin",0862412285,9780862412289,0862412285,240        pp,3.97,541,1958,"Apr 03, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Was ever a good deed punished like this one….. Teacher in 1950s Glasgow has a slum kid in his class, already on probation for stealing, and the targetWas ever a good deed punished like this one….. Teacher in 1950s Glasgow has a slum kid in his class, already on probation for stealing, and the target of revulsion and mockery by the other kids. But Tom the slum kid is the smartest one in the class. So benignly selfregardingly wellmeaning teacher Charles decides it would be a great idea to introduce Tom to the finer things in life & open up his cramped horizons by taking him with his family off to the seaside cottage they rent every year for a fortnight. How great-hearted! How misguided! How disastrous!It's a strong tale and the psychology of everyone is scored like a late quartet by Beethoven : the sceptical wife, the jealous but fascinated daughter, the oblivious son, the battleaxe mother-in-law, and most complicatedly, frantically virtue-signalling (to himself as much as anyone else) Charles and Tom, who wasn’t ever waving but always drowning. Leading us to the gloomy inevitability of the final chord.3.5 stars...more",Notes are private!,0,18,1,"Mar 15, 2024","Mar 17, 2024","Mar 02, 2024",,Paperback,view (with text),/book/show/1026564.The_Changeling
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homicide: Life on the Streets--the Unofficial Companion,"Kalat, David P.",1580630219,9781580630214,1580630219,348        pp,3.85,48,"Jul 15, 1998","Jul 15, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"1)	First there was the non fiction book Homicide : A Year on the Killing Streets by David Simon. He was a crime reporter who wangled a year long assig1)	First there was the non fiction book Homicide : A Year on the Killing Streets by David Simon. He was a crime reporter who wangled a year long assignment “embedded” (as they later called it) in Baltimore’s homicide department. This book is a five star true crime classic. [image]2)	Then there was a tv show Homicide: Life on the Street (rather groanworthy subtitle) which lasted from 1993 to 1999 and was constantly brilliant, constantly rated by all critics, and constantly got poor ratings. Some of the stories and characters were from David Simon’s book.[image]3)	Then there was this (“unofficial”) guide which is excellent fan fodder and came out before the final 7th series. Reading it has inspired me to commence a marathon REWATCH which involved a trip to the loft and an exhumation of the DVD BOX SETS I got many years ago and a checking of my dusty unused dvd player and a changing of the remote control batteries. Wow! Retro technology! Yes, it still works. (Random note : all that “DVD Extras” material they used to add I guess is now consigned to landfill since the demise of dvds.)4)	Bizarrely, then there was a graphic novelization of David Simon’s book by Philippe Squarzoni which came out in 2023 – it’s really great.[image]*Aside from chronicling and celebrating this pre-Wire wundershow, David Kalat glumly and waspishly recounts the running war between the show’s producers and the network, NBC. Ned Beatty explained why he left the show : “It wasn’t about the money. I loved it in the beginning. Some of it was the best thing I’d ever done. But it got to the point where they wanted to see people get shot and car chases and all that. Which is not what homicide detectives really do.” So yes, the front office was pushing that line (e.g. demanding less ugly men and more sexy women on the show) and yes, the show did sometimes wander into lurid tabloid evil-twin serial killer territory, to their shame, but mostly they didn’t and with a dream cast including Andre Braugher and Melissa Leo they stuck to their grimy uncomfortable truth telling week in and week out.[image]...more",Notes are private!,3,19,1,"Mar 02, 2024","Mar 06, 2024","Mar 02, 2024",,Paperback,view (with text),/book/show/510758.Homicide
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Impossible Craft: Literary Biography,"Donaldson, Scott",0271065281,9780271065281,0271065281,296        pp,3.73,11,"Mar 03, 2015","Feb 23, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think this is the book written by the oldest author I ever read – Scott Donaldson was born in 1928 and this was published in 2014, so he was 86 whenI think this is the book written by the oldest author I ever read – Scott Donaldson was born in 1928 and this was published in 2014, so he was 86 when it came out. He was the biographer of various writers including Hemingway and Fitzgerald and John Cheever – the last one got him into trouble and nearly into court, it’s a sorry story. He proposed a biography to Cheever’s widow 6 months after his death and at first everything was happy and welcoming but then the Cheever family realised he was the competition as they were putting together their own memoirs and volumes of journals and letters, why give it away for free if you can get paid for it. It all turned quite ugly. After 6 years the biography came out (John Cheever : A Biography, 1988) and 20 years later was flattened by Blake Bailey’s massive Cheever : A Life (how do they come up with these titles?). I liked his rueful ponderings on being so thoroughly relegated, and his list of “Mistakes” he made in so successfully turning the Cheever family into enemies. The life of the literary biographer is mired in drudgery, says Scott. Take the case of Mark Schorer, whose subject was Sinclair Lewis. Mark wrote dolefully that writing his biography meant reading Lewis’stwenty-one novels, all but five of them of small literary worth and some of them almost unbelievably poorAnd then the 100 or so short storiesalmost all of them worse than poorAnd then as SD saysreading most of this execrable fiction a second or third time, in order to arrive at a pattern of the mind that created itAnother biographer, Justin Kaplan, remarked thatyou need oxlike endurance, resignation to the swift passage of time without much to show for it, and the capacity to feed on your own blood when the sources run drySD says that the biographer needs to be a drudge, a critic, an artist, a historian, an investigative reporter and a polymath. And a psychologist. So not only is the work involved laborious and fraught, the end result is dubious, based on inadequate material and addled self-serving witnesses, and has the result of deflecting attention from the writer’s work to the writer’s life, which is very likely the opposite of what the writer would have wished. Literary biography is a mug’s game.That said, I love a good meaty biography. Here are my top ten favourites (in no order, and including everybody, not just writers)Life of Samuel Johnson by James Boswell[image]-	This isn’t a biography in a modern sense as Bozzy doesn’t really dig up much about SJ’s early life. It’s more a documentary, with hundreds of pages of actual verbatim conversations from the 1760s to 1780s. Very amazing.The Silent Woman by Janet Malcolm[image]-	This is not so much a biography as an exquisite meditation on the bitter war waged via biographies between the Plathophiles and the Hughes fans. Brilliant! And unlike all the other book in this little list, short!The Marquis de Sade by Donald Thomas[image]An amazing life – de Sade may have been revolting but he was never boring, even when he was shut up in an insane asylum for years.Adolf Hitler by John Toland[image]The recent even massiver bio by Ian Kershaw is probably better but this is a rollercoasting riot, not a dull page in its over 1000. The Passage of Power by Robert Caro[image]Book 4 in the series about Lyndon Johnson. This is the part about how LBJ became president in the worst way. Caro is quite repetitive but the story he tells is riveting.Dostoyevsky by Joseph Frank[image]Dosto’s life was not a placid one and he showed how you can write masterpieces whilst on the run from your creditors. This is probably too much of a giant biography so this is probably a Stockholm syndrome entry.The Life and Times of Elijah Muhammed by Andrew Clegg III[image]Malcolm X : A Life of Reinvention by Manning Marable[image]These two brilliant books should be read in order so you get the full sweep of the strange story of the NOI and what caused the tragedy of Malcolm X. Both are great.James Joyce by Richard Ellmann[image]Kind of solid and respectable, you know, but JJ was such a weirdo. Funny and sad by turns.Jean Rhys by Carole Angier[image]A massive book but worthwhile – I think this biography is much longer than Jean Rhys’s collected works, that seems a little crazy. But she had a pretty crazy life....more",Notes are private!,3,26,1,"Feb 28, 2024",Mar 2024,"Feb 14, 2024",,Hardcover,view (with text),/book/show/24500922-the-impossible-craft
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stalin: New Biography of a Dictator,"Khlevniuk, Oleg V.",0300163886,9780300163889,0300163886,392        pp,4.16,"1,489","Feb 04, 2015","May 19, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There should be a guide for us poor readers of biographies. There are multiple biographies available for all famous people and the biographies differ There should be a guide for us poor readers of biographies. There are multiple biographies available for all famous people and the biographies differ wildly. With this guy Stalin, I have recently tried Stephen Kotkin's massive first-of-three parts 900 page tome with its teenytiny typeface and it defeated me, there was wayyyyy too much detail for a simple soul like me - I drowned, even though Stephen has a wonderful racy style. He knows too much and he thinks you should too! So Kotkin takes 900 pages to tell Stalin's story up to age 45. In great contrast Oleg Khlevniuk takes 340 pages to tell the entire story. *HOW DID STALIN GET TO THE TOPStalin undoubtedly deserved his standing and reputation as a prominent Bolshevik. His organizational and writing abilities, daring, decisiveness, cool head, simple tastes, adaptability and devotion to Lenin all contributed to his elevation to the top ranks.So, you see, hard work, talent and ambition sometimes will pay off handsomely. [image]WHAT WE DON’T GET TO FIND OUTPraise has gushed forth for this book, but I had some complaints. We are never sure what Stalin thought communism was, what the whole point of it was, how long it would take to achieve; what he thought of Hitler, when he realised the Nazis were lethal, is also unknown. The Stalin in this book is a valueless paranoid who endlessly signs orders for purges, for exiles, for transportations and for executions. He sees enemies everywhere so at some point the only purpose of his dictatorship is to maintain himself as dictator. Stalin becomes the point of the Russian revolution.Another great swathe of this book is concerned with the sterile jockeying of the top politburo cheeses for position, also value-free. Did these horrible bureaucrats think they were benefitting the Russian people? We must assume so, in some way, but really we have no idea. At some point it kind of looks like they’re doing it for themselves (see Animal Farm). So this book leaves out too much! He should surely have mentioned that one of Hitler's main obsessions was the destruction of Bolshevism - he made no secret of it - so what did Stalin think of that ? He doesn't even tell us what Stalin thought communism was for! I mean to say, if all it did was oppress the peasants, liquidate millions of innocent workers, create unintended famines by wrecking agriculture and eventually reaching a standard of living way below anything experienced in the west, what was it all for? You have to wonder. Did Stalin think revolution was possible in the west or in other countries? The Chinese revolution occurs offstage until 1949 when suddenly it happens without any warning and without any hint of what Stalin thought about this huge event. Instead of investigating all this our author keeps us in a claustrophobic space where all we can see is the endless jockeying for position and power amongst the politburo, enlivened by the endless recurring purges.WHY DID IT ALL GO HORRIBLY WRONG?He had no expertise whatsoever when it came to dealing with the economy and probably sincerely believed it could be forced into whatever mold politics dictated. [image]USSR WAS NEVER COMMUNISTIt was state capitalist.Wikipedia gives us this definition : A state-capitalist country is one where the government controls the economy and essentially acts as a single huge corporation, extracting surplus value from the workforce in order to invest it in further production.Indeed, the Stalinist version of communism seemed to have been the mirror image, at the level of the entire state, of the standard idea of the capitalist enterprise, in which the greedy bosses mercilessly exploit the workers, whose wages are kept as low as possible, strikes forbidden, no holidays. And all profits go to the directors who live their lives of luxury, spending their millions on vanity projects. According to the author, this is exactly what happened in the USSR from the 30s to the 50s.HOW IDEAS ABOUT AGRICULTURE DESTROYED THE USSRThe main reason it all went wrong, it seems, is that Stalin and his mates had a deep loathing for the peasants. You might be thinking that the communism is all for the working class and you’d be right but wrong if you thought that the toiling millions of Russian peasants were considered to be working class. No! they were exploiters! The better-off ones, anyway. The working class were the industrial workers only. So it was perfectly okay, therefore, to maintain a kind of war on the greedy food-withholding peasants. As soon as he could, Stalin forced all the peasants into collective farms :“Communes” – agricultural and social utopias, the brainchild of socialist fanatics – were proclaimed to be the ideal form and goal of collectivization…. Peasant property became the property of the community, right down to family chickens and personal items. These insane and bloody plans fully reflected Stalin’s ideas and intentions. …. One factor in Stalin’s calculations was his belief (shared by many party functionaries) that a moneyless form of socialism based on the exchange of goods was right around the corner. They could never figure out how to make collective farms productive; they seemed to be crippled by a universal foot-dragging fueled by a gut-level hatred of the Soviet government. If your agriculture is on its knees for 30 years your country is going to fail. There will be regular famines in various areas. The USSR could never seem to fix it. THE ROAD TO HELL IS PAVED WITH GOOD INTENTIONSThe Bolsheviks were committed to their revolution in the sincere belief that life in Russia was intolerable and communism would make things infinitely better. They didn’t intend to cause famines but they did. Because they had no knowledge of how to run an industrial state they made many horrible mistakes :Vast sums and resources were poured into undertaking construction that was never completed; into equipment for which no use was ever found, purchased from abroad out of Soviet gold reserves; into wasteful redesigns, the inevitable result of excessive haste; and into goods so poorly produced as to be unusable. This is heartbreaking. **[image]HITLER/STALINThough this gruesome twosome were the big dictator opponents in WW2 and ruled their empires with amazing cruelty they were utterly different. Hitler rose from nothing and nowhere by the power of his charisma and rhetoric, galvanising thousands with his iron dreams of glory. The German people were in love with Hitler. He had them in a trance, listening to him spit fire for an hour, all without notes, they thought they had caught a glimpse of German heaven. He was their great leader. But Stalin spent ten years toiling tirelessly for someone else's revolution; he slowly wormed and connived his way to the top, nothing was handed to him, he wangled and backstabbed and he also worked 25 hours a day. He hardly ever spoke in public, he was stumbling and rambling and dull. It took him another ten years after the revolution to eliminate his rivals and become supreme dictator. Hitler's cult of personality was spontaneous and heartfelt, Stalin's was manufactured by the Party - but it's true, eventually that became a deep heartfelt thing too.******Compare this with the new biography of Sylvia Plath Red Comet by Heather Clark – 1154 pages on a life that ended at the age of 30.** Grotesque errors made by democratic governments are of course not uncommon – there’s an entertaining book about the subject called The Blunders of Our Governments by Anthony King. But they are fairly mild compared to the Stalin gang’s mistakes....more",Notes are private!,10,38,1,"Feb 13, 2024","Feb 23, 2024","Feb 12, 2024",,Hardcover,view (with text),/book/show/23360199-stalin
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perspectives on the Passion of the Christ: Religious Thinkers and Writers Explore the Issues Raised by the Controversial Movie,"Boys, Mary C.",1401399797,9781401399795,1401399797,304        pp,3.57,7,"Jul 07, 2004","Jul 07, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 15, 2024","Feb 20, 2024","Feb 02, 2024",,Paperback,view,/book/show/3156217-perspectives-on-the-passion-of-the-christ
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mister Jelly Roll: The Fortunes of Jelly Roll Morton, New Orleans Creole and ""Inventor of Jazz""","Lomax, Alan",0520225309,9780520225305,0520225309,368        pp,4.14,127,1950,"Nov 05, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2024",,Paperback,view,/book/show/223617.Mister_Jelly_Roll
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hank Williams: The Biography,"Escott, Colin",0316734977,9780316734974,0316734977,388        pp,4.07,791,1994,"Apr 13, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,15,1,"Jan 26, 2007","Jan 26, 2008","Jan 26, 2024",,Paperback,view,/book/show/444759.Hank_Williams
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,John Lennon: The Life,"Norman, Philip",006075401X,9780060754013,006075401X,851        pp,4.04,"12,094",Jan 1982,"Oct 28, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2024",,Hardcover,view,/book/show/3423364-john-lennon
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Repackaging the Beatles: A Fan’s Look at the Compilations, Collections and Remixes","Wilson, Terry",,9798378052349,B0BW2JXHSC,282        pp,4.00,3,unknown,"Feb 18, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Jan 26, 2024",,Paperback,view,/book/show/122857493-repackaging-the-beatles
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Psychedelia and Other Colours,"Chapman, Rob",057128275X,9780571282753,B00ZO3NJYC,850        pp,4.01,74,"Sep 01, 2015","Sep 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2024",,Kindle Edition,view,/book/show/26226185-psychedelia-and-other-colours
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 24th Pan Book of Horror Stories,"van Thal, Herbert",0330280937,9780330280938,0330280937,158        pp,3.38,21,unknown,"Oct 07, 1983",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This series lasted from 1959 to 1989, 30 small volumes of highly unpleasant stories. It started with some literary pretensions – the first one includeThis series lasted from 1959 to 1989, 30 small volumes of highly unpleasant stories. It started with some literary pretensions – the first one included CS Forester, LP Hartley, Muriel Spark and Angus Wilson. By volume 6 that had been ditched and the brilliantly named editor Herbert van Thal (a real person!) had discovered a group of young writers who thought all the old spooky stuff was lame and just wanted to write stuff about ever more horrible people doing ever more repulsive things to each other. More hacking, more experiments, more body parts in the fridge! This was a pretty successful formula until around volume 16 when the public got sick all this gruesomeness and sales plummeted. So now, thirty years later, you can pick up volumes 1 to 15 for £5 to £10 but then the prices rapidly escalate because there were fewer of them printed and all the rest of them are priced at £50 to £100 plus now. My copy of the 21st Pan Book has zoomed up in price but as I read it it rapidly zoomed down again because the glue holding the pages together turned to dust and the whole thing fell apart. As did some of these stories. Fans of this series like to debate which story is the all time most disgusting and it’s generally agreed that at number one is Kowlonga Plaything in No 23, followed by Love on the Farm, in volume 24. Both stories were written by Alan Temperley and I wouldn’t summarise the plots for you for love nor money. Mr Temperley later became a children’s book writer.[image]...more",Notes are private!,0,27,1,"Jan 04, 2024","Jan 13, 2024","Jan 04, 2024",,Mass Market Paperback,view (with text),/book/show/6271465-the-24th-pan-book-of-horror-stories
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transactions in a Foreign Currency,"Eisenberg, Deborah",0140098550,9780140098556,0140098550,224        pp,3.89,285,1986,"May 05, 1987",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s extraordinary what you find out if you idly google someone. I didn’t know anything about Deborah Eisenberg so I did just that and was most surpriIt’s extraordinary what you find out if you idly google someone. I didn’t know anything about Deborah Eisenberg so I did just that and was most surprised to find that this cool clear creator of these seven sedulous studies of self-sabotaging, psychological faultlines and minor life disasters is married to none other than Mr Hall, the wry and much put-upon teacher in Clueless[image]I liked these short stories but only loved one, “Rafe’s Coat” – the one about the very brittle 33 year old arts foundation board member who’s crushing badly on her friend Rafe whose latest girlfriend is in a soap opera called This Brief Candle. She has a withering view of humanity. On the subject of divorce, for instance :John and I parceled out our holdings and made our adieus and slogged through whatever contractual and emotional dreariness was necessitated by going on with life.[image](Together since the early 70s)...more",Notes are private!,0,16,1,"Jan 04, 2024","Jan 09, 2024","Jan 04, 2024",,Paperback,view (with text),/book/show/30757.Transactions_in_a_Foreign_Currency
