,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Conor's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Name of the Wind        (The Kingkiller Chronicle, #1)","Rothfuss, Patrick*",075640407X,9780756404079,075640407X,662        pp,4.52,"961,475","Mar 27, 2007",Apr 2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2021",,Hardcover,view,/book/show/186074.The_Name_of_the_Wind
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sea of Fertility,"Mishima, Yukio",0140069291,9780140069297,0140069291,824        pp,4.45,570,1970,1986,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2021",,Paperback,view,/book/show/171087.The_Sea_of_Fertility
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We the Animals,"Torres, Justin*",0547576722,9780547576725,B00A7L6N44,128        pp,3.71,"21,582","Sep 02, 2011","Aug 30, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2021",,Hardcover,view,/book/show/10306358-we-the-animals
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Luster,"Leilani, Raven*",0374194327,9780374194321,0374194327,227        pp,3.53,"98,756","Aug 04, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Super provocative and really interesting take on race, adoption, racial wealth gaps, and sexual power dynamics. One of my favorite books of 2021.",Notes are private!,0,3,1,"May 06, 2021","May 20, 2021","May 06, 2021",,Hardcover,view (with text),/book/show/51541496-luster
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prophets,"Jones Jr., Robert*",,,,400        pp,3.92,"20,332","Jan 05, 2021","Jan 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a splashy debut and everyone I knew was reading it at the time. It was pretty good--this is a 3.5 star , rounded up to 4--and the topicThis was a splashy debut and everyone I knew was reading it at the time. It was pretty good--this is a 3.5 star , rounded up to 4--and the topic was one that at once seems improbable (two gay enslaved youths semi-openly living as a couple on an antebellum plantation) and also one that must have happened countless times in various permutations. The writing seemed clearly influenced by the likes of James Baldwin and Toni Morrison, and that's never a bad thing. It just felt like the plot was a bit soapy at times. But overall a well executed and thought-provoking debut....more",Notes are private!,0,3,1,May 2021,"May 13, 2021","May 01, 2021",,Hardcover,view (with text),/book/show/52576333-the-prophets
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tokyo Ueno Station,Yū Miri,1911284169,9781911284161,1911284169,168        pp,3.48,"22,909","Mar 19, 2014","Mar 04, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A spare and haunting account of the drudgery and futility of menial labor in the advanced capitalism of Japan, and how we toss aside the homeless, whoA spare and haunting account of the drudgery and futility of menial labor in the advanced capitalism of Japan, and how we toss aside the homeless, who become invisible to the extent they are marginalized from society. This book is short, and it went by so quickly that I re-read it just to absorb it the better the second time around. Highly recommended....more",Notes are private!,0,9,1,"Apr 27, 2021","Apr 29, 2021","Apr 27, 2021",,Paperback,view (with text),/book/show/43398196-tokyo-ueno-station
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Early Morning Riser,"Heiny, Katherine",052565934X,9780525659341,052565934X,320        pp,3.59,"27,411","Apr 13, 2021","Apr 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cute little slice of life centered on a rural Michigan schoolteacher, her Lothario husband, and the community they create. The book unspools the ebbs Cute little slice of life centered on a rural Michigan schoolteacher, her Lothario husband, and the community they create. The book unspools the ebbs and flows of the characters' fortunes, interwoven with a heaping of quirks, foibles, and regional particularities. Sarah's  describes this as a mashup of Anne Tyler and Elizabeth Strout, and I'd definitely agree (though I think it favors the former much more than the latter). There's not a lot of heft to books in this genre, whatever it is called, but I sure enjoy them....more",Notes are private!,0,9,1,"Jul 03, 2021","Jul 07, 2021","Apr 25, 2021",,Hardcover,view (with text),/book/show/53489729-early-morning-riser
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,States of Desire: Travels in Gay America,"White, Edmund",0452266890,9780452266896,0452266890,352        pp,3.95,265,"Jan 01, 1980","Oct 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2021",,Paperback,view,/book/show/157503.States_of_Desire
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out of the Shadows: Reimagining Gay Men's Lives,"Odets, Walt*",0374285853,9780374285852,0374285853,368        pp,4.44,891,2019,"Jun 04, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an interesting enough book, though the premise--talking about gay men generally through the lens of individual patients the author had helpedThis was an interesting enough book, though the premise--talking about gay men generally through the lens of individual patients the author had helped over the years--got a bit old after a while. Probably the most interesting thing it did was divide gay men into camps based on their exposure to HIV/AIDS. In a time when HIV/AIDS is an afterthought for Americans with the privilege to afford PrEP, it is easy to forget that at one point gay men were taking their lives into their hands just by pursuing the normal human need for sex. The trauma that this inflicted upon that whole generation is inestimable, and the contrast in terms of mere decades could not be more stark....more",Notes are private!,0,12,1,"May 09, 2021","Jul 03, 2021","Apr 20, 2021",,Hardcover,view (with text),/book/show/41940283-out-of-the-shadows
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Publics and Counterpublics,"Warner, Michael",1890951293,9781890951290,1890951293,336        pp,4.06,353,2002,"Apr 10, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 20, 2021",not set,"Apr 20, 2021",,Paperback,view,/book/show/219842.Publics_and_Counterpublics
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",0525521143,9780525521143,0525521143,307        pp,3.69,"172,178","Mar 24, 2020","Mar 24, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 09, 2021","Apr 20, 2021","Apr 09, 2021",,Hardcover,view,/book/show/45754981-the-glass-hotel
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gay Bar: Why We Went Out,"Atherton Lin, Jeremy *",0316458732,9780316458733,0316458732,320        pp,3.81,"3,782","Feb 09, 2021","Feb 09, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Gay Bar: Why We Went Out"" has a weird format: it's a bit of a memoir threaded through the author's monograph on gay bars through the ages. The author""Gay Bar: Why We Went Out"" has a weird format: it's a bit of a memoir threaded through the author's monograph on gay bars through the ages. The author grew up in the Bay Area, went to college in LA, and seems to have spent the majority of his adulthood in London, three of the best known gay metropoles; New York makes a few cameos as well, but absent are other notable gay cities--Sydney, Tel Aviv, Berlin, dare I include DC? As others have noted, this is a limited sampling, but for many gay folks the only cities to live in are these, anyway. Lin is a talented writer, as I think most of the s I've read and heard readily admit. He can turn a sentence, and drop esoteric quotes and references seemingly effortlessly. He also ably describes his own experiences at gay bars, sharing specific songs and feelings and moments in a way that the reader feels situated there with him. With that all said, I didn't really feel like I took too much away from this book. It felt like it didn't commit enough to either an interesting personal narrative or a comprehensive history to leave me with any lasting impression. As to the first, the author probably cannot help this; it's probably a rare thing to have a personal history worth putting to paper for others to consume, but I think that's all the more reason one would want to stick to telling others' stories--I think of The Deviant's War: The Homosexual vs. the United States of America by Eric Cervini and others that manage to convey important and underattended histories in engaging ways. This book had not enough of either to keep me very interested, and our book club managed about 10 minutes of discussion before moving on to other topics.Last night my friend Patrick, who invited me to this book club, sent around this article, by Bryan Washington, which talks about his own experiences in gay bars, but in more of an episodic, anecdotal way. Obviously, such topics are more appropriate for an NYT article and might not be able to frame a whole book, but I still felt like I got more out of this one article than Lin's whole book. Not only because Washington describes the experience of building gay community in less metropolitan settings (Lin spends a bit of time talking about Blackpool in the United Kingdom, but the balance of the book deals with the gay meccas), but because he talks about gay community in a way that Lin either purposefully or accidentally glosses over. Lin's telling is about sexual encounters, shocking sights and smells, and dynamics; Washington talks about the miracle of queer spaces, the way that queer people together are greater than the sum of their parts, the way we find each other through sex or substance abuse or niche cultural interest and from these unlikely origins create family; for all of Lin's baleful warning about apps, there's no replacing this lifegiving aspect of being a queer person, or the gay bar's role in facilitating these queer communities....more",Notes are private!,0,30,1,"Apr 05, 2021","Apr 10, 2021","Apr 05, 2021",,Hardcover,view (with text),/book/show/53915332-gay-bar
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fiebre Tropical,"Lopera, Juliana Delgado*",1936932768,9781936932764,,unknown,3.84,"1,515","Mar 04, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2021",,ebook,view,/book/show/45433880-fiebre-tropical
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grieving: Dispatches from a Wounded Country,"Rivera Garza, Cristina",1936932938,9781936932931,1936932938,168        pp,4.26,307,2011,"Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 17, 2021",not set,"Mar 17, 2021",,Paperback,view,/book/show/54359197-grieving
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Sky with Exit Wounds,"Vuong, Ocean",,,,89        pp,4.20,"39,695","Apr 05, 2016","Apr 05, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 16, 2021","Mar 18, 2021","Mar 16, 2021",,Paperback,view,/book/show/23841432-night-sky-with-exit-wounds
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Confidence Game: Why We Fall for It . . . Every Time,"Konnikova, Maria*",0525427414,9780525427414,0525427414,352        pp,3.65,"5,354",2015,"Jan 12, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is a thorough and absolutely fascinating exploration of human psychology and the traits we all harbor (to some degree) that make us vulnerabThis book is a thorough and absolutely fascinating exploration of human psychology and the traits we all harbor (to some degree) that make us vulnerable to exploitation and trickery. It explores not only the foibles con artists exploit to get us to trust them (as well as to take from us what they want, once that trust is earned), but also the powerful impulse we have to disbelieve that we could have been duped. Psychological research (if not intuition) shows that it's far easier to reaffirm the probity of the person who wronged us than to admit we were chumps.Ego is a powerful thing, and most of us fancy ourselves above average in most capacities, something that in the aggregate is mathematically impossible--the Lake Wobegon effect, it's called. The mind cannot really cope with evidence that tends to undermine the powerful, baseline assumptions we have about the skill with which we are navigating the world (and that others so sorely lack), and so we negate it, even absent all glaring evidence suggesting we're the dummies. Konnikova explores ur-Ponzi schemes, demonstrating that even after the con artists had left the country with people's life savings for no conceivable reason other than to escape accountability for a clear scam, having paid out ludicrous dividends up until that point, those who had clearly been taken threatened violence to anyone who dared question the con artists' legitimacy and even hoped to double down on their poor choices, as soon as the con artist returns once this is all sorted out, of course. It also talks about how people who are down on their luck and desperate are the easiest and most effective marks for the talented con artist. Sadly, it was published in 2015, right before the ascent of Donald Trump (though of course he was a famous con artist before his successful foray into presidential politics), and so it does not mention this greatest con artist of our times (but I have plans to find her twitter account in search of her analysis). But it does explain why people like coal miners in West Virginia, having found the person they thought was their savior, who promised them impossible things and an exit from their desperate situations, having seen no dissipation of their misery, double down and support this man who has used them and played them as fools even more so in 2020 than in 2016. It's not too different from the ways that holy rollers have been cheating the poor and exploiting their misery since time immemorial. These subjects are expected, given the book's subject matter, but some of the others--such as the guy who conned his way into the top position on a Korean warship without any expertise, and then performed miraculous feats that any talented doctor would have been proud of--are interesting and notable for the insights into the motivations and methods of not only the imposters themselves, but their pliant marks.I've been extolling this book because it's a condensed and fascinating look into our intricate and quirky minds, why we do the nonsensical things we do and how none of us is immune, no matter how wise or shrewd we fancy ourselves to be. Highly recommended!...more",Notes are private!,0,6,1,"Mar 14, 2021","Mar 27, 2021","Mar 14, 2021",,Hardcover,view (with text),/book/show/25387895-the-confidence-game
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The English Patient,"Ondaatje, Michael",0771068719,9780771068713,0771068719,320        pp,3.87,"132,008",Sep 1992,"Apr 18, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've never seen the movie, but a colleague I talked books with rhapsodized about Ondaatje, so I thought I would give this a try. What to say? The ornaI've never seen the movie, but a colleague I talked books with rhapsodized about Ondaatje, so I thought I would give this a try. What to say? The ornate construction of this is something of a marvel. The character of the English Patient himself seems to represent Ondaatje's considerable erudition, his probably endless ability to rattle off esoteric details about European castles and paintings and personages, which I found engrossing if a bit implausible. I'm also not sure I understood Caravaggio or his intentions, or found his ability to ferret out secrets and inferences very realistic either, but the Kip character was fascinating and so well conveyed the racial dimensions of imperialism, the frosty paternalism of Britishness in the 20th Century.I think what was missing for me was more backstory. I felt like the characters left us just when we began to figure them out. Still, a really expertly constructed novel. Time to watch the movie, I suppose....more",Notes are private!,0,4,1,"Mar 11, 2021","Mar 16, 2021","Mar 11, 2021",,Hardcover,view (with text),/book/show/11713.The_English_Patient
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Operation Keelhaul; The Story of Forced Repatriation from 1944 to the Present.,"Epstein, Julius",0815964072,9780815964070,0815964072,255        pp,4.10,10,"Jan 01, 1965","Jan 01, 1973",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2021",,Hardcover,view,/book/show/6309683-operation-keelhaul-the-story-of-forced-repatriation-from-1944-to-the-pr
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Writing: A Memoir of the Craft,"King, Stephen*",0743455967,9780743455961,0743455967,320        pp,4.34,"287,643",2000,Jul 2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 06, 2021",not set,"Mar 06, 2021",,Mass Market Paperback,view,/book/show/10569.On_Writing
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memorial,"Washington, Bryan",,,,320        pp,3.57,"34,768","Oct 27, 2020","Oct 27, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really loved Lot: Stories, and the QTPOC Houstonians it portrayed. Washington is a great writer, and it was a smashing debut. Memorial, his second bI really loved Lot: Stories, and the QTPOC Houstonians it portrayed. Washington is a great writer, and it was a smashing debut. Memorial, his second book and first novel (as far as I know), deals with the relationship between ""Ben"" (Benson), a middle-class, HIV+ Black man, working at a daycare, and Mike, his overweight Japanese-American boyfriend, who works as a chef. They've been together for years, and things seem a bit lopsided, inspired by real affection but on borrowed time after a number of blowout fights, emotional distance, and entropy. The novel starts with Mike picking up his acerbic Japanese mother at the airport, driving her to the Houston apartment he shares with Ben, and promptly leaving for Japan to spend time with his moribund father in Osaka. The characters grow apart in two senses--they both grow away from each other and grow as individuals in the absence of the other--as Mike reconnects with his brusque father and Ben his own family, and each of them find romantic partners they connect with better individually. On many levels I related to the goings on in this book: as someone who has lost a parent, as someone who was in the process of wrapping up a relationship that was sustained by a lot of good but ultimately didn't have the legs to continue, as someone who feels alienated by the isolation of the pandemic (which the book does not cover). It felt accessible and true. But it also felt flat, like the characters lacked traceable arcs or achieved closure. I won't make any categorical judgments just yet, but maybe Washington is just more suited to short stories?...more",Notes are private!,0,16,1,"Mar 05, 2021","Mar 14, 2021","Mar 05, 2021",,Hardcover,view (with text),/book/show/48902303-memorial
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Is Talking About This,"Lockwood, Patricia*",0593189582,9780593189580,0593189582,210        pp,3.56,"47,893","Feb 16, 2021","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 04, 2021",not set,"Mar 04, 2021",,Hardcover,view,/book/show/53733106-no-one-is-talking-about-this
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zorrie,"Hunt, Laird*",1635575362,9781635575361,1635575362,176        pp,3.86,"7,645","Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2021",,Hardcover,view,/book/show/53138232-zorrie
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prophet,"Gibran, Kahlil",000100039X,9780001000391,000100039X,127        pp,4.23,"298,648",1923,"Apr 13, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pretty, but felt like a bunch of gnostic platitudes?",Notes are private!,0,5,1,"Mar 22, 2021","Mar 23, 2021","Feb 28, 2021",,Paperback,view (with text),/book/show/2547.The_Prophet
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Delirium,"González, Betina",1250621283,9781250621283,1250621283,224        pp,2.83,660,"Feb 16, 2021","Feb 16, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Literally forgettable. I have absolutely no memory of this book.,Notes are private!,0,1,1,"Mar 30, 2021","Apr 07, 2021","Feb 28, 2021",,Hardcover,view (with text),/book/show/53138070-american-delirium
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Slaughterman’s Daughter,"Iczkovits, Yaniv",0857058274,9780857058270,0857058274,432        pp,3.86,"2,121",Jun 2015,"Feb 20, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A female butcher (the chutzpah!) and a mute Jewish apostate go off on a harebrained adventure, some violence ensues, and soon all of pre-RevolutionaryA female butcher (the chutzpah!) and a mute Jewish apostate go off on a harebrained adventure, some violence ensues, and soon all of pre-Revolutionary Russia is embroiled in the action. Such is the plot of ""The Slaughterman's Daughter.""This started off pretty electrifying--I saw it billed as ""Fiddler on the Roof"" meets Tarantino--but it went on for too long and the plot really started to unravel. It was hard to keep track of a lot of the characters, and the plot's center of gravity felt like it shifted around a bunch.When I started to read this I was evangelizing to everyone, but I don't know that I'd wholeheartedly recommend it, having finished it....more",Notes are private!,0,5,1,"Mar 21, 2021","Mar 29, 2021","Feb 28, 2021",,Hardcover,view (with text),/book/show/46026901-the-slaughterman-s-daughter
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life of the Mind,"Smallwood, Christine*",0593229894,9780593229897,0593229894,240        pp,3.29,"2,758","Mar 02, 2021","Mar 02, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book carroms between conversations the main character--a flailing academic who is undergoing the interminable mental and physical side effects ofThis book carroms between conversations the main character--a flailing academic who is undergoing the interminable mental and physical side effects of a miscarriage--has with other people in her life. Occasionally wry, mostly tedious. The main character seemed so superficial, and none of the drama the author foregrounds the novel with seems resolved by the abrupt ending. ...more",Notes are private!,0,4,1,"Apr 21, 2021","Apr 25, 2021","Feb 28, 2021",,Hardcover,view (with text),/book/show/54075354-the-life-of-the-mind
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klara and the Sun,"Ishiguro, Kazuo*",059331817X,9780593318171,059331817X,303        pp,3.75,"336,708","Mar 02, 2021","Mar 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I go back and forth on Ishiguro--""Remains of the Day"" is masterful storytelling, and ""Never Let Me Go"" feels like an epochal entry in the science fictI go back and forth on Ishiguro--""Remains of the Day"" is masterful storytelling, and ""Never Let Me Go"" feels like an epochal entry in the science fiction/bioethical dystopia he seems to enjoy inhabiting. But then there are books like ""The Sleeping Giant"" that seem amateurish and embarrassing. But the man has a Nobel Prize, so what do I know?""Klara and the Sun"" fell somewhere in-between. It had elements of what make ""Remains"" and ""Never Let Me Go"" great--namely, the masterful foreshadowing, the foreboding sense of mystery and darkness creeping in ever corner--but Klara was a difficult narrator, both wildly naive and improbably sentient. I also never really bought into the main conceit (view spoiler)[which is that parents would be willing to sacrifice their children's health and even their lives to give them an edge in a world (or at least an America, we have to assume) run amok with bioengineering advantage (hide spoiler)]Anyway, I didn't hate this as much as some but didn't like it nearly as much as his better works. ...more",Notes are private!,0,11,1,"Jan 03, 2022","Jan 09, 2022","Feb 28, 2021",,Hardcover,view (with text),/book/show/54120408-klara-and-the-sun
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden Valley Road: Inside the Mind of an American Family,"Kolker, Robert*",038554376X,9780385543767,038554376X,377        pp,4.16,"122,406","Apr 07, 2020","Apr 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the fascinating story of schizophrenia as tragically manifested in one large, American family. It explores the etiology of the disease, which This is the fascinating story of schizophrenia as tragically manifested in one large, American family. It explores the etiology of the disease, which somewhat breaks from our usual models of diseases being inherited/genetic or acquired through contagion. Theories for the cause of schizophrenia swung between blaming environmental factors (often: overbearing or withholding mothers) to entirely genetic (anyone who had a history of depression, for instance, was suspect), and to evaluate the latter, families were often studied to determine what role genes played in the development of this disease. So when scientists became aware of the Galvin family, who had twelves children, six of whom were diagnosed schizophrenics, they sought to learn all that they could. Kolker walks us through the family history--the denial that anything was wrong in an outwardly congenial, large American family, the gradual development of recurring tendencies, the refusal to acknowledge deeply troubling tendencies and the tragedies this would portend--in painstaking detail; that's the real story here, with ""schizophrenia"" the idea/concept as backdrop. He leaves us in the modern day, where some questions have been answered but many still remain.I liked this; it's not a feel-good story by any means; not uplifting, but informative and insightful. Here's to hoping we continue to learn about this terrifying and mysterious disease....more",Notes are private!,0,11,1,"Feb 27, 2021","Mar 12, 2021","Feb 27, 2021",,Hardcover,view (with text),/book/show/50088631-hidden-valley-road
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Birth of the Modern World, 1780-1914","Bayly, C.A.",0631236163,9780631236160,0631236163,576        pp,3.79,437,"Dec 02, 2003","Dec 02, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2021",,Paperback,view,/book/show/820506.The_Birth_of_the_Modern_World_1780_1914
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Change: How to Make Big Things Happen,"Centola, Damon",0316457337,9780316457330,0316457337,352        pp,4.06,741,2021,"Jan 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2021",,Hardcover,view,/book/show/53369466-change
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,954","Jun 16, 2009","Jun 23, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'd give it a solid 3.5 out of 5. McCann has a way with language--the repetitive gives his voice a kind of imperative quality. Reading about New York I'd give it a solid 3.5 out of 5. McCann has a way with language--the repetitive gives his voice a kind of imperative quality. Reading about New York in any bygone era is a romantic indulgence for anyone who lived there afterward, and this is no exception. This book is one of those panoramic stories told by a dozen or so protagonists, whose lives intersect in variously profound and insignificant ways, not unlike Cloud Atlas or The Tsar of Love and Techno. It's hard to describe my reaction to the book--on the one hand, I enjoyed listening to it and was eager to finish when my library copy ""expired"" with a single chapter left. On the other, I'm left feeling a bit disappointed, like the characters were not meaty enough to leave a sustained impression in my mind. Only time will tell, I suppose. But McCann has already impressed me as a master of the written word, poetic and evocative. I'm sure I'll continue to read him and see where this slots into the oeuvre....more",Notes are private!,0,4,1,"Feb 09, 2021","Feb 26, 2021","Feb 09, 2021",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
