,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Brian's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Ocean,"la Farge, Paul",1101981083,9781101981085,1101981083,389        pp,3.31,"2,925","Mar 07, 2017","Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2023",,Hardcover,view,/book/show/30901609-the-night-ocean
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Haussmann, or the Distinction","la Farge, Paul",0312420927,9780312420925,0312420927,379        pp,3.66,203,2001,"Oct 02, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2023",,Paperback,view,/book/show/18324.Haussmann_or_the_Distinction
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Old Knives,"Steinhauer, Olen*",1250045428,9781250045423,1250045428,294        pp,3.67,"6,254","Mar 10, 2015","Mar 10, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2023,"Jan 08, 2023",,Hardcover,view,/book/show/21853662-all-the-old-knives
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Sand and Fog,"Dubus III, Andre",0393356345,9780393356342,0393356345,384        pp,3.86,"132,995",1999,"Oct 02, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2023,"Jan 06, 2023",,Paperback,view,/book/show/38311414-house-of-sand-and-fog
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Town Like Alice,"Shute, Nevil",1842323008,9781842323007,1842323008,359        pp,4.15,"58,008",1950,2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2022",,Paperback,view,/book/show/107301.A_Town_Like_Alice
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pines        (Wayward Pines, #1)","Crouch, Blake*",1612183956,9781612183954,1612183956,307        pp,3.94,"124,957","Aug 21, 2012","Aug 21, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2022",,Paperback,view,/book/show/15096164-pines
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Matter,"Crouch, Blake*",1101904224,9781101904220,1101904224,352        pp,4.13,"500,041","Jul 26, 2016","Jul 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2022",,Hardcover,view,/book/show/27833670-dark-matter
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",,,,496        pp,4.33,"471,238","Feb 07, 2017","Feb 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Dec 2022,"Dec 28, 2022",,Kindle Edition,view,/book/show/34051011-pachinko
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Viral Justice: How We Grow the World We Want,"Benjamin, Ruha*",0691222886,9780691222882,0691222886,392        pp,4.45,791,"Oct 11, 2022","Oct 11, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Dec 2022,"Dec 11, 2022",,Hardcover,view,/book/show/60194743-viral-justice
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Foster,"Keegan, Claire",0571255655,9780571255658,0571255655,89        pp,4.33,"80,884",Feb 2010,"Feb 10, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Dec 2022,"Dec 02, 2022",,Paperback,view,/book/show/8143909-foster
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House of the Scorpion        (Matteo Alacran, #1)","Farmer, Nancy*",0689852231,9780689852237,0689852231,380        pp,4.08,"91,970",2002,May 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Nov 2022,"Dec 02, 2022",,Paperback,view,/book/show/13376.The_House_of_the_Scorpion
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dawn of Everything: A New History of Humanity,"Graeber, David",0374157359,9780374157357,0374157359,692        pp,4.20,"18,515","Oct 19, 2021","Nov 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2023,"Oct 10, 2022",,Hardcover,view,/book/show/56269264-the-dawn-of-everything
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Country for Old Men,"McCarthy, Cormac",,,,309        pp,4.16,"200,218","Jul 19, 2005","Jul 11, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Oct 2022,"Oct 10, 2022",,Paperback,view,/book/show/12497.No_Country_for_Old_Men
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days: Essays,"Patchett, Ann",0063092786,9780063092785,0063092786,320        pp,4.44,"36,783","Nov 23, 2021","Nov 23, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Sep 2022,"Oct 01, 2022",,Hardcover,view,/book/show/56922687-these-precious-days
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Order of the Day,"Vuillard, Éric",1529001471,9781529001471,1529001471,160        pp,3.90,"10,402","May 03, 2017","Sep 20, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Sep 2022,"Sep 17, 2022",,Paperback,view,/book/show/41966091-the-order-of-the-day
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gods of the Upper Air: How a Circle of Renegade Anthropologists Reinvented Race, Sex, and Gender in the Twentieth Century","King, Charles*",0385542194,9780385542197,0385542194,448        pp,4.27,"2,107","Aug 06, 2019","Aug 06, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Sep 2022,"Sep 17, 2022",,Hardcover,view,/book/show/42951225-gods-of-the-upper-air
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stories from the Tenants Downstairs,"Fofana, Sidik*",1982145811,9781982145811,1982145811,213        pp,3.80,"5,233","Aug 16, 2022","Aug 16, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2022,"Aug 27, 2022",,Hardcover,view,/book/show/59366136-stories-from-the-tenants-downstairs
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tunnel 29: The True Story of an Extraordinary Escape Beneath the Berlin Wall,"Merriman, Helena*",1541788842,9781541788848,1541788842,352        pp,4.50,"3,990","Aug 01, 2021","Aug 24, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2022,"Aug 14, 2022",,Hardcover,view,/book/show/56222237-tunnel-29
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Spy,"Wilkinson, Lauren*",0812998952,9780812998955,0812998952,292        pp,3.50,"28,990","Feb 12, 2019","Feb 12, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2022,"Aug 07, 2022",,Hardcover,view,/book/show/40274582-american-spy
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wolf Hall        (Thomas Cromwell, #1)","Mantel, Hilary",0007230184,,B00IFARVYA,653        pp,3.90,"210,318","Apr 30, 2009",2010,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jul 2022,"Jul 31, 2022",,Paperback,view,/book/show/6101138-wolf-hall
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Isolarion: A Different Oxford Journey,"Attlee, James",0226030938,9780226030937,0226030938,296        pp,3.67,100,"Mar 06, 2007","Mar 07, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jul 2022,"Jul 21, 2022",,Hardcover,view,/book/show/649680.Isolarion
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,"Mayer, Jane",,,,464        pp,4.30,"25,233","Jan 19, 2016","Jan 19, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jun 2022,"Jun 21, 2022",,ebook,view,/book/show/27833494-dark-money
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dynamite Club: How a Bombing in Fin-de-siecle Paris Ignited the Age of Modern Terror,"Merriman, John M.",0618555986,9780618555987,0618555986,224        pp,3.71,233,"Jan 01, 2009","Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2022",,Hardcover,view,/book/show/6074529-the-dynamite-club
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Massacre: The Life and Death of the Paris Commune of 1871,"Merriman, John M.",0300174527,9780300174526,0300174527,336        pp,3.82,272,"Oct 01, 2014","Oct 23, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2022",,Hardcover,view,/book/show/22673922-massacre
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dante Club        (The Dante Club, #1)","Pearl, Matthew*",034549038X,9780345490384,034549038X,424        pp,3.41,"41,428","Feb 04, 2003","Jun 27, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jun 2022,"Jun 14, 2022",,Mass Market Paperback,view,/book/show/18402.The_Dante_Club
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Final Solution,"Chabon, Michael",0060777109,9780060777104,0060777109,131        pp,3.35,"18,655","Nov 09, 2004",Nov 2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2022,"May 22, 2022",,Paperback,view,/book/show/16696.The_Final_Solution
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What We Talk About When We Talk About Books: The History and Future of Reading,"Price, Leah",0465042686,9780465042685,0465042686,224        pp,3.40,"1,171","Aug 20, 2019","Aug 20, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2022,"May 17, 2022",,Hardcover,view,/book/show/43230759-what-we-talk-about-when-we-talk-about-books
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Friends and Traitors        (Inspector Troy, #8)","Lawton, John",0802127061,9780802127068,0802127061,384        pp,4.17,798,"Oct 03, 2017","Oct 03, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2022,"May 11, 2022",,Hardcover,view,/book/show/34273723-friends-and-traitors
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The War of the Poor,"Vuillard, Éric",1635420091,,B084787VST,112        pp,3.37,"2,600","Jan 04, 2019","Nov 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Apr 2022,"Apr 26, 2022",,Kindle Edition,view,/book/show/54765614-the-war-of-the-poor
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Instance of the Fingerpost,"Pears, Iain",1573227951,9781573227957,1573227951,704        pp,3.94,"25,487",1997,"Apr 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Apr 2022,"Apr 19, 2022",,Paperback,view,/book/show/15888.An_Instance_of_the_Fingerpost
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone Girl,"Flynn, Gillian*",,,,415        pp,4.13,"3,091,151","Dec 06, 2012","Apr 22, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Mar 2022,"Mar 24, 2022",,Paperback,view,/book/show/19288043-gone-girl
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ask,"Lipsyte, Sam*",0374298912,9780374298913,0374298912,296        pp,3.30,"6,753","Mar 02, 2010","Mar 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2022,"Feb 22, 2022",,Hardcover,view,/book/show/6698001-the-ask
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Suburban Dicks        (Suburban Dicks, #1)","Nicieza, Fabian*",0593191277,9780593191279,B08MBNRJW1,400        pp,3.93,"4,003","Jun 22, 2021","Jun 22, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2022,"Feb 11, 2022",,Kindle Edition,view,/book/show/57620806-suburban-dicks
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harlem Shuffle        (Ray Carney, #1)","Whitehead, Colson*",0385545134,9780385545136,0385545134,318        pp,3.74,"69,520","Sep 14, 2021","Sep 14, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2022,"Jan 30, 2022",,Hardcover,view,/book/show/54626223-harlem-shuffle
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Year Abroad,"Lee, Chang-rae",0593396022,9780593396025,0593396022,672        pp,3.42,"7,500","Feb 02, 2021","Mar 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2022,"Jan 30, 2022",,Paperback,view,/book/show/55333981-my-year-abroad
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Problem of Democracy: The Presidents Adams Confront the Cult of Personality,"Isenberg, Nancy",0525557504,9780525557500,0525557504,576        pp,4.06,264,"Apr 16, 2019","Apr 16, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Dec 2021,"Dec 27, 2021",,Hardcover,view,/book/show/40983494-the-problem-of-democracy
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fleishman Is in Trouble,"Brodesser-Akner, Taffy",0525510877,9780525510871,0525510877,373        pp,3.64,"81,624","Jun 18, 2019","Jun 18, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Nov 2021,"Nov 24, 2021",,Hardcover,view,/book/show/41880602-fleishman-is-in-trouble
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,News of the World,"Jiles, Paulette*",0062409204,9780062409201,0062409204,209        pp,4.08,"105,404","Oct 04, 2016","Oct 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Nov 2021,"Nov 13, 2021",,Hardcover,view,/book/show/25817493-news-of-the-world
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moving Kings,"Cohen, Joshua",0399590196,9780399590191,B01M64VAFR,288        pp,3.19,841,"Jul 11, 2017","Jul 11, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Oct 2021,"Nov 13, 2021",,Kindle Edition,view,/book/show/33635186-moving-kings
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forgers,"Morrow, Bradford*",1410477290,9781410477293,1410477290,318        pp,3.18,"2,003","Nov 04, 2014","Mar 04, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,Aug 2021not set,"Aug 01, 2021",,Hardcover,view,/book/show/31331620-the-forgers
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Tango War: The Struggle for the Hearts, Minds and Riches of Latin America During World War II","McConahay, Mary Jo*",1250091233,9781250091239,1250091233,320        pp,4.05,220,2018,"Sep 18, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jul 2021,"Jul 21, 2021",,Hardcover,view,/book/show/37638121-the-tango-war
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight at the Pera Palace: The Birth of Modern Istanbul,"King, Charles*",0393351866,9780393351866,0393351866,496        pp,4.05,"1,597","Sep 15, 2014","Nov 02, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jul 2021,"Jul 15, 2021",,Paperback,view,/book/show/25527262-midnight-at-the-pera-palace
