,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Anne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Act Like It        (London Celebrities, #1)","Parker, Lucy*",,,B00Z6YMLV6,199        pp,3.86,"11,443","Nov 30, 2015","Nov 30, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I asked a friend for a not-so-steamy romance recommendation, Lucy Parker was her immediate suggestion. Richard and Lainie are actors in London's When I asked a friend for a not-so-steamy romance recommendation, Lucy Parker was her immediate suggestion. Richard and Lainie are actors in London's West End. Though talented, Richard's cranky off-stage antics are turning his fans against him, and the theater is worried they won't be able to sell tickets. Fan favorite Lanie is already stuck working with her cheating ex-boyfriend, and then it gets worse: she's asked to pose as his new girlfriend to help Richard clean up his reputation. And fans love nothing more than an on-stage/off-stage romance, so soon they're packing in the crowds. But then the lines between on-stage and off begin to blur (of course!). A super-fun series opener that I've now read more than once. And heads up: while Act Like It is closed door, the series becomes more open door as it progresses. ...more",Notes are private!,0,30,1,not set,not set,"Nov 13, 2020",,Kindle Edition,view (with text),/book/show/25750546-act-like-it
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monogamy,"Miller, Sue",006296965X,9780062969651,006296965X,338        pp,3.51,"23,473","Sep 08, 2020","Sep 08, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Miller is a prolific writer, but this was my first time reading her work. I listened to this on audio, and thought the novel was wonderful in this forMiller is a prolific writer, but this was my first time reading her work. I listened to this on audio, and thought the novel was wonderful in this format. It's the rare fiction author who narrates their own work, but Miller's narration of her story was top-notch. Graham and Annie have a strong 30 year marriage. Graham owns a bookstore, and this is a fun thread throughout the novel because much of the couples' life revolves around bookstore events (they met at an author event!). Early in the book—this is not a spoiler—Graham suddenly dies. This prompts Annie to reflect on their life together, and in the process she trips over new information about him and their life together, causing her to question the very foundations of their relationship. A sad, wistful, reflective literary story about marriage, happiness, and family. ...more",Notes are private!,0,47,1,not set,not set,"Nov 12, 2020",,Hardcover,view (with text),/book/show/49398039-monogamy
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitchens of the Great Midwest,"Stradal, J. Ryan*",052542914X,9780525429142,052542914X,310        pp,3.81,"48,732","Jul 28, 2015","Jul 28, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Modern Mrs Darcy Book Club February 2021 selectionLast year, I loved listening to Stradal's second novel, The Lager Queen of Minnesota, so I thought IModern Mrs Darcy Book Club February 2021 selectionLast year, I loved listening to Stradal's second novel, The Lager Queen of Minnesota, so I thought I'd enjoy his debut in this audio format, too, as narrated by Amy Ryan and Michael Stuhlbarg. Please, I beg you, don’t read the jacket copy (or the Goodreads description above, but it's probably too late for that). I enjoyed it more by not knowing very much going into it. Stradal’s novel-in-stories spans more than thirty years and takes us to half as many kitchens, introducing us to fancy chefs and Lutheran church ladies, portraying the food of a region and the unlikely threads that bind us, with a satisfying, full-circle ending....more",Notes are private!,0,93,1,not set,not set,"Nov 11, 2020",,Hardcover,view (with text),/book/show/23398625-kitchens-of-the-great-midwest
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Middlegame        (Alchemical Journeys, #1)","McGuire, Seanan*",,,B07HF2ZK75,492        pp,4.02,"28,729","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2020",,Kindle Edition,view,/book/show/35965482-middlegame
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Tender Land,"Krueger, William Kent*",1476749299,9781476749297,1476749299,450        pp,4.39,"176,944","Sep 03, 2019","Sep 03, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Part Grapes of Wrath, part Huckleberry Finn: this tough and tender coming-of-age story (and Odyssey retelling) focuses on four Minnesota kids during tPart Grapes of Wrath, part Huckleberry Finn: this tough and tender coming-of-age story (and Odyssey retelling) focuses on four Minnesota kids during the Great Depression, whose respective situations become ever more impossible due to human cruelty and circumstance. After a tornado demolisheslife as they know it, they realize no one is going to save them—and so they make a plan to save themselves that starts with escaping down the river. A great story, beautifully told. ...more",Notes are private!,0,135,1,not set,not set,"Nov 06, 2020",,Hardcover,view (with text),/book/show/25813942-this-tender-land
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kindest Lie,"Johnson, Nancy*",0063005654,9780063005655,,336        pp,3.56,"21,452","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2020",,ebook,view,/book/show/50209372-the-kindest-lie
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inheritors,"Serizawa, Asako",0385545371,9780385545372,0385545371,288        pp,3.76,"1,003","Jul 14, 2020","Jul 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2020",,Hardcover,view,/book/show/48635386-inheritors
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beginner's Luck        (Chance of a Lifetime, #1)","Clayborn, Kate*",,,,246        pp,3.86,"9,752","Oct 31, 2017","Oct 31, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm giving this 5 stars for the sheer enjoyment, right-book(s!)-at-the-right-time factor. I tore through the whole Chance of a Lifetime trilogy, aboutI'm giving this 5 stars for the sheer enjoyment, right-book(s!)-at-the-right-time factor. I tore through the whole Chance of a Lifetime trilogy, about three friends whose lives are changed after they go in together to buy what turns out to be a lottery ticket, in a week—and had so much fun doing it. This series opener centers Kit, a steady scientist who, because of her peripatetic childhood, wants to use her winnings to create a home for herself and develop roots in her community. So when Ben shows up in his role as recruiter her to entice her to leave it all behind and move to Texas ... well, it's a disaster of a meet cute. But as they keep talking, their connection grows. I loved watching Ben and Kit work through their respective baggage over the course of the story. And this book had so many fun details: science labs! Local dives! Architectural salvage! I also appreciated the large cast of well-developed secondary characters; it really gives this book (and the whole trilogy) life.(I gotta say, I prefer the updated ebook covers to the edition shown here on Goodreads.)...more",Notes are private!,0,50,1,not set,"Oct 19, 2021","Nov 02, 2020",,Kindle Edition,view (with text),/book/show/35717661-beginner-s-luck
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Lettering,"Clayborn, Kate*",1496725174,9781496725172,1496725174,307        pp,3.69,"46,694","Dec 31, 2019","Dec 31, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I just realized I never ed this! I loved it and was thrilled to include it in the 2020 Modern Mrs Darcy Summer Reading Guide. Hand-letterer Meg I just realized I never ed this! I loved it and was thrilled to include it in the 2020 Modern Mrs Darcy Summer Reading Guide. Hand-letterer Meg designs custom journals and sees the world in fonts and signs. She also sees the signs other people miss, like the time she wove a secret message into a doomed couple’s wedding invitations. She didn’t count on the groom to actually notice—or for him to track her down a year later and demand answers.I especially enjoyed how this novel weaves typography and long walks through NYC into the fabric of the story, and the prominent theme of female friendship. Heads up for a few open-door scenes....more",Notes are private!,0,85,1,not set,not set,"Oct 29, 2020",,Paperback,view (with text),/book/show/44792512-love-lettering
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fighting Words,"Bradley, Kimberly Brubaker*",1984815687,9781984815682,1984815687,272        pp,4.65,"11,860","Aug 11, 2020","Aug 11, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I adored Bradley's most recent historical novels, The War That Saved My Life and The War I Finally Won, and I've long been looking forward to reading I adored Bradley's most recent historical novels, The War That Saved My Life and The War I Finally Won, and I've long been looking forward to reading more of her work. This new middle grade novel just came out in August, and while the contemporary story is a departure from her previous historical novels, past readers will spot common themes and familiar character types. 10-year-old Della promises us at the beginning of the book that she's going to tell us a whole story, and that some parts are hard. They sure are. This story powerfully and sensitively addresses child sexual abuse; triggers abound, of course, but Bradley deftly handles her tough subject matter, and explains in a heartfelt author's note why it was so important for her to write it.Here's what she says in that author's note: ""Right from the first thirty-nine-page unpunctuated stream-of-consciousness, exceedingly rough draft, Della’s story mattered more to me than anything else I’ve ever written. You not only allowed but enthusiastically encouraged me to craft a novel for ten-year-olds featuring sexual assault, a suicide attempt, foster care, homelessness, meth addiction, and eighty-six uses of the word snow....""A poignant and necessary novel. ...more",Notes are private!,0,28,1,not set,not set,"Oct 22, 2020",,Hardcover,view (with text),/book/show/48945757-fighting-words
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goodnight Beautiful,"Molloy, Aimee",0062881922,9780062881922,0062881922,289        pp,3.76,"38,127","Oct 13, 2020","Oct 13, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This twisty domestic thriller made me stop in several places and go “wait, WHAT?!” The thing I enjoyed most about this book was Molloy's skillful shifThis twisty domestic thriller made me stop in several places and go “wait, WHAT?!” The thing I enjoyed most about this book was Molloy's skillful shifts of point of view, which made me question all the assumptions I had about what was happening in the story. We meet the main characters, Sam and Annie, as newlyweds moving to upstate New York. Sam is a therapist who practices from home, and anyone in the upstairs apartment can overhear the conversations he has with his clients. When a mysterious French girl shows up for her first appointment, the happy couple's blissful future takes a turn. I especially enjoyed the frequent West Wing references, plus a strong connection to Stephen King's Misery. I listened to this on audio and really enjoyed it in that format. The audiobook features multiple narrators, including George Newbern and Marin Ireland. (This would be a fun book club discussion: at first I thought one of the voice actors was cast ALL WRONG for the character ... but I changed my mind as I kept listening.)...more",Notes are private!,0,45,1,not set,"Jun 22, 2021","Oct 20, 2020",,Hardcover,view (with text),/book/show/50175311-goodnight-beautiful
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Like Water for Chocolate,"Esquivel, Laura",,,,222        pp,3.95,"366,766",1989,"Sep 16, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2020",,Paperback,view,/book/show/6952.Like_Water_for_Chocolate
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter Counts,"Weiden, David Heska Wanbli*",0062968947,9780062968944,0062968947,325        pp,3.84,"20,860","Aug 25, 2020","Aug 25, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thoroughly enjoyed this new crime novel set on the Rosebud Reservation in South Dakota, home to the Sicangu Lakota nation. (Weiden is a citizen of tI thoroughly enjoyed this new crime novel set on the Rosebud Reservation in South Dakota, home to the Sicangu Lakota nation. (Weiden is a citizen of the Sicangu Lakota Nation and received his MFA from the Institute of American Indian Arts.) Virgil Wounded Horse is a Native American vigilante for hire: when people can't get justice through the reservation's official channels they turn to him to enact their own. This happens with depressing regularity because of the 1885 Major Crimes Act: certain felonies can only be prosecuted by the federal government, but at their discretion—and they typically decline to prosecute any case that doesn't include murder. Weiden says in his Author's Note—which you absolutely must read—that this circumstance is factual and all-too-real. When Virgil's nephew gets entrapped in a fake drug bust, authorities more or less force the young teen to take a dangerous undercover assignment so they can nail the men who are trafficking heroin on the reservation. While the story is solid, this book shines for its setting, and its powerful exploration of identity. Though this reads as a standalone, Weiden left the door wide open for a sequel; I'm certainly interested in reading more. Though the story is rarely graphic in portraying violence, the novel does begin with Virgil knocking out a child molester's teeth in a parking lot, please be mindful of the associated content....more",Notes are private!,0,58,1,not set,not set,"Oct 07, 2020",,Hardcover,view (with text),/book/show/48678117-winter-counts
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fifty Words for Rain,"Lemmie, Asha*",1524746371,,B082ZQ8WRT,463        pp,3.88,"40,897","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 03, 2020","Oct 05, 2020","Oct 03, 2020",,Kindle Edition,view,/book/show/55005403-fifty-words-for-rain
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Searcher,"French, Tana*",073522465X,9780735224650,073522465X,451        pp,3.79,"125,628","Oct 06, 2020","Oct 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've read every Tana French novel to date, yet I was NERVOUS to pick this one up because the critical s ... are not good. And then nothing happeI've read every Tana French novel to date, yet I was NERVOUS to pick this one up because the critical s ... are not good. And then nothing happened for the first 125 pages. I did enjoy it well enough in the end, but it's certainly different in feel than her Dublin Murder Squad books. French calls The Searcher ""her version of a Western,"" and for the first time, her protagonist is American—a retired Chicago cop who quit the force when he began to doubt his own moral code, and wanted to move far away to start over in a small Irish village. This is also the first time she's written in the third person, and as a writer, I enjoyed noting how that affects the telling. If you're looking for a gripping novel that won't let you go, this isn't it. I would only give the story three stars. But for careful prose from a seasoned writer, and an especially interesting 13-year-old character, this may be worth picking up....more",Notes are private!,1,107,1,not set,not set,"Sep 29, 2020",,Hardcover,view (with text),/book/show/52661162-the-searcher
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Instant Karma        (Fortuna Beach, #1)","Meyer, Marissa*",1250618819,9781250618818,1250618819,400        pp,3.75,"21,051","Nov 03, 2020","Nov 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 23, 2020",,Hardcover,view,/book/show/53174679-instant-karma
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Share Your Stuff. I'll Go First: 10 Questions to Take Your Friendships to the Next Level,"Tremaine, Laura*",0310359856,9780310359852,0310359856,224        pp,3.92,"5,083","Feb 02, 2021","Feb 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What fun to read this early and offer words of endorsement! Here's what I said: ""Wise, warm, and relatable, this is the perfect read for anyone intereWhat fun to read this early and offer words of endorsement! Here's what I said: ""Wise, warm, and relatable, this is the perfect read for anyone interested in exploring how to use their words to deepen their relationships."" I'm so glad this is out in the world now so you can read it: I read it SO FAST because I wanted to read the story of it, but the themes and questions have stuck with me for months now....more",Notes are private!,0,78,1,not set,not set,"Sep 21, 2020",,Hardcover,view (with text),/book/show/54287621-share-your-stuff-i-ll-go-first
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power of Writing It Down: A Simple Habit to Unlock Your Brain and Reimagine Your Life,"Fallon, Allison*",0310359341,9780310359340,0310359341,224        pp,3.82,"1,672","Jan 12, 2021","Jan 12, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was honored to provide an endorsement for Ally. This is what I said: Good things come to those who write. I'm thrilled that this book will help so  I was honored to provide an endorsement for Ally. This is what I said: Good things come to those who write. I'm thrilled that this book will help so many people benefit from the power of putting words on the page, learning through Allison Fallon's firm but friendly instruction both why and how to develop their own writing practice—because words can change everything.If you're looking for inspiration or for how-tos, you'll find both here. ...more",Notes are private!,0,79,1,not set,"Jan 13, 2021","Sep 21, 2020",,Hardcover,view (with text),/book/show/52609381-the-power-of-writing-it-down
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Remedial Rocket Science        (Chemistry Lessons, #1)","Nix, Susannah*",,,B0721MYNL5,262        pp,3.61,"8,363","Jun 21, 2017","Aug 21, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've been on a mega romance binge recently and really enjoyed this one (the whole series, actually). Each novel in it features a female protagonist whI've been on a mega romance binge recently and really enjoyed this one (the whole series, actually). Each novel in it features a female protagonist who works in STEM. When this first book opens, Melody is having a terrible night. First her date stands her up, then the creepy guy at the bar won't leave her alone. When a handsome stranger offers her an escape, it leads to one fabulous night—and that's all it can be, because the next day Jeremy has to fly home to L.A. But then three years later, Melody graduates and lands her dream job at an aerospace company—in L.A., where she reconnects with Jeremy and discovers not only is he as charming as ever, he's the CEO's son. And a billionaire.This was a fun, sweet story, and I especially appreciated the emphasis on female friendship. (Because so many readers want to know: this series is closed door, but that's not true for all of Nix's work.)...more",Notes are private!,0,49,1,not set,not set,"Sep 16, 2020",,Kindle Edition,view (with text),/book/show/35430572-remedial-rocket-science
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Into the Drowning Deep        (Rolling in the Deep, #1)","Grant, Mira",,,B06Y5L7H71,562        pp,3.97,"34,407","Nov 14, 2017","Nov 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As a confirmed scaredy-cat I was afraid to pick up this sci-fi/horror novel, but a couple of readers I trust told me I could probably handle it. They As a confirmed scaredy-cat I was afraid to pick up this sci-fi/horror novel, but a couple of readers I trust told me I could probably handle it. They were right. (And I'm so glad I picked it up because I enjoyed it sooo much!) Here's the deal: Mermaids are real, but they are not like Ariel. Some researchers believe this with their whole heart and have made studying these mermaids, or sirens, their life's work. Others are deeply skeptical, but regardless what camp they're in, a huge swath of the scientific community is about to set sail on another voyage to the Mariana Trench, a follow-up to a voyage seven years earlier ended in tragedy with everyone on board lost at sea. No one is exactly sure why; skeptics called the whole thing a hoax. Both the siren skeptics and the true believers are about to discover mermaids are very real—and it will be a miracle if anyone gets out of there alive.Imaginative, suspenseful, and such a fun change of pace from what I typically read. ...more",Notes are private!,0,107,1,not set,not set,"Sep 09, 2020",,Kindle Edition,view (with text),/book/show/34913896-into-the-drowning-deep
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Purple Lotus,"Rao, Veena*",1631527614,9781631527616,1631527614,312        pp,4.06,702,"Sep 29, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2020",,Paperback,view,/book/show/54662334-purple-lotus
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Actress,"Enright, Anne",1324005629,9781324005629,1324005629,265        pp,3.44,"6,259","Mar 03, 2020","Mar 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Five solid stars specifically for the narrator's voice + the audiobook performance by author Anne Enright, the combination of those two factors made fFive solid stars specifically for the narrator's voice + the audiobook performance by author Anne Enright, the combination of those two factors made for an incredible listening experience; I don't think I would have enjoyed the print version nearly as much. Speaking of the print version: I had it checked out of the library for SIX MONTHS (due to COVID-19 closures), returned it unread, and only then downloaded the audiobook after a reading friend told me it was fabulous in that format. (She was right.) This reflective and often pained retrospective examines a complex mother-daughter relationship. Daughter Norah's musings are prompted by a graduate student who comes calling, seeking insight into the life of her mother, the brilliant Irish actress Katherine O'Dell. The style is almost—but not quite—stream of consciousness, as Norah examines her mother's early years as an actress, her sudden and enduring fame, and then her encroaching mental illness. I loved this book for its voice: Norah is a remarkable narrator of her mother's story, and I loved the sly way she lets her own story slip into the frame. Anne Enright is equally remarkable: very few novelists narrate their own audiobooks, but Enright reads hers here in an incredible performance....more",Notes are private!,0,91,1,"Sep 04, 2020",not set,"Sep 04, 2020",,Hardcover,view (with text),/book/show/45993330-actress
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Binti        (Binti, #1)","Okorafor, Nnedi*",,,B00Y7RWXHU,98        pp,3.87,"73,071","Sep 22, 2015","Sep 22, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Binti trilogy, winner of the Hugo and Nebula awards, sat on my To Be Read list for too long. This novella drops you right into another galaxy wherThe Binti trilogy, winner of the Hugo and Nebula awards, sat on my To Be Read list for too long. This novella drops you right into another galaxy where Binti is the first of her people to receive an offer to attend Oomza University, basically an ivy league college. Accepting the offer requires a huge sacrifice and a treacherous journey. I sped through this quick audiobook thanks to excellent narration and a propulsive plot. Hear my full recommendation in Episode 256: The perks and pitfalls of omnivorous reading with Cliff Cullen....more",Notes are private!,0,18,1,"Sep 04, 2020","Sep 04, 2020","Sep 04, 2020",,Kindle Edition,view (with text),/book/show/51471497-binti
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wolf in White Van,"Darnielle, John*",0374292086,9780374292089,0374292086,211        pp,3.72,"24,673","Sep 16, 2014","Sep 16, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2020",,Hardcover,view,/book/show/20575425-wolf-in-white-van
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Songs for the End of the World,"Nawaz, Saleema*",0771072570,9780771072574,0771072570,440        pp,3.83,"2,073","Apr 14, 2020","Aug 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think I'd give this book 4 stars were we not in the midst of our own pandemic, but I'm adding a star for the right-book-at-the-right-time factor. HoI think I'd give this book 4 stars were we not in the midst of our own pandemic, but I'm adding a star for the right-book-at-the-right-time factor. How's this for meta? This novel, written between 2013 and 2019, is about a writer whose life is upended because the pandemic novel he wrote turns out be oddly prescient, seemingly predicting the coronavirus pandemic the country is currently beginning (with an epicenter of NYC). Yeah. If that premise freaks you out right now, I get it. And I urge you to skip this one. But if you're intrigued by the idea of reading about a cluster of characters whose lives overlap in interesting ways over a span of decades, and who all have to find their own way to cope in the midst of a pandemic, this is for you....more",Notes are private!,0,96,1,not set,not set,"Aug 23, 2020",,Paperback,view (with text),/book/show/52541990-songs-for-the-end-of-the-world
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest List,"Foley, Lucy",,,,330        pp,3.82,"995,566","Feb 20, 2020","Jun 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This 2020 mystery puts a modern spin on Agatha Christie's classic And Then There Were None, setting a destination wedding on a remote Irish island, acThis 2020 mystery puts a modern spin on Agatha Christie's classic And Then There Were None, setting a destination wedding on a remote Irish island, accessible only by boat, with guests whose lives are connected in ways they never could have guessed. When a magazine publisher weds a handsome reality tv star, she wants her wedding to be magazine-worthy: the designer gown, the atmospheric location, everything perfect to the last detail. But when the guests arrive, including old colleagues, boarding school friends, unreliable family, and untrustworthy friends—things begin going wrong, as long-buried secrets threaten to burst forth at exactly the wrong time. And then they find the dead body. Told in rotating points of view, this was cleverer than I'd expected. An enjoyable mystery that's excellent on audio—to my American ears, the accents were GREAT.(I would have appreciated a content warning for self-harm; a murder mystery is certain to have triggers but that one took me by surprise.)...more",Notes are private!,0,131,1,not set,not set,"Aug 20, 2020",,Hardcover,view (with text),/book/show/51933429-the-guest-list
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shiner,"Burns, Amy Jo*",0525533648,9780525533641,0525533648,272        pp,3.87,"6,709","May 05, 2020","May 05, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Making good moonshine isn't that different from telling a good story, and no one tells a story like a woman."" Wren lives in the Appalachian Mountains""Making good moonshine isn't that different from telling a good story, and no one tells a story like a woman."" Wren lives in the Appalachian Mountains with her family: her snake-handler father, who scares and enraptures the town with his preaching, and her mother, who only ever wanted to get off the mountain with her best friend Ivy, but whose parents made her marry. When Ivy stumbles into the fire and Wren's father performs a ""miraculous healing,"" it sets in motion a chain of events that has devastating consequences for all. Gorgeous, lush, and beautifully sympathetic, I read this in one sitting; it will definitely land on my best-of-the-year list. ...more",Notes are private!,0,76,1,not set,not set,"Aug 18, 2020",,Hardcover,view (with text),/book/show/45697147-shiner
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hitting a Straight Lick with a Crooked Stick: Stories from the Harlem Renaissance,"Hurston, Zora Neale",0062915797,9780062915795,0062915797,304        pp,3.98,"4,528","Jan 14, 2020","Jan 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an incredible, improbable book: though Hurston died in 1960, this short fiction collection includes pieces contemporary readers have never seeThis is an incredible, improbable book: though Hurston died in 1960, this short fiction collection includes pieces contemporary readers have never seen before, because they were published in periodicals and journals that have long been forgotten. There are 21 pieces in all, presented in chronological order, written between 1921 and 1937. (As a reference point, Their Eyes Were Watching God was published in 1937.) I listened to the audiobook version, which I highly recommend. But no matter which format you choose, don't miss the excellent foreword by Tayari Jones and introduction by editor Genevieve West....more",Notes are private!,0,59,1,not set,not set,"Aug 13, 2020",,Hardcover,view (with text),/book/show/44890071-hitting-a-straight-lick-with-a-crooked-stick
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Toni Morrison Book Club,"Bennett, Juda",029932494X,9780299324940,029932494X,208        pp,4.13,912,"Feb 04, 2020","Feb 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This group memoir has four authors, all English professors and colleagues who came together to read the works of Toni Morrison. The memoir focuses on This group memoir has four authors, all English professors and colleagues who came together to read the works of Toni Morrison. The memoir focuses on four of her books: Beloved, The Bluest Eye, A Mercy, and Song of Solomon. Each writer contributes two deeply personal essays about how their life intersects with Morrison's work (or, as they say, how Morrison serves as a catalyst), which means that the reader gets multiple perspectives on each novel. I read this and the new Zora Neale Hurston collection nearly back-to-back and found this to be a serendipitous pairing; these two books, while written nearly 100 years apart, had a lot to say to each other. Moving, heartfelt, and intimate—as well as excellent on audio....more",Notes are private!,0,42,1,not set,not set,"Aug 13, 2020",,Paperback,view (with text),/book/show/52062356-the-toni-morrison-book-club
