,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Betsy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Or What You Will,"Walton, Jo*",1250308992,9781250308993,1250308992,320        pp,3.77,"1,003","Jul 07, 2020","Jul 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2020",,Hardcover,view,/book/show/45046576-or-what-you-will
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Underground Railroad Records: Narrating the Hardships, Hairbreadth Escapes, and Death Struggles of Slaves in Their Efforts for Freedom","Still, William",1984856081,9781984856081,B07SWV1LTD,354        pp,4.19,"1,012",Jun 1872,"Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Imagine it’s you: You are kidnapped from your family, stripped naked, shipped like cargo, body stacked on body, in the hold of a ship. If you survive,Imagine it’s you: You are kidnapped from your family, stripped naked, shipped like cargo, body stacked on body, in the hold of a ship. If you survive, this transport is followed by being “owned” and worked by other people. Some of the “owners” claim you’re not human; others say, “Gee, I’d like to let you go, but I’m too poor and my dead husband left me only you.” Or “When you get old enough, you can be free.” Or “You can buy yourself for $500.” So on some level they know you’re a person just like them. But it simply doesn’t matter to them.Imagine you are beaten, raped, have your children ripped away from you and sold like a bag of potatoes. Maybe you escape, only to have to leave babies behind. Or your wife or husband. Or one of them fights tooth and nail, escapes and then comes back to try to rescue you. And then is killed.All the time, you are a feeling, thinking, intelligent, maybe brilliant, talented, agonized person, and this treatment is condoned and supported by a whole culture that lives fairly well off of your enslavement.This book of firsthand accounts of escapes on the Underground Railroad, first published in 1872, makes you feel it—as if it’s you. And the rage I feel is beyond expression. I got so angry I shook.Since 1872 these vivid true stories of both the people who suffered and abolitionists and antislavery white activists who tried and died trying to fight for justice have been available. These stories are available to the people who today own properties and businesses that were built with the free labor of enslaved individuals a mere 160 years ago, yet on a recent 60 Minutes segment about the last slave ship, Clotilda, and the descendants of its “cargo” of enslaved human beings, it was reported that a family of rich business owners have absolutely refused to meet with the descendants: Pat Frazier: They don't want to acknowledge that that's how part of their wealth was derived.Darron Patterson: Big part—Pat Frazier: And that, on the backs of those people.Anderson Cooper: What would you want to say to them? I mean, if— if they were willing to sit down and have, you know, have a coffee with you? Jeremy Ellis: We would first need to acknowledge what was done in the past. And then there's an accountability piece, that your family, for this many years, five years, owned my ancestors. And then the third piece would be, how do we partner together with, in Africatown? Pat Frazier: I don't want to receive anything personally. However, there's a need for a lot of development in that community. Anderson Cooper: We reached out to four members of the Meaher family, all either declined or didn't respond to our request for an interview.The book contains not only author William Still’s clear narrative and the first-person dignified accounts and letters of people who had risked everything, committed to freedom or death, but it has a foundation of journalism and legal documents, including the entire Fugitive Slave Act of 1850, codifying slavecatchers’ “right” to re-enslave anybody they suspected might have escaped an “owner.” The combination of materials makes this a foundational text that has been a resource for many other writers, including Ta Nehisi Coates who wrote the introduction and Dr. Bertice Berry (her memoir The Ties that Bind: A Memoir of Race, Memory, and Redemption is where I learned about this remarkable book). This is a history that should be read by anybody who wants a fuller picture of this abominable legacy with such strong tentacles that they invade and inform today’s current events. Both systemic racism and white antislavery activism have deep roots in our country that are given full exposure. I believe that without understanding what’s in this book, there is a tendency—certainly in complacent white people—to miss our complicity in systemic racism by remaining conveniently ignorant of what informs the experience of Black people.To support that last statement, I would like to end this  by quoting from a section of the book called “The Law of Treason, as Laid Down by Judge Kane,” from his “charge to the Grand Jury of the United States District Court, in reference to the Slave-hunting affray in Lancaster county,” a case of the State against slaves and their cohorts who fought back against people trying to re-enslave them as “fugitives from labor,” accusing them of treason:* It is not necessary to prove that the individual accused was a direct, personal actor in the violence. If he was present, directing, aiding, abetting, counselling, or countenancing it, he is in law guilty of the forcible act. Nor is even his personal presence indispensable. Though he be absent at the time of its actual perpetration, yet, if he directed the act, devised, or knowingly furnished the means for carrying it into effect, instigated others to perform it, he shares their guilt.” (269)The name of the slave owner farmer who was killed in the Lancaster event was Edward Gorsuch. Curious as to whether Supreme Court Justice Neil Gorsuch is related to him, I googled and found this interesting article: All Law Enforcement Officers are “Heroes”—Including Slave-Catchers. The author of this article for The Libertarian Institute is deceased, so I wrote to the editor to correct what I believed was a bad mistake—nowhere in Still's book is Gorsuch identified as a police officer. Among all the legal documents, he is called a slave owner and a farmer; the only officer identified was named Kline and he was not killed. I copied my email to the Department of Justice regarding their ""roll call of heroes,"" which includes Gorsuch. The Libertarian Institute's editor replied by quoting the article on his site. The Department of Justice historian replied with a full explanation** which I will paste below with just a smattering of this personal opinion:Listing a man who was briefly deputized and called a Marshal in order to attack and re-enslave people at Lancaster with no explanation about what he did or why he was even a marshal, with no context, and qualifying him as heroic is a kind of exaggeration and distortion that should be corrected at its source. It is not the truth—the whole truth. To heal, we need truth. William Still tells the truth.__________*The defendant freedom fighters in the Lancaster case were found not guilty of treason and this case did an enormous amount to advance the abolitionist movement.**DOJ Historian's Reply to my queryMs. Robinson, Thank you for your inquiry, which was forwarded to me for response. The agency’s storied past included a few duties that would be considered morally unthinkable in America today, but also had a hand in correcting these same injustices during the Civil Rights and Reconstruction Eras. The U.S. Marshals Service Roll Call of Honor highlights those personnel who died in the line-of-duty. The criteria for this list and any related memorials, despite the official name, does not differentiate by any other standard than duty at the time of death. There is no political or moral consideration when considering inclusion.  To answer your specific inquiries on Edward Gorsuch—the submission was some time ago, long before Justice Gorsuch was being considered for the Supreme Court. We normally do not conduct any extensive genealogical work, so our agency does not know of any connection. As a clarification, Edward Gorsuch was a special deputy U.S. marshal at the time of his death. As part of the Fugitive Slave Act, which was a condition of the Compromise of 1850, deputies were required to assist slave-owners (who had to be specially-deputized in order to participate in law enforcement activity). Another deputy U.S. marshal, James Batchelder, also died while under similar federal orders while the Fugitive Slave Act was in effect. To ensure historical accuracy and transparency, it is necessary to include both names despite the moral conditions. In addition to our Roll Call, he would be mentioned by name at the Hall of Honor at the U.S. Marshals Museum (Fort Smith, Arkansas) and the National Law Enforcement Officers Memorial (Washington, D.C.). While we understand the sensitivity, there is no substitute for historical accuracy. There was no attempt to conceal Mr. Gorsuch’s background or that our personnel were utilized to carry out this duty. This does not mean our agency would ever glorify the Fugitive Slave Act, but to omit those names who died during this time would not be historically accurate.  I hope this answers your inquiry. Regards, David S. TurkHistorianUSMS...more",Notes are private!,0,24,1,"Nov 29, 2020","Dec 08, 2020","Nov 14, 2020",,Kindle Edition,view (with text),/book/show/52183656-the-underground-railroad-records
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Theory of Bastards,"Schulman, Audrey",1609454375,9781609454371,1609454375,407        pp,4.02,"2,336","Apr 24, 2018","Apr 24, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a page-turner. Very moving. But I'm not sure I can parse the title or the theme. Except I grok it: ultimately it's about what life and home arThis is a page-turner. Very moving. But I'm not sure I can parse the title or the theme. Except I grok it: ultimately it's about what life and home are, and they don't equate to your species or the walls around you or the technology you use.This book was recommended to me by my lifelong friend who is now a Professor of Human Genetics and a Research Scientist for Reproductive Sciences. She is the perfect person to talk to about this book, so that's what I will do....more",Notes are private!,0,9,1,"Apr 30, 2021","May 05, 2021","Oct 31, 2020",,Paperback,view (with text),/book/show/37487038-theory-of-bastards
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Constant Rabbit,"Fforde, Jasper*",0593296524,9780593296523,0593296524,320        pp,4.07,"9,006","Jul 02, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2020",,Hardcover,view,/book/show/52378911-the-constant-rabbit
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dear Fang, With Love","Thorpe, Rufi*",1101875771,9781101875773,1101875771,303        pp,3.85,"2,191","May 24, 2016","May 24, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I discovered Rufi Thorpe through her new book The Knockout Queen and wanted more, more, more. The woman has writing chops.Dear Fang, with Love, puI discovered Rufi Thorpe through her new book The Knockout Queen and wanted more, more, more. The woman has writing chops.Dear Fang, with Love, published in 2016, is not as tightly written, but the characters—mainly a father and his teenage daughter, along with many subsidiary characters—are just as real and enticing. The book is a journey of a father getting to know his daughter, grappling with mental illness. But to say that is to diminish it. Thorpe’s depth and curiosity about life, consciousness, and the nature of our existence makes everything vibrate.I didn’t even care that subsidiary characters kind of faded out without much connection to the big story. But seeing that made me see how much Thorpe has grown as a writer between this book and The Knockout Queen. She is going to be around for the long haul and who knows where she will go. I’ll be following, eager to read anything she writes....more",Notes are private!,0,11,1,"Oct 02, 2020","Oct 18, 2020","Oct 01, 2020",,Hardcover,view (with text),/book/show/26192644-dear-fang-with-love
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homeland Elegies,"Akhtar, Ayad*",0316496421,9780316496421,0316496421,368        pp,4.14,"23,272","Sep 15, 2020","Sep 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The only reason this book is called a novel instead of a memoir (which is what it is) is that legally that is the only way it could be published. FromThe only reason this book is called a novel instead of a memoir (which is what it is) is that legally that is the only way it could be published. From the get-go, to recount doctor/patient conversations when the doctor is Akhtar’s father and the patient is Donald Trump would make this a landmine of legal actions and ethics breaches. There is so much content, I can’t begin to  or even process what I learned and what I believe is true and where personality grated on me to a point where I turned off and stopped listening.What turned me off is that for a man as brilliant, introspective, and articulate as Ayad Akhtar, a man who spends great periods of time analyzing the seduction and flaunting of wealth and the screwiness of our system of economics, privilege, and bias, for such a person to never turn this same eye toward his own attitude toward sex and women—which he describes in lurid, sometimes subversively self-aggrandizing detail bordering on pornographic in a hefty section of the middle of the book—for such a writer to then glibly, and to my ear, disingenuously explain that he is not proud of his actions (and he hopes the reader will still like him), when the sheer amount of graphic description conveys the opposite, for him to overlook his sexual activity in a context of all the other consumerism he talks about . . . to me it feels like a thick layer of writer’s denial. If he was going to hold no punches, I wanted no less from him in regard to his profusely displayed sex life. I want him to admit his attempt to hide pride in the detail, and find out why on earth he is proud. In short, I want full personal truth. Without it, I sometimes felt like I’d been unwittingly forced to watch somebody masturbate.*Suffice it to say, this is a complicated memoir by a very complicated writer about being a Muslim Pakistani-American man, about being an American and our perspective that has become distorted by narcissism, entitlement, denial, and consumerism, about how we are “a nation in thrall to our own stupidity. (288)” It also is an education in Pakistani and Indian history, finance, and so many other things. There is way more valuable content than the annoying veiled sex mess, and the ending is particularly poignant, evoking all the pain of the contradictions in this American life. I’m glad I read this and now will take a shower to wash off the silt and digest what’s worth retaining.____________*Ironically, at the end of the book, Akhtar confronts a young Muslim student pornographer and incredulously chastises him for the very thing he, Akhtar, has done in this book. The student seems to think that showing a brown man having sex with white women is arousing and powerful. Perhaps this is a case of the author seeing his own reflection. I don't know because he has not analyzed himself in that regard....more",Notes are private!,0,36,1,"Jan 29, 2021","Feb 02, 2021","Sep 27, 2020",,Hardcover,view (with text),/book/show/50358133-homeland-elegies
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Housekeeper and the Professor,"Ogawa, Yōko",0312427808,9780312427801,0312427808,180        pp,4.05,"74,599","Aug 29, 2003","Feb 03, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sometime in high school I decided I didn't like and couldn't learn math. Also, I had no interest in sports. Until reading this elegant little book aboSometime in high school I decided I didn't like and couldn't learn math. Also, I had no interest in sports. Until reading this elegant little book about a mathematics professor, his housekeeper, and her young baseball-loving son, I never realized the beauty I have denied myself.Because I don't even remember the math I learned and because I have never followed baseball, I missed the poetry of this book, even as I sense it's there. I know it's there because of lines like this: ""Eternal truths are ultimately invisible, and you won't find them in material things or natural phenomena, or even in human emotions. Mathematics, however, can illuminate them, can give them expression—in fact, nothing can prevent it from doing so."" (116)ore [superscript]π i +1 = 0 I looked at the Professor's note again. A number that cycled on forever and another vague figure that never revealed its true nature now traced a short and elegant trajectory to a single point. Though there was no circle in evidence, π had descended from somewhere to join hands with e. There they rested, slumped against each other, and it only remained for a human being to add 1, and the world suddenly changed. Everything resolved into nothing, zero. (127)I can feel the poetry, but understand none of it in an intellectual way—which is both exhilarating and painful.11/18/20 NoteThank you, BlackOxford aka Michael for articulating in your wonderful  what I felt but could not explain. For anyone who similarly wants to understand this book on a math level, read his  at https://www.goodreads.com//show.......more",Notes are private!,0,38,1,"Nov 10, 2020","Nov 17, 2020","Sep 25, 2020",,Paperback,view (with text),/book/show/3181564-the-housekeeper-and-the-professor
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Town Called Solace,"Lawson, Mary",0735281289,,B08CTGSSR9,299        pp,4.03,"24,238",2021,"Feb 16, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading Mary Lawson, I disappear into her characters and locales so deeply that when I look up from the book, I am always a little shocked at where I Reading Mary Lawson, I disappear into her characters and locales so deeply that when I look up from the book, I am always a little shocked at where I am. Are those my things? Oh yes, that’s my art on the walls, I’m lying on my couch. But I could have sworn I was in Northern Ontario having the experience of the people she writes so truthfully that they become me, or I them. I really can’t articulate it except to say I’m blubbery with admiration.A Town Called Solace, like her other books, is about family relationships. And even though it doesn’t delve into themes I’d call “Shakespearean” because of their complexity and universal truths—themes of her earlier books, Crow Lake, Road Ends, and The Other Side of the Bridge—it is no less affecting.Her dialog is so good it could easily translate to theater (this play could effortlessly be staged—part reader’s theater and part regular theater). Her transitions from first-person chapters to third are natural and effortless. Mary Lawson, a quietly brilliant creator, is one of my favorite writers. I will read anything she writes and hope she produces another book while I’m still in a body to savor it....more",Notes are private!,0,70,1,"Feb 28, 2021","Mar 03, 2021","Sep 23, 2020",,Kindle Edition,view (with text),/book/show/56048572-a-town-called-solace
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Time and Again        (Time, #1)","Finney, Jack",0575073608,9780575073609,0575073608,400        pp,3.94,"23,150",1970,"Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2020",,Paperback,view,/book/show/40526.Time_and_Again
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman Is No Man,"Rum, Etaf*",0062699768,9780062699763,0062699768,339        pp,4.26,"149,512","Mar 05, 2019","Mar 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If she were back home [Palestine], where a husband beating his wife was as ordinary as a father beating his child, Isra might have had someone to talkIf she were back home [Palestine], where a husband beating his wife was as ordinary as a father beating his child, Isra might have had someone to talk to. But Sarah was practically an American, and Nadine had Omar wrapped around her finger. Isra had to pretend nothing was wrong. (185) This is a riveting story about generations of Palestinian American women. A page turner. The writing is sturdy (not lyrical, as one of the cover blurbs says), and that is not a criticism. It’s delivers plot, and that’s what kept me reading obsessively.And the plot got inside me. Because I’m a writer and an editor, I usually find myself aware of the mechanics of a book. Here, I noticed them, but I found myself thinking the kind of thoughts—personal ones of identification and comparisons with my own life and choices—that I hear “civilian” readers voice. That almost never happens to me, and I’m so grateful to Etaf Rum for giving me a “real reader” experience. It’s been a while.”Where I come from, we keep these stories to ourselves. To tell them to the outside world is unheard of, dangerous, the ultimate shame.” This quotation, also on the blurb page, was pieced together from the opening to the book (p. 1). And it made me think of a conversation I just had with a friend who is Black. After knowing each other for more than 30 years, we found ourselves sharing intimate details of our histories. Toward the end of the conversation, she said, “You know, they always say that violence is passed down in Black families and that’s why our families are the way they are.” Almost without a thought, I answered, “That’s bullshit. It’s everywhere.”These stories of abusive families are everywhere—by my calculations, at least half the population.* And shame simply makes people who grow up the way Rum’s characters do believe they are alone. Freaks. Isolated with no recourse. These stories and denied history need to be told. Brava to Etaf Rum for busting through her shame and telling the “untellable” tale, some version of which affects so many of our world’s people, no matter where we come from!_________* Several years ago, feeling alienated by all the social media declarations of perfect families’ Christmas celebrations, I decided to do some research. I find that facts often jar my delusions of being “less than” or abnormal. The results of my completely unscientific survey are here: The Myth of the Happy American Family._________AfterthoughtIn an Op Ed entitled “Who Can Win America’s Politics of Humiliation” author Thomas Friedman writes:  Humiliation, in my view, is the most underestimated force in politics and international relations. The poverty of dignity explains so much more behavior than the poverty of money.People will absorb hardship, hunger and pain. They will be grateful for jobs, cars and benefits. But if you make people feel humiliated, they will respond with a ferocity unlike any other emotion, or just refuse to lift a finger for you. As Nelson Mandela once observed, “There is nobody more dangerous than one who has been humiliated.” Riffing on this, I would say that the kind of cultural family violence epitomized by Etaf Rum’s novel and so many other books—be they about Black, Native, Jewish, White, Christian, Chinese, Japanese . . . every culture and group you can name—is borne of a man’s humiliation in a patriarchy. Men who have been made to feel helpless, and they simply cannot bear it. And this humiliation screws with everybody to the point where some people believe, as do the women in Rum’s book, “this is just the way it is.”This will only stop being the way it is when the lies are exposed, the humiliation laid bare, and women become equal partners. We need more and more and more women like Etaf Rum to tell their “secret” stories....more",Notes are private!,0,43,1,"Sep 13, 2020","Sep 18, 2020","Sep 13, 2020",,Hardcover,view (with text),/book/show/34313931-a-woman-is-no-man
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How the Penguins Saved Veronica        (Veronica McCreedy, #1)","Prior, Hazel*",1984803816,9781984803818,1984803816,355        pp,4.10,"36,731","Mar 05, 2020","Jun 16, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2020",,Paperback,view,/book/show/50519007-how-the-penguins-saved-veronica
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Library,"Charles, Janet Skeslien*",,,B07Z45K1Q8,358        pp,4.07,"122,659","Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2020",,Kindle Edition,view,/book/show/44022382-the-paris-library
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wangs vs. the World,"Chang, Jade*",,,,355        pp,3.27,"16,947","Oct 04, 2016","Oct 04, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2020",,Hardcover,view,/book/show/28114515-the-wangs-vs-the-world
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pockets,"El-Mohtar, Amal*",,,,6        pp,4.12,511,Jan 2015,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2020",,ebook,view,/book/show/54883062-pockets
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Child and Other Stories,"Erpenbeck, Jenny",081121608X,9780811216081,081121608X,120        pp,3.64,185,1999,"Sep 27, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My book club picked the title story for our September meeting, so I bought this slim volume of stories. The writing is good, but the stories, for me, My book club picked the title story for our September meeting, so I bought this slim volume of stories. The writing is good, but the stories, for me, were so misery-inducing that had I not committed to read them, had I not bought the book, I'd probably have aborted my effort a few pages in. They largely dwell, itemize, and wallow in the thoughts and feelings of the disintegration of aging. I'm almost 70, still thriving, fit, and of sound mind, and this stuff felt like ingesting a sometimes fog and sometimes roiling swirl of dead skin cells. I just don't want it in my psyche. These stories were first copyrighted in 1999 and 2001 when the author was 32. I note that because there is something interesting to me in the contrast between the material and her lovely youth at the time of publication. She is now 53, a well-known writer and an opera director (the stories do have an operatic quality), and I find myself wondering if her point of view on aging has changed with time. Erpenbeck's talent is most definitely deserving of attention and her East German background and history are rich and valuable. But I'm not her reader....more",Notes are private!,0,13,1,"Aug 31, 2020","Sep 03, 2020","Aug 31, 2020",,Paperback,view (with text),/book/show/557074.The_Old_Child_and_Other_Stories
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Binstead's Safari,"Ingalls, Rachel",067163934X,9780671639341,067163934X,224        pp,3.88,409,1983,"Jan 01, 1988",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is such a marriage of kind of English drawing room dialogue, with the spareness and escalating tension of Pinter, woven into a mystical shamThis book is such a marriage of kind of English drawing room dialogue, with the spareness and escalating tension of Pinter, woven into a mystical shamanic African safari journey that I don't know how to begin to explain it. So I won't. Except to say that I really enjoyed it and, once again, am so grateful to Goodreads friends (Diane Barnes and Robin) for ing this book. I never would have known about it otherwise....more",Notes are private!,0,11,1,"Sep 03, 2020","Sep 05, 2020","Aug 28, 2020",,Hardcover,view (with text),/book/show/1055079.Binstead_s_Safari
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stillicide,"Jones, Cynan*",1646220137,9781646220137,1646220137,176        pp,3.36,681,"Oct 17, 2019","Nov 17, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm a reading purist who prefers reading to listening to audio recordings and knowing little about a book's story before reading it. In the case of CyI'm a reading purist who prefers reading to listening to audio recordings and knowing little about a book's story before reading it. In the case of Cynan Jones's Stillicide, the opposite is preferable:These short stories were originally written for BBC radio, then compiled for publication by Granta, and now due for release November 17th in what most likely will be a beautifully designed book by Catapult. (It was Catapult's gorgeous publication of Jones's Cove that made me request an ARC of Stillicide).I suspect hearing these stories might be the most powerful way to receive them. And comprehension is definitely improved by reading the book's blurb: this is collection of stories about a perhaps not-so-distant future when water is commodified and people are fighting in the streets to protest the hauling of broken glaciers through their towns, displacing their homes.I enjoyed these stories, but a Kindle ARC is not a good way to read them. They felt fragmented and confusing at times, nevertheless compelling by the end. But if you are Jones fan, consider buying the Catapult paperback in November. They do exquisite books, and Jones is a fine writer....more",Notes are private!,0,7,1,"Sep 02, 2020","Sep 02, 2020","Aug 22, 2020",,Paperback,view (with text),/book/show/53174212-stillicide
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fever Dream,"Schweblin, Samanta",0399184600,9780399184604,0399184600,184        pp,3.73,"39,582","Oct 02, 2014","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2020",,Paperback,view,/book/show/37702744-fever-dream
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Essays of E.B. White,"White, E.B.",0060906626,9780060906627,0060906626,288        pp,4.31,"3,878","May 16, 1936","Jan 01, 1979",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2020",,Paperback,view,/book/show/529504.The_Essays_of_E_B_White
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Little One,"Zullo, Germano",1939810663,9781939810663,1939810663,80        pp,4.16,221,2015,"Oct 27, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2020",,Hardcover,view,/book/show/51135091-my-little-one
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lions of Fifth Avenue,"Davis, Fiona*",1524744611,9781524744618,1524744611,354        pp,3.90,"65,080","Aug 04, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I binge-read this intriguing multigenerational mystery centered in my own beloved New York City and the New York Public Library. The writing is solid I binge-read this intriguing multigenerational mystery centered in my own beloved New York City and the New York Public Library. The writing is solid and generic—no remarkable writer’s voice, but I enjoyed it the way I enjoy watching Law & Order on TV. Just take me away! This novel did. And it was great fun reading about my familiar haunts. My building was built in 1910. I’ve lived in my apartment for 47 years and often I’ll lie on my couch wondering about whoever lived here before me. Who walked these floors in 1910? Who hung their laundry on the roof, a practice that was long ago outlawed, but I saw vestiges of it when I moved in. I love looking at 19th century photos of people in New York walking the same places I walk every day in Central Park.This book was a story constructed of that kind of fascination, bringing people from the NYPL in 1993 together with their predecessors from 1913. Reading was pure entertainment....more",Notes are private!,0,23,1,"Mar 27, 2021","Mar 29, 2021","Aug 08, 2020",,Hardcover,view (with text),/book/show/48814109-the-lions-of-fifth-avenue
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chronology of Water,"Yuknavitch, Lidia*",0979018838,9780979018831,0979018838,310        pp,4.21,"13,706","Apr 01, 2011","Apr 01, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How to describe this writing and this writer? Feral? Wildly alive? Pulsating? It feels as if it bursts out of her, filled with juicy innards in a way How to describe this writing and this writer? Feral? Wildly alive? Pulsating? It feels as if it bursts out of her, filled with juicy innards in a way that expresses everything about being human and flawed and fighting to stay alive. It is not how to write, but it is how to write as who you are—being only that, but with a lot of training and intelligence.I have no idea how to describe what Lidia Yuknavitch does. But I’m glad she does it. It takes my breath away and pumps me full of oxygen . . . and hope....more",Notes are private!,0,20,1,"Sep 18, 2020","Sep 25, 2020","Aug 07, 2020",,Paperback,view (with text),/book/show/9214995-the-chronology-of-water
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Round House,"Erdrich, Louise",0062065246,9780062065247,0062065246,323        pp,3.98,"116,323","Oct 02, 2012","Oct 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2020",,Hardcover,view,/book/show/13602426-the-round-house
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gonzalez & Daughter Trucking Co.: A Road Novel with Literary License,"Escandón, María Amparo",1400097355,9781400097357,1400097355,304        pp,3.91,"1,460","Apr 19, 2005","Apr 19, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2020",,Paperback,view,/book/show/59751.Gonzalez_Daughter_Trucking_Co_
