,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Steven's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Little Indians,"Good, Michelle*",1443459194,9781443459198,,304        pp,4.48,"37,130","Apr 14, 2020","Apr 14, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This novel will break your heart. It’s the story of five residential school survivors at one British Columbia establishment and their subsequent livesThis novel will break your heart. It’s the story of five residential school survivors at one British Columbia establishment and their subsequent lives. Each suffers trauma in different ways and their ties with each other are part of how they endure. It’s a sad book. Kenny has been abused and can’t maintain a constant relationship. Lucy mourns the death of her friend Lily Clara is attracted to violence. Howie is forced to flee to the USA. And Maisie commits suicide. Yet this is more than a lament. Cree author Good also traces the strength of indigenous heritage and solidarity that help some of the survivors to find their lives restored. This book won many awards and deserves them all. It’s a beautifully written novel that captures powerfully Canada’s national tragedy. ...more,Notes are private!,0,1,1,not set,"Jul 25, 2021","Aug 02, 2021",,ebook,view (with text),/book/show/52214103-five-little-indians
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homeland Elegies,"Akhtar, Ayad*",0316496421,9780316496421,0316496421,368        pp,4.14,"23,272","Sep 15, 2020","Sep 15, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An elegy is usually a lament. In this case Akhtar is powerfully lamenting the lives of Muslims in the United States, especially in the wake of 9/11. NAn elegy is usually a lament. In this case Akhtar is powerfully lamenting the lives of Muslims in the United States, especially in the wake of 9/11. Not only are they discriminated against, but he suggests they come to doubt themselves and the choices they made in immigrating to America. Yet this is more than a lament for Muslim Americans. It also develops as an elegy for America as a whole, its divisions, its hostilities and its inadequate President Trump who plays a role in the book as a patient of the skilled Pakistani doctor whose American born son is the supposed author of these heartfelt laments. This is a sprawling book with many separate episodes recounted and a wide set of diverse characters. But it holds together overall as a fierce indictment of contemporary America. A father-son relationship and its tensions pull the novel to coherence but there is so much more in the book, so many fascinating elegies presented. This is a fine book, passionate and insightful. Very much worth reading....more",Notes are private!,0,0,1,not set,"Jul 19, 2021","Jul 25, 2021",,Hardcover,view (with text),/book/show/50358133-homeland-elegies
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bury Your Dead        (Chief Inspector Armand Gamache, #6)","Penny, Louise*",0312377045,9780312377045,0312377045,371        pp,4.36,"85,698","Sep 28, 2010","Sep 28, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Louise Penny writes superbly in her Inspector Gamache series. This novel is set mainly in Quebec City where a historian searching for Samuel ChamplainLouise Penny writes superbly in her Inspector Gamache series. This novel is set mainly in Quebec City where a historian searching for Samuel Champlain’s grave has been murdered. But Gamache’s search for the culprit intersects with his own concern that he has arrested the wrong man for a different murder in his native village of Three Pines. Each query has a complex context to explore and the difficult questions are hard to resolve. But the combination of two separate plot lines makes this a hard read with complicated lines to follow. Penny is an excellent writer and her books always hang together but this novel is more confused than I would have liked....more,Notes are private!,0,0,1,not set,"Jul 03, 2021","Jul 03, 2021",,Hardcover,view (with text),/book/show/7945049-bury-your-dead
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fly Away        (Firefly Lane, #2)","Hannah, Kristin*",0312577214,9780312577216,0312577214,400        pp,3.99,"131,394","Apr 13, 2013","Apr 23, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is a sequel to the excellent novel Firefly Lane, a tragic story of two young girls who become close friends and how one of them succumbs to This book is a sequel to the excellent novel Firefly Lane, a tragic story of two young girls who become close friends and how one of them succumbs to cancer, leaving the other, Tully, bereft.This book focuses on Tully and how her life falls apart without Kate. But it also explores in great emotional depth the aftermath of Kate’s death for Marah, her older daughter, for Johnny her husband and for Dorothy her mother. Perhaps the stories presented are sometimes overly melodramatic, more so than in Firefly Lane. But the novel hangs together with power and drama, leaving the reader with a splendid and insightful reading experience. I enjoyed the book though it left me emotionally exhausted....more",Notes are private!,0,0,1,not set,"Jun 23, 2021","Jun 23, 2021",,Hardcover,view (with text),/book/show/16044981-fly-away
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Infinite Country,"Engel, Patricia*",,,,191        pp,3.93,"45,331","Mar 02, 2021","Mar 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an emotionally powerful novel tracing the quandaries of international migration, especially when such a shift brings threats such as deportatiThis is an emotionally powerful novel tracing the quandaries of international migration, especially when such a shift brings threats such as deportation and overt discrimination.Elena and Mauro are lovers in Bogota Colombia who make such a shift with their young family then find themselves devastated when Mauro is deported for overstaying his tourist visa. Faced with severe economic pressure Elena sends their youngest child Talia back to Colombia to be with Mauro and her mother. But all sides suffer from the separation. How, the novel asks, can this tragedy be overcome? The answer is not easy and the author develops a powerful story to answer it. Engel is herself the child of Colombian immigrants and her novel connects deeply with life in Colombia and the struggles of Latin American immigrants in the United States. This is a fine book well worth reading....more",Notes are private!,0,0,1,not set,"Jun 10, 2021","Jun 10, 2021",,Hardcover,view (with text),/book/show/54303848-infinite-country
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost City of the Monkey God,"Preston, Douglas*",,,,326        pp,3.93,"56,595","Jan 03, 2017","Jan 03, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Honduras is a complicated Central American country with a difficult history as we discovered when we visited Roatan, one of its offshore islands. ThisHonduras is a complicated Central American country with a difficult history as we discovered when we visited Roatan, one of its offshore islands. This riveting book is based partly on that island, from which an expedition departed to explore a long abandoned large preColumbian city that had been discovered in the remote and mountainous interior. This White City as legends called it was rumored to be a rich and powerful community before it was deserted by its people some 500 years before. This well written and factual book recounts the discovery process with all its immense challenges, from confronting highly poisonous snakes to wading through quicksand. Preston presents a vivid account of how new technology permits archaeological insights previously impossible and how three expeditions allowed experts to verify these findings on the ground. The final stages of the book recount the dangers of disease that the expedition members experienced and draw powerful parallels with the way European diseases wiped out as many as 90% of the Indian population in the American context. There are also some wise comments about the dangers of worldwide pandemics that strike home in the context of COVID-19. All in all a powerful and engaging account. ...more",Notes are private!,0,0,1,not set,"Jun 03, 2021","Jun 04, 2021",,Kindle Edition,view (with text),/book/show/40873920-the-lost-city-of-the-monkey-god
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Firefly Lane        (Firefly Lane, #1)","Hannah, Kristin*",0312364083,9780312364083,0312364083,479        pp,4.17,"391,364","Feb 05, 2008","Feb 05, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a powerfully emotional story of two women who come together when they are young and maintain their often turbulent but closely linked friendshThis is a powerfully emotional story of two women who come together when they are young and maintain their often turbulent but closely linked friendship for the rest of their lives. Tully Hart is driving and ambitious, eventually realizing a life of fame and celebrity as a TV star, but with a searing gap when it comes to love. Kate Mularkey finds that love but discovers the pitfalls that life for your children can bring. The two friends try to help each other but fate betrays them in tragic ways. Hannah’s plot plays out in lengthy and complex ways with melodramatic twists and turns. But the result is a deeply engaging story of the challenges two women face over America’s searing years from the war in Iraq to the Intervention in Nicaragua. I have read other books by this author but this novel, which she says has resonance to her own life, is especially powerful. ...more",Notes are private!,0,1,1,not set,"May 29, 2021","May 29, 2021",,Hardcover,view (with text),/book/show/1472878.Firefly_Lane
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Butter Honey Pig Bread,"Ekwuyasi, Francesca",1551528231,9781551528236,1551528231,317        pp,4.32,"10,694","Sep 15, 2020","Nov 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is a complex novel written with verve and passion. Two twins born to a woman caught in a supernatural space grow up deeply close to each other thThis is a complex novel written with verve and passion. Two twins born to a woman caught in a supernatural space grow up deeply close to each other then head in different directions after a tragedy at home The characters are superb and the plot fantastic. The portrait of Lagos is also vivid. And all the food is delicious!Overall a fine book. ...more,Notes are private!,0,1,1,not set,"May 18, 2021","May 19, 2021",,Paperback,view (with text),/book/show/51168133-butter-honey-pig-bread
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hummingbird Salamander,"VanderMeer, Jeff*",0374173540,9780374173548,0374173540,351        pp,3.25,"9,870","Apr 06, 2021","Apr 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read “Annihilation” by this author and found it captivating. This novel is also deeply engaging, exploring themes of environmental destruction I have read “Annihilation” by this author and found it captivating. This novel is also deeply engaging, exploring themes of environmental destruction and corporate corruption in what amounts to a thriller format. Jane Smith is a marketing analyst whose life is totally up ended when she receives the key to a storage locker from a mysterious source and discovers a very rare and almost extinct hummingbird specimen in it. Her source tells her in a letter that there is also a rare salamander specimen to search for, and this sets off a quest that increasingly dominates her life. Facing violent opponents and a difficult mystery, Jane perseveres as the novel becomes more complex and the environmental challenges she confronts deepen. The author is especially adept at tracing the environmental implications that have threatened both the rare hummingbird and the salamander. He also ramps up the suspense and conflict Jane experiences, resulting in an engaging and powerful plot. The novel does sprawl somewhat, more so than “Annihilation” but I found it an enjoyable read overall....more",Notes are private!,0,0,1,not set,"May 11, 2021","May 12, 2021",,Hardcover,view (with text),/book/show/53359447-hummingbird-salamander
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klara and the Sun,"Ishiguro, Kazuo*",059331817X,9780593318171,059331817X,303        pp,3.75,"336,739","Mar 02, 2021","Mar 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As with previous novels by Ishiguro this book is based on a fantastical premise, that an Artificial Intelligence being named Klara could come to the rAs with previous novels by Ishiguro this book is based on a fantastical premise, that an Artificial Intelligence being named Klara could come to the rescue of a very ill girl, Josie, and bring her back to health through the power of the sun. The story is very well traced out and explores dimensions and human devotion between Josie and her mother, her estranged father and her devoted young friend Rick. The result is an emotionally powerful portrayal of the different dimensions of love, including between Josie and her mother, Josie and Rick and Klara and Josie. As always, Ishiguro writes beautifully and provides insights into the human condition while exploring the supernatural. A very fine novel!...more",Notes are private!,0,0,1,not set,"Apr 30, 2021","Apr 30, 2021",,Hardcover,view (with text),/book/show/54120408-klara-and-the-sun
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Town Called Solace,"Lawson, Mary",1784743925,9781784743925,1784743925,302        pp,4.03,"24,244",2021,"Feb 18, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a book about relationships, how they can go wrong, as with 16 year old Rose who gets so angry with her mother that she runs away and puts hersThis is a book about relationships, how they can go wrong, as with 16 year old Rose who gets so angry with her mother that she runs away and puts herself in great danger, and how they can develop positively, as with Clara, Rose’s young sister who builds ties with nextdoor neighbor Liam that eventually lead to the rescue of Rose. Mary Lawson writes beautifully as she has in previous books such as Crow Lake. The result is a deeply engaging and interesting exploration of a diverse set of characters, all set in the stark context of a small Northern Ontario town....more",Notes are private!,0,1,1,not set,"Apr 24, 2021","Apr 24, 2021",,Hardcover,view (with text),/book/show/53328334-a-town-called-solace
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Watchman,"Erdrich, Louise",0062671200,9780062671202,,464        pp,4.11,"74,871","Mar 03, 2020","Mar 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a fascinating book based on the life and struggles of Erdrich’s grandfather as he fought to protect his Turtle Mountain Indian community in thThis is a fascinating book based on the life and struggles of Erdrich’s grandfather as he fought to protect his Turtle Mountain Indian community in the mid-1950’s. The US Congress was considering a bill to terminate the rights of the Indians to their land and Thomas, the author’s grandfather, mobilized his community to oppose this by sending a delegation to Washington to testify against the bill. Around this historically accurate story, Erdrich builds a vivid picture of Indian life at the time, the poverty that the community experienced and the abuse that young women could be subjected to from the surrounding society. The book is powerful and insightful and very much worth reading for its depiction of the struggle that took place and for its testimony of the ways in which Indigenous people have been hurt over the years. Yet it’s also a heartening story of how they have resisted this oppression. ...more",Notes are private!,0,0,1,not set,"Apr 15, 2021","Apr 24, 2021",,ebook,view (with text),/book/show/43721059-the-night-watchman
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Tell You the Truth,"Macmillan, Gilly*",0062875582,9780062875587,0062875582,301        pp,3.51,"13,417","Jun 25, 2020","Sep 22, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is a compulsive read full of twists and interesting characters - very engaging in its plot. I enjoyed it very much,Notes are private!,0,0,1,not set,"Apr 04, 2021","Apr 04, 2021",,Hardcover,view (with text),/book/show/49203372-to-tell-you-the-truth
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Marriage,"Jones, Tayari*",1616201347,9781616201340,1616201347,308        pp,3.94,"358,695","Jan 29, 2018","Feb 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a fine novel with depth, emotion and powerful social implications. Celistial and Roy are two young blacks starting marriage and building ambitThis is a fine novel with depth, emotion and powerful social implications. Celistial and Roy are two young blacks starting marriage and building ambitious lives, one working as a craft artist the other as a business executive. Then Roy is jailed for a crime he did not commit and both enter ordeals that test them. The novel conveys those experiences superbly keeping the reader highly engaged. Can the marriage endure? And even more dramatic what happens when Roy is suddenly released after five years and hopes all can be rebuilt while Celestial has changed her life?The novel is a fine character study and a gripping story very well told. I enjoyed it very much. ...more",Notes are private!,0,0,1,not set,"Mar 26, 2021","Mar 26, 2021",,Hardcover,view (with text),/book/show/33590210-an-american-marriage
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Four Winds,"Hannah, Kristin*",,,,464        pp,4.30,"669,693","Feb 02, 2021","Feb 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a wonderful book, powerful in its portrayal of the Great Depression in the west and emotional in its story of Elsa and her children as they coThis is a wonderful book, powerful in its portrayal of the Great Depression in the west and emotional in its story of Elsa and her children as they confront the overwhelming pressures that they face. Poverty and injustice overwhelm this story of a family trying to survive. They are all fighters inspired to make their world better but the forces against them - drought, dust storms, flash floods and social oppression - make their lives an ordeal. Hannah conveys all this magnificently and gives us yet another fine and moving novel. ...more",Notes are private!,0,0,1,not set,"Mar 21, 2021","Mar 21, 2021",,Hardcover,view (with text),/book/show/53138081-the-four-winds
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Dirt,"Cummins, Jeanine*",,,,459        pp,4.37,"571,579","Jan 21, 2020","Jan 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a beautifully written book, capturing the pressures pushing people to flee towards the American border to escape injustice and the danger of dThis is a beautifully written book, capturing the pressures pushing people to flee towards the American border to escape injustice and the danger of death. Lydia and her son Luca are two such refugees from Acapulco trying to escape after the entire rest of her family were murdered by drug cartel killers. Their frightening flight via train top dangers presents a harrowing and suspenseful story that keeps the reader deeply engaged. They connect with Guatelanan girls who help them, broadening the story. Equally powerful is the evidence of ordinary Mexicans who help them on their way. This is an emotional and moving story that brings alive the plight of migrants seeking to save themselves in circumstances that threaten their lives....more",Notes are private!,0,0,1,not set,"Mar 10, 2021","Mar 21, 2021",,Hardcover,view (with text),/book/show/45046527-american-dirt
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Troubled Blood        (Cormoran Strike, #5)","Galbraith, Robert",0751579939,9780751579932,0751579939,944        pp,4.37,"125,944","Sep 15, 2020","Sep 15, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have enjoyed the Cormoran Strike series but this book was a disappointment. The final outcome was satisfying but it took 800 pages to get there, manI have enjoyed the Cormoran Strike series but this book was a disappointment. The final outcome was satisfying but it took 800 pages to get there, many of them filled with tedious and unnecessary details. Hard to believe that the writer of the Harry Potter books could be so boring. I shall hope for better next time. ...more",Notes are private!,0,0,1,not set,"Feb 21, 2021","Mar 21, 2021",,Hardcover,view (with text),/book/show/51807232-troubled-blood
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,V2: A Novel of World War II,"Harris, Robert*",0525656723,,B084M6DHRW,317        pp,3.91,"13,256","Nov 17, 2020","Nov 17, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Robert Harris has written a number of very good novels and this book deserves similar accolades. Set near the end of world war 2, it traces the GermanRobert Harris has written a number of very good novels and this book deserves similar accolades. Set near the end of world war 2, it traces the German rocket campaign against Britain and the British efforts to counter it with mathematical tracing of the German launches and rapid Spitfire bombing. As usual Harris builds human characters who give the novel a vivid spark. Kay, a young woman analyst who relocated to Belgium, provides the insights into the women tracking the launches and Willi Graf offers the perspectives of the German rocket engineers who are more motivated to go to space but have to focus on conflict instead. The plot flows smoothly and Harris provides character twists that keep the novel engaging. Some other Harris thrillers are perhaps more riveting but this is a fine book giving insights into the dramatic rocket attacks on London and what flowed from them when the war was over....more",Notes are private!,0,0,1,not set,"Jan 30, 2021","Feb 03, 2021",,Kindle Edition,view (with text),/book/show/51332327-v2
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Becoming,"Obama, Michelle*",,,,426        pp,4.46,"1,047,782","Nov 13, 2018","Nov 13, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a well-written and engaging book, much more interesting and insightful than most political autobiographies are.This is partly because it is a This is a well-written and engaging book, much more interesting and insightful than most political autobiographies are.This is partly because it is a vivid portrayal of growing up in a working-class black family in South Side Chicago, tracing Michelle's escape from a poorly run school thanks to her mother's intervention, recounting her father's gradual decline from multiple sclerosis and outlining the importance of extended family in her life. The descriptions and conversations recounted are rendered with power and grace.But this is also a story of love and politics, as Michelle finds herself as a lawyer mentoring a Harvard summer law intern, Barack Obama, with whose driving political goals she soon finds herself entwined as the two connect with each other and move in together -- staying for a time with her family in their small house.The other fascinating perspective is what it's like to move into the White House as America's first black First Lady -- what it's like to raise two young daughters in that strange atmosphere, how it's possible to carve out areas to try to have a positive impact and what critiques she had to face for her independent thinking.All in all, this is an excellent book, written by a very intelligent and thoughtful woman. I enjoyed it very much and recommend it highly. ...more",Notes are private!,0,1,2,not setnot set,"Jan 25, 2021not set","Jan 28, 2021",,Hardcover,view (with text),/book/show/38746485-becoming
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Time for Mercy        (Jake Brigance, #3)","Grisham, John*",0385545975,,B087PKF9LZ,480        pp,4.29,"86,674","Oct 13, 2020","Oct 13, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"John Grisham is almost always a good escape for me from more serious books but this novel has elements in it that give it a depth that was surprising.John Grisham is almost always a good escape for me from more serious books but this novel has elements in it that give it a depth that was surprising. Jake Brigance is the lawyer at its heart and he is defending a challenging client, a 16 year old boy who shot an off duty police officer to protect his sister and mother. The novel gives us a vivid picture of the racism that still afflicts the small Mississippi town.As usual, this courtroom drama is very well done -- but there is also a lot of action outside that context, some involving physical attacks on Brigance, and some tracing the personal life questions that emerge for his family. An intricate plot, interesting characters and portrayals of southern small town life create another successful Grisham novel....more",Notes are private!,0,0,1,not set,"Jan 13, 2021","Jan 17, 2021",,Kindle Edition,view (with text),/book/show/53529219-a-time-for-mercy
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vi,"Thúy, Kim",2764811039,9782764811030,2764811039,144        pp,3.73,"4,855",Apr 2016,"Apr 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book has much the same style as “Man” and “Ru” formed in short poetic segments. The writing is excellent as is the translation; the original is iThis book has much the same style as “Man” and “Ru” formed in short poetic segments. The writing is excellent as is the translation; the original is in French. Vi is a young Vietnamese woman who escapes with her mother from her homeland, comes to Quebec and grows up there. The novel follows her life and eventual loves, including her return to Vietnam in an international development role. This is a finely shaped and emotional book that kept me so engaged that I finished it in one night. I have the sense it is more autobiographical than the author’s previous novels though there are echoes of those books in this novel. Kim Thuy is one of my favorites and this book confirmed that view. ...more",Notes are private!,0,0,1,not set,"Jan 06, 2021","Jan 11, 2021",,Paperback,view (with text),/book/show/29844235-vi
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forgotten Daughter,"Goodman, Joanna*",0062998315,9780062998316,0062998315,416        pp,3.90,"6,106","Oct 27, 2020","Oct 27, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a fine novel, built around several traumatic parts of the recent history of Quebec but providing a deeply moving story of two families and theThis is a fine novel, built around several traumatic parts of the recent history of Quebec but providing a deeply moving story of two families and their children. One is the Fortin family involved in the kidnapping and killing of cabinet minister Pierre Laporte by the violent separatist FLQ. Their daughter Veronique becomes a smuggler— who falls in love with journalist James Phenix from a better off family in the Eastern Townships which has its own tragic past. Their first daughter Elodie had been placed in an orphanage which then told the mother she had died when she returned to find her. Only years later did she manage to reconnect The intertwined stories are powerful and beautifully presented giving us insights into the appalling history of the Duplessis Orphans, the cigarette smuggling era near Montreal and the long struggles over separatism in the province. An engaging and excellent book with unexpected emotional twists....more",Notes are private!,0,0,2,not setnot set,"Jan 02, 2021not set","Jan 03, 2021",,Paperback,view (with text),/book/show/50706459-the-forgotten-daughter
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The End of Her,"Lapena, Shari*",1787632997,9781787632998,1787632997,352        pp,3.79,"90,819","Jul 28, 2020","Jul 23, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Another superior thriller tracing the gradual loss of trust in Stephanie when her husband Patrick is accused of murdering his first wife for her moneyAnother superior thriller tracing the gradual loss of trust in Stephanie when her husband Patrick is accused of murdering his first wife for her money. The plot is tense and suspenseful and Stephanie emerges as a believable character above all worried about protecting her child. The conclusion will surprise you and the plot will keep you deeply engaged. ...more,Notes are private!,0,0,2,not setnot set,"Dec 16, 2020not set","Dec 21, 2020",,Hardcover,view (with text),/book/show/49098281-the-end-of-her
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ridgerunner,"Adamson, Gil",148700656X,9781487006563,148700656X,443        pp,4.13,"2,247",2020,"Feb 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have finally finished reading all the books on the shortlist for Canada’s Giller Prize, the best Canadian book of 2020. This novel, an addictive wesI have finally finished reading all the books on the shortlist for Canada’s Giller Prize, the best Canadian book of 2020. This novel, an addictive western set near Lake Louise in the Rockies, was a deserving part of the list. William Moreland is the ridge runner,moving north and south of the American border as he steals money to assure a safe future for his son Jack Boulton who he has left with a nun, Sister Beatrice, until he can return. Jack, however, cannot abide the sheltered life she tries to force him into and escapes to return to his previous home in the mountains. The book is mostly about his misadventures until his father returns and is a suspenseful account of life in the wilderness. I found the story well constructed and engaging with surprising concluding elements. As a novel I found the book well written and plotted and a worthy Giller nominee. Of the three novels in contention I would likely have chosen The Glass Hotel as more imaginative. But there were also two excellent short story collections nominated and one of them, How to Pronounce Knife, won. Myself I find it difficult to compare novels against short stories. But I was very impressed by the winner and the voice from the outside that it represents. ...more",Notes are private!,0,0,1,not set,"Dec 11, 2020","Dec 15, 2020",,Hardcover,view (with text),/book/show/48572665-ridgerunner
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Pronounce Knife: Stories,"Thammavongsa, Souvankham",,,,192        pp,3.85,"17,618","Apr 07, 2020","Apr 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My  has disappeared twice so I will keep this short. I think the Giller Prize should go to novels like The Glass Hotel. Nevertheless this is a gMy  has disappeared twice so I will keep this short. I think the Giller Prize should go to novels like The Glass Hotel. Nevertheless this is a gritty and insightful set of short stories looking at Canada from the tough perspective of new immigrants. The title story is especially evocative and the final story about worm picking is also very powerful. This author will be a force in the future! I hope her next book is a novel....more,Notes are private!,0,0,1,not set,"Dec 07, 2020","Dec 12, 2020",,Hardcover,view (with text),/book/show/51196859-how-to-pronounce-knife
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Indians on Vacation,"King, Thomas",1443460559,9781443460552,1443460559,288        pp,3.78,"6,907","Aug 25, 2020","Sep 15, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a huge fan of Tom King and was looking forward to this book but found it somewhat disappointing. Good but more a three and a half instead of the I am a huge fan of Tom King and was looking forward to this book but found it somewhat disappointing. Good but more a three and a half instead of the five stars his books usually deserve. It’s a book that starts out with humour and wit as Blackbird and wife Mimi land in Prague from Toronto and begin exploring the city while coping with jetlag and a small hot hotel room. But then the novel gradually gets darker as each has to deal with illness, they are depressed by the plight of Syrian refugees and Bird confronts memories of the suppression of Indian communities in North America which he covered as a journalist. Aging is another concern for them both though they counter that with some delightful sexual scenes. Prague does not glow as a tourist destination in the book and the couple’s goal of solving the hundred year old mystery of what happened to the medicine bundle taken by their relative when he left to join a Wild West show in Europe never gets resolved. But King does keep us going with interesting characters and his portrait of a complex marital relationship. Overall I enjoyed the book despite the curmudgeonly character of Bird. The concept was intriguing of putting Indian visitors as tourists in Europe and as always King’s writing is sharp and skillful. ...more",Notes are private!,0,0,1,not set,"Dec 05, 2020","Dec 06, 2020",,Paperback,view (with text),/book/show/48947326-indians-on-vacation
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lying Life of Adults,"Ferrante, Elena",1609455916,9781609455910,1609455916,336        pp,3.66,"70,655","Nov 07, 2019","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found this author’s four Neopolitan novels magnificent. This book is also very good, set in Naples too and recounting the coming of age story of anoI found this author’s four Neopolitan novels magnificent. This book is also very good, set in Naples too and recounting the coming of age story of another young woman, Giovanna This time though her family is educated and middle class so we see different aspects of the city. But family turmoil is still there as her parents split up and a fraught relationship with her aunt influences her. As in previous books there is sharp and insightful writing and a penetrating portrait of the trials of growing up and navigating sex and friendship to find a future. Another fine book by this excellent author!...more",Notes are private!,0,0,2,not setnot set,Dec 2020not set,"Dec 05, 2020",,Hardcover,view (with text),/book/show/48616787-the-lying-life-of-adults
