,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Laura's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Pig Did It        (Pig Trilogy, #1)","Caldwell, Joseph",1883285291,9781883285296,1883285291,195        pp,2.91,"1,762","Dec 30, 2007","Jan 02, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A self-obsessed New York writer retreats to his aunt’s house in Ireland in order to mourn a failed relationship. Actually, it never actually was a relA self-obsessed New York writer retreats to his aunt’s house in Ireland in order to mourn a failed relationship. Actually, it never actually was a relationship, as the woman in question preemptively rejected him through her indifference. That doesn't affect his heartbreak, though, and he requires sufficient time and a suitable location to indulge in self-pity. So off he heads to his aunt’s house, where he anticipates that the stark landscape of the Irish coast will provide a fitting backdrop to indulge in misery. His aunt, who is only a couple of years older so she’s more like a cousin, is happy to have him.....though he suspects that the hideous floral wallpaper covering the kitchen walls was hastily put up in order to drive him out of doors, because she, too, is a writer and needs peace and quiet. Unlike her nephew, though, the aunt has made a mint with her books, which are thinly disguised re-writes of classics. Her approach is to “correct” the offending texts, giving the characters the endings they would have gotten if she were in charge of the universe. Anyway, the story sort of follows the mourning writer’s blunderings around the coast, but it’s mainly about the almost surreal imbroglios of his aunt, her pig-tending former BFF, and her ancient-feud-sworn-enemy. The actual mystery – Who killed the man whose bones were uncovered by a stray pig in the aunt’s garden? – is almost incidental to the more amusing development of intense, zany Irish characters and their interactions with our self-absorbed writer. He, naturally, is less interested in the murder mystery than he is miffed that events keep conspiring to interrupt his mourning. My guess is that the author is making fun of rambly, overly-lyrical Irish fiction, which is why this occasionally reads like an exercise in magical realism. This might annoy some readers, but I found it hiilarious at times....more",Notes are private!,0,7,1,not set,Sep 2010,"Mar 08, 2011",,Hardcover,view (with text),/book/show/1988626.The_Pig_Did_It
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Major Pettigrew's Last Stand,"Simonson, Helen*",,,B0036S4CIO,379        pp,3.90,"141,215",2010,"Mar 02, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Though at times charming, this book mostly left me wondering what sort of a world the author imagines England to be. Her characterizations are far morThough at times charming, this book mostly left me wondering what sort of a world the author imagines England to be. Her characterizations are far more disjointed than the plot, which has its flaws but at worst they’re jarring, not heinous. However, the characterizations don’t work not merely because there are only two or three bearable people in the entire novel (and this isn't a farcical satire), but mainly because they’re a convoluted mess of contexts. Major Pettigrew’s manners and standards hearken from a more gentlemanly era, yet it’s as though he’s a one-man time warp surrounded by modern incarnations of rudeness and overt materialism – his son is breathtakingly selfish and shallow, his relatives are vulgar and grasping, and the local squire has class snobbery but no sense of heritage. (And are we supposed to feel sorry for the Major because of his frightful son, or wonder at his bad parenting??) Worse, and still more disjointed, many of the other characters seem to come from outposts of civilization in the 1930’s where people think that Mecca is a restaurant and Hindu and Muslim are the same things. Yet the story is obviously contemporary, so why would the author create a collection of characters in 2010 who overtly shun children raised by single mothers and won’t talk to the village shop owner because she’s “in trade” and has dark skin??? The whole thing is preposterous, and I suspect it comes from some people's obnoxious desire to paint the rest of the world as narrow-minded and petty in order to position themselves as morally superior. It’s a shame, because in defter hands the story could have been uniformly sweet and delightful. The idea of family heritage and honor being embodied in an heirloom is especially interesting and poignant...as is the fraught road to late-in-life love. Too bad the themes are ruined by the addled execution. (A highlight is when a curry dish is considered far too spicy and exotic to serve at some golf club dinner – the author is so hell-bent on portraying everyone as provincial that she somehow forgot the English have been eating curry for over a century?? Good grief.)...more",Notes are private!,0,58,1,not set,Jan 2011,"Feb 26, 2011",,Kindle Edition,view (with text),/book/show/8049561-major-pettigrew-s-last-stand
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Thieves,"Benioff, David",0670018708,9780670018703,0670018708,258        pp,4.29,"149,815","May 15, 2008","May 15, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2011",,Hardcover,view,/book/show/1971304.City_of_Thieves
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waterloo: A Near Run Thing,"Howarth, David",1900624028,9781900624022,1900624028,192        pp,4.19,282,1968,"Jan 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The brilliance of this book is its approach – Howarth goes through the day, section by section, and depicts what Waterloo was like from the perspectivThe brilliance of this book is its approach – Howarth goes through the day, section by section, and depicts what Waterloo was like from the perspective of several different men. Dry and confusing strategy is cast aside in favor of real-life experience and descriptions of the truly breath-taking gusts of fate that determined this battle. Good thing you know the outcome before you start! And, as a bonus, sort of, I have to admit that if anyone can breathe humanity into that dreadful little megalomaniac from Corsica, David Howarth can....more",Notes are private!,0,5,1,not set,Nov 2010,"Feb 10, 2011",,Paperback,view (with text),/book/show/6267755-waterloo
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1066: The Year of the Conquest,"Howarth, David",,,,208        pp,4.06,"4,327",1977,"Aug 27, 1981",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"David Howarth is another historian I would invite over to dinner every Sunday night if he lived nearby and weren’t already dead. I doubt he’d find me David Howarth is another historian I would invite over to dinner every Sunday night if he lived nearby and weren’t already dead. I doubt he’d find me as delightful as I find him, but I’d try. Even if you have no interest in the Norman Conquest, this book is so enchantingly and clearly written that you’ll think you’ve stumbled into a particularly good novel about those zany folk in medieval England and France. Even better, Howarth was an accomplished sailor, so he can offer educated speculation about the logistics of crossing the English Channel in various vessels – with war horses! – at various points, which doesn’t sound super exciting but is when he writes about it. My favorite aspect of his writing style is his matter of fact tone: he says, “Here’s what one original source says, here’s what this other original source says, here’s why they’re both suspect, and, for what it’s worth, here’s what I think probably happened.” It’s quality, in-depth scholarship for people with short attention spans. I almost drew little hearts in the margins. ...more",Notes are private!,0,25,1,not set,Oct 2010,"Feb 10, 2011",,Paperback,view (with text),/book/show/770512.1066
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summer at Tiffany,"Hart, Marjorie",0061189529,9780061189524,0061189529,258        pp,3.71,"9,480",2007,"Apr 03, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you’ve ever wanted a short escape into the innocence and charm of bygone years, this is your book. In 1945, college student Marjorie and her friendIf you’ve ever wanted a short escape into the innocence and charm of bygone years, this is your book. In 1945, college student Marjorie and her friend have the amazing luck of spending the summer not in dullsville Story City, Iowa, but in the Big Apple! Their miniature apartment is a dream, seeing all the famous stores on Fifth Avenue is a dream, but the biggest dream of all is landing a job at Tiffany & Co! Can you imagine?! They spend the summer working, window shopping, entertaining visiting sorority sisters, meeting boys, and occasionally going to famous hot spots. Marjorie’s wide-eyed enthusiasm for the glamour of New York is an endearing glimpse into a less jaded, more elegant time. People dressed up to shop. Dessert at a fancy restaurant was a treat. And for a Midwestern girl, the famous stores and skyscrapers of New York were a daily thrill. I found her joy to be contagious because it reflects a delightful appreciation, not pretentious materialism. Marjorie’s enthusiasm for the jewels and china at Tiffany is an extension of her enthusiasm for real quality and distant glamour. It reminded me of how the world has shrunk but human nature is the same – there may be a Tiffany & Co. ten minutes away from me at Stanford Shopping Center so it’s not that exciting, but I gasped OUT LOUD the first time I saw the Eiffel Tower and Hagia Sophia and Red Square (who doesn’t?). Somehow the thrill of seeing people and places you’ve always heard about outweighs any desire to appear sophisticated, and Marjorie perfectly captures that thrill – as a result she sweeps you along in the joy of seeing a famous bandleader or handling the fancy dishes on the second floor, not because she’s saying, “Look – I lead a glamorous life,” but because she’s saying, “Golly!!” How could you not be charmed?Though this is not Great Literature, Marjorie’s writing style rings with her goodness and earnestness and grounds the memoir in traditional, Midwest values as much as any of the details. I wouldn’t say her reminisces are portrayed through rose-colored glasses – for many, life really was like that. Reading the book was an easy delight and made me yearn for more elegance – for ropes of pearls instead of sweat pants, and doormen instead of outlet malls. Sigh....more",Notes are private!,0,17,1,not set,Sep 2010,"Feb 08, 2011",,Hardcover,view (with text),/book/show/492883.Summer_at_Tiffany
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Poetry of Shell Shock: Wartime Trauma and Healing in Wilfred Owen, Ivor Gurney and Siegfried Sassoon","Hipp, Daniel W.",0786421746,9780786421749,0786421746,224        pp,3.89,18,"Jul 14, 2005","Jul 28, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an intensely interesting examination of the poetry and psychological treatment of three Great War poets – Siegfried Sassoon, Wilfred Owen, andThis is an intensely interesting examination of the poetry and psychological treatment of three Great War poets – Siegfried Sassoon, Wilfred Owen, and Ivor Gurney. Sassoon and Owen were treated at Craiglockhart and returned to the front; Gurney broke down in March of 1918, and while he recovered enough to be discharged from the army by October, he continued to suffer from mental illness and spent the last fifteen years of his life in mental institutions, believing the war was still going on. But don’t despair! This isn’t a book of doom and gloom. Rather it’s an examination of the different ways poetic expression acted as therapy. By returning to the scenes of devastation in their memories and using their imaginations to transform those experiences into art, the poets took control of the uncontrollable. This book traces different aspects of that recovery.Both the discussions (at times transcripts!) of the poets’ psychological treatments and the analysis of their poetry are accessible – and fascinating beyond description. This is an invaluable source for those interested in World War I poetry, psychotherapy, shell-shock, and the power of creative expression to deal with trauma. An absolute treasure!...more",Notes are private!,0,2,1,not set,Nov 2010,"Jan 31, 2011",,Paperback,view (with text),/book/show/215444.The_Poetry_of_Shell_Shock
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Face of Battle: A Study of Agincourt, Waterloo and the Somme","Keegan, John",0140048979,9780140048971,0140048979,365        pp,4.13,"8,178",Nov 1976,"Jan 01, 1983",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s a rare day that I become smitten with a 75-year old historian, but that day came when I read the introduction to The Face of Battle. I have severIt’s a rare day that I become smitten with a 75-year old historian, but that day came when I read the introduction to The Face of Battle. I have several of John Keegan’s books, most of them featuring lots of photographs, but this is the one that made him famous – and for good reason. His elegant prose has the right amount of wit and clarity, scholarship and humility, gripping description and hard facts. After an introduction to military historiography that left me – I'm not even kidding – thinking “What a fascinating topic!!” he describes three seminal European battles that took place in the same region: Agincourt, Waterloo, and the Somme. I can’t say that you don’t need to be a teeny bit interested in military history to be interested in this, as I do happen to be interested in military history, but I can objectively testify to his eloquence. He describes what it would be like to be a man-on-the-ground combat soldier in each of these battles with the arrows whizzing by, the cannon smoke obscuring the field, and the rain of bullets falling indiscriminately and unceasingly. (I know “rain of bullets” is cliché, but I’m not John Keegan.) And with a considerable understanding born of his years researching and teaching at Sandhurst, he explains what on earth compells the average soldier to endure the misery and danger of combat. To hear him describe the experience of these battles, buy the book – you, too, can know as closely as it’s possible to know what it would be like to fight in another time period. It’s worth far more than $11 and five or six hours just be wowed by his prose and grateful for your life. Plus you’ll know a lot more about these battles than you would by reading anything else....more",Notes are private!,0,15,1,not set,not set,"Jan 25, 2011",,Paperback,view (with text),/book/show/328993.The_Face_of_Battle
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Achilles in Vietnam: Combat Trauma and the Undoing of Character,"Shay, Jonathan",0684813211,9780684813219,0684813211,246        pp,4.29,"1,702",1994,"Oct 01, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jonathan Shay is a psychotherapist – and impressive amateur classicist – who has spent decades treating Vietnam veterans with severe PTSD. In this fasJonathan Shay is a psychotherapist – and impressive amateur classicist – who has spent decades treating Vietnam veterans with severe PTSD. In this fascinating book, he analyzes what he sees as the moral breakdown of Achilles in terms of factors common to the Vietnam War. The first section of the book outlines these factors: a betrayal of “what’s right”; the shrinkage of the social and moral horizon; grief at the death of a special comrade; guilt and wrongful substitution; and going berserk (a clinical condition, not slang). In each of the chapters he describes these conditions as revealed through years of treating veterans, often quoting transcripts of therapy sessions, and analyzes their presence in The Iliad. In the second section he goes through soldiers’ common reactions to these conditions, again drawing from Vietnam veterans’ accounts, and demonstrates the same reactions in Achilles. It’s convincing and utterly compelling.I’m no classical scholar, but I have read The Iliad many times and can appreciate his deep understanding and meticulous examination. His book is worth multiple readings. In fact, Achilles in Vietnam has filled a role in my understanding similar to movies of favorite novels, like “Gone With the Wind” – now I can’t read The Iliad without this as context and subtext! I also was stunned by the descriptions of combat in Vietnam — both the conditions of guerilla warfare against the Viet Cong and common U.S. military practices seemed designed to inflict maximum psychological damage on our soldiers. Be forewarned: this is not for the faint of heart. If you’ve studied the Vietnam War then much of this will be familiar. If not, brace yourself; the accounts are from men whose combat trauma was debilitating enough that they sought professional help. Also, Dr. Shay quotes veterans’ words verbatim, and the profanity is almost as stunning as the substance. I have no tolerance for profanity and felt like I needed to wash out my head with a power hose, yet at the same time I couldn’t help feel sorry for both the lack of education that often produces such a low level of language and the obvious crutch that profanity was for these men; if the eloquent can’t find words to describe such horrors, what hope had they? (Not all the interviewees swear four or five times in a sentence; there are distinct levels of language corresponding to levels of education, a fact that the Vietnam veterans I know are quick to assert.) The final section of the book focuses on PTSD and possible healing, with less analysis of Achilles; nonetheless, it’s fascinating reading....more",Notes are private!,0,12,1,not set,Sep 2010,"Jan 22, 2011",,Paperback,view (with text),/book/show/6069.Achilles_in_Vietnam
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse Soldiers: The Extraordinary Story of a Band of US Soldiers Who Rode to Victory in Afghanistan,"Stanton, Doug",1416580514,9781416580515,1416580514,393        pp,4.15,"8,393","May 05, 2009","May 05, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 19, 2010",,Hardcover,view,/book/show/4645750-horse-soldiers
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frederica,"Heyer, Georgette",,,B00348UN3Y,450        pp,4.19,"22,414","Jan 01, 1965","Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hilarious! Much of the credit belongs to Clifford Norgate’s unparalleled gifts as a narrator (I listened to it on cd), but I must admit that with thisHilarious! Much of the credit belongs to Clifford Norgate’s unparalleled gifts as a narrator (I listened to it on cd), but I must admit that with this novel Georgette Heyer actually does, in part, deserve a comparison to Jane Austen. Mind you, not because of elegant satire, intricately balanced structure, or searing insights into the inner lives of characters – don’t get your hopes up – but because of her effortless wit. It’s like the illicit offspring of Jane Austen and P. G. Wodehouse.Vernon, the Marquis of Alverstoke, is as bored with the society belles his sisters keep throwing his way as he is with his interfering sisters themselves, and who can blame him? They’re mercenary, shallow, and not clever enough to mask either defect. Plus they’re always showing up uninvited and pestering him for favors. Then into his drawing room comes Frederica, orphaned daughter of a distant cousin. At twenty-four she is the de facto guardian of her little brothers and a breathtakingly beautiful younger sister, Charis. Wishing to give Charis a season in London in order to secure her a good husband, she applies to Alverstoke for sponsorship. Alverstoke is floored. How many dreadful females must he endure in one day? But then it dawns on him that by giving a joint ball for Charis and one of his unpromising nieces, he can do a favor for his late cousin AND score off his sister, whose daughter will be woefully eclipsed by the angelic Charis. Ha!Pretty soon Alverstoke becomes sucked into the rather slapstick imbroglios of Frederica’s younger brothers, who for some reason like his acerbity and believe he’s their new best friend. As he bails them out of various scrapes, all of which are surprisingly funny, his crustiness begins to flake – though fortunately just a bit. Romances in general are dicey, and “historical romance” is a genre that fills me with horror; my few forays into it have not been rewarding. However, Georgette Heyer’s between-the-wars mysteries are so funny that I keep hoping the same humor will surface in her Regency novels – and voilà! Success!! This offering is laugh-out-loud funny and surprisingly engaging. Most amazingly, much of the humor comes from the children — usually the kiss of death. Again, I think the narrator is largely to thank. Not sure it’d be as much fun to read as to listen to....more",Notes are private!,0,4,1,not set,Aug 2010,"Aug 28, 2010",,Kindle Edition,view (with text),/book/show/8407822-frederica
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Portable Walt Whitman,"Whitman, Walt",0142437689,9780142437681,0142437689,570        pp,4.32,880,Jul 1945,"Dec 30, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've never been a fan of the Transcendentalists, vastly preferring the English Romantics. Obviously the two aren’t mutually exclusive, but early on I I've never been a fan of the Transcendentalists, vastly preferring the English Romantics. Obviously the two aren’t mutually exclusive, but early on I found Emerson boring and Whitman weird. Surprisingly, though, this time around the force of so much of his poetry wore me down, and I actually enjoyed reading him. I still find his “look at how liberated and healthy I am to like the scent of armpits better than prayer” (which doesn’t have a scent but whatever) a bit off-putting. However, I find his paratactical style kind of delightful, and I appreciate his effort to show that small, fearful individuals can move toward calm, cosmic understanding and confidence, however little I personally want to commune with the rest of humanity, let alone everything in the universe. ...more",Notes are private!,0,5,1,not set,Apr 2010,"Aug 19, 2010",,Paperback,view (with text),/book/show/45288.The_Portable_Walt_Whitman
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leviathan,"Hobbes, Thomas",0199537283,9780199537280,0199537283,576        pp,3.71,"47,509",1651,"Feb 15, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Though considered to be one of the most influential works of political thought, this manages to be both tedious and frightening – tedious because of HThough considered to be one of the most influential works of political thought, this manages to be both tedious and frightening – tedious because of Hobbes’s labored phrasing and protracted reasoning, and frightening because his conclusions have been put into play by stars like Stalin and Pol Pot. In brief, Hobbes argues for a strong central government headed by an absolute sovereign. Frankly, I can’t imagine anyone liking Hobbes, as his take on social contract theory supports the theoretical groundwork for constitutional monarchy instead of republicanism. But some of his other theories are a bit more intriguingly off. I’d love to have a dinner party with Hobbes and a couple of Romantic poets – maybe Wordsworth and Coleridge – and ask them what they thought of Hobbes’s assertion that imagination is “nothing but decaying sense” and is the same as memory. Maybe throw in Yeats as well! That would be even more entertaining than a soiree with Hobbes and Jefferson. ...more",Notes are private!,0,25,1,not set,Apr 2010,"Aug 19, 2010",,Paperback,view (with text),/book/show/4186930-leviathan
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Merchant of Venice,"Shakespeare, William",0393925293,9780393925296,0393925293,368        pp,3.78,"188,057",1596,"Dec 19, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 19, 2010",,Paperback,view,/book/show/24132.The_Merchant_of_Venice
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Henry IV, Part 1","Shakespeare, William",0743485041,9780743485043,0743485041,274        pp,3.80,"30,428",1597,"Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2010,"Aug 19, 2010",,Paperback,view,/book/show/32396.Henry_IV_Part_1
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prince,"Machiavelli, Niccolò",0553212788,9780553212785,0553212788,166        pp,3.84,"337,577",1513,Jan 2003,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2010,"Aug 19, 2010",,Mass Market Paperback,view,/book/show/168661.The_Prince
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Buncle's Book        (Miss Buncle #1),"Stevenson, D.E.",1903155711,9781903155714,1903155711,332        pp,4.10,"11,805",1934,2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In the village of Silverstream, poor Barbara Buncle is in distress. Her ever-increasing economies simply cannot keep pace with her dwindling dividendsIn the village of Silverstream, poor Barbara Buncle is in distress. Her ever-increasing economies simply cannot keep pace with her dwindling dividends. Should she try keeping chickens? No, they’re rather alarming. In desperation she decides to write a book, and, knowing little else besides the goings-on of her village, she writes a thinly veiled description of her friends and neighbors. Surprisingly, Miss Buncle’s book not only gets published, it becomes a best-seller. Critics are in violent disagreement over whether the book is harmless drivel, the product of a brilliant satirist, or.....the lurid imaginings of a dangerous subversive! Miss Buncle is warmed by the praise, shocked by the criticism, but mostly just grateful to be able to pay the butcher and buy a new hat. The reaction of the villagers, however, is worth the price of admission. It doesn’t take long for everyone to realize the novel, presciently titled Disturber of the Peace, is about them. As you’d suspect, the innocent are enchanted and the guilty are outraged. Can they really have been nursing a viper to their bosom all this time?! Worse, the book doesn’t merely hold a mirror up to the villagers — it imagines some of them engaging in daring, destiny-fulfilling enterprises. Clearly, the heretical author must be ferreted out and punished! Hilarity and satire ensue. I read this, laughing out loud, at dinner every night during a solitary week on the Oregon coast, which provided a nice setting for a book about a woman isolated by a secret and often reveling in it. It also was a sort of a gentle, engaging, distant English cousin of The Help in that it shows what happens when people see themselves through someone else’s eyes. Funny, charming, insightful — this is a winner....more",Notes are private!,0,9,1,not set,Jul 2010,"Aug 16, 2010",,Paperback,view (with text),/book/show/5290266-miss-buncle-s-book
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Austenland        (Austenland, #1)","Hale, Shannon*",1596912863,9781596912861,1596912863,202        pp,3.55,"88,640","May 29, 2007","Jun 08, 2008",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Disjointed plot and incoherent themes. A woman who is obsessed with the BBC version of “Pride and Prejudice” longs to get over her Mr. Darcy fixation Disjointed plot and incoherent themes. A woman who is obsessed with the BBC version of “Pride and Prejudice” longs to get over her Mr. Darcy fixation because she thinks it might be impeding her life. Then a great aunt dies and wills her a vacation at some Regency-themed manor house in England where she can become immersed in Austen’s world for three weeks. She somehow views this experience as her big chance to – stay with me – exorcise her Darcy obsession. I don’t get it either. Also confusing is that she calls herself “obsessed” with Pride and Prejudice yet she doesn’t know the first thing about Regency language, manners, customs, clothes, or anything else. Is she really dim, or is her idea of being “obsessed” merely watching Darcy get out of the lake over and over with the TV muted? Anyway, off she goes to this pretend world she doesn’t know anything about and which, inexplicably, she then resents. We all have our kookiness and contradictions, so the absurdities probably wouldn’t have been so glaring if the narrator (I got it on cd from the library) had been better. Unfortunately, the deranged woman infused each sentence with such drama that the effect was both disconcerting and wearying. Every WORRRRD was positively DRIPping with irony – because we’d never pick up on it otherwise, so subtle was the prose?? The overwrought narration served, regrettably, to highlight the writing’s triteness. How does this stuff get published? Well, obviously because in weak moments people like me get sucked in by an Austen-themed premise (Oooh! A girl goes to a Regency re-enactment manor house! Fun!! I wish I could!). Then partway through I feel as though I’ve inhaled half a box of Hostess cupcakes. I need to vow never to succumb to another Austen knock-off, because it’s just encouraging these people.The only positive thing I can say was that the ending had several twists. I was returning it to the library without bothering to finish, but then I popped in the last disc and ended up sitting in the library parking lot for 30 minutes in order to see how it ended, so I guess that’s something. However, come to think of it, perhaps that’s not a recommendation — Austen’s own novels are of stories of self-discovery, so the reader knows well before the end what the happy ending should be for each heroine. It’s up to the individual characters to adjust their vision or realize and correct the flaws that are already obvious to the reader. So the fact that I didn’t know which guy, if any, would be a happy ending for this heroine shows a weakness in characterization and development, not skillful plot twists....more",Notes are private!,0,10,1,not set,Apr 2010,"Aug 13, 2010",,Paperback,view (with text),/book/show/2004362.Austenland
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Son at the Front,"Wharton, Edith",087580568X,9780875805689,087580568X,239        pp,3.69,420,1923,1995,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Edith Wharton’s pet subjects — failed marriages, social minefields, and stymied dreams — play out against the backdrop of the Great War. As always, WhEdith Wharton’s pet subjects — failed marriages, social minefields, and stymied dreams — play out against the backdrop of the Great War. As always, Wharton’s prose beautifully combines criticism with compassion, lyricism with clarity, and subtlety with wrenching drama. I found myself re-reading passages and just sighing. The set up for this novel hooked me before I even read it: In the summer of 1914, a divorced expatriate father living in Paris is anticipating a month’s travel with his son, George. Adding a rosy glow to the prospect is the father’s recent success as an artist after years of struggle, which means he’ll finally be able to support his son financially. After all, he wants George to be “independent” and not have to work in some soul-destroying business such as the son's stepfather owns — such a nice touch to combine class snobbery and whiff-of-Bohemian artistic snobbery! Anyway, war breaks out and prevents the father/son vacation, but the big crisis is that George can be drafted into the French army because he was born while his parents were visiting France. Oh, the twists of fate. This danger forces the ex-husband, ex-wife, and her second husband (who essentially reared George) into an uneasy collaboration to protect the son, without his knowing it, from active duty. The three parents scramble and scheme to pull every string they have to get George behind a desk, but, to everyone’s amazement and horror, George enlists. The mother is devastated; the fathers are secretly proud. (And the reader isn't surprised as that's the title of the novel.) The bulk of the story concerns the agonies of parents waiting on the home front, a situation more complex because of the divorce and the weirdness of being foreigners in a country at war. Wharton explores the human psyche with such unrelenting perception that it’s almost painful. So many times I wanted to reach into the book and shake the characters even as I ached for them. You yearn for these people to rise above their petty concerns, but, as in real life, people usually fall short. However, Wharton is a genius at portraying the moments of connection that offer transcendence. For instance, both men know the wife isn’t the sharpest knife in the drawer and needs to be handled carefully (though they can’t say it aloud), both have a father’s love for George, and both have a conflicted admiration for George’s willingness to fight. I wanted the characters to burst into soulful, lushly orchestrated duets about their differing roles, but Wharton doesn’t provide musical theatre, just realistic insight, and so the result is more exploratory than cathartic.Edith Wharton lived in Paris during the Great War and drove an ambulance to and from the front, so she writes with nuance and authority on the issues of being American in Paris during the years before the U.S. entered the war. Mostly, though, I enjoyed a personal and family saga that gives insight into both a vanished social context and universal experiences....more",Notes are private!,0,13,1,not set,Sep 2009,"Jul 30, 2010",,Paperback,view (with text),/book/show/5254.A_Son_at_the_Front
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Beowulf Handbook,"Bjork, Robert E.*",0803261500,9780803261501,0803261500,466        pp,4.18,45,"Jan 01, 1997","Aug 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reviewing literary criticism strikes me as weird, but this book is so rapturously interesting that I read sections every now and then for fun. Each chReviewing literary criticism strikes me as weird, but this book is so rapturously interesting that I read sections every now and then for fun. Each chapter addresses either a major theme in Beowulf or an area of research. At the beginning of each chapter is an overview of historical scholarship – including a handy timeline of important publications! – and then an essay explaining what critics have argued about the topic and what conclusions remain to be investigated. Easy and entertaining! Why isn’t there one of these for every major work???...more",Notes are private!,0,0,1,not set,Dec 2009,"Jul 27, 2010",,Paperback,view (with text),/book/show/36230.A_Beowulf_Handbook
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Paradiso        (The Divine Comedy, #3)","Alighieri, Dante",0140448977,9780140448979,0140448977,576        pp,3.96,"19,689",1320,Oct 2007,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2010,"Jul 27, 2010",,Paperback,view,/book/show/1053805.Paradiso
