,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Aušra Strazdaitė-Ziberkienė's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apie rašymą: Memuarai apie amatą,"King, Stephen*",,9786090154892,,256        pp,4.34,"287,634",2000,"Apr 14, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Vienareikšmiškai gėris. Žinojau, kad Kingas š**o gyvenime kandęs, bet kad tiek! Ir kad taip sugeba apie tai parašyti! Įkvepia, pamoko, paguodžia ir, kVienareikšmiškai gėris. Žinojau, kad Kingas š**o gyvenime kandęs, bet kad tiek! Ir kad taip sugeba apie tai parašyti! Įkvepia, pamoko, paguodžia ir, kaip koks smagus dėdė, gavus neigiamą gyvenimo (leidyklos) atsakymą pakviečia parūkyti. Sveikas ir gaivus požiūris. Rekomenduoju be abejo. ...more",Notes are private!,0,10,1,"Aug 15, 2023","Aug 21, 2023","May 07, 2023",,Hardcover,view (with text),/book/show/144421757-apie-ra-ym
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daugiatautė Lietuva: Lietuvos etninių mažumų istorija,"Potasenko, Grigorijus",5430049393,,,160        pp,5.00,1,unknown,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2023",,Hardcover,view,/book/show/59000376-daugiataut-lietuva
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mažumų orkestras,"Obioma, Chigozie*",,9786094872341,,480        pp,3.68,"5,756","Jan 08, 2019",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2023",,Hardcover,view,/book/show/59831639-ma-um-orkestras
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lesser Known Monsters of the 21st Century,"Fu, Kim*",1951142993,9781951142995,1951142993,232        pp,3.86,"6,794","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2023",,Paperback,view,/book/show/58476152-lesser-known-monsters-of-the-21st-century
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gulago bėgliai: lietuviai, ištrūkę iš sovietų lagerių","Petrauskaitė, Žilvinė",,9786090149744,,241        pp,4.17,42,unknown,"Feb 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 26, 2023",not set,"Apr 26, 2023",,Hardcover,view,/book/show/60649955-gulago-b-gliai
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ikabogas,"Rowling, J.K.",,9786090143667,,288        pp,3.92,"46,046","Nov 10, 2020",Dec 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Hmm…. Ką aš žinau…. Labai jau literaliai.,Notes are private!,0,1,1,"Apr 24, 2023","Apr 28, 2023","Apr 24, 2023",,Hardcover,view (with text),/book/show/55885873-ikabogas
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Biblijos vyrai ir moterys kryžkelėse,"Gudauskienė, Ingrida",,9786094666889,,368        pp,4.25,12,unknown,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2023",,Hardcover,view,/book/show/75395535-biblijos-vyrai-ir-moterys-kry-kel-se
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trise dviračiais        (Three Men #2),"Jerome, Jerome K.",9955435518,,,237        pp,3.78,"6,319",1900,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2023",,Hardcover,view,/book/show/17278568-trise-dvira-iais
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dream of Scipio,"Pears, Iain",1573229865,9781573229869,1573229865,416        pp,3.76,"4,322",2002,"Jun 03, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2023",,ebook,view,/book/show/16442.The_Dream_of_Scipio
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nurse Matilda,"Brand, Christianna",0747576750,9780747576754,0747576750,128        pp,3.76,865,1964,"Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2023",,Hardcover,view,/book/show/686777.Nurse_Matilda
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Debesies laivu. Užrašai apie Mikalojų Konstantiną Čiurlionį,"Landsbergis, Vytautas",,9786098227321,,240        pp,4.20,10,2022,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2023",,Hardcover,view,/book/show/60566513-debesies-laivu-u-ra-ai-apie-mikaloj-konstantin-iurlion
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Filosofija pėsčiomis,"Gros, Frédéric",,9786098280180,,240        pp,3.74,"5,292","May 15, 2009",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2023",,Hardcover,view,/book/show/60536202-filosofija-p-s-iomis
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carų valdžioje: XIX amžiaus Lietuva,"Aleksandravičius, Egidijus",9986403693,9789986403692,9986403693,359        pp,4.30,30,unknown,1996,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Apr 01, 2023",,Hardcover,view,/book/show/9408558-car-vald-ioje
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moterys, kūrusios Lietuvą","Auškalnytė, Aurelija",,9789955805076,,213        pp,4.40,30,unknown,"Mar 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2023",,Hardcover,view,/book/show/52297186-moterys-k-rusios-lietuv
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Įveiktas nerimas: pirmiausia pabaisą paverskime gražuole,"Wilson, Sarah*",,9786099603360,,400        pp,3.78,"14,821","Feb 28, 2017",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2023",,Hardcover,view,/book/show/45276775-veiktas-nerimas
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Karo nuotaka: iš nemylimos dukros – į Švedijos karalienę,"Skujaitė, Ilona",,9786090154366,,286        pp,4.11,645,unknown,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2023",,Hardcover,view,/book/show/123019923-karo-nuotaka
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Caliban,"Ingalls, Rachel",0811226697,9780811226691,0811226697,128        pp,3.76,"9,490","Jan 15, 1982","Nov 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2023",,Paperback,view,/book/show/34377087-mrs-caliban
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gyvenimas tarp knygų,"Mandrijauskaitė-Ruškienė, Jurga",,9786098232509,,304        pp,4.81,31,unknown,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2023",,Hardcover,view,/book/show/63124050-gyvenimas-tarp-knyg
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wypychacz zwierząt,"Grzędowicz, Jarosław",8379646282,9788379646289,8379646282,472        pp,3.69,742,2008,"Jan 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 27, 2023",not set,"Mar 21, 2023",,Paperback,view,/book/show/56167217-wypychacz-zwierz-t
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Visi Dievo vaikai šoka,"Murakami, Haruki",,9789955236849,,158        pp,3.78,"52,379","Feb 25, 2000","Jun 06, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2023",,Hardcover,view,/book/show/17972029-visi-dievo-vaikai-oka
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Troliai Mumiai. Mažieji troliai ir didysis potvynis        (Troliai Mumiai, #1)","Jansson, Tove",,9789955883173,9955883170,70        pp,4.03,"17,778",1945,2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 17, 2023","Mar 18, 2023","Mar 17, 2023",,Hardcover,view,/book/show/15979999-troliai-mumiai-ma-ieji-troliai-ir-didysis-potvynis
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aplink žemę per 80 dienų,"Verne, Jules",,,,183        pp,3.94,"247,797","Nov 06, 1872",1977,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2023",,Hardcover,view,/book/show/16124711-aplink-em-per-80-dien
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sunku būti dievu,"Strugatsky, Arkady",,9786094272356,,222        pp,4.13,"15,686",1964,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2023",,Hardcover,view,/book/show/30317407-sunku-b-ti-dievu
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vienatve, mano motina","Miłosz, Oskar Władysław de Lubi",,,,160        pp,5.00,3,"Jan 01, 1994",1994,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2023",,Hardcover,view,/book/show/23972706-vienatve-mano-motina
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catwings        (Catwings, #1)","Le Guin, Ursula K.",0439551897,9780439551892,0439551897,40        pp,4.11,"9,113",1988,"May 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2023",,Paperback,view,/book/show/13664.Catwings
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skirtingi metų laikai,"King, Stephen*",,9786090148471,,496        pp,4.35,"205,254",1982,"Dec 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2023",,Hardcover,view,/book/show/59713999-skirtingi-met-laikai
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Aš, robotas","Asimov, Isaac",,9786094275289,,272        pp,4.21,"346,427","Dec 02, 1950","Oct 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2023",,Hardcover,view,/book/show/16121896-a-robotas
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mejeris Ezofovičius,"Orzeszkowa, Eliza",,,,263        pp,3.62,128,1878,1973,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Hardcover,view,/book/show/54808465-mejeris-ezofovi-ius
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ne visi šiam pasauly gyvena vienodai,"Dubois, Jean-Paul",,9786094794247,,224        pp,3.72,"4,312","Aug 14, 2019","May 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Hardcover,view,/book/show/57902012-ne-visi-iam-pasauly-gyvena-vienodai
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Naujagimiai,"Tumasonytė, Jurga",,9786094803567,,248        pp,4.34,147,unknown,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2023",,Hardcover,view,/book/show/98504364-naujagimiai
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bėgliai. Jūrų keliais į Ameriką,"Žilinskas, Justinas*",,9786098120721,,376        pp,4.20,116,2022,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2023",,Hardcover,view,/book/show/61129127-b-gliai-j-r-keliais-amerik
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kunigo egzorcisto tarnystė: dvasingumas, tapatybė, praktika","Kocańda, rev. Bogdan",,9789955656579,,343        pp,0.00,0,unknown,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sunku ką nors komentuoti, nes skaičiau tik trečią dalį ""Egzorcisto veiklos sfera"", kurioje aptariama šiuolaikinė egzorcizmo praktika - atpažinimas, prSunku ką nors komentuoti, nes skaičiau tik trečią dalį ""Egzorcisto veiklos sfera"", kurioje aptariama šiuolaikinė egzorcizmo praktika - atpažinimas, procesas, apsėsti asmenys, vietos ir daiktai. Kaip ir nesužinojau nieko naujo, ko nebūčiau skaičiusi ar mačiusi filmuose (akivaizdu, kad siaubo filmų scenaristai irgi tokias knygas pasiskaito) .... nors kai kurios vietos ir kėlė šypseną - dar mano močiutė aiškino apie pragaištingą mėnesinių kraujo galią :-D...more",Notes are private!,0,0,1,"Mar 08, 2023","Mar 08, 2023","Mar 08, 2023",,Paperback,view (with text),/book/show/123159086-kunigo-egzorcisto-tarnyst
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Atskirai kartu        (The Flatshare, #1)","O'Leary, Beth*",,9786094800870,,432        pp,4.01,"385,563","Apr 10, 2019",2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2023",,Hardcover,view,/book/show/52358937-atskirai-kartu
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Visi vieniši žmonės,"Ale, Ignė",,9786090308554,,352        pp,4.18,404,"Dec 29, 2022","Dec 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2023",,Hardcover,view,/book/show/68190435-visi-vieni-i-mon-s
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vyrų išnaikinimo draugijos manifestas,"Solanas, Valerie",,9799955674008,,102        pp,3.74,"9,523",1967,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2023",,Paperback,view,/book/show/19005243-vyr-i-naikinimo-draugijos-manifestas
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Keturi,"Kulvinskaitė, Virginija*",,9786094275395,,112        pp,3.81,170,"Feb 27, 2023","Feb 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Paperback,view,/book/show/85174920-keturi
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,"Yong, Ed",,,,464        pp,4.47,"22,292","Jun 21, 2022","Jun 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Hardcover,view,/book/show/59575939-an-immense-world
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miguel Mañara,"Milosz, Oscar Vladislas",1941457037,9781941457030,1941457037,96        pp,4.67,12,unknown,"Dec 25, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Paperback,view,/book/show/33776763-miguel-ma-ara
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Czeslaw and Oscar Milosz: A chirographic and semiotic study,"Wolkowski, Z.W.",1502332922,9781502332929,1502332922,118        pp,0.00,0,"Sep 10, 2014","Sep 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Paperback,view,/book/show/23327831-czeslaw-and-oscar-milosz
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"French People of Lithuanian Descent: Romain Gary, Emmanuel Levinas, Oscar Milosz, Lazare Kopelmanas, Izis Bidermanas, Algirdas Julien Greimas","LLC, Books",115680471X,9781156804711,115680471X,38        pp,0.00,0,"May 24, 2010","Sep 15, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Paperback,view,/book/show/12609401-french-people-of-lithuanian-descent
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sutemų dainos,"Miłosz, Oskar Władysław de Lubi",,9786094460388,,160        pp,3.60,5,"Jan 01, 2012",2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kodėl su žyma ""gal vėliau""? Nes atidžiai perskaičiau įžanginį tekstą ir paaiškinimus, o eilėraščius labiau permečiau akimis, nesigilindama. Nes tie keKodėl su žyma ""gal vėliau""? Nes atidžiai perskaičiau įžanginį tekstą ir paaiškinimus, o eilėraščius labiau permečiau akimis, nesigilindama. Nes tie keli į kuriuos gilinausi išaukė tokius kokybiškus košmarus, kad knygą kuriam laikui padėjau toliau.Poezija šiaip yra sudėtingas ir sunkiasvoris turinys, o šioji - itin....more",Notes are private!,0,7,1,"Apr 02, 2023","May 05, 2023","Mar 03, 2023",,,view (with text),/book/show/17241038-sutem-dainos
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lietuviškos pasakos,"Miłosz, Oskar Władysław de Lubi",5790003192,,,208        pp,3.20,25,1986,1989,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 03, 2023",,,view,/book/show/20935026-lietuvi-kos-pasakos
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Priešaušrio vieškeliai (II tomas)        (II tomas) (Priešaušrio vieškeliai, #2)","Radzevičius, Bronius",998614048X,,,542        pp,3.91,23,unknown,1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Hardcover,view,/book/show/19549119-prie-au-rio-vie-keliai-ii-tomas
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Priešaušrio vieškeliai (I tomas)        (I tomas) (Priešaušrio vieškeliai, #1)","Radzevičius, Bronius",,,,437        pp,4.18,61,1985,1985,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Hardcover,view,/book/show/11276051-prie-au-rio-vie-keliai-i-tomas
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Virtuvės užkariavimo menas,"Vilpišauskas, Giedrius",,9786094662119,,319        pp,4.73,26,unknown,2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2023",,Hardcover,view,/book/show/33825606-virtuv-s-u-kariavimo-menas
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kopos vaikai        (Kopa, #3)","Herbert, Frank",,9786094275432,,416        pp,3.96,"188,127",Apr 1976,"Feb 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2023",,Hardcover,view,/book/show/83844304-kopos-vaikai
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lietuvių dainos,"Kraszewski, Józef Ignacy",,,,54        pp,4.00,1,unknown,1921,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nedidelė, smagi knygelė, kurios kiekviename skyriuje daromos gan greitos išvados remiantis dainų tekstais. Dainoje minimas šaunamasis ginklas - o nuo Nedidelė, smagi knygelė, kurios kiekviename skyriuje daromos gan greitos išvados remiantis dainų tekstais. Dainoje minimas šaunamasis ginklas - o nuo kada Lietuvoje šaunamieji ginklai atsirado - aha, datuojam ne anksčiau kaip. O va čia, matote, kariauti keliavo į vengrus, vadinasi.... o dora ir išmintis lietuvių, ohoho, o mergelės, matai, vaikščiojo su žaliais žiursteliais (rimtai???), o ant žiurstelių skambalėliai kabinosi ir visi susiję asmenys - tėvas, motina, broliai ir seserys - žinojo kur ir ką mergužėlė veikia. Ir dievai ten minimi ir kas tik nori. ir vis dėlto.... štai jums po posmelį iš poros dainų: ""Dukra mano, Simoniene, kur gavai tą vaiką?<...>Mamuž, mamuž, garbužėle, per sapnus parėjo!""ir kita, apie smurtą artimoje aplinkoje: ""Visi mane barė,nėiviens neužtarė:baudė anyta, baudė bernytis,mušė nesigailėdamas.<...> - (toliau ji skundžiasi tėvui, bet tas atsako ""bausk, mokink, žentyti, tavo valioj dukrytė"", tada seseriai, bet ir ji toje pačioje padėtyje, o tada - broliui)Mano brolytis per kiemą ėjoir kardužėlįrankoj turėjo.Dabar, svainyti,ką tu darai sesytei?Nulėks galvelė,varvės kraujo lašeliai,kaip bijūno lapeliai"".ir dar vienas gražus žodis - ""makaronizmai"" - svarstau pradėti jį naudoti vietoj ""barbarizmai""....more",Notes are private!,0,2,1,Mar 2023,"Mar 02, 2023","Mar 01, 2023",,Paperback,view (with text),/book/show/123161340-lietuvi-dainos
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blėnių vežėčios,"Asprin, Robert Lynn",9986950309,,,256        pp,4.13,"1,652",1980,1999,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 26, 2023","Dec 07, 2023","Mar 01, 2023",,Paperback,view,/book/show/17284199-bl-ni-ve-ios
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magus,"Fowles, John",0316296198,9780316296199,0316296198,656        pp,4.05,"58,604",1965,"Jan 04, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2023",,Paperback,view,/book/show/16286.The_Magus
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kola Brenjonas,"Rolland, Romain",,9789955136613,,288        pp,3.80,596,1919,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2023",,Hardcover,view,/book/show/34838120-kola-brenjonas
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grafienė Kozel,"Kraszewski, Józef Ignacy",,,,339        pp,3.67,249,1873,1979,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Mar 01, 2023",,Hardcover,view,/book/show/123159113-grafien-kozel
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Permainų svaigulys,"Zweig, Stefan",,9786090145692,,288        pp,4.09,"7,136",1982,"May 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2023",,Hardcover,view,/book/show/58400086-permain-svaigulys
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Neris ir jos krantai: hidrografiniu, istoriniu, archeologiniu ir etnografiniu požiūriu","Tiškevičius, Konstantinas",,9785417010651,,528        pp,5.00,1,1871,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2023",,Hardcover,view,/book/show/61397124-neris-ir-jos-krantai
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vilnius per amžius,"Kraszewski, Józef Ignacy",,9789955266075,,120        pp,4.67,6,unknown,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2023",,Hardcover,view,/book/show/40644372-vilnius-per-am-ius
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lietuva: senovės istorija, teisė, kalba, tikėjimas, papročiai, dainos, priežodžiai, padavimai ir t.t.","Kraševskis, Juzefas Ignacas",5420018497,9785420018491,5420018497,744        pp,5.00,1,1847,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2023",,Hardcover,view,/book/show/61091439-lietuva
