,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mollie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Surrender: 40 Songs, One Story",Bono,0525521046,9780525521044,0525521046,564        pp,4.20,"17,602","Nov 01, 2022","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The story of U2 told through the poetry of Bono. It was like being at a concert where he just decided to talk about life and philosophy and how he camThe story of U2 told through the poetry of Bono. It was like being at a concert where he just decided to talk about life and philosophy and how he came to be the legend he is today. He even sprinkles in some celebrity stories for fun. I had no idea he and his nonprofits were so instrumental in so many important activist movements—love that he uses his powers for good. The best bits were about his wife, songwriting, and what it feels like to perform at his level. Listened to Bono read this one and honestly, he could have been reading nursery rhymes and I still would have loved it. Just the one minus star because it was so long which meant occasionally rambling. :) Great memoir....more",Notes are private!,0,1,1,not set,"Jul 06, 2023","Jul 06, 2023",,Hardcover,view (with text),/book/show/61065813-surrender
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wishing Game,"Shaffer, Meg*",0593598830,9780593598832,0593598830,304        pp,4.13,"103,676","May 30, 2023","May 30, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loooved this cute, different book that was like a Lemoncello’s Library for adults. It had a precious backstory of an author and illustrator living on Loooved this cute, different book that was like a Lemoncello’s Library for adults. It had a precious backstory of an author and illustrator living on an island that resemble the author’s children’s books—an island where adults end up competing for a huge prize. I enjoyed the characters and their backstories, the surprising and satisfying mid-level depth into motives and life stuff, and the feel good vibes throughout. It was a different sort of read than the usual and very worthwhile—a huggable book. ...more",Notes are private!,0,2,1,not set,"Jun 18, 2023","Jul 06, 2023",,Hardcover,view (with text),/book/show/62926992-the-wishing-game
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unlikely Animals,"Hartnett, Annie*",0593160223,9780593160220,0593160223,348        pp,4.09,"17,724","Apr 12, 2022","Apr 12, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,**spoiler alert** This book started great but became kind of a slog at parts. I liked the narration from the cemetery as an interesting touch. The cha**spoiler alert** This book started great but became kind of a slog at parts. I liked the narration from the cemetery as an interesting touch. The characters were interesting and the small town feel gave some good Whistle Stop vibes. I enjoyed the main character’s journey from teenage healer to failed college student to teacher. The dad and his visions and issues made for good comedy. The kids in the class were a fantastic addition. I did not at all like the fox story back flashes and thought it was a distraction from the rest of the story. Plus the end with the antics during the musical killed me—no one would be happy with a whole show falling apart! The missing person story was put together well with a satisfying finish. A good story overall—just be ready for some slow bits and don’t expect too much excitement. ...more,Notes are private!,0,1,1,not set,"Jun 02, 2023","Jun 17, 2023",,Hardcover,view (with text),/book/show/58502645-unlikely-animals
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They're Going to Love You,"Howrey, Meg*",038554877X,9780385548779,038554877X,288        pp,4.08,"8,275","Nov 15, 2022","Nov 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very good, high 3 low 4 even. Loved the insight into ballet culture, and the main character of this book. I enjoyed the unfolding of her life, career,Very good, high 3 low 4 even. Loved the insight into ballet culture, and the main character of this book. I enjoyed the unfolding of her life, career, and relationship with her parents. I found the dad and his relationships fascinating, as well as the boyfriend and all of the entanglement. I liked the study on love and muses and passion. I think the only reason it’s not a solid four is the slow unfolding of the story and the melancholy—kind of felt like a drag at times. The betrayal once revealed wasn’t quite big or important enough. Good book, though, worth reading. ...more",Notes are private!,0,2,1,not set,"May 24, 2023","Jun 17, 2023",,Hardcover,view (with text),/book/show/59721793-they-re-going-to-love-you
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pineapple Street,"Jackson, Jenny*",059349069X,9780593490693,059349069X,304        pp,3.58,"153,244","Mar 07, 2023","Mar 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really excellent character book, where you feel like everyone is explained beautifully as a whole person. I liked the pondering about elitism, and whaReally excellent character book, where you feel like everyone is explained beautifully as a whole person. I liked the pondering about elitism, and what money means to some people—who don’t realize that it carries less meaning to others who don’t have as much. Also a great demonstration of people who have soooo much money that it seems meaningless to them—while at the same time their whole lives are structured around the having of it! Loved the contrast between the family and the in-laws. Also loved the moments where the money was threatened and impacted so much of their thinking. The only issue is the book didn’t quite have enough plot—it started somewhere and was only inches away from there by the end. Worth reading, but get ready for just a solid character piece....more",Notes are private!,0,1,1,not set,Jun 2023,"Jun 17, 2023",,Hardcover,view (with text),/book/show/61246258-pineapple-street
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Regrets of Clover,"Brammer, Mikki*",1250284392,9781250284396,,320        pp,4.18,"56,288","May 09, 2023","May 09, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this but found it to be way cheesier and lighter than expected. I enjoy pondering death and life in relation to death. I enjoyed the premiseI enjoyed this but found it to be way cheesier and lighter than expected. I enjoy pondering death and life in relation to death. I enjoyed the premise of a death doula, the setting in NYC, and the ideas of most of the characters involved. I also liked the notebooks and the main character’s intention to pursue her client’s regrets after death. I also appreciated the relationships don’t all turn out as you might expect when they are introduced. I think this author likes the idea of thinking of death as a very real part of life, but also really skimmed it in favor of setting up a light chick-lit-y book. The whole relationship with the old woman seemed unrealistic, the old woman’s family (including the son) were over the top rude and insensitive, and the main character was over the top reclusive. There is no way she’d experience so much outright rejection just for announcing her career. And the friendship with the neighbor and the romance at the end were also sooo extreme, like, written one dimensional as “the outgoing people in the book.” It’s a good clip along boon but ultimately too cheesy to recommend. ...more",Notes are private!,0,0,1,not set,"Jun 11, 2023","Jun 17, 2023",,Hardcover,view (with text),/book/show/61214136-the-collected-regrets-of-clover
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romantic Comedy,"Sittenfeld, Curtis*",0399590943,9780399590948,0399590943,309        pp,3.66,"176,348","Apr 04, 2023","Apr 04, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don’t want to overrate this for people so I will start by saying this was the right book for me at the right time. I enjoy dumb 3-star romantic comeI don’t want to overrate this for people so I will start by saying this was the right book for me at the right time. I enjoy dumb 3-star romantic comedies in general as good mind candy and I go in expecting a fair dose of cheese and suspending disbelief. This one, though, had a protagonist who felt real in her doubts and insecurities. Everything about the premise screams cheeseball, so that’s why it’s thoughtful delivery was a delight. It’s set is perfectly cute and entertaining in an SNL-type show. The friends and love interest have just enough depth and struggles and growth throughout. The middle has a satisfying page-turning section that keeps you flying through. And the mess in the protagonist’s heart is real and goes through just enough tidying by the end of the book to give a satisfying finish. The vibe reminds me of Sorrow and Bliss a little—but lighter because instead of mental health it’s just about living as an insecure introvert. Really worthwhile light read....more",Notes are private!,0,0,1,not set,"Jun 07, 2023","Jun 17, 2023",,Hardcover,view (with text),/book/show/62628727-romantic-comedy
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lone Women,"LaValle, Victor",052551208X,9780525512080,052551208X,285        pp,3.73,"24,698","Mar 28, 2023","Mar 28, 2023",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Arg I should have abandoned at hour 2 when the trunk was opened. They teased the dumb trunk so well and I thought, something subtle,**spoiler alert** Arg I should have abandoned at hour 2 when the trunk was opened. They teased the dumb trunk so well and I thought, something subtle, creepy was going to haunt the book. Nope, just a dark demon with scales and wings named Elizabeth. Then some women who do laundry wandered in. Then some kids steal horses and Elizabeth rips their moms arm off. Then some lady tried to convince the townspeople to do their laundry at a different laundromat. Then we learn Elizabeth likes bedtime stories. Then the laundry ladies almost get hung. Then Elizabeth kills the whole town and the book ends. And that was the book? ...more",Notes are private!,0,12,1,not set,"Jun 17, 2023","Jun 17, 2023",,Hardcover,view (with text),/book/show/60460704-lone-women
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hell of a Book,"Mott, Jason*",059333096X,9780593330968,059333096X,323        pp,4.05,"22,966","Jun 29, 2021","Jun 29, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book’s narrator author was fascinating to track along with on his tour. I enjoyed this one, especially the stranger elements like the uncertain bThis book’s narrator author was fascinating to track along with on his tour. I enjoyed this one, especially the stranger elements like the uncertain blurring of storylines that made you wonder which was actually the book’s reality, at the same time you realize it doesn’t matter which is real. The story, regardless of what is the true story, tells a bigger truth about what it’s like to be a black person in modern America. Can you  this book without calling it a Hell of a Book? Because it was. Negatives—I did think the third quarter of the book became a bit of a slog, and I wanted the plot to go a little more somewhere. But then it picked up again for a solid ending. ...more",Notes are private!,0,2,1,not set,"May 24, 2023","Jun 01, 2023",,Hardcover,view (with text),/book/show/55964195-hell-of-a-book
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soulmate,"Hepworth, Sally*",1250229707,9781250229700,1250229707,327        pp,3.81,"119,967","Oct 25, 2022","Apr 04, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** This book is about a murder that didn’t happen. And a suicide that didn’t happen. The juiciest part is when it reveals an affair tha**spoiler alert** This book is about a murder that didn’t happen. And a suicide that didn’t happen. The juiciest part is when it reveals an affair that didn’t happen. I’ll save you the 8 hours. The big reveal at the end is that a woman and a man hand wrestled over a thumb drive and when he got it, she fell backwards. Which was unfortunate because behind her was a cliff. Splat. Then she hovers in purgatory to tell us the whole boring story. And even though she’s dead, I don’t mind telling her that, sorry, ghosty—just because you say things breathlessly, it doesn’t make them exciting. ...more",Notes are private!,0,1,1,not set,"May 05, 2023","May 05, 2023",,Hardcover,view (with text),/book/show/60784540-the-soulmate
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bullet That Missed        (Thursday Murder Club, #3)","Osman, Richard",0241512425,9780241512425,0241512425,413        pp,4.39,"165,304","Sep 15, 2022","Sep 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"These just get better and better. I love the murder at the center of this one, and the cast of TV news characters it introduces. Even the criminals inThese just get better and better. I love the murder at the center of this one, and the cast of TV news characters it introduces. Even the criminals in this one are a delight. As usual, Joyce is my fave with her hilarious insights and famous person obsession. There is a scene where she and Elizabeth interrogate someone that split my sides. Read these books. ...more",Notes are private!,0,1,1,not set,"Apr 19, 2023","Apr 21, 2023",,Hardcover,view (with text),/book/show/58957615-the-bullet-that-missed
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reunion,"Olson, Kayla*",1668001942,9781668001943,1668001942,320        pp,3.50,"12,166","Jan 17, 2023","Jan 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book spends the amount of time jt takes to film an episode of a show asking the essential question: “does he like me? Or does he like me like me?This book spends the amount of time jt takes to film an episode of a show asking the essential question: “does he like me? Or does he like me like me?” It’s about people in their 30s who were teen stars, which leads me to believe they were stunted emotionally and don’t know how to act like adults when approaching life or relationships. Lots of dwelling on their crush and if they made a mistake when they didn’t pursue their crush when they were young. Spoiler alert: they made a mistake, since if you both kind of like each other it’s worth seeing if it works instead of waiting 15 years and then seeing. ...more",Notes are private!,0,2,1,not set,"Apr 09, 2023","Apr 09, 2023",,Paperback,view (with text),/book/show/61273328-the-reunion
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone Else's Shoes,"Moyes, Jojo*",1984879294,9781984879295,1984879294,438        pp,3.97,"173,243","Feb 02, 2023","Feb 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Unexpected delight of a book. It’s cute and lighthearted and seriously no at all deep or meaningful and oversimplifies class and elitism, but feels liUnexpected delight of a book. It’s cute and lighthearted and seriously no at all deep or meaningful and oversimplifies class and elitism, but feels like the kind of book you want to pick up as mind candy and just turn pages. I was surprised how much I cared about the outcomes for the characters, and their dumb dramatic hijjnks made it a good girlfriend story. It has medium depth characters and a medium level of substance and is just kind of fun. I liked it. ...more",Notes are private!,0,2,1,not set,"Apr 04, 2023","Apr 07, 2023",,Hardcover,view (with text),/book/show/62971668-someone-else-s-shoes
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spare,Prince Harry,0593593804,9780593593806,0593593804,410        pp,3.86,"354,156","Jan 10, 2023","Jan 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very high 4. I didn’t expect to like this as much as I did! Audible is a must, because Harry’s voice brings it to life and oozes authenticity. It’s shVery high 4. I didn’t expect to like this as much as I did! Audible is a must, because Harry’s voice brings it to life and oozes authenticity. It’s shocking how “normal” he is, despite being thrust into a game he never asked for. He reckons with some of his public mistakes, and he appropriately calls out the press for just being horrible. It was fascinating to see his life develop from his loss of his mother to experiencing the same horrible things as she did. Also interesting to get an inside view on the fallout, and all of the control the monarchy has over messages. One star removed because the parts about war went on far too long for my taste and should have been edited down. Such a bizarre concept and way to live! ...more",Notes are private!,0,2,1,not set,"Apr 06, 2023","Apr 07, 2023",,Hardcover,view (with text),/book/show/62296528-spare
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bedwetter: Stories of Courage, Redemption, and Pee","Silverman, Sarah",,,,240        pp,3.53,"39,580","Apr 10, 2010","Apr 20, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked this up because of buzz about the Broadway show and I love Sarah Silverman mostly because she’s always herself. She describes childhood shameI picked this up because of buzz about the Broadway show and I love Sarah Silverman mostly because she’s always herself. She describes childhood shame beautifully, and I love how she overcame the battles of growing up and dwelling in the murkiness of adolescence to become exactly who she is. This book is, as you’d expect, perfectly raunchy and delightful. ...more",Notes are private!,0,1,1,not set,Apr 2023,"Apr 07, 2023",,Hardcover,view (with text),/book/show/7897478-the-bedwetter
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Lies in the Woods,"Marshall, Kate Alice*",1250859883,9781250859884,1250859883,322        pp,3.97,"115,408","Jan 17, 2023","Jan 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another decent dumb thriller. Don’t read it too close to a Flicker in the Dark. Both have serial killers and the woods. They are like the same book, aAnother decent dumb thriller. Don’t read it too close to a Flicker in the Dark. Both have serial killers and the woods. They are like the same book, and the same suspects, and lots of kids traumatized and then traumatized again as adults and people die all around these people all the time and almost everyone is murder-y and we are just all okay with that, turning pages, wondering whodunnit. ...more",Notes are private!,0,3,1,not set,"Mar 22, 2023","Mar 22, 2023",,Hardcover,view (with text),/book/show/60784373-what-lies-in-the-woods
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Truly Madly Guilty,"Moriarty, Liane*",,,B015MR0UJG,517        pp,3.59,"294,074","Jul 26, 2016","Jul 26, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is another great Liane Moriarty. She develops a ""mystery"" and suspense worth waiting for and offers commentary on major and dramatic questions thThis is another great Liane Moriarty. She develops a ""mystery"" and suspense worth waiting for and offers commentary on major and dramatic questions that weave their way into people's lives in subtle ways. It makes you think about blame, the unsaid, values, ego, ambition, jealousy, perspective, and how everything hangs in the balance--all of these things and the main event is a last minute, casual backyard party. ...more",Notes are private!,0,0,1,not set,not set,"Mar 20, 2023",,Kindle Edition,view (with text),/book/show/27831371-truly-madly-guilty
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Flicker in the Dark,"Willingham, Stacy*",1250803829,9781250803825,1250803829,357        pp,4.00,"390,371","Jan 11, 2022","Jan 11, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"High 3 for being a good, gripping thriller. Loved the focus on a serial killer from the perspective of his daughter, and the new murders. I saw the enHigh 3 for being a good, gripping thriller. Loved the focus on a serial killer from the perspective of his daughter, and the new murders. I saw the ending from the first 50 pages, but I still liked it and found it to be a page turner. The narrator’s paranoia got a little annoying and shifting the focus from one suspect to another wasn’t very elegantly done—it seemed like, we are scared of this guy, now this guy, now this guy without any good weaving and wondering about multiple people at once. Also the motives and whys were a little sloppy. But still, I don’t need perfection in a story like this, just enough heart pounding to keep me going. Good and recommend as a beach read....more",Notes are private!,0,3,1,not set,"Mar 14, 2023","Mar 15, 2023",,Hardcover,view (with text),/book/show/57693172-a-flicker-in-the-dark
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons,"McEwan, Ian*",0593535200,9780593535202,0593535200,448        pp,4.01,"23,375","Sep 13, 2022","Sep 13, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Arg this book made me mad at my habit of finishing all books I start. Some of it was interesting—the main character, the fallout of his experiences wiArg this book made me mad at my habit of finishing all books I start. Some of it was interesting—the main character, the fallout of his experiences with a horrible woman who takes advantage of him, their journey, his revisiting her later. But that was about 20 percent of the book. The less is just him stumbling through the events of the decades and the kind of boring people he encounters along the way. Even his wife and his son’s journeys were supremely boring and uninteresting. I am very mad I wasted the time. ...more",Notes are private!,0,1,1,not set,"Mar 12, 2023","Mar 12, 2023",,Hardcover,view (with text),/book/show/60092581-lessons
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Family Game,"Steadman, Catherine*",0593158067,9780593158067,0593158067,319        pp,3.85,"65,592","Sep 29, 2022","Oct 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This would be a good book to read in Nov or Dec if you are in a dark thriller Christmas mood. It was pretty entertaining with a countdown to ChristmasThis would be a good book to read in Nov or Dec if you are in a dark thriller Christmas mood. It was pretty entertaining with a countdown to Christmas, a creepy family with creepy traditions, and money and control issues. The ending was dumb and predictable, and the fact that the narrator gets a 30 min tape and takes a month to listen to the whole thing is such a terrible and unbelievable choice in the name of a convenient plot pacing. Also, listen to it as you clean in the privacy of your home if you don’t want anyone seeing you listening to it. Despite the flaws though, an entertaining book that does what it sets out to do. ...more",Notes are private!,0,2,1,not set,"Jan 16, 2023","Feb 22, 2023",,Hardcover,view (with text),/book/show/60417443-the-family-game
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,614","Apr 05, 2022","May 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"High 3 low 4. I appreciated how this book talked about pandemics through time. I also liked the imagined future in outer space and with time travel. AHigh 3 low 4. I appreciated how this book talked about pandemics through time. I also liked the imagined future in outer space and with time travel. A few parts of the future pandemic felt really “insert word here” instead of imaginative—hologram rooms instead of zoom, hologram time instead of screen time for kids, etc—which made me feel like people and coping mechanisms don’t change much through time… at the same time I appreciated how the people in that future had never lived through a pandemic so they were as blindsided as we were, despite lots of pandemics through time. I found the ending a satisfying explanation and connection between the stories. I noticed the connected story between this and her last book, but that felt forced and out of place. This was well done, though, in terms of just the right amount of interest offered in all timelines. Really well read on audible. Overall—the perfect length, just interesting enough, and worth reading. ...more",Notes are private!,0,3,1,not set,"Feb 22, 2023","Feb 22, 2023",,Hardcover,view (with text),/book/show/58446227-sea-of-tranquility
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rewind,"Scotch, Allison Winn*",0593546539,9780593546536,0593546539,368        pp,3.23,"13,690","Nov 01, 2022","Nov 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought this would be cuter…I mostly found myself reading to get done. I also might be cute booked out. It’s kind of like a romcom version of the haI thought this would be cuter…I mostly found myself reading to get done. I also might be cute booked out. It’s kind of like a romcom version of the hangover, but with less exciting reveals and more relationship backstory mixed in. I did appreciate the backstory of the original breakup and all the depth of feeling that was behind it. However, I didn’t feel invested in the results til maybe 80 percent through…and even then the reveals weren’t as exciting as I wanted them to be. Also, why didn’t they just wake up and find their friends to reveal the story? Why did it feel like they were wandering in a far away land? Why were we supposed to care about the tangential characters like the coffee shop girl and the dorm girl and the security guard guy? It was an excellent romcom concept with a failed execution. ...more",Notes are private!,0,3,1,not set,"Feb 22, 2023","Feb 22, 2023",,Paperback,view (with text),/book/show/60372440-the-rewind
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light Pirate,"Brooks-Dalton, Lily*",1538708272,9781538708279,1538708272,336        pp,4.05,"27,740","Dec 06, 2022","Dec 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn’t think I wanted to read this book, so it was an unexpected delight to get completely immersed by it. (Pun intended, sorry!) I loved all the chI didn’t think I wanted to read this book, so it was an unexpected delight to get completely immersed by it. (Pun intended, sorry!) I loved all the characters, the heart pounding first section, and then all of the fallout after. It was beautifully written to make me understand and care about everyone. It also gave just enough of each piece of the intro to drag me in, sensing the doom and understanding the stakes the whole time. Even some tangential characters had my heart from the start. I then loved that it was a story of climate change—but it felt so personal and realistic from this zoomed in perspective of one person’s life experience of it. Just a really good book I want more people to read so we can talk about it. ...more",Notes are private!,0,2,1,not set,"Feb 16, 2023","Feb 16, 2023",,Hardcover,view (with text),/book/show/60468332-the-light-pirate
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Missing Hearts,"Ng, Celeste*",0593492544,9780593492543,0593492544,335        pp,3.81,"174,173","Oct 04, 2022","Oct 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Arg boring. Nothing happened. And the climax was also nothing. It just made me mad at the mom who put herself at risk for no good re**spoiler alert** Arg boring. Nothing happened. And the climax was also nothing. It just made me mad at the mom who put herself at risk for no good reason. She could have accomplished the same thing she did without getting caught. And having all the people who heard the speech say what it meant to them still wasn’t enough to justify it. It would have meant the SAME THING TO THEM if she had just recorded her voice. I appreciated all of the messaging about Pact and the fake ideas that seemed real and to resonate in our world today, which is the reason I still am giving it a 3. But only read it if you’re okay with a book with no plot. ...more",Notes are private!,0,2,1,not set,"Feb 08, 2023","Feb 09, 2023",,Hardcover,view (with text),/book/show/60149573-our-missing-hearts
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dead Romantics,"Poston, Ashley*",0593336488,9780593336489,0593336488,368        pp,3.94,"151,106","Jun 28, 2022","Jun 28, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was so dumb but also so good? I have no idea how the author struck that balance. Like, it’s really dumb that a character can see and talk toThis book was so dumb but also so good? I have no idea how the author struck that balance. Like, it’s really dumb that a character can see and talk to ghosts and that the people around her just accept that it is happening. Just like, the dumbest premise ever. But also I could get on board with it and set the dumbness aside and enjoy the story for being a cute romcom between a ghost and a living person. Also I knew EXACTLY what was happening and would happen at the end but I still loved it. The setting in the funeral home was awesome to me—I loved the natural way of talking about death along with life. Really good dumb book that I’m embarrassed to like.*Also she totally ripped lines from movies in this without credit. “Shortage of perfect breasts” is from Princess Bride and “only the good notes” is from The Holiday. What is the protocol here? Shouldn’t she say the quote is from those movies??? ...more",Notes are private!,0,1,1,not set,"Feb 09, 2023","Feb 09, 2023",,Paperback,view (with text),/book/show/58885776-the-dead-romantics
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are the Light,"Quick, Matthew*",1668005425,9781668005422,1668005425,256        pp,3.79,"18,308","Nov 01, 2022","Nov 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Excellent book studying a community in grief together after a horrible event. I loved the slow unraveling of what happened and how it affected each meExcellent book studying a community in grief together after a horrible event. I loved the slow unraveling of what happened and how it affected each member of the town differently. I appreciated the lessons on forgiveness, including self-forgiveness. I also liked the deep dive into what happens when someone’s world shatters to pieces—and how they can be put back together. Really vivid hard read....more",Notes are private!,0,1,2,not setnot set,"Nov 15, 2022not set","Feb 05, 2023",,Hardcover,view (with text),/book/show/60321061-we-are-the-light
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bloomsbury Girls,"Jenner, Natalie*",1250276691,9781250276698,1250276691,353        pp,3.87,"14,116","May 17, 2022","May 17, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An interesting historical fiction read in a 1950s London bookstore. It’s about feminism in the working and literary world with some good characters whAn interesting historical fiction read in a 1950s London bookstore. It’s about feminism in the working and literary world with some good characters who are surrounded by books and authors. I sometimes felt a little closed in by all the name dropping, and it definitely got slow at times. I’d summarize it as a good story that takes a little too long to read but is worth it anyway. ...more",Notes are private!,0,2,1,not set,"Jan 16, 2023","Jan 29, 2023",,Hardcover,view (with text),/book/show/58428207-bloomsbury-girls
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Violin Conspiracy,"Slocumb, Brendan",,,B0988Z1VMC,334        pp,4.12,"53,048","Feb 01, 2022","Feb 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this story and found myself fully engaged the way it was told. I loved starting with the mystery, going back to get the backstory, and then I enjoyed this story and found myself fully engaged the way it was told. I loved starting with the mystery, going back to get the backstory, and then moving on forward to the results and reveal. The backstory was the best part of the book—the disadvantaged teen who had a bigger talent than anyone but no support in a world where families spend so much money and time to push their kids ahead. Then top it off with rampant racism as a disadvantage. And the story of the “fiddle” was its own wonder. The music is described beautifully every time it happens—I think I prefer the words the author used from the musician’s perspective to the music itself! It fell apart a little at the end with the reveal of “whodunnit.” But still overall an excellent pageturner.Side note, I had friends who audio-ed this one and didn’t like it as much. I read with my eyes and so that’s what I recommend. ...more",Notes are private!,0,1,1,not set,"Apr 18, 2023","Jan 25, 2023",,Kindle Edition,view (with text),/book/show/59771411-the-violin-conspiracy
