,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kevidently's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Outlawed,"North, Anna*",,,,261        pp,3.52,"71,598","Jan 05, 2021","Jan 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I discovered this book when I was casting about for something new to read, just hoping to stumble on quality. I saw that this book was endorsed by ReeI discovered this book when I was casting about for something new to read, just hoping to stumble on quality. I saw that this book was endorsed by Reese Witherspoon, and grabbed it. Reese and I are simpatico.I’ve been describing this book as “If The Handmaid’s Tale was a Western.” That’s not quite right. This is an alternate history, and women do exist for breeding, but that’s really where the similarities end. All you need to know is that a pandemic swept the still-forming United States and the country no longer exists as it had. (Hm.) Now women are expected to marry young and produce many children. If they’re barren? They are witches, and will likely be hung.Ada, our hero, is an apprentice midwife; her mother is the town’s most respected medical person. But when Ada is barren, the town starts blaming all its other ailments on her. If someone’s child dies, it’s because of the witch. If there’s an outbreak of flu, it’s because of the witch. Ada knows she can’t stay in town, or she will be killed. So she becomes an outlaw.Most of this awesome novel concerns what happens when Ada meets up with the Hole in the Wall Gang, a group of banished women who have also become outlaws by necessity. How Ada fits in. How she fails and succeeds. And how, most importantly, she unearths the purpose in herself. One of the best things about this book is that the women at the center are so vehemently defined by what they can’t do that they have to fight to be redefined by what they can do, and by who they are. A note: I’ve read a few books with enby characters, and this one seems to handle the language and nomenclature the best. The lack of pronouns for the character - eschewing even “them” - never really stands out as arch or working too hard to define them. They just are, and that was really refreshing. I really enjoyed Outlawed, and I would love more of Ada’s story. Who knows? Anna North has more books. Time to dive in!...more",Notes are private!,0,3,1,"Apr 16, 2021","Apr 21, 2021","Apr 16, 2021",,Hardcover,view (with text),/book/show/50997696-outlawed
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Diary of a Bookseller        (Diary of a Bookseller, #1)","Bythell, Shaun",1781258627,9781781258620,1781258627,310        pp,3.73,"27,437","Jan 01, 2017","Jan 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Do you know what this book made me think of? Microserfs. One of my favorite books of all time (that kind of no longer really holds up), Microserfs wasDo you know what this book made me think of? Microserfs. One of my favorite books of all time (that kind of no longer really holds up), Microserfs was about a place and time in America where a group of people who work together could have an insular world that the outside world didn’t touch much. There’s a lot of that in here, even though this is not only a first person point of view, but a true life diary. Shaun Bythell paints these miniature retail stories of this book shop in Wigtown Scotland, The oddballs he works with, the weirdos who shop there, and how sometimes a person who just really loves books comes in and they have a conversation.I kept expecting this book to feel more cynical. Bythell sometimes seems on the verge of anger or world-weariness. He avoids it by reading, and selling, and buying books. One of the most interesting aspects of this book is the way Bythell goes into peoples’ houses and looks at their collections, purchasing what he can. He talks about how difficult it is to purchase libraries of the recently deceased, some thing I never really would’ve thought of until I read this. Like, what happens when you want to be kind, but the books left behind are mostly trash? And because this is a proper diary, you get caught up in the episodic nature of it all. Someone briefly mentioned in a February entry becomes a major part of the story later on in the summer. But it’s not just the big stuff; it’s the way Bythell will find a book vaguely interesting, and pick it up. Six chapters later he’s nearly done and that’s almost as exciting to me as the run up to the book fair, or the parties around Christmas.I keep wanting to say that the author does a good job keeping this book from feeling like a standard bookshop memoir, but I’m not that sure there is a standard bookshop memoir. And if there is I kind of want to read it. I don’t think there are enough books about people running bookstores, who love bookstores. Especially nowadays, which yes, makes me feel as old as it makes you feel. I really liked this book....more",Notes are private!,0,2,1,"Apr 07, 2021","Apr 15, 2021","Apr 15, 2021",,Paperback,view (with text),/book/show/35512560-the-diary-of-a-bookseller
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moloka'i        (Moloka'i, #1)","Brennert, Alan*",0312304358,9780312304355,0312304358,405        pp,4.19,"130,499","Oct 21, 2003","Oct 04, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I noticed this on my stepmother's Goodreads page and I had no idea what it was. I should have remembered my Michener, from whom I'd already read a faiI noticed this on my stepmother's Goodreads page and I had no idea what it was. I should have remembered my Michener, from whom I'd already read a fairly in-depth accounting of Hawai'i's leper colony on the island of Moloka'i. But Michener is sometimes long on events and short on human emotion; this story, delving into the life of Rachel Kalama, a young girl who, at the age of 7, contracts leprosy and and is sent away from her family forever. It's somewhat easy to look at a book of this nature and say, ""This character discovered in her exile how to truly live,"" and to treat the character as a series of stock heroics. ""Bearing up under the strain of both a disease she didn't ask for and a people who no longer want her, Rachel found freedom within."" Nope. Not that simple. Rachel has shit luck. She's born into a time in Hawai'i when the indigenous people had no natural defense against the disease. Calling it ""leprosy"" brings so many connotations, especially for Hawai'ians who had studied the Bibles left by missionaries. Lepers were not only ""unclean,"" they were pretty much unholy. Shipping them off to their own colony away from non-leprous people was seen as the best option. For whom remains one of the most trenchant questions of the novel.Against the odds, Rachel makes friends on Moloka'i, which is great. The only problem is, most of them are also lepers, and lepers tend to die early, after enduring both exile and often painful treatments to eradicate the disease. She meets a non-leprous boy who seems to love her, but who won't touch her. One of her favorite adults on the island goes through a spiral of guilt and shame and attempts suicide. The man she eventually marries ... well, there's no end to tragedy here.So why isn't Moloka'i a Hawaiian retelling of The Little Match Girl? Because Rachel herself is pretty damn awesome. She's not perfect, and boy does she suffer, but she's smart and does tend to be resilient. She decides not to give up every day, so she is noble, but not in a way that makes her feel like a stand-in for an entire people. She's just her, and just her is fascinating and interesting. Except for maybe the tsunami (at this point, it's like, can't this girl catch a BREAK!?), nothing in Moloka'i feels extraneous or harsh for harsh's sake. The deeper I get into Hawai'ian culture and history, the more I want to know. This was a very good book....more",Notes are private!,0,4,1,"Mar 30, 2021","Apr 08, 2021","Apr 08, 2021",,Paperback,view (with text),/book/show/3273.Moloka_i
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Liar's Dictionary,"Williams, Eley",0385546777,9780385546775,0385546777,288        pp,3.36,"9,981","Jul 16, 2020","Jan 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was very late at night and I was casting about Audible, desperate for something new to listen to. I saw this book, and the description - it's aboutIt was very late at night and I was casting about Audible, desperate for something new to listen to. I saw this book, and the description - it's about a research assistant whose job it is to find fake words in old dictionaries - hit my literary sweet spot enough for me to smash that download button.Except it's not about that, not really, and my lifelong exposure to the world of jacket-flap summations should have warned me. This is a book about dictionaries, sure, but of course it's more about the people: one building the dictionary, and one dismantling it. In the present, our hero Mallory is the sole employee of Swansby's Dictionary, her boss a kind, slightly doddering old man who has charged her with winnowing out ""mountweazels,"" those fake words that have somehow persisted in many ill-advised printings of the book. Mallory is dealing with a lot. Her job feels unimportant, she's not out of the closet (despite being in a loving, long-term relationship with a more fiery woman named Pip), and she keeps getting calls at work from a psychopath with a voice modulator, telling her they're going to blow up the building because Swansby's has de-gendered the definition of the word ""marriage."" It's a lot to take.Meanwhile, at the turn of the 20th century, we make the acquaintance of Peter Winceworth, a functionary lexicographer helping to create the first edition of Swansby's. He's forgotten by and dismissed by his co-workers, he has affected a lisp to gain sympathy, and he might be in love with a woman who is the fiancée of his greatest enemy, one of those rugged explorer types named Thrasham, who has a huge red beard and is everything Winceworth is not. These two narratives twist through one another, not quite connecting but not quite standing alone. Both Winceworth and Mallory need some sort of jolt in their lives to figure out what it is they really want. Both have people who care about them, even though they're in their own heads too intensely to understand why. And both stumble across secrets that change their perception of their small world. The more I think about the twin endings, the more I like them, and the more they seem like the absolute right finales for these two. What drives this novel is a love of words - real, made-up, imaginary. The language is so much fun, and when people banter, it's intellectual and satisfying. There are some grand action sequences you don't quite expect, which added and enriched the book. On the other hand, there's a long sequence involving a moth that freaked me out (my motteophobia is rampant), so I had to get over my crawling skin for a few chapters. In the end, The Liar's Dictionary is a very good book. I don't know if I'll read it again, but now I want more by the author. More novels about words, please! ...more",Notes are private!,0,4,1,"Mar 17, 2021","Mar 23, 2021","Mar 17, 2021",,Hardcover,view (with text),/book/show/53284801-the-liar-s-dictionary
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Win        (Windsor Horne Lockwood III, #1)","Coben, Harlan*",1538748215,9781538748213,1538748215,375        pp,4.09,"67,281","Mar 16, 2021","Mar 16, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've been waiting for this book for about twenty-five years.I first caught the Coben bug sometime in 1996. I was, believe it or not, on a Yoo-Hoo fan I've been waiting for this book for about twenty-five years.I first caught the Coben bug sometime in 1996. I was, believe it or not, on a Yoo-Hoo fan page, and one of the links led me to Coben's Myron Bolitar novels. Bolitar, a sports agent with a nose for solving murders, was a huge Yoo-Hoo (and Batman) fan. I didn't care thing one about basketball, or golf, or baseball, or any other sport. Yet I loved the Bolitar novels. They felt like detective miniseries on TV. Easy to follow, easy to digest, easy to move onto the next.That changed in 1998 with One False Move. I think a lot of series writers discover that, if they're going to keep writing about one character over and over, eventually you have to widen their world and deepen their stories. Coben (who, by the way, I was texting with over AOL around this time), proved more than capable of doing that. Myron Bolitar grew more complex, as did most of his supporting cast, including Esperanza Diaz and Big Cyndi. But Win, Myron's best friend with the preppy good looks and good breeding and the psychopathic streak, seemed to me at least to only grow into more of a stereotype. Win helped Myron with the stuff Myron was not prepared to do. He killed people if they broke his odd and complex moral code. He had a lot of sex with prostitutes and filmed himself doing it, so he could watch the videos later while he meditated. He was a misanthrope, perhaps unable to care for anyone but himself, Esperanza, and especially Myron. In later books, he had a somewhat casual relationship with a woman named Mee, but that seemed more convenient than anything. From his name to his background to his wealth and privilege, Win was something of an antihero trope. You're maybe not supposed to GET him, but you are supposed to grudgingly like him. His awful qualities are what make the good-guy characters look better, and put him in a very appealing gray light.I was excited for a book just about him, but not necessarily because I thought the character could prop up a whole story. This pandemic has been just gross, and Harlan Coben had been with me at the start with The Boy in the Woods. All I wanted was another novel by him, and it didn't matter if it was ill-advised or not.Okay, so: or not. There's something that happens with charismatic lunatics in series, be they TV series or book series: in order to make them more broadly appealing, they get a little watered down. It happened a little with Spike on Buffy the Vampire Slayer. It's happening with Loki in the MCU. It sort of happened with Hawk in Robert Parker's Spenser series. But it didn't happen in Win, and that's sort of thrilling.Win, for all his issues, is not only capable of self-reflection; he's awash in it. One of the best things Coben does early on in this book is establish that Win is capable of realizing he's not perfect, that he can learn from past mistakes and misdeeds, and improve himself. A lot of his supporting cast is multicultural. He's given up the prostitutes for a hookup app that is still pretty skeezy but is more inclusive in its skeeziness. He has glimmers of affection for other characters.Oh, and Win still kills people. Oh, does he. And sometimes he tortures them. The mystery is a pretty thoroughly engaging one; Coben's favorite theme of the past coming back to haunt the present is very much in evidence here, but the circumstances are fresh enough so that the cozy feeling of coming home is offset by the political nature of the whole thing. There's a lot about stolen art and horrifying torture and endless revenge, and all of it's satisfying. I kept waiting to be disappointed that Myron was not at the center of things, but Win can absolutely hold his own here. Besides, Myron comes up enough that you're not really given the chance to miss him.Are there things I didn't like? Nah, not really. I could nitpick about Coben's literary tics, but if I'm gonna be distracted by every ""there you are,"" I'd have to roll my eyes at John Irving's semicolons or Stephen King describing someone crying ""lustily."" It's part and parcel. What Harlan Coben did here was deliver me a good story featuring a well-known and well-liked character and made it feel new and fresh. I want a second Win novel now. That'd make it a Win-Win. (Hey, Coben did it first.) ...more",Notes are private!,0,3,1,"Mar 17, 2021","Mar 22, 2021","Mar 17, 2021",,Hardcover,view (with text),/book/show/53916157-win
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scene of the Crime,"Brubaker, Ed",1534319344,9781534319349,1534319344,128        pp,3.95,"1,579",Jul 2000,"Feb 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Last year, I picked up a hardcover copy of Pulp, a part-Western, part-noir bit of comic narrative by Ed Brubaker and Sean Phillips. I loved it, and woLast year, I picked up a hardcover copy of Pulp, a part-Western, part-noir bit of comic narrative by Ed Brubaker and Sean Phillips. I loved it, and wondered what else these two had done together. This is because I'm an idiot. I've long been familiar with the two names in comics. Brubaker (along with his partner Michael Lark) did a long run on my favorite comic, Daredevil, and also developed and co-wrote Gotham Central, a street-level look at cops in Batman's city. I loved this guy.But Brubaker/Phillips had really made their name in semi-independent crime and horror-noir (Fatale, Criminal, Incognito, The Fade Out), and despite this being directly in my wheelhouse, I avoided it all. Why? Well, I'd like to say it's because I wanted to preserve my favorite writers and artists for a rainy day or something. The truth is, even though I'm a sucker for noir, I hate smoking. I just hate it so much. And if a cover features a character smoking, I will not buy it. It's not that I've mellowed over the years, but The Scene of the Crime - an early 2000s neo-noir written by Brubaker, drawn by Lark, and inked by Phillips - caught me before I could change my mind. I've made a long habit out of rationalizing enjoying art when smoking is involved (being in love with Tarantino films has been a colossal effort), but in Scene of the Crime, my saving grace was that none of the three main characters did it, so I could be safe with them. It's absurd, I know. But it's how my brain has to work to help me like stuff like this. And I do like it. Quite a lot, actually. It's sort of a boilerplate mystery of missing persons, cults, unbelievable abuse, and a lone-wolf private eye with a Dark Backstory. What makes Scene of the Crime work so well is the characters, as is generally the case with crime fiction. Jack Harriman is a young detective trying to move past his demons; he kind of reminds me of Lawrence Block's Matt Scudder, if he was a lot younger. I liked the color of San Francisco - kind of the prime locus of this kind of fiction (it makes me want to read more crime fiction from the 1940s) - and the fact that in this world, a crime-scene photographer can be famous enough to warrant a small museum dedicated to him. Lark's art reminds me a lot of David Aja's work in Hawkeye, a lot of heavy linework and a xerographic feel that makes everything a little grittier. I think I'm going to have to work through my phobia to read more work by these two, especially since The Fade Out is about old Hollywood, and oh my am I a sucker for that stuff. I'm really glad this story is back in print (with extras! a bonus story! behind the scenes stuff! a Bendis intro!) and I'm looking forward to a journey of exploration....more",Notes are private!,0,2,1,"Mar 16, 2021","Mar 17, 2021","Mar 16, 2021",,Paperback,view (with text),/book/show/56220018-scene-of-the-crime
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Extraordinary Life of Sam Hell,"Dugoni, Robert*",1503949001,9781503949003,1503949001,448        pp,4.43,"161,567","Apr 24, 2018","Apr 24, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For the longest time, I didn't know what literary itch The Extraordinary Life of Sam Hell was scratching. It starts off as a vaguely religious novel. For the longest time, I didn't know what literary itch The Extraordinary Life of Sam Hell was scratching. It starts off as a vaguely religious novel. The main character, a kid named Samuel Hill, has been born with ocular albinism - red eyes. His mother, a devout Catholic, wants him to go to the Catholic middle school in town, but the headmistress thinks a child known as ""Devil Boy"" doesn't belong in place like that. Sam's mother's will is as strong as her faith, and she gets him into that school. But here Sam's troubles begin. I figured out halfway through that I was feeling a very distinct John Irving vibe in this book - the John Irving of A Prayer for Owen Meany and Avenue of Mysteries. It's a book about mothers and sons and faith. (Also, incidentally, I wrote a few books like this back in the day, so it made me feel connected to those mid-aughts novels of mine.) And it's a book about the hell people go through, and what rewards wait for them after all their trials.Did I like the book? Yes, quite a bit. I got more invested in the characters than I thought I would, especially Sam and his friend Mickey, a girl he may or may not be in love with. Occasionally, though, it felt as if the characters were becoming symbols. The plot machinations grew slightly more overt as we came closer to the end, where faith and the hidden, unknowable world of God sometimes became shortcuts in writing and character growth. I loved these characters very much, but sometimes I felt like their rewards didn't feel as earned as I wanted them to feel. But I'd recommend it, just the same. It's a literary novel written by a mystery and suspense writer, which means that it's got a lot of emotion but never bogs down in plot swamps. Smart, heartfelt, and very well written - despite my slight misgivings, I really enjoyed this book. ...more",Notes are private!,0,4,1,"Mar 11, 2021","Mar 16, 2021","Mar 11, 2021",,Hardcover,view (with text),/book/show/35995489-the-extraordinary-life-of-sam-hell
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Terms of Endearment,"McMurtry, Larry",0671221027,9780671221027,0671221027,410        pp,4.14,"25,358",1975,"Oct 15, 1975",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Part of why it took me so long to finish this novel is because the author died. I know that's not an excuse. I was reading Slaughterhouse-Five when VoPart of why it took me so long to finish this novel is because the author died. I know that's not an excuse. I was reading Slaughterhouse-Five when Vonnegut died and though I felt like a ghoul, I finished that book and then went into a Vonnegut mini-obsession. It's not as if I haven't read Larry McMurtry before, either. I loved The Last Picture Show and Lonesome Dove. I liked Loop Group, a weird one for me to pick up early (it was at the library and it looked approachable). His trilogy of creative memoirs - Books, Literary Life, and Hollywood - blew me away. I want to read all of those again.When I picked out Terms of Endearment, I didn't know McMurtry was about to die. It was on my to-read pile, near the top, when I found out he'd passed. So, what to do? Read this book as a tribute to his life or put it off in deference to his death? Does anyone else think of this stuff? Just me? You see, I remembered the movie version enough to remember the big stuff - particularly, the major death that colors the whole rest of the film. And I wasn't sure I wanted to read a book about death by an author who had died. I started it, then put it on a sort of indefinite hold. Eventually, I snuck around the other side and downloaded the audio version, and that's the one that I stuck with. Man, is it good writing. Now obviously I say this as a man reading a man's book about women (it didn't pass me by that for a time, I was reading TWO books by men about women, but that's kind of Grady Hendrix's thing so it almost didn't occur to me), but I found the characterizations of Aurora Greenway and her daughter Emma so well-drawn and fully realized that almost every other character felt a little like a cardboard cutout in comparison. I kept expecting to get annoyed with Aurora, who lives a loud, breezy, performative life ... and I didn't get annoyed, because these aren't exactly affectations. Or, if they are affectations, she believes in them completely. There's something so captivating about a person whose entire personality seems like a collection of clichés and idiosyncrasies, but whose real self is such a pure distillation of those very things that it's hard to separate what's overblown and what's at the core. To love Aurora - and people do love Aurora - is to understand that eccentricity is something you cope with and battle with, never quite winning, never entirely losing. The person who understands her the most, her daughter Emma, is an entirely different sort: practical, a little cynical, able to think in less grandiose terms and thus able to cope with a less fulfilling life. It's important that Emma understands Aurora, because it seems obvious that the understanding doesn't go the other way ... until it does, at the most crucial moments. Terms of Endearment is the story of two women whose lives intertwine, unravel, and come back together. Whose lives are radically different except in how very similar they are. The denouement of this one is as affecting as those in Last Picture Show or Lonesome Dove, maybe even more so. I loved this book. I just don't know as if I'll read it ever again. (I will.) ...more",Notes are private!,0,2,1,"Mar 03, 2021","Aug 02, 2021","Mar 03, 2021",,Hardcover,view (with text),/book/show/894343.Terms_of_Endearment
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pacific Ocean Park: The Rise and Fall of Los Angeles' Space Age Nautical Pleasure Pier,"Merritt, Christopher",1934170526,9781934170526,1934170526,267        pp,4.48,40,"Jul 15, 2014","Jul 22, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For every success story like Disneyland, or Universal, or Knott's Berry Farm, there is a story of a theme or amusement park that strove for greatness,For every success story like Disneyland, or Universal, or Knott's Berry Farm, there is a story of a theme or amusement park that strove for greatness, and ultimately fell short. This is one of those stories, and it's fascinating.Pacific Ocean Park had its beginnings way back at the turn of the 20th Century, and this book does a good job at crafting the prehistory of the park, the beach, and the pier before the actual park came online. And man, what an ambitious park! It's basically a Googie explosion, with a ""starfish"" entrance that reminds me the Theme Building at LAX. Lots of themed lands like Disneyland, including an undersea world (I got very, very enamored of the term dry-for-wet, a theme park phrase meaning that it's dry but it looks wet; I don't know how I've been in the theme park world this long and have never heard it), a space area, and a Polynesian Pop area with a working train at the far end of the pier. The skyway that took you from one end of the park to the other was made up of dangling plastic bubbles you sat in and saw the raging ocean below. There was a rollercoaster and an Enchanted Forest and so much else that made both my midcentury and theme park brains go bonkers.But the park - known as the P.O.P. (even when referenced in a Beach Boys song) - is no longer there. You know that going in, so this book has no choice but to become a tragedy. It starts with debt, of course, and the high cost of running an amusement venture. The salt air wreaking havoc on rides and facades. And, as things start getting a little seedier, in comes a new park runner named Jack Roberts, who's basically carny-from-carny. He brings in more pitch-til-u-win ventures, and off-the-rack rides. The more ambitious stuff falls into disrepair. By the end, even the shells of the old rides can't stand up against the powers of fire and water and decay. But along the way, there are a lot of bright sports. The outsized optimism in creating a themed environment like this in the first place should be applauded, and I loved how it coincided with the youth movement of the late 50s. All of it's captured in these awesome photographs and copies of old maps and souvenirs. So too, sadly, are the pictures of the park's eventual destruction - although even these are beautiful in their own weird way. I knew very little about this nautical space-age park going in, and I'm just so fascinated that something like this came to be at all. This is a treasure of a book....more",Notes are private!,0,2,1,"Mar 03, 2021","Mar 15, 2021","Mar 03, 2021",,Hardcover,view (with text),/book/show/18528049-pacific-ocean-park
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Someday Angeline        (Someday Angeline, #1)","Sachar, Louis*",0688160875,9780688160876,0688160875,154        pp,4.14,"1,876","May 01, 1983","May 26, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My friend Tracey gives me kids' and young adult books for holidays. It's a longstanding tradition. Back when we used to work at the bookstore(s) togetMy friend Tracey gives me kids' and young adult books for holidays. It's a longstanding tradition. Back when we used to work at the bookstore(s) together (oh my god, we worked at three different bookstores together), we would compare notes about which kids' books we liked when we were young and impressionable. We'd both read the Judy Blume oeuvre, obviously. We were very sympatico on Taking Care of Terrific, which I was able to take out of the school library when they told me I was too young for That Was Then, This is Now. I don't know where Tracey stands on Beverly Cleary, except that she hates Dear Mr. Henshaw, because apparently she hates books about young boys whose parents are divorced and who develop an unhealthy attachment to a novelist; for some unknown reason, I kinda like that one. So for Christmas this year, I was again in the position of being gently nudged toward books of my youth that I may have missed. In this case, it's Someday Angeline, by Louis Sachar, who ... I MUST have read when I was little, right? You can't escape grade school in the 80s and 90s without experiencing Sachar, having a Roald Dahl moment, or getting traumatized by Cormier, right? I don't THINK I ever read this one. It's another of those books about weird kids, for weird kids ... so right up my alley. The kid here is Angeline, whose first word is ""octopus"" and who I was convinced was some kind of fish psychic, like Aquaman. Spoiler: she is not Aquaman. But she is kind of a genius, and she's kind of weird because of it, and she has a truly awful sixth-grade teacher who tries to convince her class that Cleveland is the capitol of Ohio. There's honestly a lot in here, from the aforementioned sadistic teacher, to lingering trauma, to the hardcore reality of high-pressure situations where there are no reasonable ways out. A lot of this book is silly (though there's an undercurrent of grief running through it you only grok when you're three-quarters of the way through), but it's honest. There are a few scenes where Angeline just straight-up loses her shit, and Sachar doesn't offer value judgments either way. It's freeing and draining at the same time.If you're a genius and you don't understand why your teacher doesn't want you to live up to your full intelligence, that can be a kick in the teeth. When your dad is your hero but he hates what he does that makes him a hero, that wears you down. Ditto being called a freak in school, and being in need of a friend who gets you. All this is good stuff, oddly exciting stuff, writing that makes me want to swim in the waters of Sachar's writing some more....more",Notes are private!,0,2,1,Mar 2021,"Mar 02, 2021","Mar 01, 2021",,Hardcover,view (with text),/book/show/207533.Someday_Angeline
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mike Nichols: A Life,"Harris, Mark*",0399562249,9780399562242,0399562249,688        pp,4.48,"2,999","Feb 02, 2021","Feb 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn’t know much about Mike Nichols when I picked up Mark Harris’s new book. I was familiar with Nichols & May due to a steady diet of Doctor DimentI didn’t know much about Mike Nichols when I picked up Mark Harris’s new book. I was familiar with Nichols & May due to a steady diet of Doctor Dimento as a youth. I was vaguely aware that he’d directed The Graduate, and that was because of Harris himself; I’d read his Pictures at a Revolution and was bowled over by it. Nowadays, I’m usually willing to trust an author I like, no matter what they’re writing about. That keeps working out for me.I wonder if knowing only a little bit about Mike Nichols worked in my favor, because the whole book was a continuing journey of discovery. We get the whole narrative, from his early days of working on two-person sketch comedy and improv with Elaine May, to his initial terror of directing plays and then movies, to his strings of hits and misses, to his uneasy time as an elder statesman. But it doesn't read like a novel, because Nichols's was idiosyncratic, and messy, and sometimes intense.I'm not sure if it's endemic to how Hollywood works (or used to work), but the way Nichols takes on huge projects seems almost accidental. Sometimes he stumbles into things. Sometimes he dares a studio to pay an outrageous salary, daring them to not hire him. Sometimes he basically begs to be convinced. It's as if, at least sometimes, he wants someone to drag him into something so that he'll have something to prove. Once he's inside a film or a play, Nichols usually seems to have a grasp on his talents. Before and after, he is a complete wreck. But that's not always, and that's a big part of the mystery of Mike Nichols. Anything can affect his confidence: drugs, weight gain, poor health, a misunderstanding of the project or the actors he's working with. Almost always, a project eventually clicks with him and that's satisfying. The few times when he seems completely at sea is so frustrating, but it makes you root for him more. That's one of the best things about this book: no matter what Nichols is doing or has done, you always root for him.And I have to applaud Harris for not taking the ""greatest hits"" way out of things. Often, when I read biographies about people, the focus is either on only their early career, with a gloss on the later stuff, or a ""they did THIS!!!! and then a bunch of stuff for years and THEN THEY DID THIS!!!"" Harris is just as fascinated as why The Graduate worked and why, in his opinion, Wolf didn't. (By the way, did you know Mike Nichols directed Wolf, with Jack Nicholson!? I didn't! Wow!)Thoroughly engaging, absolutely entertaining, and reverential and critical in equal measure, Mark Harris' Mike Nichols: A Life is a terrific book, one of the best I've read so far this year. Highly recommended. ...more",Notes are private!,0,3,1,Mar 2021,"Mar 10, 2021","Mar 01, 2021",,Hardcover,view (with text),/book/show/53479533-mike-nichols
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cocktail Nation: The Definitive Guide to the Lounge Universe,"Kooper, Koop",,9781310751516,,unknown,5.00,1,"Jul 08, 2015","Jul 08, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2021",,ebook,view,/book/show/25944926-cocktail-nation
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suicide Hill,"Ellroy, James",,,B07B6D2S47,288        pp,3.54,"1,546",1986,"Aug 30, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As a guy who likes crime fiction and mysteries, I've heard a lot about James Ellroy. On paper, it feels like I should love James Ellroy. Then again, oAs a guy who likes crime fiction and mysteries, I've heard a lot about James Ellroy. On paper, it feels like I should love James Ellroy. Then again, on paper, I should love Michael Connelly, and I just don't. I want to. I liked The Poet enough. But I've tried over and over and I'm not snagging on whatever everyone else is snagging on. I suspect that that's going to be the case with James Ellroy. Suicide Hill is the story of a cop and a criminal who are both struggling with rage issues that stem from wanting to save people. In this crazy mix-em-up, Duane Rice - the criminal - is setting up a trio of bank robberies, the first couple of which are subtle and spiral out from the pervert underground of 1980s Los Angeles. Lloyd Hopkins, the cop, is a dangerous, unbalanced police officer who is unafraid to kill to get justice done. There's a hell of a lot of nihilism going on. The person Rice is desperate to save might not care. Criminals and cops alike are bartering for their immortal soul at one time or another. Everyone is either crooked or corrupt. It's both fascinating and exhausting. I liked the IDEA of ""there's no one to root for, because it's all bad,"" but the execution just made me sad. Lloyd Hopkins features in a trilogy I likely won't read. This isn't the first time this year I started a series featuring a recurring cop character somewhere past the first book, and I do wonder if I'd like Lloyd Hopkins, and this series, a little more if I'd begun at the beginning. And look, I love the movie LA Confidential, and I still have a desire to read the book (and likely the quadralogy it's a part of), but I do worry that this icon of crime fiction might not be my bag. ...more",Notes are private!,0,3,1,"Feb 24, 2021",Mar 2021,"Feb 24, 2021",,Kindle Edition,view (with text),/book/show/39342365-suicide-hill
