,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,eb's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lotterys Plus One,"Donoghue, Emma*",0545925819,9780545925815,0545925819,303        pp,3.43,"2,189","Mar 28, 2017","Mar 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2017",,Hardcover,view,/book/show/31146957-the-lotterys-plus-one
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slade House,"Mitchell, David",0812998685,9780812998689,0812998685,238        pp,3.81,"64,533",Oct 2015,"Oct 27, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm dying for him to stop writing about vampires and go back to writing about humans. I do understand the metaphor, the universal fear of death, the lI'm dying for him to stop writing about vampires and go back to writing about humans. I do understand the metaphor, the universal fear of death, the love of genre fiction, etc., but the soul-slurping is so hokey (and scary too! But mostly hokey)....more",Notes are private!,0,0,1,not set,not set,"Mar 16, 2017",,Hardcover,view (with text),/book/show/24499258-slade-house
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Modern Lovers,"Straub, Emma*",159463467X,9781594634673,159463467X,353        pp,3.43,"51,696","May 31, 2016","May 31, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The plot is well-crafted and hums along engagingly; there are tons of beautiful sentences; the last chapter is a fist-pumper. But I'm disappointed. I The plot is well-crafted and hums along engagingly; there are tons of beautiful sentences; the last chapter is a fist-pumper. But I'm disappointed. I don't believe Straub is making a good-faith effort to depict life as she actually lives it and sees it. Maybe this is unfair; maybe I'm asking her to write the book I want her to write, instead of the highbrow page-turners she wants to write. But unfairly or not, I wish she'd get real, and honest, and maybe write a thinly-veiled version of herself. I think she could be Rachel Cusk if she wanted to be. ...more",Notes are private!,0,0,1,not set,not set,"Mar 16, 2017",,Hardcover,view (with text),/book/show/27209486-modern-lovers
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hazel Wood        (The Hazel Wood, #1)","Albert, Melissa*",1250147905,9781250147905,1250147905,359        pp,3.56,"94,248","Jan 30, 2018","Jan 30, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Imagine being one of the first people to read Harry Potter, way back when it was just a Word doc your friend JK Rowling had emailed you. That's how itImagine being one of the first people to read Harry Potter, way back when it was just a Word doc your friend JK Rowling had emailed you. That's how it feels to read The Hazel Wood in manuscript form. This book is gonna be huge. It's so inventive, so dark, so FUNNY, so well-written, so tightly plotted, so original. It tells the story of Alice, who has to fight her way into a fairy tale land to rescue her mother. But that's just the premise: there are twists and surprises around every corner. It's Inception + The Magicians + Alice in Wonderland + Night Film, plus humor and warmth and heart.Here are five things I particularly love about The Hazel Wood:1. I can SEE everything Albert describes, and see it so clearly. Images from the book are still with me months after I read it. 2. It's scary. I've had actual bad dreams about characters in this book.3. The prose is sickeningly good. There's no showing off, there's no affectation, there's just perfect, incisive, crystal-clear sentence after perfect, incisive, crystal-clear sentence.4. There are fairy tales and rhymes in here that feel timeless, like they must have existed for centuries. But Albert wrote them.5. It's exciting. The second half of the book is like a fireworks display, with each round topping the one that preceded it. You think it can't get any more thrilling, and then it does. I'm jealous of everyone who's going to read this for the first time. It's just so good. ...more",Notes are private!,0,34,1,not set,not set,"Dec 05, 2016",,Hardcover,view (with text),/book/show/34275232-the-hazel-wood
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vacationers,"Straub, Emma*",1594631573,9781594631573,1594631573,292        pp,3.16,"81,145","May 29, 2014","May 29, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Best bits: the dead-on descriptions of vacation that most vacation novels miss: shopping for groceries in a new place, feeling cooped up at the house,Best bits: the dead-on descriptions of vacation that most vacation novels miss: shopping for groceries in a new place, feeling cooped up at the house, dipping into the fridge all day long. Worst bits: the contrived, women's-novel ending, the characters forced into situations that fit the cheating theme, and the sloppy language (you don't turn on a sink, you turn on a faucet. I don't want to be pedantic, but I was distracted by errors like this on every page). ...more",Notes are private!,0,2,1,not set,not set,"Jul 29, 2016",,Hardcover,view (with text),/book/show/18641982-the-vacationers
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commencement,"Sullivan, J. Courtney*",0307270742,9780307270740,0307270742,320        pp,3.42,"17,789","Jun 14, 2009","Jun 16, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This should have been a fun book about young women (chick lit!), and most of it is, but Sullivan veers wildly off course with an earnest, hectoring stThis should have been a fun book about young women (chick lit!), and most of it is, but Sullivan veers wildly off course with an earnest, hectoring storyline about teenage prostitution. It's too much of a tonal contrast with the effervescence of the rest of the story, plus it makes no sense. Maybe Sullivan wanted to be taken seriously and thought dead prostitutes would do the trick? Maine is a much better and less self-conscious effort. ...more",Notes are private!,0,1,1,not set,not set,"Jul 29, 2016",,Hardcover,view (with text),/book/show/6080420-commencement
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hopefuls,"Close, Jennifer*",1101875615,9781101875612,1101875615,310        pp,3.33,"17,829","Jul 12, 2016","Jul 19, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A pleasurable story of two couples, the more memorable of which is comprised of a charming beauty queen type and her even more charming and gregariousA pleasurable story of two couples, the more memorable of which is comprised of a charming beauty queen type and her even more charming and gregarious husband. Unfortunately, the promise of adultery never pays off, and the book peters out, but it's a fun ride until the anticlimax arrives, and I know much more about DC than I did before I picked this up. ...more",Notes are private!,0,0,1,not set,not set,"Jul 17, 2016",,Hardcover,view (with text),/book/show/28007954-the-hopefuls
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shelter,"Yun, Jung*",1250075645,9781250075642,1250075645,336        pp,3.73,"8,662","Mar 01, 2016","Mar 15, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A family drama crossed with a thriller. The story is about a grown man forced to come to terms with his abusive childhood following a home invasion inA family drama crossed with a thriller. The story is about a grown man forced to come to terms with his abusive childhood following a home invasion in which his father is attacked and his mother is raped. I couldn't stop turning the pages, but in the end, this wasn't pulpy enough—Yun gives you the exciting feeling that twists and turns are coming, and that the invasion went down entirely differently than it seemed to—but the twists never really materialize. Also, none of the characters are particularly convincing. The four-year-old, who's not described as delayed, is still learning the difference between raisins and grapes; the protagonist toggles wildly between passivity and rudeness; in general, people speak and behave implausibly to serve the advancement of the plot. ...more",Notes are private!,0,2,1,not set,not set,"Apr 28, 2016",,Unknown Binding,view (with text),/book/show/25658832-shelter
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Royal We        (Royal We, #1)","Cocks, Heather*",1455557102,9781455557103,1455557102,454        pp,3.80,"66,205","Apr 07, 2015","Apr 07, 2015",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Neither fun nor soapy nor funny. So overwritten and so slow-moving, my God! I bailed after four chapters in which literally nothing happened.",Notes are private!,0,1,1,not set,not set,"Apr 12, 2016",,Hardcover,view (with text),/book/show/22875451-the-royal-we
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Movie Star by Lizzie Pepper,"Liftin, Hilary*",0670016411,9780670016419,0670016411,352        pp,3.45,"3,564","May 26, 2015","Jul 21, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,ALL telling. No showing. At least the pace is brisk.,Notes are private!,0,0,1,not set,not set,"Apr 12, 2016",,Hardcover,view (with text),/book/show/23398656-movie-star-by-lizzie-pepper
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Purity,"Franzen, Jonathan",0374239215,9780374239213,0374239215,563        pp,3.64,"48,805","Sep 01, 2015","Sep 01, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Soapy, sudsy women's fiction overlayed with a veneer of Important Male Issues N' Stuff. There's butt sex! Billionaires! Murder! And then some anguisheSoapy, sudsy women's fiction overlayed with a veneer of Important Male Issues N' Stuff. There's butt sex! Billionaires! Murder! And then some anguished complaining about the internet and global warming. It's all very fun and uncomfortably creepy. Even though I tore through this one fast, I couldn't keep the characters' (implausible) relationships straight, and it's Franzen's fault: none of the characters (save maybe Tom) were at all believable, and I often didn't buy their actions in scene—I think Franzen saw these problems, because he often provides an elaborate rationale for some non-human action, like the way Tom and Andreas fall deeply in friend-love after about 20 minutes together, and then loathe and long for each other for the rest of time. And wait, what did Andreas's mom do that was so bad again? Space out sometimes? Have some affairs? And because of this her son turns into a sociopathic monster? The last section, with its goofy dog and tennis ball thwacking and nice boyfriend, is so sweet that I came away feeling satisfied, even though what a copout (SPOILER), giving Pip a BILLION dollars and a perfect guy, too. ...more",Notes are private!,0,3,1,not set,not set,"Apr 12, 2016",,Hardcover,view (with text),/book/show/23754479-purity
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flamethrowers,"Kushner, Rachel*",1439142009,9781439142004,1439142009,383        pp,3.50,"21,680","Apr 02, 2013","Apr 02, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you like a lot of showing off and hate plot, you'll love this book. If you like a lot of showing off and hate plot, you'll love this book. ...more",Notes are private!,0,2,1,not set,not set,"Mar 07, 2016",,Hardcover,view (with text),/book/show/15803141-the-flamethrowers
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Senior Season,"Perrotta, Tom",142996572X,9781429965729,,32        pp,3.66,377,"Aug 16, 2011","Aug 16, 2011",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Dreadful. A short story about a football player who struggles to know who he is following an injury that prevents him from playing. He's a cliche and Dreadful. A short story about a football player who struggles to know who he is following an injury that prevents him from playing. He's a cliche and so is his cheerleader girlfriend. Nothing feels modern or true here. ...more,Notes are private!,0,1,1,not set,not set,"Mar 07, 2016",,ebook,view (with text),/book/show/12420009-senior-season
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meeting the English,"Clanchy, Kate*",1250059771,9781250059772,1250059771,320        pp,3.36,656,"Apr 25, 2013","Mar 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this SO much! The story of a principled, innocent young man from Scotland who moves to London to care for a literary lion who's suffered a sI enjoyed this SO much! The story of a principled, innocent young man from Scotland who moves to London to care for a literary lion who's suffered a stroke, it's witty, humane, and surprising. Clanchy never lapses into cliche. The kindly teacher who encourages Struan turns out to be self-congratulatory and a little creepy; the angry ex-wife has her reasons for fury; the beautiful current wife is cheerfully amoral. I wasn't surprised to learn that Clanchy is a poet—not because there's a lot of horrible LYRICISM going on here, but because the language is so precise and the images so fresh. I do feel the ending was too tidy, but otherwise, what a perfect book. ...more",Notes are private!,0,1,1,not set,not set,"Mar 07, 2016",,Hardcover,view (with text),/book/show/22545479-meeting-the-english
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Night at the Lobster,"O'Nan, Stewart*",0670018279,9780670018277,0670018279,160        pp,3.58,"12,037","Nov 01, 2007","Nov 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A blow-by-blow account of the last night a New England Red Lobster franchise is in operation. We follow the manager, Manny, who's a deeply decent persA blow-by-blow account of the last night a New England Red Lobster franchise is in operation. We follow the manager, Manny, who's a deeply decent person. O'Nan nails the cadences and language and relationships of restaurant workers, and gets at something profound about how loyalty to the people we work with can trap us in careers we should be fleeing. I did wish for a little more plot—there are no stakes, and in the end, nothing changes. But I can picture every corner of that fictional Red Lobster—I can almost smell it. ...more",Notes are private!,0,2,1,not set,not set,"Mar 07, 2016",,Hardcover,view (with text),/book/show/673915.Last_Night_at_the_Lobster
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carry On,"Rowell, Rainbow*",1447266943,9781447266945,1447266943,517        pp,4.18,"311,988","Oct 06, 2015","Feb 25, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I could never get into Harry Potter, so I'm definitely not the right audience for this one. Rowell is so talented, and her description of what magic fI could never get into Harry Potter, so I'm definitely not the right audience for this one. Rowell is so talented, and her description of what magic feels like to different wizards ALMOST got me, but in the end, my reaction is, ""Wizards and magic aren't real, so why should I care about any of this?"" Plus, because of the frequent mention of dramatic stuff that happened before the events of this novel, it felt (maybe intentionally?) like this was the fourth book in a series. Also, the British diction seemed fake. Gave up after three chapters....more",Notes are private!,0,0,1,not set,not set,"Mar 07, 2016",,Paperback,view (with text),/book/show/28356624-carry-on
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plan B,"Tropper, Jonathan",0312272766,9780312272760,0312272766,368        pp,3.67,"8,256","Feb 05, 2000","Feb 04, 2001",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Unreadable. Bailed after the first chapter.,Notes are private!,0,1,1,not set,not set,"Mar 07, 2016",,Paperback,view (with text),/book/show/53849.Plan_B
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,#Girlboss,"Amoruso, Sophia*",039916927X,9780399169274,039916927X,256        pp,3.64,"75,192","May 06, 2014","May 06, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's hard to mess up the story of a dumpster-diving dropout who becomes a multimillionaire business owner, and Amoruso doesn't mess it up completely. It's hard to mess up the story of a dumpster-diving dropout who becomes a multimillionaire business owner, and Amoruso doesn't mess it up completely. There are some real nuggets of inspiration and wisdom here. Unfortunately, the structure of this book is nonexistent, and it can't decide whether it wants to be a memoir or a business book. ...more",Notes are private!,0,3,1,not set,not set,"Jan 27, 2016",,Hardcover,view (with text),/book/show/18667945-girlboss
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where'd You Go, Bernadette","Semple, Maria",0316204277,9780316204279,0316204277,330        pp,3.88,"572,366","Aug 14, 2012","Aug 14, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a non-story! A reclusive architect feuds with her neighbors, goes missing 3/4 of the way through the book, and is found a few pages later, with nWhat a non-story! A reclusive architect feuds with her neighbors, goes missing 3/4 of the way through the book, and is found a few pages later, with no harm done. The occasional narrator does not at all resemble the teenage girl she's supposed to be. The occasional stabs at lyricism were embarrassing. The jokes fell flat. Why did this sell zillions of copies? ...more",Notes are private!,0,2,1,not set,not set,"Jan 18, 2016",,Hardcover,view (with text),/book/show/13526165-where-d-you-go-bernadette
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls,"Cline, Emma",081299860X,9780812998603,081299860X,355        pp,3.50,"216,847","Jun 14, 2016","Jun 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Didn't finish because I got too creeped out, but I don't think Random House overpaid. Not sure how much the now-ancient Charles Manson plot will resonDidn't finish because I got too creeped out, but I don't think Random House overpaid. Not sure how much the now-ancient Charles Manson plot will resonate with younger readers, but Cline is clearly a huge talent with a million more books in her....more",Notes are private!,0,1,1,not set,not set,"Jan 18, 2016",,Hardcover,view (with text),/book/show/26893819-the-girls
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Past,"Hadley, Tessa",0345816110,9780345816115,0345816110,362        pp,3.24,"8,687","Sep 03, 2015","Sep 08, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A novel in triptych. In the first and last sections, four adult siblings visit their family's country estate for three weeks. In the second section, wA novel in triptych. In the first and last sections, four adult siblings visit their family's country estate for three weeks. In the second section, we flash back to a pivotal few weeks in their mother's life. Hadley is a genius at capturing human consciousness, the very way we think and feel. And on a sentence level, she's a stunning writer. At this stage in my life, though, I'm impatient with slow (but careful and well-done) plotting, and I just can't with lengthy descriptions of nature. ...more",Notes are private!,0,1,1,not set,not set,"Jan 18, 2016",,Hardcover,view (with text),/book/show/25241483-the-past
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Not Working,"Owens, Lisa",0385686005,9780385686006,0385686005,256        pp,2.98,"4,831","May 03, 2016","May 03, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A novel about a 30-something women who quits her job with the aim of finding work that's actually meaningful, only to drift around in a daze, fightingA novel about a 30-something women who quits her job with the aim of finding work that's actually meaningful, only to drift around in a daze, fighting with her mother and boyfriend. It would be easy to dismiss this novel as lightweight, since it's funny, but I think it's actually a brilliant meditation on what work means, and what it's like to lose your sheen of youthful idealism. And the writing is SO SO SO GOOD. Every sentence surprises, every word is chosen with care, there's no extra BS—but there's also no showing off. You don't notice how expert the prose is at first, because it's just so fun to read....more",Notes are private!,0,5,1,not set,not set,"Jan 05, 2016",,Hardcover,view (with text),/book/show/26795647-not-working
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,13 Ways of Looking at a Fat Girl,"Awad, Mona*",0143194798,9780143194798,0143194798,212        pp,3.06,"16,274","Feb 23, 2016","Feb 23, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A collection of linked short stories, all of which follow the same protagonist, Lizzie, as she struggles with her weight. Agree with a previous A collection of linked short stories, all of which follow the same protagonist, Lizzie, as she struggles with her weight. Agree with a previous er that the setting and time period are abstract. I never felt grounded in the story....more",Notes are private!,0,1,1,not set,not set,"Jan 05, 2016",,Paperback,view (with text),/book/show/25716567-13-ways-of-looking-at-a-fat-girl
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nest,"Sweeney, Cynthia D'Aprix*",0062414216,9780062414212,0062414216,353        pp,3.41,"176,127","Mar 22, 2016","Mar 22, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fun, competently-written beach read about a rich family squabbling over money.",Notes are private!,0,1,1,not set,not set,"Jan 05, 2016",,Hardcover,view (with text),/book/show/25781157-the-nest
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweetbitter,"Danler, Stephanie*",1101875941,9781101875940,1101875941,356        pp,3.32,"73,428","May 24, 2016","May 24, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Like many restaurant books, this is just a list of the ka-razy stuff that goes on in restaurants (servers do drugs! Hostesses are mean! People are snoLike many restaurant books, this is just a list of the ka-razy stuff that goes on in restaurants (servers do drugs! Hostesses are mean! People are snobby about wine!). You have to squint to find the plot, which is about whether or not the protagonist will be able to turn this one sexy waiter into her boyfriend. ...more",Notes are private!,0,2,1,not set,not set,"Jan 05, 2016",,Hardcover,view (with text),/book/show/26192646-sweetbitter
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eat, Pray, Love","Gilbert, Elizabeth*",0143038419,9780143038412,0143038419,368        pp,3.63,"1,743,414","Feb 16, 2006","Jan 30, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I listen to Elizabeth Gilbert's podcast, I'm struck by how warm, smart, and charming she is. When I read her books, I find her vapid, self-obsessWhen I listen to Elizabeth Gilbert's podcast, I'm struck by how warm, smart, and charming she is. When I read her books, I find her vapid, self-obsessed, and unaware of the importance of conflict in keeping the reader's attention. ""She thinks she's so cute"" is the phrase that comes to mind every other sentence. I feel like a jerk saying this, because she seems wonderful! But there it is....more",Notes are private!,0,0,1,not set,not set,"Jan 05, 2016",,Paperback,view (with text),/book/show/19501.Eat_Pray_Love
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snobs,"Fellowes, Julian",0312336934,9780312336936,0312336934,288        pp,3.42,"12,120",2004,"Jan 24, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A delicious, gossipy, class-obsessed novel about finding love (kind of) after marriage. If you like The Pursuit of Love, you'll love this one. A delicious, gossipy, class-obsessed novel about finding love (kind of) after marriage. If you like The Pursuit of Love, you'll love this one. ...more",Notes are private!,0,1,1,not set,not set,"Jan 05, 2016",,Paperback,view (with text),/book/show/92230.Snobs
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Country Life,"Cusk, Rachel",0312198485,9780312198480,0312198485,341        pp,3.72,"1,839","Jun 20, 1997","Jan 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maybe you have to be English to get this book. It's meant to be a dark comic novel parodying the city-person-moves-to-the-country genre, but many of tMaybe you have to be English to get this book. It's meant to be a dark comic novel parodying the city-person-moves-to-the-country genre, but many of the jokes fall flat to my American ear--and I'm an Anglophile obsessed with Diary of a Nobody, Love, Nina, and other similar books. None of the early setups pay off, and maybe that's part of the joke, but I found it disappointing. I did believe utterly in all of the characters, and loved Martin, the wry disabled kid whom the protagonist is hired to care for. ...more",Notes are private!,0,3,1,not set,not set,"Dec 15, 2015",,Hardcover,view (with text),/book/show/437815.The_Country_Life
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Happier at Home: Kiss More, Jump More, Abandon Self-Control, and My Other Experiments in Everyday Life","Rubin, Gretchen*",0307886794,9780307886798,0307886794,304        pp,3.54,"19,574","Sep 04, 2012","Dec 31, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Rubin provokes a unique reaction in me: I toggle between outrage at her self-obsession (a whole section about how she decided to paint a wall in her sRubin provokes a unique reaction in me: I toggle between outrage at her self-obsession (a whole section about how she decided to paint a wall in her study?!) and gratitude for her honesty and her helpful advice. This is certainly her weakest book, and her flaws (small-mindedness, literalness, narcissism, braggadocio) are particularly exposed, but there are gem-like bits of wisdom throughout. ...more",Notes are private!,0,0,1,not set,not set,"Nov 18, 2015",,Paperback,view (with text),/book/show/17737039-happier-at-home
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Magic: Creative Living Beyond Fear,"Gilbert, Elizabeth*",1594634718,9781594634710,1594634718,276        pp,3.96,"211,591",Sep 2015,"Sep 22, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gilbert seems like a lovely woman, the kind of person everyone wants to be friends with, but her creativity manual will not sit well with pragmatists Gilbert seems like a lovely woman, the kind of person everyone wants to be friends with, but her creativity manual will not sit well with pragmatists or, probably, agnostics. It's full of goofy woo-woo notions, most notably the idea that ideas themselves are floating in the ether, looking for a creative person to latch on to. Gilbert's exaggeratedly chatty locutions, which I'm sure some readers find friendly and encouraging, grated on my ear. As Strunk and White said, ""The breezy style is often the work of an egocentric, the person who imagines that everything that comes to mind is of general interest and that uninhibited prose creates high spirits and carries the day."" Instead of producing high spirits, Gilbert's style makes her thoughts seem half-baked and sentimental. ...more",Notes are private!,0,2,1,not set,not set,"Nov 18, 2015",,Hardcover,view (with text),/book/show/24453082-big-magic
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brother of the More Famous Jack,"Trapido, Barbara",014027491X,9780140274912,014027491X,224        pp,3.88,"4,868","Oct 01, 1982",1998,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mostly insufferable and childish, with some real emotion and truthtelling about sex and motherhood thrown in. Each sentence has been massaged and plucMostly insufferable and childish, with some real emotion and truthtelling about sex and motherhood thrown in. Each sentence has been massaged and plucked and oiled to within an inch of its life, which is totally exhausting. Just as problematically, the characters read like the ones you dream up as a 10-year-old child, when you think the goal of fiction is to immerse yourself, the writer, in the world you'd like to live in, one peopled exclusively with brilliant, rude, loving people who talk the way you do in your diary. ...more",Notes are private!,0,3,1,not set,not set,"Nov 10, 2015",,Paperback,view (with text),/book/show/910343.Brother_of_the_More_Famous_Jack
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ten Days in the Hills,"Smiley, Jane*",1400040612,9781400040612,1400040612,450        pp,2.56,"1,718",2007,"Feb 13, 2007",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A deeply bad book in which none of the characters convince and all of them talk and think like upper-middle-class white ladies.,Notes are private!,0,6,1,not set,not set,"Oct 14, 2015",,Hardcover,view (with text),/book/show/9817.Ten_Days_in_the_Hills
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maestra,"Hilton, L.S.*",1785760033,9781785760037,1785760033,343        pp,2.85,"15,415","Mar 10, 2016","Mar 10, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Billed as 50 Shades meets The Talented Mr. Ripley, this is a novel about a low-class English girl who becomes an art expert, then a thief and a murderBilled as 50 Shades meets The Talented Mr. Ripley, this is a novel about a low-class English girl who becomes an art expert, then a thief and a murderer. The sex scenes are good, but the prose is second-rate, the thriller bits are inexpertly done, and the art forgery stuff is dull. There's no real tension here, and I didn't believe in the sociopathic protagonist for a second--Highsmith this ain't....more",Notes are private!,0,5,1,not set,not set,"Oct 05, 2015",,Hardcover,view (with text),/book/show/25858835-maestra
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hot Little Hands,"Ulman, Abigail",1926428234,9781926428239,1926428234,288        pp,3.60,"1,130","Feb 25, 2015","Feb 25, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tonally all over the place. The linked stories that follow Claire, an Englishwoman living in the US, are funny and callow. The horse camp/porny sex onTonally all over the place. The linked stories that follow Claire, an Englishwoman living in the US, are funny and callow. The horse camp/porny sex one is poker-faced but seething with outrage under the surface. The end of the Russian gymnast one made me gasp, turn red, and say, ""No, no, no!"" out loud. It feels like Ulman's talent is an out-of-control racehorse. Once she gets it under control she could be a majorly important writer....more",Notes are private!,0,0,1,not set,not set,"Sep 26, 2015",,Paperback,view (with text),/book/show/24681815-hot-little-hands
