,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Joe's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Independence Day        (Frank Bascombe, #2)","Ford, Richard",0099447126,9780099447122,0099447126,464        pp,3.86,"16,129",1995,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maybe closer to a 3.5, but Ford's willingness to take chances--particularly those long passages of Frank's observations which were at times a chore toMaybe closer to a 3.5, but Ford's willingness to take chances--particularly those long passages of Frank's observations which were at times a chore to slog through--to service his larger thematic concerns pushed me to a four. That, and the last 100 or so pages are spectacular....more",Notes are private!,0,0,1,"Dec 28, 2014","Jan 04, 2015","Dec 28, 2014",,Paperback,view (with text),/book/show/12374.Independence_Day
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sportswriter        (Frank Bascombe, #1)","Ford, Richard",0394743253,9780394743257,0394743253,375        pp,3.69,"19,049",Mar 1986,"Feb 12, 1986",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Maybe it's sad, but this is really the first piece of fiction I've ever reader (with maybe the exception of a few Edgar Allan Poe st**spoiler alert** Maybe it's sad, but this is really the first piece of fiction I've ever reader (with maybe the exception of a few Edgar Allan Poe stories) told by a narrator I actually found unreliable. Lots of times, people will say the narrator of a book is unreliable because it makes a book seem more complicated (there's more to it than just surface--the narrator is so unreliable), but usually people just mean the narrator espouses a different view of life, one with which the reader may not entirely agree. That's not the same thing as an unreliable narrator. ""The Sportswriter,"" on the other hand, seems entirely predicated on the fact Frank Bascombe is full of shit and much of the novel's power comes in measuring the distance between Frank's perceptions and what's actually happening to him. For instance, I love the scene where Frank goes to the police after Watler's suicide and the cop on duty is kind of grinning and Frank's convinced it's because the cops have been joking around but it's clearly because the cop thinks Frank was Walter's lover (this is early '80s New Jersey after all). One thing I find odd is how many s of the book refer to Frank as a descent man or some semblance of that line. That seems a total misreading of the novel, because Frank is a real shitbird--as self-absorbed and oblivious as the suburbs he professes to love. Granted, much of Frank's ""dreaminess"" results from the death of his son, but Frank deals with his loss in the most self-serving ways possible. I thought this the first time I read this book, about ten years ago, but I'd heard so many people--people whose opinion I trusted--speak of Bascbome in such glowing terms I thought I was wrong. Then recently I heard Ford talking on the Diane Riem show (I endured her head-up-the-ass brand of upper Northwest nonsense for the entire hour--that's how much I like Richard Ford) saying something like (and I'm paraphrasing), If I ever find myself agreeing with anything Frank Bascombe says, I've failed. That's basically how I feel about him, too, and it's amazing that Ford can pull it off. I will say there is not a lot of forward motion in the novel, and while I like Frank's digressions, there are probably 75 pages worth of material Ford would've been smart to cut. ...more",Notes are private!,0,0,1,not set,"Dec 22, 2014","Dec 22, 2014",,Paperback,view (with text),/book/show/40722.The_Sportswriter
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Steve Jobs,"Isaacson, Walter*",1451648537,9781451648539,1451648537,630        pp,4.16,"1,246,260","Oct 01, 2011","Oct 24, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While I generally enjoyed this, the book is a mile wide and an inch deep. It's incredibly readable, but just about every event in Jobs' life is given While I generally enjoyed this, the book is a mile wide and an inch deep. It's incredibly readable, but just about every event in Jobs' life is given equal weight so few moments stand out. Also, because this book is obviously about Jobs, we don't get enough sense of the growth of Apple--sure, it has an amazing IPO, but we don't really see the physical growth of a company that started in a garage to using huge Chinese factories to mass produce products. All of that said, Issacson provides valuable insights into what made Jobs so successful, particularly emphasizing that he was one of the few people in the tech industry to consider the importance of the liberal arts, a concern that profoundly influenced the look and functionality of many Apple products. In addition, Issacson doesn't depict Jobs as a saint--he clearly illustrates his tendency, often needless, to be an asshole--though he also clearly revers him. One thing I will say is that the book gave me more respect for Apple's closed design of products. Granted, that made more sense in 1984 when there wasn't much of a consumer software market, but that is the tradition out of which Jobs grew, and even today I can appreciate his desire to produce a ready-to-go product, particularly given how glitchy Windows still is. ...more",Notes are private!,0,0,1,"Nov 12, 2014","Dec 13, 2014","Nov 12, 2014",,Hardcover,view (with text),/book/show/11084145-steve-jobs
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing to Be Frightened Of,"Barnes, Julian",0307269639,9780307269638,0307269639,243        pp,3.81,"4,628","Sep 02, 2008","Sep 02, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yes, it's a book about death, but it's also a book about writing, and memory, and family, and art, and identity, and probably a few other ands than I'Yes, it's a book about death, but it's also a book about writing, and memory, and family, and art, and identity, and probably a few other ands than I'm missing. It's also amazingly funny, which is pretty amazing given that really, in the end, it IS a book about death. ...more",Notes are private!,0,2,1,"Oct 13, 2014","Nov 07, 2014","Oct 13, 2014",,Hardcover,view (with text),/book/show/2982466-nothing-to-be-frightened-of
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Wild,"Krakauer, Jon*",0385486804,9780385486804,0385486804,203        pp,4.01,"1,090,217","Jan 13, 1996","Feb 01, 1997",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kudos to Krakauer for keeping me reading given how much I disliked the subject of his book. Yes, it's awful what happened to Chris Mccandles, but despKudos to Krakauer for keeping me reading given how much I disliked the subject of his book. Yes, it's awful what happened to Chris Mccandles, but despite the author's intentions to the contrary, the kid still comes off like every other pain in the ass know it all hacky-sacker I've met who possessed the totally unacknowledged privilege to decide to pretend to escape their (ultimately inescapable) safety nets. The problem with Mccandles wasn't that he didn't properly respect the land (as many who objected to his expedition claim), though there's a bit of that, too. The simple issue with him is that this is someone who, given being born at a certain time, of a certain race, to certain parents of a certain socio-economic class, never had to actually worry about failure--even when the potential for it is acknowledged as he begins his journey it seems perfunctory, the type of thing the kind of Thorouian guy he is choosing to cast himself as is obligated to say. Now granted, perhaps the shackles of that existence are what drove him to such extremes, but was creating a thoroughly manufactured nomadic existence really bringing him closer to some type of natural reality? Is that a more noble or more thrilling existence then taking the fruits of his privilege (including a $25,000 trust fund that he just gave away), and actually working for the betterment of something? Still, I should also say Krakauer is a hell of a writer. I disagree with almost every single defense he provides of his subject, but his investigation into Mccandles and others who have gone into the wild, including himself, give this book an impressive, and effective, scope. This book isn't only about the man at the center of it, but very much about the pull nature has always had on a certain kind of American man. Situating Mccandles in that context made the book infinitely more engaging than it might have been. ...more",Notes are private!,0,0,1,not set,"Oct 10, 2014","Oct 10, 2014",,Paperback,view (with text),/book/show/1845.Into_the_Wild
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Telegraph Avenue,"Chabon, Michael",0061493341,9780061493348,0061493341,465        pp,3.39,"21,287","Sep 11, 2012","Sep 11, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I finished this about two months ago, and I didn't care enough about it to write a . And now, two months later, that still sums up my feelings aI finished this about two months ago, and I didn't care enough about it to write a . And now, two months later, that still sums up my feelings about the novel--I just didn't care. I didn't care about the characters, their predicaments, their relationship to each other, the place where they lived or what might happen to it. That might be because I got the sense the author didn't really care if I cared. We're just kind of dropped into these fairly boring characters' fairly boring lives and then watch for 500 pages as the author pushes them around trying to get them into trouble that we care about enough to finish the book. I think the issue is that Chabon, really for the first time in all of his books, confused quirkiness with characterization. Granted, all of his characters are idiosyncratic--Grady Tripp's shenanigans, James Leer's obsession with Hollywood suicides, Joe Kavalier's fascination with magic--but in each of those characters there's something running deeper, the quirks manifestations of some shit going on in their heads and in their lives (failure, depression, drug addiction, etc.). Here, in the middle class middle brow realm of Telegraph Avenue, these people are so strangely okay with themselves that there's not much running under their surface interests--mid-wifing, record collecting, band playing, screenwriting. These people are simply what they are. What's the point in reading a novel like that?...more",Notes are private!,0,0,1,not set,"Jul 26, 2014","Oct 10, 2014",,Hardcover,view (with text),/book/show/10756240-telegraph-avenue
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,God Bless America: Stories,"Almond, Steve*",0984592237,9780984592234,0984592237,211        pp,3.88,322,"Oct 01, 2011","Oct 25, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There's a lot going for this collection--Almond's capacity to make us sympathize with the sort of characters you'd wish to the phantom zone if you unlThere's a lot going for this collection--Almond's capacity to make us sympathize with the sort of characters you'd wish to the phantom zone if you unluckily happened on them in real life; his willingness to get those characters into all kinds of trouble, and to do so quickly; the humor. However, the most appealing aspect of ""God Bless America"" is that even though it is, in a manner of speaking, a collection of stories about ""the way we live now,"" Almond doesn't beat us over the head with his ideas about society. All of that stuff comes out--the fall out of unending war, the blinding capacity of ambition, the human love of obliviousness--through the characters and their situations. In some ways it's a nice antidote to Saunder's ""Tenth of December,"" the stories in which were so thesis-forward that it often read as a treatise on ""what's wrong with the world."" ...more",Notes are private!,0,0,1,not set,"Jun 26, 2014","Jun 26, 2014",,Paperback,view (with text),/book/show/11034170-god-bless-america
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Violet Hour,"Hill, Katherine*",1476710325,9781476710327,1476710325,354        pp,3.02,842,"Jul 01, 2013","Jul 16, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 20, 2014","Jun 25, 2014",,Hardcover,view,/book/show/16130627-the-violet-hour
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everybody's Irish,"Stansel, Ian*",,,,228        pp,4.37,27,"Jan 01, 2013","Nov 01, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What an amazingly rewarding collection. The nine stories in Stansel's first book are enough to remind people why they liked serious, classically strucWhat an amazingly rewarding collection. The nine stories in Stansel's first book are enough to remind people why they liked serious, classically structured stories in the first place. That's not to say the book lacks surprises--there are plenty of those, too, but they rise from the organic twists and turns of strongly rendered characters which run the gamut from young hippies in the rural Illinois of the '60s to a lonely, forty-something hostel owner in Houston in the present day. All of the main characters are enduring the quiet tumults of everyday life, though some are in more of a jam than others. Stansel uses those opportunities to artfully explore some of our most basic concerns as people--what do we do when we don't have enough money, how does that affect out relationships with others, why do some people fit in and others not, why are some drawn to cities and others to towns. The author's insight into these and others questions are worth the price of admission alone. ...more",Notes are private!,0,2,1,not set,"May 30, 2014","May 30, 2014",,Paperback,view (with text),/book/show/18285566-everybody-s-irish
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Days,"Evenson, Brian",0980226007,9780980226003,0980226007,201        pp,3.75,"5,535","Feb 01, 2009","Feb 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another of the many books illustrating the need for half stars; I liked it but I didn't really like it. The biggest thing going for Last Days was the Another of the many books illustrating the need for half stars; I liked it but I didn't really like it. The biggest thing going for Last Days was the atmosphere; it's actually one of the creepiest books I've ever read. Maybe that's because I find amputation so disturbing--then again, who doesn't?--and the novel really taps into that deep seeded fear about the partial death we experience when lose little bits of ourselves. Also, Evenson clearly understands and effectively conveys how religious devotion can drive people to actions that seem bonkers to the uninitiated; he even draws some interesting parallels between that inclination and the lengths to which some will go in the name of basic human curiosity. On other hand, the biggest drawback of the novel was the narrator who was far too much of a blank slate, definitely more so than the narrators in the Dasheill Hammett novels on which he seems to be based. It's fine to not get the narrator's back story, I actually kind of like that, but we get so little of his thought process, his personality, it was hard at times to maintain interest in the story beyond the plot (which is admittedly very well executed). Granted, we never get any of the Continental Op's home life, but we have a sense of of his point of view, what drives him, etc. Now, given the general pulp feel of the novel, some might say the characterization of the narrator is beyond the point, but there's too much other interesting stuff going on for me to buy the author was simply trying to write a smash'em up crime book. All of that said, there are definitely scenes that have stuck with me, and like I said, any book that can still unsettle me in 2014 is pretty impressive on some level. ...more",Notes are private!,0,0,1,not set,"May 21, 2014","May 30, 2014",,Paperback,view (with text),/book/show/4309446-last-days
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wizard of Menlo Park,"Stross, Randall E.",5551605108,,,unknown,3.62,"1,097",2007,"Mar 13, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Though Stross is a technology writer, this book focuses not so much on Edison's career as an inventor but on his celebrity and the effort ""The Wizard Though Stross is a technology writer, this book focuses not so much on Edison's career as an inventor but on his celebrity and the effort ""The Wizard of Menlo Park"" put into managing his image; if we believe Stross, Edison spent more time maintaining his persona than he spent inventing, a problem that led to a wealth of failed or incomplete creations. In fact, this belief is a major drawback of the book. Stross diminishes a number of Edison's accomplishments based largely on the fact that a significant percentage of his creations never made money or failed all together. However, this is often the case with inventions. You invent forty or fifty things in the hopes that one has a life or that something will grow out of a less effective device; this seems like something a writer familiar with technology should know. In addition, Stross attributes Edison's fame more to his ability to work the press than the fact he ran the labs that invented the phonograph, and the electric light and a system to power it. Granted, Edison did work closely with his associates and likely took credit for their work in his many patent applications, but to ignore the fact that Edison directed much of this work is to ignore how R and D occurs. Edison was certainly no saint, but this book seems more intended to present a contrary take on a much revered figure than an accurate representation of a complex historical figure. ...more",Notes are private!,0,1,1,not set,"May 13, 2014","May 12, 2014",,ebook,view (with text),/book/show/16421105-the-wizard-of-menlo-park
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thanks and Sorry and Good Luck: Rejection Letters from the Eyeshot Outbox,"Klein, Lee",0988994526,9780988994522,0988994526,224        pp,4.40,43,"Mar 04, 2014","Mar 04, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was leery of the project when Barrelhouse first started discussing it. A book of rejection letters seemed insular at best (in that it would appeal tI was leery of the project when Barrelhouse first started discussing it. A book of rejection letters seemed insular at best (in that it would appeal to a specific [and small] group of readers) and mean-spirited at worst (writers spend enough time dealing with rejection; do we really want to rub their noses in it more?). Of course, that was before I read the manuscript. What's amazing about Lee's book is not only how supportive and hopeful it is on almost every page, but also that the arrangement and progression of the letters make ""Thanks and Sorry and Good Luck"" something close to a page-turner. The evolution of Lee's capacity to entertainingly explain what makes a story a story and what separates a great one from an okay one drives the book as much as the great information on craft. ...more",Notes are private!,0,2,1,not set,"Apr 18, 2014","Apr 19, 2014",,Paperback,view (with text),/book/show/20706229-thanks-and-sorry-and-good-luck
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Start Me Talkin',"Williams, Tom*",0988480441,9780988480445,0988480441,220        pp,4.33,60,"Feb 10, 2014","Feb 10, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A good read, in the truest sense of the words. Tom does some great things in this book as he subtly investigates the intersection of race, identity, aA good read, in the truest sense of the words. Tom does some great things in this book as he subtly investigates the intersection of race, identity, and culture while also exploring the sacrifices one must make after deciding to live as a professional musician. If that sounds academic, it's my fault, because ""Don't Start Me Talking"" is anything but; at heart, it's a road book, with a drive that suffuses the narrative even as it touches on weighty topics. ...more",Notes are private!,0,1,1,not set,"Apr 17, 2014","Apr 17, 2014",,Paperback,view (with text),/book/show/17260036-don-t-start-me-talkin
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sensualist,"Torday, Daniel*",0983658544,9780983658542,0983658544,177        pp,4.01,139,"Jan 01, 2012",2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some incredibly strong scenes, and a number of well-rendered moments, but the number of secondary characters and the large span of time covered by sucSome incredibly strong scenes, and a number of well-rendered moments, but the number of secondary characters and the large span of time covered by such a short work made it all feel pretty diffuse. It's personal, but I expect a certain tightness in novellas, a drive of some sort, and that was lacking here. That said, there's a lot of good stuff about how frustrating the trappings of youth are, especially when you're cognizant that those trappings will be gone in a matter of months. ...more",Notes are private!,0,0,1,not set,not set,"Mar 12, 2014",,Paperback,view (with text),/book/show/13573847-the-sensualist
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dealers of Lightning: Xerox PARC and the Dawn of the Computer Age,"Hiltzik, Michael A.",0887309895,9780887309892,0887309895,480        pp,4.13,"2,265","Apr 05, 2000","Apr 05, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fascinating account of the invention of the personal computer at a Xerox research facility in the 1970s. Hiltzik's book explains how over the courseA fascinating account of the invention of the personal computer at a Xerox research facility in the 1970s. Hiltzik's book explains how over the course of ten years some of the world's foremost computer scientists invented almost every feature that we have come to associate with personal computing--overlapping windows, ""what you see is what you get"" word processing, the desktop, high speed printing, connection to an Ethernet, point and click technology, the ubiquity of the mouse, and the use of icons as opposed to coding. What's most fascinating is how Hiltzik details the creative process that led to these inventions, specifically how so many of them built off each other and the spirit of competition within the lab that resulted in great leaps forward. While the author is occasionally too worshipful of his subjects, it's not hard to see why with the cast of characters he has to work with. Heavily featured in the book are Bob Taylor (the man who ran the department of the Pentagon that literally invented the Internet), and Alan Kay (a research scientist whose dissertation anticipated by more than 30 years the hand held computer technology that Apple would bring to fruition with its Ipad), two of the most important individuals in the history of personal computing. While it may sound as though this book is written exclusively for those with an interest in or knowledge of computers, that is not the case. Much of the book explores the tensions between Xerox's corporate headquarters and PARC management in addition to the rivalries between and among the departments at PARC. What's more, I have an incredibly rudimentary understanding of technology and almost every aspect of this book made sense to me (with the exception of object oriented programming--I'm still not sure what that is or why it's important and I've done further reading on it). This is a good book for anyone interested in notions of creativity and invention. ...more",Notes are private!,0,1,1,not set,"Mar 03, 2014","Mar 03, 2014",,Paperback,view (with text),/book/show/1101290.Dealers_of_Lightning
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleven Kinds of Loneliness,"Yates, Richard",0679722211,9780679722212,0679722211,230        pp,4.05,"6,418",1962,"Jan 01, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Question: how has it taken me 36 years to get to Richard Yates? I don't really have an answer to that, but it's not necessarily a bad thing; many of tQuestion: how has it taken me 36 years to get to Richard Yates? I don't really have an answer to that, but it's not necessarily a bad thing; many of the stories in this collection feature lower middle class dudes that became middle-middle class dudes and who are now starting to fall apart in their early middle years. I can appreciate that now more than I could have five years ago. Also, unlike most story collections, where the sameiness of the material and lack of structure can make them a chore to get through in one sitting, Eleven Kinds pulled me on in the way a good, short novel can pull me on. In ways (and I know other have said this, but that doesn't make it any less true), the collection reminded me of Dubliners in that the stories work well together, building certain thematic lines throughout. It's hard to write about what makes writers great, and to call one ""honest"" (what the fuck does that even mean?) is such a cliche, but Yates may well be the most honest author I've ever read. His absolutely uncanny insight into what makes an outcast an outcast, and his clear-eyed examination of why people continue on in clearly fucked up, heartbreaking situations is as unsettling as it is comforting. ...more",Notes are private!,0,1,1,not set,"Feb 13, 2014","Feb 13, 2014",,Paperback,view (with text),/book/show/114475.Eleven_Kinds_of_Loneliness
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The French Lieutenant’s Woman,"Fowles, John",0099478331,9780099478331,0099478331,470        pp,3.88,"52,961","Nov 10, 1969",2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A self-consciously postmodern novel set in Victorian England, which makes sense; has there been any other era during which the tension between surfaceA self-consciously postmodern novel set in Victorian England, which makes sense; has there been any other era during which the tension between surface identity and inner-self caused more sublimated anxiety (if only the Victorians had realized it's surface all the way down)? I generally enjoyed it. Fowles has smart things to say about identity, gender, and how desire gets mixed up in all of those things. There are a few drawbacks, though, the first and most annoying, was some serious repetition: if Charles went to the cliffs one more time I was going to scream. The other issue, and this is much more subtle, and I suspect hard to avoid in a novel of this sort, was that the book often felt bifurcated. What I mean is when the romantic plot really gets rolling, TFLW losses much of its intellectual heft. I think that's because so much of the insight in the novel comes from the omniscient third person narrator. That delving into the characters' motivations and concerns is so engaging, that when he turns the story over to the characters' actions, I tended to miss the insight. ...more",Notes are private!,0,0,1,not set,not set,"Feb 04, 2014",,Paperback,view (with text),/book/show/56034.The_French_Lieutenant_s_Woman
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dangerous Laughter,"Millhauser, Steven",0307267563,9780307267566,0307267563,244        pp,3.82,"2,297","Feb 12, 2008","Feb 12, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Generally good, but many of the stories were so samey in concept that they became predictable. An odd occurrence or trend is documented (a person putsGenerally good, but many of the stories were so samey in concept that they became predictable. An odd occurrence or trend is documented (a person puts a dome over his house and it becomes a craze) and Millhauser then pushes that tread to an extreme (a dome is built to encompass the entire globe). At times it felt like he was writing stories based on a predetermined schematic rather than to explore characters or ideas. Still a few of the stories stood out because they avoided this template, which got me through the collection. ...more",Notes are private!,0,0,1,not set,"Jun 11, 2013","Jun 12, 2013",,Hardcover,view (with text),/book/show/1540810.Dangerous_Laughter
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Both Ways Is the Only Way I Want It,"Meloy, Maile*",159448869X,9781594488696,159448869X,240        pp,3.83,"6,203","Jul 09, 2009","Jul 09, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Strong stories. The ghost of Carver looms large here. Meloy's economy of language, her ability to characterize with a few deft strokes, is impressive.Strong stories. The ghost of Carver looms large here. Meloy's economy of language, her ability to characterize with a few deft strokes, is impressive. Plus, I'm always amazed when a writer can write so well in the POV of the other gender. Most of the stories here are about men, and Meloy totally inhabits their interiors....more",Notes are private!,0,0,1,not set,"Apr 27, 2013","Apr 28, 2013",,Hardcover,view (with text),/book/show/5948644-both-ways-is-the-only-way-i-want-it
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Fielding,"Harbach, Chad*",0316126691,9780316126694,0316126691,512        pp,3.99,"112,997","Sep 07, 2011","Sep 07, 2011",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I felt one instance of pure emotion reading this: my heart totally broke when the narrator cited Rick Ankiel as an example of abject baseball failure.I felt one instance of pure emotion reading this: my heart totally broke when the narrator cited Rick Ankiel as an example of abject baseball failure. I fucking love Rick Ankiel. Aside from that (and maybe including it) the novel is truly awful. Talk about an instance of reach exceeding grasp. Harbach just doesn't have the chops for five distinct perspectives, all of which seemed cliched and fake in their own ways. What's more, I haven't read a published author more obsessed with making sure the reader gets it. A paraphrase: ""Pella thought to herself, was she washing the dishes because she was angry?"" That's exactly the kind of telling statement that gets laughed out of undergraduate workshops. Worse still, Harbach has the audacity to reference Herman Melville and Moby Dick throughout, as if this book is somehow on par with them, or even exploring the same territory. It's not. There's no through line. He jumps from idea to idea to idea with no in depth exploration of any. He throws in unnatural, unbelievable plot twists without bothering to foreshadow them, and the character of Owen is just east of offensive. Absolutely one of the worst books I've ever read....more",Notes are private!,0,0,1,not set,"Apr 21, 2013","Apr 25, 2013",,Hardcover,view (with text),/book/show/10996342-the-art-of-fielding
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Good Man Is Hard to Find and Other Stories,"O'Connor, Flannery",0151365040,9780151365043,0151365040,252        pp,4.18,"45,721",1955,"Oct 15, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 10, 2013","Apr 28, 2013","Feb 10, 2013",,Hardcover,view,/book/show/48464.A_Good_Man_Is_Hard_to_Find_and_Other_Stories
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenth of December,"Saunders, George",0812993802,9780812993806,0812993802,251        pp,3.98,"74,490","Jan 03, 2013","Jan 08, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While I generally liked this, too many of the stories were more interested in conveying ideas and exploring odd situations than they were in exploringWhile I generally liked this, too many of the stories were more interested in conveying ideas and exploring odd situations than they were in exploring characters. Not that there's anything wrong with that, necessarily, but in this case, the stories had a somewhat contrived tone and there was a coldness to the book, which is odd considering so many of its underlying themes emphasized the importance of caring for others. That said, when Saunders transcends those trappings, he really transcends them. Examples of where he does that in this book are Escape from Spiderhead and the eponymous story. ...more",Notes are private!,0,0,1,not set,"Feb 09, 2013","Feb 09, 2013",,Hardcover,view (with text),/book/show/13641208-tenth-of-december
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing Right,"Nelson, Antonya",1596915749,9781596915749,1596915749,304        pp,3.85,464,"Feb 03, 2009","Feb 03, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Incredibly well-rendered glimpses into a few hurt (and a couple of damaged) people. Some wonderful insights into relationships, too. A number of the sIncredibly well-rendered glimpses into a few hurt (and a couple of damaged) people. Some wonderful insights into relationships, too. A number of the stories could've been a shade shorter, but the best ones (Biodegradable, Shauntrelle, and Or Else) are just about perfect, throwing us into the lives of people on the cusp of profound change....more",Notes are private!,0,0,1,"Jan 16, 2013","Jan 28, 2013","Jan 16, 2013",,Hardcover,view (with text),/book/show/5179145-nothing-right
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,NowTrends,"Greenfeld, Karl Taro*",0982530153,9780982530153,0982530153,352        pp,4.29,21,"Nov 01, 2011","Nov 01, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 20, 2012","Jan 02, 2013","Dec 20, 2012",,Paperback,view,/book/show/13042343-nowtrends
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Martin Dressler: The Tale of an American Dreamer,"Millhauser, Steven",0679781277,9780679781271,0679781277,293        pp,3.56,"10,176","Mar 25, 1996","Mar 25, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was almost three stars, but Millhauser's willingness to take chances, and the strength of the last two chapters bumped it up to four. I really liThis was almost three stars, but Millhauser's willingness to take chances, and the strength of the last two chapters bumped it up to four. I really like how the novel starts as realistic, turn of the century Bildungsroman but transitions to something much more surreal. The lengthy, detailed descriptions of Dressler's hotels can be a slog, but they are necessary for the themes the novel explores (but that doesn't make them any easier to read). Also, Dressler's marriage is far too quickly entered into and the reasons for it are a little vague, as are Martin's reasons for choosing Caroline over Emmaline (the reason Martin gives for this toward the end isn't really something the reader could've discerned on his own). All of that said, the novel's exploration of the drawbacks of ambition and modernity, as well as its evocative rendering of turn of the century NY makes it a solid read. ...more",Notes are private!,0,0,1,"Dec 18, 2012","Dec 20, 2012","Dec 18, 2012",,Paperback,view (with text),/book/show/146219.Martin_Dressler
