,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Erik's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East Central Europe Between the Two World Wars [History of East Central Europe Vol. IX],"Rothschild, Joseph",0295953578,9780295953571,0295953578,438        pp,3.84,31,"Dec 01, 1974","Dec 01, 1974",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2017",,Paperback,view,/book/show/12402.East_Central_Europe_Between_the_Two_World_Wars_History_of_East_Central_Europe_Vol_IX_
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Europe Between the Wars,"Martin, Kitchen",0582494095,9780582494091,0582494095,360        pp,3.67,52,1988,"Jan 01, 1988",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 18, 2017","Mar 21, 2017","Mar 18, 2017",,Paperback,view,/book/show/2441263.Europe_Between_the_Wars
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dubliners,"Joyce, James",,,,368        pp,3.84,"156,204","Jun 15, 1914","Feb 03, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 20, 2017",Sep 2017,"Mar 14, 2017",,Paperback,view,/book/show/23291.Dubliners
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Knots and Crosses        (Inspector Rebus, #1)","Rankin, Ian*",1407234986,9781407234984,1407234986,226        pp,3.81,"52,950",1987,2011,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***2.5 stars***,Notes are private!,0,0,1,"Sep 14, 2017","Sep 24, 2017","Mar 14, 2017",,Paperback,view (with text),/book/show/23201749-knots-and-crosses
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Agent,"Conrad, Joseph",0141441585,9780141441580,0141441585,269        pp,3.59,"22,737",1907,"Sep 25, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 15, 2017","Apr 24, 2017","Mar 14, 2017",,Paperback,view,/book/show/874774.The_Secret_Agent
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trainspotting,"Welsh, Irvine",,,,344        pp,4.10,"167,168",1993,2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***3.5 stars***,Notes are private!,0,0,1,Jul 2017,"Jul 10, 2017","Mar 14, 2017",,Paperback,view (with text),/book/show/8174355-trainspotting
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Julius Caesar,"Shakespeare, William",0140714227,9780140714227,0140714227,144        pp,3.70,"203,912",1599,"Jan 01, 1960",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2017","Aug 06, 2017","Mar 14, 2017",,Paperback,view,/book/show/592174.Julius_Caesar
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sunset Song        (Canons),"Gibbon, Lewis Grassic",1841957569,9781841957562,1841957569,275        pp,4.01,"4,965",1932,"Mar 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2017",,Paperback,view,/book/show/1203811.Sunset_Song
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tunnel,"Gass, William H.",1564782131,9781564782137,1564782131,652        pp,4.03,"1,751","Feb 21, 1995","Apr 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***3.5 stars***,Notes are private!,0,0,1,"May 19, 2017","Jun 23, 2017","Mar 14, 2017",,Paperback,view (with text),/book/show/156182.The_Tunnel
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Road Between the Wars,"Goldston, Robert C.",0449242943,9780449242940,0449242943,256        pp,3.73,11,"Jan 01, 1978","Jul 12, 1981",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"***4.5 stars***Like butter. A quick, well-written, American-focused  of what went wrong. (N.B.: A lot went wrong.)",Notes are private!,0,1,1,"Mar 10, 2017","Mar 14, 2017","Mar 10, 2017",,Mass Market Paperback,view (with text),/book/show/199907.Road_Between_the_Wars
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Sea Used Be,"Bass, Rick",0395770157,9780395770153,0395770157,445        pp,3.96,359,1998,"Jan 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Apr 2017,"Apr 12, 2017","Mar 07, 2017",,Hardcover,view,/book/show/1098026.Where_the_Sea_Used_Be
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Founding Faith: Providence, Politics, and the Birth of Religious Freedom in America","Waldman, Steven",1400064376,9781400064373,1400064376,304        pp,4.07,844,"Jan 01, 2008","Mar 11, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2017",,Hardcover,view,/book/show/2862245-founding-faith
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Walk Around the Lakes,"Davies, Hunter",0099504804,9780099504801,0099504804,352        pp,3.83,53,1979,"Jan 01, 1988",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Sep 2017,"Sep 07, 2017","Feb 15, 2017",,Paperback,view,/book/show/22041446-a-walk-around-the-lakes
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Macbeth,"Shakespeare, William",0743477103,9780743477109,0743477103,249        pp,3.90,"897,718",1606,"Jul 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2017","Apr 14, 2017","Feb 15, 2017",,Mass Market Paperback,view,/book/show/8852.Macbeth
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romeo and Juliet,"Shakespeare, William",,,0743477111,281        pp,3.74,"2,603,585",1597,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2017",,Mass Market Paperback,view,/book/show/18135.Romeo_and_Juliet
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Faust: Part One,"Goethe, Johann Wolfgang von",019953621X,9780199536214,019953621X,176        pp,3.85,"75,993",1808,"Jul 15, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 17, 2017","Oct 23, 2017","Feb 04, 2017",,Paperback,view,/book/show/3936871-faust
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Love Story Is a Ghost Story: A Life of David Foster Wallace,"Max, D.T.*",0670025925,9780670025923,0670025925,356        pp,3.75,"9,378","Aug 30, 2012","Aug 30, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Feb 15, 2017Feb 15, 2017","Feb 19, 2017Feb 18, 2017","Feb 04, 2017",,Hardcover,view,/book/show/13589124-every-love-story-is-a-ghost-story
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Party of One: The Loner's Manifesto,"Rufus, Anneli",1569245134,9781569245132,1569245134,286        pp,3.70,"3,070","Jan 06, 2003","Jan 07, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2017",,Paperback,view,/book/show/56478.Party_of_One
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Metamorphoses,Ovid,014044789X,9780140447897,014044789X,723        pp,4.09,"71,278",8,"Aug 03, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Feb 2017,"Feb 24, 2017","Feb 01, 2017",,Paperback,view,/book/show/1715.Metamorphoses
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Omnivore's Dilemma: A Natural History of Four Meals,"Pollan, Michael*",1594200823,9781594200823,1594200823,450        pp,4.18,"204,121","Apr 11, 2006","Apr 11, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2016",,Hardcover,view,/book/show/3109.The_Omnivore_s_Dilemma
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disgrace,"Coetzee, J.M.",,,,220        pp,3.85,"106,333",1999,2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 29, 2018","May 04, 2018","Nov 26, 2016",,Paperback,view,/book/show/409449.Disgrace
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What's the Matter with Kansas? How Conservatives Won the Heart of America,"Frank, Thomas",080507774X,9780805077742,080507774X,332        pp,3.85,"12,419","Jan 01, 2004","May 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 10, 2016","Dec 16, 2016","Nov 22, 2016",,Paperback,view,/book/show/54666.What_s_the_Matter_with_Kansas_How_Conservatives_Won_the_Heart_of_America
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Culture Wars: The Struggle To Define America,"Hunter, James Davison",0465015344,9780465015344,0465015344,416        pp,3.75,195,1991,"Oct 14, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An important, balanced, well-written, and, indeed, timeless book about the culture wars. I recommend it to anyone trying to figure out what the hell jAn important, balanced, well-written, and, indeed, timeless book about the culture wars. I recommend it to anyone trying to figure out what the hell just happened in America. ...more",Notes are private!,0,0,1,"Dec 03, 2016","Dec 10, 2016","Nov 22, 2016",,Paperback,view (with text),/book/show/271789.Culture_Wars
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Soldier,"Ford, Ford Madox",0679722181,9780679722182,0679722181,304        pp,3.68,"26,712","Mar 17, 1915","Mar 13, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***4.5 stars***,Notes are private!,0,0,1,"Dec 27, 2016","Jan 02, 2017","Nov 22, 2016",,Paperback,view (with text),/book/show/818347.The_Good_Soldier
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Looming Tower: Al-Qaeda and the Road to 9/11,"Wright, Lawrence*",037541486X,9780375414862,037541486X,469        pp,4.35,"32,613",2006,"Aug 08, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***4.5 stars***,Notes are private!,0,0,1,"Dec 17, 2016","Dec 23, 2016","Nov 22, 2016",,Hardcover,view (with text),/book/show/110890.The_Looming_Tower
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ecstasy of Influence: Nonfictions, Etc.","Lethem, Jonathan",0385534957,9780385534956,0385534957,464        pp,3.62,"1,126","Nov 08, 2011","Nov 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2016",,Hardcover,view,/book/show/10770576-the-ecstasy-of-influence
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Live Safely in a Science Fictional Universe,"Yu, Charles*",0307739457,9780307739452,0307739457,239        pp,3.45,"18,419","Jul 23, 2010","Jun 28, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 28, 2017",Feb 2017,"Nov 20, 2016",,Paperback,view,/book/show/9902193-how-to-live-safely-in-a-science-fictional-universe
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Luminaries,"Catton, Eleanor",0316074314,9780316074315,0316074314,848        pp,3.74,"80,396","Aug 24, 2013","Oct 15, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An 800+-page, literary-fiction, murder-mystery, page-turner.",Notes are private!,0,0,1,Feb 2019,"Feb 15, 2019","Oct 13, 2016",,Hardcover,view (with text),/book/show/17333230-the-luminaries
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thousand Autumns of Jacob de Zoet,"Mitchell, David",1400065453,9781400065455,1400065453,479        pp,4.02,"64,197","May 13, 2010","Jun 29, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***3.5 stars***,Notes are private!,0,0,1,"Oct 10, 2016","Oct 28, 2016","Sep 27, 2016",,Hardcover,view (with text),/book/show/7141642-the-thousand-autumns-of-jacob-de-zoet
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the President's Men,"Bernstein, Carl",0613044541,9780613044547,0613044541,unknown,4.17,"54,682","Jun 05, 1974","Jun 16, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 02, 2016","Oct 09, 2016","Sep 27, 2016",,Library Binding,view,/book/show/1114732.All_the_President_s_Men
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paper: Paging Through History,"Kurlansky, Mark",0393239616,9780393239614,0393239616,389        pp,3.81,"2,548","May 10, 2016","May 10, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2016",,Hardcover,view,/book/show/25622812-paper
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book: A Cover-to-Cover Exploration of the Most Powerful Object of Our Time,"Houston, Keith*",0393244792,9780393244793,0393244792,428        pp,4.10,"1,033","Aug 22, 2016","Aug 23, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2016",,Hardcover,view,/book/show/26530319-the-book
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hamlet,"Shakespeare, William",0140714057,9780140714050,0140714057,192        pp,4.02,"952,070",1601,1985,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Seems like Shakespeare stole a lot of famous lines for this one.,Notes are private!,0,0,1,"Mar 04, 2017","Mar 08, 2017","Aug 26, 2016",,Mass Market Paperback,view (with text),/book/show/859460.Hamlet
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Othello,"Shakespeare, William",0140714103,9780140714104,0140714103,160        pp,3.89,"389,783",1603,"May 30, 1958",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 26, 2017","Jun 29, 2017","Aug 26, 2016",,Mass Market Paperback,view,/book/show/790322.Othello
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Taming of the Shrew,"Shakespeare, William",0140714251,9780140714258,0140714251,144        pp,3.75,"171,207",1593,1970,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2016",,Paperback,view,/book/show/1064677.The_Taming_of_the_Shrew
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tempest,"Bevington, et al. David",0140714154,9780140714159,0140714154,120        pp,3.79,"209,839",1611,"Jan 30, 1959",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 24, 2017","Apr 26, 2017","Aug 26, 2016",,Paperback,view,/book/show/763585.The_Tempest
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,King Lear,"Shakespeare, William",0140714146,9780140714142,0140714146,176        pp,3.91,"218,875",1605,"Sep 30, 1958",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 22, 2017","Mar 31, 2017","Aug 26, 2016",,Mass Market Paperback,view,/book/show/603258.King_Lear
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Libra,"DeLillo, Don",0451822102,9780451822109,0451822102,464        pp,4.03,"17,769","Aug 15, 1988","Jul 01, 1989",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***3.5 stars***,Notes are private!,0,0,1,"Aug 31, 2016","Sep 16, 2016","Aug 18, 2016",,Mass Market Paperback,view (with text),/book/show/1372375.Libra
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hotel Savoy,"Roth, Joseph",,,,136        pp,3.78,"2,184",1924,2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"***3.5 stars*** Too short and poorly translated (I assume). Otherwise, excellent.",Notes are private!,0,0,1,"Jul 15, 2017","Jul 17, 2017","Aug 18, 2016",,Paperback,view (with text),/book/show/26361191-hotel-savoy
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dispatches,"Herr, Michael",0679735259,9780679735250,0679735259,260        pp,4.22,"19,883",1977,"Aug 06, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 17, 2016","Sep 22, 2016","Aug 16, 2016",,Paperback,view,/book/show/4339.Dispatches
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Case Closed: Lee Harvey Oswald and the Assassination of JFK,"Posner, Gerald*",1400034620,9781400034628,1400034620,640        pp,4.02,"2,032","Aug 31, 1993","Sep 09, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2016","Aug 31, 2016","Aug 16, 2016",,Paperback,view,/book/show/38107.Case_Closed
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grand Design,"Hawking, Stephen",0553805371,9780553805376,0553805371,199        pp,4.06,"73,707","Sep 07, 2010","Sep 07, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2016",,Hardcover,view,/book/show/8520362-the-grand-design
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Carry Me Home: Birmingham, Alabama: The Climactic Battle of the Civil Rights Revolution","McWhorter, Diane",0743217721,9780743217729,0743217721,720        pp,4.20,984,"Mar 15, 2001","Feb 05, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"***3.5 stars***If you're interested--and I mean *really* interested--in Birmingham and the Civil Rights movement, this book is for you. Otherwise, it'***3.5 stars***If you're interested--and I mean *really* interested--in Birmingham and the Civil Rights movement, this book is for you. Otherwise, it's a bit of a slog....more",Notes are private!,0,0,1,"Jun 18, 2016","Jul 10, 2016","May 02, 2016",,Paperback,view (with text),/book/show/214240.Carry_Me_Home
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parting the Waters: Martin Luther King and the Civil Rights Movement 1954-63,"Branch, Taylor",0333529456,9780333529454,0333529456,"1,062        pp",4.35,"9,698","Nov 15, 1988",1990,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Masterful. A must read.,Notes are private!,0,1,1,"Apr 27, 2016","May 18, 2016","Apr 19, 2016",,Paperback,view (with text),/book/show/99199.Parting_the_Waters
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Losing the Race: Self-Sabotage in Black America,"McWhorter, John",0060935936,9780060935931,0060935936,320        pp,3.92,592,"Aug 01, 2000","Jul 31, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"***3.5 stars***Rambles at time, but essential reading.",Notes are private!,0,0,1,"Jul 11, 2016","Jul 19, 2016","Apr 19, 2016",,Paperback,view (with text),/book/show/178558.Losing_the_Race
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pillar of Fire: America in the King Years 1963-65,"Branch, Taylor",0684848090,9780684848099,0684848090,768        pp,4.35,"2,911","Feb 02, 1998","Jan 20, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 19, 2016","Jun 14, 2016","Apr 19, 2016",,Paperback,view,/book/show/79356.Pillar_of_Fire
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghettoside: A True Story of Murder in America,"Leovy, Jill",0385529988,9780385529983,0385529988,366        pp,4.07,"18,908","Jan 27, 2015","Jan 27, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 13, 2016","Nov 19, 2016","Apr 14, 2016",,Hardcover,view,/book/show/13153693-ghettoside
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Noonday Demon: An Atlas of Depression,"Solomon, Andrew",0684854678,9780684854670,0684854678,576        pp,4.20,"14,540",2000,"Apr 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2016",,Paperback,view,/book/show/13932.The_Noonday_Demon
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything Flows,"Grossman, Vasily",1590173287,9781590173282,1590173287,253        pp,4.20,"3,812",1972,"Dec 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***4.5 stars***,Notes are private!,0,1,1,"Apr 08, 2016","Apr 13, 2016","Apr 08, 2016",,Paperback,view (with text),/book/show/6646257-everything-flows
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plot Against America,"Roth, Philip",1400079497,9781400079490,1400079497,391        pp,3.80,"61,150","Oct 05, 2004","Sep 27, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,3,"Jul 31, 2017Jul 26, 2017Jul 27, 2017","Jul 31, 2017Jul 31, 2017Jul 30, 2017","Apr 03, 2016",,Paperback,view,/book/show/703.The_Plot_Against_America
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Angels,"Johnson, Denis",0394759877,9780394759876,0394759877,224        pp,3.96,"4,965",1977,"Aug 28, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 24, 2016",Oct 2016,"Apr 03, 2016",,Paperback,view,/book/show/1384179.Angels
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Immortality,"Kundera, Milan",0060974486,9780060974480,0060974486,345        pp,4.14,"38,697","Jan 12, 1990",1992,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***3.5 stars***,Notes are private!,0,0,1,"Sep 26, 2018","Oct 08, 2018","Apr 03, 2016",,Paperback,view (with text),/book/show/703103.Immortality
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Day Dixie Died: The Battle of Atlanta,"Ecelbarger, Gary L.",031256399X,9780312563998,031256399X,320        pp,3.89,56,"Nov 19, 2010","Nov 23, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 21, 2016","Apr 27, 2016","Mar 21, 2016",,Hardcover,view,/book/show/9520423-the-day-dixie-died
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bone Clocks,"Mitchell, David",,9780812976823,0812976827,624        pp,3.84,"95,736","Sep 02, 2014","Jun 16, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***3.5 stars***,Notes are private!,0,0,1,"Nov 20, 2021","Nov 27, 2021","Mar 21, 2016",,Paperback,view (with text),/book/show/25700986-the-bone-clocks
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Affluent Society,"Galbraith, John Kenneth",0395925002,9780395925003,0395925002,288        pp,3.99,"2,894",1958,"Oct 15, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 21, 2016","Apr 10, 2016","Mar 21, 2016",,Paperback,view,/book/show/934012.The_Affluent_Society
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tin Drum,"Grass, Günter",0547339100,9780547339108,0547339100,592        pp,3.95,"44,060",1959,"Apr 08, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***3.5 stars****,Notes are private!,0,0,1,"Dec 22, 2017","Jan 08, 2018","Feb 11, 2016",,Paperback,view (with text),/book/show/7518571-the-tin-drum
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Culture of the Cold War,"Whitfield, Stephen J.",0801851955,9780801851957,0801851955,288        pp,3.45,166,1990,"May 19, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,***4.5 stars***,Notes are private!,0,0,1,"Feb 11, 2016","Feb 20, 2016","Feb 09, 2016",,Paperback,view (with text),/book/show/1089759.The_Culture_of_the_Cold_War
