,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Serena.. Sery-ously?'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bone People,"Hulme, Keri",0330485415,9780330485418,0330485415,546        pp,4.04,"22,580",1984,"Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2021",,Paperback,view,/book/show/1341074.The_Bone_People
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",,,,213        pp,4.26,"245,130","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2021",,Kindle Edition,view,/book/show/42270835-the-nickel-boys
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Not Your Sidekick        (Sidekick Squad, #1)","Lee, C.B.*",1945053038,9781945053030,1945053038,283        pp,3.88,"8,452","Sep 08, 2016","Sep 08, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La trama è praticamente tutta spoilerata nella quarta di copertina (quindi se voleste leggerlo magari evitate questa trappola!), in più è davvero davvLa trama è praticamente tutta spoilerata nella quarta di copertina (quindi se voleste leggerlo magari evitate questa trappola!), in più è davvero davvero davvero davvero davvero davvero DAVVERO scontato.Per carità, lettura carina (anche se leggere un libro in questo momento che parla di una terza guerra mondiale già avvenuta un po' mi ha messo l'ansietta), però non indispensabile.A me non è mai scoccata la scintilla e anzi, non ho nessuna curiosità per come evolve la storia, anche se l'autrice lascia un bel cliffhanger per il prossimo volume.Popsugar Reading challenge: An #OwnVoices SFF bookAround the year in 52 books: A book that involves alternate reality, alternate worlds, or alternate historyThe 52 books club challenge: A character with superhuman ability...more",Notes are private!,0,1,1,"Feb 28, 2022","Mar 10, 2022","Dec 11, 2021",,Paperback,view (with text),/book/show/29904219-not-your-sidekick
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Counterfeit Viscount,"Hale, Ginn*",,9781935560807,,123        pp,4.09,169,"Oct 16, 2018","Sep 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2021",,ebook,view,/book/show/53795469-the-counterfeit-viscount
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Warrior's Path        (When Women Were Warriors, #1)","Wilson, Catherine M.*",0981563619,9780981563619,0981563619,272        pp,4.04,"7,762","Oct 01, 2008","Oct 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2021",,Paperback,view,/book/show/5312123-the-warrior-s-path
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arminuta,"Di Pietrantonio, Donatella",3956142535,9783956142536,3956142535,224        pp,4.08,"21,068","Feb 14, 2017","Sep 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Dec 03, 2021",,Hardcover,view,/book/show/40118889-arminuta
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Curious History of Sex,"Lister, Kate",,,B07S2CJZCJ,353        pp,4.17,"6,265","Feb 06, 2020","Feb 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2021",,Kindle Edition,view,/book/show/50773748-a-curious-history-of-sex
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Elderly Lady Must Not Be Crossed        (Elderly Lady, #2)","Tursten, Helene",1641291672,9781641291675,1641291672,261        pp,3.88,"9,751","Oct 08, 2020","Oct 05, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Carino, anche se il primo mi è piaciuto molto di più e Maud perde un po'il suo fascino misantropo per un VOLEMOSEBBENE più adatto all'happily ever aftCarino, anche se il primo mi è piaciuto molto di più e Maud perde un po'il suo fascino misantropo per un VOLEMOSEBBENE più adatto all'happily ever after.Però la storia si svolge in Sudafrica, tanta roba ❤️Peccato per la narrazione di Ann Richardson che non mi ha entusiasmato e mi è sembrata molto artefatta....more",Notes are private!,0,2,1,"Nov 20, 2021","Nov 24, 2021","Nov 20, 2021",,Hardcover,view (with text),/book/show/57534442-an-elderly-lady-must-not-be-crossed
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Magpie Murders        (Susan Ryeland, #1)","Horowitz, Anthony*",1409158373,9781409158370,1409158373,464        pp,3.95,"135,221","Oct 06, 2016","Oct 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anthony Horowitz é l'autore di Nonnina, un libro spettacolare che conservo gelosamente nella mia libreria.. sono casualmente incappata in questo libroAnthony Horowitz é l'autore di Nonnina, un libro spettacolare che conservo gelosamente nella mia libreria.. sono casualmente incappata in questo libro e ""l'autore mi ricorda qualcosa, mi sa ho letto altro di suo!""Sono praticamente cascata dalla sedia quando ho scoperto che il mio idolo da bambina aveva scritto altro!!!Sono dunque partita prevenuta - al contrario - e l'ho apprezzato tantissimo! Un romanzo nel romanzo, ma che figata è? La cosa fighissima è quanto l'autore abbia creato un personaggio odiosissimo che però è uno scrittore di un ottimo romanzo con un protagonista super caruccio ...more",Notes are private!,0,6,1,Jul 2022,"Jul 22, 2022","Nov 18, 2021",,Paperback,view (with text),/book/show/32600298-magpie-murders
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blindsighted        (Grant County, #1)","Slaughter, Karin*",0099553058,9780099553052,0099553058,416        pp,4.10,"99,011","May 01, 2001",Sep 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2021",,Paperback,view,/book/show/55355151-blindsighted
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il meraviglioso mago di Oz,"Baum, L. Frank",8867226207,9788867226207,8867226207,256        pp,4.00,"453,215","May 17, 1900","Sep 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2021",,Hardcover,view,/book/show/58606166-il-meraviglioso-mago-di-oz
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il maialino di Natale,"Rowling, J.K.",8831010751,9788831010757,8831010751,320        pp,4.17,"32,779","Oct 12, 2021","Oct 12, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tre quarti delle cose nel Mondo dei Perduti sono mie, praticamente. Tranquille COSE, non siete dimenticate o non volute, vi ritroverò prima o poi ❤️",Notes are private!,0,3,1,"Dec 08, 2023","Dec 17, 2023","Nov 04, 2021",,Hardcover,view (with text),/book/show/59335997-il-maialino-di-natale
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kim Jiyoung, Born 1982","Cho, Nam-Joo",1631496700,9781631496707,1631496700,163        pp,4.17,"142,936","Oct 14, 2016","Apr 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 31, 2021","Nov 08, 2021","Oct 31, 2021",,Hardcover,view,/book/show/46041199-kim-jiyoung-born-1982
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From Here to Eternity: Traveling the World to Find the Good Death,"Doughty, Caitlin",0393356280,9780393356281,0393356280,256        pp,4.30,"40,219","Oct 03, 2017","Oct 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2021",,Paperback,view,/book/show/38212121-from-here-to-eternity
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Don’t Know Me: The Incarcerated Women of York Prison Voice Their Truths,"Lamb, Wally*",1640092382,9781640092389,1640092382,336        pp,4.39,67,unknown,"Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2021",,Hardcover,view,/book/show/43163662-you-don-t-know-me
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vita,"Mazzucco, Melania G.",8806218816,9788806218812,8806218816,472        pp,3.79,"1,598",2003,"Mar 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2021",,Paperback,view,/book/show/21522753-vita
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bridge,"Konigsberg, Bill*",1338325035,9781338325034,1338325035,388        pp,4.00,"2,661","Sep 01, 2020","Sep 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pure caruccio, ma ad un certo punto è sopraggiunta la noia e devo essere sincera, non ho provato empatia né simpatia per nessuno dei due personaggi (fPure caruccio, ma ad un certo punto è sopraggiunta la noia e devo essere sincera, non ho provato empatia né simpatia per nessuno dei due personaggi (forse per Aron nella prima parte).Magistrale al solito la narrazione di Marin Ireland, che forse forse sta diventando la mia narratrice preferita ...more",Notes are private!,0,1,1,"Oct 19, 2021","Oct 31, 2021","Oct 19, 2021",,Hardcover,view (with text),/book/show/49090522-the-bridge
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Outlaws Scarlett and Browne        (The Outlaws Scarlett and Browne, #1)","Stroud, Jonathan*",1406394815,9781406394818,1406394815,400        pp,4.06,"4,569","Apr 01, 2021","Apr 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2021",,Paperback,view,/book/show/49511423-the-outlaws-scarlett-and-browne
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roma di carta. Guida letteraria della città,"Palumbo Mosca, Raffaello",8898447337,9788898447336,8898447337,168        pp,3.89,9,unknown,"Jun 15, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2021",,Paperback,view,/book/show/50094382-roma-di-carta-guida-letteraria-della-citt
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gilgamesh. Il poema epico babilonese e altri testi in accadico e sumerico,Anonymous,8845936104,9788845936104,8845936104,308        pp,3.71,"94,550",-1200,"Oct 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2021",,Paperback,view,/book/show/15907855-gilgamesh-il-poema-epico-babilonese-e-altri-testi-in-accadico-e-sumeric
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diario australiano,"SONEGO, Rodolfo (Cavarzano 1921",8845921719,9788845921711,8845921719,105        pp,3.78,9,2007,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2021",,Paperback,view,/book/show/9669233-diario-australiano
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jezabel,"Némirovsky, Irène",,,,194        pp,3.79,"2,721",1936,"Apr 05, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Che meraviglia,Notes are private!,0,2,1,"Jan 12, 2024","Jan 15, 2024","Oct 18, 2021",,Paperback,view (with text),/book/show/11177878-jezabel
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le stanze buie,"Diotallevi, Francesca",8854523895,9788854523890,8854523895,304        pp,4.25,390,Sep 2013,"Oct 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 18, 2021",,Paperback,view,/book/show/59364936-le-stanze-buie
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Easy Life,"Koch, Herman",8854516414,9788854516410,8854516414,126        pp,2.74,"2,922",Mar 2017,Oct 2018,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Io ormai Herman Koch lo compro ad occhi chiusi perché so che mi regalerà una lettura disturbante che mi metterà tremendamente a disagio, perché i suoiIo ormai Herman Koch lo compro ad occhi chiusi perché so che mi regalerà una lettura disturbante che mi metterà tremendamente a disagio, perché i suoi personaggi sono moralmente sbagliati e un senso di sporco ti assale.. paradossalmente è proprio ciò che ho bocciato la prima volta che ho letto l'autore ne La Cena: il marcio dell'animo umano esposto e ""celebrato"", le zone grigie (ma molto più tendenti al nero) della quotidianità in cui il lettore finisce per ritrovarsi e la vocina insidiosa che ti ripete costantemente ""potremmo essere noi i protagonisti"".Il libro è poco più di un racconto breve ed è un peccato: probabilmente con un altro centinaio di pagine sarebbe stato davvero fantastico.. si perde un po' nel finale frettoloso, ma comunque il suo gancio al lettore riesce comunque ad assestarlo!...more",Notes are private!,0,0,1,"Mar 29, 2024","Mar 29, 2024","Oct 18, 2021",,Paperback,view (with text),/book/show/42746732-easy-life
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I segugi di Bafut,"Durrell, Gerald",8854508535,9788854508538,8854508535,233        pp,4.19,"1,943",Oct 1954,Dec 2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2021",,Paperback,view,/book/show/37555326-i-segugi-di-bafut
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il commissario Bordelli,"Vichi, Marco",,,,208        pp,3.40,"2,112",2002,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2021",,Paperback,view,/book/show/20636983-il-commissario-bordelli
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Elderly Lady Is Up to No Good        (Äldre dam, #1)","Tursten, Helene",,,,178        pp,3.77,"28,295",2013,"Nov 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maud è il mio spirito guida: è una vecchietta solitaria che ama viaggiare e che odia fondamentalmente tutto e tutti ❤️Ah, uccide anche chi si mette inMaud è il mio spirito guida: è una vecchietta solitaria che ama viaggiare e che odia fondamentalmente tutto e tutti ❤️Ah, uccide anche chi si mette in mezzo ai suoi piani o semplicemente la infastidisce :DAudiolibro letto da Suzanne Torren, che mi è piaciuta moltissimo!...more",Notes are private!,0,2,1,"Nov 13, 2021","Nov 18, 2021","Oct 07, 2021",,Hardcover,view (with text),/book/show/40104741-an-elderly-lady-is-up-to-no-good
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wizards of Once        (The Wizards of Once, 1)","Cowell, Cressida",0316472166,9780316472166,0316472166,416        pp,3.91,"11,142","Oct 03, 2017","Sep 04, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Non raggiunge il livello di WOW di ""How to train your dragon"", ma è anche vero che quella è una delle serie PIÙ BELLE di sempre quindi non posso fare Non raggiunge il livello di WOW di ""How to train your dragon"", ma è anche vero che quella è una delle serie PIÙ BELLE di sempre quindi non posso fare questi paragoni..Mi ci vorrà un po' per affezionarmi a Xar, ma sono sicura non mi deluderà ...more",Notes are private!,0,3,1,"May 18, 2022","Jun 04, 2022","Oct 06, 2021",,Paperback,view (with text),/book/show/37946435-the-wizards-of-once
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Guncle        (The Guncle, #1)","Rowley, Steven*",0525542280,9780525542285,0525542280,326        pp,4.14,"135,281","May 25, 2021","May 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2021",,Hardcover,view,/book/show/54508798-the-guncle
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Whispering Skull        (Lockwood & Co., #2)","Stroud, Jonathan*",0552568066,9780552568067,0552568066,496        pp,4.33,"35,066","Sep 16, 2014","Apr 02, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 25, 2021","Nov 02, 2021","Sep 30, 2021",,Paperback,view,/book/show/23346736-the-whispering-skull
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Archer's Heart, Book One        (The Archer's Heart, #1)","Amara, Astrid*",,,B005P2AAH6,240        pp,3.77,501,"Sep 01, 2008","Sep 01, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A parte che mi sono annoiata da morire tanto da volermi strappare le unghie.. ma poi ci fosse un personaggio simpaticoo per cui tifare! non riesco ancA parte che mi sono annoiata da morire tanto da volermi strappare le unghie.. ma poi ci fosse un personaggio simpaticoo per cui tifare! non riesco ancora a capire chi l'autrice abbia scelto come protagonista, a dirla tutta :DMi fa male sapere che Astrid Amara sia la BFF di Ginn Hale, che è la mia dea ☹️...more",Notes are private!,0,1,1,"Sep 28, 2021","Oct 15, 2021","Sep 28, 2021",,Kindle Edition,view (with text),/book/show/13004378-the-archer-s-heart-book-one
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remarkable Journey of Coyote Sunrise,"Gemeinhart, Dan*",,9781250196705,1250196701,344        pp,4.46,"26,142","Jan 08, 2019","Jan 08, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Carino, paradossalmente la cosa che ho sofferto di più è stata la narrazione di Khristine Hvam, che io venero come una divinità.. anzi, dirò di più: hCarino, paradossalmente la cosa che ho sofferto di più è stata la narrazione di Khristine Hvam, che io venero come una divinità.. anzi, dirò di più: ho scelto il libro in base al narrazione! Spero non si sia rotta la magia ...more",Notes are private!,0,1,1,"Sep 25, 2021","Oct 05, 2021","Sep 25, 2021",,Hardcover,view (with text),/book/show/39280558-the-remarkable-journey-of-coyote-sunrise
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Reticence        (The Custard Protocol, #4)","Carriger, Gail*",0316433918,9780316433914,0316433918,339        pp,4.32,"5,046","Aug 06, 2019","Aug 06, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Popsugar Reading challenge: A book set mostly or entirely outdoorsAround the year in 52 books: A book related ""to the end""Popsugar Reading challenge: A book set mostly or entirely outdoorsAround the year in 52 books: A book related ""to the end""...more",Notes are private!,0,2,1,"Sep 21, 2021","Sep 28, 2021","Sep 21, 2021",,Hardcover,view (with text),/book/show/31570843-reticence
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",140593025X,9781405930253,140593025X,397        pp,4.18,"633,802","Apr 25, 2019","Aug 19, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,UNO DEI LIBRI PIÙ BELLI DI SEMPRE!!,Notes are private!,0,6,1,"Sep 17, 2021","Sep 25, 2021","Sep 17, 2021",,Paperback,view (with text),/book/show/56767313-anxious-people
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm The Guy You Hate,"K., Isa*",,9781925313017,,unknown,3.58,19,"Mar 25, 2015","Mar 25, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2021",,ebook,view,/book/show/24949840-i-m-the-guy-you-hate
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silvers,"Smith, Jill*",1626493863,9781626493865,,323        pp,3.89,157,"Feb 16, 2014","Jul 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2021",,ebook,view,/book/show/28807527-the-silvers
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You First,"Lillis, J.C.*",,9798646610912,B08CPB4XJ6,284        pp,4.35,159,"May 23, 2019","May 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2021",,Paperback,view,/book/show/54682170-you-first
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Prisoner        (Kria, #1)","Derr, Megan*",,9781936202379,,280        pp,3.98,"2,871",2007,"May 10, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2021",,ebook,view,/book/show/11116507-prisoner
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paradiso. Ediz. a colori        (La Divina Commedia #3),"Alighieri, Dante",8804722606,9788804722601,8804722606,800        pp,3.96,"19,690",1320,"Aug 31, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2021",,Hardcover,view,/book/show/58619835-paradiso-ediz-a-colori
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Scales and Sensibility        (Regency Dragons, #1)","Burgis, Stephanie*",,,B08ZNSXSVL,382        pp,3.82,"1,195","Oct 04, 2021","Oct 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2021",,Kindle Edition,view,/book/show/56919261-scales-and-sensibility
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Me and Earl and the Dying Girl,"Andrews, Jesse*",1419719602,9781419719608,1419719602,295        pp,3.52,"141,955","Mar 01, 2012","Apr 21, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2021",,Paperback,view,/book/show/25110515-me-and-earl-and-the-dying-girl
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"L come legge        (Kinsey Millhone, #12)","Grafton, Sue",8877826355,9788877826350,8877826355,288        pp,3.93,"33,617","Sep 15, 1995",1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2021",,Paperback,view,/book/show/15778942-l-come-legge
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diceria dell'untore,"Bufalino, Gesualdo",,,,196        pp,4.02,"1,150",1981,1981,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2021",,Paperback,view,/book/show/2665680-diceria-dell-untore
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"30,000 Years of Art : The Story of Human Creativity across Time and Space        (mini format - includes 600 of the world’s greatest works)",Phaidon Press,0714877298,9780714877297,0714877298,640        pp,4.11,"2,243","Oct 22, 2007","Feb 20, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Sep 05, 2021",,Hardcover,view,/book/show/42118464-30-000-years-of-art
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Storie della buonanotte per bambine ribelli 2,"Favilli, Elena*",880468884X,9788804688846,880468884X,211        pp,4.36,"10,791","Nov 20, 2017","Feb 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2021",,Hardcover,view,/book/show/38472754-storie-della-buonanotte-per-bambine-ribelli-2
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Oysterville Sewing Circle,"Wiggs, Susan*",,,B07DNBVN6Z,389        pp,3.95,"19,285","Aug 13, 2019","Aug 13, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ragazzi se è brutto questo libro,Notes are private!,0,1,1,"Sep 02, 2021","Sep 16, 2021","Sep 02, 2021",,Kindle Edition,view (with text),/book/show/42731454-the-oysterville-sewing-circle
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Tender Land,"Krueger, William Kent*",1476749299,9781476749297,1476749299,450        pp,4.39,"177,003","Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2021",,Hardcover,view,/book/show/25813942-this-tender-land
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Kate,"Thornburg, Newton",,,B00VQG4FKS,266        pp,3.85,101,1982,"Apr 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2021",,Kindle Edition,view,/book/show/25446892-beautiful-kate
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Way of All Flesh,"Butler, Samuel",0486434664,9780486434667,0486434664,315        pp,3.61,"9,218",1903,"Aug 11, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2021",,Paperback,view,/book/show/126512.The_Way_of_All_Flesh
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bitter Eden,"Afrika, Tatamkhulu",1250043662,9781250043665,1250043662,232        pp,3.86,391,"Jan 01, 2002","Feb 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2021",,Hardcover,view,/book/show/17978203-bitter-eden
