,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Suzanne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Exhibition of Persephone Q,"Stevens, Jessi Jezewska*",0374150923,9780374150921,0374150923,224        pp,3.41,630,"Mar 03, 2020","Mar 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While I already have a ridiculous number of books on my GR to-read list, browsing at the library for more is still one of my greatest pleasures: so fuWhile I already have a ridiculous number of books on my GR to-read list, browsing at the library for more is still one of my greatest pleasures: so fun. And sometimes you just get lucky, as was the case with this random find by an author I’d not heard of before.	 Jessi Jezewska Stevens’ The Exhibition of Persephone Q is billed as a “darkly witty satire.” It doesn’t seem to fit my own definition of satire, but that may be a generational thing. Set in NYC immediately after 9/11 and narrated by a 33-year-old freelance copywriter who admits she is “not all there,” this novel lacked the cynicism I associate with satire, although there was definitely an observant dry humor throughout. While it wasn’t LOL funny most of the time, I did erupt twice with a loud guffaw/chortle/snort that made me glad I was at home and not reading in a crowded public space; it was the kind of outburst that makes other patrons of the coffee shop stop their conversations and look around. 		 Percy has a psychic, a client she refers to only as “the self-help author,” and a new husband she loves, but is afraid she will kill while he sleeps, and the impulse to smother him shocks and frightens her. She takes to wandering the streets of Manhattan late at night to stay away from her slumbering hubby. She hasn’t yet told him she’s pregnant. 		 Years previous to the action, Percy had been engaged to an artist, “my fiancé."" When she receives an exhibition catalog in the mail for one of his shows, sent anonymously, she becomes convinced that the sleeping model in the pictures is her younger self, although no one else sees the resemblance and she cannot prove it. The catalog, tellingly, calls the exhibition “a profound exploration of privacy, memory, and the instability of truth.” Percy’s obsession with trying to establish her relationship with this artist’s representation explores not only the concept of identity in the modern digital age, but art itself, the dubious capacity for self-knowledge, and, as one er put it, “the process of becoming,” as she contemplates her future as a mother while remembering her own. 		 I loved her prose style.  “I emerged into the Garment District, turning down streets I had not walked in years. Glass buildings proliferated, as though a lid that had previously suppressed them had been lifted; they grew as diaphanous and out of place as orchids among weeks. I couldn’t remember what it had looked like before. As a girl, I only ever came to the city in winter, when it was too cold to look at anything beyond the rubber toes of my boots and the grip of my mother’s hand, which held mine fast as we sloshed through the snowy streets. She brought me to the ballet, for music, for jazz, plays I couldn’t understand but whose sense of menace I could feel. I wonder now if she was trying to acclimatize me to that menace, vaccinate me against it, so that, later on, when I found out much of life was a Pinter play with larger casts, worse dialogue—mere drafts of what we hoped to say—I would not be surprised. I was duped all the same.” “The avenue before me was deserted, abandoned to the dark and the mist that brews after rain. I walked the length of Morningside Park. The landscape rose out of the shadows, presenting luminous boulders, the flat of the pond. I ducked into a bodega for a jar of olives. Who could explain these cravings? They came to me and I obeyed. Back on the damp paths of the park, I braced the jar against a knee and wrestled with the lid. The safety seal would not budge. I tried again. In my fiancé’s exhibition I had seemed so powerfully serene. I was a veritable symbol, a woman immune to the passage of time. What a mythic force she was, that woman on the bed. And why it is always a woman, I wondered, who knows all but stands aside, indifferent as the Fates? I thought of my mother. I wrestled the jar. Perhaps I should have aspired to a life of more Homeric proportions. As things stood, it was nine o’clock, and I was on the street, in the mist, at war with a condiment.”Reviewer/blurb writer Hermione Hoby mentions Stevens’ depiction of all the “small, strange quiddities of being a body in a material and virtual world,” as well as the book’s “melancholy, humor, and perfect oddness.” Sometimes oddness, when done perfectly, can certainly be a plus....more",Notes are private!,2,3,1,"Oct 29, 2023","Nov 03, 2023","Oct 29, 2023",,Hardcover,view (with text),/book/show/45892266-the-exhibition-of-persephone-q
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"Grann, David*",0307742482,9780307742483,0307742482,377        pp,4.15,"340,201","Apr 18, 2017","Apr 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Who am I kidding? I'm never going to finish this. I'm sure it's fine, just not my type of thing Who am I kidding? I'm never going to finish this. I'm sure it's fine, just not my type of thing ...more",Notes are private!,0,0,0,not set,not set,"Oct 26, 2023",,Paperback,view (with text),/book/show/35954609-killers-of-the-flower-moon
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From Miniskirt to Hijab: A Girl in Revolutionary Iran,"Saper, Jacqueline*",164012117X,9781640121171,164012117X,240        pp,4.12,500,2019,"Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2023",,Hardcover,view,/book/show/44132802-from-miniskirt-to-hijab
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pegasus: How a Spy in Your Pocket Threatens the End of Privacy, Dignity, and Democracy","Richard, Laurent",1250858690,9781250858696,1250858690,336        pp,3.91,868,unknown,"Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Hardcover,view,/book/show/59808055-pegasus
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Straw Dogs of the Universe,"Chun, Ye",1646220633,9781646220632,B0BT939JTV,336        pp,4.10,291,"Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Kindle Edition,view,/book/show/90564803-straw-dogs-of-the-universe
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thornhedge,"Kingfisher, T.",,,B0BFFL7WSX,4        pp,4.03,"22,075","Aug 15, 2023","Aug 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2023",,Audible Audio,view,/book/show/198439141-thornhedge
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Way Out: How to Overcome Toxic Polarization,"Coleman, Peter T.*",0231197403,9780231197403,0231197403,296        pp,3.78,102,2021,"Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2023",,Hardcover,view,/book/show/55716065-the-way-out
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Day of the Triffids,"Wyndham, John",0812967127,9780812967128,0812967127,228        pp,4.01,"107,591",1951,"Jan 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2023",,Paperback,view,/book/show/530965.The_Day_of_the_Triffids
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ionia: A Quest,"Stark, Freya",0719513308,9780719513305,0719513308,289        pp,3.71,38,1954,"Jan 01, 1954",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2023",,Hardcover,view,/book/show/3403111-ionia
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Transit of Venus,"Hazzard, Shirley",1860491812,9781860491818,1860491812,352        pp,4.00,"4,269","Mar 14, 1980","Oct 05, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2023",,Paperback,view,/book/show/12738.The_Transit_of_Venus
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Technofeudalism: What Killed Capitalism,"Varoufakis, Yanis",1847927270,9781847927279,1847927270,224        pp,4.05,"1,119","Sep 28, 2023","Jan 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 16, 2023",,Hardcover,view,/book/show/75560036-technofeudalism
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Widow for One Year,"Irving, John*",055299796X,9780552997966,055299796X,637        pp,3.77,"62,608",1998,"Jun 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s probably been 30 years since I read John Irving, and back then I read several, my favorite being A Prayer for Owen Meaney. It's been a while, my It’s probably been 30 years since I read John Irving, and back then I read several, my favorite being A Prayer for Owen Meaney. It's been a while, my taste has changed radically, and I haven’t missed him. But finding this in my bookshelf recently, one I’ve never read, thought I’d give it a spin, and see how it landed. It kept me turning pages most of the time (so many pages!), but I think I’m good for another 30 years.I don’t want to start any blasphemous rumors, but does John Irving get paid by the pound? Does anyone know?...more",Notes are private!,0,1,1,"Oct 15, 2023","Nov 07, 2023","Oct 15, 2023",,Paperback,view (with text),/book/show/816626.A_Widow_for_One_Year
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Power: A Woman's Guide to Living and Leading Without Apology,"Nekvapil, Kemi",0143138022,9780143138020,0143138022,288        pp,4.20,79,unknown,"Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2023",,Paperback,view,/book/show/124034600-power
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest,"Cline, Emma",0812998626,9780812998627,,304        pp,3.32,"64,930","May 16, 2023","May 16, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Feb 2024,"Feb 08, 2024","Oct 14, 2023",,Hardcover,view,/book/show/61986136-the-guest
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ammonite,"Griffith, Nicola*",0345452380,9780345452382,0345452380,416        pp,3.89,"6,255",1992,"Apr 28, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 15, 2023","Oct 15, 2023","Oct 11, 2023",,Paperback,view,/book/show/180270.Ammonite
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Watch,"Phillips, Jayne Anne*",0451493338,9780451493330,0451493338,304        pp,3.70,"1,646","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2023",,Hardcover,view,/book/show/62951865-night-watch
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cook, Brew, and Blend Your Own Herbs","Curtis, Louise Green Dragana Vi",0241183898,9780241183892,B01FX9RFRS,0        pp,4.00,1,unknown,"Jan 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2023",,Paperback,view,/book/show/41744876-cook-brew-and-blend-your-own-herbs
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People Collide,"McElroy, Isle*",0063283751,9780063283756,0063283751,256        pp,3.59,"1,406","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Hardcover,view,/book/show/75302296-people-collide
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Land of Milk and Honey,"Zhang, C Pam*",0593538242,9780593538241,0593538242,240        pp,3.57,"12,026","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Hardcover,view,/book/show/101673225-land-of-milk-and-honey
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Signal Fires,"Shapiro, Dani*",0593467965,9780593467961,0593467965,288        pp,3.92,"32,980","Oct 18, 2022","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Paperback,view,/book/show/168677951-signal-fires
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Virgin Suicides,"Eugenides, Jeffrey",0747560595,9780747560593,0747560595,250        pp,3.80,"337,974",1993,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Paperback,view,/book/show/10956.The_Virgin_Suicides
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Other Eden,"Harding, Paul",132403629X,9781324036296,132403629X,224        pp,3.80,"12,001","Jan 24, 2023","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2023",,Hardcover,view,/book/show/61089492-this-other-eden
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Bad Decade for Good People,"Bedford, Joe",1914595556,9781914595554,1914595556,320        pp,4.20,20,"Nov 01, 2023","Nov 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Paperback,view,/book/show/124934951-a-bad-decade-for-good-people
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleven Kinds of Loneliness,"Yates, Richard",0099518570,9780099518570,0099518570,221        pp,4.05,"6,419",1962,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Paperback,view,/book/show/3361110-eleven-kinds-of-loneliness
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass City: And Other Stories,"Knox, Jen*",1735360171,9781735360171,B0CHL9TDTS,199        pp,4.56,18,unknown,"Sep 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Paperback,view,/book/show/198958141-the-glass-city
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Power of Language: How the Codes We Use to Think, Speak, and Live Transform Our Minds","Marian, Viorica*",0593187075,9780593187074,0593187075,288        pp,4.11,449,unknown,"Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2023",,Hardcover,view,/book/show/61606704-the-power-of-language
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Happiness,"Williams, Niall*",163557420X,9781635574203,163557420X,400        pp,4.22,"14,105","Sep 05, 2019","Dec 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2023",,Hardcover,view,/book/show/42972008-this-is-happiness
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liberation Day,"Saunders, George",0525509615,9780525509615,0525509615,256        pp,4.00,"12,170","Oct 18, 2022","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2023",,Paperback,view,/book/show/175740962-liberation-day
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song is You,"Abbott, Megan*",1847393454,9781847393456,1847393454,242        pp,3.74,"1,473","Jan 02, 2007",2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2023",,Paperback,view,/book/show/7277526-the-song-is-you
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heart of Darkness & The Secret Sharer,"Conrad, Joseph",0451508246,9780451508249,0451508246,160        pp,3.51,"17,740",1910,"Dec 01, 1950",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 31, 2023","Oct 02, 2023","Aug 31, 2023",,Mass Market Paperback,view,/book/show/2738442-heart-of-darkness-the-secret-sharer
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meet Us by the Roaring Sea,"Kumarasamy, Akil*",0374177708,9780374177706,0374177708,304        pp,3.65,631,"Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Hardcover,view,/book/show/58772703-meet-us-by-the-roaring-sea
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All-Night Pharmacy,"Madievsky, Ruth*",,9781646221509,,304        pp,3.53,"4,916","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,ebook,view,/book/show/58349243-all-night-pharmacy
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goodby People,"Lambert, Gavin",1946022446,9781946022448,1946022446,217        pp,3.85,262,1971,"Aug 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Paperback,view,/book/show/59441857-the-goodby-people
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ex-Wife,"Parrott, Ursula",0452262240,9780452262249,0452262240,224        pp,4.28,"1,207",1929,"Jun 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Paperback,view,/book/show/2142191.Ex_Wife
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vaster Wilds,"Groff, Lauren*",0593418395,9780593418390,0593418395,272        pp,3.79,"24,372","Sep 12, 2023","Sep 12, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 08, 2023","Nov 13, 2023","Aug 26, 2023",,Hardcover,view,/book/show/62952130-the-vaster-wilds
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"White Cat, Black Dog: Stories","Link, Kelly",0593449959,9780593449950,0593449959,272        pp,3.88,"4,718","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2023",,Hardcover,view,/book/show/61391802-white-cat-black-dog
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dual Citizens: A novel,"Ohlin, Alix*",0525521895,9780525521891,0525521895,288        pp,3.73,"1,929","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2023",,Hardcover,view,/book/show/41880605-dual-citizens
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Name the Bigger Lie: A Memoir in Two Stories,"Viren, Sarah*",1982166592,9781982166595,1982166592,304        pp,3.55,910,"Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2023",,Hardcover,view,/book/show/62919776-to-name-the-bigger-lie
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Psychology of Creative Writing,"Kaufman, Scott Barry*",,9978052170782,,382        pp,3.88,69,2009,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2023",,Paperback,view,/book/show/6621403-the-psychology-of-creative-writing
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Then She Was Gone,"Jewell, Lisa*",1501154648,9781501154645,,359        pp,4.06,"677,092","Jul 27, 2017","Apr 17, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not my usual fare, but not bad at all. Went fast, kept me entertained and distracted during a really tough week",Notes are private!,0,2,1,"Sep 06, 2023","Sep 09, 2023","Aug 16, 2023",,Paperback,view (with text),/book/show/35297426-then-she-was-gone
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Before War: On Marriage, Hierarchy, and Our Matriarchal Origins","Daeva, Elisha",,9798218203429,B0C6CW888Z,"1,172        pp",4.12,8,unknown,"May 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2023",,Kindle Edition,view,/book/show/163415230-before-war
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fraud,"Smith, Zadie",0525558969,9780525558965,0525558969,464        pp,3.35,"17,310","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2023",,Hardcover,view,/book/show/66086834-the-fraud
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lark Ascending,"House, Silas*",1643753932,9781643753935,1643753932,304        pp,4.16,"3,627","Sep 27, 2022","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Paperback,view,/book/show/64005974-lark-ascending
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Children of the New World,"Weinstein, Alexander*",1250099005,9781250099006,,229        pp,3.76,"3,719","Sep 13, 2016","Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2023",,ebook,view,/book/show/29243630-children-of-the-new-world
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anniversary,"Bishop, Stephanie",0802161677,9780802161673,,432        pp,3.11,"1,441","Mar 29, 2023","Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 09, 2023",,Paperback,view,/book/show/64667865-the-anniversary
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,YOU COULD STOP IT HERE,"Egan, Stacy Austin",1948587025,9781948587020,1948587025,52        pp,4.83,6,unknown,"May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Paperback,view,/book/show/40147421-you-could-stop-it-here
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marilyn Monroe: The Private Life of a Public Icon,"Casillo, Charles*",,,B0796XG7FX,362        pp,4.12,950,"Aug 14, 2018","Aug 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 01, 2023",,Kindle Edition,view,/book/show/38229301-marilyn-monroe
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,13 Ways of Looking at the Novel,"Smiley, Jane*",5551962253,,,608        pp,3.81,"1,136","Sep 13, 2005","Dec 10, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 31, 2023",,ebook,view,/book/show/16434804-13-ways-of-looking-at-the-novel
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tongue Party,"Etter, Sarah Rose*",,,,90        pp,4.30,185,"May 01, 2011","Jun 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2023",,Paperback,view,/book/show/11042163-tongue-party
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Obsessive, Intrusive, Magical Thinking","Eloise, Marianne*",1785788159,9781785788154,1785788159,288        pp,3.53,530,unknown,"Apr 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2023",,Hardcover,view,/book/show/58799401-obsessive-intrusive-magical-thinking
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Now Is Not the Time to Panic,"Wilson, Kevin*",0062913514,9780062913517,0062913514,246        pp,3.69,"52,067","Nov 15, 2022","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Paperback,view,/book/show/112973639-now-is-not-the-time-to-panic
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why We're Polarized,"Klein, Ezra",147670032X,9781476700328,147670032X,336        pp,4.22,"15,800","Jan 28, 2020","Jan 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2023",,Hardcover,view,/book/show/52098718-why-we-re-polarized
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Us Descend,"Ward, Jesmyn*",198210449X,9781982104498,B0BT642ZDK,320        pp,3.73,"20,594","Oct 24, 2023","Oct 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2023",,Hardcover,view,/book/show/87556695-let-us-descend
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Oracle of Night: The History and Science of Dreams,"Ribeiro, Sidarta",1524746908,9781524746902,1524746908,480        pp,4.05,651,"Jan 26, 2019","Aug 17, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2023",,Hardcover,view,/book/show/56753471-the-oracle-of-night
