,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Karen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Truths and a Lie,"Moore, Meg Mitchell*",006284010X,9780062840103,006284010X,416        pp,3.63,"12,278","Jun 16, 2020","May 18, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Catching Up...Okay, we all know the game, two truths and a lie…To begin, one person must make three statements about themselves to the rest of the groCatching Up...Okay, we all know the game, two truths and a lie…To begin, one person must make three statements about themselves to the rest of the group. The trick is that not all statements will be true - two of the statements given should be; and one should be a lie. Once you are done, everyone should guess which statement they think you made up.And…Of course, we hope we are right.But…What happens when the premise of the book, is based on this?This story is set in the beach town of Newburyport, Massachusetts at the beginning of summer. There are multiple POV’s. Sherri Griffin and her 11-year-old daughter Katie have recently moved to town, having left after a “bad divorce.” She is happy to meet Rebecca Coleman and her 2 daughers, Alexa, 17 and Morgan, 11. Rebecca is apparently the informal leader of the “Mom Squad” – a group of women who have daughters of similar age. But…Since the passing of her husband 18 months ago, she prefers to be less engaged with the group. (Oh please, may I never find a group like this Mom Squad!)However…These 2 women create a bond – single women in a town where everybody is examined and gossiped about. At the beginning of the story, we learn of a tragic accident involving a white Acura. We do not know who is involved, or the circumstances. And…There is more than one Acura in town. Many secrets in this town…And…The author takes her sweet time revealing them. So…Is this a mystery, beach read?Or…Just a gossipy mess which made it kind of uneven and uncomfortable?I leave it to the reader to decide.Either way…In the end, who will care about the truths or the lies?...more",Notes are private!,2,16,1,not set,"Oct 24, 2023","Oct 24, 2023",,Paperback,view (with text),/book/show/55004051-two-truths-and-a-lie
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Survivor's Guide to Family Happiness,"Dawson, Maddie*",1503939103,9781503939103,1503939103,370        pp,4.11,"6,399","Oct 25, 2016","Oct 25, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The story begins in 1979 with Tilton O’Malley heading off to college leaving behind his pregnant girlfriend, Phoebe Mullen. Tilton is with another friThe story begins in 1979 with Tilton O’Malley heading off to college leaving behind his pregnant girlfriend, Phoebe Mullen. Tilton is with another friend, A.J. Barnes. And…They decide to have a night on the town.But then…Tragedy strikes, and their lives are changed forever.It is now 35 years later. Readers are introduced to Nina Popkin. After her adopted mother dies, and her own marriage fails, she decides to search for her birth mother. And…While pursuing her “dream” mother, she finds she has a sister Lindy who grew up in the same town. But…Lindy has no interest in finding their mother, or pursuing a sisterly relationship. She is already knee deep in her own busy life with family, business, children, and her own set of chaos. However…Nina does not want to give up on Lindy. As readers we follow Nina’s pursuit of family connection. To finding answers. Will she find what she needs to complete her?And…Could the author have provided a compelling story with less pages? For this reader, it would have been preferred. Still…The women characters were interesting with strong personalities that felt authentic. They were also quirky, funny, dynamic, and flawed. The author was a good storyteller. And…This was a good read, overall. ...more",Notes are private!,2,21,1,"Oct 23, 2023","Oct 31, 2023","Oct 23, 2023",,Paperback,view (with text),/book/show/29806079-the-survivor-s-guide-to-family-happiness
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,476","Apr 05, 2022","May 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As a donation to the Little Free Library Shed, it gave me an opportunity to read this one. Push myself out of my comfort zone, so to speak, since it iAs a donation to the Little Free Library Shed, it gave me an opportunity to read this one. Push myself out of my comfort zone, so to speak, since it is a genre, I am not always interested in reading. Some may refer to it as science fiction. Or…A contemporary term is…Speculative fiction. What happens when?...And so, it begins…The story opens in 1912. Edwin St. John St. Andrew is on a solo journey from England to Canada. His journey ends when he has a vision in a Vancouver forest and an encounter with a man named Gaspery Roberts. And then…We are in 2020. With…A woman named Mirella Kessler who has just learned that her estranged friend Vincent is dead. And…This section too, refers to a vision in a forest which features Gaspery Roberts. And then…We are in 2203. And once again there is another new character and a reference to a vision in a forest which features Gaspery Roberts. So…Within the first 100 pages of this novel, readers are introduced to a group of people, each wracked by loneliness or sadness or purposelessness, but all of whom have experienced this vision and Gaspery Roberts. And now…We seem to find out who Gaspery Roberts really is. Apparently… Gaspery Roberts grew up on the moon in the late 24th century. When the story turns towards him, we are entering the 25th century, and our mystery man is working as a house detective at the Grand Luna Hotel. He also works for a sinister organization called the Time Institute which allows him to travel back into the past to figure out why discrete incidents form different centuries are occurring.And to share more about what he is up to would be to reveal too much of the plot. Obviously, we are time traveling here.The question will become…Why exactly (after all – they are a sinister organization)? And…What is Gaspery Roberts intent when he steps into the past (He is a nice guy, after all)? This story is poignant and deeply absorbing. There are big questions here about the cruel inevitability of time passing, loss, the nature of what we consider reality and, in the end, what really matters.And…There is a pandemic – a virus that is quite catastrophic. (Okay, I will mention that part of the story.) How does it feel to realize the world has changed within a moment? And…Time travel books are a strange world for me. I always wonder what happens when someone decides to mess with time, by inserting themselves into it when they were not originally a part of it. What small change will they make that will impact a future that wasn’t meant to be – had they not entered into it in the first place?Which… Makes a book like this one a perfect discussion book, don’t you think? ...more",Notes are private!,14,54,1,"Oct 23, 2023","Oct 27, 2023","Oct 23, 2023",,Hardcover,view (with text),/book/show/58446227-sea-of-tranquility
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Ask Ali: Half-Baked Advice,"Wentworth, Ali",0062466011,9780062466013,0062466011,224        pp,3.69,"1,650","Apr 24, 2018","Apr 24, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Catching Up...I wrote this awhile ago - I am now bringing this  to Goodreads. After reading a series of serious political exposes and not-so-serCatching Up...I wrote this awhile ago - I am now bringing this  to Goodreads. After reading a series of serious political exposes and not-so-serious magical realism books, it was refreshing to read this smart, funny book. Ali Wentworth is the best friend you always wished that you had. She's witty, she's smart, she bakes, and she's married to George Stephanopoulos. In a series of short, funny stories, Ali Wentworth lets us know what she thinks of...Well...Pretty much everything. Several of her short stories made me laugh out loud--not in the laugh out loud sort of way...But...I'm mildly amused kind of way. And...I'm actually laughing so hard that my husband had to come in the room and check-in on me to make sure I was able to breathe! It's also heartening to hear from a woman who's happily married and adores her husband. There are a few of us who would agree with that conclusion. This was such a fun read!...more",Notes are private!,12,31,1,not set,"Oct 21, 2023","Oct 21, 2023",,Hardcover,view (with text),/book/show/35820360-go-ask-ali
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Raven Thief        (Secret Staircase Mystery, #2)","Pandian, Gigi*",1250805015,9781250805010,1250805015,312        pp,3.81,"1,002","Mar 21, 2023","Mar 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the second in the Secret Staircase Mystery series. The first, Under Lock & Skeleton Key  is here: https://www.goodreads.com//show.This is the second in the Secret Staircase Mystery series. The first, Under Lock & Skeleton Key  is here: https://www.goodreads.com//show... Tempest Raj returns, a little more settled in to her position helping her dad in his business at the Secret Staircase Construction company. And…They have just finished the job for their client Lavinia Kingsley who wants to perform a séance of her new room with sliding bookcases, trick tables and hidden reading nooks that is now her new book club room. You see…It use to be her husband’s writing room. (He was a famous author.)But now…This séance will get rid of her soon-to-be ex-husband Corbin Colt, who although not dead, will be cleansed from her life through this circle. But…What happens when his dead body actually appears?And then…Tempest’s grandfather Ash is accused of his murder? How will Tempest prove her grandfather didn’t do it? And… Where are Corbin Colt’s notes (since he was a writer working on a final manuscript about Tempest’s Aunt’s murder and her mother’s disappearance)?In typical Agatha Christie fashion, with many mis-directions along the way, many suspects emerge. Will Tempest finally get it right, or will her grandfather be wrongfully convicted?A storyline that seems to continue, is the secret history and past of the Raj family itself. In some ways, it detours from the case, at hand, until the last third of the book when it gets back on track to working on solving the murder. Still…There is much whimsy to the hidden rooms and secret staircases within the houses. Which means…I am still interested in this series and hoping that at some point they will resolve the family case, so we can move on from it....more",Notes are private!,7,27,1,"Oct 19, 2023","Oct 29, 2023","Oct 19, 2023",,Hardcover,view (with text),/book/show/60784555-the-raven-thief
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Not to Drown in a Glass of Water,"Cruz, Angie",1250208459,9781250208453,1250208459,195        pp,3.90,"23,654","Sep 13, 2022","Sep 13, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The setting is a career counselor’s office in Upper Manhattan, where a Dominican immigrant, our protagonist, Cara Romero bares it all.“My name is CaraThe setting is a career counselor’s office in Upper Manhattan, where a Dominican immigrant, our protagonist, Cara Romero bares it all.“My name is Cara Romero, and I came to this country because my husband wanted to kill me.” How can you not love the beginning of this short novel?Cara is a 56-year-old woman struggling with motherhood, acceptance, loss, and change in the midst of the Great Recession of 2009. She had worked in a fish factory for 25 years, until it relocated to Costa Rica.And now…She has been unemployed ever since and living off of “El Obama checks.” But…She knows this won’t last. So…She is at this Senior Workforce Program to receive career services and unemployment benefits and to attend the 12 sessions to get “job ready.” Of course…This could all be a routine interview…But…Cara likes to over share…So lucky for us readers, we get to stick around and listen to her tell her interviewer – and us…everything…about her life…Drawing us in with her captivating storytelling and entrancing self-confidence. And then, of course…We finally learn why her husband wanted to kill her. Cara is a very appealing character. How many Cara’s will we meet who are willing to open themselves so much to a perfect stranger?And…As readers we witness the bureaucracy of paperwork and gentrification. In projecting Cara’s voice, the author prioritizes the importance of seeing how an individual’s humanity works through the impersonal system that is placed through so many trying to manage to just make it in this world. But…This is still about Cara.And…Cara is not completely innocent. The more readers get to know her the more complicated she becomes. Generational trauma?Forgivable?Was everything wrapped up too nicely in a big bright red bow?Or…Are we as readers all going through a therapy session as we read this book?Still…With therapy…patience is always the best medicine. But in really considering this book…Did we just have the opportunity to be a listening ear to someone’s long ago secrets?And, if that is all it was…Consider it an interesting journey, with a very dynamic character. ...more",Notes are private!,4,14,1,"Oct 19, 2023","Oct 22, 2023","Oct 19, 2023",,Hardcover,view (with text),/book/show/59808037-how-not-to-drown-in-a-glass-of-water
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Ticket,"Sampson, Freya*",059320140X,9780593201404,059320140X,352        pp,4.07,"15,998","Jun 09, 2022","Aug 30, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sometimes there is that story, that even though you know you have been-here-before, with boy-breaks-up-with-girl, and girl is kind-of-a-door-mat, and Sometimes there is that story, that even though you know you have been-here-before, with boy-breaks-up-with-girl, and girl is kind-of-a-door-mat, and meets a guy who she absolutely believes she hates at first, you-kinda know where this is probably going to go…But…You want it to go there anyway. Still…There are some elements that make this a bit different, and special and fun and you want to go with it, and root for everyone to find their happy ending.We start with Frank. Who in 1962 meets a girl with flaming red hair on a bus. And there is the prospect for something wonderful to happen there. With her. And…His life, too. Because…His life is going nowhere, and she convinces him that he can be whatever he wants to be. And…They are supposed to meet again.But…He loses the ticket (Hence: the title of the book!) with her name and information and a way to connect with her again. So…He rides the 88 bus for the next several years trying to find her. Enter…Libby with flaming red hair. Who has been dumped by her boyfriend Simon and is now living with her sister and playing nanny to her nephew. Who happens to be on bus 88. She meets Frank and hears his story. Frank is now 82, suffering from dementia, and his daughter wants to put him in a home. And…Libby wants to help Frank find his girl.But…Libby also meets Dylan on bus 88. Reluctantly. It turns out that Dylan is Frank’s carer. She didn’t know that at the beginning. This was the trope of should she like him or not like him? And…As it turns out, it becomes an interesting adventure of an unlikely group of friends, an uplifting story, helping Frank find his girl…Along with…Getting to watch Libby find herself and her personal strength and maybe even her happily-ever-after. The story is lovely, upbeat and light-hearted, even if we have been-here-before. ...more",Notes are private!,15,54,1,"Oct 19, 2023","Oct 24, 2023","Oct 19, 2023",,Hardcover,view (with text),/book/show/60097394-the-lost-ticket
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost on Planet China,"Troost, J. Maarten",076792200X,9780767922005,076792200X,382        pp,3.77,"11,793","Jul 08, 2008","Jul 08, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Currently, my brother is visiting China with my beautiful sister-in-law, who happens to be Chinese. This is something that they use to do on an annualCurrently, my brother is visiting China with my beautiful sister-in-law, who happens to be Chinese. This is something that they use to do on an annual basis, prior to Covid. But…After Covid hit, it has been 4 years since the last visit. Now…It has been a wonderful respite, as well as visiting her family and getting re-acclimated to the various traditions. With this book…Troost as a veteran travel writer is going to take his readers through urban China in areas not quite suited for traditional tourists. Although, we might see Mao’s tomb, the Great Wall, the Shanghai Bund, and the casinos of Macao, it is really an adventure through the more out-of-the-way excursions that make this book tantalizing and interesting.With…Humor he shares a China not well-known in hopes that they might be ready for an adventurous ride into unknown territories…Which in many cases isn’t always flattering. And…That is what makes this book so appealing.He obviously has no knowledge of Chinese history or its language, but that doesn’t stop him from showcasing what China might look like to a first-time visitor. Vast. Complex. Smoggy. Crowded. But…Even if his history is off, his intention appears purely to entertain. And… If readers can see this book for that simple reason, they can appreciate the humor.Because…It truly is a simple, funny travelogue providing snapshots of some of China’s amazing tourist sights, while also illustrating the difficulties of travelling in this complicated country. Side note…My brother tells me that currently his Google translator has been disconnected in China – it is no longer allowed. So, that has definitely made things harder for him. So…In conclusion…China…Is complicated. And…This book…Is trying to bring some humor, while appreciating the complexity of this country. Thank you to my Goodreads friend, Helen for recommending this book....more",Notes are private!,8,18,1,"Oct 19, 2023","Oct 23, 2023","Oct 19, 2023",,Hardcover,view (with text),/book/show/1975116.Lost_on_Planet_China
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Endless Summer,"Hilderbrand, Elin*",0316460915,9780316460910,0316460915,368        pp,3.60,"7,787","Oct 04, 2022","Oct 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Catching up…I can tell you on one hand who the most donated authors to my Little Free Library Shed are…Jodi Picoult, James Patterson, Michael ConnellyCatching up…I can tell you on one hand who the most donated authors to my Little Free Library Shed are…Jodi Picoult, James Patterson, Michael Connelly, John Grisham and….Can you guess the last one? Yes…You are absolutely right…Elin Hilderbrand. What gave it away?! ...more",Notes are private!,0,15,1,not set,"Oct 18, 2023","Oct 18, 2023",,Hardcover,view (with text),/book/show/60144954-endless-summer
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Holly,"King, Stephen*",1668016133,9781668016138,1668016133,449        pp,4.14,"90,960","Sep 05, 2023","Sep 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Okay. Let me just explain two things. One. Stephen King scares me. So, I have not been a particular fan of his, which means I have not read his books.Okay. Let me just explain two things. One. Stephen King scares me. So, I have not been a particular fan of his, which means I have not read his books. I know. It started as a youngster when I saw a couple of movies that were based on his novels. That did me in. So, anytime his books came out, I just stayed clear. Until now. So…What changed?This one. But…I know I am in trouble. Because…I am coming in with the 6th book in the series. My second thing to discuss.So…Two.This may have put me at a disadvantage. Although, in reading the synopsis, prior to making the decision to read the book, it assured me, that Holly was on her own for the first time. Which…Made me feel, that maybe Holly and I could be comfortable in this circumstance. Let’s see if it worked.It begins with Holly Gibney, a private investigator, our main protagonist, (Hence: the title of the book), attending her mother’s funeral. When…She is approached by a woman asking for her help to find her missing daughter. And…Thus, the story goes. Into…Darkness. A lot of darkness. Apparently, the missing young woman vanished from Red Bank Avenue, a derelict strip of self-storage units, warehouses and empty lots. Up the hill from the avenue, the retired professors Emily and Rodney Harris live in a row of expensive Victorian houses.Now…The Harrises are considered respected members of the college community. But…What really goes on in their basement?And…This is why I haven’t read a Stephen King novel before. Can I just say the crimes described felt a bit queasily believable?Perhaps that should be considered a compliment to this writer. But…Even though this book does have a high body count, please note…Most of the deaths through these pages aren’t caused by its villains – they are from Covid. Holly’s investigation begins in July, 2021, as hospitals are piling up with patients and temporary morgues. And…In this regard, even Holly shares…“When this is over, no one will believe it really happened. Or if they do, they won’t understand how it happened.” Still…The evil within the characters is on full display... And…It is obvious that King is bending the rules of a police procedural, by revealing the perpetrators’ identities in the opening chapter. But…As readers knowing this early, gives the narrative more urgency, especially as the gruesome nature of their crimes becomes more obvious. As an author he knows how to point the difference between right and wrong – and evil. The question to readers is what toll does it create? After staring directly at the worst sorts of evil a human can commit… Do we come away stronger? Or just very, very sad? To be honest, I had nightmares at least two nights in a row. And…I know it was from reading this book. So…This book is my one and done. ...more",Notes are private!,11,117,1,"Oct 18, 2023","Oct 23, 2023","Oct 18, 2023",,Hardcover,view (with text),/book/show/65916344-holly
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,329        pp,3.80,"427,700","May 25, 2023","May 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How does one explain this book? The author shares in her acknowledgments…“Yellowface is, in large part, a horror story about loneliness in a fiercely How does one explain this book? The author shares in her acknowledgments…“Yellowface is, in large part, a horror story about loneliness in a fiercely competitive industry.”Yet…It felt like a satirical novel, in which readers were taken on a journey through the eyes of a writer (a somewhat unlikable character) struggling to make her own way through the cut-throat world of publishing. Maybe even…A strong commentary on the exploitation and rigors writers face under pressure to be successful.Perhaps the real question becomes…Who is a writer if they are unable to write and publish? This appears to be what Kuang’s protagonist, June, faces in this novel. This story is about a young white author who steals the manuscript of her dead Asian friend, finishes it, and publishes it as her own. Throughout the novel, Juniper “June” Hayward, publishing as Juniper Song, works to maintain the lie that her first big hit novel “The Last Front,"" a story about Chinese workers in the British Army during WWI, is indeed her work and her work only. But…She faces accusations of theft and plagiarism.And…The optics of a white woman possibly profiting off the work of an Asian woman also create a platform for accusations of racism and “yellowface.” (Hence: the title of the book!)The story is multi-layered. Complex. Can writers write stories outside their race, gender, sexual orientation, et al?The irony AND beauty of this story is Kuang herself is an Asian writer telling this story through the eyes of a white writer. As readers we play witness as…June’s life becomes more complicated through online harassment and the public court of opinion. To be honest…The online bullying was horrific. And…Why is June facing this hatred and vitriol alone? Where is her family? The story is gripping, fast-paced, and an edge of your seat to the last page what will happen next kind of story. A little bit…Imperfect. But…What a ride....more",Notes are private!,15,134,1,"Oct 18, 2023","Oct 20, 2023","Oct 18, 2023",,Hardcover,view (with text),/book/show/59357120-yellowface
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wife Between Us,"Hendricks, Greer*",1250130948,9781250130945,1250130948,432        pp,3.84,"391,634","Jan 02, 2018","Oct 30, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another sleepless night!The set-up seems simple: Nellie is a young and idealistic pre-K teacher preparing to marry the handsome Richard and live happiAnother sleepless night!The set-up seems simple: Nellie is a young and idealistic pre-K teacher preparing to marry the handsome Richard and live happily ever-after in Manhattan.Everything seems fine…But…She is getting strange – heavy breathing at the end kind of phone calls from a blocked number. And…Will getting married to Richard cause her to lose touch with her bestie, Samantha?Everything seems fine… (I know I already said that...)But...Is everything really fine?Richard seems to have some controlling tendencies. And when he blindfolds her (which she hates to be blindfolded) and finds herself in front of a house in the suburbs with a sold sign in which Richard says it is her wedding present…Why isn’t Nellie happy?Meanwhile…There is Vanessa. She is Richards BITTER ex-wife. She is living with her aging Aunt Charlotte and working at Saks as a clothing sales associate. Which is definitely BENEATH her. And…Richard has sent her a gift with their wedding album, some of her clothes and a diamond choker. Why?And…She has no interest in handsome, wealthy, Richard marrying Nellie. As Nellie looks to the future, Vanessa’s past comes back to haunt her. And…Why is she so obsessed with Richard’s young bride-to-be?What is Vanessa planning?The young, vibrant woman stealing a husband isn’t a new trope, but it sure is a tired one. And…The bitter ex-wife…Well…We’ve been-here-before, as well…But…This book, is a whole new generation of different! The twist? Something surprising! To say more would spoil the fun....more",Notes are private!,20,58,1,"Oct 18, 2023","Oct 19, 2023","Oct 18, 2023",,Paperback,view (with text),/book/show/38714376-the-wife-between-us
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Persian Pickle Club,"Dallas, Sandra",1250054338,9781250054333,1250054338,224        pp,3.78,"20,332","Sep 15, 1995","Sep 30, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Catching Up…It is the Depression. It is Kansas. And…The Persian Pickle Club (a quilting club) is very good at keeping a secret. And…Did you know that Catching Up…It is the Depression. It is Kansas. And…The Persian Pickle Club (a quilting club) is very good at keeping a secret. And…Did you know that Persian pickle is another word for paisley? Well, for non-quilters, like me, neither did I. But…This group of quilters has a special piece of paisley fabric that has made it into all their quilts, hence the name of the club. And…Probably this book!The book begins by introducing all the various “cast” of characters and how they will do anything for each other. Provide comfort in times of pain, bring food for any occasion, gossip if needed, (except if it is about themselves – of course!). But…One of the Pickles is having an affair…And…Well, let’s just not talk about it, because that is the polite thing to do!Then…Trouble begins. Because, well bones are discovered at one of the Pickle’s places (Ella’s)…And…Well…It’s murder! The Pickles show up at Ella’s farm with baked goods and sewing, because that is what Pickles do for each other.But…Rita, wants to do more. She wants to find the murderer. Of course, she also wants a post on the newspaper, and thinks this might help her. And so…Off she goes, with Queenie playing chauffeur, as she interviews everyone. And then…The Pickles let Rita in on a secret that turns everything upside down. “We didn’t tell you this to put in the newspaper. We told you because you are a member of the Persian Pickle Club, because you are one of us. We extended the hand of friendship to you, and there’s nothing in this world that’s stronger than friendship. You had the right to know our secret, because we trust you.”What will Rita do?Strong female characters. Fun. Fast easy read. With an interesting revealing twist....more",Notes are private!,4,61,1,not set,"Oct 18, 2023","Oct 18, 2023",,Paperback,view (with text),/book/show/19286663-the-persian-pickle-club
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If Men Were Angels: A Novel,"Karaim, Reed",0393047806,9780393047806,0393047806,311        pp,3.45,33,Sep 1997,"May 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Catching Up…Secrets and lies. Politicians. Journalists. What you know. What you share. Who you tell. In the end…Who does it affect?And…Does it matter?Catching Up…Secrets and lies. Politicians. Journalists. What you know. What you share. Who you tell. In the end…Who does it affect?And…Does it matter?The author begins with a quote from James Madison…“What is government itself, but the greatest of all reflections on human nature? If men were angels, no government would be necessary.” How does this quote play out through the story?Thomas Crane, seems to be an average, likable Senator. And…He is a dark-horse underdog presidential candidate who seems to be the answer to the hopes of the American voters. However…To the journalist…Is he too-good-to-be-true?And…When the journalist finds what he finds…Should he release it for everyone to read?Compelling. Near-political thriller. With interesting page-turning consequences....more",Notes are private!,2,9,1,not set,"Oct 17, 2023","Oct 17, 2023",,Hardcover,view (with text),/book/show/1656500.If_Men_Were_Angels
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dream Girl,"Lippman, Laura*",0062390074,9780062390073,0062390074,320        pp,3.28,"11,519","Jun 22, 2021","Jun 22, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As I found myself wandering into this story, I couldn’t help but wonder…Have I been here before?We are in famous novelist Gerry Anderson’s luxury highAs I found myself wandering into this story, I couldn’t help but wonder…Have I been here before?We are in famous novelist Gerry Anderson’s luxury high-rise in Baltimore, and he is recovering from a recent injury that is leaving him “out of it.” He is a mess (is it from medication or something else?) with a complicated sexual history with women, and the fraught relationship with his own mother. And…For months, he will be imprisoned in that penthouse, his only constant visitors will be Victoria and a night nurse named Aileen. And…Dead-of-night phone calls from a woman claiming to be a person whose story Gerry stole from his break-through novel, also called Dream Girl. Now…Complicating things, whenever the phone rings, Aileen claims to not hear it. And…While in his medicated state, Gerry can barely think straight.Is Gerry being gaslighted?This novel is filled with social critiques, satire, #metoo, twists and turns, and perhaps even an unexpected ending. And…Probably a story you have read before…But…The question will be, is it worth reading anyway, for Lippman’s storytelling? 3.5 stars....more",Notes are private!,6,20,1,"Oct 17, 2023","Oct 18, 2023","Oct 17, 2023",,Hardcover,view (with text),/book/show/55425157-dream-girl
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Tango Makes Three,"Richardson, Justin",0689878451,9780689878459,0689878451,32        pp,4.34,"12,995","Jun 01, 2005","Jun 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a children’s book about penguins. And…Penguin families.But…It is more than a story about penguins.It is about all kinds of families. But beforThis is a children’s book about penguins. And…Penguin families.But…It is more than a story about penguins.It is about all kinds of families. But before I go into all that…Did you know that this is a banned book?Why would anyone want to keep a beautifully illustrated children’s book talking about penguins and families…And love…And...Have it banned and kept from children?Let’s talk about the story.It’s about the families who like to come and visit the zoo. And…At this zoo are the families that live within the zoo. The animals. The dads. The moms. The babies. They are families, too. And…In one particular instance, Roy and Silo, who were both boys, became very close and were doing all the things that penguins do… And… The zookeeper gave them a chance to raise an abandoned egg, and have their own baby, too. So…They took their job very seriously. With… Much love they were able to bring into the world, a beautiful girl, Tango. And…All the human families who came to visit, would always enjoy seeing how Roy and Silo would teach Tango how to swim and be in the penguin world at the zoo. But…Mostly, they showed they were no different than any other family. Together. All about love. Heart. Caring. Supportive towards one another. This is a book with heart and soul, loving, caring messages about animals (and people), and love… And… Saving an abandoned egg and creating a home. Beautiful, heart-felt, wonderful messages to teach children. It is also a message of appreciating diversity and differences. That families come in all shapes and sizes, and colors and orientations. And…How families come best when they are filled with…love and acceptance....more",Notes are private!,1,12,1,"Oct 17, 2023","Oct 17, 2023","Oct 17, 2023",,Hardcover,view (with text),/book/show/117997.And_Tango_Makes_Three
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Russian Doll,"Loesch, Kristen*",,,,406        pp,3.80,"8,614","Feb 17, 2022","Mar 14, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a dual-timeline historical fiction set mostly in Russia. In 1991, Rosie (Raisa) is engaged to be married. She takes care of her mother in LondThis is a dual-timeline historical fiction set mostly in Russia. In 1991, Rosie (Raisa) is engaged to be married. She takes care of her mother in London. But…When her mother dies suddenly and leaves her a key…She also leaves her a mystery.So…Rosie decides to get a job in Russia, hoping this key will answer questions her mother never provided her while she was alive. In 1915, Antonia (Tonya) is trapped in a loveless marriage as the Bolshevik revolution is beginning.This story takes readers through the 1917 Revolution, the Russian Civil War, Stalin’s purges, and the siege of Leningrad during WWII which educates readers on the history of Russia. Through a multi-generational plot and use of fairytales and porcelain dolls, the story begins to unfold. Taking us through the two different timelines and POV’s. Although the historical premise was interesting...Unfortunately… There were a couple of plot holes regarding the mystery that felt a bit convoluted.And thus…The story could have used a bit more polishing. 3.5 stars. ...more",Notes are private!,10,24,1,"Oct 15, 2023","Oct 18, 2023","Oct 15, 2023",,Hardcover,view (with text),/book/show/61261034-the-last-russian-doll
