,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bianca's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Time Tomorrow,"Straub, Emma*",052553900X,9780525539001,052553900X,310        pp,3.80,"131,331","May 17, 2022","May 17, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 is a better representation Good thing I'd forgotten this was a novel that had the time-travel/jumping, the sliding doors trope at its core, as I p3.5 is a better representation Good thing I'd forgotten this was a novel that had the time-travel/jumping, the sliding doors trope at its core, as I probably wouldn't have read it.Alice, the protagonist of this novel, is a New Yorker, who's turning forty. When one turns 40 one looks back and wonders if they are where one should be, where one thought one would be and so on—nothing new there. Alice's life is not bad - she's got a job, working in her old high school as an admissions officer, good friends and an OK boyfriend. Her beloved father is dying though. Her father raised her alone since she was six years old. It was just the two of them for a long time, so they had a special bond.Alice turns forty, gets drunk and finds herself in her old bedroom, as a sixteen-year-old, her father well and young, only forty-nine years old. She goes back a few times, different ages and scenarios.This was an easy novel to read without anything new or that original to add, except for the father-daughter relationship. Honestly, the time travel, time-hopping, or whatever they're called don't do much for me. The time-jumping episodes were repetitive and the general message of the novel was predictable and obvious. The ending was trying a bit too hard to be inspirational, I felt like Straub meshed up many of those inspirational quotes or wise thoughts that pop up on social media all the time....more",Notes are private!,0,25,1,not set,"Oct 16, 2022","May 20, 2022",,Hardcover,view (with text),/book/show/59089704-this-time-tomorrow
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",,,B09BNH4TLW,362        pp,4.40,"540,322","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Since so many of my GR friends raved about this novel, I had to see why they were enchanted with this debut novel.Remarkably Bright Creatures has as iSince so many of my GR friends raved about this novel, I had to see why they were enchanted with this debut novel.Remarkably Bright Creatures has as its anchor an octopus named Marcellus, (cute!), who's spending his remaining days in an aquarium tank. He's bored and has an appetite, so he occasionally wanders around the place. He's an escape artist of sorts.Tova is in her seventies and works as a cleaner at the aquarium. Cameron is thirty and drifting. He's unable to keep a job or a relationship. Searching for his biological father takes him to Sowell bay. In need of a job, he gets a job at the aquarium, cutting bait and cleaning. He gets to know Marcellus and Tova and the three of them develop a friendship.This was quite a charming, feel-good novel, even though some of the characters deal with loss and grief. Who doesn't like a story of lost people finding their people and a place to call home? ...more",Notes are private!,0,39,1,not set,"Feb 05, 2023","May 16, 2022",,Kindle Edition,view (with text),/book/show/59710157-remarkably-bright-creatures
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days: Essays,"Patchett, Ann",0063092786,9780063092785,0063092786,320        pp,4.44,"36,756","Nov 23, 2021","Nov 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An enjoyable collection of essays that offer us a glimpse into Patchett's life. She covers a variety of themes such as her three fathers, declutteringAn enjoyable collection of essays that offer us a glimpse into Patchett's life. She covers a variety of themes such as her three fathers, decluttering, writing, her faith, friendship, her dogs, and her decision to remain childless to mention just a few.Patchett comes across as straightforward and self-assured. The audiobook was narrated by Patchett herself which made it all sound more real.Recommended to lovers of Patchett's writing and not only....more",Notes are private!,0,33,1,"May 15, 2022","May 22, 2022","May 15, 2022",,Hardcover,view (with text),/book/show/56922687-these-precious-days
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wahala,"May, Nikki*",0063084244,9780063084247,0063084244,384        pp,3.64,"15,302","Jan 06, 2022","Jan 11, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't remember why I added this to my TBR.Anyway, I went into it without having any clue what it was about.In short, it's about three mixed-raced BrI don't remember why I added this to my TBR.Anyway, I went into it without having any clue what it was about.In short, it's about three mixed-raced British women in their thirties. They've been friends for many years, they catch up regularly. They deal with the usual problems - relationships, children (only one had a child), jobs, or being a part-time professional and a part-time stay-at-home mum in the case one of Boo.Isobel, another mixed-race woman, enters the group, when she reconnects with her childhood friend, Simi.It's obvious from the beginning that Isobel is up to something. She's trying too hard to learn everyone's secrets and is insidious and manipulative.The book is an easy read, with lots of dialogue. The novel is about mixed-race characters, therefore race issues are presented. Those aspects were interesting to me, I don't recall reading a book with mostly mixed-race characters.The race and identity issues weren't enough to sustain my interest. I eventually got tired of all the drama and the mundanity.Wahala is a decent debut novel, but there was nothing exceptional or particularly good about it. ...more",Notes are private!,0,14,1,"Jul 03, 2022","Jul 07, 2022","May 13, 2022",,Hardcover,view (with text),/book/show/57797679-wahala
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tidy Ending,"Cannon, Joanna",,,B07XPGBKTV,400        pp,3.80,"5,732","Aug 02, 2022","Apr 28, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Tidy Ending has an untidy ending, better said a loose ending. What impressed me early on was the voice, which was extraordinary, in the literary andA Tidy Ending has an untidy ending, better said a loose ending. What impressed me early on was the voice, which was extraordinary, in the literary and the literal sense. The audiobook was narrated by Lissa Berry whose brilliant reading adds a lot of value to this novel.Early into this audiobook, I realised it was a thriller/suspense novel and was considering whether to finish it, as I want to take a break from the genre. The well-realised character and the captivating narration kept me listening.The main character and narrator of this novel is Linda, a forty-something-year-old Welsh woman, part-time charity shop assistant. She lives in an estate house with her factory worker husband, Terry. I loved her musings and observations on people in general, her husband in special. It's interesting how much we're all different, yet so similar in many ways. Linda is a loner, who's suffered some trauma earlier in life. She's both astute and naive. I'm the type of reader who's more interested in character development and the little things, I don't care as much about the plot. This novel checked all those boxes and even the plot was original and not too far fetched....more",Notes are private!,0,24,1,"Jun 03, 2022","Jun 07, 2022","May 09, 2022",,Kindle Edition,view (with text),/book/show/57937912-a-tidy-ending
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Those Who Perish        (Caleb Zelic #4),"Viskic, Emma*",,,B09S6STWQ7,unknown,3.83,625,"Apr 28, 2022","Mar 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed the previous three books in the Caleb Zelic series, so despite being tired of the genre, I gave in to the temptation and started listening tI enjoyed the previous three books in the Caleb Zelic series, so despite being tired of the genre, I gave in to the temptation and started listening to the audiobook of the latest instalment.Caleb Zelic is an endearing, unique character, who's got extra challenges due to being deaf.He finds himself in all sorts of interesting situations. As far as I'm concerned, there was too much going on, including a sniper, which I felt was nonchalantly dismissed or not dealt with in a realistic way.Of course, I do understand that all these red herrings are necessary for this type of novel.It's just that I get annoyed when people who are seemingly competent and intelligent do stupid things.I suspect this novel goes into the it's not you, it's me category....more",Notes are private!,0,14,1,"May 07, 2022","May 15, 2022","May 07, 2022",,Audiobook,view (with text),/book/show/60546257-those-who-perish
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Part of Your World,"Jimenez, Abby*",1549135120,9781549135125,,11        pp,4.30,"244,396","Apr 19, 2022","Apr 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2022",,Audiobook,view,/book/show/57577284-part-of-your-world
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mad about You,"McFarlane, Mhairi*",0008536791,9780008536794,B09MB9WTKB,432        pp,3.85,"27,854","Apr 14, 2022","Mar 31, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3 *I downloaded this as I enjoyed McFarlane's If I Never Met You.The title, cover and classification make one think this is a rom-com, chick-lit kind 3 *I downloaded this as I enjoyed McFarlane's If I Never Met You.The title, cover and classification make one think this is a rom-com, chick-lit kind of book.There's no comedy and the romantic aspects are in the background.Our heroine, Harriet Hatley, is a thirty-five year old wedding photographer, a wedding photographer who doesn't believe in marriage.When her partner puts her on the spot and proposes marriage, she realises it's time to break up.She moves into a nice house without first meeting in person the owner who she was going to share the house with. It turns out, that wasn't the best idea.But that uncomfortable feeling quickly dissipates as the past relationships give Harriet headaches.This novel dragged at times and it lacked quirkiness and cuteness. It turned quite serious, as it dealt with emotional abuse, important themes, which McFarlane dealt with quite nicely. Unfortunately, I never warmed up to the protagonist. It was a good enough novel, but it didn't quite manage to raise my heartbeat....more",Notes are private!,0,6,1,not set,"May 06, 2022","May 06, 2022",,Kindle Edition,view (with text),/book/show/59967355-mad-about-you
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Possible World,"Schwarz, Liese O'Halloran*",1501166158,9781501166150,1501166158,368        pp,4.01,"2,656","Jun 26, 2018","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2022",,Paperback,view,/book/show/38370043-the-possible-world
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Role Model,"Hurst, Daniel*",,,B08ZJYL6WX,281        pp,4.13,"3,681","Mar 18, 2021","Mar 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2022",,Kindle Edition,view,/book/show/57465188-the-role-model
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You're Doing it Wrong: A History of Bad & Bonkers Advice to Women,"Cooke, Kaz*",1760896977,9781760896973,1760896977,352        pp,4.01,485,"Nov 02, 2021","Nov 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't plan to read another feminist book right after finishing the tremendous Invisible Women by Caroline Criado Perez, but I came across this bookI didn't plan to read another feminist book right after finishing the tremendous Invisible Women by Caroline Criado Perez, but I came across this book and thought to myself I'd just listen for a little while, see how I go. Kaz Cooke is an Australian journalist and writer who's written newspaper columns and many books on a variety of themes, including pregnancy, baby/toddler raising, girls' ""issues"" etc. Her books generally have a funny side to them. You're Doing It Wrong"" looks at the crazy advice women had been given over centuries. The book could also have titles such as ""Damned if you do, damned if you don't"", ""It's your fault, no matter what, 'cause you're a woman"", and ""You can do all the housework because you're a woman"".The book covers a variety of topics, from giving birth to raising children, housework, beauty, paid work etc. She also pays tribute to the many indigenous and Torres Strait Islander women who had been indentured (really, a modern form of slavery, especially since those women didn't really understand the terms of the agreement) for domestic work for a long time. It also reminds us about women being erased from history, how men impose themselves and get all the glory even when it comes to things that women had been doing for millennia: women cooking family meals in perpetuity being mere cooks, while men became chefs; women making clothes and mending them for millennia being just mere seamstresses, while men became designers - you get the gist. There is a fair bit that it's covered, without getting too heavy. Cooke has great one-liners. I can see her/hear her rolling her eyes or smirking. :-)As Caroline Caldwell said,  in a society that profits from your self-doubt, liking yourself is a rebellious act. We should all rebel. Cooke herself narrated the book and she was excellent....more",Notes are private!,0,28,1,"Apr 25, 2022","Apr 28, 2022","Apr 25, 2022",,Paperback,view (with text),/book/show/59339993-you-re-doing-it-wrong
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Survival Lessons,"Hoffman, Alice*",1616203145,9781616203146,1616203145,96        pp,3.95,"3,684","Oct 01, 2013","Oct 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2022",,Hardcover,view,/book/show/17850559-survival-lessons
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Women: Data Bias in a World Designed for Men,"Criado Pérez, Caroline",1419729071,9781419729072,1419729071,448        pp,4.35,"117,268","Mar 07, 2019","Mar 12, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"ALL THE STARS !!!!!This is one of the most important books I've read in a long time. I don't have the words to express how important this ALL THE STARS !!!!!This is one of the most important books I've read in a long time. I don't have the words to express how important this book is. I was considering whether I should read this, thinking I'm a feminist, I read a lot of stuff on the subject, I kind of know it all. WRONG! It turns out things are much worse than I/we ever imagined.This book covers so many fields:- history - how women have been completely erased from history;- education, work, occupational health and safety;- architecture- car safety- medicine - OMG! Did you know that over 90% of studies and medications are done mostly on male animal/human subjects and don't account for biological differences in women, which result in increased female mortality? Everything from heart attacks diagnosis which is based on male symptoms, which is not how the majority of women present; statins for cholesterol are ineffective for 80% of women but increase their chance of developing diabetes which then is a much higher risk for women developing heart problems. The examples are multiple. From misdiagnosis, and ""my favourite"" dismissal of women's symptoms, everything is stacked against us. It's not all intentional and mean spirited, it's just that men, even the good ones, always think of the male as the default. This is yet another reason why REPRESENTATION is important. The meritocracy is a myth, perpetrated by white cis males because it has served and still serves them well. Women do anywhere from two to ten times more unpaid care work, which results in worse labor outcomes, and all the consequences that come with that - no career advancements, less money, jobs that are low paid, women taking on jobs they're overqualified for etc, . Gendered poverty is a real thing. I don't know about the situation in other countries, but in Australia, older women (50+) have been the fastest-growing group of homeless people in recent years. It makes my blood boil! Really, just read this book. I plan on banging on about this book and because I'm annoying like that, I'm going to question and challenge most things. We need a revolution, we need to appreciate and reward women for all the unpaid house/care work without which the society wouldn't function. We need to question and challenge the status quo in research, medicine, arts, academia, e v e r y t h i n g everywhere.I often fantasise about organising or participating in a National Women's strike, as they had in Iceland in 1975. Anyone else?Update: Check out the author's newsletter/blog https://newsletter.carolinecriadopere......more",Notes are private!,7,60,1,"Apr 23, 2022","Apr 24, 2022","Apr 23, 2022",,Hardcover,view (with text),/book/show/41104077-invisible-women
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Timecode of a Face,"Ozeki, Ruth*",,,,135        pp,4.01,"2,502",May 2015,"Mar 24, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My reading efforts continue to be minimal. This audiobook was under 2 hrs long. It was read by Ozeki herself, who's got a beautifully soothing voice.TMy reading efforts continue to be minimal. This audiobook was under 2 hrs long. It was read by Ozeki herself, who's got a beautifully soothing voice.Timecode of a Face is a meditation on ageing, heritage and being mixed race, with a bit of Zen Buddhism for good measure.I plan to read more by Ozeki, when my fiction reading mojo returns....more",Notes are private!,1,47,1,"Apr 21, 2022","Apr 21, 2022","Apr 21, 2022",,Paperback,view (with text),/book/show/60640728-timecode-of-a-face
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seven Steeples,"Baume, Sara",1916291481,9781916291485,1916291481,256        pp,3.53,"2,073",2022,"Apr 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2022",,Paperback,view,/book/show/59701896-seven-steeples
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Sold Air in the Holy Land,"Friedlander, Omer",0593242971,9780593242971,0593242971,256        pp,4.06,646,"Apr 12, 2022","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2022",,Hardcover,view,/book/show/58689976-the-man-who-sold-air-in-the-holy-land
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Resistance: A Songwriter's Story of Hope, Change, and Courage","Amos, Tori",,,B07P5HMK8D,268        pp,3.91,"2,289","May 05, 2020","May 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2022",,Kindle Edition,view,/book/show/50488877-resistance
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Real Estate,"Levy, Deborah",024126801X,9780241268018,024126801X,297        pp,4.30,"6,677","May 13, 2021","May 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've been busy with renovations and other things so I haven't done much reading. I had to make time to listen to this audiobook, as I'd been meaning tI've been busy with renovations and other things so I haven't done much reading. I had to make time to listen to this audiobook, as I'd been meaning to read the three books in this memoir of living for some time.Real Estate is a meditation on owning real estate or just aspiring to own some to call your own. As she approaches her 60th birthday, Levy is pondering about aging, loneliness, her past relationships, and writing.The writing is beautiful and honest, without airing the dirty laundry. I like that.I'm looking forward to reading the other two books, Things I Don't Want to Know and The Cost Of Living....more",Notes are private!,0,23,1,"Mar 28, 2022","Apr 02, 2022","Mar 28, 2022",,Hardcover,view (with text),/book/show/54546064-real-estate
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love and Other Puzzles,"Allsopp, Kimberley",1460761189,9781460761182,1460761189,288        pp,3.20,"1,623","Feb 01, 2022","Feb 02, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I judge books by their covers. I liked this one, although it's becoming cliche.Twenty-something, Rory, creates puzzles for a TV magazine. She really wI judge books by their covers. I liked this one, although it's becoming cliche.Twenty-something, Rory, creates puzzles for a TV magazine. She really wants to be a proper journalist but there are no opportunities. Her long term relationship is stale.There are all sorts of mini-dramas.I know I'm not the target audience for this novel, that never stopped me from enjoying a book before.The novel is narrated by Rory. I found her a bit too earnest and infuriating. There was too much overexplaining and too many thought bubbles that weren't that interesting to me. This novel is rich in dialogue. Unfortunately, on many occasions, I thought to myself, ""this is not how people talk"".I also felt like I'd read this novel before. I only finished it because I didn't want to DNF yet another novel (and it was quite short). ...more",Notes are private!,0,23,1,not set,Jan 2022,"Mar 16, 2022",,Paperback,view (with text),/book/show/58848432-love-and-other-puzzles
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Mother,"Huisman, Violaine",1982108789,9781982108786,1982108789,224        pp,3.79,"2,141","Jan 11, 2018","Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2022",,Hardcover,view,/book/show/56898088-the-book-of-mother
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Ghost in the Throat,"Ghriofa, Doireann Ni",1916434290,,B0865RTPSL,202        pp,4.04,"8,674","Apr 16, 2020","Aug 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 13, 2022",,Kindle Edition,view,/book/show/54771366-a-ghost-in-the-throat
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Companion Piece,"Smith, Ali",0241541344,9780241541340,0241541344,230        pp,3.83,"5,850","Apr 07, 2022","Apr 07, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved Ali Smith's Seasonal Quartet so I was beyond excited to read her latest offering, a companion to those four novels that came before.Smith's clI loved Ali Smith's Seasonal Quartet so I was beyond excited to read her latest offering, a companion to those four novels that came before.Smith's cleverness with words shines through. The absurd and the bizarre are present as well. Some entitled teenage twins and a vagrant girl make an appearance. There are many literary references, many of them unknown to me, but that's my problem.This novel takes place during the pandemic, so some of the issues that prevailed at the height of Covid are front at centre. In the Seasonal Quartet novels, Smith showcased different female artists. This time she focuses on a blacksmith woman from hundreds of years ago. I'm guessing it's a fictional character, I haven't checked.I don't know if my cluttered brain and general mood had something to do with it, but I wasn't as enthralled with this novel as I was with Smith's previous works. Something was missing. There were moments that shone through, but they seemed to be covered up by a melange of disparate sequences that confused me and made me wonder if I had skipped pages.Of course, I'll keep reading Smith.I received this ARC in exchange for my honest . My thanks to the publishers for the opportunity to read this novel....more",Notes are private!,0,24,1,not set,"Jun 07, 2022","Mar 09, 2022",,Hardcover,view (with text),/book/show/58511594-companion-piece
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Infatuations,"Marías, Javier",0307950735,9780307950734,0307950735,352        pp,3.55,"12,210",2011,"Apr 22, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2022",,Paperback,view,/book/show/18240201-the-infatuations
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storyteller: Tales of Life and Music,"Grohl, Dave",0063076098,9780063076099,0063076098,384        pp,4.48,"133,598","Oct 05, 2021","Oct 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As much as I love reading, I'm even more obsessed with music. I began studying English (which I hated when it was introduced to us in year 6) because As much as I love reading, I'm even more obsessed with music. I began studying English (which I hated when it was introduced to us in year 6) because I'd gotten my hands on the lyrics of my favourite band and I was dying to know what my beloved was crooning about. Strangely enough, I was never compelled to read a musician's memoir. I don't know if it's because I find memoirs to be a self-aggrandising exercise, or it's because my musical crushes of the past ten years are too young to even consider writing a memoir.Anyway, this book is everywhere and I noticed that most people love it. While I don't consider myself a Foo Fighters fan, it's rock'n'roll, so I like it. :-) Coincidentally (or maybe not :-) ), the Foo Fighters just had a huge stadium concert in Australia, the first stadium concert in over 2 years.They also announced an Australian tour for November and December, and guess who got (very expensive) tickets to see them in Perth? :-) Here's hoping I'll get to see them live and it won't be yet another cancelled/postponed concert. Anyway, back to this book. I was pleasantly surprised from the beginning - the writing is smooth, the pacing is just right and it has interesting anecdotes, without following a chronological hierarchy. I'm too much of a cynic, I googled if it had been ghost-written. Apparently not. In interviews, Grohl comes across as articulate and with a great gift for gabbling, but those things don't necessarily translate into one being a good writer. Of course, he's been around the block a few times and is a consummate performer, who knows what works with the public.I sort of internally chastise myself for loving how much he goes on about his mum and his three girls. I guess that is another example of how low the bar is for men - oh, he loves his mum and his own daughters! Oh, he also takes his girls to school and changed their nappies! What a hero! (*Insert sarcasm and a good dose of eye-rolling)Nevertheless, this book entertained me. His passion/obsession for music shines through. I love passionate people. He even had a few anecdotes from Australia.His Nirvana ""period"" didn't take too many pages, which I liked, after all, it was only a 4 year period of his life, albeit an important time. I sort of forgot he was the drummer on the incredible Queens of the Stone Age album ""Songs for the Deaf"" and was in Them Crooked Vultures with Josh Homme. At 53, Grohl did a lot, met a lot of people. You don't have to be a music fan to appreciate this memoir, but knowing who he's writing about certainly makes reading/listening to this memoir better. I can't recommend the audiobook enough, as Grohl does a fantastic job....more",Notes are private!,1,27,1,"Mar 04, 2022","Mar 09, 2022","Mar 04, 2022",,Hardcover,view (with text),/book/show/57648017-the-storyteller
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hook, Line, and Sinker        (Bellinger Sisters, #2)","Bailey, Tessa*",0063045699,9780063045699,0063045699,353        pp,3.93,"342,433","Mar 01, 2022","Mar 01, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm busy, distracted etc so when I saw this on BorrowBox I promptly downloaded it. The cover told me what genre to expect. Obviously, I know there areI'm busy, distracted etc so when I saw this on BorrowBox I promptly downloaded it. The cover told me what genre to expect. Obviously, I know there are only that many arcs, the friends to lovers plot being one of the more popular.Besides feeling like I read the same story a million times before, I rolled my eyes too many times in the first 3 hrs, especially when it came to the ""poor"" hot guy's problem of not being taken seriously because of his past philandering ways. What does ""being taken seriously"" mean in the men's world? Not being teased? Anyway, 3 hrs were enough to convince me that I didn't feel like spending 7 more hrs in the company of these kinds of insipid characters. Even the musical references weren't enough of an enticement....more",Notes are private!,0,16,1,not set,"Mar 08, 2022","Mar 04, 2022",,Paperback,view (with text),/book/show/58283080-hook-line-and-sinker
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Resurrection of Joan Ashby,Cherise Wolas*,,,,544        pp,3.85,"2,075","Aug 29, 2017","Aug 29, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2022",,Kindle Edition,view,/book/show/34311492-the-resurrection-of-joan-ashby
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Must Betray You,"Sepetys, Ruta*",198483603X,9781984836038,198483603X,321        pp,4.41,"68,930","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 02, 2022",,Hardcover,view,/book/show/56970272-i-must-betray-you
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Here Goes Nothing,"Toltz, Steve",1761043536,9781761043536,1761043536,384        pp,3.62,"2,758","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 Here Goes Nothing had an original premise, as it's told from the perspective of Angus Mooney from the after-life, after his surprising and unexpec3.5 Here Goes Nothing had an original premise, as it's told from the perspective of Angus Mooney from the after-life, after his surprising and unexpected demise.We find out about his difficult upbringing, having been fostered by several families, after being abandoned by his parents when three years old. By circumstance and lack of direction, he becomes a petty thief, and he gets himself a prison record.When he finds someone to love and settle down with, he becomes a respectable citizen. As was the case with Toltz's previous two novels, there were many quips popping up everywhere. And quite a few philosophical soliloquies or thought bubbles about love, relationships, the afterlife, faith etc. At times, it is somewhat comical, but I never found it ha-ha funny. I was willing to suspend my disbelief and go with the whole after-life scenario. I finished the novel and had no clue about what Toltz was trying to say or show within these pages. Also, towards the end, there was a lot of afterlife gibberish that made no sense and added nothing to the story.In conclusion, this had potential and some brilliant moments, but the amalgam didn't result in a fully satisfying reading experience....more",Notes are private!,0,36,1,"May 22, 2022","May 28, 2022","Mar 02, 2022",,Paperback,view (with text),/book/show/60001879-here-goes-nothing
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More Rules for Life,"Flanagan, Kitty",1761066617,9781761066610,1761066617,144        pp,4.05,"1,219",unknown,"Nov 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I guess I'm an ""enthusiast"" as I quite enjoyed Flanagan's first book called 488 Rules for Live.I quite like Flanagan's humour, she's sharp, sarcastic I guess I'm an ""enthusiast"" as I quite enjoyed Flanagan's first book called 488 Rules for Live.I quite like Flanagan's humour, she's sharp, sarcastic and very opinionated. :-)This was a much shorter volume, which was very easy to digest. I haven't been reading much, I was done with this book in 2 hrs while I was pottering around the kitchen, so it was a welcome diversion.Flanagan's narrating was excellent, her tone did add something extra, I could easily imagine her raising her eyebrow and looking over her glasses and saying ""really, people?""...more",Notes are private!,0,18,1,not set,"Feb 26, 2022","Feb 26, 2022",,Paperback,view (with text),/book/show/59603225-more-rules-for-life
