,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sve's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Да кажеш почти същото: Опити в полето на превода,"Eco, Umberto",,9786190207047,,408        pp,4.01,"1,168",2003,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2021",,Paperback,view,/book/show/56869283
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Parasitic Mind: How Infectious Ideas Are Killing Common Sense,"Saad, Gad",,,B0899M293Y,unknown,3.93,"6,009",2020,"Oct 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 02, 2021","Feb 09, 2021","Feb 02, 2021",,Audible Audio,view,/book/show/55780394-the-parasitic-mind
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plot Against America,"Roth, Philip",1400079497,9781400079490,1400079497,391        pp,3.80,"61,148","Oct 05, 2004","Sep 27, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 02, 2021",,Paperback,view,/book/show/703.The_Plot_Against_America
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Мъжът с червеното палто,"Barnes, Julian",,9789547695030,,264        pp,3.67,"3,630","Nov 07, 2019",2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Неочаквано, но майсторско превъплъщение на един от любимите ми автори - като светски хроникьор на Бел Епок. ""Мъжът с червеното палто"" е нещо средно меНеочаквано, но майсторско превъплъщение на един от любимите ми автори - като светски хроникьор на Бел Епок. ""Мъжът с червеното палто"" е нещо средно между биография, разказ по картинка и ретро- клюкарска хроника, която разказва за живота и нравите в края на 19 и началото на 20ти век. Барнс очевидно е запленен от личността на главния си герой - д-р Поци - напредничав хирург, ценител на изкуството, обожаван светски мъж и непоправим развратник, който по някакъв начин въплъщава духа на времето си. Беше ми трудно да проследя всички нишки и паралелни истории, които авторът вплита в разказа за живота на Поци, но това не попречи да се насладя на изкусната проза на Барнс....more",Notes are private!,0,16,1,"Jan 31, 2021","Feb 18, 2021","Jan 31, 2021",,Paperback,view (with text),/book/show/56804196
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Жената конбини,"Murata, Sayaka",,9786190207542,,160        pp,3.69,"278,586","Jul 27, 2016","Jan 21, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 02, 2021","Mar 02, 2021","Jan 31, 2021",,Paperback,view,/book/show/56657816
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heroes and Legends: The Most Influential Characters of Literature,"Shippey, Thomas A.",,,B00IUBJACK,13        pp,3.91,675,"Jan 01, 2014","Mar 07, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 03, 2021","Jan 21, 2021","Jan 03, 2021",,Audible Audio,view,/book/show/23393141-heroes-and-legends
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Хроника на камък,"Kadare, Ismail",,9786190204121,,240        pp,4.09,"3,980",1971,"Jul 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Много ми хареса как пише Кадаре. Ще ми е интересно да прочета и ""Palace of Dreams"", както и ""Генералът на мъртвата армия"".Много ми хареса как пише Кадаре. Ще ми е интересно да прочета и ""Palace of Dreams"", както и ""Генералът на мъртвата армия""....more",Notes are private!,0,14,1,"Nov 07, 2021","Nov 13, 2021","Dec 26, 2020",,Paperback,view (with text),/book/show/51845024
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Огледални убийства        (Сюзън Райланд #2),"Horowitz, Anthony*",,9789543652495,,608        pp,4.05,"49,717","Aug 18, 2020",2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Книгата много ми допадна, само това, което се случи с убиеца ми беше малко нелогично, но иначе се зарибих пак да почна да чета криминалета :) Приемам Книгата много ми допадна, само това, което се случи с убиеца ми беше малко нелогично, но иначе се зарибих пак да почна да чета криминалета :) Приемам препоръки....more",Notes are private!,0,14,1,"Jan 03, 2021","Jan 13, 2021","Dec 25, 2020",,Paperback,view (with text),/book/show/56356365
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Към езерото,"Kassabova, Kapka*",,9786191866205,,448        pp,4.11,623,"Feb 06, 2020",2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""За някои неща не говориш, а само се тревожиш"".Тежка книга, коята прехвърлих между двете години. Натежала от носталгията на вечно скитащия, от неизказ""За някои неща не говориш, а само се тревожиш"".Тежка книга, коята прехвърлих между двете години. Натежала от носталгията на вечно скитащия, от неизказаната мъка на хора, ненужно разделяни от държавни граници, от скръбта по загиналите в безмислени войни и репресии близки. Родените на Балканите носим в себе си тъмно предчувствие за нещастие, фатализъм, който ни пречи да се зарадваме на хубавото, защото 'знаем', че 'много хубаво не е на хубаво'.Капка Касабова тръгва да търси корена на тази фантомна болка в своята семейна история край Охридското езеро. И намира, че болката на хората от Балканския полуостров, независимо от това и какъв диалект говорят и дали се наричат македонци, албанци, българи или гърци, е една.Болката от изкуственото разделение, от измислените вражди, от ненужните граници. Болка, която може да бъде облекчена само от Езерото, което омекотява и обезсилва всички вражди.""Към езерото"", както и ""Граница"" е пътепис-легенда-историческа справка-автобиографичен разказ, в която всеки би могъл да открие нещо за себе си. ...more",Notes are private!,0,21,1,"Dec 23, 2020","Jan 02, 2021","Dec 23, 2020",,Paperback,view (with text),/book/show/56158564
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"От Индия: Бележки, дневници, стихотворения, наблюдения и разкази","Hesse, Hermann",,9786192500108,,407        pp,3.63,163,1980,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2020",,Paperback,view,/book/show/55858527
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Лавър,"Vodolazkin, Eugene",,9789549655995,,374        pp,4.24,"10,003",2012,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2020",,Paperback,view,/book/show/53469943
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Range: Why Generalists Triumph in a Specialized World,"Epstein, David*",,,B07N6MPWLS,11        pp,4.14,"67,777","May 28, 2019","May 28, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Dec 22, 2020","Dec 30, 2020","Dec 10, 2020",,Audible Audio,view,/book/show/44652633-range
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Human Sacrifice: A Shocking Expose of Ritual Killing Worldwide,"Shreeve, Jimmy Lee",,,,unknown,3.02,196,"Jul 25, 2008",2015,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Key takeaway -> the more aware you are of the phycological mechanisms that drive your behaviour, the less likely you are to engage in religious sacrifKey takeaway -> the more aware you are of the phycological mechanisms that drive your behaviour, the less likely you are to engage in religious sacrifice or any other organization or individual that works with your subconscious....more",Notes are private!,0,1,1,"Dec 08, 2020","Dec 22, 2020","Dec 08, 2020",,Audiobook,view (with text),/book/show/56179499-human-sacrifice
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Авария на края на Галактиката,"Keret, Etgar*",,9786191866212,,184        pp,4.03,"3,957","Apr 13, 2018","Dec 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Тази книга е глътка въздух в антиутопията, в която напоследък живеем. Не мога да кажа друго, освен ""Благодаря"" (за пореден път) на Етгар за историите.Тази книга е глътка въздух в антиутопията, в която напоследък живеем. Не мога да кажа друго, освен ""Благодаря"" (за пореден път) на Етгар за историите. И да си помечтая скоро да дойде отново в България и да го слушаме на живо. ...more",Notes are private!,0,19,1,"Jan 23, 2021","Jan 29, 2021","Dec 08, 2020",,Paperback,view (with text),/book/show/56221406
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Децата от Бхут Базар,"Anappara, Deepa",,9786190107361,,320        pp,3.81,"10,866","Feb 04, 2020",2020,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Въпреки, че книгата разисква важен проблем за изчезването на деца от гетата на Индия, имаше нещо много фалшиво в нея, всичко беше някак пресилено и наВъпреки, че книгата разисква важен проблем за изчезването на деца от гетата на Индия, имаше нещо много фалшиво в нея, всичко беше някак пресилено и нагласено, за да предизвика цъкане с език у шокираните чужденци. Явно това, че авторката е била журналистка и е изкарала курс по творческо писане, не й е помогнало да започне да пише достатъчно увлекателно....more",Notes are private!,0,14,1,"Jan 14, 2021","Jan 21, 2021","Nov 30, 2020",,Paperback,view (with text),/book/show/56031485
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atomic Habits: An Easy and Proven Way to Build Good Habits and Break Bad Ones,"Clear, James*",,,B07J1PMF1H,6        pp,4.36,"869,982","Oct 16, 2018","Oct 18, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked this book - no nonsense, brief and to the point. Just as any of this type of books should be. I will re-listen it soon.",Notes are private!,0,16,1,"Nov 29, 2020","Dec 06, 2020","Nov 29, 2020",,Audible Audio,view (with text),/book/show/42603095-atomic-habits
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Майната им на хилядата динара,"Dežulović, Boris",,9789548689946,,248        pp,4.30,"1,024",2005,2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"За тази книга разбрах от разговора на Стефан Русинов с преводача й - Русанка Ляпова. Романът разказва за сблъсъка на група хървати, преоблечени като бЗа тази книга разбрах от разговора на Стефан Русинов с преводача й - Русанка Ляпова. Романът разказва за сблъсъка на група хървати, преоблечени като босненци, с друга група - босненци, преоблечени като хървати на бойното поле. ""Нашите"" и ""вашите"" се дебнат на фона на застинало в адска мараня изоставено село, напрежението расте и кулминира в неочаквана, абсурдна и трагикомична развръзка. Оказва се, че двете враждуващи групи всъщност са израснали заедно и споделят много общи познанства, тайни и спомени, а войната е жестока игра, в която те са попаднали по силата на съдбата си. Можем ли да променим хода на живота си и да му придадем различен смисъл? Струва ли си да умреш в името на някакъв идеал или и смъртта, както живота, е пълна безмислица? Това са част от въпросите, над които авторът ни оставя да си блъскаме главите.Книгата си струва да се прочете от всеки роден на Балканите или по някакъв начин привързан към това странно място, където сме се омешали толкова много нации, култури и езици, все с барутлийски нрав. Има и филм, който се надявам, че в някакъв момент ще може да се гледа. ...more",Notes are private!,0,11,1,"Nov 27, 2020",Dec 2020,"Nov 26, 2020",,Paperback,view (with text),/book/show/33387810
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Space Race,"Brake, Colin",,,B07SYBZJTS,9        pp,3.83,"1,545","Jul 12, 2019","Jul 12, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Nov 22, 2020not set","Nov 28, 2020not set","Nov 22, 2020",,Audible Audio,view,/book/show/50347767-the-space-race
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Винилови души,"Цаков, Цветозар",,9786191865222,,224        pp,4.04,26,unknown,Oct 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Приятен сборник от разкази, които ме изненадваха на всяка крачка с неочаквани сравнения, свеж хумор и пропадания в други светове и времена.",Notes are private!,0,13,1,"Nov 21, 2020","Nov 27, 2020","Nov 21, 2020",,Paperback,view (with text),/book/show/55801252
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Моритати и легенди,"Hrabal, Bohumil",,9786190202776,,216        pp,3.63,105,1968,2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Харесвам как пише Храбал, в тази книга има много интересни експерименти с формата, но като цяло не ми допадна толкова, колкото ""Прекалено шумна самотаХаресвам как пише Храбал, в тази книга има много интересни експерименти с формата, но като цяло не ми допадна толкова, колкото ""Прекалено шумна самота""....more",Notes are private!,0,5,1,"Dec 17, 2020","Dec 21, 2020","Nov 20, 2020",,Paperback,view (with text),/book/show/55813630
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Римские каникулы,"Tokareva, Viktoriya",5389103955,9785389103955,B0182KYO3I,352        pp,4.22,32,1996,"Sep 15, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2020",,Kindle Edition,view,/book/show/27857942
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Щефица Цвек в челюстите на живота,"Ugrešić, Dubravka",,9786190207092,,156        pp,3.75,"1,180","Jan 01, 1981",2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"'микробите на кича са най-жизнеспособните организми'Ето това става, когато една изключителна писателка решава да се 'заиграе', да експериментира, да ''микробите на кича са най-жизнеспособните организми'Ето това става, когато една изключителна писателка решава да се 'заиграе', да експериментира, да 'съшие' роман. Измежду цветните кръпки на тази трагикомична и банална история наднича сериозната заявка на една жена да бъде нещо повече от клиширан образ от модните журнали, да разказва и по този начин да създава света....more",Notes are private!,0,10,1,not set,"Aug 22, 2021","Nov 02, 2020",,Paperback,view (with text),/book/show/55813308
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,История на душата,"Høystad, Ole Martin",,9786192350734,,432        pp,3.98,41,"Jan 01, 2011",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2020",,Paperback,view,/book/show/55747491
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why We Sleep: Unlocking the Power of Sleep and Dreams,"Walker, Matthew",,,,368        pp,4.38,"185,839","Sep 28, 2017","Oct 03, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 31, 2020","Nov 16, 2020","Oct 27, 2020",,Hardcover,view,/book/show/34466963-why-we-sleep
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pape Satàn Aleppe: хроники на едно течно общество,"Eco, Umberto",,9786190207016,,488        pp,3.91,"1,761",2016,2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Oct 20, 2020","Nov 15, 2020","Oct 20, 2020",,Paperback,view,/book/show/55273753-pape-sat-n-aleppe
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sons of Cain: A History of Serial Killers from the Stone Age to the Present,"Vronsky, Peter*",,,B07FQW2QS9,unknown,3.82,"2,084","Aug 14, 2018","Aug 14, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A captivating book that tracks the history of serial killers and explains the boom in serial killing in the years after the Second World War.,Notes are private!,0,0,1,"Oct 13, 2020","Oct 26, 2020","Oct 13, 2020",,Audible Audio,view (with text),/book/show/54216211-sons-of-cain
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Indignities of Being a Woman,"Markoe, Merrill",,,,8        pp,4.10,"1,079",2018,"Sep 18, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An amusing feminist audio-book, talking about the role of women in different aspects of society through the ages. It shares some pretty curious facts An amusing feminist audio-book, talking about the role of women in different aspects of society through the ages. It shares some pretty curious facts and poses thought-provoking questions....more",Notes are private!,0,2,1,"Oct 03, 2020","Oct 12, 2020","Oct 03, 2020",,Audible Audio,view (with text),/book/show/41836178-the-indignities-of-being-a-woman
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Американски речник,"Ugrešić, Dubravka",,9786190206705,,224        pp,3.88,276,1993,2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Дубравка Угрешич пише този ""речник"" в САЩ, докато в родната й Югославия се води война. Описвайки новия си временен дом, тя се опитва да приеме разпадаДубравка Угрешич пише този ""речник"" в САЩ, докато в родната й Югославия се води война. Описвайки новия си временен дом, тя се опитва да приеме разпадането на познатия си свят, ужаса на войната и загубата на родината си. В новото издание е добавена още една глава, писана ""четвърт столетие"" след първото издание (от 1993 г.), в която Угрешич се връща с носталгия към американските си дни....more",Notes are private!,0,9,1,"Nov 15, 2020","Nov 21, 2020","Sep 26, 2020",,Paperback,view (with text),/book/show/55273421
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Медея и нейните деца,"Ulitskaya, Lyudmila",9545293519,9789545293511,,255        pp,4.08,"2,354",1996,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2020",,Paperback,view,/book/show/17567649
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Craving Mind: From Cigarettes to Smartphones to Love,"Brewer, Judson",,,,unknown,3.68,"4,645","Mar 07, 2017","Mar 07, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Got the book free with my Audible subscription. It talks about using mindfulness to break a habit and learning to not act upon cravings.,Notes are private!,0,5,1,"Sep 22, 2020","Oct 03, 2020","Sep 22, 2020",,Audible Audio,view (with text),/book/show/54573231-the-craving-mind
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Аорист,"Самуилов, Виктор",,9786191865796,,84        pp,4.38,13,unknown,2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2020",,Paperback,view,/book/show/54506862
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,История за краля и дъжда,"Hristova, Zornitsa",,9786197172249,,unknown,4.44,52,unknown,2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Зорница Христова и Кирил Златков са създали поредното произведение на изкуството, комбиниращо малко думи и въздействащи образи.На фона на морето от крЗорница Христова и Кирил Златков са създали поредното произведение на изкуството, комбиниращо малко думи и въздействащи образи.На фона на морето от крещящи корици и непрестанния подтик да се чете повече и по-бързо, тази книга е покана за тиха медитация, поемане на дъх и пренасяне в съня, който, макар и мрачен, накрая се оказва само сън. ...more",Notes are private!,0,3,2,"Sep 13, 2020not set","Sep 13, 2020not set","Sep 13, 2020",,Hardcover,view (with text),/book/show/49514794
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caffeine: How Caffeine Created the Modern World,"Pollan, Michael*",,,,2        pp,3.72,"17,602","Jan 30, 2020","Jan 30, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I like Pollan's books and this one was lovely as I managed to listen to it in an afternoon. Interesting to know basics of how coffee culture came to bI like Pollan's books and this one was lovely as I managed to listen to it in an afternoon. Interesting to know basics of how coffee culture came to be and how caffeine gets us addicted and fools us into thinking we are more productive and awake. ...more,Notes are private!,0,1,1,"Sep 14, 2020","Sep 14, 2020","Sep 11, 2020",,Audible Audio,view (with text),/book/show/52300107-caffeine
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Барнабо от планината,"Buzzati, Dino",,9786197596045,,160        pp,3.67,762,1933,"Sep 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2020",,Paperback,view,/book/show/54021533
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Петрови в грипа и около него,"Salnikov, Aleksei",,9786197350906,,432        pp,4.20,"4,377",2017,"Jul 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"В началото си мислех, че този роман е просто някаква забавна история за семейство, болно от грип. Постепенно се оказа, че ""Петрови в грипа и около негВ началото си мислех, че този роман е просто някаква забавна история за семейство, болно от грип. Постепенно се оказа, че ""Петрови в грипа и около него"" е много повече. В тази история никой не е точно такъв, какъвто изглежда, нищо не е съвсем реално и през цялото време не си сигурен дали нещо се случва в миналото или настоящето. Удивително увлекателна книга, която уж разказва някакви незначителни битови случки, но в някакъв момент осъзнаваш, че може да е и екшън и комедия и крими, а Смъртта присъства обилно и в множество форми в привидно скучното ежедневие. Изобщо - радвам се, че я прочетох, бих го направила пак, защото съм сигурна, че открия много нови детайли, които съм пропуснала. Чудесното, което придава завършеност и помага разбирането на книгата е следговорът от преводача Боряна Даракчиева. ...more",Notes are private!,0,19,1,"Sep 12, 2020","Sep 26, 2020","Sep 08, 2020",,Paperback,view (with text),/book/show/54358823
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silk Roads,"Frankopan, Peter",1408839970,9781408839973,1408839970,636        pp,4.17,"39,280",2015,"Aug 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 06, 2020",,Hardcover,view,/book/show/25812847-silk-roads
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Propaganda,"Bernays, Edward L.",,,B0741SNR5J,5        pp,3.76,"7,407",1928,"Jul 25, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I know it is fundamental, but i found it sounding more like a textbook, rather than a book. I guess this makes sense, since it was written almost a ceI know it is fundamental, but i found it sounding more like a textbook, rather than a book. I guess this makes sense, since it was written almost a century ago, even before we saw the real propaganda machines of the Third Reich and Communism in action. ...more",Notes are private!,0,4,2,"Sep 11, 2020Sep 05, 2020","Sep 14, 2020Sep 11, 2020","Sep 05, 2020",,Audible Audio,view (with text),/book/show/45324823-propaganda
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Измамният живот на възрастните,"Ferrante, Elena",,9786190206910,,352        pp,3.66,"70,648","Nov 07, 2019","Sep 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Магията на Феранте е в заплитането на сложните семейни взаимоотношения и проследяването им във времето. Има я и тук, но някак орязана, опитомена, загуМагията на Феранте е в заплитането на сложните семейни взаимоотношения и проследяването им във времето. Има я и тук, но някак орязана, опитомена, загубила страстта и драматизма си. ...more",Notes are private!,0,9,1,"Oct 11, 2020","Oct 18, 2020","Sep 03, 2020",,Paperback,view (with text),/book/show/54909064
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Авиатор,"Vodolazkin, Eugene",,9786197350999,,544        pp,4.12,"4,673",2016,"Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Имах притеснението, че тази книга ще ми дотежи, но Водолазкин пише изключително елегантно за злото, смъртта, паметта и забравата, че буквално препускаИмах притеснението, че тази книга ще ми дотежи, но Водолазкин пише изключително елегантно за злото, смъртта, паметта и забравата, че буквално препусках през страниците. Хареса ми отворения финал. ""Авиатор"" за мен влиза в диалог с ""Времеубежище"" на Георги Господинов, което намирам за много вълнуващо. ...more",Notes are private!,0,19,1,"Dec 06, 2020","Dec 16, 2020","Sep 01, 2020",,Paperback,view (with text),/book/show/55182075
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Потъналите и спасените,"Levi, Primo",,9786191865659,,236        pp,4.43,"8,929",1986,"Jul 31, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Изключително важна книга, която мисля, че всеки трябва да прочете. С удивително самообладание, без да сочи виновници, Леви разсъждава върху зверстватаИзключително важна книга, която мисля, че всеки трябва да прочете. С удивително самообладание, без да сочи виновници, Леви разсъждава върху зверствата на Холокоста, но и върху човешката природа и естеството на злото. 'Как е възможно цял един народ удобно да си затвори очите за насилието, смъртта и гаврата на стотици хиляди човешки същества?' пита се авторът и заключва, че мъчителите не са някакви безподобни изроди, а обикновени хора. Хора съвсем като нас, които при определени обстоятелства се превръщат в инструменти на зловеща машина за унищожение. В това е и ценността на тази книга - с опита да обхване нещо толкова трудно за осмисляне и да осветли предопоставките за зараждане и избуяване на злото, Леви ни напомня, че не сме застраховани от повтаряне на подобни зловещи исторически грешки.В известен смисъл точно сега, когато националистичните настроения са във възход, а интернет дава възможност за манипулация на огромни групи хора, е изключително важно да помним. За да устои човешкото, оцеляло през толкова много перипетии....more",Notes are private!,0,24,1,"Aug 31, 2020","Sep 11, 2020","Aug 30, 2020",,Paperback,view (with text),/book/show/52747494
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Неудачниците,"Rachman, Tom*",,9786197350937,,400        pp,3.54,"49,528",2010,Aug 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2020",,Paperback,view,/book/show/54764619
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love Potion Number 10        (Jana Bibi Adventures #2),"Woodman, Betsy*",0805099573,9780805099577,0805099573,320        pp,3.80,164,"May 14, 2013","Aug 13, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2020",,Hardcover,view,/book/show/17378074-love-potion-number-10
