,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,tonia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Year of Wonders,"Brooks, Geraldine*",0142001430,9780142001431,,304        pp,4.01,"162,238",2001,"Apr 28, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 20, 2022","Jun 22, 2022","Jun 20, 2022",,Paperback,view,/book/show/4965.Year_of_Wonders
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Less Is More: How Degrowth Will Save the World,"Hickel, Jason",1786091216,9781786091215,1786091216,336        pp,4.52,"5,997","Jan 13, 2020","Nov 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Engaging, vital, honest look at how our economic systems really work and why we can’t escape their human and earth-destructive spirals without headingEngaging, vital, honest look at how our economic systems really work and why we can’t escape their human and earth-destructive spirals without heading in an entirely new direction. ...more",Notes are private!,0,0,1,"Jun 20, 2022","Jun 21, 2022","Jun 20, 2022",,Paperback,view (with text),/book/show/53328332-less-is-more
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twilight World,"Herzog, Werner",0593490266,9780593490266,0593490266,144        pp,3.87,"5,701","Aug 23, 2021","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Hardcover,view,/book/show/59576066-the-twilight-world
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",0399562966,9780399562969,0399562966,401        pp,4.28,"128,834","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Hardcover,view,/book/show/59109077-horse
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightcrawling,"Mottley, Leila*",0593318935,9780593318935,0593318935,277        pp,3.99,"47,409","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2022",,Hardcover,view,/book/show/58537371-nightcrawling
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wide Sargasso Sea,"Rhys, Jean",0393352560,9780393352566,0393352560,176        pp,3.59,"92,874",Oct 1966,"Jan 25, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The back story of Bertha Mason and Mr. Rochester. Gorgeous and sad.,Notes are private!,0,1,1,not set,"Jun 29, 2022","Jun 19, 2022",,Paperback,view (with text),/book/show/25622780-wide-sargasso-sea
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tale of the Unknown Island,"Saramago, José",0156013037,9780156013031,0156013037,51        pp,3.92,"14,873",1997,"Oct 05, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2022",,Paperback,view,/book/show/2529.The_Tale_of_the_Unknown_Island
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Battles in the Desert,"Pacheco, José Emilio",0811230953,9780811230957,0811230953,80        pp,4.13,"25,409","Jul 12, 1981","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2022",,Paperback,view,/book/show/55688770-battles-in-the-desert
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder in the Marais        (Aimee Leduc Investigations, #1)","Black, Cara*",1569471592,9781569471593,1569471592,354        pp,3.39,"8,436",1999,"Nov 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 15, 2022",,Hardcover,view,/book/show/71467.Murder_in_the_Marais
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleutheria,"Hyde, Allegra*",0593315243,9780593315248,0593315243,336        pp,3.71,"1,082","Mar 08, 2022","Mar 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love that we're starting to see novels grappling with the angst of growing up within the specter of climate change. This one is about an isolated giI love that we're starting to see novels grappling with the angst of growing up within the specter of climate change. This one is about an isolated girl who follows the path she knows and discovers that even within a new crisis, patterns repeat. Looking forward to more from Hyde....more",Notes are private!,0,0,1,not set,"Jun 13, 2022","Jun 13, 2022",,Paperback,view (with text),/book/show/58502668-eleutheria
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Apothecary,"Penner, Sarah *",0778311015,9780778311010,0778311015,301        pp,3.75,"369,389","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2022",,Hardcover,view,/book/show/53288434-the-lost-apothecary
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mary Jane,"Blau, Jessica Anya",0063052296,9780063052291,0063052296,320        pp,4.15,"83,870","May 11, 2021","May 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2022",,Hardcover,view,/book/show/54870208-mary-jane
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Wild Love for the World: Joanna Macy and the Work of Our Time,"Macy, Joanna",1611807956,9781611807950,1611807956,416        pp,4.16,58,unknown,"Apr 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2022",,Paperback,view,/book/show/51551987-a-wild-love-for-the-world
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fiber Fueled: The Plant-Based Gut Health Program for Losing Weight, Restoring Your Health, and Optimizing Your Microbiome","Bulsiewicz, Will",059308456X,9780593084564,059308456X,400        pp,4.03,"10,408","May 12, 2020","Oct 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jun 06, 2022","Jun 06, 2022",,Hardcover,view,/book/show/48806799-fiber-fueled
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Portrait,"O'Farrell, Maggie*",,,,355        pp,4.02,"139,072","Aug 30, 2022","Sep 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gorgeous prose. Not as emotionally precise as Hamnet, but it's a different kind of story. Beautifully imagined and worked out.Gorgeous prose. Not as emotionally precise as Hamnet, but it's a different kind of story. Beautifully imagined and worked out....more",Notes are private!,0,1,1,not set,"Mar 28, 2023","May 30, 2022",,Hardcover,view (with text),/book/show/60353768-the-marriage-portrait
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Independent People,"Laxness, Halldór",0679767924,9780679767923,0679767924,482        pp,4.14,"12,428",1934,"Jan 14, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A slow, deep read that is well worth the effort. It is set in Iceland in the early 1900s, among poor sheep farmers who have been thoroughly indoctrinaA slow, deep read that is well worth the effort. It is set in Iceland in the early 1900s, among poor sheep farmers who have been thoroughly indoctrinated into the mythology of Independence. Bjartur, the main character, is a bully, a brute, and a fool as he pursues his independence, but still he maintains a measure of respect within the community even as animals, wives, and children suffer under his zeal. ( And yes, if you are American, this rings plenty of cultural bells.) It is Laxness’s quiet precision at revealing these sorrows and inequities without sentimentalizing them that make the book so profound and memorable. There’s plenty more to say about the spot-on skewering of wealthy “liberalism”, capitalism and the voracious destruction of “growth”, as well as the darkly comedic genius of the writing, but I’ll just leave it where it’s at and say, read it....more",Notes are private!,0,0,1,"May 19, 2022","Jun 20, 2022","May 19, 2022",,Paperback,view (with text),/book/show/77287.Independent_People
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Ice Age: How Climate Made History 1300-1850,"Fagan, Brian M.",0465022723,9780465022724,0465022723,272        pp,3.85,"2,535","Dec 27, 2000","Dec 27, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 19, 2022","Jun 06, 2022","May 19, 2022",,Paperback,view,/book/show/53913.The_Little_Ice_Age
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dawn of Everything: A New History of Humanity,"Graeber, David",,,B08R2KL3VY,702        pp,4.20,"18,513","Oct 19, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2022",,Kindle Edition,view,/book/show/57134320-the-dawn-of-everything
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter in the Blood,"Welch, James",0143136194,9780143136194,0143136194,160        pp,3.83,"4,067",1974,"Feb 23, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gorgeous, spare writing about a Native man's grief and his discovery of his own world. Amazing.Gorgeous, spare writing about a Native man's grief and his discovery of his own world. Amazing....more",Notes are private!,0,0,1,not set,"May 15, 2022","May 15, 2022",,Hardcover,view (with text),/book/show/54732987-winter-in-the-blood
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Hope: A Survival Guide for Trying Times,"Goodall, Jane*",1250784093,9781250784094,1250784093,272        pp,4.19,"14,075","Oct 19, 2021","Oct 19, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Clunky writing, but I'm in the mood to be inspired by someone like Jane Goodall, and it's nice to sit for awhile and believe that maybe things will beClunky writing, but I'm in the mood to be inspired by someone like Jane Goodall, and it's nice to sit for awhile and believe that maybe things will be okay....more",Notes are private!,0,1,1,not set,"May 15, 2022","May 15, 2022",,Hardcover,view (with text),/book/show/56268863-the-book-of-hope
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The End of the Wasp Season        (Alex Morrow, #2)","Mina, Denise*",0316069337,9780316069335,0316069337,400        pp,3.83,"8,434","Jan 01, 2011","Sep 26, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This series keeps getting better. I love the way Mina lets you in on the characters' personal lives without making them central. Great writing.This series keeps getting better. I love the way Mina lets you in on the characters' personal lives without making them central. Great writing....more,Notes are private!,0,1,1,not set,"Aug 16, 2022","May 13, 2022",,Hardcover,view (with text),/book/show/11156902-the-end-of-the-wasp-season
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sounds Wild and Broken: Sonic Marvels, Evolution's Creativity, and the Crisis of Sensory Extinction","Haskell, David George",198488154X,9781984881540,198488154X,448        pp,3.91,272,"Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2022",,Hardcover,view,/book/show/59522452-sounds-wild-and-broken
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Practice of the Wild,"Snyder, Gary",0865474540,9780865474543,0865474540,190        pp,4.19,"2,559",1990,"Jan 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2022",,Paperback,view,/book/show/1836.The_Practice_of_the_Wild
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sweetness of Water,"Harris, Nathan*",0316461245,9780316461245,0316461245,368        pp,4.16,"51,648","Jun 15, 2021","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2022",,Paperback,view,/book/show/58950720-the-sweetness-of-water
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wilding: The Return of Nature to a British Farm,"Tree, Isabella",,,B07771D35D,461        pp,4.46,"7,563","May 03, 2018","May 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 11, 2022",,Kindle Edition,view,/book/show/39991238-wilding
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In the Presence of the Enemy        (Inspector Lynley, #8)","George, Elizabeth*",0553576089,9780553576085,0553576089,656        pp,4.14,"13,329",1996,"May 05, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 08, 2022","May 08, 2022",,Mass Market Paperback,view,/book/show/77097.In_the_Presence_of_the_Enemy
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ill Fares the Land,"Judt, Tony",1594202761,9781594202766,1594202761,237        pp,4.01,"4,019",2010,"Mar 18, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2022",,Hardcover,view,/book/show/7821831-ill-fares-the-land
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far Afield,"Kaysen, Susanna",0679753761,9780679753766,0679753761,352        pp,3.85,452,1990,"Apr 19, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2022",,Paperback,view,/book/show/28093.Far_Afield
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Still Midnight        (Alex Morrow, #1)","Mina, Denise*",0752884042,9780752884042,0752884042,342        pp,3.60,"8,378",2009,"Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Slow start, but a very promising beginning to a new-to-me detective series!",Notes are private!,0,1,1,not set,"Jul 03, 2022","May 06, 2022",,Paperback,view (with text),/book/show/6389743-still-midnight
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Half Has Never Been Told: Slavery and the Making of American Capitalism,"Baptist, Edward E.*",046500296X,9780465002962,046500296X,498        pp,4.46,"5,215","Sep 21, 2013","Sep 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2022",,Hardcover,view,/book/show/14894629-the-half-has-never-been-told
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Form and Emptiness,"Ozeki, Ruth*",0399563644,9780399563645,0399563644,548        pp,4.03,"30,797","Sep 21, 2021","Sep 21, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(5 stars for all books.) A gentle exploration of a family's struggle with mental illness, grief, Kon Mari, the hidden magic of books, and animism in a(5 stars for all books.) A gentle exploration of a family's struggle with mental illness, grief, Kon Mari, the hidden magic of books, and animism in a readable, entertaining style. ...more",Notes are private!,0,0,1,"Jul 19, 2023","Jul 31, 2023","Apr 22, 2022",,Hardcover,view (with text),/book/show/57004637-the-book-of-form-and-emptiness
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Inventory of Losses,"Schalansky, Judith",0811229637,9780811229630,0811229637,253        pp,3.36,"1,608","Oct 21, 2018","Dec 08, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In a time when we are facing loss on every plane, Schalansky gives us an inventory of other losses. The physical book itself is lovely and a treat to In a time when we are facing loss on every plane, Schalansky gives us an inventory of other losses. The physical book itself is lovely and a treat to hold and read. Inside, it's a blend of short stories and memoir, she tells about the Caspian Tiger, the Love Songs of Sappho, a strange Encyclopedia in the Woods and other forgotten things, as if to say that loss is the way of the world and we will go on as we can....more",Notes are private!,0,0,1,"Apr 21, 2022","May 13, 2022","Apr 21, 2022",,Hardcover,view (with text),/book/show/52175029-an-inventory-of-losses
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Talking to My Daughter About the Economy: or, How Capitalism Works—and How It Fails","Varoufakis, Yanis",,,B076H4WMY1,224        pp,4.12,"17,291",2013,"May 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2022",,Kindle Edition,view,/book/show/36490332-talking-to-my-daughter-about-the-economy
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hearts of Horses,"Gloss, Molly",0618799907,9780618799909,0618799907,289        pp,3.95,"5,168","Nov 06, 2007","Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2022",,Hardcover,view,/book/show/795163.The_Hearts_of_Horses
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Write Like Tolstoy: A Journey into the Minds of Our Greatest Writers,"Cohen, Richard A.",081298773X,9780812987737,081298773X,352        pp,3.88,542,"May 24, 2016","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2022",,Paperback,view,/book/show/30268575-how-to-write-like-tolstoy
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,False Impression,"Archer, Jeffrey*",0312939779,9780312939779,0312939779,538        pp,3.89,"22,802","Dec 01, 2005","Nov 28, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 19, 2022","Apr 19, 2022",,Mass Market Paperback,view,/book/show/78971.False_Impression
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Wild Places,"Ernshaw, Shea*",1982164808,9781982164805,1982164808,354        pp,3.93,"58,711","Dec 07, 2021","Dec 07, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 17, 2022","Apr 17, 2022",,Hardcover,view,/book/show/56898223-a-history-of-wild-places
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time Is a Mother,"Vuong, Ocean",0593300238,9780593300237,0593300238,114        pp,3.96,"26,868","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2022",,Hardcover,view,/book/show/58582927-time-is-a-mother
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burntcoat,"Hall, Sarah",0062657100,9780062657107,0062657100,224        pp,3.73,"3,286","Oct 05, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2022",,Hardcover,view,/book/show/56555133-burntcoat
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heavy,"Laymon, Kiese*",1501125656,9781501125652,1501125656,241        pp,4.48,"39,759","Oct 16, 2018","Oct 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I listened to Laymon read his story over a couple of weeks of morning walks. I can't imagine taking in this book any other way. His struggles to find I listened to Laymon read his story over a couple of weeks of morning walks. I can't imagine taking in this book any other way. His struggles to find his voice in the wake of his mother's insistence on his black ""excellence,"" his deliberate use of vernacular, the cadence of his speech, made me understand language in a new way. The story of his childhood, the struggles of abuse, the longing for home and satiety are all powerfully explored. A memoir that will be hard to forget....more",Notes are private!,0,1,1,"Mar 28, 2022","Apr 10, 2022","Mar 28, 2022",,Hardcover,view (with text),/book/show/29430746-heavy
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shroud for a Nightingale        (Adam Dalgliesh, #4)","James, P.D.",0743219600,9780743219600,0743219600,368        pp,4.03,"26,192",1971,"Sep 11, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 26, 2022","Mar 29, 2022","Mar 26, 2022",,Paperback,view,/book/show/764434.Shroud_for_a_Nightingale
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lighthouse        (Adam Dalgliesh, #13)","James, P.D.",0307275736,9780307275738,0307275736,383        pp,3.85,"18,039","Nov 22, 2005","Oct 10, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"PD James sets the standard for me for detective novels. Smart, deliberate, well-planned mysteries with thoughtful, nuanced characters.",Notes are private!,0,0,1,"Mar 24, 2022","Mar 26, 2022","Mar 24, 2022",,Paperback,view (with text),/book/show/3826.The_Lighthouse
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory Police,"Ogawa, Yōko",1101870605,9781101870600,1101870605,274        pp,3.73,"88,686","Jan 26, 1994","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2022",,Hardcover,view,/book/show/37004370-the-memory-police
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anthropocene Reviewed: Essays on a Human-Centered Planet,"Green, John*",0525556532,9780525556534,0525556532,304        pp,4.37,"124,119","May 18, 2021","May 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2022",,Hardcover,view,/book/show/58678422-the-anthropocene-reviewed
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful World, Where Are You","Rooney, Sally*",0374602603,9780374602604,0374602603,356        pp,3.54,"388,499","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2022",,Hardcover,view,/book/show/56597885-beautiful-world-where-are-you
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,597","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2022",,Hardcover,view,/book/show/54493401-project-hail-mary
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light Pirate,"Brooks-Dalton, Lily*",1538708272,9781538708279,1538708272,336        pp,4.05,"27,733","Dec 06, 2022","Dec 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2022",,Hardcover,view,/book/show/60468332-the-light-pirate
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Murder of Mr. Wickham        (Mr. Darcy & Miss Tilney, #1)","Gray, Claudia*",059331381X,9780593313817,059331381X,386        pp,3.69,"15,557","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2022",,Paperback,view,/book/show/59089898-the-murder-of-mr-wickham
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bomb Shelter: Love, Time, and Other Explosives","Philpott, Mary Laura*",1982160780,9781982160784,1982160780,288        pp,4.00,"8,911","Apr 12, 2022","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2022",,Hardcover,view,/book/show/58438569-bomb-shelter
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aviary,"McNamer, Deirdre",1571311386,9781571311382,1571311386,292        pp,3.71,372,"Apr 13, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2022",,Hardcover,view,/book/show/55844054-aviary
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dog Park,"Oksanen, Sofi*",0525659471,9780525659471,0525659471,368        pp,3.52,"3,375","Sep 09, 2019","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2022",,Hardcover,view,/book/show/55573520-dog-park
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Practical Magic        (Practical Magic, #1)","Hoffman, Alice*",,,,286        pp,3.73,"133,191","Jul 01, 1995","Aug 05, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2022",,Paperback,view,/book/show/22896.Practical_Magic
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Night Hawks        (Ruth Galloway, #13)","Griffiths, Elly*",1787477827,,B084S6J2QD,322        pp,4.28,"19,168","Feb 04, 2021","Feb 04, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 20, 2022","Mar 20, 2022",,Kindle Edition,view,/book/show/51830272-the-night-hawks
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter Recipes from the Collective,"Glück, Louise",037460410X,9780374604103,037460410X,46        pp,3.99,"2,979","Oct 19, 2021","Oct 26, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,First read through. Gorgeous.,Notes are private!,0,0,1,"Feb 17, 2023",Mar 2023,"Mar 18, 2022",,Hardcover,view (with text),/book/show/56269266-winter-recipes-from-the-collective
