,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Andrea's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rodham,"Sittenfeld, Curtis*",0399590919,9780399590917,0399590919,417        pp,3.83,"44,350","May 19, 2020","May 19, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/50253429-rodham
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Wife,"Sittenfeld, Curtis*",1400064759,9781400064755,1400064759,555        pp,3.77,"60,549","Sep 02, 2008","Sep 02, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/2807199-american-wife
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prep,"Sittenfeld, Curtis*",081297235X,9780812972351,,420        pp,3.43,"69,754","Jan 17, 2005","Nov 22, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/9844.Prep
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romantic Comedy,"Sittenfeld, Curtis*",0399590943,9780399590948,0399590943,309        pp,3.66,"176,146","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/62628727-romantic-comedy
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color Line,"Scego, Igiaba",1635420873,9781635420876,B09PQP6NBL,543        pp,3.78,767,"Feb 12, 2020","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Kindle Edition,view,/book/show/62982048-the-color-line
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Naked Sleeper: A Novel,"Nunez, Sigrid",0060928611,9780060928612,0060928611,235        pp,3.40,127,1996,"Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/33366.Naked_Sleeper
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salvation City,"Nunez, Sigrid",1594487669,9781594487668,1594487669,288        pp,3.18,"1,085","Sep 16, 2010","Sep 16, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/7934589-salvation-city
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mitz: The Marmoset of Bloomsbury,"Nunez, Sigrid",1593765827,9781593765828,1593765827,172        pp,3.98,"1,123","Apr 21, 1998","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/43570546-mitz
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Feather on the Breath of God,"Nunez, Sigrid",0312422733,9780312422738,0312422733,192        pp,3.98,"1,597","Jan 01, 1995","Dec 27, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/33365.A_Feather_on_the_Breath_of_God
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sempre Susan: A Memoir of Susan Sontag,"Nunez, Sigrid",1935633228,9781935633228,1935633228,140        pp,3.88,"1,909","Mar 30, 2011","Mar 30, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/9520847-sempre-susan
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vulnerables,"Nunez, Sigrid",0593715519,9780593715512,0593715519,256        pp,3.66,"6,020","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/125930473-the-vulnerables
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last of Her Kind,"Nunez, Sigrid",0312425945,9780312425944,0312425945,391        pp,3.82,"2,590","Dec 27, 2005","Dec 12, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/10156.The_Last_of_Her_Kind
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Are You Going Through,"Nunez, Sigrid",0593191412,9780593191415,0593191412,210        pp,3.74,"13,621","Sep 08, 2020","Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/51152434-what-are-you-going-through
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Friend,"Nunez, Sigrid",0735219451,9780735219458,0735219451,212        pp,3.77,"42,673","Feb 06, 2018","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/40164365-the-friend
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hidden Valley Road: Inside the Mind of an American Family,"Kolker, Robert*",038554376X,9780385543767,038554376X,377        pp,4.16,"122,384","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/50088631-hidden-valley-road
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother Ship,"Segal, Francesca*",1784742694,9781784742690,1784742694,288        pp,4.47,531,"May 06, 2019","Jun 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/41723510-mother-ship
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Awkward Age,"Segal, Francesca*",0399576452,9780399576454,0399576452,368        pp,3.27,"2,512","May 16, 2017","May 16, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/32766482-the-awkward-age
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Innocents,"Segal, Francesca*",1401341810,9781401341817,1401341810,282        pp,3.19,"5,608","Jan 01, 2012","Jun 05, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/12190308-the-innocents
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Welcome to Glorious Tuga        (Tuga Trilogy, #1)","Segal, Francesca*",1529918804,9781529918809,B0CHHVW4NH,361        pp,4.07,46,unknown,"Jun 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Kindle Edition,view,/book/show/198678763-welcome-to-glorious-tuga
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Understudy,"Nicholls, David",0812971418,9780812971415,0812971418,368        pp,3.34,"9,916",2005,"Jan 30, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/366842.The_Understudy
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweet Sorrow,"Nicholls, David",1444715410,9781444715415,1444715410,405        pp,3.79,"18,113","Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/43188104-sweet-sorrow
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Starter for Ten,"Nicholls, David",0345498127,9780345498120,0345498127,338        pp,3.61,"23,171",2003,"Jan 23, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/107896.Starter_for_Ten
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Day,"Nicholls, David",0340896965,9780340896969,0340896965,435        pp,3.83,"341,143","Jun 11, 2009","Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/6280118-one-day
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Us,"Nicholls, David",034089699X,9780340896990,034089699X,400        pp,3.71,"58,574","Sep 30, 2014","Sep 30, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/21423525-us
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Are Here,"Nicholls, David",144471547X,9781444715477,B0CFJDBYSC,363        pp,4.40,253,"Apr 23, 2024","Apr 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Kindle Edition,view,/book/show/196537410-you-are-here
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So Late in the Day,"Keegan, Claire",0571382010,9780571382019,0571382010,47        pp,4.01,"10,953","Aug 31, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/73936042-so-late-in-the-day
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So Late in the Day: Stories of Women and Men,"Keegan, Claire",0802160859,9780802160850,,128        pp,4.03,"10,960","Feb 22, 2022","Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/126262032-so-late-in-the-day
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Venice is a Fish: A Cultural Guide by Scarpa, Tiziano        (2009)","Scarpa, Tiziano",,,B00DO99V7W,0        pp,4.33,6,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/158972752-venice-is-a-fish
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Live Nude Girl: My Life as an Object,"Rooney, Kathleen*",1557288917,9781557288912,1557288917,183        pp,3.96,174,"Feb 26, 2009","Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/3434157-live-nude-girl
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From Dust to Stardust,"Rooney, Kathleen*",1662510578,9781662510571,B0BL416RVR,287        pp,3.96,384,"Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Kindle Edition,view,/book/show/61311487-from-dust-to-stardust
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cher Ami and Major Whittlesey,"Rooney, Kathleen*",,,B084788BMF,336        pp,3.98,"2,134","Aug 11, 2020","Aug 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Kindle Edition,view,/book/show/53881857-cher-ami-and-major-whittlesey
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lillian Boxfish Takes a Walk,"Rooney, Kathleen*",1250113326,9781250113320,1250113326,287        pp,3.85,"29,805","Jan 17, 2017","Jan 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/29939353-lillian-boxfish-takes-a-walk
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Martha and Hanwell,"Smith, Zadie",0141023120,9780141023120,0141023120,64        pp,3.58,562,2003,"May 06, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/316195.Martha_and_Hanwell
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Other People,"Smith, Zadie",0143038184,9780143038184,0143038184,289        pp,3.46,"3,290","Nov 01, 2008","Jan 02, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/29705.The_Book_of_Other_People
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Changing My Mind: Occasional Essays,"Smith, Zadie",1594202370,9781594202377,1594202370,320        pp,3.83,"6,001","Nov 12, 2009","Nov 12, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/6425404-changing-my-mind
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grand Union,"Smith, Zadie",0525558993,9780525558996,0525558993,246        pp,3.27,"8,716","Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/43608928-grand-union
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Feel Free: Essays,"Smith, Zadie",0698178882,,B073NNRSYV,464        pp,3.82,"7,788","Feb 06, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Kindle Edition,view,/book/show/35581653-feel-free
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fraud,"Smith, Zadie",0525558969,9780525558965,0525558969,464        pp,3.35,"17,280","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/66086834-the-fraud
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vaster Wilds,"Groff, Lauren*",0593418395,9780593418390,0593418395,272        pp,3.79,"24,305","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/62952130-the-vaster-wilds
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Monsters of Templeton,"Groff, Lauren*",0434017841,9780434017843,0434017841,384        pp,3.63,"21,310","Feb 05, 2008","Feb 05, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/1474628.The_Monsters_of_Templeton
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Florida,"Groff, Lauren*",1594634521,9781594634529,1594634521,275        pp,3.77,"31,559","Jun 05, 2018","May 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/44776662-florida
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matrix,"Groff, Lauren*",1594634491,9781594634499,1594634491,260        pp,3.68,"56,686","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/57185348-matrix
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fates and Furies,"Groff, Lauren*",1594634475,9781594634475,1594634475,390        pp,3.58,"138,681","Sep 15, 2015","Sep 15, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/24612118-fates-and-furies
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Phoenix Bride,"Siegel, Natasha*",0593597877,9780593597873,0593597877,336        pp,4.03,307,"Mar 12, 2024","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/177185888-the-phoenix-bride
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solomon's Crown,"Siegel, Natasha*",0593597842,9780593597842,0593597842,368        pp,3.84,"1,722","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Paperback,view,/book/show/60522607-solomon-s-crown
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Northumbrians: North-East England and its People - A New History,"Jackson, Dan",1787381943,9781787381940,1787381943,320        pp,4.17,321,"Dec 01, 2019","Dec 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2024",,Hardcover,view,/book/show/46167550-the-northumbrians
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mystery of the Tolling Bell        (Nancy Drew Mystery Stories, #23)","Keene, Carolyn",,,,213        pp,3.90,"6,175",1946,1971,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 03, 2024","Jan 10, 2024","Jan 03, 2024",,Hardcover,view,/book/show/54451263-mystery-of-the-tolling-bell
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cheese Biscuit Queen Tells All: Southern Recipes, Sweet Remembrances, and a Little Rambunctious Behavior","Greene, Mary Martha",164336183X,9781643361833,,unknown,4.14,14,unknown,"May 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Unknown Binding,view,/book/show/56993917-the-cheese-biscuit-queen-tells-all
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,SHIP WATCH,"Barrett, Johnathon Scott",195243971X,9781952439711,B0CPJVSZV5,305        pp,4.31,26,unknown,"Dec 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Kindle Edition,view,/book/show/203273093-ship-watch
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letter from New York: BBC Women's Hour Broadcasts,"Hanff, Helene",1854102214,9781854102218,1854102214,160        pp,4.22,654,"Jul 01, 1992","Jan 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Hardcover,view,/book/show/231256.Letter_from_New_York
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Underfoot in Show Business,"Hanff, Helene",1559210176,9781559210171,1559210176,177        pp,4.23,780,1962,"Jul 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Paperback,view,/book/show/125037.Underfoot_in_Show_Business
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Clue in the Crumbling Wall        (Nancy Drew Mystery Stories, #22)","Keene, Carolyn",044809522X,9780448095226,044809522X,181        pp,3.93,"6,816","Feb 01, 1945","Feb 01, 1975",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 24, 2023","Jan 03, 2024","Dec 24, 2023",,Hardcover,view,/book/show/862004.The_Clue_in_the_Crumbling_Wall
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Secret in the Old Attic        (Nancy Drew Mystery Stories, #21)","Keene, Carolyn",1557092788,9781557092786,1557092788,210        pp,3.98,"11,616",1944,"Oct 15, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Dec 24, 2023not set","Dec 24, 2023not set","Dec 24, 2023",,Hardcover,view,/book/show/48562.The_Secret_in_the_Old_Attic
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Clue in the Jewel Box        (Nancy Drew Mystery Stories, #20)","Keene, Carolyn",155709277X,9781557092779,155709277X,228        pp,3.92,"6,240",1943,"Oct 15, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 24, 2023",,Hardcover,view,/book/show/48745.The_Clue_in_the_Jewel_Box
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Library,"Haig, Matt*",,,,288        pp,4.00,"1,766,403","Aug 13, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2023",,Hardcover,view,/book/show/52578297-the-midnight-library
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Quest of the Missing Map        (Nancy Drew Mystery Stories, #19)","Keene, Carolyn",1557092656,9781557092656,1557092656,178        pp,3.90,"5,698",1942,"Nov 05, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 30, 2023","Dec 08, 2023","Nov 30, 2023",,Hardcover,view,/book/show/48717.The_Quest_of_the_Missing_Map
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wren, The Wren","Enright, Anne",0771010052,9780771010057,B0BZKMLGRJ,288        pp,3.58,"5,387","Sep 19, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/124027587-the-wren-the-wren
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nature of Disappearing,"Grant, Kimi Cunningham*",1250907616,9781250907615,1250907616,304        pp,4.05,234,"Jun 18, 2024","Jun 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/195790594-the-nature-of-disappearing
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mystery at the Moss-covered Mansion        (Nancy Drew Mystery Stories, #18)","Keene, Carolyn",1557092648,9781557092649,1557092648,228        pp,3.88,"7,018",1941,"Feb 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 20, 2023","Nov 30, 2023","Nov 20, 2023",,Hardcover,view,/book/show/32980.The_Mystery_at_the_Moss_covered_Mansion
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summers at the Saint,"Andrews, Mary Kay*",1250278384,9781250278388,1250278384,448        pp,4.25,978,"May 07, 2024","May 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Hardcover,view,/book/show/195790574-summers-at-the-saint
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mystery of the Brass-Bound Trunk        (Nancy Drew Mystery Stories, #17)","Keene, Carolyn",155709263X,9781557092632,155709263X,228        pp,3.90,"6,192",1940,"Dec 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 11, 2023","Nov 20, 2023","Nov 11, 2023",,Hardcover,view,/book/show/32981.The_Mystery_of_the_Brass_Bound_Trunk
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Clue of the Tapping Heels        (Nancy Drew Mystery Stories, #16)","Keene, Carolyn",,,,192        pp,3.87,"7,535",1939,"Jan 01, 1969",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 05, 2023","Nov 11, 2023","Nov 05, 2023",,Hardcover,view,/book/show/178153.The_Clue_of_the_Tapping_Heels
