,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lisette's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You're the Ooze, Darlin'","Testerman, Jemimah*",,,B0BPQ5VMFH,unknown,5.00,8,unknown,"Dec 09, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow! What a book!When I picked up this book, I wasn’t prepared for how honest, raw, real, and gripping it would be. The author has lived through so muWow! What a book!When I picked up this book, I wasn’t prepared for how honest, raw, real, and gripping it would be. The author has lived through so much in her young life, and to say that I applaud her bravery in writing this memoir would be a vast understatement. She is not only helping herself in what has to be a long recovery process, but I have no doubt this book will help others in ways even the author has not imagined.I read a lot of books. This is the first memoir I’ve read written by someone only in her mid-twenties. But Ms. Testerman has a wisdom and a soul far older than her physical years. She also has a natural writing ability. This is not a long, drawn-out memoir. The author instinctively knows what matters and what doesn’t. Every line gets to the point and packs a punch—one you may physically feel for a long time. It’s that intense.While reading this, certain parts took my breath away. As the disclaimer in the beginning of the book states, the author “talks about sexual abuse, self-harm, suicide, and heavy drug and alcohol use.” This is not to be taken lightly. While I highly recommend this book, I recommend it only to those who are prepared and able to read it NOW. I believe this book has the ability to help so many people. A person need not have lived a life similar to Ms. Testerman’s to find solace, hope, and help in this book. This is for anyone who is suffering so intensely that they believe life cannot be lived without a great deal of pain … without thoughts of ending that life. It is also for anyone who wants to grasp even a basic understanding of what others go through, for those anyone who may wish to expand their knowledge or understand a loved one … and so much more. I hope this talented author will write more about her life and recovery, but only when she feels the time is right. This is a compelling read. Brava for writing it. Well done!...more",Notes are private!,0,1,1,not set,not set,"Dec 17, 2022",,Kindle Edition,view (with text),/book/show/68041720-you-re-the-ooze-darlin
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jamie's Wake-up Call,"Guiton, Brenda*",,B097F6J5RC,,unknown,4.89,9,unknown,"Jun 26, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Seven years is a long time to be estranged from family, but without any money or life to speak of, Jamie eagerly returns home to Shellcombe Bay after Seven years is a long time to be estranged from family, but without any money or life to speak of, Jamie eagerly returns home to Shellcombe Bay after his uncle dies. Along with his brother, Matt, and his sister, Ashley, he’s inherited a once-booming resort that’s as rundown as Jamie feels. While the best option is to fix the place up, it’s a discomfiting proposition for the three siblings. Aside from the seven long years of absence, Matt and Ashley are both dealing with family issues, and while Jamie hasn’t brought many possessions with him, he’s got a lot of unseen baggage. Once the siblings decide to renovate the resort, the story kicks into high gear. Aside from all that’s happening with the adults, their children are facing their own battles. Jamie and his nephew, Simon have something in common besides blood: they’re both being blamed for things they haven’t done—by not-so-nice people who want revenge.Having read several of this author’s others books, I know she’s great at turning up the heat and kicking her stories into high gear. Clever plotting, surprises, twists and turns, moral dilemmas, and plenty of action make this a terrific read. I thoroughly enjoyed this—from the beginning until the very last line. ...more",Notes are private!,0,1,1,"Dec 10, 2022",not set,"Dec 10, 2022",,Kindle Edition,view (with text),/book/show/58461206-jamie-s-wake-up-call
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Variety is the Spice of Life,"Cronin, Sally*",,,B0BMXMVGZ7,127        pp,4.89,36,unknown,"Nov 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So much to say … I’m not sure where to begin.Sally Cronin’s latest collection of poetry and short stories is one of the most delightful that I’ve readSo much to say … I’m not sure where to begin.Sally Cronin’s latest collection of poetry and short stories is one of the most delightful that I’ve read. First, the poetry. While reading this book, I took notes on every poem, jotting down how I felt and what impressions it gave me. However, now that I’m writing a , I am finding it difficult to put those notes into one paragraph and make any cohesive sense. So let me try this another way.What I loved most about the poetry is the author’s gift for nuanced descriptions of nature and its creatures as if we’re seeing them with brand new eyes. Her poem “The Robin – Size doesn’t matter” really resonated with me. In my childhood, robins were abundant where I lived, but reading this poem felt as though I was meeting them anew, just as I felt reading about bees, butterflies, starlings and other creatures. The author is brilliantly observant and knows how to extract what is most special about the world she sees. And I love the pieces of art she creates with her lines of poetry. Most clever.I don’t want to give too much away about the short stories, but each one delighted me in a different way. I especially loved “The Secret” and wanted it to go on. But to summarize, all of the stories had connections with nature woven throughout – and I found each one to be touching and heartwarming. ...more",Notes are private!,0,1,4,not setnot setnot setnot set,not setnot setnot setnot set,"Nov 30, 2022",,Kindle Edition,view (with text),/book/show/63362080-variety-is-the-spice-of-life
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Crossbow Christmas,"Swann, Ann*",1631122940,9781631122941,B0BFRV2K8Z,286        pp,4.45,51,unknown,"Nov 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Ann Swann’s books. No matter what genre she writes in, her plots are always believable, layered, thought-provoking, engaging, and beautifully wI love Ann Swann’s books. No matter what genre she writes in, her plots are always believable, layered, thought-provoking, engaging, and beautifully written. This book was no exception.When Carina recovers from a serious bout with Covid, after being hospitalized and on a ventilator, she is left feeling out of sorts. Her husband is working insane hours and her children are living their lives in other cities. When Carina joins an online grief group, she makes an instant connection with a young man named Max, who lost his young wife to cancer. When he offers Carina the chance to spend Christmas at his family cabin in Crossbow, Colorado, it sounds like a dream. Getting her family to join her seems pretty much impossible, but does that mean she shouldn’t go?This novel is way more than a feel-good Christmas story. Swann explores family dynamics, a woman’s self-doubt and simultaneous determination, and twists and turns that mirror real life in ways that I suspect most readers will find extraordinarily relatable. I honestly didn’t know how this story would end because I felt the author’s in-depth writing could have taken it in many directions. This is the first time I’ve ever read a book in one sitting. Ann Swann drew me in … and I just had to know how this very special story ended. ...more",Notes are private!,0,2,2,not setnot set,not setnot set,"Nov 25, 2022",,ebook,view (with text),/book/show/62872091-a-crossbow-christmas
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Christmas Rose        (Christmas Rose Trilogy #2),"Maza, Cathleen*",,,B0BKKQ6GZL,44        pp,5.00,8,unknown,"Nov 18, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Last year, I had the pleasure of reading this author's work of short fiction, Christmas Rose, where the character, Rose, brought joy to grieving familLast year, I had the pleasure of reading this author's work of short fiction, Christmas Rose, where the character, Rose, brought joy to grieving family members at Christmas when they were expecting something quite a different outcome from her presence.In this delightful sequel, Rose is now getting married, during a snowstorm (talk about inconvenient!), and little is going as planned. Yet, author Maza shows us that everything need not end badly when plans go awry. Happiness is right by our side; it just may look different than expected … and, speaking metaphorically, perhaps enter through a side door instead of the front entrance as expected.Once again, as in all of this author's books, there are subtle, yet beautiful lessons for living a happy life.Another lovely story....more",Notes are private!,0,2,1,"Nov 20, 2022",not set,"Nov 20, 2022",,Kindle Edition,view (with text),/book/show/63264281-mrs-christmas-rose
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shine from a Girl in the Lake: Magnolia Bluff Crime Chronicles,"Schwindt, Richard",1989240186,9781989240182,1989240186,259        pp,4.93,15,unknown,"Aug 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the second book I’ve read in this multi-author series – and it’s terrific. Having read several of this author’s books, I keep reading because This is the second book I’ve read in this multi-author series – and it’s terrific. Having read several of this author’s books, I keep reading because he has a knack for creating authentic, flawed, and believable characters.Author Schwindt adeptly uses his life’s work as a social worker and a therapist, to make the character of clinical psychologist Michael Kurelek, who early on is suspected of heinous crimes, come alive in his quest to hunt a sadistic killer. Extraordinarily motivated, Kurelek embarks on quite the journey. I’ll leave it there as I don’t want to summarize the story and give away too much – the gist of the story is in the blurb. I will say that aside from the superb characterizations, this was a fast-moving and suspenseful story with no unnecessary lags. The author’s knowledge of the human psyche, especially tortured ones, gives the scenes a raw and real feel. The writing was excellent and the storytelling kept me intrigued from beginning to end. Well done!...more",Notes are private!,0,5,2,"not setNov 19, 2022",not setnot set,"Nov 19, 2022",,Paperback,view (with text),/book/show/61952684-the-shine-from-a-girl-in-the-lake
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shine from a Girl in the Lake        (Magnolia Bluff Crime Chronicles Book 6),"Schwindt, Richard",1989240178,9781989240175,B0B8WDD578,261        pp,4.93,15,unknown,"Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 11, 2022",,Kindle Edition,view,/book/show/61952683-the-shine-from-a-girl-in-the-lake
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cranberry Creek Christmas,"Romes, Jan*",,,B0BG9JCN21,281        pp,4.88,8,unknown,"Sep 23, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Romance writer Lucy Bretton’s long engagement to Wyatt Damschroder, one that felt like it would never turn into a marriage, has worn her out. Giving hRomance writer Lucy Bretton’s long engagement to Wyatt Damschroder, one that felt like it would never turn into a marriage, has worn her out. Giving him back his ring, at least for the time being, she heads off to Cranberry Creek, Massachusetts, hoping that inspiration for her next novel … a Christmas romance … will find her. Because she’s sure not finding inspiration from Wyatt … to say the least.Feeling anything but romantic, Lucy departs from the Big Apple to snowy to charming Cranberry Creek. Once there, driving her rental car, she and the handsome Logan Gabriel (in his car) “bump into each other.” After the snowy, but damage-free “collision” ends, he insists on leading Lucy to her the resort she’s booked into. Oh, yeah, one that conveniently forgot to say was owned by his parents.And here the story begins. While the attraction is immediate for both of them, Logan has an ex who’s trying to win him back, and Lucy is still engaged to Wyatt. Then there’s the fact that Logan lives in Ohio and Lucy in New York City. And so much more!Author Jan Romes, in her signature witty style, has adeptly strung together, like a perfect string of cranberries, a delightful story to warm readers’ hearts. All of the elements for a special Christmas story are present. Some readers may even want to jump into the book to partake in the festivities … and maybe even settle in Cranberry Creek. I thoroughly enjoyed this book. This is perfect take-me-away story and although it’s a Christmas story, it’s one that will delight year-round. ...more",Notes are private!,0,2,3,not setnot setnot set,not setnot setnot set,"Oct 07, 2022",,ebook,view (with text),/book/show/62704853-cranberry-creek-christmas
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Danna,"Romes, Jan*",,,B0BCXDMQ98,321        pp,4.83,6,unknown,"Sep 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Having read and enjoyed the author’s first book in this series, set in the tropical paradise of Key West, I was excited to see the second book had comHaving read and enjoyed the author’s first book in this series, set in the tropical paradise of Key West, I was excited to see the second book had come out. And it was worth the wait!Danna really wants to get married … and not someday down the road. Soon. The problem: she doesn’t have a fiancé or even a prospect in mind. What’s a girl to do? Let her friend Meg at Coffee & Dessert’s matching service round up some prospects for her. That’s what. I’m not going to give away any of the story, of course, but I really liked Danna’s character. An emotional woman, she allows herself to feel, to love, and to do what she thinks best when things don’t go her away. What I loved most was Danna’s passion. She’s the kind of character who you just want to hug and tell her it will be all right – and who you want to see happy. And if you could, you’d jump into the book to help things along.With her characteristic wit, Jan Romes has written another delightful sweet romance, filled with quirky and hilarious interactions, wonderful characters, and of course, true-blue romance. ...more",Notes are private!,0,0,1,"Sep 17, 2022",not set,"Sep 13, 2022",,ebook,view (with text),/book/show/62313875-danna
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death Wears a Crimson Hat        (Magnolia Bluff Crime Chronicles #1),"Hawes, C.W.*",,,B09XGSSKCW,257        pp,4.39,54,unknown,2022,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Having read and enjoyed several of this author’s books, I couldn’t wait to delve into this book in this new multi-author crime series. Just as Hawes’sHaving read and enjoyed several of this author’s books, I couldn’t wait to delve into this book in this new multi-author crime series. Just as Hawes’s other reads, I was immediately drawn into the story. In Magnolia Bluff, the Crimson Hat Society has a prominent place in the town’s society. But as exists in most groups, there are power struggles, grudges, and yes, secrets. Oh, yes … and did I mention murder? And attempted murder?Harry Thurgood, who has left his past behind for a quiet life, has deep feelings for the Reverend Ember Cole … who has also left her past behind. Caring about her as he does, there’s no way he’s going to let her take the fall when a member of the Hat society is murdered and another is run down by a car. What I really enjoyed about this book was the author’s sharp storytelling and how adeptly he created a world of crafty and fascinating people. While these characters are so far from people I know, as humans, we still have much in common. Emotions, fears, unresolved anger, jealousy, and much more … can be life-changing. Few people can truly leave the past behind … and many cannot cope with the present. The tension in Magnolia Bluff stayed with me throughout the story … and as the characters revealed more and more about themselves, the intrigue grew … and I lost count of the number of surprises that revealed themselves. I loved the main characters and I know they have amazing stories untold in this novel. I hope to read them one day.An excellent book!...more",Notes are private!,0,1,2,not setnot set,"Aug 30, 2022not set","Aug 30, 2022",,ebook,view (with text),/book/show/60839022-death-wears-a-crimson-hat
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beneath A Copper Sky,"Poore, Valerie*",,,B0B5SC1VRM,285        pp,4.85,34,unknown,"Jul 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m such a fan of Valerie Poore’s writing. Truth be told, I’ve never read a book of hers – whether it be a memoir or a novel — that I didn’t find to bI’m such a fan of Valerie Poore’s writing. Truth be told, I’ve never read a book of hers – whether it be a memoir or a novel — that I didn’t find to be an absolutely delightful and beautifully written book. I haven’t yet read her three-book African Ways series, so I was really excited to finally be reading this novel that I knew would reflect her twenty years in South Africa from 1981 to 2001. Beneath a Copper Sky begins with an extraordinary word painting of two people, Angela and Stephen, as they leave England for a job in South Africa as caretakers for a remote farm … a brand-new and enchanting world where slow immersion into a new culture and environment, in a time of political turbulence, is not an option. The author’s talent for capturing the scenery, showing us the culture shock (yet love at first sight) from the characters’ point of view, and putting the reader right into the scene is absolutely brilliant. As Angela and Stephen work hard to acclimate to their new life, tension and unrest surround them. I could empathize and as I tried imagine what it must have been like to meet so many new people, all with very different stations in life, and try to figure out who to trust … and who to be wary about. In situations like this book relates … dark can seem light and light can seem dark.In every  I write, it’s important for me to express what I took from a book, never to recap the plot … I leave that for the readers. I not only thoroughly enjoyed this book, but I also learned more about the racial oppression (apartheid) that was a part of this country for far too many years. Kudos to the author for another engaging and fascinating story. As always, Ms. Poore teaches me so much and I look forward to more of her books. I truly do!...more",Notes are private!,0,0,1,"Aug 23, 2022",not set,"Aug 23, 2022",,Kindle Edition,view (with text),/book/show/61406172-beneath-a-copper-sky
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Savannah in Daylight        (Haunted Savannah  #2),"Maza, Cathleen*",,,B0B1BNHVQQ,63        pp,4.50,8,unknown,"Jul 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Having read this author’s Savannah at Midnight, along with other of her short works that I’ve thoroughly enjoyed, I was excited to see this second booHaving read this author’s Savannah at Midnight, along with other of her short works that I’ve thoroughly enjoyed, I was excited to see this second book featuring Savannah, the enigmatic and charismatic ghost named after the city — a being who is quite happy to please … but is nobody’s fool. Thou shalt not mess with her.The author takes advantage of the City of Savannah’s unique charm to enhance not only each story’s setting but the main character herself. What I particular liked about this book (and the first in this two-book series) is that the writing is so visual – and each story transported me to its distinct location.Each tale in this collection touched me in some way. The ghosts (and their burdens) were very real to me and I felt uplifted as Savannah visited each one – working her own brand of magic in the way she saw fit … doling out what was deserved. The last story wrapped everything up beautifully. Every story, even within a few pages, contains poignant messages for the living and the dead. A special read....more",Notes are private!,0,2,1,"Aug 07, 2022",not set,"Aug 06, 2022",,Kindle Edition,view (with text),/book/show/61238791-savannah-in-daylight
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Blows the Wind,"Meyrick, Catherine*",,,,435        pp,4.21,219,unknown,"Apr 28, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read a lot of books, but it’s not that often I think about them in my non-reading time and look forward to the late evening when I can get back to tI read a lot of books, but it’s not that often I think about them in my non-reading time and look forward to the late evening when I can get back to the story. Cold Blows the Wind is one of those books that embedded itself in my heart and wouldn’t let go.Ellen Thompson was the epitome of a strong woman … and true strength, to me, shines the brightest when one is poor, when life is unfair, when one is mistreated, and when dreams die unfulfilled. All of this and much more describes Ellen, yet she managed to take care of herself, her children, and her loved ones in the way she best could … always standing up for who she was. This historical story, which begins in Hobart Town, Australia in 1878, is rich in color and character … offering much insight into the lives of the poor and the harsh and often brutal living and societal conditions that were the norm. I did not know until I had read the entire book that it was based on the author’s great-great grandparents and their families. (While this is stated in the blurb, I only read the first paragraph when I purchased it.)I have no wish to give away any of the story, but Ellen’s character and her story resonated strongly with me. I was fascinated to read the historical notes at the end of the book, and I am impressed by all I can imagine Catherine Meyrick put into telling/researching this fragile, yet very human tale. She has combined history and fiction to produce a truly wonderful book. ...more",Notes are private!,0,2,1,not set,not set,"Aug 04, 2022",,Kindle Edition,view (with text),/book/show/60852887-cold-blows-the-wind
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Murder by Numbers: A Shell Isle Mystery        (#3),"Penrose, Tonya*",1952579465,,B0B5VMJ2SM,224        pp,4.80,10,unknown,"Jul 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a lighthearted and delightful book. Having recently read and enjoyed a book by this author, Welcome to Charm, I took a look to see what else This was a lighthearted and delightful book. Having recently read and enjoyed a book by this author, Welcome to Charm, I took a look to see what else she’d written and found a newly published third book in a cozy mystery series.As someone who loves beach/island settings, colorful Shell Isle called to me. The two cousins, Page and Betsy, amateur sleuths always ready to solve a mystery, looked like the perfect people to hang out with … if only for the duration of this book. (And possibly more in the future!)I don’t like to give plots away in s, but rather tell prospective readers what I liked. First, what really appealed to me was the way the mystery began and just kept going. The characters were spunky, feisty, and funny … and I loved the dialogue and the interactions between friends, between sleuths and suspects, and on and on. I really felt the tension in the story and didn’t want to stop. Every time I thought the book was going “right,” it veered “left.” Truly … a lot of fun.I also enjoyed Page and Betsy’s love interests … and the antics and humor around Betsy’s bad cooking were hilarious. There are some recipes at the very end … and one I actually plan to try!If you’re looking for an upbeat read that will keep you guessing as you hang out with an interesting collection of disparate characters … I highly recommend this clever book....more",Notes are private!,0,3,1,"Jul 19, 2022",not set,"Jul 19, 2022",,Kindle Edition,view (with text),/book/show/61399336-murder-by-numbers
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gift,"Savva, Maria*",,,B09VRVQ4W7,69        pp,5.00,2,unknown,"Apr 15, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Having read and enjoyed work by this author over the years, it was a treat to see she’d just released a new short story, “The Gift.”From a young age, Having read and enjoyed work by this author over the years, it was a treat to see she’d just released a new short story, “The Gift.”From a young age, Noah could see tattoos on the foreheads of other people … tattoos that revealed a great deal about the person … but being able to do so wasn’t necessary a good thing, esp. as his compassion pulled him toward people who weren’t always so nice. And, as a child, he didn’t want to stand out or be taunted for being different … especially in a way nobody would ever understand.While this is a short story and not a novel, the symbolism and meaning were quite thought-provoking. There are so many of us who have gifts/abilities that feel like burdens … or at the very least … nuisances. Noah’s path to learning that he has a gift, not burden … is a powerful one that resonated strongly with me as I believe it will with others.This book also included two other stories. The first bonus story had an all-too familiar theme: family and money – what could possibly go wrong? And the second … well, it was fun. :)...more",Notes are private!,0,0,2,not setnot set,"Jun 23, 2022not set","Jun 23, 2022",,Kindle Edition,view (with text),/book/show/60816040-the-gift
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inner Lives and Outer Selves,"Maza, Cathleen*",,,B07J1VZFLM,53        pp,5.00,2,unknown,"Oct 03, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read several collections of short fiction by this author and I keep coming back for more. In fact, it is the “something special” in her work thI have read several collections of short fiction by this author and I keep coming back for more. In fact, it is the “something special” in her work that makes me appreciate short fiction more than ever.Overall, what I truly admire about Ms. Maza’s work is that she skillfully plucks seemingly everyday stories from real life, crafts a story around them, then hits home so well. She nails such very important points in a way that feels effortless, but is not.I liked every story in this collection. I particularly liked “Mother’s Day” which tells the story of a woman, Abbey, who recalls different ages in her own past as she celebrates Mother’s Day with her own child, Chloe. For me, this story held so many truths that I imagine even readers with disparate lives will relate to the way Abbey works to resolve the pain of her own unhappy childhood.“Fate of the Fairy,” probably the shortest story in the book … was so incredibly poignant and I wondered how the author knew how I would feel about something many might see as insignificant. Again, it is Ms. Maza’s insight into the human psyche that comes shining through.And in the last story, “A Bistro in Paris,” where a woman resolves her unrequited past … without giving anything away, I can only say I was deeply touched by this. Again, I loved all of the stories.Cathleen Maza is truly one of the most relatable authors whose work I read. And yes, I will absolutely be back for more. Well done!...more",Notes are private!,0,6,2,"Jun 16, 2022not set",not setnot set,"Jun 16, 2022",,ebook,view (with text),/book/show/42178755-inner-lives-and-outer-selves
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chateau of Second Chances,"Miller, Tina-Marie*",1739968409,9781739968403,1739968409,336        pp,5.00,2,unknown,"Apr 21, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Chateau of Second Chances aka Chateau Fontaine is an absolutely perfect setting for this captivating novel. Run by Valentin Fontaine, who some misThe Chateau of Second Chances aka Chateau Fontaine is an absolutely perfect setting for this captivating novel. Run by Valentin Fontaine, who some mistake as the gardener, the Chateau Fontaine serves as a wellness retreat … open to all who need healing, a fresh start, a rebooting, an escape from family, friends, or scandal, and anything else that requires starting over. Whether the guests have decided to come on their own … or did so with a helpful push or shove from others, a quirky and eclectic group of characters make for delightful reading.This is the second book I’ve read by this talented author. Ms. Miller writes extremely well and she isn’t shy with her humor. Here’s an example of one passage that, for me, really illustrates what I enjoy so much about this author’s style:“She placed her hands gently onto her head – as though the action would somehow calm the thousands of tiny men that she imagined must be hammering against the inside of her skull using all manner of power tools – just as a wave of nausea engulfed her.”The individual stories were expertly crafted and a big plus for me was the diversity of the characters and their respective issues/lives. For me, no matter what genre I’m reading, I most enjoy reading characters that reflect real-life people and an understanding of who they are beneath the surface and beyond the stereotypes.The author has created a wonderful setting with the Chateau Fontaine. It is a magnet for … well … read the book and find out. Great fun!...more",Notes are private!,0,0,2,not setnot set,"May 29, 2022not set","May 31, 2022",,Paperback,view (with text),/book/show/61192612-the-chateau-of-second-chances
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Welcome to Charm,"Penrose, Tonya*",,9781956788907,,331        pp,4.75,28,unknown,"May 02, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an interesting read for so many reasons. The story begins when botanist Abby Drake arrives in a town that she definitely did not choose to viThis was an interesting read for so many reasons. The story begins when botanist Abby Drake arrives in a town that she definitely did not choose to visit … nor did she know if its existence. She is baffled by the missing time and can’t figure out where the three previous hours have gone. Soon, Abby learns that she is in the town of Charm, a town not found on any map, where soon her phone will not work, where she will not require money to purchase her needs, and where she meets several people who not only become important to her, but who will also enrich her life in ways she never imagined. Oh yes, and she immediately falls for the mayor of Charm … Nash Walker.Abby soon learns why she is in Charm and immediately, the regrets from her life/career in Crestview are now front and center as she is given an amazing opportunity to learn from Gita, a sage, who offers Abby a chance to approach life in a completely different way and to re-calibrate.Charm is everything the name suggests. If you imagine walking onto this delightful book cover, try to picture what awaits around the corner and it will probably be there. And then some.Deceptively simple in this author’s magical storytelling, is that questions are posed to us that we feel compelled to answer without even knowing / realizing that we are being asked. But when we answer them, we understand why we did. The depth of lessons / answers / jewels that this book offers are special. What I find very appealing is that there are many layers in this story and I believe that each reader will be drawn to what they most need to know … just as Abby Drake is. Much of what we see and experience in Charm is analogous to real life. And like the residents who call it home, we find what we need and are better for it.I could say more, but Charm’s gifts are better left for each reader to discover....more",Notes are private!,0,2,1,not set,"May 12, 2022","May 12, 2022",,ebook,view (with text),/book/show/60850943-welcome-to-charm
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Otford English Dictionary,"Dolan, John*",,9781912361144,,190        pp,4.93,14,unknown,"Mar 13, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Having read both serious and comical work by this author, being a lover of words, this book, The Otford Dictionary, intrigued me. It is witty, irreverHaving read both serious and comical work by this author, being a lover of words, this book, The Otford Dictionary, intrigued me. It is witty, irreverent, clever, and very funny. John Dolan has written the best dictionary I’ve ever read. While it is a fast read, it’s best read slowly, as a fine wine is sipped. Some of the hilarious word definitions are more nuanced than others … and it would be a shame to miss any of the fun, something that is a rare commodity for many these days.Often when I read books, I take notes so that I won’t forget points I might wish to make when I later write a . However, not too far into this book, I realized that my list of favorites was nearly as long as the book itself. I also found it impossible to choose favorites. I loved BUNGLE: “To make mistakes while in a rainforest,” and BROUHAHA: An amusing type of tea.” There were great definitions of Zodiac signs, definitions of literary works such as Under Milkwood and Waiting for Godot, and as the author promises, definitions that are sure to offend someone.Apart from pure reading pleasure, this would be a terrific book to read at a party (especially a dull one), or gift to someone who needs a laugh, but is too distractible to read a novel. It’s really great! Highly recommend! ...more",Notes are private!,0,3,2,not setnot set,"Apr 26, 2022not set","Apr 26, 2022",,Kindle Edition,view (with text),/book/show/60609206-the-otford-english-dictionary
