,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kristen's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue and Red Things,"Solomon, Laura*",1933254327,9781933254326,1933254327,68        pp,4.41,44,Jan 2007,"Jan 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 03, 2009",,Paperback,view,/book/show/1728052.Blue_and_Red_Things
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hold Everything Dear: Dispatches on Survival and Resistance,"Berger, John",0375425098,9780375425097,0375425098,160        pp,4.06,921,"Jan 01, 2007","Sep 11, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 19, 2008",,Hardcover,view,/book/show/1474356.Hold_Everything_Dear
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Laura Poems,"Cook, Juliet*",,,,10        pp,4.86,21,2006,2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Dec 19, 2008",,ribbon-bound chapbook,view,/book/show/1837713.The_Laura_Poems
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wonder,"Claus, Hugo",0980033012,9780980033014,0980033012,338        pp,3.38,582,1962,"May 08, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2008",,Paperback,view,/book/show/5997790-wonder
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Break It Down,"Davis, Lydia",1852424214,9781852424213,1852424214,177        pp,4.03,"2,074",1986,"Apr 01, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2008",,Paperback,view,/book/show/113860.Break_It_Down
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midwinter Day,"Mayer, Bernadette",0811214060,9780811214063,0811214060,120        pp,4.22,646,"Jun 28, 1982","May 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2008",,Paperback,view,/book/show/472700.Midwinter_Day
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Romance of the Rose,"De Lorris, Guillaume",0192839489,9780192839480,0192839489,350        pp,3.64,"2,508",1275,"Aug 19, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2008",,Paperback,view,/book/show/332226.The_Romance_of_the_Rose
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anarchism Is Not Enough,"Riding, Laura",0520213947,9780520213944,0520213947,356        pp,4.27,45,1928,"May 07, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2008",,Paperback,view,/book/show/446521.Anarchism_Is_Not_Enough
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Autobiography: The Story of My Experiments with Truth,"Gandhi, Mahatma",817229008X,9788172290085,817229008X,464        pp,4.10,"70,570",1927,"Jan 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2008",,Hardcover,view,/book/show/1630663.An_Autobiography
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hard-Boiled Wonderland and the End of the World,"Murakami, Haruki",,,0679743464,400        pp,4.13,"136,472","Jun 15, 1985","Mar 02, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2008",,Paperback,view,/book/show/106484.Hard_Boiled_Wonderland_and_the_End_of_the_World
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drunk by Noon,"Knox, Jennifer L.",0615163556,9780615163550,0615163556,80        pp,4.35,105,"Oct 04, 2007","Sep 04, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2008",,Paperback,view,/book/show/2198068.Drunk_by_Noon
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,"Johnson, Denis",0060926961,9780060926960,0060926961,225        pp,4.14,637,"May 01, 1995","Jan 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2008",,Paperback,view,/book/show/9904.The_Throne_of_the_Third_Heaven_of_the_Nations_Millennium_General_Assembly
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pajamaist,"Zapruder, Matthew*",1556592442,9781556592447,1556592442,90        pp,3.91,336,"Sep 01, 2006","Sep 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2008",,Paperback,view,/book/show/1213658.The_Pajamaist
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bottlemania: How Water Went on Sale and Why We Bought It,"Royte, Elizabeth",1596913711,9781596913714,1596913711,248        pp,3.56,889,"May 13, 2008","Jun 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2008",,Hardcover,view,/book/show/2303301.Bottlemania
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something I've Been Meaning to Tell You,"Munro, Alice",0375707484,9780375707483,0375707484,246        pp,4.07,"3,915",1974,"Oct 12, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2008",,Paperback,view,/book/show/14283.Something_I_ve_Been_Meaning_to_Tell_You
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Moveable Feast,"Hemingway, Ernest",0553122592,9780553122596,0553122592,209        pp,4.02,"151,137",1964,1970,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2008",,Paperback,view,/book/show/130949.A_Moveable_Feast
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revolutionary Road,"Yates, Richard",,,,355        pp,3.92,"88,307","Dec 31, 1961","Feb 01, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 10, 2008",,Paperback,view,/book/show/48328.Revolutionary_Road
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Earthly Powers,"Burgess, Anthony",0099468646,9780099468646,0099468646,649        pp,4.13,"3,207",1980,"Jan 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 09, 2008",,Paperback,view,/book/show/8822.Earthly_Powers
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood and Guts in High School,"Acker, Kathy",080213193X,9780802131935,080213193X,165        pp,3.45,"5,965","Jan 11, 1984","Jan 11, 1984",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 09, 2008",,Paperback,view,/book/show/321950.Blood_and_Guts_in_High_School
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I, Robot        (Robot, #0.1)","Asimov, Isaac",0553803700,9780553803709,0553803700,224        pp,4.21,"346,441","Dec 02, 1950",Jun 2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 09, 2008",,Hardcover,view,/book/show/41804.I_Robot
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Were something to happen it would be both funny and interesting,"Shindell, Matthew*",,,,13        pp,3.96,24,2001,2001,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 07, 2008",,Artist Book,view,/book/show/1824620.Were_something_to_happen_it_would_be_both_funny_and_interesting
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary","Winchester, Simon",0060839783,9780060839789,0060839783,242        pp,3.84,"116,917","Sep 28, 1998",2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 07, 2008",,Paperback,view,/book/show/25019.The_Professor_and_the_Madman
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein,"Shelley, Mary",0141439475,9780141439471,0141439475,273        pp,3.87,"1,597,656",1818,2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 07, 2008",,Paperback,view,/book/show/18490.Frankenstein
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If and When,"Mynes, Jess*",,,,unknown,4.64,14,2008,2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 07, 2008",,,view,/book/show/4860221-if-and-when
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Parenthetical Ontology,"Poe, Deborah*",1934999342,9781934999349,1934999342,84        pp,4.88,16,"Oct 15, 2008","Oct 15, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 07, 2008",,Paperback,view,/book/show/5325676-our-parenthetical-ontology
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Resort to Humming,"Olszewska, Daniela*",,,,17        pp,4.32,25,2008,2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 06, 2008",,E-chap,view,/book/show/5887177-resort-to-humming
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Projectile Vomit,"Cook, Juliet*",,,,14        pp,4.12,17,2008,2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Dec 06, 2008",,E-chap,view,/book/show/5931196-projectile-vomit
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winter, Another Wall","Orser, Kristen*",,,,unknown,4.44,16,Nov 2008,Nov 2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 05, 2008",,e-chapbook,view,/book/show/5976535-winter-another-wall
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Finnegans Wake        (Classic, 20th-Century, Penguin)","Joyce, James",0141181265,9780141181264,0141181265,628        pp,3.68,"12,876","May 04, 1939","Dec 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 25, 2008",,Paperback,view,/book/show/442140.Finnegans_Wake
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ethan Frome,"Wharton, Edith",,,0142437808,99        pp,3.44,"127,279",1911,2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 25, 2008",,Paperback,view,/book/show/5246.Ethan_Frome
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl in the Castle Inside the Museum,"Bernheimer, Kate",0375836063,9780375836060,0375836063,40        pp,3.62,709,"Feb 12, 2008","Feb 12, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 19, 2008",,Hardcover,view,/book/show/2114603.The_Girl_in_the_Castle_Inside_the_Museum
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Opens,"Seldess, Jesse*",0976736403,9780976736400,0976736403,66        pp,4.36,22,Jan 2006,"Apr 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 19, 2008",,Paperback,view,/book/show/1101983.Who_Opens
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tall Betsy and the Crackerbarrel Tales,"Wheeler, Jacque",0887342655,9780887342653,0887342655,29        pp,4.00,1,Aug 1996,"Aug 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 19, 2008",,Paperback,view,/book/show/1720833.Tall_Betsy_and_the_Crackerbarrel_Tales
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Start Here,"Wheeler, Betsy*",,,,9        pp,4.64,11,2008,2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 19, 2008",,Chapbook,view,/book/show/2897097-start-here
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,LACK LYRICS,"Millar, Jay",1897388071,9781897388075,1897388071,40        pp,4.67,3,"Jul 01, 2008","Jul 01, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 19, 2008",,Paperback,view,/book/show/2625650-lack-lyrics
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,the small blue: poems,"Millar, Jay",097394384X,9780973943849,097394384X,88        pp,4.83,6,"Oct 10, 2007","Oct 10, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 19, 2008",,Paperback,view,/book/show/2625645-the-small-blue
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zoo or Letters Not About Love,"Shklovsky, Victor",1564783111,9781564783110,1564783111,164        pp,3.97,793,1922,"Oct 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 19, 2008",,Paperback,view,/book/show/258637.Zoo_or_Letters_Not_About_Love
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Art Objects: Essays on Ecstasy and Effrontery,"Winterson, Jeanette",0679768203,9780679768203,0679768203,192        pp,4.07,"2,320",1995,"Feb 04, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 19, 2008",,Paperback,view,/book/show/15048.Art_Objects
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cuts: Texts 1959-2004,"Andre, Carl",0262012154,9780262012157,0262012154,340        pp,4.75,4,"Jun 01, 2005","May 27, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Hardcover,view,/book/show/712833.Cuts
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prepositions +: The Collected Critical Essays,"Zukofsky, Louis",0819564281,9780819564283,0819564281,264        pp,4.46,65,"Jan 01, 1981","Apr 28, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/375184.Prepositions_
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Constructivist Moment: From Material Text to Cultural Poetics,"Watten, Barrett",0819566101,9780819566102,0819566101,352        pp,3.67,21,"Mar 01, 2010","Jul 18, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/405162.The_Constructivist_Moment
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Said Like Reeds or Things,"Truscott, Mark*",1552451453,9781552451458,1552451453,88        pp,4.37,19,"Oct 19, 2000","Oct 19, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/765611.Said_Like_Reeds_or_Things
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elect June Grooms,"Howsare, Erika",,,,20        pp,5.00,1,2004,2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,chapbook,view,/book/show/2473095.Elect_June_Grooms
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Found in Nature,"Tynes, Jen",,,,36        pp,4.83,6,2004,2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,chapbook,view,/book/show/2473131.Found_in_Nature
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ohio System,"Tynes, Jen",,,,unknown,4.18,17,2007,2007,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,chapbook,view,/book/show/1360969.The_Ohio_System
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Selected Poems,"Ponge, Francis",0916390586,9780916390587,0916390586,220        pp,4.26,203,Jun 1994,"Oct 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/418058.Selected_Poems
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,[one love affair]*,"Boully, Jenny",0977901904,9780977901906,0977901904,67        pp,4.20,203,"Apr 24, 2006","Apr 24, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/78458._one_love_affair_
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Elizabeth,"Yalen, Lesley",,,,unknown,4.93,14,2007,2007,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Chapbook,view,/book/show/3236384-this-elizabeth
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fence Above the Sea (NEW SERIES        (NEW SERIES (AHSAHTA PRESS), 10)","Byrd, Brigitte*",0916272842,9780916272845,0916272842,124        pp,3.88,32,"Jan 01, 2005","Jan 01, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/1278629.Fence_Above_the_Sea_NEW_SERIES
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In No One's Land,"Ackerson-Kiely, Paige",0916272923,9780916272920,0916272923,75        pp,4.29,100,"Jan 15, 2007","Jan 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/1317224.In_No_One_s_Land
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hardscrabble: Poems,"McFadden, Kevin",082033118X,9780820331188,082033118X,120        pp,3.83,23,"Apr 01, 2008","Apr 15, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/2884032-hardscrabble
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dog Girl,"Staples, Heidi Lynn",0916272958,9780916272951,0916272958,66        pp,3.93,28,"Jan 01, 2007",2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/1856017.Dog_Girl
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oneiromance,"Rooney, Kathleen*",0978617231,9780978617233,0978617231,59        pp,4.49,68,"Sep 01, 2008","Sep 01, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/3434158-oneiromance
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unabridged Journals of Sylvia Plath,"Plath, Sylvia",0385720254,9780385720250,0385720254,732        pp,4.25,"22,785","Apr 01, 2000","Oct 17, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/11623.The_Unabridged_Journals_of_Sylvia_Plath
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slouching Towards Bethlehem,"Didion, Joan",,,,238        pp,4.19,"67,272",1968,"Oct 28, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/424.Slouching_Towards_Bethlehem
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Things: A Memoir in Slices,"Brown, Jeffrey*",1416549463,9781416549468,1416549463,352        pp,3.77,"1,250",2008,"Apr 01, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Paperback,view,/book/show/1924490.Little_Things
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drown,"Díaz, Junot",1573226068,9781573226066,B007EQMQ7S,208        pp,4.02,"36,013","Dec 25, 1995","Jul 01, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 11, 2008",,Unknown Binding,view,/book/show/531989.Drown
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The True Keeps Calm Biding Its Story,"Morrison, Rusty",0916272982,9780916272982,0916272982,75        pp,4.23,115,"Jan 01, 2008","Jan 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 29, 2008",,Paperback,view,/book/show/2688772-the-true-keeps-calm-biding-its-story
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Work of Mourning,"Derrida, Jacques",0226142817,9780226142814,0226142817,272        pp,4.22,201,2001,"Sep 15, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 29, 2008",,Paperback,view,/book/show/6076.The_Work_of_Mourning
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Specimen, Specimens","Heide, Anne",,,,unknown,4.50,4,2008,2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 29, 2008",,chapbook,view,/book/show/3068196-specimen-specimens
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mohawk/Samoa: Transmigrations,"Stevens, James Thomas",1930068301,9781930068308,1930068301,unknown,4.22,9,"Jan 01, 2006","Feb 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 29, 2008",,Paperback,view,/book/show/1639085.Mohawk_Samoa
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Combing the Snakes from His Hair,"Stevens, James Thomas",0870135902,9780870135903,0870135902,143        pp,4.27,33,"Mar 31, 2002","Mar 31, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 29, 2008",,Paperback,view,/book/show/151945.Combing_the_Snakes_from_His_Hair
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hannah Weiner's Open House,"Weiner, Hannah",0976736411,9780976736417,0976736411,178        pp,4.42,102,"Mar 01, 2006","Nov 15, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 29, 2008",,Paperback,view,/book/show/405053.Hannah_Weiner_s_Open_House
